time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/entropy_loss,train/clip_range,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance
690,194560,8.57823896,281,95,747.58,0.058447265625,-0.7688806453719735,0.2,940,12.602781295776367,0.0003,125.51665034890175,0.0029624002,-0.0009758764499565586,0.5421959757804871
692,196608,11.94186361,283,96,727.56,0.046533203125,-0.730515557155013,0.2,950,38.245487213134766,0.0003,211.5822661459446,0.004352114,-0.0009875904525870282,0.4636767506599426
694,198656,17.002272220000002,286,97,697.57,0.02080078125,-0.7104417983442545,0.2,960,94.20307922363281,0.0003,169.77139694988728,0.0028547999,-0.0019763206888455897,0.6640460789203644
695,200704,18.85562429,288,98,691.22,0.0994140625,-0.7470364535227418,0.2,970,6.10606050491333,0.0003,127.5096667766571,0.0054049753,-0.002807072272116784,0.46421337127685547
696,202752,21.18591747,291,99,673.45,0.0314453125,-0.7201846472918987,0.2,980,27.520158767700195,0.0003,152.18868331164123,0.00541964,-0.0007226185363833793,0.3339548707008362
696,204800,21.02133061,294,100,673.45,0.09091796875,-0.6622977770864964,0.2,990,173.61273193359375,0.0003,94.16944245249033,0.008145034,-0.0016345958756573964,0.8069618791341782
696,206848,22.754657230000003,297,101,662.75,0.05546875,-0.5454367955215276,0.2,1000,0.8275415301322937,0.0003,35.21903636902571,0.004642619,-0.0010594390070764348,0.6792959868907928
697,208896,29.30807034,299,102,657.47,0.06748046875,-0.6501332307234406,0.2,1010,29.981281280517578,0.0003,104.68002212047577,0.0036287522,-0.0031429166247107787,0.763317659497261
697,210944,30.533661920000004,302,103,646.02,0.03291015625,-0.7348412651568651,0.2,1020,106.6769790649414,0.0003,90.43561166226864,0.0048823063,-0.002988103911775397,0.4479140639305115
699,212992,35.84898529,304,104,626.91,0.071240234375,-0.6107018488459289,0.2,1030,81.32861328125,0.0003,158.78980712145568,0.003311378,-0.001287300486001186,0.39701831340789795
700,215040,39.36813782,307,105,617.39,0.023388671875,-0.6519017562270164,0.2,1040,194.5489959716797,0.0003,237.23292770087718,0.0036829659,-0.0021969384986732622,0.4623623490333557
701,217088,43.48842252999999,309,106,596.67,0.045068359375,-0.5659864811226726,0.2,1050,4.19805383682251,0.0003,92.30290086641908,0.0041553644,-0.0030273644406406675,0.36462658643722534
702,219136,46.895226789999995,311,107,593.16,0.03759765625,-0.6490966860204935,0.2,1060,168.0762481689453,0.0003,109.81833389699459,0.0044996925,-0.0026235740369884297,0.633839875459671
704,221184,46.738744719999985,313,108,574.57,0.055859375,-0.7025485388934612,0.2,1070,83.46333312988281,0.0003,225.63050605356693,0.0053170286,-0.0017716364513034933,0.5149455666542053
705,223232,48.73702061,316,109,558.05,0.028125,-0.7095742996782064,0.2,1080,469.6518859863281,0.0003,235.0069368302822,0.0046113534,-0.00032755525098764337,0.5888763964176178
705,225280,49.94347819999999,319,110,553.26,0.14453125,-0.6256131572648883,0.2,1090,123.79071044921875,0.0003,96.23864215016366,0.01101886,-0.003932911202718969,0.8423716276884079
706,227328,51.48150287000001,321,111,541.49,0.068798828125,-0.6306216841563582,0.2,1100,23.035146713256836,0.0003,92.74447846561671,0.0055041565,-0.002204296002310002,0.4889976978302002
708,229376,48.38369378,323,112,533.32,0.027490234375,-0.7117188539355993,0.2,1110,263.03082275390625,0.0003,149.4901163160801,0.0035366286,-0.002353887526260223,0.5588132441043854
708,231424,54.19737343999999,326,113,530.54,0.050830078125,-0.6281541127711534,0.2,1120,324.5653076171875,0.0003,203.54179031848906,0.0036734417,-0.002212932069960516,0.575676441192627
710,233472,57.002033460000014,328,114,518.36,0.0380859375,-0.6980640476569533,0.2,1130,12.580263137817383,0.0003,135.70341195464135,0.0043456852,-0.0021995165127009384,0.41465985774993896
710,235520,57.983058439999986,331,115,512.7,0.050439453125,-0.6582991058006883,0.2,1140,50.36422348022461,0.0003,120.8792385160923,0.005949274,-0.0018525152041547698,0.584281325340271
711,237568,56.91649137999999,333,116,504.32,0.096337890625,-0.6911351684480905,0.2,1150,9.758230209350586,0.0003,64.88669671341776,0.006014713,-0.0022197212194441816,0.8422104269266129
712,239616,58.31143565,336,117,492.79,0.041015625,-0.6869984719902277,0.2,1160,14.21733570098877,0.0003,171.81802704185247,0.0057060244,-0.0030996965968370207,0.6472833454608917
