time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/value_loss,train/learning_rate
34,448.45,-86.28498436000001,69632,862,80,-0.002635007795470301,11.577871322631836,330,0.2,0.003715666,0.5866780281066895,0.018359375,-1.0066085817292332,94.58765724003315,0.0003
35,462.41,-80.66828267,71680,854,83,-0.011022291559129371,12.015398025512695,340,0.2,0.013720368,0.7121856510639191,0.154931640625,-1.049136333912611,50.49265496134758,0.0003
36,486.31,-80.86655680000001,73728,843,87,-0.005979939949975232,14.32231330871582,350,0.2,0.0057401084,0.5996011197566986,0.093896484375,-0.9293679617345333,71.65943295508623,0.0003
37,499.54,-79.44778934,75776,839,90,-0.004779249212879222,7.706660747528076,360,0.2,0.0076347115,0.6350969970226288,0.059375,-0.9242541709914803,56.97466823905707,0.0003
38,513.53,-76.18608975000001,77824,830,93,-0.004180477161207818,43.721744537353516,370,0.2,0.008666555,0.49174416065216064,0.087890625,-1.0598742755129933,109.85092093646526,0.0003
39,529.24,-73.81210608,79872,816,97,-0.0024652282852912323,6.090543746948242,380,0.2,0.0059679267,0.7789783328771591,0.0724609375,-0.9304607411846518,46.38438557386398,0.0003
40,545.64,-72.0500302,81920,807,101,-0.007170529521681601,7.029819965362549,390,0.2,0.010593778,0.835937112569809,0.1345703125,-0.9871129740029574,27.71388359889388,0.0003
41,552.4,-72.35840152999998,83968,802,104,-0.005782603893021587,3.5459585189819336,400,0.2,0.008982521,0.7677791565656662,0.138525390625,-1.033863810636103,38.754111017286775,0.0003
42,571.35,-66.4207649,86016,799,107,-0.0020690993413154503,68.60762023925781,410,0.2,0.0047459193,0.47211605310440063,0.016748046875,-1.0189853731542826,184.39955534040928,0.0003
43,578.66,-66.15236518,88064,796,110,-0.010540126015257556,23.325183868408203,420,0.2,0.021606183,0.5675807297229767,0.185302734375,-0.9032021049410105,142.7352207005024,0.0003
44,593.8,-63.08408914,90112,784,114,-0.004678715887712315,5.969898700714111,430,0.2,0.004951534,0.7886901348829269,0.082080078125,-0.9670068312436342,49.52423533424735,0.0003
45,604.63,-63.230391299999994,92160,780,118,-0.0028199032312841155,2.7604880332946777,440,0.2,0.005401659,0.8188147693872452,0.06240234375,-0.9552242131903768,36.92879369407892,0.0003
46,612.04,-61.81886365999999,94208,778,121,-0.0036956552612537052,55.53591537475586,450,0.2,0.01060784,0.5984725654125214,0.093115234375,-0.913016164675355,111.10246340036392,0.0003
47,620.4,-61.509966709999986,96256,772,124,-0.002783674991951557,5.8750996589660645,460,0.2,0.0056801657,0.7775253355503082,0.050732421875,-0.8923143310472369,50.014760515093805,0.0003
48,633.74,-57.46800599999999,98304,763,128,-0.0036359282399644143,40.668243408203125,470,0.2,0.00463333,0.652197003364563,0.047119140625,-1.0341851891949774,62.80693536400795,0.0003
49,653.02,-54.23145802999999,100352,757,132,-0.0075670645739592144,11.722764015197754,480,0.2,0.007892897,0.6160699129104614,0.05615234375,-0.9730598332360387,84.44003384634853,0.0003
50,661.08,-53.89459288999999,102400,753,135,-0.00298009467733209,4.220252513885498,490,0.2,0.0069416985,0.5896250307559967,0.0576171875,-1.0132633740082384,125.72344151735305,0.0003
51,670.68,-52.846417659999986,104448,744,140,-0.0037213247007457538,15.119073867797852,500,0.2,0.007202874,0.6269411146640778,0.043603515625,-1.013113782182336,108.90788451433181,0.0003
52,693.5,-48.67995180999999,106496,739,144,-0.003932849609554978,6.2025227546691895,510,0.2,0.005981476,0.7859029620885849,0.056396484375,-1.0253547608852387,52.093895717710254,0.0003
53,692.71,-45.383498919999994,108544,737,147,-0.004333613652852364,6.9214558601379395,520,0.2,0.010803372,0.7144044637680054,0.148681640625,-1.0097277035936714,64.1337778635323,0.0003
54,691.31,-43.79931603000001,110592,734,150,-0.003788383569190046,79.35475158691406,530,0.2,0.009263204,0.5404474437236786,0.10712890625,-0.8857134960591793,97.23686417266727,0.0003
55,706.26,-42.68208866,112640,728,154,-0.002030350055611052,29.392602920532227,540,0.2,0.00895296,0.5386584103107452,0.076220703125,-0.9342033065855503,137.89021216630937,0.0003
56,725.33,-36.536547559999995,114688,726,157,8.410422560700681e-05,7.682327747344971,550,0.2,0.0028604153,0.7093676924705505,0.049169921875,-0.9146873746067286,73.8533659607172,0.0003
57,739.11,-33.21033448,116736,727,160,-0.001791548963956302,17.732614517211914,560,0.2,0.005336553,0.4494004249572754,0.04814453125,-0.8032545708119869,122.93901008367538,0.0003
58,750.06,-29.735695600000003,118784,725,163,-0.0019334165663167369,367.04693603515625,570,0.2,0.0048966,0.41836005449295044,0.073046875,-0.983529951237142,137.02759343609213,0.0003
59,757.41,-29.308425690000004,120832,720,167,-0.0023627667331311388,7.769078254699707,580,0.2,0.0050376174,0.6636667251586914,0.043310546875,-0.914669705927372,66.21392460241914,0.0003
60,770.99,-26.255844619999998,122880,718,171,-0.0040158305040677075,2.9239766597747803,590,0.2,0.009104976,0.8001401573419571,0.150537109375,-0.9678468270227313,35.76942574679852,0.0003
61,768.34,-25.577755530000005,124928,718,173,-0.003743630881217541,38.29905319213867,600,0.2,0.00796647,0.6034528017044067,0.117333984375,-0.839634962938726,85.39192729741335,0.0003
62,763.46,-24.390703979999998,126976,721,176,-0.002123881140141748,16.333660125732422,610,0.2,0.007280587,0.49418777227401733,0.070263671875,-0.9306383458897471,149.13042274415494,0.0003
63,771.84,-19.189206229999996,129024,720,179,-0.0017941024980245857,80.50041961669922,620,0.2,0.0037579283,0.45487040281295776,0.01337890625,-0.8876671614125371,272.29315853118896,0.0003
64,785.75,-17.18014234,131072,717,182,-0.002442893865372753,4.317562580108643,630,0.2,0.0074187983,0.7476597428321838,0.05693359375,-0.7584652937948704,73.64473184943199,0.0003
65,783.78,-17.797999689999997,133120,716,185,-0.00102453701547347,4.9866766929626465,640,0.2,0.007817206,0.7474215030670166,0.091650390625,-0.9675314476713538,40.1167907776311,0.0003
66,791.6,-14.973780459999999,135168,714,189,-0.0018439163581206231,39.15264892578125,650,0.2,0.0088510215,0.6609624922275543,0.042919921875,-0.9216778567060828,108.36504854261875,0.0003
67,784.5,-14.459316309999998,137216,712,192,-0.0039051973937603178,1.1702766418457031,660,0.2,0.006705071,0.9094514921307564,0.0865234375,-0.9243918078020215,27.7752875354141,0.0003
68,777.32,-13.259146150000001,139264,713,195,-0.0022775509423809126,14.894564628601074,670,0.2,0.007749316,0.6348327994346619,0.045751953125,-0.9018714750185609,157.52020000368356,0.0003
69,771.39,-11.74308945,141312,714,197,-0.0014202347781974822,39.316192626953125,680,0.2,0.008496849,0.5017795860767365,0.042724609375,-0.8735945688560605,107.77122836261988,0.0003
70,774.23,-9.96696197,143360,712,201,-0.0011670789859635987,98.36271667480469,690,0.2,0.0091630295,0.5565230846405029,0.056982421875,-0.8620626043528319,108.32223742902279,0.0003
71,774.23,-10.6277873,145408,710,204,0.00042093840311281384,1.596075177192688,700,0.2,0.006688282,0.7634163945913315,0.094140625,-0.9159758955240249,38.39035272691399,0.0003
72,760.87,-10.460553959999995,147456,710,207,-0.002602198093518382,2.498220205307007,710,0.2,0.008172683,0.7464266717433929,0.12548828125,-1.045205427892506,35.177852522395554,0.0003
73,751.83,-8.522771619999997,149504,710,210,-0.000379108670676942,51.306968688964844,720,0.2,0.0035593584,0.44350939989089966,0.02333984375,-0.8494360586628318,137.90190207660197,0.0003
74,754.7,-6.478931849999999,151552,708,213,-0.00494328959757695,49.05318832397461,730,0.2,0.0056120255,0.45354723930358887,0.057080078125,-0.8750248400494456,125.73554675579071,0.0003
75,743.6,-10.25323625,153600,707,217,-0.00366032000456471,1.4426724910736084,740,0.2,0.008093794,0.7190330922603607,0.1201171875,-0.9076476162299514,38.867250027880075,0.0003
76,737.33,-8.98343845,155648,705,220,-0.002252541539928643,7.640629768371582,750,0.2,0.006588964,0.6077937185764313,0.06884765625,-0.8434737442061305,106.40945931226015,0.0003
77,746.33,-4.244037899999999,157696,703,224,-0.0031474996714678126,81.2101821899414,760,0.2,0.006697894,0.6568495333194733,0.06640625,-0.7900008274242282,77.01435833573342,0.0003
78,752.25,-3.100122349999999,159744,703,227,-0.0015237814004649408,315.1116943359375,770,0.2,0.004497541,0.5780335366725922,0.023388671875,-0.73360133189708,77.95296253114938,0.0003
79,744.53,-6.757730499999999,161792,703,230,-0.004997219095821492,6.200016021728516,780,0.2,0.014195226,0.7036913633346558,0.061962890625,-0.9474345088005066,52.28867953270674,0.0003
80,730.67,-10.13348731,163840,700,233,-0.0019800394613412207,121.54520416259766,790,0.2,0.0028696954,0.5793188214302063,0.0275390625,-0.9285786638036371,137.4420377738774,0.0003
81,732.98,-8.33267158,165888,701,236,-0.0037679009670682716,2.3264243602752686,800,0.2,0.007820347,0.7360439598560333,0.050439453125,-0.8746036205440759,96.44405098333955,0.0003
82,725.06,-7.170265909999999,167936,699,240,-0.0020683754293713717,54.077911376953125,810,0.2,0.0063384,0.7515161335468292,0.06708984375,-0.8899537751451134,84.88144217431545,0.0003
83,723.94,-5.384268379999998,169984,698,243,-0.001066980771429371,72.71051025390625,820,0.2,0.003937807,0.6951169967651367,0.012646484375,-0.8749439114704728,120.45657151043415,0.0003
84,713.54,-2.535628169999999,172032,700,245,-0.002534305765584577,36.26763916015625,830,0.2,0.0065747714,0.7471016347408295,0.051220703125,-0.8449576083570719,156.84442374408246,0.0003
85,707.21,-2.9529119699999997,174080,699,248,-0.0021691399269911926,38.767887115478516,840,0.2,0.005527733,0.7207822501659393,0.0611328125,-0.8544234665110707,174.60266595184802,0.0003
86,709.82,-2.60711124,176128,698,252,-0.005452848302229541,33.87535858154297,850,0.2,0.008742564,0.6082105338573456,0.09248046875,-0.9251632206141949,178.0811005026102,0.0003
87,709.82,-1.7693097899999994,178176,698,255,-0.0023697402546531523,227.12509155273438,860,0.2,0.008664057,0.8176030814647675,0.072998046875,-0.6654668964445591,53.708697605133054,0.0003
88,710.41,-4.42596799,180224,699,257,0.0006420149235054851,12.685400009155273,870,0.2,0.0055841133,0.8417088985443115,0.0876953125,-0.9924496600404382,43.266582050547,0.0003
89,697.77,-9.22371025,182272,699,260,-0.0009791436852538027,32.563865661621094,880,0.2,0.005851501,0.6951102316379547,0.049609375,-0.9588085222989321,104.03021630346775,0.0003
90,696.65,-11.09759826,184320,698,263,-0.0019590929958212657,34.72482681274414,890,0.2,0.0059510246,0.6432927250862122,0.0296875,-0.938279316201806,131.00770613104106,0.0003
91,696.31,-11.649741369999994,186368,697,267,-0.004708561069128337,45.68873596191406,900,0.2,0.013566534,0.8293649405241013,0.12373046875,-0.871446899138391,67.21083110645414,0.0003
92,668.21,-11.99014981,188416,698,269,-0.003237685249041533,79.40689086914062,910,0.2,0.008921236,0.6612493097782135,0.07822265625,-0.8518158890306949,126.26263512521982,0.0003
93,672.27,-12.753391200000001,190464,698,272,-0.00040619267711008435,226.825439453125,920,0.2,0.0030944902,0.5863678753376007,0.009716796875,-0.8193734601140022,217.80487011671067,0.0003
94,665.44,-15.15671221,192512,700,275,-0.0026255002339894418,40.02231979370117,930,0.2,0.0088378955,0.7370602488517761,0.07109375,-0.9237126927822829,47.68664666563272,0.0003
95,672.23,-12.20553915,194560,700,277,-0.0016020340495742857,51.86058807373047,940,0.2,0.00905641,0.7405164241790771,0.05390625,-0.8507612913846969,137.0899236947298,0.0003
96,667.73,-15.721953739999998,196608,697,281,-0.0025029015298059674,2.1252336502075195,950,0.2,0.009489583,0.7515890300273895,0.079443359375,-0.8226753661409021,90.55842959880829,0.0003
97,656.87,-18.417650699999996,198656,697,284,-0.003939522302607657,3.5298359394073486,960,0.2,0.009898487,0.7666162997484207,0.098974609375,-0.9525998065248131,68.62085453867913,0.0003
98,654.95,-21.3200193,200704,696,288,-0.006018285850586835,4.780372142791748,970,0.2,0.008215067,0.8093715608119965,0.11005859375,-0.9449151074513793,85.07926321402192,0.0003
99,667.38,-17.972023919999998,202752,695,291,-0.0015836226099054328,331.37310791015625,980,0.2,0.007864205,0.7765275090932846,0.063037109375,-0.9644754929468036,71.42745836675167,0.0003
100,670.35,-19.34766849,204800,694,294,-0.003815928570111282,1.5740177631378174,990,0.2,0.0103945825,0.6204810440540314,0.115283203125,-0.9496972147375345,46.610491359233855,0.0003
101,672.08,-16.42298624,206848,694,297,-0.0019880817912053318,4.487022876739502,1000,0.2,0.0070707873,0.8315484970808029,0.054443359375,-0.9695362007245422,25.80331516712904,0.0003
102,678.01,-19.24978442,208896,693,301,-0.002241304474591743,111.70988464355469,1010,0.2,0.005932481,0.6616312265396118,0.034228515625,-0.8726825488731265,68.5111422136426,0.0003
103,664.74,-23.16493431,210944,693,304,-0.0014530087879393249,2.547163963317871,1020,0.2,0.022699993,0.730586975812912,0.070068359375,-0.8904242806136609,39.53665726184845,0.0003
104,666.76,-24.38810785,212992,691,308,-0.003126685657480266,4.623178958892822,1030,0.2,0.0076791234,0.6843608617782593,0.0728515625,-0.8806403471156955,111.23264502286911,0.0003
105,667.5,-24.393650320000003,215040,691,310,-0.004795224595000036,97.08173370361328,1040,0.2,0.021229677,0.6899057328701019,0.189794921875,-0.8961176935583353,75.28785687461496,0.0003
106,658.07,-27.71653792,217088,692,313,-0.00279728511304711,60.57830810546875,1050,0.2,0.006959779,0.8123559951782227,0.0701171875,-0.8601477542892099,93.47505237758159,0.0003
107,659.77,-26.839773119999997,219136,691,316,-0.0008849210185871925,10.724991798400879,1060,0.2,0.004790376,0.7801594436168671,0.031884765625,-0.8569920649752021,73.04248459637165,0.0003
108,648.07,-30.10967044,221184,692,319,-0.0027565935568418356,23.856130599975586,1070,0.2,0.0055973637,0.768276184797287,0.0482421875,-0.9332336220890284,87.09171374589205,0.0003
109,648.72,-29.324724309999997,223232,691,322,-0.002123173209838569,97.66926574707031,1080,0.2,0.0047853217,0.8306144624948502,0.051220703125,-0.8200934922322631,99.12416390925645,0.0003
110,649.18,-29.68163986,225280,690,326,-0.00606724445715372,19.83189582824707,1090,0.2,0.012524045,0.6952520906925201,0.14375,-0.9178404236212373,71.24799409359693,0.0003
111,648.86,-27.598501369999997,227328,690,329,0.0008931185519031714,3.189232587814331,1100,0.2,0.008460572,0.7590426355600357,0.1064453125,-0.8735150398686529,59.77152513191104,0.0003
112,662.72,-25.08857374,229376,688,332,-0.0026486512058909286,15.111138343811035,1110,0.2,0.005673662,0.666766494512558,0.06748046875,-0.8843771416693926,61.17212946489453,0.0003
113,657.16,-26.90809325,231424,689,335,-0.008048567960213405,2.299436569213867,1120,0.2,0.016823322,0.7697898298501968,0.10029296875,-0.9267319886013865,34.24132006168365,0.0003
114,666.99,-23.252418640000002,233472,687,339,-0.003996103740792023,3.9686992168426514,1130,0.2,0.004071658,0.7982747107744217,0.036865234375,-0.8247194236144424,53.72471410036087,0.0003
115,671.36,-25.218707200000004,235520,686,343,-0.0024211545824073255,2.741642713546753,1140,0.2,0.009693757,0.6634276211261749,0.070751953125,-0.9090171784162522,45.10151160098612,0.0003
116,676.25,-26.234985610000003,237568,685,346,-0.0029964976965857204,241.78121948242188,1150,0.2,0.00779509,0.7576458603143692,0.087255859375,-0.9198979979380966,29.446905236318706,0.0003
117,683.27,-27.453362160000005,239616,684,350,-0.002998706571816001,1.946639060974121,1160,0.2,0.012025961,0.7098572254180908,0.102001953125,-0.8741493172943592,31.03768332377076,0.0003
118,689.37,-27.091517680000003,241664,684,352,-0.0019258096679550362,117.06121826171875,1170,0.2,0.00682175,0.6263833940029144,0.061865234375,-0.830240155570209,107.2918714761734,0.0003
119,692.34,-27.628516719999997,243712,684,356,-0.0028435682084818835,23.825178146362305,1180,0.2,0.0047049103,0.6719745695590973,0.043896484375,-0.7512855969369412,81.44181692302227,0.0003
120,690.83,-25.01907832,245760,684,359,-0.0011178350265254266,11.611418724060059,1190,0.2,0.0038574506,0.6413242518901825,0.034423828125,-0.8728688910603524,67.26039256751537,0.0003
121,689.91,-23.619888420000002,247808,684,362,-0.002225984912365675,5.008857727050781,1200,0.2,0.010697046,0.7452880442142487,0.104248046875,-0.8761252477765084,64.56571311503649,0.0003
122,685.14,-26.096582239999996,249856,685,364,-0.0012350685963610885,19.477706909179688,1210,0.2,0.008073734,0.5591290593147278,0.0509765625,-0.8349930949509143,117.31579917222261,0.0003
123,694.51,-22.75352181,251904,686,366,-0.0024665321994689292,3.029768705368042,1220,0.2,0.007990805,0.7544291019439697,0.04228515625,-0.8576179046183825,70.36291713267565,0.0003
1,641.6666666666666,-506.39108000000004,2048,792,2,-0.0011672667889797595,102.0978012084961,1230,0.2,0.0027426616,0.5821041464805603,0.0376953125,-0.8326578808948397,107.38411565572024,0.0003
2,593.8333333333334,-456.32458066666663,4096,780,5,-0.0018319736140256283,24.455562591552734,1240,0.2,0.0062556164,0.7868166565895081,0.06806640625,-0.8399262703955174,127.14889426231385,0.0003
3,680.625,-552.39853125,6144,757,8,-0.0006458724004914984,62.626583099365234,1250,0.2,0.0147509,0.5568957030773163,0.06279296875,-0.7579482197761536,128.7450572669506,0.0003
4,708.8181818181819,-508.29839627272725,8192,766,10,-0.0008193688052415382,4.766702651977539,1260,0.2,0.010003424,0.771469458937645,0.04921875,-0.8424964172765612,63.90272243767977,0.0003
5,712.9230769230769,-490.3398886923077,10240,686,14,-0.002272615898255026,19.21209716796875,1270,0.2,0.004766426,0.5391304194927216,0.049365234375,-0.679137833416462,178.97631933689118,0.0003
6,766.75,-537.350607,12288,675,18,-0.001299442803428974,28.043434143066406,1280,0.2,0.008831736,0.7843382507562637,0.089697265625,-0.8985797889530659,72.1240028679371,0.0003
7,698.7,-491.25087055000006,14336,691,20,-0.0016198494282434694,7.10047721862793,1290,0.2,0.008949647,0.8222948759794235,0.079931640625,-0.8596199909225106,60.96304557025432,0.0003
8,705.0,-479.9338231363636,16384,696,23,-0.0018725581994658569,211.4484100341797,1300,0.2,0.007823981,0.5570766925811768,0.064404296875,-0.691556534357369,208.3273481965065,0.0003
9,686.4230769230769,-474.058737076923,18432,710,25,-0.0016437098263850202,16.13996124267578,1310,0.2,0.008057108,0.845753014087677,0.070849609375,-0.8101586755365133,84.13955611288547,0.0003
10,687.9310344827586,-484.5493288275862,20480,712,28,-0.0020436188926396424,16.23262596130371,1320,0.2,0.0071170777,0.7941464334726334,0.068359375,-0.7411160930991173,125.35345986485481,0.0003
11,705.8387096774194,-493.64222106451615,22528,710,31,-0.0010144582898647058,1.2641669511795044,1330,0.2,0.01140466,0.8589726835489273,0.082373046875,-0.7915489325299859,60.75491115152836,0.0003
12,719.1764705882352,-492.61530720588235,24576,715,34,-0.001372764709230978,120.34049224853516,1340,0.2,0.0053599887,0.7864484339952469,0.0556640625,-0.7196135278791189,83.87817640602589,0.0003
13,718.5555555555555,-509.10462558333336,26624,713,37,-0.002430569716671016,15.068793296813965,1350,0.2,0.008762591,0.8009044677019119,0.059033203125,-0.7605493763461709,98.60593686401845,0.0003
