time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/value_loss
51,-301.73069939000004,913,349.97,23,47104,1450,0.2,-0.7686408333480358,44.532318115234375,0.0003,0.04990234375,0.0050839595,-0.004208519050007453,0.8781635239720345,135.00223235487937
53,-298.92785454999995,917,338.87,24,49152,1460,0.2,-0.7231750907376409,37.921443939208984,0.0003,0.088623046875,0.0054577393,-0.002546025157062104,0.9373873099684715,111.79257215857506
55,-289.52304251000004,923,331.72,25,51200,1470,0.2,-0.7112840011715889,51.833560943603516,0.0003,0.067529296875,0.0038845188,-0.0010370297735789792,0.882489301264286,190.18214271664618
57,-280.11777569000003,930,314.88,26,53248,1480,0.2,-0.732666097395122,18.318025588989258,0.0003,0.060546875,0.006613848,-0.005537292068765964,0.9298036620020866,113.76478786468506
58,-277.53661895,938,297.19,27,55296,1490,0.2,-0.7233555233106017,23.417064666748047,0.0003,0.056103515625,0.00339638,-0.0016721144354960415,0.9460555203258991,98.31495426297188
60,-276.80438846000004,943,294.57,28,57344,1500,0.2,-0.7706233900040388,28.431076049804688,0.0003,0.08359375,0.005824451,-0.004155631664434623,0.6038829386234283,169.13774644732476
63,-276.86945128,941,297.25,29,59392,1510,0.2,-0.7336984129622579,24.186433792114258,0.0003,0.038330078125,0.0048540425,-0.0016891454615688417,0.8431712239980698,138.57886556684971
65,-270.61292454,945,296.11,30,61440,1520,0.2,-0.6521911507472395,29.85600471496582,0.0003,0.097998046875,0.0083716195,-0.003898189714891487,0.8465810567140579,129.5702292919159
66,-269.44617590999997,950,290.91,31,63488,1530,0.2,-0.7330840516835451,44.257022857666016,0.0003,0.0939453125,0.008560522,-0.002829756248684134,0.8822231292724609,120.57886343002319
69,-266.33330326,949,298.35,32,65536,1540,0.2,-0.7537894170731306,52.204139709472656,0.0003,0.07587890625,0.009663396,-0.002780062236706726,0.9122625067830086,103.24801534712314
70,-266.70018026,953,291.33,33,67584,1550,0.2,-0.6694605808705092,9.97989273071289,0.0003,0.042236328125,0.0051852562,-0.002899247889581602,0.9132497012615204,134.38658019900322
73,-261.04522037,952,293.2,34,69632,1560,0.2,-0.7252956029027701,131.1300048828125,0.0003,0.073681640625,0.0070449566,-0.0034637363620277028,0.5501406490802765,213.31293744444847
74,-254.30477021999997,956,294.63,35,71680,1570,0.2,-0.7132761368528009,97.76436614990234,0.0003,0.091552734375,0.00960926,-0.001973477255523903,0.9384748935699463,85.46984231472015
76,-259.02672724999996,960,294.18,36,73728,1580,0.2,-0.6712232725694776,36.96260452270508,0.0003,0.03818359375,0.0061119054,-0.0021725374361267315,0.9266953319311142,124.90841729640961
78,-254.57834255999998,965,287.87,37,75776,1590,0.2,-0.7538375059142709,24.172863006591797,0.0003,0.095458984375,0.0074907998,-0.004231125501246424,0.9044585973024368,135.11392382979392
80,-252.37080074000002,970,281.69,38,77824,1600,0.2,-0.6635780880227685,8.788575172424316,0.0003,0.065966796875,0.009310753,-0.002200772906508064,0.9203251525759697,122.01894992291928
82,-247.43046235999998,974,279.67,39,79872,1610,0.2,-0.714254780113697,90.63430786132812,0.0003,0.04404296875,0.0056403354,-0.002083786168077495,0.9059921577572823,176.75364751815795
83,-241.15912079,978,279.44,40,81920,1620,0.2,-0.6404817816801369,54.919429779052734,0.0003,0.0599609375,0.008126726,-0.0036571838460076832,0.8523513972759247,250.7508355855942
85,-241.86933374,981,286.62,41,83968,1630,0.2,-0.6732818430289627,38.92325210571289,0.0003,0.016650390625,0.002189721,-0.0035402413333940784,0.8390417993068695,304.03592643737795
87,-237.51968264000004,983,285.6,42,86016,1640,0.2,-0.7205459320917725,112.47325134277344,0.0003,0.059814453125,0.005820146,-0.001149542881466914,0.9105364307761192,126.78250248134137
89,-238.63168292000003,981,282.47,43,88064,1650,0.2,-0.6907541111111641,52.43257522583008,0.0003,0.041845703125,0.0061858958,-0.0026494306031963786,0.819153442978859,211.35986110568047
91,-239.76895675999995,986,277.88,44,90112,1660,0.2,-0.6424985969439149,30.41219139099121,0.0003,0.076611328125,0.008102864,-0.0018851617260224884,0.9057193845510483,121.33127394914627
2,20.70588,699,1000.0,1,2048,1670,0.2,-0.720726971887052,27.421649932861328,0.0003,0.060400390625,0.0050439583,-0.002077860124700237,0.8652494549751282,128.27077041566372
7,17.13767275,559,1000.0,2,4096,1680,0.2,-0.8695040998980403,4.300370693206787,0.0003,0.12705078125,0.008411476,-0.0017581393622094765,0.5002681910991669,36.505374962091445
11,-5.012500999999999,555,1000.0,3,6144,1690,0.2,-0.8522077178582549,3.4805099964141846,0.0003,0.08994140625,0.006963426,-0.0012440767080988736,0.5104522109031677,20.779866521060466
14,-1.5823362499999991,567,1000.0,4,8192,1700,0.2,-0.8897577224299311,3.468040704727173,0.0003,0.17744140625,0.014294283,-0.008562056173832388,0.56130051612854,23.010612463951112
17,11.367148899999998,587,963.5,5,10240,1710,0.2,-0.8308223027735948,4.247305870056152,0.0003,0.0373046875,0.0046283007,-0.0003833124661468901,0.6769239604473114,26.856702528893948
