time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/value_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/loss,train/policy_gradient_loss
55296,27,-345.56959406999994,525.41,68,810,153.15523276925086,0.8852234855294228,0.2,-0.6757779836654663,0.0042789546,0.0003,0.045556640625,1490,69.05528259277344,-0.0029446738291881045
57344,28,-336.60366379999994,517.32,70,812,246.48355002403258,0.8048090636730194,0.2,-0.729163477756083,0.0065760883,0.0003,0.053369140625,1500,14.998758316040039,-0.004089488220779458
59392,29,-328.78170544,506.84,72,817,129.22899335622787,0.9157801270484924,0.2,-0.701883771084249,0.011678062,0.0003,0.12548828125,1510,5.8304314613342285,-0.0049412637688874385
61440,30,-320.17887302,494.16,74,820,135.20651615709068,0.9091265052556992,0.2,-0.6902568373829127,0.0032803295,0.0003,0.049658203125,1520,11.404321670532227,-7.832297051209025e-05
63488,31,-314.64070413,483.36,77,823,130.86944544315338,0.8950600326061249,0.2,-0.6964213442057371,0.0013136929,0.0003,0.03798828125,1530,21.43667221069336,-0.0003262681799242273
65536,32,-307.17081652,472.34,79,826,188.88866922557355,0.8852115720510483,0.2,-0.6987151032313704,0.0049356776,0.0003,0.05068359375,1540,31.175888061523438,-0.0037637061104760505
67584,33,-300.21431092,455.7,81,828,156.02313121706248,0.8445068448781967,0.2,-0.6469100749120116,0.002115256,0.0003,0.043359375,1550,36.302303314208984,-0.0026449480836163277
69632,34,-294.87459529000006,444.99,83,832,180.18319169878959,0.8530693054199219,0.2,-0.692891520820558,0.008020332,0.0003,0.0892578125,1560,24.159221649169922,-0.0040593359175545626
71680,35,-284.43148087000003,440.9,85,836,139.2253880649805,0.8782294541597366,0.2,-0.628703817166388,0.005273502,0.0003,0.039453125,1570,28.437053680419922,-0.002834813831577776
73728,36,-273.13548978,430.46,87,840,83.78539520055055,0.9158756136894226,0.2,-0.6515812486410141,0.007940287,0.0003,0.073095703125,1580,3.321155071258545,-0.00210563347718562
75776,37,-266.19165176999996,430.48,90,841,130.2989998281002,0.8915826827287674,0.2,-0.7118887830525636,0.008662986,0.0003,0.085205078125,1590,73.89759063720703,-0.004886261502906564
77824,38,-259.50846746,424.1,92,844,132.09785127937795,0.9053818881511688,0.2,-0.5744575705379248,0.003947431,0.0003,0.04443359375,1600,55.18381881713867,-0.0016055979584052693
79872,39,-252.10494032999998,413.8,94,847,185.89660674333572,0.8478977084159851,0.2,-0.6355716332793235,0.005913172,0.0003,0.042822265625,1610,51.85415267944336,-0.005964228486118372
81920,40,-245.05098643000002,416.77,96,845,213.3528217792511,0.8345105648040771,0.2,-0.6274131598882378,0.0041259527,0.0003,0.03037109375,1620,78.1490478515625,-0.002525157899071928
83968,41,-243.32965068000001,413.99,99,847,75.79941816106438,0.9054787158966064,0.2,-0.6635583883151412,0.0044801654,0.0003,0.059814453125,1630,6.916870594024658,-6.997850468906108e-05
86016,42,-241.62056021,406.33,100,851,184.0580471098423,0.8740059584379196,0.2,-0.6168436266481876,0.0035770917,0.0003,0.020458984375,1640,76.43734741210938,-0.002233867234463105
88064,43,-239.42951209,395.36,102,855,245.8858329772949,0.7715204060077667,0.2,-0.5714018471539021,0.00667107,0.0003,0.053369140625,1650,78.56703186035156,-0.001628774315759074
90112,44,-235.49747746000006,396.39,105,857,208.72757992446424,0.8257577270269394,0.2,-0.6465171456336976,0.002709415,0.0003,0.046044921875,1660,30.644590377807617,-0.0014871376850351225
92160,45,-230.82533107,386.25,107,861,165.2264800131321,0.8534643203020096,0.2,-0.5270579478703439,0.0021750005,0.0003,0.02734375,1670,26.367847442626953,-0.0009596828356734477
94208,46,-227.93014286,380.1,108,864,237.84096378684043,0.8179678171873093,0.2,-0.6619686417281627,0.0024120372,0.0003,0.024951171875,1680,50.39241027832031,-0.0028771940371370873
96256,47,-228.44632526,373.44,110,868,224.9741191506386,0.8184794485569,0.2,-0.646378057450056,0.004332118,0.0003,0.038232421875,1690,40.80535125732422,-0.00213882792959339
98304,48,-222.33012315000005,367.53,112,871,199.31213377714158,0.7533028274774551,0.2,-0.6743372859433293,0.0057227276,0.0003,0.02880859375,1700,65.70430755615234,-0.002533180821046699
100352,49,-219.94711571999997,361.67,114,875,216.9591392159462,0.8574647158384323,0.2,-0.6317556774243712,0.004271793,0.0003,0.03505859375,1710,67.56596374511719,-0.002079735078586964
2048,1,35.501360000000005,1000.0,3,551,281.90225504636766,0.6925786733627319,0.2,-0.5757190787233413,0.005716933,0.0003,0.04873046875,1720,159.52890014648438,-0.0042221433934173545
4096,2,17.852201500000003,1000.0,7,550,26.309838190674782,0.11316406726837158,0.2,-0.8696366785094142,0.0067437897,0.0003,0.110205078125,1730,3.343791961669922,0.0009349909880256746
6144,3,9.701082166666668,1000.0,12,497,18.721945419162513,0.5421929061412811,0.2,-0.8411806797608733,0.008855755,0.0003,0.09716796875,1740,1.99188232421875,-0.0026326569779484997
8192,4,10.416815250000003,1000.0,15,512,18.020084811747076,0.42568397521972656,0.2,-0.892930855229497,0.0043632006,0.0003,0.058251953125,1750,1.8762096166610718,-0.0010076774982735516
10240,5,7.358613600000003,1000.0,18,547,21.901452580094336,0.2969525456428528,0.2,-0.8852925565093756,0.006942123,0.0003,0.081689453125,1760,3.0321717262268066,-0.003184315384714864
12288,6,5.566718666666669,1000.0,21,575,25.665388694405557,0.3671785593032837,0.2,-0.8935895223170519,0.0040304204,0.0003,0.07216796875,1770,1.9802923202514648,-0.002062897884752601
14336,7,5.611467071428573,1000.0,25,565,23.152558032423258,0.4231896996498108,0.2,-0.8413093689829111,0.0057340707,0.0003,0.04716796875,1780,1.738383412361145,-0.001245787928928621
16384,8,4.427032,1000.0,29,560,26.353611183166503,0.4018716812133789,0.2,-0.8090999100357295,0.002642788,0.0003,0.0271484375,1790,3.522028684616089,-0.0006615898368181661
18432,9,2.954449333333333,1000.0,32,563,18.08411362618208,0.5856077075004578,0.2,-0.8146980550140143,0.0032774047,0.0003,0.040625,1800,0.7172753214836121,-0.003820687343250029
20480,10,0.47229624999999975,1000.0,36,559,10.205779003351926,0.36411845684051514,0.2,-0.8432002296671272,0.005925281,0.0003,0.079248046875,1810,2.770442008972168,-0.003937527601010515
22528,11,1.0711135909090912,1000.0,40,554,8.921667648106814,0.5127083361148834,0.2,-0.8285189360380173,0.0060615754,0.0003,0.0685546875,1820,1.36199951171875,-0.0023762837910908273
24576,12,2.7424677916666664,1000.0,44,557,13.37546454705298,0.5847107768058777,0.2,-0.8403246505185962,0.0057321545,0.0003,0.063720703125,1830,103.1158218383789,-0.001519955846015364
26624,13,3.2046573846153845,1000.0,48,547,9.314695442095399,0.48942750692367554,0.2,-0.804748484864831,0.0088658435,0.0003,0.076513671875,1840,1.2329540252685547,-0.003034461505012587
28672,14,2.1059721785714283,1000.0,52,542,13.320444464124739,0.5619713068008423,0.2,-0.7747685346752405,0.0051858323,0.0003,0.039111328125,1850,0.970530092716217,-0.00025957238030969163
30720,15,-2.5821197096774196,982.9677419354839,55,551,12.831931011565029,0.6491717100143433,0.2,-0.7863012347370386,0.007805366,0.0003,0.049658203125,1860,1.8444322347640991,-0.001994491718505742
32768,16,-1.6835907272727266,984.0,59,553,45.86708662584424,0.4009363055229187,0.2,-0.7695082798600197,0.0047006765,0.0003,0.064794921875,1870,3.928607702255249,-0.001495436414552387
34816,17,-1.7514895428571424,984.9142857142857,61,561,13.027116511762141,0.733426958322525,0.2,-0.7603297984227538,0.0060029253,0.0003,0.051513671875,1880,1.259514331817627,-5.2197810873622075e-05
36864,18,-0.8065039189189184,985.7297297297297,64,568,18.851736651733518,0.7320494055747986,0.2,-0.7502709809690714,0.0073147,0.0003,0.085986328125,1890,0.6411132216453552,-0.004349417710182024
38912,19,-0.7826845128205124,986.4615384615385,68,566,11.442347423918545,0.6779369115829468,0.2,-0.7699613515287638,0.0060103345,0.0003,0.061865234375,1900,0.58562171459198,-0.003168400187860243
40960,20,-1.2517915365853651,987.1219512195122,71,569,13.755792015418411,0.648611456155777,0.2,-0.7250949608162045,0.0070061153,0.0003,0.08623046875,1910,2.0035595893859863,-0.006660221584752435
43008,21,-4.930378227272727,970.1590909090909,76,564,9.704891296103597,0.7135675549507141,0.2,-0.7211120715364814,0.0054140566,0.0003,0.0857421875,1920,0.9464384913444519,-0.00465073560771998
45056,22,-3.2972208695652165,971.4565217391304,80,561,66.05425046235322,0.46326565742492676,0.2,-0.6933317810297013,0.003022698,0.0003,0.03271484375,1930,47.673648834228516,7.323570462176576e-05
47104,23,-2.7165783125,972.6458333333334,84,559,9.673812771588564,0.7749278992414474,0.2,-0.7302784416824579,0.0077248053,0.0003,0.097998046875,1940,1.1142274141311646,-0.0037083657254697753
49152,24,-1.9858643599999997,973.74,87,560,21.02783337701112,0.6824199855327606,0.2,-0.7198497805744409,0.0053257085,0.0003,0.091796875,1950,0.536636233329773,-0.0029420008169836363
51200,25,-5.605909519230769,968.3846153846154,90,563,15.51584277972579,0.6759307384490967,0.2,-0.7345208175480366,0.0067404932,0.0003,0.082861328125,1960,0.7117960453033447,-0.0028902166275656784
53248,26,-5.836525600000001,954.9272727272727,94,560,39.54137922730297,0.6783779561519623,0.2,-0.7069102024659515,0.0040509854,0.0003,0.0447265625,1970,1.2506458759307861,0.0006203704739164096
55296,27,-6.557570157894736,956.5087719298245,98,561,49.247955438122155,0.3384709358215332,0.2,-0.7329213874414563,0.008629946,0.0003,0.05771484375,1980,18.941736221313477,-0.005600161603069864
57344,28,-5.191089677966101,957.9830508474577,102,557,18.85067192092538,0.9150166735053062,0.2,-0.7261890994384885,0.0047420277,0.0003,0.051416015625,1990,2.1414859294891357,-0.0010955477999232243
59392,29,-5.565682393442621,959.360655737705,106,555,13.697423527762293,0.8770989254117012,0.2,-0.7275610662996769,0.0077842814,0.0003,0.087353515625,2000,0.479206383228302,-0.004799206777533982
61440,30,-5.7664291587301575,960.6507936507936,109,559,13.370584549568594,0.8575812578201294,0.2,-0.7503796657547355,0.00747189,0.0003,0.0734375,2010,0.4783850610256195,-0.0003474717705103103
63488,31,-4.7965048923076905,961.8615384615384,113,560,18.196437027864157,0.8704597055912018,0.2,-0.707303979061544,0.0041341605,0.0003,0.061083984375,2020,0.668286919593811,-0.00021771010651718825
65536,32,-6.740343691176468,962.3235294117648,116,561,25.563490258529782,0.8247262537479401,0.2,-0.7364650052040815,0.005603661,0.0003,0.067919921875,2030,0.5898520946502686,-0.00029210530774435026
67584,33,-5.938615971428568,963.4,120,559,50.73156611695886,0.48367565870285034,0.2,-0.660285571590066,0.0035026546,0.0003,0.0546875,2040,37.02831268310547,-0.0021146932569536146
69632,34,-5.257867041666667,964.4166666666666,124,560,22.818027276266367,0.4008416533470154,0.2,-0.74848488625139,0.009468924,0.0003,0.0873046875,2050,0.4315933585166931,0.0001735991594614461
71680,35,-5.660718283783783,965.3783783783783,127,562,28.509910906478762,0.530059814453125,0.2,-0.7162273220717907,0.0058026076,0.0003,0.076025390625,2060,134.91839599609375,-0.0018105749095411738
73728,36,-5.490414236842105,966.2894736842105,130,564,20.453033984918147,0.7285301983356476,0.2,-0.7342064570635557,0.009055578,0.0003,0.09892578125,2070,0.35289493203163147,-0.004937579794204794
75776,37,-4.170397025641025,966.7948717948718,133,565,23.674841883219777,0.7776901572942734,0.2,-0.741954387910664,0.0077797854,0.0003,0.0728515625,2080,0.47745078802108765,-0.0015926842934277374
77824,38,-5.451769012499998,964.9,137,566,32.378833272308114,0.7888858020305634,0.2,-0.6801682574674487,0.0070327646,0.0003,0.057763671875,2090,3.424906015396118,-0.0017356190241116566
79872,39,-5.460952170731706,965.7560975609756,141,565,64.41845703236758,0.4427887201309204,0.2,-0.729511147737503,0.004744506,0.0003,0.038818359375,2100,31.885011672973633,-0.0003654458443634212
81920,40,-4.794936285714284,966.5714285714286,145,562,20.870024326071142,0.8257214426994324,0.2,-0.7123586146160961,0.0035090172,0.0003,0.05185546875,2110,0.5178952217102051,4.270724457455799e-05
83968,41,-5.416142755813952,967.3488372093024,148,566,31.918591482751072,0.7428297698497772,0.2,-0.729758670553565,0.006833197,0.0003,0.07353515625,2120,0.5672762989997864,-0.0026445251365657895
86016,42,-4.635332886363636,968.0909090909091,151,566,9.567194865085185,0.9128882735967636,0.2,-0.7285126918926835,0.0032392617,0.0003,0.064599609375,2130,0.33447185158729553,-0.001167356042424217
88064,43,-4.465320733333332,968.8,156,563,16.848005085159095,0.6136555373668671,0.2,-0.7457326859235763,0.0047547207,0.0003,0.048388671875,2140,0.29227784276008606,-0.0036647269138484263
90112,44,-5.887358489130434,969.2065217391304,160,562,32.39109297655523,0.7180308699607849,0.2,-0.727618383616209,0.0041589737,0.0003,0.060791015625,2150,0.49788421392440796,-0.0023210879837279206
92160,45,-7.4829699684210516,967.2526315789473,163,562,33.80815731715411,0.6979154050350189,0.2,-0.7184072868898511,0.0023991691,0.0003,0.014990234375,2160,1.7275292873382568,-0.0004605789901688695
94208,46,-6.323850556701031,967.9278350515464,167,560,64.04608624503017,0.6346937119960785,0.2,-0.7029734930023551,0.0041851597,0.0003,0.0380859375,2170,33.54489517211914,-0.0006724251099512913
96256,47,-6.74923101010101,968.5757575757576,170,564,30.49482370056212,0.722823828458786,0.2,-0.702497773244977,0.006337859,0.0003,0.070849609375,2180,0.3577691912651062,-0.0032676754301064646
98304,48,-8.575285869999998,966.64,173,566,17.65990093220025,0.8991160318255424,0.2,-0.6895368855446578,0.0047608754,0.0003,0.052734375,2190,0.6646175980567932,0.000466049923124956
100352,49,-8.89306273,962.63,176,568,48.784263549745084,0.7414843738079071,0.2,-0.6923461217433214,0.008311853,0.0003,0.067138671875,2200,1.11183500289917,-0.0020626678455300863
102400,50,-8.68774457,962.63,180,567,57.12839415557683,0.7596758753061295,0.2,-0.7092384031042457,0.005318583,0.0003,0.04814453125,2210,3.317599296569824,-0.001598784080488258
104448,51,-9.476256099999999,962.63,184,566,18.47804021127522,0.8587305545806885,0.2,-0.7263139551505446,0.005193157,0.0003,0.04482421875,2220,1.275813102722168,-0.0009082819735340309
106496,52,-9.037876439999998,962.63,188,565,25.29900776464492,0.7835089862346649,0.2,-0.7249299040064215,0.007797358,0.0003,0.070947265625,2230,0.6409747004508972,-0.0026535153534496202
108544,53,-9.464254739999998,962.63,191,567,17.477366104722023,0.8178795278072357,0.2,-0.6829341663047671,0.005493974,0.0003,0.05048828125,2240,0.7134985327720642,-0.001196165654982906
110592,54,-11.160746729999996,954.85,194,568,25.691415167413652,0.8235572278499603,0.2,-0.6777170032262803,0.012307279,0.0003,0.08134765625,2250,0.4348495304584503,-0.0004521810875303345
112640,55,-9.335235849999998,954.85,198,566,57.551272093877195,0.6536710560321808,0.2,-0.6607780639082194,0.005102574,0.0003,0.0453125,2260,187.28802490234375,-0.0021398047952970955
114688,56,-11.276774129999996,954.0,202,566,17.752953472454102,0.6340668201446533,0.2,-0.6722552889958024,0.0061530145,0.0003,0.093212890625,2270,0.41026681661605835,-0.0035229168803198262
116736,57,-11.17372662,954.0,206,566,30.40540735423565,0.7252619564533234,0.2,-0.6825579632073641,0.003500991,0.0003,0.03349609375,2280,13.729545593261719,-0.0016175341901544017
118784,58,-11.074224860000005,954.0,208,568,20.45021770875901,0.7778411656618118,0.2,-0.688372747041285,0.00645085,0.0003,0.094091796875,2290,0.26611655950546265,-0.002487540675792843
120832,59,-10.742600720000002,954.0,212,569,18.82004581782967,0.8696498274803162,0.2,-0.6642091179266572,0.006840992,0.0003,0.05595703125,2300,0.547173798084259,-0.0004981958874850534
122880,60,-11.568737039999998,954.0,214,572,21.556123615428806,0.7589500695466995,0.2,-0.6663392320275306,0.005731076,0.0003,0.064599609375,2310,0.30847468972206116,-0.002339131479675416
124928,61,-12.12465529,953.69,217,574,23.327102589793505,0.8663383573293686,0.2,-0.6499620590358972,0.0074216886,0.0003,0.086865234375,2320,1.0475257635116577,-0.000995096154656494
126976,62,-12.013179389999998,954.49,221,574,51.24174801558256,0.5768468677997589,0.2,-0.6179210754111409,0.004111208,0.0003,0.0369140625,2330,0.7109811902046204,-0.0015712539483502042
129024,63,-12.27620038,954.49,224,573,46.20579432733357,0.8196206539869308,0.2,-0.6149425072595477,0.0027673752,0.0003,0.0453125,2340,2.8615734577178955,-0.0024731038909521887
131072,64,-12.140051549999999,954.49,229,571,25.324181325454266,0.7778231203556061,0.2,-0.6270182717591524,0.012747148,0.0003,0.10849609375,2350,0.3655630052089691,-0.0027817201655125244
133120,65,-14.053238349999999,943.28,233,569,23.320605341531337,0.8887167945504189,0.2,-0.6247293734923005,0.009790473,0.0003,0.10986328125,2360,0.9399265050888062,-0.006966348480636953
135168,66,-15.01635256,942.45,237,570,48.97736423648894,0.6948834657669067,0.2,-0.6273213006556034,0.006829341,0.0003,0.0681640625,2370,26.26025390625,-0.005020628876081901
137216,67,-14.950606340000002,942.45,240,570,32.878465491347015,0.848930150270462,0.2,-0.6305629957467318,0.0049740425,0.0003,0.049658203125,2380,1.355138897895813,-0.0017754273951140931
139264,68,-15.230543729999999,949.36,243,571,27.36112542450428,0.9143512547016144,0.2,-0.5927441257983446,0.004215288,0.0003,0.04775390625,2390,0.849052369594574,-0.002596374949280289
141312,69,-17.124703989999997,948.8,247,571,37.61601546183228,0.8820706382393837,0.2,-0.6072017499245703,0.005516447,0.0003,0.038525390625,2400,1.0762587785720825,-0.0012931231633046992
143360,70,-17.142063519999997,947.35,250,571,34.50324242711067,0.8956228196620941,0.2,-0.6782464267686009,0.002076073,0.0003,0.05185546875,2410,15.037490844726562,-0.001547901577578159
145408,71,-17.185097640000002,947.49,253,572,37.987659632600845,0.8162993639707565,0.2,-0.6756945619359612,0.013316122,0.0003,0.089404296875,2420,19.412212371826172,-0.003324436498223804
147456,72,-15.79339254,955.84,257,573,31.375644026324153,0.8959298655390739,0.2,-0.624689188785851,0.008669299,0.0003,0.079248046875,2430,1.2665256261825562,-0.0031606781150912864
149504,73,-16.25539078,955.84,260,573,18.08498426862061,0.9412616565823555,0.2,-0.6153532583266497,0.002820522,0.0003,0.0478515625,2440,6.818765640258789,-0.0023309550233534537
151552,74,-17.3100418,951.15,265,571,26.448109351005407,0.8832381591200829,0.2,-0.6290181424468756,0.00595623,0.0003,0.0814453125,2450,0.3708885908126831,-0.0009889108434435912
153600,75,-18.62396593,951.15,268,571,28.470926710031925,0.6683394014835358,0.2,-0.6203630434349179,0.0043003866,0.0003,0.050146484375,2460,0.6761752367019653,0.000993770032073371
155648,76,-19.455145480000002,950.22,271,573,19.784326017834246,0.9087016880512238,0.2,-0.6490750594064594,0.006894534,0.0003,0.0830078125,2470,0.3452242910861969,0.0006189365740283392
157696,77,-18.900432329999997,950.22,274,574,48.395106359384954,0.8121070712804794,0.2,-0.5998097974807024,0.0039925394,0.0003,0.048486328125,2480,0.9304260611534119,-0.0006422497623134405
159744,78,-18.36397142,950.22,278,573,15.442557508125901,0.873972088098526,0.2,-0.6355893904343247,0.0050624497,0.0003,0.060498046875,2490,0.44237348437309265,-0.0007181376160588116
161792,79,-17.124292519999997,950.95,282,572,16.86327346554026,0.8519151210784912,0.2,-0.6234168384224177,0.009270674,0.0003,0.091015625,2500,0.17957936227321625,-0.0027774500340456143
163840,80,-15.386637109999999,950.76,286,572,65.73154557012022,0.6077792644500732,0.2,-0.5522755332291126,0.002891405,0.0003,0.04755859375,2510,1.5359301567077637,-0.0016240555109106936
165888,81,-14.43471272,949.75,289,573,88.50766458204016,0.48740845918655396,0.2,-0.5799853821285069,0.0051631844,0.0003,0.032275390625,2520,91.01268005371094,-0.0013679542629688513
167936,82,-18.00946903,939.33,293,572,49.02855842784047,0.7721134573221207,0.2,-0.50375009868294,0.0032333822,0.0003,0.03369140625,2530,9.287562370300293,-0.001999995912410668
169984,83,-18.09156797,939.61,296,572,94.11417681388556,0.5614700317382812,0.2,-0.5771719744428992,0.004055272,0.0003,0.03466796875,2540,6.058689594268799,-0.00037724652647739274
172032,84,-15.380112950000001,940.93,299,574,25.7612674087286,0.9366847574710846,0.2,-0.5807337782345712,0.012246931,0.0003,0.054150390625,2550,7.924689769744873,-0.0013481108799169306
174080,85,-13.856320310000001,940.67,303,573,67.16006115116178,0.5910838544368744,0.2,-0.5886860001832247,0.005329029,0.0003,0.051513671875,2560,44.423526763916016,-0.0007229541304695885
176128,86,-17.0941763,933.05,306,573,73.94070024713874,0.4542657136917114,0.2,-0.5758821034803987,0.0048926976,0.0003,0.05732421875,2570,6.968053817749023,-0.0015756372071336956
178176,87,-16.61150825,933.05,310,573,55.07374496310949,0.8609509617090225,0.2,-0.6065961548127234,0.006684972,0.0003,0.0845703125,2580,2.5478579998016357,0.0016015812205296242
180224,88,-18.99681105,925.0,313,573,23.232294406555592,0.6422933042049408,0.2,-0.5986463543027639,0.0051931026,0.0003,0.06376953125,2590,1.297624111175537,-0.0005629313600366004
182272,89,-16.69622575,925.25,317,574,68.50636996589601,0.5706542134284973,0.2,-0.556873020157218,0.008291873,0.0003,0.072314453125,2600,4.578493595123291,-0.0012685214562225156
184320,90,-17.998833620000003,923.41,319,576,22.266678721085192,0.8976035788655281,0.2,-0.5781180030666292,0.005595932,0.0003,0.0931640625,2610,1.3976006507873535,0.0018576459820906165
186368,91,-16.863844250000003,926.19,322,578,40.7126427654177,0.7986914962530136,0.2,-0.5875787865370512,0.0037431817,0.0003,0.04619140625,2620,3.6168746948242188,-0.0002457027221680619
188416,92,-20.17767755,912.84,324,580,24.485624032840132,0.8448034077882767,0.2,-0.5892218573950231,0.005210865,0.0003,0.073681640625,2630,0.7259765267372131,-0.0004396472024382092
190464,93,-21.67253998,912.21,327,581,102.10630540475249,0.6635973751544952,0.2,-0.555244785360992,0.0049220975,0.0003,0.052001953125,2640,40.80765151977539,-0.0016225936124101281
192512,94,-20.685125620000004,916.22,330,583,41.042692966014144,0.8784536644816399,0.2,-0.5717897257767618,0.0068016034,0.0003,0.061328125,2650,6.362613677978516,-0.002492949870065786
194560,95,-20.112367520000003,916.22,334,581,40.487418016046284,0.8823958337306976,0.2,-0.5799546839669347,0.004309384,0.0003,0.05048828125,2660,14.953659057617188,-0.0008646421618323074
196608,96,-21.26671573,914.45,338,580,24.57470442689955,0.8991096541285515,0.2,-0.582434729859233,0.0032996424,0.0003,0.056494140625,2670,1.3510026931762695,0.00026963553682435304
198656,97,-20.92130675,914.45,342,579,35.50233087539673,0.9196870103478432,0.2,-0.5501235239207745,0.002550339,0.0003,0.030126953125,2680,52.890933990478516,-0.00035977435218228495
200704,98,-21.95758871,898.95,345,581,28.351758465915918,0.9080798774957657,0.2,-0.5739464560523629,0.009275398,0.0003,0.06943359375,2690,0.6055618524551392,-0.0006093986128689721
