rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/clip_range
332.08,49.717763360000006,868,82,167936,193,32.45951843261719,0.009480225,0.5532324612140656,-0.7740680240094662,0.06328125,-0.004070424472956802,0.0003,249.74468533992768,810,0.2
333.11,49.641532000000005,870,83,169984,195,168.66482543945312,0.0022104988,0.48918384313583374,-0.7472127677872777,0.022998046875,-0.0011000012960721505,0.0003,245.88606690168382,820,0.2
331.02,45.50675392000002,873,84,172032,197,27.805877685546875,0.002831312,0.5898250043392181,-0.6746272306889296,0.03349609375,-0.002573150517127942,0.0003,227.7809956997633,830,0.2
331.32,47.75069075999999,875,85,174080,198,409.7539978027344,0.0022987912,0.6966557800769806,-0.7299885364249349,0.032470703125,-0.003541772116659558,0.0003,242.36625065207483,840,0.2
331.18,48.476133010000005,877,86,176128,200,19.633935928344727,0.005021061,0.5857277512550354,-0.7011448523029685,0.052587890625,-0.00369648360501742,0.0003,182.81516085863115,850,0.2
324.64,50.90392443000002,877,87,178176,202,26.32185935974121,0.0030952864,0.6531680226325989,-0.7024348217993974,0.04375,-0.001688343662317493,0.0003,158.27330846190452,860,0.2
331.21,52.900548470000004,879,88,180224,205,28.449657440185547,0.009235021,0.8620101064443588,-0.6240255252458156,0.055615234375,-0.004640213051607134,0.0003,117.61022458374501,870,0.2
334.33,58.39068061999999,880,89,182272,207,48.252227783203125,0.0026943036,0.6664856672286987,-0.6786765350028873,0.035302734375,-0.0018471768526069354,0.0003,276.65540651082995,880,0.2
326.12,60.81118436,881,90,184320,208,408.81146240234375,0.0027900273,0.6907699108123779,-0.6201094283722342,0.017919921875,-0.0007894947404565756,0.0003,194.97092500925064,890,0.2
328.7,66.97191312000001,883,91,186368,211,82.18533325195312,0.0039365855,0.6785365045070648,-0.6713111326098442,0.04921875,-0.0037383831477200147,0.0003,184.37465671300887,900,0.2
330.65,71.37051769,884,92,188416,212,8.16414737701416,0.0027230333,0.6955147087574005,-0.6493555074557662,0.032275390625,-0.00412772554482217,0.0003,136.9080922216177,910,0.2
331.77,75.40832643,887,93,190464,214,11.67862319946289,0.005339938,0.6635215878486633,-0.6530586298555136,0.07041015625,-0.002336242386081722,0.0003,162.13004926145078,920,0.2
323.75,76.69557234000001,889,94,192512,216,7.6743550300598145,0.005564657,0.6442271769046783,-0.6810696887783706,0.074560546875,-0.0033207716907782013,0.0003,147.85396779775618,930,0.2
314.38,72.35355514000001,891,95,194560,218,140.00283813476562,0.0025574653,0.5133067667484283,-0.7612218424677849,0.028125,-0.0020375516112835614,0.0003,312.45052868127823,940,0.2
320.26,73.90411133999999,892,96,196608,220,89.38320922851562,0.003361113,0.8120075017213821,-0.5919279846362769,0.0404296875,-0.003978267477214104,0.0003,215.23350167274475,950,0.2
318.71,71.44371723,895,97,198656,221,316.10418701171875,0.005835277,0.6720041632652283,-0.6440835366025567,0.0564453125,-0.004195875481673284,0.0003,185.80106841921807,960,0.2
316.13,72.17980157999999,896,98,200704,223,115.21686553955078,0.0034262293,0.7430377900600433,-0.7590259641408921,0.02021484375,-0.0020747149043017997,0.0003,279.0439237833023,970,0.2
317.35,77.28070843,898,99,202752,225,19.92595672607422,0.010933103,0.6857668161392212,-0.7076938930898905,0.07919921875,-0.004275830845654127,0.0003,210.3258726656437,980,0.2
318.3,76.02261016,899,100,204800,227,17.126052856445312,0.0045215366,0.6730829179286957,-0.6481413012370467,0.053271484375,-0.0025650967909314204,0.0003,159.00153297483922,990,0.2
325.92,75.40225182,898,101,206848,230,24.78765869140625,0.005766635,0.7502411603927612,-0.6312892959453166,0.042626953125,-0.0026650008934666404,0.0003,138.10540308952332,1000,0.2
324.75,72.39480963,901,102,208896,231,11.531384468078613,0.014421626,0.8479201048612595,-0.6304112328216434,0.096875,-0.00503820149206149,0.0003,140.73578381836415,1010,0.2
324.27,71.84102716999998,901,103,210944,234,31.427574157714844,0.0045775543,0.689780056476593,-0.7366393573582173,0.02958984375,-0.0034363516584562603,0.0003,217.63518938422203,1020,0.2
323.06,73.92941065,902,104,212992,235,164.79156494140625,0.014347391,0.8803208246827126,-0.6012214545160532,0.04853515625,-0.003707858227426186,0.0003,230.58751220703124,1030,0.2
321.31,73.91626683,904,105,215040,237,247.3690185546875,0.0052159475,0.6167764067649841,-0.713613559678197,0.043505859375,-0.004015417735354276,0.0003,154.8245628684759,1040,0.2
314.05,76.01962495999999,906,106,217088,239,6.082722187042236,0.003703923,0.5725257694721222,-0.6814719447866082,0.03583984375,-0.0026649309689673827,0.0003,143.09911123663187,1050,0.2
313.84,74.06645243000001,908,107,219136,241,828.9459228515625,0.010960409,0.6289134919643402,-0.6386331689544023,0.067529296875,-0.00237078728096094,0.0003,195.58532076478005,1060,0.2
320.09,72.89865463999999,908,108,221184,243,8.517800331115723,0.0069712065,0.6815628707408905,-0.7350715385749936,0.035205078125,-0.0009097427173401229,0.0003,204.05808975994586,1070,0.2
319.37,73.342064,909,109,223232,245,91.75765991210938,0.010672651,0.8423970192670822,-0.6328333470970392,0.1048828125,-0.0035089206736302002,0.0003,111.64177968800068,1080,0.2
334.01,73.02210165000001,909,110,225280,247,9.25227165222168,0.008874584,0.9282451197504997,-0.6468091562390328,0.124609375,-0.0021353267584345303,0.0003,105.27596669048071,1090,0.2
335.0,82.01785233000001,910,111,227328,249,277.9748840332031,0.012087557,0.9620634987950325,-0.4896245190873742,0.074755859375,-0.0037911125866230575,0.0003,73.52946889996528,1100,0.2
326.3,82.39498896,912,112,229376,251,8.122661590576172,0.005723973,0.5909723937511444,-0.654500069655478,0.07744140625,-0.00454860592908517,0.0003,141.9268360942602,1110,0.2
326.56,86.34766732999998,913,113,231424,253,8.044049263000488,0.005186974,0.663691908121109,-0.633263195026666,0.036181640625,-0.0025011934092617595,0.0003,156.14194920510053,1120,0.2
327.68,88.5139057,915,114,233472,255,26.213420867919922,0.0028032039,0.6149081587791443,-0.5102177495136857,0.0220703125,-0.0036985090206144377,0.0003,222.19063033163548,1130,0.2
324.3,86.3991799,916,115,235520,256,34.491024017333984,0.009255783,0.6458800733089447,-0.6001378450542688,0.03720703125,-0.004908540350879775,0.0003,158.20750429928302,1140,0.2
314.08,84.01716925000001,918,116,237568,258,19.985628128051758,0.0064572506,0.5718033015727997,-0.6458632115274667,0.046337890625,-0.0026107017427420944,0.0003,229.08134124577046,1150,0.2
311.49,89.02514335,919,117,239616,260,201.48529052734375,0.004695654,0.575652152299881,-0.6422196183353662,0.032666015625,-0.002390405216283398,0.0003,248.92893985807896,1160,0.2
302.41,86.69890223000002,920,118,241664,262,243.0309295654297,0.0030247648,0.7138725817203522,-0.5959207626990974,0.033935546875,-0.0036965039333153983,0.0003,160.8519177004695,1170,0.2
300.46,84.4865579,921,119,243712,264,322.1156921386719,0.0044167563,0.5821464657783508,-0.6677538270130754,0.03408203125,-0.002561992006667424,0.0003,236.8258424550295,1180,0.2
299.27,82.42172865,923,120,245760,266,54.526527404785156,0.0018430317,0.6055100560188293,-0.5854404618963599,0.022412109375,-0.0028958036287804133,0.0003,243.6098985016346,1190,0.2
297.59,80.26513576,924,121,247808,267,34.451499938964844,0.0032686107,0.5662271678447723,-0.6184911003336311,0.013330078125,-0.0026946278496325247,0.0003,266.8958462357521,1200,0.2
285.33,81.26990035,926,122,249856,269,298.8373107910156,0.0039800964,0.5825031399726868,-0.6520639680325985,0.023388671875,-0.0037066686556499915,0.0003,291.6168404817581,1210,0.2
266.85,81.39169868,927,123,251904,271,21.80192756652832,0.004253939,0.6290566325187683,-0.577800000924617,0.038232421875,-0.003622817214636598,0.0003,188.74206498861312,1220,0.2
248.5,-51.719581875,1798,1,2048,1,56.3629035949707,0.0061172685,0.6158395409584045,-0.5217315119691193,0.06328125,-0.004553230499732308,0.0003,243.13787373900414,1230,0.2
255.625,-62.5166161875,1369,2,4096,2,15.400839805603027,0.009687109,0.5566704273223877,-0.6232157474383712,0.09931640625,-0.003655744102798053,0.0003,190.2311486184597,1240,0.2
245.875,-71.98406525,1296,3,6144,4,8.953937530517578,0.0040139467,0.5114163756370544,-0.5914588373154401,0.049755859375,-0.002455425765947439,0.0003,185.23901821374892,1250,0.2
270.1333333333333,-72.96929633333333,1187,4,8192,6,70.88127899169922,0.0042200885,0.5427885353565216,-0.5680794224143029,0.041259765625,-0.0013054009279585444,0.0003,218.07862430214882,1260,0.2
256.3157894736842,-88.10938605263159,1166,5,10240,8,275.3305969238281,0.0072308527,0.7032844126224518,-0.5611128890886903,0.065087890625,-0.0014014003281772602,0.0003,178.40291238427162,1270,0.2
259.59574468085106,-86.64135657446809,1161,6,12288,10,88.32390594482422,0.003881555,0.7638709843158722,-0.5704279811121523,0.04091796875,-0.004221155173581792,0.0003,274.2761896312237,1280,0.2
256.8909090909091,-82.22709174545456,1167,7,14336,12,17.32965087890625,0.005718006,0.5134293735027313,-0.5287386612966657,0.044775390625,-0.0036170196857710835,0.0003,294.33762953281405,1290,0.2
252.921875,-81.386345765625,1172,8,16384,13,362.28515625,0.0067794304,0.6097528636455536,-0.5472316291183233,0.054931640625,-0.0015524220889346907,0.0003,195.95476455390454,1300,0.2
249.95890410958904,-80.75114221917809,1174,9,18432,15,10.098307609558105,0.0028346532,0.6888578534126282,-0.5560170526616275,0.035498046875,-0.0011716199172951748,0.0003,209.14238259792327,1310,0.2
252.2469135802469,-82.8461931234568,1171,10,20480,17,44.000457763671875,0.005309958,0.5939428806304932,-0.5538986588828265,0.04560546875,-0.006025952312847948,0.0003,263.52727791070936,1320,0.2
248.45555555555555,-85.15810705555556,1180,11,22528,19,339.3319396972656,0.004894049,0.714235782623291,-0.5059027508832514,0.056201171875,-0.0029415416582196487,0.0003,248.900569665432,1330,0.2
247.44444444444446,-84.77158985858586,1177,12,24576,20,65.47970581054688,0.0034571793,0.6991584002971649,-0.6024422925896943,0.0294921875,-0.003645687700554845,0.0003,266.47970562577245,1340,0.2
246.59,-84.45312289000002,1179,13,26624,22,49.99989318847656,0.0073838793,0.6485524773597717,-0.5912990137003362,0.04560546875,-0.001421288181154523,0.0003,291.6823332965374,1350,0.2
