time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
63,808,51200,-32.71632183908046,25,586.9425287356322,0.9028633832931519,0.2,47.856483459472656,-0.7122184563428163,52.56660286337137,1470,0.00360423,0.0003,0.02001953125,-0.001627420883596642
65,810,53248,-32.064945054945056,26,579.6373626373627,0.8809531927108765,0.2,13.765485763549805,-0.6598149256780743,71.93777983188629,1480,0.0033405886,0.0003,0.017138671875,-0.0011522380067617633
67,813,55296,-32.619894736842106,27,578.9894736842106,0.8096199631690979,0.2,5.535832405090332,-0.6566165637224912,77.3553338855505,1490,0.0023836764,0.0003,0.038427734375,-0.0025328468713269104
70,817,57344,-33.336,28,569.5,0.9238125905394554,0.2,1.9543282985687256,-0.7107222508639097,35.94724716953933,1500,0.0076649436,0.0003,0.073193359375,-0.002449021935899509
72,819,59392,-33.548500000000004,29,562.81,0.8157112747430801,0.2,54.418663024902344,-0.7834942031651735,68.68688409999012,1510,0.0051533133,0.0003,0.042724609375,-0.001913078823054093
74,820,61440,-33.178,30,561.38,0.8424349576234818,0.2,51.526912689208984,-0.6904876563698054,68.16991950124502,1520,0.0036643362,0.0003,0.022607421875,-0.0014917144515493419
77,821,63488,-27.592100000000002,31,554.81,0.8889618888497353,0.2,10.713882446289062,-0.6389902940019965,41.01807923018932,1530,0.0039962344,0.0003,0.034130859375,-0.001432278222637251
79,825,65536,-26.105499999999996,32,548.2,0.8929969519376755,0.2,23.320642471313477,-0.6993821393698454,54.72031639963389,1540,0.0032185437,0.0003,0.022265625,-0.0012081506436516065
82,822,67584,-24.9054,33,542.89,0.33446842432022095,0.2,44.54999542236328,-0.7180704984813928,118.81305950582028,1550,0.0053806445,0.0003,0.055517578125,-0.0012978630669749692
84,823,69632,-26.1803,34,536.35,0.9046158418059349,0.2,6.96395206451416,-0.6609787842258811,39.72891734018922,1560,0.011495814,0.0003,0.05537109375,-0.0004276356023183325
86,825,71680,-27.9313,35,532.29,0.7767156958580017,0.2,42.102718353271484,-0.7496257035061717,79.66808097809553,1570,0.0070787673,0.0003,0.070947265625,-0.0009621148084988818
88,829,73728,-30.024299999999993,36,530.09,0.9172969534993172,0.2,14.082226753234863,-0.7443859865888953,42.62399682328105,1580,0.005236599,0.0003,0.10478515625,-0.001251108618816943
91,830,75776,-28.9238,37,528.95,0.8684495836496353,0.2,3.5477781295776367,-0.7409875487908721,46.84817727617919,1590,0.009001094,0.0003,0.070361328125,-0.002240990340942517
93,830,77824,-30.159000000000002,38,534.56,0.9186714887619019,0.2,3.273643970489502,-0.6574100308120251,49.755068115890026,1600,0.003993041,0.0003,0.05458984375,-0.0028319181146798655
95,834,79872,-33.976299999999995,39,534.46,0.9525188058614731,0.2,4.762934684753418,-0.708832903765142,13.807157834339886,1610,0.024906503,0.0003,0.043701171875,0.0011381085918401369
98,831,81920,-36.3852,40,545.88,0.8192617744207382,0.2,6.164608955383301,-0.6160756630823017,47.41426693201065,1620,0.0065400796,0.0003,0.079931640625,0.0009685706303571351
100,834,83968,-36.129,41,534.19,0.9500985220074654,0.2,0.7424041032791138,-0.6837231473997235,5.220967945083975,1630,0.0066225217,0.0003,0.06923828125,-0.0012177371812867933
102,836,86016,-33.6994,42,532.86,0.8068455308675766,0.2,13.15945053100586,-0.7457893617451191,82.46355155855417,1640,0.004237741,0.0003,0.021728515625,-0.0023077901409124025
105,838,88064,-32.5554,43,515.29,0.9387242086231709,0.2,6.9181437492370605,-0.7311799507588148,30.802039953693747,1650,0.005749711,0.0003,0.05947265625,-0.0025687426968943328
107,835,90112,-34.50769999999999,44,514.41,0.9444716945290565,0.2,8.917181015014648,-0.7871013982221484,27.503109554573893,1660,0.008438661,0.0003,0.07060546875,-0.003710418363334611
110,833,92160,-36.2998,45,511.07,0.8612364232540131,0.2,8.982122421264648,-0.7008230747655034,48.190927187353374,1670,0.0052768313,0.0003,0.043359375,-0.0015939771619741805
112,836,94208,-35.483399999999996,46,507.48,0.9136814102530479,0.2,17.387407302856445,-0.6983293304219842,45.412226152047516,1680,0.003228897,0.0003,0.027880859375,-0.0011454065224825172
115,836,96256,-36.3496,47,512.35,0.9308486059308052,0.2,10.060201644897461,-0.7095709981396794,43.56881877630949,1690,0.005006451,0.0003,0.064892578125,-0.002169269470687141
117,837,98304,-33.4462,48,507.7,0.907044306397438,0.2,24.645282745361328,-0.7079431269317865,32.72914937771857,1700,0.011162162,0.0003,0.099658203125,-0.005919581088528502
120,834,100352,-35.6898,49,517.38,0.9821494445204735,0.2,0.5798274874687195,-0.7520269302651286,14.395559030398726,1710,0.009627061,0.0003,0.08095703125,-0.004536164207092952
