time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
285,732,208896,-7.8173933799999995,102,700.4,0.9099890515208244,0.2,2.31527042388916,-0.915709458105266,41.375488735735416,1010,0.010852348,0.0003,0.1158203125,-0.0030378318224393297
288,731,210944,-7.20144424,103,700.4,0.8174716979265213,0.2,5.005773067474365,-0.8768435344099998,32.34897800981999,1020,0.0074338387,0.0003,0.0623046875,-0.0004005834871350089
291,730,212992,-8.649363430000001,104,704.83,0.3145619034767151,0.2,2.529909372329712,-0.8745515219867229,36.87551826797426,1030,0.015984464,0.0003,0.13232421875,-0.002427736450044904
295,727,215040,-8.924601710000001,105,722.32,0.9282937198877335,0.2,1.8988442420959473,-0.8843582179397345,34.079982951283455,1040,0.014710037,0.0003,0.196044921875,-0.006745105813024566
298,726,217088,-7.563860840000001,106,727.1,0.5277677476406097,0.2,1.0671396255493164,-0.8847646394744515,57.29583998825401,1050,0.0068518342,0.0003,0.0826171875,-0.002032011322444305
301,726,219136,-5.8494793199999995,107,735.77,0.5972350537776947,0.2,29.312524795532227,-0.7295397717505694,98.13342041745781,1060,0.00613568,0.0003,0.057568359375,-0.003616678139951546
305,724,221184,-2.3809537400000007,108,749.72,0.6901649832725525,0.2,4.6073384284973145,-0.8711615318432451,47.99304048456251,1070,0.003725811,0.0003,0.036767578125,-0.0003453139910561731
308,722,223232,-1.870188090000002,109,760.11,0.7172535359859467,0.2,2.0535342693328857,-0.7341451793909073,61.229354246333244,1080,0.0028850124,0.0003,0.0154296875,0.00013807260838802904
313,718,225280,1.3763661499999984,110,769.99,0.8328366279602051,0.2,6.394155979156494,-0.8155305603519082,31.946465300954877,1090,0.006365073,0.0003,0.054541015625,-0.002465850567386951
316,717,227328,-2.5671600100000025,111,766.0,0.6425224840641022,0.2,0.7345342636108398,-0.9193487038835884,81.94160104468465,1100,0.0060593365,0.0003,0.10322265625,-0.0011875744454300729
321,714,229376,-3.22154361,112,766.0,0.5091776847839355,0.2,76.22962188720703,-0.7916431417688727,102.72999125644564,1110,0.0192147,0.0003,0.1326171875,-0.002775130366353551
325,711,231424,-3.5627909399999997,113,764.95,0.7170018255710602,0.2,65.8241958618164,-0.7294027887284755,83.9541689388454,1120,0.0077284314,0.0003,0.07734375,-0.0016115071397507564
329,709,233472,-2.249369210000001,114,769.54,0.6594963669776917,0.2,4.106418132781982,-0.834202660061419,61.0816196879372,1130,0.006584513,0.0003,0.06552734375,-0.0008851575723383576
333,706,235520,-1.1445120499999986,115,779.89,0.6966676414012909,0.2,150.464599609375,-0.7847623342648149,74.38819695599378,1140,0.020198442,0.0003,0.21806640625,-0.010247353505110367
337,703,237568,-1.1906874399999992,116,784.35,0.7063992917537689,0.2,1.8827029466629028,-0.7828206548467278,64.00900478959083,1150,0.01353758,0.0003,0.147509765625,-0.007229046883003321
340,703,239616,2.40492162,117,786.53,0.7170017063617706,0.2,2.905747175216675,-0.6663069393485784,95.32113407440484,1160,0.0027872934,0.0003,0.043798828125,-0.0011644314363365993
343,702,241664,5.208546099999999,118,794.02,0.5489924252033234,0.2,3.2999539375305176,-0.7248354507610202,116.66497902572155,1170,0.013856012,0.0003,0.07001953125,-0.0068431020961725155
346,703,243712,1.7297863599999994,119,775.03,0.5886026918888092,0.2,4.778146743774414,-0.7842861706390977,111.08507643155754,1180,0.0063150977,0.0003,0.1005859375,-0.0007604564532812219
349,704,245760,6.123820300000001,120,773.52,0.5820334255695343,0.2,112.7394027709961,-0.7438428658992052,215.66034194529055,1190,0.0032528467,0.0003,0.031103515625,-0.0014983832066718604
351,704,247808,8.155278070000003,121,762.95,0.5296512544155121,0.2,117.55558013916016,-0.671414534933865,224.45657510757445,1200,0.0035619629,0.0003,0.018603515625,-0.0018200474649347597
353,705,249856,8.928114010000002,122,757.94,0.5844561457633972,0.2,88.03166198730469,-0.7847616774961352,168.13782421052457,1210,0.008629691,0.0003,0.055712890625,-0.0020196131754346425
357,704,251904,9.20605142,123,747.68,0.5336813032627106,0.2,12.15338134765625,-0.7877692392095923,199.55202300399543,1220,0.0045092343,0.0003,0.026611328125,-0.0016282225533359451
1,1062,2048,-13.85333333333333,1,656.3333333333334,0.6170732975006104,0.2,24.970165252685547,-0.7416541751474142,112.70070931091905,1230,0.0054879533,0.0003,0.076220703125,-0.0028682754673354793
5,794,4096,-48.134,2,793.8,0.39981526136398315,0.2,12.070140838623047,-0.7478447211906314,66.24868639856577,1240,0.015655447,0.0003,0.11689453125,-0.003862060327810468
7,783,6144,-73.70875000000001,3,671.875,0.878825806081295,0.2,1.0898425579071045,-0.6711025508120656,6.122997346147895,1250,0.0120300995,0.0003,0.109423828125,-0.0003028647741302848
10,797,8192,-70.66333333333334,4,663.6666666666666,0.5490803420543671,0.2,12.868744850158691,-0.7612730650231242,85.6593927897513,1260,0.004397745,0.0003,0.027197265625,-0.0008995170064736158
12,790,10240,-73.20666666666668,5,659.8666666666667,0.6698118150234222,0.2,49.40831756591797,-0.7830990426242351,70.99907013475895,1270,0.008733108,0.0003,0.066943359375,-0.0015147460555454018
15,793,12288,-74.14888888888888,6,656.6666666666666,0.6578845679759979,0.2,9.798190116882324,-0.7345638256520033,52.02675213254988,1280,0.0033001225,0.0003,0.026220703125,0.00014087870913499502
18,783,14336,-64.92523809523807,7,670.3809523809524,0.7560299187898636,0.2,4.502477645874023,-0.7376085767522454,46.70902061387896,1290,0.007734024,0.0003,0.094873046875,-0.002182026493755984
20,793,16384,-58.4575,8,665.9583333333334,0.8099964112043381,0.2,87.17683410644531,-0.5857756094075739,67.03142681643367,1300,0.009636796,0.0003,0.0650390625,-0.005418874671158846
23,788,18432,-47.18107142857143,9,649.3928571428571,0.6523844003677368,0.2,17.162357330322266,-0.6753813024610281,49.63675337973982,1310,0.0039816424,0.0003,0.04931640625,-0.0005341063253581524
25,795,20480,-41.30878787878788,10,620.1515151515151,0.8612101078033447,0.2,5.539953708648682,-0.7401667652651668,56.63067504018545,1320,0.011859376,0.0003,0.099560546875,-0.0017440885720134247
28,795,22528,-40.946111111111115,11,604.3333333333334,0.744441032409668,0.2,53.260372161865234,-0.6956387434154749,106.86521237790585,1330,0.006291802,0.0003,0.039208984375,-0.002163015977930627
30,801,24576,-34.55048780487805,12,596.3414634146342,0.7587694078683853,0.2,7.7370500564575195,-0.7154053941369056,62.55366829708218,1340,0.005977936,0.0003,0.074267578125,-0.0005977661367069231
33,805,26624,-32.84954545454546,13,596.7727272727273,0.9280525520443916,0.2,35.47270202636719,-0.7386563265696168,33.99800053872168,1350,0.0049243094,0.0003,0.053759765625,-0.0009177984582493081
35,807,28672,-31.842291666666668,14,581.6041666666666,0.953936293721199,0.2,0.7823865413665771,-0.729713430441916,10.676456492207944,1360,0.012464572,0.0003,0.12109375,0.0005382248578825966
37,810,30720,-32.64372549019608,15,595.3137254901961,0.9162973240017891,0.2,11.633402824401855,-0.7486544117331505,42.83225421756506,1370,0.0033171913,0.0003,0.03564453125,-0.0011273760050244165
40,814,32768,-34.84982142857143,16,582.5714285714286,0.9645569808781147,0.2,1.2915066480636597,-0.7120510594919324,10.03474853914231,1380,0.009625399,0.0003,0.071337890625,-0.0005620090218144469
42,810,34816,-36.372413793103455,17,596.9655172413793,0.7426810264587402,0.2,35.11186218261719,-0.8011836692690849,122.23173500150442,1390,0.004965966,0.0003,0.08896484375,-0.002760442704311572
45,812,36864,-34.65311475409837,18,597.8524590163935,0.9505584798753262,0.2,0.1495857536792755,-0.620317061804235,2.3237021173816172,1400,0.0138082355,0.0003,0.090869140625,0.000575413979095174
48,800,38912,-35.53661538461539,19,596.0615384615385,0.953774131834507,0.2,8.440860748291016,-0.6471034147776663,18.415092211216688,1410,0.0021507265,0.0003,0.02333984375,-0.002741897650412284
51,802,40960,-34.61838235294118,20,600.8823529411765,0.917254813015461,0.2,8.256991386413574,-0.7370752500370145,39.233153144363314,1420,0.0028299212,0.0003,0.02431640625,-0.0012724313550279477
53,802,43008,-34.81774647887325,21,593.9014084507043,0.8619775623083115,0.2,5.731195449829102,-0.6686792645603419,87.84913738518954,1430,0.0042271214,0.0003,0.011181640625,-0.0003947539225919172
55,807,45056,-32.12592105263159,22,592.0,0.9325949773192406,0.2,44.323646545410156,-0.6615121975541115,34.96604210063815,1440,0.003852639,0.0003,0.037548828125,-0.0030422991258092225
58,810,47104,-33.405822784810134,23,592.2278481012659,0.9284707605838776,0.2,5.877315044403076,-0.7129089808091521,26.773251831531525,1450,0.006265318,0.0003,0.050146484375,-0.00037550682172877715
60,809,49152,-34.412619047619046,24,583.7619047619048,0.7947831004858017,0.2,10.39958667755127,-0.6854179743677378,36.589683251362295,1460,0.00568918,0.0003,0.07587890625,-6.955861681490205e-06
