rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_len_mean,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/clip_range,train/entropy_loss,train/explained_variance
-104.73874417,56,55296,975,27,348.37,21.130239486694336,260,-0.007048908731667325,0.09912109375,0.0003,138.6264519929886,0.013123849,0.2,-1.0436872156336903,0.310294508934021
-101.46192467,59,57344,963,28,363.2,106.17293548583984,270,-0.007522257736854954,0.06142578125,0.0003,174.27113658189774,0.008121979,0.2,-1.0350968142971397,0.41181057691574097
-99.46643841999999,62,59392,953,29,372.43,142.399658203125,280,-0.013037069533311296,0.09423828125,0.0003,220.02885310649873,0.00982514,0.2,-0.9900719743221998,0.23005074262619019
-96.50476799,65,61440,933,30,388.43,80.04894256591797,290,-0.00722442312471685,0.061083984375,0.0003,269.4744931936264,0.009208195,0.2,-0.8987435633316636,0.24051618576049805
-92.16173165000001,69,63488,916,31,408.64,18.350160598754883,300,-0.007365344788559014,0.148388671875,0.0003,111.61816966533661,0.011070579,0.2,-1.0851648561656475,0.7308091819286346
-89.60263802,72,65536,906,32,424.84,97.11515045166016,310,-0.004220441519282758,0.04775390625,0.0003,126.19200122356415,0.00755082,0.2,-0.9552820559591055,0.5926882326602936
-88.47713354,75,67584,892,33,438.39,21.03096580505371,320,-0.0073375429208681455,0.08837890625,0.0003,55.579471606016156,0.006474576,0.2,-1.0374168494716287,0.7104479074478149
-86.87127394999999,79,69632,877,34,446.43,94.47030639648438,330,-0.006634953690081602,0.082421875,0.0003,105.53033763468265,0.012379182,0.2,-0.9657176811248064,0.46675437688827515
-84.39943405,83,71680,857,35,461.87,10.97146224975586,340,-0.005264599334623199,0.082666015625,0.0003,48.27158786058426,0.0095853135,0.2,-1.0071128221228718,0.6438384056091309
-78.88652498999998,87,73728,838,36,478.48,10.842232704162598,350,-0.011287761560379295,0.151611328125,0.0003,48.76069718003273,0.012181923,0.2,-1.0219883358106017,0.5317834317684174
-79.50241661,91,75776,826,37,494.41,34.557559967041016,360,-0.0042349688766989855,0.034912109375,0.0003,104.84144963026047,0.005012368,0.2,-0.9877390539273619,0.3963523507118225
-78.05344913,97,77824,802,38,510.19,10.452686309814453,370,-0.009082017955370248,0.101513671875,0.0003,55.458759523928165,0.0092747975,0.2,-0.9865522162988782,0.667899489402771
-73.96116474,101,79872,785,39,525.59,9.614513397216797,380,-0.008790236894856206,0.132568359375,0.0003,49.910307976603505,0.008669484,0.2,-0.9873549614101649,0.6982246935367584
-72.84379912,106,81920,768,40,539.68,4.004175186157227,390,-0.00622766577071161,0.07255859375,0.0003,35.60979827195406,0.008756418,0.2,-1.0244570713490249,0.7047377824783325
-71.51996187999998,110,83968,760,41,556.57,4.761802673339844,400,-0.004481629257497843,0.124853515625,0.0003,34.915102472901346,0.00679815,0.2,-0.9833590684458613,0.7665242999792099
-68.51132238999998,114,86016,753,42,568.4,17.03582191467285,410,-0.005252844732603989,0.069970703125,0.0003,89.24466404765845,0.008142436,0.2,-0.9921909501776099,0.5329002141952515
-63.03776456999997,117,88064,746,43,583.4,48.56055450439453,420,-0.002139257247472415,0.022802734375,0.0003,97.7111705571413,0.004513227,0.2,-0.822292141802609,0.42998766899108887
-60.42379464999999,121,90112,742,44,600.15,5.164973258972168,430,-0.0044505529891466725,0.160205078125,0.0003,27.654700637608766,0.013044266,0.2,-0.8800520287826658,0.8321070224046707
-57.81434539000001,124,92160,739,45,605.07,1.8612252473831177,440,-0.0013202835543779656,0.0720703125,0.0003,40.25942253544927,0.0069092633,0.2,-0.90901267696172,0.768634095788002
-57.679452030000014,128,94208,732,46,614.76,79.04902648925781,450,-0.003434831453341758,0.05068359375,0.0003,95.51804472878575,0.009166822,0.2,-0.8850553402677178,0.6162934899330139
-57.59778316000002,132,96256,726,47,631.02,15.686504364013672,460,-0.0006350099705741741,0.034228515625,0.0003,57.32720994651318,0.0034096632,0.2,-0.8657328557223082,0.7300676107406616
-54.28253286000001,136,98304,718,48,646.96,4.42781925201416,470,-0.0037098923450685104,0.061767578125,0.0003,46.14777504727245,0.006038183,0.2,-0.8066112542524934,0.7874986827373505
-50.571009700000005,139,100352,717,49,664.82,0.6081711053848267,480,-0.005820059006509837,0.094287109375,0.0003,24.868944330886006,0.006494371,0.2,-0.7649542899802327,0.8973718658089638
-45.77148101000001,142,102400,718,50,681.25,34.73701858520508,490,-0.001237047087488463,0.017919921875,0.0003,105.58069683462381,0.0037021267,0.2,-0.7811000410467386,0.6393212676048279
-43.12267274000001,145,104448,717,51,686.11,84.64301300048828,500,-0.0017208257315360243,0.013818359375,0.0003,215.18049822449683,0.0022063127,0.2,-0.7562201811000705,0.4437355399131775
-39.994480810000006,148,106496,715,52,697.5,2.8795135021209717,510,-0.004404709774098592,0.05546875,0.0003,73.3293587319553,0.0042178747,0.2,-0.7010195592418313,0.5739217102527618
-30.04682474,151,108544,715,53,712.71,18.39986801147461,520,-0.002797950108652003,0.04296875,0.0003,62.13551329746842,0.003939649,0.2,-0.6659836566075683,0.7010917365550995
-24.316172540000004,154,110592,716,54,725.22,55.88429260253906,530,-0.0034999641553440596,0.01611328125,0.0003,157.3424606114626,0.0038039105,0.2,-0.7461291490122676,0.2768099904060364
-19.451813049999995,156,112640,717,55,727.06,86.0192642211914,540,-0.002932410240828176,0.031689453125,0.0003,213.06897464990615,0.0035370858,0.2,-0.6894756922498345,0.4249492883682251
-15.71321876,159,114688,719,56,737.31,15.965865135192871,550,-0.0008015374914975837,0.01640625,0.0003,226.86138346791267,0.0016008943,0.2,-0.738517944701016,0.4420672059059143
-8.364267810000001,162,116736,719,57,748.35,5.668240070343018,560,-0.002720966763445176,0.04970703125,0.0003,157.76244002580643,0.0062526804,0.2,-0.7344515293836593,0.576163649559021
-9.817623790000003,165,118784,718,58,746.6,15.556801795959473,570,-0.005666054817993427,0.038818359375,0.0003,129.6113783866167,0.009633112,0.2,-0.753655350394547,0.47595810890197754
-7.163133739999999,169,120832,714,59,760.51,69.03691101074219,580,-0.0017724141551298089,0.10048828125,0.0003,128.72358592152597,0.01049386,0.2,-0.814160642772913,0.6586314737796783
-6.661823469999999,172,122880,713,60,762.1,7.352203369140625,590,-0.0015723529886599863,0.050390625,0.0003,137.62907790392637,0.004997366,0.2,-0.7640951540321111,0.665363222360611
-4.28389718,175,124928,713,61,771.01,26.802095413208008,600,-0.0029787791794660735,0.1060546875,0.0003,115.33095860630274,0.011303851,0.2,-0.792312216386199,0.6608215868473053
-1.9453229799999996,178,126976,712,62,762.51,27.51044273376465,610,-0.002053694248388638,0.016796875,0.0003,162.54211485385895,0.0040196506,0.2,-0.8059075089171529,0.7151332497596741
2.342433210000002,181,129024,711,63,758.34,110.70999145507812,620,-0.003357658854292822,0.09287109375,0.0003,163.68423374891282,0.008229386,0.2,-0.7912066783756018,0.42608141899108887
3.6921333900000004,184,131072,710,64,760.26,43.9961051940918,630,-0.001338577323986101,0.064697265625,0.0003,119.8774679005146,0.006129124,0.2,-0.7609706968069077,0.5458725094795227
8.478295130000001,187,133120,711,65,761.49,52.36778259277344,640,-0.007430918954923982,0.1384765625,0.0003,103.69743166714906,0.011086912,0.2,-0.7795090628787875,0.7008414566516876
7.187681960000003,189,135168,712,66,769.04,170.33489990234375,650,-0.002455577645741869,0.04560546875,0.0003,188.8206836104393,0.0067170374,0.2,-0.7488794518634677,0.4031614065170288
13.229015640000002,192,137216,712,67,772.89,77.89568328857422,660,-0.001237029948970303,0.048046875,0.0003,158.94300085008143,0.003527888,0.2,-0.8302885128185153,0.6624384522438049
14.633422090000002,195,139264,711,68,769.27,60.71951675415039,670,-0.0031484602950513363,0.093212890625,0.0003,100.7648945093155,0.009542215,0.2,-0.7925879241898656,0.6576350033283234
17.39510134,198,141312,711,69,758.5,56.454097747802734,680,-0.002449384801730048,0.03759765625,0.0003,135.53801064789295,0.0037947567,0.2,-0.7192595288157463,0.5960826277732849
16.542287040000005,202,143360,708,70,751.78,33.94963455200195,690,-0.005610894950586953,0.06083984375,0.0003,122.36361992061138,0.009433473,0.2,-0.6531842453405261,0.625741571187973
17.243969800000002,205,145408,707,71,748.71,100.09905242919922,700,-0.0019205961412808391,0.097705078125,0.0003,118.1154862985015,0.0077467444,0.2,-0.7193065579980612,0.6625039577484131
20.938375029999996,208,147456,707,72,741.12,5.410350322723389,710,-0.001998067476597498,0.091259765625,0.0003,57.80288563668728,0.00749258,0.2,-0.7798261368647218,0.6183229386806488
22.20215022,211,149504,705,73,736.66,25.812545776367188,720,-0.0027808978371467673,0.084033203125,0.0003,107.69341943562031,0.01008621,0.2,-0.8243691049516201,0.6066602468490601
23.998170379999998,214,151552,706,74,724.31,13.74045181274414,730,-0.0012461947626434267,0.082666015625,0.0003,49.74922659620643,0.013034428,0.2,-0.725677895359695,0.6182287335395813
22.340961630000002,217,153600,707,75,713.58,18.004281997680664,740,-0.00460454282037972,0.12578125,0.0003,190.69374783039092,0.009204505,0.2,-0.8001092121005058,0.47992628812789917
24.684531300000003,220,155648,706,76,706.44,29.748323440551758,750,-0.00020136302082391923,0.02724609375,0.0003,148.19442956149578,0.0062464164,0.2,-0.8012108605355024,0.44657760858535767
25.380431880000007,223,157696,706,77,700.94,62.09318923950195,760,-0.0022922382362594363,0.06962890625,0.0003,126.40641853958368,0.008712847,0.2,-0.7663327967748046,0.5976721942424774
24.36433918,226,159744,706,78,691.9,30.360912322998047,770,-0.006093475516536273,0.0986328125,0.0003,135.06103476583957,0.011441837,0.2,-0.7515555385500192,0.601048618555069
29.239969499999997,229,161792,705,79,691.47,86.3889389038086,780,-0.001267378892225679,0.031982421875,0.0003,107.1365230306983,0.004940792,0.2,-0.7127132689580321,0.600072979927063
28.605074610000003,232,163840,703,80,686.09,30.03334617614746,790,-0.0035168003094440793,0.075927734375,0.0003,78.7588397115469,0.008243179,0.2,-0.7231771139428019,0.6935867667198181
29.620362110000006,236,165888,701,81,677.31,61.51294708251953,800,-0.0006018093572492944,0.0291015625,0.0003,109.69135938435792,0.0018188329,0.2,-0.7985840413719416,0.43813055753707886
33.27254519,239,167936,701,82,674.75,67.29396057128906,810,-0.0018502329505281523,0.059912109375,0.0003,109.00177928805351,0.0035392132,0.2,-0.7923042809590697,0.5856866538524628
35.83319535000001,242,169984,701,83,676.98,30.592832565307617,820,-0.0024733315523917552,0.042578125,0.0003,106.51717593669892,0.0046412204,0.2,-0.7440768491476775,0.6400046348571777
36.42030735,244,172032,702,84,676.18,25.914295196533203,830,-0.0020185939953080378,0.036083984375,0.0003,123.87858701944351,0.004597794,0.2,-0.7408420614898205,0.5130563378334045
33.42861101,247,174080,702,85,672.87,20.75235366821289,840,-0.0012944407797476742,0.064697265625,0.0003,72.93741641640663,0.0048247688,0.2,-0.7503197288140655,0.6386576890945435
33.63876229,250,176128,702,86,675.79,39.48104476928711,850,-0.0010326422700018157,0.045556640625,0.0003,131.58009307980538,0.004630857,0.2,-0.7958330808207392,0.4407007694244385
33.00245312999999,253,178176,703,87,674.71,31.90250587463379,860,-0.0025261038215830924,0.085498046875,0.0003,92.26080895811319,0.0057517122,0.2,-0.7641111847013236,0.5042689740657806
33.59976724999999,257,180224,700,88,680.81,60.31028366088867,870,-0.0011497016159410123,0.05224609375,0.0003,171.03706974387168,0.0054396302,0.2,-0.7142395067960023,0.37560445070266724
35.50051065,260,182272,700,89,683.54,44.22395324707031,880,-0.0014785571322136093,0.023291015625,0.0003,121.5156547486782,0.0041732676,0.2,-0.7324776951223612,0.4373316168785095
37.18829623,263,184320,699,90,682.13,82.11383056640625,890,-0.0025489214298431762,0.092724609375,0.0003,122.33767341673374,0.0069609866,0.2,-0.7411236939951777,0.47331124544143677
41.40333341,266,186368,698,91,689.42,22.528268814086914,900,-0.0035806046944344416,0.122265625,0.0003,93.2377786591649,0.00853191,0.2,-0.7939875883981585,0.6997922956943512
43.517138100000004,269,188416,699,92,675.7,24.345243453979492,910,-0.012853082644869573,0.12080078125,0.0003,64.8347415536642,0.010171947,0.2,-0.7528073016554118,0.7898557484149933
45.81522623,271,190464,700,93,670.65,16.059823989868164,920,-0.003318134176515741,0.078662109375,0.0003,163.95460399985313,0.012945566,0.2,-0.7119554180651904,0.5244621932506561
45.337255510000006,274,192512,702,94,663.87,50.834327697753906,930,4.7379673196701334e-05,0.033251953125,0.0003,138.335695245862,0.0059189284,0.2,-0.65208352021873,0.6139185130596161
45.41697179999999,277,194560,701,95,661.3,11.110442161560059,940,-0.003144731334032258,0.083203125,0.0003,249.66584256887435,0.0040518935,0.2,-0.7395484728738666,0.5871272087097168
44.842681379999995,279,196608,702,96,659.04,33.205814361572266,950,-0.002976748864602996,0.06904296875,0.0003,103.02334646582604,0.005037318,0.2,-0.7350422948598861,0.7460566759109497
43.70661524,281,198656,704,97,655.34,92.83558654785156,960,-0.002751956684369361,0.050146484375,0.0003,152.79806593954564,0.005299897,0.2,-0.6508882947266101,0.6806873977184296
42.01843623999999,284,200704,704,98,650.42,58.137821197509766,970,-0.0032080417513498105,0.04013671875,0.0003,174.83205899596214,0.004483319,0.2,-0.6785691983997821,0.7233589887619019
40.528520119999996,287,202752,706,99,644.98,80.05814361572266,980,-0.003220734686146898,0.05634765625,0.0003,165.46458985507488,0.0065132016,0.2,-0.7678676553070545,0.6368351876735687
40.92670982,289,204800,706,100,644.65,40.38561248779297,990,-0.0016567469217989128,0.03681640625,0.0003,109.56891201138497,0.0042805243,0.2,-0.7317462874576449,0.715658962726593
40.38470737,292,206848,707,101,645.49,176.72479248046875,1000,-0.0022663575306069105,0.063037109375,0.0003,177.56690851300954,0.008264188,0.2,-0.7270052006468177,0.5512554943561554
35.83794847,294,208896,708,102,623.71,40.56568145751953,1010,-0.00048749542220321017,0.032861328125,0.0003,142.7374016225338,0.003710159,0.2,-0.7256180701777339,0.6793240904808044
37.07708105,297,210944,709,103,620.42,123.3037109375,1020,-0.0029870910700992683,0.07021484375,0.0003,254.47850853502752,0.004746879,0.2,-0.7077612036839127,0.5748530030250549
37.959875000000004,300,212992,707,104,621.47,261.510986328125,1030,-0.002038644207641482,0.08203125,0.0003,113.48316565752029,0.0057549654,0.2,-0.7662667252123356,0.7298212647438049
40.433695050000004,303,215040,708,105,621.25,11.079255104064941,1040,-0.0069306987315940205,0.113671875,0.0003,70.78698176145554,0.026563056,0.2,-0.6435040432959795,0.8089109510183334
41.78675849000001,306,217088,707,106,623.24,20.791711807250977,1050,-0.0032539910651394168,0.09052734375,0.0003,73.06798120290041,0.007460651,0.2,-0.6936541764065624,0.8644380122423172
46.245678289999994,309,219136,707,107,623.95,18.421846389770508,1060,-0.004184881713808863,0.164453125,0.0003,58.32454031854868,0.011167149,0.2,-0.732056118734181,0.870470404624939
40.88104622,312,221184,707,108,621.46,27.951173782348633,1070,-0.004852468643366592,0.0345703125,0.0003,104.06730950176716,0.006060048,0.2,-0.6931395580992102,0.7273673415184021
41.30457434,315,223232,708,109,618.98,6.631667137145996,1080,-0.0018765322340186686,0.070703125,0.0003,101.27787171155214,0.0063737063,0.2,-0.6038436176255345,0.6821494996547699
38.15851129,318,225280,708,110,613.48,44.854408264160156,1090,-0.001561139928526245,0.07509765625,0.0003,90.79209833294153,0.0073479563,0.2,-0.7142829550430179,0.7993165403604507
41.41912241,321,227328,707,111,605.13,245.79103088378906,1100,-0.0008383421831240412,0.01513671875,0.0003,239.48858993649483,0.0030250018,0.2,-0.7247180989012122,0.4345090985298157
37.95514404000001,324,229376,707,112,602.95,37.77141571044922,1110,-0.0022665377277007793,0.056982421875,0.0003,122.93529397845268,0.004769574,0.2,-0.7187049033120274,0.54790398478508
32.812899730000005,327,231424,707,113,597.85,44.22210693359375,1120,-0.0033524126032716596,0.07099609375,0.0003,116.75743614435196,0.006916317,0.2,-0.7656872853636741,0.568189799785614
35.747922620000004,330,233472,706,114,597.02,85.19153594970703,1130,-0.0077345455170870995,0.0736328125,0.0003,174.1525249361992,0.009442427,0.2,-0.7804130991920829,0.6101309955120087
31.4139656,333,235520,707,115,589.73,7.447670936584473,1140,-0.0036109734282945283,0.097265625,0.0003,60.64861010462046,0.0067374283,0.2,-0.7031807048246265,0.6267866790294647
31.038723360000002,335,237568,707,116,593.44,82.86772918701172,1150,-0.002257238437596243,0.0623046875,0.0003,177.2007698595524,0.009765023,0.2,-0.7467082031071186,0.6016408801078796
31.215181080000008,338,239616,707,117,588.07,34.821048736572266,1160,-0.0015746758617751766,0.09296875,0.0003,105.18002267330886,0.015292399,0.2,-0.6884687256067992,0.5345335006713867
27.421527320000006,341,241664,708,118,589.78,253.74337768554688,1170,-0.003752884378627641,0.083544921875,0.0003,101.6459273904562,0.0049994797,0.2,-0.6780668701976538,0.6982313990592957
18.04863672,343,243712,708,119,572.82,19.597328186035156,1180,-0.0025489432067843155,0.04892578125,0.0003,109.41812080144882,0.0041731927,0.2,-0.6981668718159199,0.7638071030378342
18.60323774,347,245760,707,120,577.69,214.6315155029297,1190,-0.0035029133869102225,0.08125,0.0003,235.5806201905012,0.007889639,0.2,-0.756214739382267,0.6455727517604828
14.570964820000004,350,247808,707,121,579.99,265.87139892578125,1200,-0.00519534564591595,0.141064453125,0.0003,82.91203057020903,0.010567909,0.2,-0.702140057273209,0.7701847404241562
17.989675850000005,353,249856,707,122,591.02,6.203949451446533,1210,-0.0006540111520735081,0.0888671875,0.0003,45.54606534093618,0.0074898917,0.2,-0.700156289897859,0.9114165753126144
19.189301399999998,356,251904,707,123,594.4,4.073188304901123,1220,-0.0016694956153514794,0.04423828125,0.0003,56.34327837601304,0.0057130256,0.2,-0.616581766307354,0.759426474571228
-456.26666666666665,1,2048,1120,1,592.0,201.29443359375,1230,-0.0026338193216361105,0.047021484375,0.0003,98.2182211458683,0.0065969257,0.2,-0.708589006587863,0.6466448307037354
-460.3357142857143,4,4096,851,2,566.1428571428571,14.565864562988281,1240,-0.0046075433820078615,0.139404296875,0.0003,99.48894501328468,0.013289212,0.2,-0.7231159551069141,0.7753123641014099
-457.21999999999997,7,6144,777,3,599.0,35.66128921508789,1250,-0.0023304274953261485,0.080615234375,0.0003,93.3970911294222,0.007955676,0.2,-0.7426104532554746,0.8010098785161972
-484.64166666666665,10,8192,751,4,634.75,8.5894136428833,1260,-0.000577667238394497,0.028515625,0.0003,112.62685737907887,0.001954927,0.2,-0.7252709493041039,0.509109377861023
-487.53333333333336,13,10240,738,5,661.7333333333333,28.682926177978516,1270,-9.590825357008725e-07,0.02978515625,0.0003,72.53322364985942,0.0046700966,0.2,-0.6956383444368839,0.8625635951757431
-482.95277777777784,16,12288,745,6,666.2777777777778,26.03992462158203,1280,-0.00116488525600289,0.149853515625,0.0003,58.73112966120243,0.010099959,0.2,-0.7271802257746458,0.932664766907692
-476.62380952380954,19,14336,718,7,672.2380952380952,7.271559238433838,1290,-0.002995751195703633,0.13837890625,0.0003,44.825264850258826,0.021600716,0.2,-0.7028765354305506,0.8313279896974564
-462.40625,22,16384,718,8,676.2083333333334,28.720643997192383,1300,-0.005168642646458466,0.07041015625,0.0003,28.95107477530837,0.010269326,0.2,-0.6872838729992509,0.9714829828590155
-460.9846153846153,25,18432,720,9,701.1153846153846,8.457472801208496,1310,-0.0013733971267356538,0.029052734375,0.0003,51.00004884898662,0.004408133,0.2,-0.6825358964502811,0.964575219899416
-439.70483870967735,28,20480,727,10,655.1935483870968,2.8118739128112793,1320,0.00016402324035880156,0.111962890625,0.0003,14.317104593664407,0.013921775,0.2,-0.5953103637322783,0.9858477236703038
-432.94714285714286,31,22528,723,11,643.5142857142857,32.349151611328125,1330,-0.0008787012058292021,0.029736328125,0.0003,58.44767987728119,0.0050523253,0.2,-0.7093585321679712,0.9348598197102547
-432.5128205128205,33,24576,728,12,626.8974358974359,22.99604606628418,1340,-0.0014043087161553559,0.046728515625,0.0003,125.16977903395892,0.007234755,0.2,-0.6187229879200459,0.9422290287911892
-419.51590909090913,36,26624,737,13,599.1363636363636,4.431772708892822,1350,-0.0010113469630596227,0.035888671875,0.0003,96.34514992535114,0.005196413,0.2,-0.7358702346682549,0.9021383747458458
-403.05918367346936,38,28672,738,14,580.3673469387755,45.41908264160156,1360,-0.0006344472225464415,0.03779296875,0.0003,51.532268679142,0.0031764016,0.2,-0.6709140280261636,0.9527403749525547
-394.17358490566033,41,30720,734,15,574.7735849056604,45.195743560791016,1370,-0.0036524555303913075,0.08818359375,0.0003,49.76424296349287,0.009613566,0.2,-0.6409523798152804,0.9710561819374561
-392.35172413793106,44,32768,742,16,563.2413793103449,16.77311134338379,1380,-0.0025826272380072624,0.060107421875,0.0003,67.53198892176151,0.004412391,0.2,-0.6345543704926968,0.9693393092602491
-383.53467741935486,46,34816,744,17,557.0483870967741,15.014162063598633,1390,-0.005293116584653035,0.07236328125,0.0003,47.46681330502033,0.0125803,0.2,-0.6916269572451711,0.955763690173626
-380.03134328358215,49,36864,750,18,543.7611940298508,45.4577522277832,1400,-0.002012398317310726,0.0255859375,0.0003,100.616305655241,0.0036852034,0.2,-0.6396314267069101,0.9318053871393204
-383.38194444444446,51,38912,753,19,535.7777777777778,18.958539962768555,1410,9.20198333915323e-05,0.06845703125,0.0003,51.56594937369228,0.0051584113,0.2,-0.739753445237875,0.9400348626077175
-380.0184210526316,54,40960,753,20,536.5131578947369,26.389739990234375,1420,-0.0034547743773146065,0.029150390625,0.0003,82.21866174340248,0.0049495297,0.2,-0.7236832784488797,0.8674950152635574
-375.553125,57,43008,747,21,537.35,8.504642486572266,1430,-0.0025371272036863956,0.034375,0.0003,54.72434285804629,0.009039503,0.2,-0.6861342111602425,0.9552904404699802
-374.7553571428572,59,45056,751,22,532.7857142857143,71.40573120117188,1440,-0.0008532640291377902,0.0541015625,0.0003,66.87718633115291,0.004310891,0.2,-0.5445556224323809,0.9522980563342571
-369.7573863636364,62,47104,756,23,531.6931818181819,107.39695739746094,1450,-0.0027592018166615164,0.065234375,0.0003,172.55216126739978,0.0063854586,0.2,-0.7040502903982997,0.722186416387558
-369.7252747252748,65,49152,750,24,539.8901098901099,8.058303833007812,1460,-0.0014010881495778449,0.049609375,0.0003,87.8133547514677,0.006352516,0.2,-0.5939330514520407,0.9497239477932453
-370.9575268817205,68,51200,748,25,543.2795698924731,23.502946853637695,1470,-0.007334654164151288,0.0837890625,0.0003,70.4486767783761,0.027362945,0.2,-0.5582218823954463,0.9477225765585899
-362.5545918367347,71,53248,746,26,540.8163265306123,22.642295837402344,1480,-0.0012032249258481897,0.11806640625,0.0003,28.578965942561627,0.011043817,0.2,-0.7197781868278981,0.9787392131984234
-356.9275,74,55296,746,27,536.99,32.764862060546875,1490,-0.0016042786570324096,0.071875,0.0003,38.99289090782404,0.009022847,0.2,-0.60752223264426,0.9805165007710457
