time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_fraction,train/approx_kl,train/learning_rate,train/value_loss,train/n_updates,train/loss,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance
65,45056,22,-532.7684610655738,688,737.6229508196722,0.06181640625,0.016263064,0.0003,62.87238372936845,1440,19.042312622070312,-0.6797501347959042,0.2,-0.0008186206912796478,0.9485120549798012
68,47104,23,-530.0458001746031,689,735.015873015873,0.031689453125,0.0026934128,0.0003,153.58361994624138,1450,22.638864517211914,-0.7969022411853075,0.2,-0.0011535943918715929,0.7856352925300598
70,49152,24,-536.6125127727273,694,732.9090909090909,0.03369140625,0.006755978,0.0003,104.09839765876532,1460,49.05535888671875,-0.706052597053349,0.2,-0.0008433980812696973,0.899365983903408
74,51200,25,-541.6470747101449,685,741.3478260869565,0.0615234375,0.0034323619,0.0003,158.56822995916008,1470,146.40370178222656,-0.7487717980518938,0.2,-0.00036032231801073065,0.49229365587234497
77,53248,26,-545.9594155492957,686,742.2676056338029,0.056787109375,0.005522988,0.0003,60.2023915283382,1480,4.84028434753418,-0.7111869836226106,0.2,-0.0008247010482591577,0.9565607644617558
80,55296,27,-551.7646439324326,687,741.2432432432432,0.09326171875,0.010346457,0.0003,95.16115010604263,1490,2.17982816696167,-0.7702734591439366,0.2,-0.0004430783686984796,0.8016519993543625
83,57344,28,-553.340346844156,687,738.1298701298701,0.03740234375,0.005219889,0.0003,114.59063102453948,1500,9.764030456542969,-0.7494170527905226,0.2,-0.0016921745580475544,0.7767704278230667
85,59392,29,-548.7005040493826,690,732.8641975308642,0.0888671875,0.005287987,0.0003,141.0039856545627,1510,4.9372944831848145,-0.7653758035972714,0.2,-0.000835182174705551,0.7471979558467865
88,61440,30,-548.3155572650602,694,735.9638554216867,0.06435546875,0.0055540605,0.0003,184.9254725843668,1520,90.73638153076172,-0.674717572890222,0.2,-0.0030143916341330624,0.8086339384317398
91,63488,31,-550.7216360941176,696,739.7529411764706,0.069775390625,0.007248717,0.0003,65.0024141613394,1530,2.944744110107422,-0.7145648662000894,0.2,-0.0034667366817302536,0.9530368596315384
93,65536,32,-553.00144575,701,743.1136363636364,0.11171875,0.007947842,0.0003,50.6741216391325,1540,2.8363940715789795,-0.7584348894655705,0.2,-0.0010025854411651381,0.9485977701842785
96,67584,33,-551.7368409120878,703,742.4945054945055,0.06318359375,0.007955858,0.0003,112.93611781299114,1550,20.01128387451172,-0.7148993123322726,0.2,-0.0006581079411262181,0.8740794658660889
98,69632,34,-549.9650781720429,704,740.8279569892474,0.023388671875,0.004266855,0.0003,120.1308989033103,1560,67.31425476074219,-0.727471775189042,0.2,-0.0007762909326629597,0.872103676199913
102,71680,35,-550.7261247083334,699,745.4791666666666,0.088623046875,0.0067074895,0.0003,73.66384645551443,1570,34.6533088684082,-0.7758433697745204,0.2,-0.0023909137802547776,0.9360061511397362
105,73728,36,-550.2083673163265,700,746.795918367347,0.08232421875,0.011370383,0.0003,85.46169184297324,1580,4.182308673858643,-0.7313708014786243,0.2,-0.0008840479800710455,0.9571089521050453
108,75776,37,-549.31141682,700,747.36,0.05791015625,0.005025587,0.0003,89.30500686615706,1590,53.59575271606445,-0.6700868187472224,0.2,-0.0008110721577395452,0.9014312401413918
110,77824,38,-548.02231165,703,748.72,0.083447265625,0.004813038,0.0003,98.53990219384431,1600,14.796411514282227,-0.748163198120892,0.2,-0.0019107531727058813,0.9216640219092369
113,79872,39,-553.7811722199999,704,745.17,0.052490234375,0.0035638507,0.0003,144.96827771663666,1610,70.85212707519531,-0.6970600744709372,0.2,-0.0036538815846142826,0.852567508816719
117,81920,40,-555.63292726,698,748.48,0.048193359375,0.0061362484,0.0003,221.2652586519718,1620,45.39761734008789,-0.7626805236563087,0.2,-0.0016960963665042072,0.710273265838623
119,83968,41,-553.9721560600001,699,746.66,0.077392578125,0.0041510947,0.0003,65.05542540177703,1630,18.280305862426758,-0.6736687291413546,0.2,0.0007765628510242095,0.9609498828649521
122,86016,42,-554.04839568,699,748.42,0.09560546875,0.009282488,0.0003,90.91432618647814,1640,2.287452459335327,-0.7501341741532087,0.2,-0.0033691064498270864,0.9361343085765839
125,88064,43,-551.46353207,703,741.76,0.07216796875,0.0045663756,0.0003,78.18496059551835,1650,274.1745910644531,-0.7130839815363288,0.2,0.0012740437436150388,0.9593191035091877
127,90112,44,-554.06128006,707,741.43,0.067822265625,0.005519458,0.0003,78.23406663388013,1660,1.6911242008209229,-0.6590300580486655,0.2,0.0012716562116111163,0.9441233240067959
130,92160,45,-552.7490216199999,707,740.97,0.0279296875,0.0025023518,0.0003,176.58995088785886,1670,30.319490432739258,-0.7675653483718634,0.2,-0.0003506267355987802,0.7442123293876648
133,94208,46,-545.86678279,707,739.44,0.02666015625,0.004842871,0.0003,104.77245334386825,1680,50.5401496887207,-0.6866294972598552,0.2,-0.0019575574340706227,0.9108538031578064
135,96256,47,-542.25816918,708,736.82,0.05791015625,0.010555951,0.0003,107.49797903746367,1690,25.617080688476562,-0.6872516242787242,0.2,-0.0038657995530229526,0.8668964952230453
138,98304,48,-539.53995751,710,729.7,0.077294921875,0.006017036,0.0003,94.30069952607155,1700,32.565223693847656,-0.7121412813663482,0.2,-0.0018652957671292825,0.9101955220103264
141,100352,49,-538.58523359,711,728.75,0.0486328125,0.0025482695,0.0003,178.6182316109538,1710,70.09495544433594,-0.7101344769820571,0.2,-0.0011743106268113479,0.8231925517320633
2,2048,1,68.040207,865,968.5,0.07919921875,0.0039003221,0.0003,80.01913946270943,1720,28.854001998901367,-0.7309091052040457,0.2,0.0014036239539564122,0.9483951553702354
5,4096,2,28.778183249999998,757,932.75,0.06103515625,0.0059368545,0.0003,107.03792259246111,1730,12.206990242004395,-0.7316902073100209,0.2,0.00026776607173815135,0.6416768729686737
8,6144,3,6.76960733333333,718,916.3333333333334,0.050537109375,0.006910538,0.0003,144.02512030601503,1740,23.60784339904785,-0.6840985151007771,0.2,-0.0007965644661453552,0.4178289771080017
12,8192,4,-1.4787716666666677,662,882.7777777777778,0.0365234375,0.0039040036,0.0003,129.54204296320677,1750,5.904411792755127,-0.7229114284738898,0.2,-0.0005021982477046549,0.48862308263778687
15,10240,5,1.1224762727272721,644,904.0909090909091,0.034521484375,0.004459475,0.0003,151.6336508601904,1760,42.05715560913086,-0.7206082120537758,0.2,-0.0043177481882594295,0.4568368196487427
18,12288,6,5.546598285714286,654,873.7142857142857,0.16923828125,0.008948464,0.0003,27.403398726508023,1770,0.9490129947662354,-0.7218696970492602,0.2,-0.0036994223861256613,0.8955032229423523
22,14336,7,12.2277853125,626,886.125,0.04501953125,0.0059747575,0.0003,155.3600664138794,1780,16.316186904907227,-0.6623242661356926,0.2,-0.0010872638376895338,0.5405444204807281
27,16384,8,11.230902444444446,602,898.7777777777778,0.03876953125,0.0048143407,0.0003,76.42138523310423,1790,6.069950580596924,-0.7000541688874364,0.2,-0.0019119051925372333,0.7632468640804291
31,18432,9,10.42981875,587,908.9,0.0994140625,0.007427939,0.0003,35.672144655883315,1800,1.6304380893707275,-0.6887509133666754,0.2,0.0016591775885899552,0.8398399651050568
35,20480,10,9.715259181818181,577,917.1818181818181,0.0396484375,0.0029456848,0.0003,27.378311848640443,1810,2.5810322761535645,-0.767425418831408,0.2,-0.0005257984710624441,0.8451135158538818
38,22528,11,15.685770624999998,587,917.4583333333334,0.090771484375,0.0075890757,0.0003,34.5516808334738,1820,1.1571108102798462,-0.7281502962112427,0.2,-0.0021944628038909285,0.7476509809494019
42,24576,12,8.774105115384613,583,923.0384615384615,0.04052734375,0.0054516457,0.0003,129.09453769028187,1830,41.224117279052734,-0.6561129877343774,0.2,-0.002221992784325266,0.5279229283332825
45,26624,13,11.364755714285712,579,928.5357142857143,0.05771484375,0.007371149,0.0003,62.025732167065144,1840,1.757073163986206,-0.7197415163740516,0.2,-0.0004979782614100258,0.6132054924964905
49,28672,14,10.267795266666665,577,933.3,0.073095703125,0.005797935,0.0003,40.18911563828588,1850,2.249279499053955,-0.7405667077749968,0.2,-0.001454941568954382,0.7957352846860886
53,30720,15,5.692411562499999,574,934.65625,0.0572265625,0.004940683,0.0003,26.929711206816137,1860,0.7124015092849731,-0.745391359552741,0.2,0.00010765196784632281,0.8623192012310028
56,32768,16,6.3198380294117635,577,938.5,0.055322265625,0.004564995,0.0003,61.760157430917026,1870,23.975231170654297,-0.6964233994483948,0.2,-0.0007144689567212481,0.7166030704975128
61,34816,17,6.711851527777777,563,941.9166666666666,0.08837890625,0.0049422495,0.0003,46.52131661828607,1880,2.7270145416259766,-0.7271253719925881,0.2,-0.004174168569443281,0.7307077646255493
65,36864,18,5.325376342105262,558,944.9736842105264,0.0869140625,0.0063871327,0.0003,33.080608321726324,1890,1.9321701526641846,-0.6989536391571164,0.2,-0.0038622309948550537,0.7650303542613983
68,38912,19,-1.3975805853658543,569,939.2682926829268,0.091796875,0.005870698,0.0003,34.952194093540314,1900,0.41614407300949097,-0.7067658122628927,0.2,-0.001907318504527211,0.7313647270202637
72,40960,20,2.650794999999999,566,939.0930232558139,0.020849609375,0.0028353753,0.0003,107.76192861869932,1910,51.544395446777344,-0.6586762575432659,0.2,-0.0013457926819683053,0.7178888618946075
75,43008,21,-1.4784697555555562,569,938.2444444444444,0.0439453125,0.0073445174,0.0003,62.08345880918205,1920,3.9814391136169434,-0.6502472711727023,0.2,-0.000571766678331187,0.8088985234498978
78,45056,22,0.9654070208333335,574,921.5,0.02802734375,0.0034139878,0.0003,85.68679990693927,1930,55.197296142578125,-0.6733972014859319,0.2,-0.0002716127812163904,0.6604091227054596
81,47104,23,4.107502800000001,574,924.02,0.076123046875,0.017552838,0.0003,141.58561513721943,1940,176.8430938720703,-0.6685705922544003,0.2,-0.007659113340559997,0.60666623711586
86,49152,24,3.90316475,569,926.9423076923077,0.129150390625,0.012910811,0.0003,66.79896620251239,1950,22.10350799560547,-0.7074836505576968,0.2,-0.004375729454841349,0.6275363266468048
90,51200,25,2.8732202962962967,566,929.6481481481482,0.088623046875,0.007834452,0.0003,34.566581373289225,1960,1.4342217445373535,-0.6860824266448617,0.2,-0.0005262708647933323,0.738132894039154
93,53248,26,1.504334350877193,567,924.7368421052631,0.108935546875,0.007458607,0.0003,25.48136931490153,1970,0.5534576773643494,-0.6907804872840643,0.2,-0.004586811028275406,0.798892542719841
98,55296,27,-0.16635110169491538,562,922.0508474576271,0.053662109375,0.005822503,0.0003,69.01329761389643,1980,1.6680063009262085,-0.7035993669182062,0.2,-0.0005825204016218777,0.6947831511497498
102,57344,28,1.4199797096774194,559,922.2258064516129,0.068310546875,0.0040405965,0.0003,55.2769552519545,1990,13.294114112854004,-0.6987060196697712,0.2,-0.0035213778297475073,0.6579832136631012
105,59392,29,2.2987157031250005,564,922.96875,0.071484375,0.0060075964,0.0003,82.34367919862271,2000,2.1790363788604736,-0.6924304764717817,0.2,-0.00366014816754614,0.6505312025547028
109,61440,30,1.8439162424242428,562,925.3030303030303,0.059423828125,0.008931188,0.0003,45.645487405359745,2010,11.044096946716309,-0.6619229812175036,0.2,-0.0016861444120877423,0.6715978980064392
113,63488,31,2.8063577058823532,559,927.5,0.06669921875,0.0067433594,0.0003,36.05294755343348,2020,2.8296196460723877,-0.7174393951892852,0.2,-0.0003097987188084517,0.8521058112382889
116,65536,32,1.866362742857143,560,921.9571428571429,0.10224609375,0.0070330645,0.0003,40.40143854990602,2030,1.9258795976638794,-0.7626961819827557,0.2,-0.0029710629063629313,0.7725157588720322
119,67584,33,0.0936736164383561,563,924.7945205479452,0.08154296875,0.008135633,0.0003,79.14429333284497,2040,61.189762115478516,-0.6954940842464566,0.2,-0.003924974382607615,0.5582512021064758
122,69632,34,-3.0065134133333333,568,920.68,0.043212890625,0.0047080526,0.0003,73.70945296362042,2050,15.319841384887695,-0.7320145562291145,0.2,-0.0009575986907293555,0.6928243339061737
125,71680,35,-3.158482077922078,572,922.7402597402597,0.033642578125,0.0047578267,0.0003,86.604657035321,2060,10.349387168884277,-0.6815752213820815,0.2,-0.002242882268183166,0.605917900800705
130,73728,36,-4.7724260874999995,567,921.575,0.10107421875,0.0074117216,0.0003,17.297071873396636,2070,0.896037220954895,-0.7148839818313718,0.2,-0.001311201880162116,0.9202819094061852
132,75776,37,-4.132870670731707,570,923.4878048780488,0.0560546875,0.004647585,0.0003,90.44953820183873,2080,10.174408912658691,-0.7269771168008446,0.2,0.000840066093223868,0.817186638712883
135,77824,38,-3.5121055952380957,572,925.3095238095239,0.08544921875,0.010100517,0.0003,23.879086717404427,2090,0.9121587872505188,-0.6886883657425642,0.2,-0.0036755343600816557,0.9190848618745804
139,79872,39,-2.4751814418604656,571,923.1976744186046,0.050830078125,0.006725002,0.0003,29.358988375030457,2100,1.5432628393173218,-0.7171353925019502,0.2,-0.0016882791962416377,0.8974148035049438
144,81920,40,-2.5861373863636357,568,924.9431818181819,0.096923828125,0.008511464,0.0003,65.7712555591017,2110,2.5266928672790527,-0.759912296384573,0.2,-0.0024450857024930885,0.6819508373737335
148,83968,41,-3.746850577777777,565,923.8111111111111,0.054150390625,0.0047517307,0.0003,30.806979207322,2120,1.0785361528396606,-0.69983128644526,0.2,-0.0004078818419657182,0.8456872999668121
152,86016,42,-2.9544799032258053,565,923.8172043010753,0.051953125,0.003514763,0.0003,62.997937726974484,2130,58.91613006591797,-0.6960748115554451,0.2,-0.004064872732124058,0.7532333135604858
156,88064,43,-2.849112315789472,564,925.421052631579,0.044287109375,0.0070112017,0.0003,103.29877848438919,2140,39.575660705566406,-0.745680870860815,0.2,-0.004666675220505567,0.6087729334831238
160,90112,44,-3.0807450412371136,562,923.3711340206186,0.080322265625,0.0056418227,0.0003,28.80016487939283,2150,0.27106958627700806,-0.7020189873874187,0.2,0.00024049493149504996,0.8387653231620789
163,92160,45,-1.966281919191919,564,924.3232323232323,0.027490234375,0.0030164532,0.0003,97.49990895241498,2160,42.25022888183594,-0.7389397578313947,0.2,-0.0007267155167937744,0.6152841448783875
166,94208,46,-2.31755532,566,925.08,0.04931640625,0.0077655157,0.0003,59.92377981469035,2170,12.457236289978027,-0.6832409845665097,0.2,-0.004790009492717217,0.6089179813861847
169,96256,47,-2.4947202700000006,567,926.59,0.116796875,0.011073289,0.0003,35.62831175252795,2180,1.9923954010009766,-0.7176965558901429,0.2,-0.0016659984801663085,0.8224111497402191
173,98304,48,-4.221534390000001,567,929.22,0.043896484375,0.004465561,0.0003,29.387456111982466,2190,1.2556463479995728,-0.7198168117552995,0.2,-0.001007874240167439,0.8659462481737137
177,100352,49,-4.094670570000002,566,930.42,0.07861328125,0.007625785,0.0003,32.62135315276682,2200,0.8424068093299866,-0.7199898431077599,0.2,-0.0023276046296814455,0.7949375361204147
181,102400,50,-2.1560624000000015,564,931.15,0.0748046875,0.0055729104,0.0003,36.7244242426008,2210,60.10923385620117,-0.7204025717452168,0.2,-0.0013600469334051012,0.7812432795763016
184,104448,51,-2.6564802300000014,566,930.72,0.06767578125,0.0076143052,0.0003,64.37396260518581,2220,12.16899299621582,-0.7484625827521085,0.2,-0.003172139341768343,0.6360289752483368
188,106496,52,-1.2784997900000008,564,933.61,0.05791015625,0.0057924436,0.0003,51.3358496170491,2230,7.311931133270264,-0.6736715544015169,0.2,-0.0020444161142222582,0.7840391248464584
191,108544,53,-3.524365089999999,566,931.78,0.0404296875,0.0036936048,0.0003,37.519872553646564,2240,45.41546630859375,-0.7136240504682064,0.2,-0.0015117494554942822,0.7123712301254272
194,110592,54,-3.399889999999999,567,931.78,0.058056640625,0.0040283063,0.0003,77.082839923352,2250,16.39592170715332,-0.7192343857139349,0.2,-0.0014947094714443665,0.637816995382309
197,112640,55,-5.06035436,570,927.96,0.066796875,0.007556078,0.0003,26.97802332825959,2260,0.6855325102806091,-0.7539178170263767,0.2,-0.002251849908498116,0.8417141884565353
201,114688,56,-4.787012529999998,569,928.83,0.07216796875,0.0068327514,0.0003,83.7927417062223,2270,13.873062133789062,-0.7230872033163905,0.2,-0.0020477196798310616,0.6597291827201843
203,116736,57,-2.592273599999999,572,927.29,0.075,0.0055450415,0.0003,25.05747987218201,2280,0.4412373900413513,-0.8056509474292397,0.2,-0.001214757921115961,0.8436948508024216
207,118784,58,-2.541681149999997,571,926.41,0.056591796875,0.0031574299,0.0003,101.4083752758801,2290,11.934463500976562,-0.7196966994553804,0.2,-0.0007608520329085878,0.433676540851593
211,120832,59,-2.596721359999998,570,926.41,0.022802734375,0.0036408678,0.0003,72.62483730763196,2300,13.72862720489502,-0.6860026685521007,0.2,-0.0010760862678580452,0.667023777961731
215,122880,60,0.0877147200000013,570,926.63,0.08447265625,0.0097227255,0.0003,26.60321543328464,2310,76.58538818359375,-0.7136445825919508,0.2,-0.003919059660984203,0.8555489033460617
219,124928,61,-0.3369782599999991,569,924.19,0.05283203125,0.0075667845,0.0003,56.82981071639806,2320,16.30137062072754,-0.7351380612701177,0.2,-0.0014015557229868137,0.5653407871723175
222,126976,62,-1.1330887699999996,571,920.43,0.06708984375,0.0056700753,0.0003,93.51270775087178,2330,18.860319137573242,-0.7340398389846087,0.2,-0.005994613921757264,0.5753026306629181
225,129024,63,-0.7470941299999987,573,920.43,0.0712890625,0.004708387,0.0003,67.34868398830295,2340,1.988330364227295,-0.7314003299921751,0.2,-0.0029580819194961806,0.7718701213598251
228,131072,64,2.3754765800000026,574,919.3,0.10751953125,0.012520363,0.0003,28.498718402162194,2350,1.6259242296218872,-0.7107961341738701,0.2,-0.0034864939618273636,0.9099039733409882
231,133120,65,1.8708770800000019,574,916.71,0.0375,0.0031077387,0.0003,43.62479777783155,2360,2.4568443298339844,-0.5622999519109726,0.2,-0.0014311987586552277,0.7670928686857224
235,135168,66,3.4829024400000015,573,917.8,0.0669921875,0.0038027833,0.0003,52.73865796811879,2370,2.5977470874786377,-0.7197226012125612,0.2,-0.0021157570765353738,0.8684532046318054
238,137216,67,4.824764130000005,575,918.35,0.063037109375,0.0056775957,0.0003,39.68580556772649,2380,6.347723484039307,-0.6982940383255481,0.2,-0.0022051389012631263,0.8518198877573013
242,139264,68,1.926301170000003,575,918.27,0.017333984375,0.011604341,0.0003,155.71629645973445,2390,156.28720092773438,-0.6490961807779968,0.2,-0.006068827044509817,0.1875336766242981
246,141312,69,3.8443082400000024,574,915.64,0.07314453125,0.0054698177,0.0003,64.20369258858264,2400,5.465574741363525,-0.7344728976488113,0.2,-0.002377362363768043,0.7739501595497131
250,143360,70,7.03750354,573,916.1,0.06181640625,0.0063320184,0.0003,56.77471540793776,2410,19.25996971130371,-0.72708192281425,0.2,-0.00045916142298665366,0.7091735601425171
253,145408,71,9.09562117,572,917.79,0.0671875,0.0047045327,0.0003,82.36059928275645,2420,5.500460147857666,-0.667974671907723,0.2,-0.0012071422817825806,0.6658815145492554
257,147456,72,9.9304577,573,915.43,0.06044921875,0.006351606,0.0003,53.178837621584535,2430,2.3945701122283936,-0.647592187859118,0.2,-0.0008374717057449743,0.5639077425003052
260,149504,73,10.54424707,574,914.88,0.037890625,0.0039591556,0.0003,91.24088773801923,2440,8.576362609863281,-0.6831544049084186,0.2,-0.0006267450713494327,0.642351508140564
263,151552,74,11.084022000000003,575,913.6,0.046484375,0.0027161255,0.0003,43.30788779631257,2450,28.83155059814453,-0.6792466042563319,0.2,-0.0004595474394591292,0.8531012088060379
265,153600,75,12.074645310000003,577,903.47,0.039501953125,0.004912105,0.0003,94.24604627639056,2460,6.513150215148926,-0.6189338132739067,0.2,-0.00359996697443421,0.7647511810064316
268,155648,76,10.839285690000002,578,897.62,0.04423828125,0.0036494248,0.0003,140.40998744517566,2470,34.938926696777344,-0.5718126680701971,0.2,-0.001478172578572412,0.3924618363380432
272,157696,77,14.53556824,579,893.04,0.06083984375,0.004151051,0.0003,130.60194352716206,2480,115.31926727294922,-0.6486619917675853,0.2,-0.0017816354411479551,0.656270295381546
275,159744,78,17.94795508,580,888.69,0.047607421875,0.0032212168,0.0003,142.2213456004858,2490,28.259042739868164,-0.6876034755259752,0.2,-0.0019172750075085788,0.543524444103241
278,161792,79,19.265598980000004,581,885.19,0.088037109375,0.007797683,0.0003,69.87797862030565,2500,1.520986557006836,-0.7014012655243278,0.2,-0.0007348726387135685,0.7581944912672043
281,163840,80,23.75114251,583,882.46,0.074267578125,0.0061341347,0.0003,83.91401139646769,2510,17.03618621826172,-0.6526950374245644,0.2,-0.003635826018580701,0.6879758536815643
284,165888,81,25.554752899999997,583,877.05,0.088818359375,0.016631791,0.0003,79.36644121557474,2520,7.728375434875488,-0.7094032390043139,0.2,-0.007710892710019834,0.6728838980197906
286,167936,82,23.420603730000003,585,872.49,0.024365234375,0.0021777595,0.0003,116.84108818024397,2530,15.792163848876953,-0.6549010526388883,0.2,-0.0002496819113730453,0.3889485001564026
289,169984,83,25.20368604,586,871.36,0.0666015625,0.008102825,0.0003,100.57027156502008,2540,52.91343688964844,-0.6544363584369421,0.2,-0.0006831343293015379,0.46655911207199097
292,172032,84,25.001153709999997,588,864.47,0.08583984375,0.031938076,0.0003,56.36965774744749,2550,3.1595659255981445,-0.6617495261132718,0.2,-0.005699852299585473,0.7566816508769989
295,174080,85,24.842316269999998,588,864.47,0.048828125,0.003988598,0.0003,158.56150346025825,2560,24.42595863342285,-0.6781598355621099,0.2,-0.005387759555014781,0.3825697898864746
299,176128,86,24.251394660000003,588,864.79,0.031591796875,0.0057121124,0.0003,55.45973123982549,2570,4.2894744873046875,-0.6358546454459428,0.2,-0.00018649558933248045,0.1893576979637146
301,178176,87,21.674129800000006,591,851.97,0.056201171875,0.006621589,0.0003,107.06732279360294,2580,44.17451095581055,-0.6139486459083855,0.2,-3.0000738479429857e-05,0.5857660472393036
305,180224,88,23.20337198,589,849.15,0.03857421875,0.00437388,0.0003,172.86319491714238,2590,4.577291011810303,-0.704192373715341,0.2,-0.0016581906813371461,0.4873700737953186
309,182272,89,23.04170046,588,849.15,0.06669921875,0.007393742,0.0003,39.76055144965649,2600,3.1263344287872314,-0.616728066187352,0.2,-0.001414559665863635,0.5551955699920654
312,184320,90,25.870160650000003,589,843.78,0.09599609375,0.0062332368,0.0003,27.79510978423059,2610,0.8867596387863159,-0.6041967090219259,0.2,-0.003194233978865668,0.7869455069303513
316,186368,91,25.774744809999998,588,843.78,0.04775390625,0.005005692,0.0003,82.22154635041952,2620,10.347256660461426,-0.6173521398566664,0.2,-0.0004709137205281877,0.6187166571617126
320,188416,92,25.657007740000005,587,844.65,0.0529296875,0.008049214,0.0003,22.42365086749196,2630,3.8423027992248535,-0.5957532201893627,0.2,0.00020533782517304645,0.7509089112281799
323,190464,93,24.134113900000003,588,847.01,0.032470703125,0.0037888912,0.0003,65.64060728102922,2640,10.095410346984863,-0.5541166708804667,0.2,-0.0020085878371901345,0.7251467704772949
327,192512,94,25.571007910000002,587,849.38,0.085205078125,0.010617198,0.0003,20.758512129634617,2650,2.4014554023742676,-0.6006985131651164,0.2,-0.0003289759362814948,0.7159712910652161
330,194560,95,27.842996129999996,588,838.41,0.097021484375,0.008968653,0.0003,38.260895422846076,2660,1.5119200944900513,-0.6426684144884348,0.2,-0.001774315774673596,0.8179866522550583
333,196608,96,28.70019794,588,841.03,0.02705078125,0.0035682393,0.0003,91.65019843578338,2670,7.536141872406006,-0.5627118804492056,0.2,-0.0004678808047174243,0.57750403881073
337,198656,97,26.36809868,588,838.28,0.052587890625,0.003411044,0.0003,42.49325761348009,2680,4.826048374176025,-0.659336382523179,0.2,-0.0025048723407962827,0.7618659287691116
340,200704,98,26.36427618,588,839.26,0.037109375,0.002159969,0.0003,86.67220828235149,2690,20.6933650970459,-0.6558452736586332,0.2,-0.0014082054964092094,0.570410281419754
