rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/loss,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/learning_rate
847.0,647,12,37,24576,-780.9736174642856,12.696513497084378,1340,3.696986436843872,0.0054063518,-0.7865908931940794,-0.0005546451990085189,0.5153426229953766,0.2,0.07666015625,0.0003
835.1612903225806,640,13,41,26624,-771.923807580645,14.064457556977867,1350,1.1319774389266968,0.008991903,-0.8036645863205194,-0.003644678405544255,0.8932777941226959,0.2,0.097900390625,0.0003
845.1515151515151,626,14,45,28672,-778.9752183636363,19.55669603124261,1360,1.122336506843567,0.009000041,-0.7843264356255532,-0.001955607572745066,0.7510242015123367,0.2,0.076416015625,0.0003
854.0,622,15,49,30720,-784.7771072857142,14.592170929908752,1370,62.14262008666992,0.0044650016,-0.7945969749242068,-0.0018653886232641525,0.7114927172660828,0.2,0.059326171875,0.0003
861.8918918918919,627,16,52,32768,-789.3872085135135,11.382246923446655,1380,2.915761709213257,0.0037098727,-0.748073542304337,-0.0008936970261856914,0.7431886196136475,0.2,0.0369140625,0.0003
868.974358974359,619,17,56,34816,-795.3193753076923,22.19229227937758,1390,1.580143928527832,0.00477761,-0.7564326034858823,-0.0017190722515806555,0.7255270183086395,0.2,0.0759765625,0.0003
875.3658536585366,618,18,59,36864,-800.5257394878049,9.354492512717844,1400,0.9805212616920471,0.0038756586,-0.7482861945405602,-0.0015215888590319083,0.5967513024806976,0.2,0.062353515625,0.0003
883.8636363636364,622,19,62,38912,-805.6531652499998,14.24626753553748,1410,2.3846733570098877,0.008647119,-0.7309977103024721,-0.0028773386802640744,0.7544218748807907,0.2,0.072509765625,0.0003
888.9130434782609,619,20,66,40960,-809.314548695652,17.427103277295828,1420,1.2635070085525513,0.004100457,-0.7360147776082158,-0.00018294923211215064,0.4433084726333618,0.2,0.051806640625,0.0003
893.5416666666666,627,21,68,43008,-813.0333941875,19.437329744920135,1430,1.877784013748169,0.0075370166,-0.711461535282433,-0.0045643249366548845,0.5511580109596252,0.2,0.07470703125,0.0003
897.8,627,22,71,45056,-815.09773698,12.596926355734468,1440,1.8716320991516113,0.00561204,-0.7443066742271185,-0.0011431301056290977,0.8643311858177185,0.2,0.075244140625,0.0003
886.9230769230769,628,23,74,47104,-806.2864484615385,18.040493266284464,1450,0.901118814945221,0.0067701763,-0.7116128457710147,-0.004138034606876317,0.6521988809108734,0.2,0.08896484375,0.0003
878.2545454545455,633,24,77,49152,-801.2684289454546,12.136996510252356,1460,0.820878803730011,0.008328026,-0.7331544680520892,-0.004522722053297912,0.7500163316726685,0.2,0.0849609375,0.0003
882.5263157894736,633,25,80,51200,-802.0288356666666,21.361099702492357,1470,1.579572319984436,0.005899864,-0.7339259255677462,-0.002297405646822881,0.6005893349647522,0.2,0.084228515625,0.0003
867.6065573770492,634,26,83,53248,-791.8766994590162,21.563149333000183,1480,1.7342709302902222,0.00802084,-0.7332203019410372,-0.003207822038530139,0.5964067578315735,0.2,0.092041015625,0.0003
863.90625,630,27,87,55296,-788.313827734375,21.148607886582614,1490,1.4443066120147705,0.00608451,-0.6980256166309118,-0.001763158840185497,0.7301101386547089,0.2,0.069921875,0.0003
858.3939393939394,634,28,90,57344,-785.3206481666665,26.328734001144767,1500,1.0131821632385254,0.0073142275,-0.7448512580245733,0.0020654738720622843,0.6990476250648499,0.2,0.073046875,0.0003
862.5588235294117,629,29,94,59392,-786.6500788676469,9.46263678111136,1510,1.1628680229187012,0.0046372972,-0.7252673082053661,-0.001324261179252062,0.8214367032051086,0.2,0.049072265625,0.0003
857.056338028169,629,30,97,61440,-782.3835968028169,12.940264257416128,1520,1.3877543210983276,0.006591187,-0.7140262242406606,-0.004280672779714223,0.7252107262611389,0.2,0.07001953125,0.0003
853.6351351351351,635,31,99,63488,-779.5463363918918,23.066240010783076,1530,180.93838500976562,0.008738242,-0.7336630508303642,-0.003220528732344974,0.5710483491420746,0.2,0.080810546875,0.0003
857.4868421052631,629,32,104,65536,-782.405428618421,22.253111078962682,1540,1.0264264345169067,0.004836167,-0.740869115293026,-0.0030878735313308427,0.7524578124284744,0.2,0.071923828125,0.0003
853.2025316455696,628,33,107,67584,-778.7603444050633,13.314037064090371,1550,1.234800100326538,0.004764548,-0.7210039393976331,-0.0028379762930853757,0.6954293549060822,0.2,0.070849609375,0.0003
855.6666666666666,627,34,111,69632,-781.3035394814815,21.64028799571097,1560,1.3933641910552979,0.006384605,-0.6923052057623863,-0.0027089782932307573,0.6448128521442413,0.2,0.087744140625,0.0003
851.2261904761905,630,35,113,71680,-776.6379499404761,16.559491947665812,1570,1.0847288370132446,0.0053693,-0.7155544988811016,-0.0003554991111741401,0.7875590175390244,0.2,0.05947265625,0.0003
854.6860465116279,633,36,116,73728,-778.0005970697674,108.57050654031336,1580,103.42811584472656,0.0073195174,-0.6690121313557029,0.0002331745869014412,0.037416815757751465,0.2,0.052880859375,0.0003
857.8295454545455,632,37,119,75776,-778.5580546363636,20.633909966796637,1590,0.8730355501174927,0.006050257,-0.7097856959328055,-0.0016779104800662026,0.444185733795166,0.2,0.065283203125,0.0003
860.9888888888889,629,38,123,77824,-780.6510631888888,76.57199827358127,1600,132.13113403320312,0.0040757973,-0.6463602183386683,-0.0013489843964634928,0.26692771911621094,0.2,0.03486328125,0.0003
864.0108695652174,629,39,126,79872,-782.8011229239129,18.88201034553349,1610,1.0752335786819458,0.0061777486,-0.7136681985110045,-0.0007580493736895732,0.7000956237316132,0.2,0.071826171875,0.0003
866.9042553191489,627,40,130,81920,-785.1599431063828,8.561729336902498,1620,0.9765558242797852,0.0050477777,-0.6737326752394438,-0.0012252183834789321,0.6093330085277557,0.2,0.05478515625,0.0003
864.8958333333334,624,41,134,83968,-784.6253617708335,14.41946264617145,1630,1.2009778022766113,0.009765517,-0.6830567991361022,-0.004233413293695776,0.7448996603488922,0.2,0.06240234375,0.0003
867.6530612244898,624,42,137,86016,-785.8468433775512,12.98019877448678,1640,1.179094672203064,0.0060600233,-0.6695627745240926,-0.0025177220813930035,0.7510015815496445,0.2,0.07529296875,0.0003
870.3,629,43,139,88064,-788.66116031,21.487254025042056,1650,1.093765377998352,0.005356471,-0.6626778716221452,0.0004263745286152698,0.579653263092041,0.2,0.0603515625,0.0003
878.0,631,44,142,90112,-793.3001659500002,31.498256976529955,1660,0.6636972427368164,0.0060747904,-0.6925304360687733,0.00029306517099030315,0.6738952100276947,0.2,0.067236328125,0.0003
891.34,630,45,146,92160,-803.4938461100003,20.659991834312677,1670,1.0684564113616943,0.0065210424,-0.6456624045968056,0.0005628225102555007,0.6519958078861237,0.2,0.0560546875,0.0003
884.36,629,46,149,94208,-799.2070258900002,16.598679326102136,1680,0.5463165640830994,0.008084366,-0.6848106091842056,-0.002561550194513984,0.695162296295166,0.2,0.08828125,0.0003
892.19,630,47,152,96256,-803.5721485100001,17.538874121755363,1690,1.394399881362915,0.005355666,-0.6792615296319127,-0.0004215297994960565,0.6899107992649078,0.2,0.05283203125,0.0003
892.19,630,48,155,98304,-803.2445304700002,22.418803619220853,1700,1.7118504047393799,0.004664874,-0.7005406338721514,-0.0018751420953776687,0.6062296032905579,0.2,0.070458984375,0.0003
897.48,633,49,158,100352,-806.7190955000001,28.59969807174057,1710,0.7575737237930298,0.00702623,-0.7272762162610888,-0.00133630979253212,0.4787217378616333,0.2,0.08125,0.0003
576.0,1063,1,1,2048,-78.54397866666667,35.45038997903466,1720,1.3999172449111938,0.0051518455,-0.6604763017967343,-0.0011296362819848583,0.6519024074077606,0.2,0.069140625,0.0003
402.875,1013,2,4,4096,-94.61196512500001,73.28804972022772,1730,42.93547058105469,0.0027556387,-0.87954840362072,-0.0011963231685513166,0.5498165190219879,0.2,0.050146484375,0.0003
494.8181818181818,896,3,6,6144,-79.96122845454546,103.70217640399933,1740,21.417682647705078,0.0030284754,-0.853997596167028,-0.0026228550559608266,0.6605447828769684,0.2,0.04140625,0.0003
516.0666666666667,814,4,10,8192,-86.16041286666669,35.32189467549324,1750,9.564122200012207,0.0040135644,-0.8397999122738838,-0.0031398782768519594,0.900404267013073,0.2,0.03095703125,0.0003
537.2222222222222,791,5,12,10240,-80.98969372222223,46.86107819974423,1760,24.107440948486328,0.0031297472,-0.8548881329596043,7.262739600264468e-05,0.9444701001048088,0.2,0.01708984375,0.0003
555.8181818181819,776,6,15,12288,-81.26178486363636,89.17302058637142,1770,8.065544128417969,0.004071895,-0.871527924016118,-0.0017667296895524486,0.8059040755033493,0.2,0.0509765625,0.0003
562.36,766,7,18,14336,-82.20144640000001,27.475509068369867,1780,25.2923583984375,0.0040743584,-0.8458352722227573,-0.0011572454262932298,0.9602940306067467,0.2,0.05283203125,0.0003
544.7666666666667,780,8,21,16384,-84.66675263333335,19.105740827322006,1790,7.094532012939453,0.0039507076,-0.8280242139473557,-0.0032962722791125996,0.9769847746938467,0.2,0.062646484375,0.0003
533.5882352941177,802,9,22,18432,-84.32455005882353,85.71387180089951,1800,59.64552688598633,0.0067551355,-0.812008116953075,-0.0030379502022697125,0.9174459129571915,0.2,0.06474609375,0.0003
544.3513513513514,772,10,26,20480,-82.16376956756757,175.6338663175702,1810,34.97982406616211,0.007494159,-0.8540777502581477,-0.0038011630866094494,0.2034485936164856,0.2,0.107470703125,0.0003
544.925,770,11,29,22528,-79.2969026,16.79901068508625,1820,6.379909038543701,0.005588272,-0.8166311919689179,-0.0006408588233171031,0.969695683568716,0.2,0.048779296875,0.0003
525.6,772,12,31,24576,-81.06382522222222,62.05576367229223,1830,9.254584312438965,0.0066810944,-0.8029595259577036,-0.0003234198113204911,0.8538032025098801,0.2,0.069580078125,0.0003
539.3469387755102,772,13,34,26624,-76.41491885714287,145.13718034029006,1840,11.598600387573242,0.0074036154,-0.8151099119335413,0.0002422512996417936,0.6254898011684418,0.2,0.0677734375,0.0003
550.4423076923077,734,14,39,28672,-74.30686807692308,24.78975577503443,1850,6.264107704162598,0.0045009986,-0.7899618949741125,0.00015531168464804067,0.948402501642704,0.2,0.056787109375,0.0003
567.0925925925926,727,15,42,30720,-71.23855642592592,58.865306690335274,1860,4.286823749542236,0.004195009,-0.8162164080888032,0.001134376777918078,0.7966812252998352,0.2,0.047265625,0.0003
560.2931034482758,724,16,45,32768,-73.28938756896551,16.356980357319117,1870,3.3223135471343994,0.008030397,-0.8315408635884524,-0.001287840004079044,0.6866860687732697,0.2,0.099560546875,0.0003
569.3770491803278,710,17,49,34816,-71.20048180327868,117.35109501183032,1880,82.06884002685547,0.009250699,-0.8029999982565641,-0.002974014391656965,0.4655400514602661,0.2,0.084521484375,0.0003
556.1692307692308,712,18,51,36864,-73.42019938461539,30.061479336023332,1890,55.24544906616211,0.004990865,-0.7939627470448614,0.0007418666318699252,0.8214400857686996,0.2,0.04716796875,0.0003
559.9130434782609,712,19,54,38912,-70.14518297101449,104.55585263669491,1900,10.766206741333008,0.008462286,-0.8449504071846604,-0.0030868341098539533,0.7931207418441772,0.2,0.07021484375,0.0003
552.7567567567568,708,20,57,40960,-71.9316325135135,87.52362798154354,1910,4.920254230499268,0.010469729,-0.8418346600607037,-0.0023954629214131273,0.4742993116378784,0.2,0.093798828125,0.0003
564.5263157894736,706,21,60,43008,-69.62762036842105,47.18736830800772,1920,5.308076858520508,0.0048126136,-0.8245776558294893,-0.00112737963499967,0.8954356163740158,0.2,0.034423828125,0.0003
563.4050632911392,710,22,63,45056,-70.310293,16.653872980177404,1930,2.3416268825531006,0.0051697884,-0.8679580818861723,-0.001247793994116364,0.9423854127526283,0.2,0.0416015625,0.0003
570.780487804878,711,23,66,47104,-67.53015846341464,19.69921559244394,1940,5.593164443969727,0.007237597,-0.8323503812775016,0.00012911976664327086,0.913780078291893,0.2,0.0859375,0.0003
581.0,712,24,68,49152,-65.87325082142857,20.911682310700417,1950,3.676535129547119,0.0062005306,-0.8378980487585068,-0.0017178361405967735,0.9135279431939125,0.2,0.07646484375,0.0003
583.5862068965517,712,25,71,51200,-66.76691706896551,15.196891725808381,1960,2.4177305698394775,0.008108396,-0.8400132274255157,-0.0015033488525659777,0.9403912164270878,0.2,0.089111328125,0.0003
577.5604395604396,710,26,74,53248,-67.40812283516483,21.684262768924235,1970,9.880373001098633,0.005161551,-0.7882338592782616,-0.0013182626316847745,0.9473388455808163,0.2,0.053076171875,0.0003
578.6842105263158,703,27,78,55296,-67.08692448421053,65.44255866259337,1980,4.038708686828613,0.008829126,-0.7789292925968766,0.0007167714844399598,0.7154442965984344,0.2,0.0671875,0.0003
579.3571428571429,699,28,81,57344,-66.97052478571428,43.950836811959746,1990,3.051150321960449,0.0071105724,-0.7515771601349115,-0.0035003455603145996,0.8220332115888596,0.2,0.1017578125,0.0003
574.9,703,29,84,59392,-67.27215822,21.62544330358505,2000,3.460493564605713,0.004730868,-0.806439502350986,-0.0018494108928280184,0.9395952150225639,0.2,0.049951171875,0.0003
578.54,703,30,87,61440,-65.95788931000001,83.38369734883308,2010,52.7685546875,0.0045507634,-0.837133020721376,-0.0040666592380148355,0.8444327861070633,0.2,0.053955078125,0.0003
581.53,704,31,90,63488,-65.42782589000001,64.18874266892672,2020,41.69031524658203,0.0041979915,-0.8338517693802714,0.001239568007440539,0.6768661439418793,0.2,0.115966796875,0.0003
590.07,700,32,93,65536,-63.475633710000004,37.06145519763231,2030,5.522150039672852,0.0041814786,-0.788829605653882,0.00012055449478793889,0.905538521707058,0.2,0.05283203125,0.0003
598.01,690,33,97,67584,-61.20229856000001,17.880986905097963,2040,3.7755367755889893,0.008759131,-0.8058553136885166,-0.003384507271402981,0.7876937836408615,0.2,0.097802734375,0.0003
597.74,686,34,101,69632,-62.28011394,18.478966125845908,2050,3.217188596725464,0.0032353248,-0.8248326973989606,0.00018486386252334342,0.9249323531985283,0.2,0.032470703125,0.0003
590.65,688,35,104,71680,-62.25932449,51.05888436213136,2060,7.610805988311768,0.0028521267,-0.8114461237564683,-8.075149526121096e-06,0.8754699379205704,0.2,0.035205078125,0.0003
601.35,678,36,108,73728,-59.20628479,25.204178197681905,2070,4.6100053787231445,0.0035973904,-0.7957747429609299,-0.0012337254331214354,0.9372593089938164,0.2,0.03994140625,0.0003
607.12,680,37,111,75776,-58.433453629999995,14.926121567934752,2080,1.9434685707092285,0.0060000555,-0.8474060969427228,-0.0029397469232208097,0.8708878457546234,0.2,0.07490234375,0.0003
613.92,679,38,114,77824,-55.219424509999996,21.535133911669256,2090,4.204959869384766,0.005383768,-0.8158644802868367,-0.002883539303729776,0.8836562857031822,0.2,0.06630859375,0.0003
628.48,678,39,117,79872,-53.25242374000001,51.232630257308486,2100,5.116716384887695,0.008677014,-0.8329819478094578,-0.0028509864496299997,0.7943146377801895,0.2,0.0541015625,0.0003
635.93,675,40,121,81920,-52.06003377,17.436253629624844,2110,7.257307052612305,0.005048307,-0.8046948276460171,-0.0019023785542231053,0.9111118465662003,0.2,0.04892578125,0.0003
639.82,675,41,124,83968,-51.257556810000004,14.399632774293423,2120,3.16046142578125,0.0050544776,-0.802818095497787,-0.0010802582823089325,0.8356765955686569,0.2,0.090966796875,0.0003
643.66,672,42,127,86016,-50.00889585,23.1474196203053,2130,2.8530361652374268,0.003955789,-0.7650187280029058,-0.00032965567443170584,0.878754734992981,0.2,0.053759765625,0.0003
652.25,671,43,131,88064,-49.748353449999996,22.2958977073431,2140,8.17104721069336,0.003943165,-0.802003737166524,-0.0028596326388651504,0.6003043353557587,0.2,0.0837890625,0.0003
668.09,671,44,134,90112,-46.757602399999996,32.75755834877491,2150,1.6925102472305298,0.0039005778,-0.7965736905112862,0.0004389442336105276,0.217818021774292,0.2,0.07392578125,0.0003
683.7,662,45,139,92160,-44.991636150000005,20.790034087002276,2160,3.442603349685669,0.0064055324,-0.7649011200293898,0.0003525179228745401,0.653430163860321,0.2,0.06015625,0.0003
682.62,664,46,141,94208,-45.348881760000005,26.389017909765244,2170,2.863243579864502,0.0045517096,-0.7965890444815159,-0.0008647523398394696,0.6233893930912018,0.2,0.041943359375,0.0003
682.62,664,47,144,96256,-45.369646810000006,42.72688592672348,2180,3.7587881088256836,0.0061701485,-0.8311471559107304,-0.0017112177039962262,0.7612198889255524,0.2,0.0396484375,0.0003
682.0,661,48,148,98304,-45.50254118,29.76081513017416,2190,2.256453514099121,0.0062289303,-0.8143195804208517,-0.00016043898795032875,0.4646906852722168,0.2,0.06455078125,0.0003
687.43,661,49,151,100352,-44.321015640000006,57.057780902087686,2200,4.026317596435547,0.005505005,-0.7981404380872845,-0.0018174607586843195,0.22505229711532593,0.2,0.04228515625,0.0003
695.97,659,50,155,102400,-42.56852585000001,29.465948394685984,2210,2.9351367950439453,0.0048174397,-0.7777287997305393,-0.0022466696202172896,0.8595566749572754,0.2,0.055029296875,0.0003
703.26,649,51,160,104448,-42.59323582,14.150810842961073,2220,2.7820451259613037,0.0042901873,-0.7956594781950116,-0.0005399831396061927,0.9108911007642746,0.2,0.06484375,0.0003
710.91,646,52,164,106496,-40.83662726000001,17.075283867120742,2230,3.1160154342651367,0.008681612,-0.8043346578255296,-0.001811409909350914,0.3651871681213379,0.2,0.084130859375,0.0003
723.27,644,53,168,108544,-39.55764079,30.15345786511898,2240,3.259835720062256,0.008254874,-0.8042327761650085,-0.001081638512550853,0.6654262542724609,0.2,0.04609375,0.0003
731.14,646,54,170,110592,-38.74433895000001,26.191720102727412,2250,70.44012451171875,0.004370734,-0.7875125776976347,0.00033912276558112353,0.869841530919075,0.2,0.040380859375,0.0003
740.8,644,55,174,112640,-37.76916621,17.745650654286145,2260,2.661957263946533,0.006066766,-0.8123473688960076,-0.005012295793130761,0.5611267387866974,0.2,0.094384765625,0.0003
747.65,645,56,177,114688,-36.51865311,18.00522980466485,2270,2.118492603302002,0.00681042,-0.7563698241487146,-0.0029100025858497247,0.8767807707190514,0.2,0.069921875,0.0003
757.09,647,57,180,116736,-34.67757159,22.001228579878806,2280,2.479051351547241,0.005037002,-0.7879310321062803,-0.0020925659482600167,0.8978115320205688,0.2,0.06171875,0.0003
760.96,645,58,183,118784,-35.249771190000004,49.184773969650266,2290,44.793670654296875,0.0072215633,-0.8120335754007101,-0.004170497608720325,0.6979018449783325,0.2,0.086669921875,0.0003
756.35,645,59,187,120832,-35.95911212,10.481383887305856,2300,1.2519776821136475,0.0063331453,-0.7896002259105444,-0.0011147361416078637,0.8807075619697571,0.2,0.083837890625,0.0003
762.69,645,60,190,122880,-35.36827139,47.754958814382555,2310,4.744424819946289,0.0045991857,-0.7371327001601458,-0.000583630170149263,0.7309702336788177,0.2,0.035546875,0.0003
755.19,645,61,193,124928,-36.05277257,27.457166995853186,2320,2.6739397048950195,0.009819144,-0.7621145026758314,-0.0009724177543830592,0.8262524604797363,0.2,0.079638671875,0.0003
759.57,643,62,197,126976,-34.35308636,25.297307616472246,2330,2.615129232406616,0.0025680987,-0.8144911535084247,0.0010528709906793665,0.7524780482053757,0.2,0.039208984375,0.0003
765.51,640,63,201,129024,-33.96693986,20.221950002014637,2340,2.0307013988494873,0.009914123,-0.7912442617118358,0.0013078591757221148,0.6400482356548309,0.2,0.070361328125,0.0003
780.42,639,64,204,131072,-31.01442967,20.109679558873175,2350,2.6156554222106934,0.006385427,-0.8067667623981833,-0.0023921850515762344,0.6427304744720459,0.2,0.08134765625,0.0003
786.93,637,65,208,133120,-32.814766420000005,13.892138367146254,2360,1.97479248046875,0.0052139503,-0.7663901660591363,-0.0021110414803843015,0.8392513990402222,0.2,0.05556640625,0.0003
794.51,638,66,211,135168,-30.06212843,20.103063759207725,2370,5.163288593292236,0.0051029976,-0.7600374735891819,-0.0007902678618847859,0.8954893201589584,0.2,0.063916015625,0.0003
798.85,639,67,214,137216,-30.331926150000008,21.796897949278353,2380,2.216285467147827,0.005882653,-0.7823811514303088,-0.00048500618140678853,0.5318931043148041,0.2,0.089794921875,0.0003
807.25,638,68,218,139264,-29.13530643,20.453000827133657,2390,1.8883440494537354,0.0061844336,-0.7716265268623829,-0.0012328256416367367,0.8641749024391174,0.2,0.06376953125,0.0003
817.5,637,69,221,141312,-26.573117229999998,19.87547413110733,2400,1.6239516735076904,0.004942215,-0.794965685531497,0.00011719383182935416,0.5126917362213135,0.2,0.077490234375,0.0003
824.57,636,70,225,143360,-26.292028029999997,20.63946426510811,2410,1.6867784261703491,0.005394035,-0.7806054286658763,-0.0022812567302025856,0.7230434417724609,0.2,0.04853515625,0.0003
839.6,634,71,229,145408,-22.88163816999999,43.186888883262874,2420,2.646730899810791,0.0071580326,-0.7901040926575661,-0.0031091637079953215,0.4616253972053528,0.2,0.085302734375,0.0003
847.54,633,72,232,147456,-22.019256009999996,17.169936688989402,2430,1.5381591320037842,0.0056185513,-0.7952060649171472,-0.0006287780008278788,0.656777948141098,0.2,0.06259765625,0.0003
852.99,633,73,235,149504,-22.005111169999996,21.946533559262754,2440,1.6299073696136475,0.004344643,-0.7894105337560177,-0.0008048534895351622,0.6109551191329956,0.2,0.05546875,0.0003
852.99,632,74,239,151552,-21.893563639999996,17.11204280331731,2450,3.9261159896850586,0.005466176,-0.7549739275127649,-0.0017391554622008698,0.6043474078178406,0.2,0.061328125,0.0003
852.99,630,75,243,153600,-21.730846739999997,19.30613723732531,2460,2.101588487625122,0.005042921,-0.767255618236959,-0.002766334453917807,0.580721914768219,0.2,0.070458984375,0.0003
860.78,630,76,246,155648,-19.84605812,25.817958161234856,2470,2.291599750518799,0.006031272,-0.7729597778990864,-0.002273453648376744,0.5608614087104797,0.2,0.068310546875,0.0003
877.42,630,77,250,157696,-17.49334151,17.64912856351584,2480,1.0853365659713745,0.0075986893,-0.8503796186298131,-0.003322859122272348,0.6076447069644928,0.2,0.089892578125,0.0003
871.12,631,78,252,159744,-19.41067244,31.361585105210544,2490,1.7287685871124268,0.003580107,-0.7416186083108187,-0.0007978086832736153,0.7934991866350174,0.2,0.062109375,0.0003
871.12,631,79,256,161792,-18.58976777,31.128877899050714,2500,4.485751628875732,0.005850663,-0.7429766081273556,-0.002580930339900078,0.8021018952131271,0.2,0.05478515625,0.0003
879.67,631,80,259,163840,-16.851163880000005,16.41660006567836,2510,4.1174211502075195,0.005061792,-0.7584177708253265,-0.003163085866253823,0.6181973516941071,0.2,0.065625,0.0003
887.71,631,81,262,165888,-15.862208540000001,20.489538304135202,2520,2.221391201019287,0.004374231,-0.801686166971922,-0.0013937438248831312,0.7215208113193512,0.2,0.053466796875,0.0003
887.71,630,82,266,167936,-16.50701702,34.90594147592783,2530,3.9995028972625732,0.0037110162,-0.7891861446201801,-0.002473776286205975,0.8018597960472107,0.2,0.05283203125,0.0003
887.71,630,83,269,169984,-17.204712209999997,25.859193375334144,2540,1.4586238861083984,0.006237329,-0.7868854517117143,0.0005378460235078819,0.5353840589523315,0.2,0.046484375,0.0003
887.71,630,84,272,172032,-16.42767169,16.604727014526723,2550,1.1724491119384766,0.004553288,-0.7577824626117945,-0.0012349834381893744,0.7741679847240448,0.2,0.058935546875,0.0003
894.84,632,85,275,174080,-15.002291770000001,24.447265077009796,2560,1.2242794036865234,0.0066888887,-0.7837498277425766,-0.0019406726358283776,0.5933499932289124,0.2,0.070556640625,0.0003
894.84,628,86,280,176128,-15.76325021,26.618779000639915,2570,1.2558871507644653,0.006008302,-0.8316473793238401,-0.0015915235533611849,0.5443482995033264,0.2,0.06591796875,0.0003
891.35,628,87,283,178176,-18.390672820000002,21.749808002635838,2580,150.17974853515625,0.008058211,-0.8077190414071083,-0.0036459317052504048,0.5659303665161133,0.2,0.083740234375,0.0003
890.21,626,88,287,180224,-16.109567119999998,112.08817376494407,2590,44.44255828857422,0.0033929406,-0.6639684203080833,-0.002791641247313237,0.7519272118806839,0.2,0.045068359375,0.0003
897.08,628,89,289,182272,-13.121824229999998,271.90378043055534,2600,42.71515655517578,0.004047196,-0.7113250156864523,-0.0016523600403161253,0.1773032546043396,0.2,0.03857421875,0.0003
902.18,630,90,292,184320,-12.717140919999997,150.8663740247488,2610,60.595314025878906,0.006087359,-0.7167238095775247,-0.001555548059695866,0.6681219041347504,0.2,0.0583984375,0.0003
895.24,629,91,295,186368,-15.098652409999994,34.11119744107127,2620,1.4478152990341187,0.0063436376,-0.7826883286237717,0.0020162189626717008,0.5829512774944305,0.2,0.095361328125,0.0003
903.91,629,92,299,188416,-12.999925059999995,39.17016602009535,2630,1.2998052835464478,0.008888289,-0.7747248759493232,0.0003186802721756976,0.7136447727680206,0.2,0.084814453125,0.0003
903.91,629,93,302,190464,-12.806384419999997,33.34527239464224,2640,1.0438560247421265,0.0044173677,-0.766322329826653,0.0013352623958780897,0.5339099168777466,0.2,0.059326171875,0.0003
903.91,628,94,306,192512,-12.879899769999998,22.301850604079664,2650,1.1209704875946045,0.007419209,-0.7586917923763394,-0.004339054822048638,0.6685216128826141,0.2,0.0763671875,0.0003
903.91,627,95,310,194560,-13.058770149999997,23.34498975276947,2660,149.53297424316406,0.0064428085,-0.7311252238228917,-0.002977099434065167,0.6464978456497192,0.2,0.074169921875,0.0003
896.99,626,96,313,196608,-15.304124199999997,26.838234096392988,2670,1.6391594409942627,0.008366041,-0.7261150257661939,-0.0060565365216461945,0.7618822306394577,0.2,0.076806640625,0.0003
887.89,628,97,316,198656,-16.47425733,40.25808729305864,2680,2.2712225914001465,0.008220879,-0.766012305021286,-0.0030884873303875793,0.6980831325054169,0.2,0.07548828125,0.0003
885.7,627,98,319,200704,-14.824267980000002,69.73925305232406,2690,6.133132457733154,0.004963439,-0.7418713584542275,-0.0016342882488970644,0.6938652694225311,0.2,0.043017578125,0.0003
