rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/n_updates,train/value_loss,train/clip_fraction,train/loss,train/entropy_loss
495.45,75776,875,-78.88803537999999,37,86,0.2,0.0003,-0.008145686882198789,0.008186398,0.8518507033586502,360,35.106603001058104,0.091943359375,9.707521438598633,-1.032768134586513
517.05,77824,866,-74.95030621999999,38,89,0.2,0.0003,-0.003537599249102641,0.004169237,0.8083111494779587,370,84.47048637270927,0.023046875,26.61829376220703,-1.0204161433503032
532.26,79872,858,-71.22964950999999,39,92,0.2,0.0003,-0.005518090054101777,0.005631431,0.6785920262336731,380,150.2690562725067,0.05107421875,39.77124786376953,-0.9435719653964043
549.64,81920,851,-70.95388106,40,96,0.2,0.0003,-0.004869384299672675,0.006807928,0.8332456648349762,390,72.8215116918087,0.074560546875,25.35854148864746,-0.889205957762897
562.84,83968,847,-66.97499823999999,41,99,0.2,0.0003,-0.0037602529093419433,0.006072159,0.8789867162704468,400,59.74512857496738,0.04072265625,17.25152587890625,-0.8612663928419352
579.47,86016,837,-67.12511090999999,42,102,0.2,0.0003,-0.005768823255493771,0.0052655353,0.8008823692798615,410,77.56376130580902,0.044677734375,103.92229461669922,-0.9719844056293369
588.74,88064,837,-61.84450747999999,43,105,0.2,0.0003,-0.006180987248808378,0.0070840158,0.8847446888685226,420,52.679631447792055,0.064013671875,11.427123069763184,-0.93528874181211
604.4,90112,830,-55.99062515000001,44,108,0.2,0.0003,-0.0035329015165189047,0.0063313786,0.0588376522064209,430,251.49242393374442,0.037890625,349.1482238769531,-0.9164735388010741
609.37,92160,827,-56.32535556999999,45,111,0.2,0.0003,-0.0033865937140944878,0.00812858,0.35897326469421387,440,187.7888785213232,0.032421875,56.761558532714844,-0.8310768790543079
623.24,94208,822,-51.72958638000001,46,114,0.2,0.0003,-0.005350166111747967,0.0054201516,0.4901205897331238,450,137.50865945219994,0.03486328125,120.83506774902344,-0.830713197402656
643.38,96256,808,-44.008659910000006,47,119,0.2,0.0003,-0.005421493848552927,0.008242095,0.47114241123199463,460,150.70063485503198,0.05927734375,68.11759185791016,-0.8691640131175518
656.7,98304,801,-42.84229827,48,122,0.2,0.0003,-0.004582077763188863,0.0059137894,0.5299631655216217,470,87.51367520987988,0.04248046875,237.05178833007812,-0.9678086042404175
663.56,100352,797,-40.19458829,49,125,0.2,0.0003,-0.004132384219701635,0.006857599,0.6542685031890869,480,97.89632768034934,0.067138671875,18.257081985473633,-0.893970363214612
678.46,102400,792,-36.22116356,50,129,0.2,0.0003,-0.006499833855195902,0.009785365,0.6226662695407867,490,97.12664903402329,0.0796875,15.456400871276855,-0.9766249736770988
692.22,104448,788,-32.305181250000004,51,132,0.2,0.0003,-0.003195333447001758,0.0059159375,0.6286166608333588,500,76.96758246570826,0.04853515625,14.532159805297852,-0.8407971449196339
712.19,106496,782,-28.138060170000003,52,136,0.2,0.0003,-0.0026159065095271218,0.0041210786,0.649305671453476,510,81.74459856450558,0.049169921875,28.677122116088867,-0.859956168755889
725.24,108544,779,-25.1492823,53,139,0.2,0.0003,-0.004535966420371551,0.0067595253,0.36337369680404663,520,124.47135090231896,0.06103515625,80.4594955444336,-0.8781780738383531
746.95,110592,767,-16.81802447,54,144,0.2,0.0003,-0.003135023198410636,0.008380968,0.7171764075756073,530,62.71554271131754,0.055224609375,6.1351776123046875,-0.8075902204960584
750.5,112640,763,-15.931592050000004,55,147,0.2,0.0003,-0.0017468318132159767,0.0058727134,0.4047529101371765,540,138.97115642130376,0.034033203125,73.54857635498047,-0.7444364331662655
770.27,114688,761,-8.539341469999998,56,150,0.2,0.0003,-0.0026558565405139234,0.0076293107,0.4141765832901001,550,110.40685107260943,0.09423828125,10.83745002746582,-0.9578662157058716
776.57,116736,758,-5.4316456,57,153,0.2,0.0003,-0.0011418077243433799,0.0023334646,0.4501553773880005,560,164.4406538426876,0.02099609375,36.63502502441406,-0.7934877652674913
786.64,118784,758,-2.7668523800000004,58,156,0.2,0.0003,-0.0033984891619184055,0.0033086583,0.5585615038871765,570,129.56015897095205,0.04228515625,271.8766174316406,-0.8285170730203391
799.48,120832,750,0.13340937999999988,59,160,0.2,0.0003,-0.0035924281110055745,0.004176406,0.3047562837600708,580,151.03835666179657,0.029638671875,133.9701690673828,-0.8631788657978177
812.02,122880,745,6.867748619999999,60,164,0.2,0.0003,-0.004735849041389883,0.008657785,0.7769657373428345,590,58.361995020508765,0.077392578125,19.141298294067383,-0.7807288127020001
826.07,124928,739,9.12567016,61,168,0.2,0.0003,-0.0026540265789662953,0.0041120686,0.46113914251327515,600,114.43161458373069,0.042724609375,504.244140625,-0.7901123801246286
826.07,126976,735,8.0677414,62,172,0.2,0.0003,-0.0037479447637451813,0.0070648994,0.7273038327693939,610,39.83681720495224,0.055810546875,7.5562005043029785,-0.8527136521413923
837.99,129024,729,13.38031908,63,176,0.2,0.0003,-0.0016018926289689261,0.0037911842,0.733165055513382,620,38.9699311003089,0.0607421875,7.950502872467041,-0.8466983972117305
830.65,131072,726,10.93714827,64,180,0.2,0.0003,-0.006607002910459414,0.013703824,0.49417662620544434,630,73.8631424844265,0.156298828125,6.544092178344727,-0.8959107847884298
837.63,133120,722,13.042944299999998,65,184,0.2,0.0003,-0.004016655750456266,0.0048051095,0.4239078164100647,640,179.39994016885757,0.064892578125,17.704360961914062,-0.885902215540409
837.54,135168,720,13.081505609999999,66,187,0.2,0.0003,-0.0034311930463445605,0.01001378,0.5977442562580109,650,101.70335198938847,0.06533203125,33.791141510009766,-0.8454180296510458
844.04,137216,719,14.227404999999997,67,190,0.2,0.0003,-0.003077391008991981,0.011202022,0.5811052024364471,660,84.35507124215364,0.08984375,11.322338104248047,-0.9063037412241102
848.54,139264,717,16.550132169999998,68,194,0.2,0.0003,-0.008061522254138254,0.014832973,0.8151738345623016,670,40.45845878720284,0.15947265625,9.09184455871582,-0.8934394875541329
861.01,141312,719,19.4995324,69,196,0.2,0.0003,-0.0014457758319622372,0.0032611066,0.6389715373516083,680,126.87202933877707,0.03662109375,103.96479034423828,-0.8175645384937524
855.87,143360,719,20.82374139,70,199,0.2,0.0003,-0.003182020101303351,0.0125725055,0.8783228844404221,690,30.673039000481367,0.11630859375,6.119658470153809,-0.9798135930672288
860.07,145408,715,22.56255542000001,71,203,0.2,0.0003,-0.0025575667426892324,0.008357226,0.5015194714069366,700,112.3449083685875,0.059130859375,360.28070068359375,-0.7942069882526994
864.89,147456,715,24.40119697,72,206,0.2,0.0003,-0.0046741608326556165,0.0055863746,0.8006177842617035,710,43.24277454465628,0.09306640625,13.882563591003418,-0.8422872267663479
863.65,149504,715,21.962370740000004,73,208,0.2,0.0003,-0.002272008966974681,0.007770906,0.7812940925359726,720,30.754971022158863,0.094921875,1.5588713884353638,-0.8947999365627766
870.85,151552,714,21.766494960000003,74,212,0.2,0.0003,-0.003371296209297725,0.0046874387,0.5055148005485535,730,97.66134347319603,0.102001953125,6.584644317626953,-0.9200118161737919
878.93,153600,713,24.052788910000004,75,215,0.2,0.0003,-0.007012235718138982,0.011480375,0.7355190813541412,740,42.33752828761935,0.145849609375,4.972393989562988,-0.9807744091376662
878.93,155648,708,23.09373104,76,219,0.2,0.0003,-0.004059458738629474,0.011775837,0.84554623067379,750,32.67198207899928,0.10419921875,1.742056965827942,-0.9390812689438462
875.08,157696,709,23.898966840000003,77,222,0.2,0.0003,-0.00457006326323608,0.0053948574,0.8043015152215958,760,37.58261600956321,0.071044921875,4.057961940765381,-0.9326528495177626
866.2,159744,708,25.91995164,78,225,0.2,0.0003,-0.001956263285683235,0.0025110675,0.563736230134964,770,138.27048440277576,0.02578125,377.1307067871094,-0.8211926018819213
866.2,161792,706,26.541765490000007,79,228,0.2,0.0003,-0.003098926687380299,0.005577865,0.4992895722389221,780,140.98730171620846,0.02578125,132.2749786376953,-0.7421203777194023
857.96,163840,705,24.951720029999997,80,232,0.2,0.0003,-0.0031788089385372587,0.007552123,0.7779871672391891,790,46.138256430253385,0.0796875,4.190925598144531,-0.8664033634588122
857.96,165888,701,25.933032920000002,81,236,0.2,0.0003,-0.003628886591468472,0.0068736197,0.5971583724021912,800,151.1218012303114,0.044580078125,45.16860580444336,-0.8648686200380326
857.96,167936,697,25.687122449999997,82,240,0.2,0.0003,-0.002074025814363267,0.010135891,0.8323191404342651,810,34.63467897102237,0.070361328125,4.151346683502197,-0.8469844538718462
852.75,169984,697,27.73939814,83,243,0.2,0.0003,-0.005486437380022835,0.010620499,0.7676457464694977,820,47.50724462158978,0.12734375,2.3715851306915283,-0.9059328136965632
855.74,172032,697,29.300113719999995,84,246,0.2,0.0003,-0.0002923788619227707,0.0019340636,0.5993676781654358,830,121.0258463203907,0.006396484375,9.712302207946777,-0.7876924643293023
864.4,174080,698,28.63082613,85,249,0.2,0.0003,-0.0037102990434505047,0.006552457,0.8643424212932587,840,32.471674466133116,0.07783203125,4.129053592681885,-0.8114044958725571
871.97,176128,696,26.58397245,86,252,0.2,0.0003,-0.00394277408340713,0.016100353,0.682706207036972,850,70.32572728320956,0.12958984375,3.675184726715088,-0.7504583599045873
877.88,178176,692,26.28422342,87,257,0.2,0.0003,-0.003513324903906323,0.007839719,0.8330854326486588,860,36.11952821016312,0.068408203125,1.297279715538025,-0.8162427688017487
876.63,180224,691,23.399056419999994,88,260,0.2,0.0003,-0.0030608201712311713,0.009433826,0.7961046248674393,870,39.61769860200584,0.103564453125,1.1710597276687622,-0.7962522869929671
878.1,182272,692,23.80566355,89,263,0.2,0.0003,-0.0033319600828690455,0.00633397,0.6410535275936127,880,117.81735871583223,0.043798828125,10.749129295349121,-0.757749916985631
875.72,184320,691,24.545826150000003,90,266,0.2,0.0003,-0.00353886336524738,0.007163667,0.8285903781652451,890,44.228444227948785,0.060009765625,3.442582845687866,-0.7653612883761525
862.28,186368,692,26.36588984,91,269,0.2,0.0003,-0.008927644345385488,0.03409125,0.5122774243354797,900,110.08544051647186,0.1314453125,5.365167140960693,-0.6788011875003577
850.2,188416,692,28.44005967,92,272,0.2,0.0003,-0.0021952876984869365,0.0047699576,0.3208073377609253,910,170.55286412537097,0.0220703125,54.913089752197266,-0.7868844874203205
842.27,190464,692,26.364678189999996,93,274,0.2,0.0003,-0.0039352522435365245,0.0051068217,0.4916626811027527,920,133.37543512582778,0.042333984375,16.418169021606445,-0.8275618055835366
828.52,192512,693,24.166392369999993,94,277,0.2,0.0003,-0.003224543558098958,0.014044703,0.5210607349872589,930,135.26741361916066,0.046728515625,240.1660614013672,-0.6954780854284763
816.61,194560,694,24.725601069999996,95,280,0.2,0.0003,-0.002692921185007435,0.0036988044,0.5166171193122864,940,208.91460747122764,0.02412109375,124.87583923339844,-0.7307802705094218
810.75,196608,693,21.562157120000006,96,283,0.2,0.0003,-0.0019152888206008356,0.0046283165,0.4799051284790039,950,203.65124680995942,0.023681640625,32.385555267333984,-0.7793354466557503
805.7,198656,693,21.47867543,97,286,0.2,0.0003,-0.002756367497931933,0.0053929025,0.5573800504207611,960,155.88275558054448,0.080908203125,167.35292053222656,-0.7639159489423036
794.65,200704,694,22.165642380000005,98,289,0.2,0.0003,-0.0028899699387693544,0.0042807544,0.6848792433738708,970,113.21292805671692,0.0578125,13.139913558959961,-0.7872965505346656
768.99,202752,696,18.857727229999995,99,291,0.2,0.0003,-0.004314834056640393,0.006455343,0.545623242855072,980,195.8036584943533,0.0658203125,126.04166412353516,-0.825879899226129
757.78,204800,697,17.42522417,100,293,0.2,0.0003,-0.006090093677630648,0.009207943,0.5621909499168396,990,323.9764674544334,0.050927734375,107.359619140625,-0.766847125440836
754.53,206848,698,22.66229846,101,296,0.2,0.0003,-0.0020559599237458316,0.0065552397,0.5794566571712494,1000,129.8668807551265,0.063134765625,263.4952392578125,-0.6739482328295707
749.97,208896,698,23.921592399999998,102,298,0.2,0.0003,-0.001660388577147387,0.004181849,0.6682287752628326,1010,187.54455088377,0.044482421875,129.6255645751953,-0.7845260821282863
745.99,210944,699,23.595556969999997,103,301,0.2,0.0003,-0.0005865014121809508,0.008176707,0.7808969467878342,1020,44.512572429329154,0.0892578125,5.496196269989014,-0.7069048192352057
740.93,212992,699,23.993501119999998,104,304,0.2,0.0003,-0.0045173544633144045,0.009403974,0.7513251304626465,1030,65.39166912585497,0.114306640625,2.3168911933898926,-0.727344891242683
736.47,215040,698,25.56256244,105,307,0.2,0.0003,-0.001991358913073782,0.0050913515,0.5721836984157562,1040,156.58761775791646,0.026904296875,99.66878509521484,-0.7595585146918893
735.79,217088,699,22.92604136,106,310,0.2,0.0003,-0.0014184433930495288,0.01553211,0.7585061937570572,1050,65.92760655283928,0.132861328125,48.13779830932617,-0.7122929422184825
724.9,219136,699,26.706481679999996,107,313,0.2,0.0003,-0.002507733334641671,0.004986908,0.687121719121933,1060,104.81028485447169,0.0380859375,26.77071762084961,-0.7701498670503497
714.27,221184,700,26.671810110000006,108,315,0.2,0.0003,-0.0033912372949998827,0.00687545,0.6822741627693176,1070,131.71113652586936,0.047998046875,23.491140365600586,-0.6695727294310927
699.41,223232,700,26.080682109999998,109,318,0.2,0.0003,-0.0014444009924773128,0.005041477,0.5665659308433533,1080,180.4694896787405,0.0638671875,36.52705764770508,-0.8539539851248265
686.53,225280,700,29.743448019999995,110,321,0.2,0.0003,-0.008563066742499358,0.0100054275,0.6353868246078491,1090,218.41939768195152,0.0462890625,86.87228393554688,-0.7772041382268071
677.35,227328,701,24.972451779999993,111,323,0.2,0.0003,-0.0018595284433104097,0.007080029,0.6069994866847992,1100,187.5909315764904,0.043603515625,79.674560546875,-0.8098104121163487
663.2,229376,702,29.596287909999997,112,326,0.2,0.0003,-0.0018058754743833561,0.004706555,0.6687147319316864,1110,186.13771160244943,0.038037109375,74.43675231933594,-0.7893562203273177
663.72,231424,702,30.59920731,113,329,0.2,0.0003,-0.005385038740496384,0.006653413,0.5849557220935822,1120,177.04067705869676,0.078564453125,115.29365539550781,-0.7622872117906809
663.72,233472,702,29.44138224,114,332,0.2,0.0003,-0.001735542286769487,0.0025973385,0.745896577835083,1130,70.90985682010651,0.059375,7.01758337020874,-0.6955581791698933
659.52,235520,703,31.707807300000002,115,334,0.2,0.0003,0.0013082552060950548,0.0074907476,0.803217425942421,1140,29.41429881080985,0.1087890625,3.7551586627960205,-0.7213901165872812
659.86,237568,705,28.56468437,116,336,0.2,0.0003,-0.002143267793871928,0.005103863,0.7429571151733398,1150,68.85023912861944,0.06328125,2.048689365386963,-0.707962503656745
656.23,239616,706,28.903860359999996,117,339,0.2,0.0003,0.0011995546963589731,0.0034211576,0.7531249076128006,1160,73.58912263587118,0.05517578125,8.024932861328125,-0.7438085021451115
651.7,241664,704,29.63719292999999,118,343,0.2,0.0003,-0.0016757667865022086,0.0041494006,0.5381185412406921,1170,106.86942159086466,0.020068359375,7.545742034912109,-0.6787224674597383
649.53,243712,702,31.0679296,119,346,0.2,0.0003,-0.0025119478137639816,0.006468295,0.8051920086145401,1180,45.723323326557875,0.064111328125,11.569746971130371,-0.7412395985797048
655.11,245760,703,34.10761397,120,349,0.2,0.0003,-0.005224135491880588,0.006408708,0.8660344928503036,1190,44.73849328160286,0.09990234375,3.5874218940734863,-0.7292499531060457
655.11,247808,703,32.9267697,121,352,0.2,0.0003,-0.0040551485741161745,0.017107269,0.6181868314743042,1200,67.16097340285778,0.077294921875,69.2206039428711,-0.6227475267834961
651.46,249856,702,28.414027970000006,122,355,0.2,0.0003,-0.005457143135208753,0.009971506,0.8590843677520752,1210,20.71273180320859,0.128955078125,3.7052001953125,-0.7117895312607289
653.89,251904,701,25.068858590000005,123,359,0.2,0.0003,-0.0016117640552693047,0.002654099,0.5462347865104675,1220,160.5940067589283,0.028857421875,64.18353271484375,-0.6786949425935745
557.6666666666666,2048,1254,-386.4316166666667,1,1,0.2,0.0003,-0.001936880236462457,0.0054341145,0.6534542143344879,1230,101.4948627308011,0.03701171875,33.1782112121582,-0.7646989233791828
631.8,4096,957,-352.8715808,2,4,0.2,0.0003,-0.003972574258477834,0.008353501,0.6462448835372925,1240,142.31807702183724,0.09140625,10.097877502441406,-0.7989271296188235
593.7,6144,968,-398.637515,3,6,0.2,0.0003,-0.0018884765973780303,0.0074718827,0.6879683136940002,1250,66.76184091344476,0.0677734375,7.198596954345703,-0.6880551865324378
601.2307692307693,8192,953,-424.53500776923073,4,8,0.2,0.0003,-0.004461259437812259,0.0065298984,0.5633596181869507,1260,265.32024124860766,0.036328125,144.49130249023438,-0.7469332152977586
580.7647058823529,10240,905,-408.43029717647056,5,11,0.2,0.0003,-0.0044163437669340055,0.006536263,0.6799550652503967,1270,115.4350261092186,0.079931640625,5.462751865386963,-0.6919800646603107
597.75,12288,832,-405.03187340000005,6,14,0.2,0.0003,-0.0030481750960461794,0.003972332,0.4417603015899658,1280,180.4036891877651,0.034521484375,42.22454833984375,-0.724735590070486
621.4545454545455,14336,846,-432.8844576363636,7,16,0.2,0.0003,-0.0018074786636134376,0.006568501,0.7233693301677704,1290,114.77997821569443,0.0603515625,17.246498107910156,-0.738105795532465
638.08,16384,809,-428.2964992399999,8,20,0.2,0.0003,-0.0028224239191331434,0.0049600387,0.8443642258644104,1300,66.9614010900259,0.058544921875,8.194907188415527,-0.7451882617548108
622.3103448275862,18432,799,-415.03324786206883,9,23,0.2,0.0003,-0.0011271353632764658,0.0059855087,0.7705794274806976,1310,115.13030379712582,0.064306640625,15.33569049835205,-0.7605652846395969
616.4848484848485,20480,794,-408.7364952121212,10,25,0.2,0.0003,-0.002890298666898161,0.005929308,0.7895814478397369,1320,151.558678150177,0.052001953125,47.68238830566406,-0.7577480318024754
617.2222222222222,22528,799,-425.34437066666663,11,28,0.2,0.0003,-0.002468538622269989,0.004884742,0.8855408057570457,1330,120.85515754520893,0.03427734375,323.6444091796875,-0.7311023822054267
620.8974358974359,24576,797,-427.52104305128205,12,30,0.2,0.0003,-0.0023095999138604386,0.004677574,0.7628666758537292,1340,115.46837998777627,0.05166015625,233.21737670898438,-0.7561976669356227
627.1219512195122,26624,787,-428.57030526829266,13,33,0.2,0.0003,-0.0008465834176604403,0.0019964979,0.8619651943445206,1350,127.514873470366,0.027685546875,20.772802352905273,-0.746407825499773
649.6363636363636,28672,783,-439.6644704772727,14,36,0.2,0.0003,-0.0019996256814920343,0.0048945653,0.9355406910181046,1360,85.9270869538188,0.04453125,16.3663272857666,-0.6790112925693392
646.0425531914893,30720,791,-432.2018559574468,15,38,0.2,0.0003,0.0006936096404388081,0.012155252,0.9124828279018402,1370,117.21299187391996,0.07763671875,29.792417526245117,-0.7249765386804938
660.4897959183673,32768,789,-435.84418448979585,16,41,0.2,0.0003,-0.005501575428934302,0.010730382,0.9175703749060631,1380,97.85922805964947,0.068212890625,6.982474327087402,-0.7122752979397774
655.1132075471698,34816,790,-430.9501250566037,17,44,0.2,0.0003,-0.0016865018536918797,0.009591748,0.9696816708892584,1390,45.79332669302821,0.107421875,237.43502807617188,-0.7306772699579597
656.3928571428571,36864,794,-425.2557563928571,18,46,0.2,0.0003,-0.006469087315781508,0.010207598,0.9075724333524704,1400,132.8242486074567,0.06337890625,416.0496826171875,-0.6531257051974535
658.1525423728814,38912,796,-420.94904701694907,19,48,0.2,0.0003,-0.005271652976080077,0.0068491297,0.9332437068223953,1410,83.05265794545411,0.082373046875,19.836111068725586,-0.7339298665523529
647.063492063492,40960,795,-411.94216277777775,20,51,0.2,0.0003,-0.004021165471931454,0.0074224686,0.8851861357688904,1420,114.21769881546497,0.093212890625,13.719978332519531,-0.6638454047963023
638.6865671641791,43008,802,-404.22906507462693,21,53,0.2,0.0003,-0.003561990652087843,0.009109771,0.9272585660219193,1430,105.3285835057497,0.09267578125,13.255289077758789,-0.7551501704379916
631.3857142857142,45056,798,-398.92895374285723,22,56,0.2,0.0003,-0.0040197357920988,0.0119551495,0.9404168352484703,1440,109.81745598316192,0.0982421875,13.952816009521484,-0.7373954297974705
627.6266666666667,47104,800,-395.94537966666667,23,58,0.2,0.0003,-0.004839400955825112,0.006846441,0.9545406922698021,1450,80.43066272437572,0.07353515625,154.65162658691406,-0.7498584924265742
613.325,49152,803,-390.7551289375,24,61,0.2,0.0003,-0.0023164191625255626,0.0072219553,0.9087188765406609,1460,133.68824812471865,0.078662109375,71.2453384399414,-0.7532185461372137
601.2588235294118,51200,806,-383.4659103647059,25,63,0.2,0.0003,-0.004667331836390076,0.0067835953,0.8487306833267212,1470,191.50462537705897,0.0703125,24.79905891418457,-0.7725879343226552
590.3555555555556,53248,809,-373.53435062222223,26,65,0.2,0.0003,-0.0015592258645483526,0.0043459367,0.849287673830986,1480,184.78645710647106,0.0794921875,17.541967391967773,-0.7683312786743045
588.9247311827957,55296,809,-374.4388208494624,27,68,0.2,0.0003,-0.004749637382337824,0.0049433727,0.9272459298372269,1490,125.65906741172076,0.09462890625,356.6629943847656,-0.7731871845200657
