rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/std,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/clip_range
-166.53256647368423,2048,107.21052631578948,1955,1,1,,,,,,,,,,,
-147.66576114285715,4096,114.74285714285715,1507,2,2,1681.985587310791,1.0106253623962402,10,0.0003,0.05849609375,0.0073883114,-2.846893107891083,-0.009562876779818907,0.005877971649169922,657.3387451171875,0.2
-147.03500259615384,6144,115.78846153846153,1414,3,4,1464.5546098709106,1.0094411373138428,20,0.0003,0.0162109375,0.003323678,-2.857698220014572,-0.0025851712030998896,0.013678550720214844,446.71710205078125,0.2
-144.31528339705883,8192,118.94117647058823,1364,4,6,811.8688251495362,1.0023741722106934,30,0.0003,0.066552734375,0.007474324,-2.8490662895143033,-0.01002515148720704,-0.008092641830444336,352.99798583984375,0.2
-150.72024881395348,10240,118.88372093023256,1345,5,7,713.3779737472535,0.9877207279205322,40,0.0003,0.04765625,0.0054503726,-2.8208695247769358,-0.005193434492684901,-0.0076634883880615234,382.59857177734375,0.2
-146.8705129787234,12288,129.41489361702128,1089,6,11,882.0121702194214,0.9930210709571838,50,0.0003,0.031787109375,0.005876431,-2.8179340824484824,-0.006149416639163974,-0.005409717559814453,401.4999694824219,0.2
-144.83676414,14336,133.15,1106,7,12,337.830553650856,0.99527508020401,60,0.0003,0.030908203125,0.0044233915,-2.825706149637699,-0.0045264157350175084,0.026059210300445557,111.30549621582031,0.2
-141.59091771,16384,138.75,1115,8,14,626.3213212966918,0.9831564426422119,70,0.0003,0.04814453125,0.012970494,-2.824008694291115,-0.0011586142805754206,-0.007617592811584473,231.67303466796875,0.2
-145.35880820999998,18432,142.15,1124,9,16,992.5378233909607,0.9805222153663635,80,0.0003,0.042919921875,0.007009356,-2.7993548780679705,-0.004302942186768632,-0.011029839515686035,467.4732666015625,0.2
-142.98762305,20480,154.53,1073,10,19,372.9584827899933,0.978151261806488,90,0.0003,0.0724609375,0.007645106,-2.798939523845911,-0.00498954935465008,-0.0022460222244262695,90.09832000732422,0.2
-140.23691498,22528,153.93,1086,11,20,363.9096386909485,0.9757617115974426,100,0.0003,0.01591796875,0.0040884884,-2.790909583866596,-0.0038506110140588135,0.055741071701049805,115.3859634399414,0.2
-139.03231753999998,24576,164.71,1041,12,23,729.7238525390625,0.9589447975158691,110,0.0003,0.055810546875,0.004501604,-2.772081655263901,-0.0055159969051601365,-0.03416275978088379,311.8096923828125,0.2
-132.50529640000002,26624,167.08,1053,13,25,357.2881572008133,0.9593194127082825,120,0.0003,0.01923828125,0.0047857556,-2.753141450881958,-0.0043719243905798065,0.01449805498123169,119.8635025024414,0.2
-131.86426170999997,28672,161.32,1060,14,27,530.2513348579407,0.9637220501899719,130,0.0003,0.0482421875,0.0053785387,-2.756228542327881,-0.0079924149235012,-0.00944817066192627,140.4502716064453,0.2
-131.54604835,30720,172.04,1014,15,30,394.0658680438995,0.9491075873374939,140,0.0003,0.07099609375,0.008422343,-2.750559366494417,-0.010556451565935276,-0.04173541069030762,107.40528869628906,0.2
-126.32186656999998,32768,182.39,974,16,33,307.2378800392151,0.9469354152679443,150,0.0003,0.043505859375,0.0063084243,-2.729849801957607,-0.006895111560879741,0.006840884685516357,182.5998992919922,0.2
-126.52129244,34816,193.56,950,17,36,321.5239632129669,0.942713737487793,160,0.0003,0.041162109375,0.005504352,-2.7266556665301325,-0.004427680708613479,0.04252249002456665,97.7804183959961,0.2
-124.05898616,36864,204.1,937,18,39,292.6647247314453,0.9339671730995178,170,0.0003,0.018896484375,0.004467499,-2.711016593873501,-0.002375297589605907,0.05448043346405029,100.0084228515625,0.2
-120.00833679000002,38912,216.34,927,19,41,303.65736644268037,0.9365164041519165,180,0.0003,0.053173828125,0.007776563,-2.7026010289788247,-0.004335431024446734,-0.011450648307800293,194.0566864013672,0.2
-118.53051940000002,40960,229.26,901,20,45,315.78169763088226,0.9180668592453003,190,0.0003,0.0865234375,0.010431059,-2.687213180959225,-0.0069141507876338435,0.08157855272293091,71.71830749511719,0.2
-114.97437807000001,43008,243.09,878,21,48,231.49874852895738,0.9164135456085205,200,0.0003,0.0353515625,0.006450302,-2.6648283705115317,-0.0031904170820780562,-0.03308403491973877,82.54754638671875,0.2
-115.90799205000002,45056,247.34,877,22,51,205.60054072141648,0.9245709180831909,210,0.0003,0.088623046875,0.0085785985,-2.67051979675889,-0.004971446451963857,0.014384329319000244,126.28616333007812,0.2
