time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/value_loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl
49152,24,677.4722222222222,666,73,-552.7472222222223,115.945068359375,79.84685749262572,1460,-0.7922167735174298,-0.003402362724591512,0.8908523619174957,0.2,0.0003,0.068359375,0.0055977176
51200,25,670.6973684210526,671,76,-540.5059210526316,34.90238571166992,39.649823726713656,1470,-0.8751968776807189,-0.0026458360538526905,0.9521518014371395,0.2,0.0003,0.173046875,0.013843929
53248,26,663.3125,678,78,-530.9662500000001,22.999387741088867,197.01110503077507,1480,-0.76406883969903,-0.0019230572783271783,0.8281747847795486,0.2,0.0003,0.07255859375,0.009129163
55296,27,648.1647058823529,685,80,-518.8582352941177,18.367185592651367,80.22512162253261,1490,-0.7849786899983883,-0.0034281035950698424,0.9273517057299614,0.2,0.0003,0.105859375,0.0053500617
57344,28,642.1685393258427,689,83,-511.61404494382026,21.41498565673828,144.3420077174902,1500,-0.8192906321957707,-0.005120516555325594,0.8400343954563141,0.2,0.0003,0.12890625,0.011852747
59392,29,640.2391304347826,694,85,-502.27554347826083,44.53723907470703,127.01264651566744,1510,-0.7362676236778498,-0.0035993631987366824,0.872214064002037,0.2,0.0003,0.08583984375,0.010171508
61440,30,638.8645833333334,695,88,-492.1385416666667,20.790569305419922,114.09721224904061,1520,-0.7929562112316489,-0.0028585960688360503,0.9097112938761711,0.2,0.0003,0.052197265625,0.007962398
63488,31,633.13,698,90,-485.2190000000001,32.25477600097656,165.10932074785234,1530,-0.7109067415818572,-0.0043274118303088475,0.8811450302600861,0.2,0.0003,0.096044921875,0.01174558
65536,32,628.67,703,93,-471.87450000000007,9.321575164794922,71.03799913749098,1540,-0.8311706095933914,-0.0021253075585264012,0.9426076710224152,0.2,0.0003,0.141943359375,0.011889333
67584,33,641.52,702,96,-470.29900000000004,30.620019912719727,79.68033335357904,1550,-0.7790960216894746,-0.003941569917515153,0.9278969019651413,0.2,0.0003,0.123291015625,0.009129418
69632,34,620.05,710,97,-450.11699999999996,1.2656776905059814,30.346643412671984,1560,-0.7198562467470765,-0.00337670712833642,0.9664038792252541,0.2,0.0003,0.196923828125,0.014838304
71680,35,618.24,715,100,-442.41299999999995,66.05175018310547,93.92533655613661,1570,-0.8190313762053847,-0.002285175219003577,0.9125703200697899,0.2,0.0003,0.088232421875,0.0070272586
73728,36,606.85,716,102,-428.29600000000005,114.15548706054688,101.64350484088064,1580,-0.7491328019648791,-0.0020591739215888084,0.8727628737688065,0.2,0.0003,0.0818359375,0.009343276
75776,37,603.02,719,105,-411.95849999999996,1.2010475397109985,23.568857328034937,1590,-0.6776013165712357,-0.0017606015273486264,0.962099976837635,0.2,0.0003,0.06953125,0.011614522
77824,38,594.9,720,108,-401.8425,40.83307647705078,68.70863702893257,1600,-0.7698987634852529,-0.003396342950873077,0.9365276247262955,0.2,0.0003,0.107763671875,0.010741334
79872,39,587.55,723,110,-385.11150000000004,72.2872314453125,66.9303104326129,1610,-0.7350842190906406,-0.004678981277174898,0.9453111700713634,0.2,0.0003,0.13095703125,0.02225998
81920,40,578.78,727,112,-369.8225,89.80858612060547,96.00215930789709,1620,-0.6482053447514773,-0.002494641303928802,0.933253712952137,0.2,0.0003,0.0876953125,0.009029296
83968,41,573.32,730,114,-363.1775,76.96993255615234,166.92964593172073,1630,-0.7099304305389523,-0.0016479522768349853,0.8750262334942818,0.2,0.0003,0.069873046875,0.0080468925
86016,42,554.96,734,117,-343.92,4.202897071838379,29.207429566513746,1640,-0.7051277568563818,-0.0014782577689402387,0.9605687148869038,0.2,0.0003,0.18759765625,0.013665088
88064,43,536.22,740,118,-328.35949999999997,26.733388900756836,124.53593745231629,1650,-0.7185352616012096,-0.004040269482356962,0.9143684282898903,0.2,0.0003,0.1080078125,0.010870665
90112,44,529.8,745,120,-316.55850000000004,29.704357147216797,133.12564744651317,1660,-0.7539501087740064,-0.002213646678137593,0.8818836212158203,0.2,0.0003,0.040869140625,0.0057539307
92160,45,513.44,748,123,-305.57,3.657338857650757,102.31050283610821,1670,-0.6540534460917116,-0.0012639777778531425,0.9278977811336517,0.2,0.0003,0.066259765625,0.020320078
94208,46,495.88,751,125,-290.1325,1.7073900699615479,76.80129357129336,1680,-0.6025444351136684,-0.0017591269890544936,0.940495278686285,0.2,0.0003,0.074072265625,0.010287798
96256,47,489.81,754,127,-280.82450000000006,38.62828826904297,71.10794000923633,1690,-0.6869617119431496,-0.0007382732466794551,0.9484644122421741,0.2,0.0003,0.061474609375,0.0062676994
98304,48,497.27,756,129,-275.9885,98.88357543945312,110.69061345160007,1700,-0.7649341233074665,-0.0027613069840299433,0.9251646474003792,0.2,0.0003,0.060498046875,0.00741202
100352,49,489.42,759,132,-272.7605000000001,35.94472885131836,26.09953226111829,1710,-0.5826909984461963,-0.0016788083674327936,0.9611130021512508,0.2,0.0003,0.146435546875,0.009833086
