rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss
492.25,40,94,81920,869,-81.463712,0.2,0.580063670873642,0.0052567814,83.33605985492468,0.0003,0.029541015625,-0.931991896033287,59.79469299316406,390,-0.0037484282514924417
510.11,41,98,83968,855,-77.88988709,0.2,0.815327987074852,0.008435214,37.14388107061386,0.0003,0.050634765625,-0.9779789736494422,9.015896797180176,400,-0.005256323105277261
526.54,42,101,86016,845,-76.18432851,0.2,0.7949899584054947,0.006190353,37.733654235303405,0.0003,0.0720703125,-0.9999700928106904,7.9996337890625,410,-0.0053819992681383155
543.28,43,105,88064,836,-73.32186691999999,0.2,0.7845349460840225,0.005767328,28.99359461814165,0.0003,0.0583984375,-1.0171790255233646,6.270139217376709,420,-0.0038349350055796095
559.01,44,109,90112,826,-71.18621673000001,0.2,0.856802299618721,0.005935322,23.91739605516195,0.0003,0.09580078125,-1.025744597427547,8.409777641296387,430,-0.004787044832482934
582.71,45,112,92160,821,-66.3430782,0.2,0.7256572842597961,0.0031441015,29.313610784709454,0.0003,0.049365234375,-0.9543338991701603,4.791093349456787,440,-0.002582840977993328
598.94,46,116,94208,810,-64.15343219,0.2,0.6207614243030548,0.003393698,71.8396324902773,0.0003,0.037939453125,-0.9594022698700428,10.6109037399292,450,-0.0015683045305195265
615.52,47,119,96256,805,-60.80316307999998,0.2,0.7147367000579834,0.008344095,35.09165616929531,0.0003,0.048876953125,-0.9805613046512007,5.878947734832764,460,-0.002900321515335236
631.14,48,124,98304,792,-57.43703372999998,0.2,0.6418642401695251,0.0056886906,31.44942119717598,0.0003,0.075830078125,-1.0093437688425184,2.3527731895446777,470,-0.0042096736389794385
646.83,49,127,100352,786,-54.59104108999999,0.2,0.696523129940033,0.007738916,36.00991552397609,0.0003,0.0939453125,-0.9733991581946612,3.5568337440490723,480,-0.005589193030027672
662.52,50,130,102400,784,-53.780362059999995,0.2,0.6469421088695526,0.0054030996,41.5230451837182,0.0003,0.0458984375,-0.936246008053422,5.6449503898620605,490,-0.0035855197886121458
676.55,51,133,104448,783,-53.1679852,0.2,0.78740294277668,0.010986666,19.003858644515276,0.0003,0.0916015625,-0.9669627333059907,1.2880911827087402,500,-0.0068433524429565296
684.1,52,137,106496,773,-51.819002520000005,0.2,0.41816240549087524,0.0038933968,87.54357876479625,0.0003,0.036376953125,-0.9513820990920067,8.347448348999023,510,-0.0034572999815281947
698.54,53,140,108544,771,-49.62720959999999,0.2,0.8251248300075531,0.0037764516,31.185571494698525,0.0003,0.037548828125,-0.946078153513372,2.9684934616088867,520,-0.0009045327831699978
717.77,54,144,110592,767,-45.37609352,0.2,0.8439818322658539,0.011927615,48.59141577109695,0.0003,0.11220703125,-0.9350630940869451,334.59527587890625,530,-0.004738631245709257
730.37,55,147,112640,766,-41.839054559999994,0.2,0.557549238204956,0.002897819,73.42797824963927,0.0003,0.019482421875,-0.868058729171753,3.4437408447265625,540,-0.0007430198005749844
735.29,56,150,114688,764,-40.52334164,0.2,0.7278331220149994,0.0044063833,61.79078862294555,0.0003,0.04609375,-0.859506893903017,18.314624786376953,550,-0.0011171488935360686
748.49,57,154,116736,753,-38.98316875,0.2,0.641914963722229,0.0064132754,34.361563597247006,0.0003,0.13134765625,-0.9798474313691259,4.008554458618164,560,-0.001705927313741995
753.64,58,159,118784,744,-36.26828758,0.2,0.7310289740562439,0.006348988,36.38478120230138,0.0003,0.04794921875,-0.9086328603327274,3.494504928588867,570,-0.0020387968485010787
761.68,59,163,120832,739,-37.73711702,0.2,0.7279620170593262,0.012030262,42.363641906902195,0.0003,0.11455078125,-0.9161202732473612,330.63458251953125,580,-0.005526055715017719
774.33,60,167,122880,735,-36.54681214,0.2,0.7139365971088409,0.005314666,47.22224316596985,0.0003,0.065576171875,-0.910790884308517,1.4449459314346313,590,-0.0023182878619991245
788.96,61,170,124928,731,-32.75307041000001,0.2,0.6437027454376221,0.00880734,80.88628005161881,0.0003,0.045654296875,-0.8966254368424416,2.658428907394409,600,-0.002303756371838972
802.43,62,174,126976,728,-32.041531930000005,0.2,0.7514307349920273,0.0077996026,68.32660716064274,0.0003,0.0494140625,-0.8570199141278863,3.6709177494049072,610,-0.0024491622476489282
817.11,63,178,129024,724,-30.252272440000006,0.2,0.8530091494321823,0.007242685,36.356791300699115,0.0003,0.07626953125,-0.8400907447561622,1.7804458141326904,620,-0.0006396829146979143
828.46,64,181,131072,720,-27.628933739999997,0.2,0.8423744738101959,0.0071303593,30.868445775285362,0.0003,0.06904296875,-0.885909834690392,1.7758748531341553,630,-0.004291216292040189
836.24,65,185,133120,716,-26.49404269,0.2,0.8456652909517288,0.0050491057,41.15500169172883,0.0003,0.044140625,-0.8584259644150734,1.2978705167770386,640,0.0007244924992846791
837.6,66,190,135168,711,-27.594968480000006,0.2,0.5417212545871735,0.0062385583,99.68610499352216,0.0003,0.04931640625,-0.7960340566933155,10.72802734375,650,-0.0013980299416289199
850.35,67,193,137216,709,-25.089150080000003,0.2,0.8357696384191513,0.0084738415,31.3433705708012,0.0003,0.06181640625,-0.8105935079976916,0.9418474435806274,660,-0.002589315281875315
864.02,68,196,139264,708,-23.109907800000002,0.2,0.8093356341123581,0.009341669,45.544296107813715,0.0003,0.074755859375,-0.7457862010225653,1.37293541431427,670,-0.003180208059347933
880.16,69,199,141312,709,-21.251943979999997,0.2,0.6722083389759064,0.0025641653,93.40619048513472,0.0003,0.020849609375,-0.8473114654421806,175.6482391357422,680,-0.0011858173256769078
877.78,70,202,143360,707,-19.742233400000003,0.2,0.7469599545001984,0.006484273,99.73079986609518,0.0003,0.0775390625,-0.807485475204885,1.9860332012176514,690,-0.0030036991884117015
875.84,71,205,145408,707,-19.476964480000003,0.2,0.6501406133174896,0.0020356134,143.02421383708716,0.0003,0.01416015625,-0.8023311618715525,78.813720703125,700,-0.0005663057083438617
877.7,72,208,147456,708,-14.59815701,0.2,0.6465875804424286,0.01690405,132.82348784804344,0.0003,0.07705078125,-0.7349447192624211,38.978492736816406,710,-0.0036189205522532573
874.82,73,211,149504,707,-11.48212087,0.2,0.7510431259870529,0.003862542,144.07994849681853,0.0003,0.02724609375,-0.7820102771744132,354.5369873046875,720,-0.0015097920928383245
876.01,74,213,151552,709,-5.349208160000001,0.2,0.6889199912548065,0.003979231,151.73907129466534,0.0003,0.05107421875,-0.7871870495378971,272.25152587890625,730,-0.0036913922667736188
880.18,75,216,153600,710,-0.4283742500000005,0.2,0.567318320274353,0.0028193176,154.3984498798847,0.0003,0.01083984375,-0.8189679870381952,80.13602447509766,740,-0.0014661299370345659
879.92,76,219,155648,709,3.3895625599999977,0.2,0.6246461570262909,0.006762081,115.28030800670385,0.0003,0.0548828125,-0.6853488327935338,6.564075946807861,750,-0.004693217351450585
868.08,77,222,157696,710,5.600493299999999,0.2,0.5551275014877319,0.0063691437,100.65819439888,0.0003,0.042724609375,-0.826036268286407,16.482921600341797,760,-0.0013200110257457708
871.21,78,224,159744,711,7.209594820000001,0.2,0.5216602385044098,0.0032942132,190.90412586331368,0.0003,0.033447265625,-0.693085222132504,56.99726867675781,770,-0.0028573935054737377
862.14,79,227,161792,712,8.528305730000001,0.2,0.19434112310409546,0.003634491,34.3548569586128,0.0003,0.082177734375,-0.686560358479619,1.4064751863479614,780,3.5939901135861876e-05
850.58,80,229,163840,713,9.812613099999998,0.2,0.41257351636886597,0.0049543525,92.76935201585293,0.0003,0.0361328125,-0.7394518407061696,14.171441078186035,790,-0.00041633927685325034
832.39,81,232,165888,714,13.508308199999997,0.2,0.15702098608016968,0.0033105558,177.80780083984138,0.0003,0.042919921875,-0.822638969309628,11.086494445800781,800,-0.0029548051461461
815.75,82,235,167936,713,14.722817929999998,0.2,0.6158096790313721,0.006729681,117.5170022726059,0.0003,0.068896484375,-0.7867779219523072,8.438232421875,810,-0.006059274593098962
802.94,83,237,169984,715,15.595440219999999,0.2,0.4163171052932739,0.0031178254,199.97097964286803,0.0003,0.042822265625,-0.8659547239542007,70.26298522949219,820,-0.0019694743503350766
795.91,84,240,172032,716,17.58644849,0.2,0.5113205015659332,0.0041045714,156.41657814979553,0.0003,0.0212890625,-0.8016180623322725,149.96914672851562,830,-0.001903308455075603
776.53,85,242,174080,717,18.97365671,0.2,0.5916790664196014,0.011988648,88.54146168529988,0.0003,0.07763671875,-0.7474102357402443,16.07994270324707,840,-0.002127460478368448
758.57,86,245,176128,718,22.920807849999996,0.2,0.4849494695663452,0.0037678056,160.12050973176957,0.0003,0.024267578125,-0.8378894537687301,121.19659423828125,850,-0.0022715277700626757
737.89,87,247,178176,720,22.33045601,0.2,0.5411609411239624,0.0038665745,124.5660682529211,0.0003,0.056103515625,-0.8263324782252311,21.253103256225586,860,-0.0022885701084305763
722.83,88,250,180224,720,23.57671782,0.2,0.34904301166534424,0.004420994,222.2722327709198,0.0003,0.024072265625,-0.8210973931476474,47.61424255371094,870,-0.002001699825632386
718.14,89,252,182272,720,24.189211070000002,0.2,0.44993317127227783,0.0036108973,194.36484205424784,0.0003,0.03603515625,-0.6753347830846905,5.902859210968018,880,-0.0046986357599962504
718.13,90,256,184320,719,25.157429569999998,0.2,0.6107854843139648,0.009199843,80.53098433315753,0.0003,0.058544921875,-0.7918607790023089,13.70031452178955,890,-0.000925303255644394
713.2,91,259,186368,718,24.523103719999998,0.2,0.3555682301521301,0.0066728652,43.84587571769953,0.0003,0.102880859375,-0.6759405443444848,30.51683807373047,900,-0.001837493996572448
707.58,92,261,188416,719,26.122794850000002,0.2,0.26448655128479004,0.004637056,138.48342773541808,0.0003,0.06025390625,-0.7794053692370653,118.23695373535156,910,-0.001154864976706449
690.56,93,264,190464,721,32.15391619,0.2,0.700536459684372,0.0059637567,76.38396318852901,0.0003,0.05009765625,-0.7629605766385794,12.756902694702148,920,-0.003913394431583584
673.16,94,266,192512,721,33.276048149999994,0.2,0.6655754446983337,0.004764677,116.02270223200321,0.0003,0.067431640625,-0.8148189850151539,11.203322410583496,930,-0.0018879605770052877
656.2,95,269,194560,722,37.309790199999995,0.2,0.5081468522548676,0.005142336,175.5638258099556,0.0003,0.044140625,-0.7376406783238053,46.200138092041016,940,-0.0018169524453696794
648.03,96,271,196608,724,40.04922974999999,0.2,0.6377309858798981,0.0054528373,101.2808466091752,0.0003,0.0328125,-0.7087563708424568,14.71729564666748,950,-0.0009701293711259495
633.46,97,274,198656,724,42.303839059999994,0.2,0.6593944132328033,0.0057379184,126.5739773362875,0.0003,0.0470703125,-0.7621696410700679,46.32817840576172,960,-0.0015584156368277035
620.45,98,277,200704,724,44.664961180000006,0.2,0.6876085102558136,0.004946462,106.17597222179174,0.0003,0.082666015625,-0.7226623982191086,9.77138900756836,970,-0.0032469923247845146
611.7,99,279,202752,725,49.27631098,0.2,0.5619780719280243,0.0046002455,79.79669853597879,0.0003,0.03779296875,-0.7104484129697084,17.848604202270508,980,-0.00276463615555258
600.05,100,282,204800,726,50.40167809,0.2,0.44717955589294434,0.0059774155,187.83341965973378,0.0003,0.0494140625,-0.7598623430356384,18.819499969482422,990,-0.0016485299252963158
596.8,101,284,206848,727,56.33950075,0.2,0.5509899854660034,0.0035655303,188.174466496706,0.0003,0.03935546875,-0.7550171326845885,168.15481567382812,1000,-0.0015472651088202839
596.22,102,287,208896,727,55.32717730999999,0.2,0.6189302504062653,0.008981216,114.72801406532525,0.0003,0.128173828125,-0.8082282556220889,8.025918960571289,1010,-0.003162406229239423
589.37,103,289,210944,728,56.376166860000005,0.2,0.5185506939888,0.0053452263,128.257694170624,0.0003,0.0767578125,-0.7911906953901052,61.7135124206543,1020,-0.0006008298056258355
590.82,104,291,212992,729,55.10848192999999,0.2,0.5964094996452332,0.0046724407,185.60536723583937,0.0003,0.026171875,-0.7560883414000272,33.59291458129883,1030,-0.0001316970869083889
587.5,105,294,215040,730,54.34606973999998,0.2,0.691332072019577,0.0050700908,54.809996355324984,0.0003,0.06875,-0.6388909049332142,12.169356346130371,1040,-0.0019198342954041437
572.58,106,296,217088,731,56.57598186999999,0.2,0.40904319286346436,0.006110844,213.10561129897832,0.0003,0.038330078125,-0.773736028559506,24.607595443725586,1050,-0.0009675285087723751
565.73,107,299,219136,732,60.226610769999986,0.2,0.49930691719055176,0.0049482593,101.36903714388609,0.0003,0.06357421875,-0.7597585611045361,11.152963638305664,1060,-0.0011303668128675782
561.98,108,301,221184,733,55.38726162,0.2,0.6083764731884003,0.0037900233,103.8162759527564,0.0003,0.049658203125,-0.7508052220568061,359.2193298339844,1070,-0.00297297327342676
557.38,109,303,223232,735,55.38706322,0.2,0.3623955249786377,0.002312794,198.97685325741767,0.0003,0.04482421875,-0.7680122928693891,14.892115592956543,1080,-0.0008394947581109591
552.56,110,306,225280,735,58.05046981999999,0.2,0.5898887515068054,0.007265877,122.28875669240952,0.0003,0.087060546875,-0.7324844768270851,3.810295820236206,1090,-0.0038321064159390515
550.54,111,308,227328,735,57.76225484,0.2,0.6067896485328674,0.0037742238,166.9527180299163,0.0003,0.0263671875,-0.7739497140049935,142.3072967529297,1100,-0.0011718567096977496
554.86,112,311,229376,736,56.42550694,0.2,0.7132909595966339,0.002928877,174.88152208328248,0.0003,0.10869140625,-0.7225707156583667,99.92805480957031,1110,-0.0017775108721252765
554.54,113,314,231424,736,56.343065399999986,0.2,0.8353604525327682,0.009695392,62.88429982215166,0.0003,0.1134765625,-0.7069739120081067,3.256068706512451,1120,-0.003843807039083913
558.41,114,316,233472,737,63.23766282999999,0.2,0.7703616768121719,0.0074636396,79.02072139829397,0.0003,0.07841796875,-0.775665327347815,7.78344202041626,1130,-0.002542565362455207
563.71,115,319,235520,738,64.85566569,0.2,0.7642463743686676,0.0051692794,97.93898904025555,0.0003,0.061669921875,-0.7250503476709127,10.799005508422852,1140,-0.001873636907112086
558.31,116,321,237568,739,62.892341240000015,0.2,0.5505549311637878,0.008442005,75.26087933331728,0.0003,0.119677734375,-0.6726010179147124,139.25521850585938,1150,-0.006887240285868757
542.46,117,323,239616,739,64.20552999,0.2,0.5851919054985046,0.0056598093,184.03646916747093,0.0003,0.056982421875,-0.7499200323596596,15.174848556518555,1160,-0.002408048262441298
536.42,118,326,241664,739,65.26382953000001,0.2,0.4940357804298401,0.00518357,164.54871250540018,0.0003,0.064990234375,-0.7475821126252413,15.231167793273926,1170,-0.00174697687580192
542.6,119,329,243712,739,63.352492420000004,0.2,0.74821737408638,0.008552495,61.93634191378951,0.0003,0.08017578125,-0.6852751633152365,9.568692207336426,1180,-0.0007115092004823965
546.83,120,332,245760,738,62.65658777000001,0.2,0.751146525144577,0.008018395,84.0950579330325,0.0003,0.06240234375,-0.7287548616528511,7.606891632080078,1190,-0.0029670979427464774
546.14,121,335,247808,739,65.19268383000001,0.2,0.7926736325025558,0.0057859896,75.33083165436983,0.0003,0.052490234375,-0.7153916707262397,3.5113306045532227,1200,-0.001616279638983542
543.72,122,337,249856,739,65.39101428,0.2,0.7444420158863068,0.008216556,75.20549263879657,0.0003,0.093994140625,-0.7857340037822723,4.7597126960754395,1210,-0.0022681761627609378
535.46,123,340,251904,740,61.05365210000001,0.2,0.4562280774116516,0.0047891834,188.00716934353113,0.0003,0.05673828125,-0.7061368333175778,4.030630111694336,1220,-0.004349347949755611
567.0,1,2,2048,906,-273.594428,0.2,0.6007764339447021,0.007884141,191.66104334294795,0.0003,0.0599609375,-0.7235226694494485,40.3753547668457,1230,-0.0018253950893267756
519.6666666666666,2,5,4096,817,-318.7249126666666,0.2,0.700866311788559,0.005220864,95.94666959941387,0.0003,0.04638671875,-0.7690104294568301,7.889423847198486,1240,-0.001213077969805454
547.0909090909091,3,7,6144,831,-305.07931227272724,0.2,0.565093070268631,0.0046640933,149.3428388863802,0.0003,0.058251953125,-0.6267202750779688,8.575554847717285,1250,-0.0018406615730782506
540.0666666666667,4,9,8192,836,-319.8433556,0.2,0.7799536436796188,0.006179957,138.7678622573614,0.0003,0.042529296875,-0.6813569655641913,9.746445655822754,1260,-0.002926619008212583
525.8421052631579,5,12,10240,842,-337.18453878947366,0.2,0.8279410600662231,0.0045065004,130.0865994334221,0.0003,0.042822265625,-0.7521485554054379,35.81718826293945,1270,-0.0032675184855179397
523.8636363636364,6,14,12288,836,-327.8125447727273,0.2,0.6419874131679535,0.0060585737,148.82076110243798,0.0003,0.069921875,-0.712760609574616,17.73503303527832,1280,-0.0026994495943654328
536.0384615384615,7,17,14336,833,-325.79032938461535,0.2,0.7492798566818237,0.007878002,134.24883419573308,0.0003,0.0818359375,-0.6829745773226022,63.67698669433594,1290,-0.002864725720792194
541.5333333333333,8,20,16384,817,-326.6171967333333,0.2,0.7626690119504929,0.005044977,124.12137195765972,0.0003,0.020849609375,-0.6959026420488954,15.934486389160156,1300,-0.0006445182021707297
532.2941176470588,9,22,18432,818,-319.87406400000003,0.2,0.8369560539722443,0.0055707786,120.98549219667912,0.0003,0.049072265625,-0.6871870281174779,245.34030151367188,1310,-0.0017948660839465446
522.0769230769231,10,24,20480,826,-333.441931,0.2,0.89617570489645,0.005462799,98.25525596290827,0.0003,0.04560546875,-0.700614707544446,16.680309295654297,1320,-0.002255776906531537
520.2790697674419,11,26,22528,836,-328.15361102325585,0.2,0.6325984597206116,0.004261531,256.95037584900854,0.0003,0.05478515625,-0.7352339923381805,36.59965133666992,1330,-0.0030572827308787964
514.7391304347826,12,29,24576,830,-324.2004459565218,0.2,0.8494101762771606,0.008353262,142.17597877681254,0.0003,0.045166015625,-0.6889783686026931,294.66131591796875,1340,-0.0048700579151045535
524.265306122449,13,32,26624,824,-321.9026215102041,0.2,0.9133069664239883,0.0034701973,77.11297249794006,0.0003,0.026123046875,-0.5566230074502527,8.33301067352295,1350,-0.0014348708718898706
537.6603773584906,14,34,28672,821,-326.78857235849057,0.2,0.9078340530395508,0.013046511,77.35941130444408,0.0003,0.090185546875,-0.6701790787279606,10.258170127868652,1360,0.00041790640316321517
532.4561403508771,15,37,30720,826,-321.7345125438597,0.2,0.8286714553833008,0.014157923,121.86146005317569,0.0003,0.089697265625,-0.6332402065396309,72.59829711914062,1370,-0.00016064914889284408
526.7096774193549,16,39,32768,830,-317.43237203225806,0.2,0.9054523780941963,0.0057345587,103.1368768274784,0.0003,0.075390625,-0.7567332478240132,334.77276611328125,1380,-0.000834801109158434
523.2878787878788,17,41,34816,834,-314.1138893030303,0.2,0.9345285445451736,0.006881941,106.83410303294659,0.0003,0.0900390625,-0.6953240863978862,13.944375038146973,1390,-0.0037527549822698346
526.3285714285714,18,44,36864,827,-312.64308671428574,0.2,0.9502865448594093,0.0077426303,89.38508630394935,0.0003,0.106884765625,-0.6942969147115946,357.98699951171875,1400,-0.0033151681047456803
522.3783783783783,19,46,38912,832,-314.41531393243247,0.2,0.9369646906852722,0.016090821,86.86894350796938,0.0003,0.061767578125,-0.5937183479778468,3.932023525238037,1410,-0.0018024628952844068
518.4810126582279,20,49,40960,832,-310.75295627848107,0.2,0.8922495394945145,0.005847483,114.47738575488329,0.0003,0.056689453125,-0.6898371456190944,308.5322570800781,1420,-0.0032816591068694835
514.6746987951807,21,51,43008,836,-307.7049721686747,0.2,0.9639040715992451,0.0064222245,76.87864346951247,0.0003,0.073046875,-0.7097875073552131,6.702079772949219,1430,-0.0007877639563957928
512.7471264367816,22,53,45056,836,-310.06808732183913,0.2,0.9485762119293213,0.008336621,100.9885003902018,0.0003,0.1068359375,-0.7182903971523047,3.8573572635650635,1440,-0.0028747733667842112
511.2282608695652,23,56,47104,836,-307.92654025,0.2,0.8946064189076424,0.003537629,168.11919952780008,0.0003,0.053515625,-0.7266790861263871,8.628361701965332,1450,-0.00026443044662300964
509.28125,24,58,49152,838,-309.15934001041666,0.2,0.9346268624067307,0.01197671,123.91612587720155,0.0003,0.086865234375,-0.6865251252427698,4.886409282684326,1460,-0.001567306859215023
503.67,25,60,51200,841,-313.80813702,0.2,0.8976804912090302,0.0046251602,166.72588182985783,0.0003,0.071435546875,-0.7455642394721508,79.43639373779297,1470,-0.0014486298698102474
500.05,26,63,53248,842,-311.02127432000003,0.2,0.7119755446910858,0.0030915285,270.6879387557507,0.0003,0.030712890625,-0.7532388797029853,55.80984115600586,1480,-0.0029074244128423745
