time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/n_updates,train/value_loss,train/std,train/clip_fraction,train/clip_range,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/loss,train/policy_gradient_loss
468,245760,725.44,524,120,0.971661139999999,1190,72.33452158421278,0.5381535887718201,0.064599609375,0.2,-1.5985820349305868,0.0058068447,0.0003,0.7656347006559372,5.821939945220947,-0.0002058041929558385
472,247808,725.71,524,121,-0.5152945299999981,1200,82.27620544210076,0.5397472381591797,0.05126953125,0.2,-1.6029375102370977,0.0046738996,0.0003,0.8465686589479446,30.692419052124023,-0.0032417386006272863
476,249856,725.71,524,122,-1.8731209299999996,1210,37.26733097359538,0.5387200117111206,0.089794921875,0.2,-1.601819407567382,0.008729043,0.0003,0.909435398876667,4.177425384521484,-0.0018006381924351444
481,251904,732.34,523,123,0.31997157999999765,1220,26.999099211394785,0.5411573052406311,0.124267578125,0.2,-1.602986140549183,0.011623006,0.0003,0.8961937725543976,0.7941815853118896,0.0008053286874201149
3,2048,619.0,562,1,-139.28573749999998,1230,49.96134443040937,0.534838080406189,0.099169921875,0.2,-1.599723745882511,0.011365454,0.0003,0.8566941171884537,3.3294994831085205,-0.0008576270527555607
6,4096,671.5,596,2,-114.42706466666665,1240,68.53217824175954,0.5372779965400696,0.055126953125,0.2,-1.5897573549300432,0.0052599446,0.0003,0.8141871243715286,12.591806411743164,-0.001321633423503954
9,6144,689.625,635,3,-144.68864675,1250,101.47764383256435,0.537329912185669,0.03759765625,0.2,-1.5951816376298666,0.0030824663,0.0003,0.7385731339454651,31.214618682861328,-0.0023684703475737477
12,8192,719.6363636363636,635,4,-140.52694490909093,1260,40.686219456791875,0.5313628911972046,0.084228515625,0.2,-1.5829534094780684,0.008084698,0.0003,0.8927346989512444,2.0167624950408936,-0.003334030207770411
16,10240,723.7857142857143,606,5,-119.26109400000003,1270,42.742087876796724,0.5272469520568848,0.06181640625,0.2,-1.56341388002038,0.0062231068,0.0003,0.9021637663245201,7.615732192993164,-0.004109030813560821
20,12288,696.5294117647059,595,6,-107.96550858823528,1280,144.62683621942998,0.5247186422348022,0.044189453125,0.2,-1.5511901777237653,0.003794598,0.0003,0.7918914258480072,94.01112365722656,-0.0023063355285557917
24,14336,722.3157894736842,596,7,-108.5067889473684,1290,108.13072221726179,0.5236085057258606,0.0853515625,0.2,-1.5447784706950187,0.006097902,0.0003,0.7124152481555939,26.497453689575195,-0.0010972018048050814
29,16384,748.7619047619048,548,8,-111.60895223809523,1300,50.57458867579699,0.5207744836807251,0.082666015625,0.2,-1.535925829410553,0.01221427,0.0003,0.8768207728862762,16.649295806884766,0.0022858333119074813
33,18432,770.6086956521739,545,9,-110.00321152173915,1310,28.513047063350676,0.5169901847839355,0.116943359375,0.2,-1.523464994877577,0.010822018,0.0003,0.8909837976098061,65.57557678222656,-0.00390360856326879
38,20480,779.28,527,10,-104.0071688,1320,48.26303691193461,0.5146697759628296,0.09130859375,0.2,-1.5146085120737554,0.007777002,0.0003,0.869846299290657,15.904803276062012,0.00010796584247145802
