time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction
116,631.03,133,237568,40.78846749,1775,-0.6581764947623014,-0.002396810151913087,104.75303957015277,1150,5.305371284484863,0.2,0.0003,0.007564307,0.7204885482788086,0.138623046875
117,632.34,134,239616,39.604561790000005,1778,-0.724324127100408,-0.005579983698771685,137.0377370864153,1160,10.309943199157715,0.2,0.0003,0.0075392355,0.7133342921733856,0.06484375
118,635.67,135,241664,40.05047682,1781,-0.6468857480213046,-0.0005330768442945554,44.424992088228464,1170,6.2197980880737305,0.2,0.0003,0.0020604683,0.7022442817687988,0.032177734375
119,632.71,136,243712,40.36984847000001,1784,-0.6084418181329966,-0.0028338969466858545,86.42862822636963,1180,2.266441822052002,0.2,0.0003,0.0048904587,0.49669671058654785,0.058740234375
120,636.81,137,245760,37.4673781,1786,-0.7050016893073916,-0.0013832124925102108,173.66366749554874,1190,366.5829772949219,0.2,0.0003,0.0028965157,0.5157551467418671,0.043017578125
121,638.1,138,247808,39.11665245,1789,-0.6844558876007796,-0.0013394331821473316,169.02725012004376,1200,25.69607162475586,0.2,0.0003,0.003942504,0.5125774145126343,0.041455078125
122,642.59,139,249856,40.95938788,1792,-0.6694647809490561,-0.0013972746557556093,118.06389090716839,1210,7.345701694488525,0.2,0.0003,0.006064523,0.5659080743789673,0.063818359375
123,641.19,140,251904,38.61229115,1795,-0.7137301797047257,-0.0035774519834376405,117.59596212506294,1220,71.69096374511719,0.2,0.0003,0.014161898,0.5007903575897217,0.144970703125
1,660.6666666666666,889,2048,-328.5387196666666,2,-0.7109506936743856,-0.003486628350947285,117.63790655732154,1230,77.62814331054688,0.2,0.0003,0.0075661503,0.5569911003112793,0.097265625
2,637.6,896,4096,-347.0119982,4,-0.627932452224195,-0.0012141214800067246,133.00924437642098,1240,6.235619068145752,0.2,0.0003,0.013628003,0.6812505722045898,0.066650390625
3,646.6666666666666,887,6144,-412.78944177777777,6,-0.6718741338700056,-0.0021080666469060817,104.87226464450359,1250,16.199987411499023,0.2,0.0003,0.00519631,0.7474046647548676,0.047509765625
4,655.5833333333334,834,8192,-421.78146124999995,9,-0.6984708189964295,-0.003872035313543165,162.05932277143,1260,79.64315032958984,0.2,0.0003,0.006030957,0.6169017553329468,0.051123046875
5,658.0,815,10240,-436.3850177333333,12,-0.6812560955062509,-0.0038011924021702725,149.8339576497674,1270,22.271818161010742,0.2,0.0003,0.014915076,0.6528305411338806,0.100341796875
6,661.8888888888889,793,12288,-424.77305105555547,15,-0.6810781268402935,-0.0018654543520824518,113.63042950332165,1280,49.010257720947266,0.2,0.0003,0.008022385,0.7895330935716629,0.07509765625
7,671.9047619047619,798,14336,-424.29658771428575,17,-0.6665060449391603,-0.004700206810230157,122.24058547914028,1290,65.88099670410156,0.2,0.0003,0.014368312,0.8431051075458527,0.05771484375
8,680.0833333333334,784,16384,-437.517578,20,-0.6337957127951086,-0.004951374723168556,139.59401860237122,1300,58.7204475402832,0.2,0.0003,0.008930551,0.7837389558553696,0.0888671875
9,664.2962962962963,782,18432,-427.78903225925933,23,-0.7368017487227917,-0.002821823053091066,127.4015883371234,1310,41.96611022949219,0.2,0.0003,0.007168017,0.8108969926834106,0.062060546875
10,664.2,776,20480,-424.3448777000001,26,-0.7379722675308585,-0.0019239464003476315,136.5058784097433,1320,20.473033905029297,0.2,0.0003,0.006058193,0.7676826864480972,0.061962890625
11,665.969696969697,767,22528,-430.1112685151515,29,-0.7080789586529136,-0.006206094599474454,127.01811339259147,1330,23.14519500732422,0.2,0.0003,0.00882476,0.8580842018127441,0.0623046875
12,660.8648648648649,773,24576,-432.03797245945947,31,-0.7132994735613465,-0.00036096295589231885,77.03624896109105,1340,12.1796236038208,0.2,0.0003,0.0039226715,0.9430341720581055,0.125439453125
13,653.55,785,26624,-439.9626559750001,33,-0.647861854173243,-0.002768569954787381,117.35978268235922,1350,24.921689987182617,0.2,0.0003,0.007841417,0.9369413778185844,0.09501953125
14,656.4186046511628,783,28672,-432.2789418372093,36,-0.7335653139278293,-0.0018232912883831887,216.13314248025418,1360,149.60841369628906,0.2,0.0003,0.0052962545,0.6852119565010071,0.072607421875
15,650.3617021276596,782,30720,-439.5152596808511,39,-0.6680473536252975,-0.0006529587193654151,88.4735134139657,1370,4.99948263168335,0.2,0.0003,0.004496466,0.9033425971865654,0.033837890625
16,645.42,783,32768,-439.48225632000003,41,-0.7125879477709531,-0.0022523787920363247,127.36699338853359,1380,52.13829803466797,0.2,0.0003,0.007152599,0.9000637084245682,0.075146484375
17,640.2830188679245,780,34816,-433.50359747169813,44,-0.7029851000756026,-0.0040376848934101876,87.29615628123284,1390,13.78439998626709,0.2,0.0003,0.0059176665,0.9018166363239288,0.072705078125
18,634.2631578947369,785,36864,-432.5492463508772,46,-0.6841735230758786,-0.0022601823548029643,118.90127259790897,1400,28.25334358215332,0.2,0.0003,0.0064778263,0.9181753545999527,0.047900390625
19,637.1833333333333,782,38912,-427.55056203333334,49,-0.6616371508687735,-0.0044269845588132736,98.13099945783615,1410,6.831634044647217,0.2,0.0003,0.009047983,0.906978189945221,0.121044921875
20,646.5396825396825,779,40960,-431.1291441587302,52,-0.6693801958113909,-0.006510403654829133,74.19460483938455,1420,24.201093673706055,0.2,0.0003,0.0076519605,0.9491462782025337,0.0908203125
21,637.6865671641791,779,43008,-428.40507971641796,55,-0.6665972750633955,-0.00020989951663068495,127.99025936126709,1430,70.81631469726562,0.2,0.0003,0.0060826335,0.9162751138210297,0.060498046875
22,632.1971830985915,779,45056,-422.1846292535211,57,-0.6681852884590626,-0.0023631560030480613,182.58051342368125,1440,100.56578063964844,0.2,0.0003,0.005006386,0.8054181933403015,0.05263671875
23,630.6081081081081,782,47104,-424.77687414864863,60,-0.6523033183068037,-0.002548516180831939,129.4231040418148,1450,39.608253479003906,0.2,0.0003,0.0036992491,0.9177883639931679,0.036328125
24,631.4155844155844,780,49152,-424.0019482337662,62,-0.757866607606411,-0.0038182169613719453,108.26845069229603,1460,20.017263412475586,0.2,0.0003,0.01407446,0.7990022003650665,0.077880859375
25,623.9878048780488,780,51200,-425.3802254268293,65,-0.650887725688517,-0.0026345470498199573,128.72530953288077,1470,43.80706024169922,0.2,0.0003,0.00639067,0.8983402028679848,0.057958984375
26,621.4588235294118,785,53248,-425.20111238823534,67,-0.6854638455435633,-0.0019661668098706286,240.57247341275215,1480,179.96072387695312,0.2,0.0003,0.0051937643,0.653343677520752,0.03564453125
