time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/loss,train/learning_rate,train/clip_range,train/value_loss,train/entropy_loss
35,883,453.51,81,-80.47552728,71680,0.008592537,340,0.5236608982086182,0.071533203125,-0.006252788276469801,32.439231872558594,0.0003,0.2,109.56754808425903,-1.0050014993175864
36,877,467.42,84,-80.63853076000001,73728,0.006053663,350,0.3706248998641968,0.055322265625,-0.003559725030572736,67.55956268310547,0.0003,0.2,224.5515080690384,-0.9956060353666544
37,872,481.25,86,-78.41921458,75776,0.0066573964,360,0.3456152081489563,0.03779296875,-0.00450165167421801,74.69163513183594,0.0003,0.2,228.37454956769943,-0.9769530037418008
38,867,497.51,89,-77.02733228,77824,0.008995387,370,0.42461609840393066,0.129541015625,-0.009690336311177817,26.578899383544922,0.0003,0.2,113.26850735545159,-0.9720672843977809
39,858,511.31,93,-76.20566436999998,79872,0.0072841626,380,0.6576985418796539,0.06708984375,-0.006054733667042456,86.98966217041016,0.0003,0.2,174.09888746738434,-0.9244341392070055
40,843,527.91,97,-71.30352332000001,81920,0.006458577,390,0.7926672548055649,0.100830078125,-0.005359496468736324,368.3240051269531,0.0003,0.2,78.52796283662319,-0.9756444921717048
41,836,544.76,100,-71.11331233999998,83968,0.00452479,400,0.7022659480571747,0.06591796875,-0.007808002001183922,11.593965530395508,0.0003,0.2,63.534547579288486,-0.9382543152198195
42,821,562.58,104,-68.01842914,86016,0.0051611513,410,0.7804645746946335,0.047314453125,-0.0041376936926099004,13.589414596557617,0.0003,0.2,51.54981674849987,-0.9429687093943357
43,810,578.91,108,-64.51710544000001,88064,0.017621595,420,0.8313985168933868,0.121728515625,-0.005582336854422465,5.899585723876953,0.0003,0.2,34.86732644736767,-0.9045623868703843
44,806,595.36,111,-62.27338702,90112,0.006180621,430,0.5840201377868652,0.0603515625,-0.00502784652489936,9.3720064163208,0.0003,0.2,132.56622899770736,-0.8205662596970796
45,801,602.2,114,-61.571260409999994,92160,0.010930704,440,0.829831600189209,0.1455078125,-0.005792849303543335,7.862497329711914,0.0003,0.2,40.24961241781712,-0.830357875674963
46,797,605.78,118,-59.043560089999986,94208,0.008210089,450,0.37386077642440796,0.070556640625,-0.006624022874893854,6.532449722290039,0.0003,0.2,136.82394410073758,-0.9367338366806507
47,797,612.15,120,-52.543376249999994,96256,0.010226251,460,0.5875681936740875,0.07529296875,-0.007032056219759397,20.90770721435547,0.0003,0.2,89.0273498043418,-0.8644505456089974
48,795,628.26,123,-47.340824579999996,98304,0.004400537,470,0.24191147089004517,0.01796875,-0.00304071454811492,132.07354736328125,0.0003,0.2,264.7502057135105,-0.8209375858306884
49,795,632.24,126,-41.150211960000014,100352,0.008566823,480,0.10440933704376221,0.064453125,-0.0029999373502505476,20.640453338623047,0.0003,0.2,207.14409203231335,-0.8782480720430612
50,794,632.23,128,-35.2280065,102400,0.010099236,490,0.17173272371292114,0.087109375,-0.0030279467668151484,56.03486251831055,0.0003,0.2,108.75562409460545,-0.9235003180801868
51,795,646.43,131,-28.61667332,104448,0.008816469,500,0.3328796625137329,0.098583984375,-0.006200638797599823,22.155864715576172,0.0003,0.2,150.30537224411964,-0.8718336269259452
52,794,647.99,134,-25.349262069999995,106496,0.005830763,510,0.11784648895263672,0.043603515625,-0.0034495737512770575,78.00869750976562,0.0003,0.2,318.1792959928513,-0.7959684442728758
53,796,654.38,136,-19.663218060000005,108544,0.004214829,520,0.19174063205718994,0.02333984375,-0.0053345891436038075,133.8211669921875,0.0003,0.2,154.6886594235897,-0.9083132503554225
54,793,650.96,139,-15.93760426,110592,0.0029275632,530,0.41448020935058594,0.030126953125,-0.003742100556701189,64.82146453857422,0.0003,0.2,214.2911844909191,-0.7938161825761199
55,794,661.56,141,-8.01651871,112640,0.0055834507,540,0.5097038745880127,0.072216796875,-0.003459621898946352,16.039684295654297,0.0003,0.2,84.91683225184678,-0.928288015909493
56,789,667.47,145,-4.06084453,114688,0.005645792,550,0.4508032202720642,0.06103515625,-0.0032217294196016156,14.190115928649902,0.0003,0.2,102.62436313331128,-0.8680014457553625
57,792,670.61,147,2.224723210000001,116736,0.004728116,560,0.29797494411468506,0.026123046875,-0.003860829932091292,247.13462829589844,0.0003,0.2,203.80742301940919,-0.8278332127258181
58,794,668.47,149,5.366733780000001,118784,0.0042783236,570,0.5945342183113098,0.036376953125,-0.002074972311675083,43.34999465942383,0.0003,0.2,96.41213722527027,-0.7909438164904714
59,793,679.83,152,17.28275559,120832,0.0049906587,580,0.5272578597068787,0.050146484375,-0.00511364275298547,34.504844665527344,0.0003,0.2,175.7434285700321,-0.8759940188378096
60,794,677.94,154,21.454946270000004,122880,0.0026521129,590,0.4803791046142578,0.02275390625,-0.002394886855472578,34.3225212097168,0.0003,0.2,140.20681591629983,-0.7615763308480382
61,794,682.93,157,26.857731540000003,124928,0.0046431893,600,0.5395933389663696,0.080908203125,-0.004822713689645752,15.357722282409668,0.0003,0.2,106.50418919920921,-0.9236933272331953
62,797,672.49,159,30.57924213999999,126976,0.003019048,610,0.6270771026611328,0.0279296875,-0.003350423757365206,29.74172019958496,0.0003,0.2,119.38425953090191,-0.749291373603046
63,798,649.96,161,31.760219739999993,129024,0.0029929737,620,0.17388218641281128,0.01513671875,-0.0017483349540270865,200.49160766601562,0.0003,0.2,362.724969547987,-0.9083552306517959
64,799,639.2,163,38.328231839999994,131072,0.0058959494,630,0.5504995882511139,0.028173828125,-0.002719683606119361,26.631807327270508,0.0003,0.2,191.42654460668564,-0.8181604158133269
65,799,624.23,166,42.24136031,133120,0.004264305,640,0.28449535369873047,0.034765625,-0.00267498669672932,224.71737670898438,0.0003,0.2,186.11195576637982,-0.9165093550458551
66,800,614.76,168,51.76913898000001,135168,0.0040259645,650,0.43771660327911377,0.043505859375,-0.003929185099696042,28.959848403930664,0.0003,0.2,118.28261362910271,-0.785013003833592
67,801,589.65,171,56.366698219999996,137216,0.0056543564,660,0.5782552659511566,0.078955078125,-0.002511824115936179,9.019905090332031,0.0003,0.2,148.7663859218359,-0.7933629784733057
68,801,568.46,173,58.373659339999996,139264,0.00523322,670,0.5311876535415649,0.060009765625,-0.01092758430786489,19.34044075012207,0.0003,0.2,185.04499673843384,-0.8650072570890188
69,802,551.77,176,58.45476217000001,141312,0.0031208494,680,0.6172512173652649,0.0248046875,-0.003039031340449583,396.6795959472656,0.0003,0.2,157.11442509293556,-0.7418995663523674
70,804,529.12,178,64.14415535,143360,0.008067694,690,0.31714189052581787,0.053466796875,-0.004565928732336033,92.86381530761719,0.0003,0.2,186.79754927158356,-0.7117967002093792
71,805,515.58,180,64.10013547999999,145408,0.0048492327,700,0.4946242570877075,0.0310546875,-0.002111990923367557,137.93992614746094,0.0003,0.2,119.24672870337963,-0.825057210214436
72,807,508.63,182,59.51253782,147456,0.0053274594,710,0.42210566997528076,0.052978515625,-0.0037103406317328335,311.19805908203125,0.0003,0.2,164.52029198408127,-0.7957382502034307
73,808,500.19,184,59.839727079999996,149504,0.005282167,720,0.30945998430252075,0.033984375,-0.004132618381845532,23.636917114257812,0.0003,0.2,349.6815054655075,-0.7893162162974476
74,809,491.18,187,58.28296927000001,151552,0.005105282,730,0.34213852882385254,0.039794921875,-0.0042170522159722165,50.31180191040039,0.0003,0.2,248.36978194713592,-0.7966347295790911
75,811,490.57,189,61.73803707,153600,0.007922079,740,0.39989131689071655,0.060693359375,-0.0030959866126067936,227.38441467285156,0.0003,0.2,179.6045918881893,-0.8407078253105282
76,813,481.54,191,63.16487454999999,155648,0.0029575438,750,0.48135554790496826,0.026123046875,-0.0015107835999515374,52.13039016723633,0.0003,0.2,177.91211327314377,-0.7230250591412186
77,814,471.64,193,59.90217686999999,157696,0.0043051057,760,0.43233156204223633,0.030908203125,-0.0035739213875785937,48.97333526611328,0.0003,0.2,292.9689410954714,-0.8476093808189035
78,814,466.46,196,56.939141750000005,159744,0.0042764666,770,0.541635274887085,0.063037109375,-0.002646097659453517,33.46381378173828,0.0003,0.2,157.88221115767956,-0.7807421498000622
79,815,455.23,198,60.88730390000001,161792,0.0030581756,780,0.39358413219451904,0.017822265625,-0.0029772057256195693,146.98687744140625,0.0003,0.2,179.40185071825982,-0.6825395541265606
80,816,457.16,200,62.19109270999999,163840,0.004525109,790,0.5711789131164551,0.044580078125,-0.0015142621556151425,19.789480209350586,0.0003,0.2,131.14412282407284,-0.7714883616194129
81,817,452.78,202,62.13532419999999,165888,0.0063617043,800,0.46287262439727783,0.059521484375,-0.0030707345686096232,21.029251098632812,0.0003,0.2,146.98512972593306,-0.7883773295208811
82,819,446.9,205,59.77610998000001,167936,0.0050194804,810,0.605534166097641,0.055322265625,-0.0029469223154592328,26.77277946472168,0.0003,0.2,112.3089867502451,-0.8149198018014431
83,819,440.48,207,64.35293209,169984,0.00416296,820,0.604545384645462,0.062255859375,-0.0036874599143629895,28.519399642944336,0.0003,0.2,153.31887187957764,-0.7838623462244868
84,820,441.31,209,66.03302203,172032,0.004019464,830,0.6774145364761353,0.070849609375,-0.001991263016680023,18.828231811523438,0.0003,0.2,101.28391847014427,-0.717067201808095
85,821,440.34,211,69.30639131,174080,0.003569785,840,0.6400260925292969,0.028271484375,-0.0014861160612781531,10.076094627380371,0.0003,0.2,115.86296537816524,-0.7196112154051661
86,823,436.11,213,67.85987472000001,176128,0.0042817146,850,0.6339921057224274,0.058154296875,-0.004199085110303713,17.723928451538086,0.0003,0.2,107.25629726946354,-0.7364626675844193
87,825,428.57,215,61.030066670000004,178176,0.0053785145,860,0.5336611270904541,0.05029296875,-0.0038272281432000454,13.000471115112305,0.0003,0.2,217.92892293930055,-0.7168381921947002
88,827,423.65,217,61.2452921,180224,0.0028387716,870,0.5146706998348236,0.012353515625,-0.0024366687088331674,159.30984497070312,0.0003,0.2,301.9813032865524,-0.8097890088334679
89,828,416.58,219,63.04125172000001,182272,0.00539287,880,0.68980273604393,0.04482421875,-0.002461808688167366,23.326810836791992,0.0003,0.2,207.2950526535511,-0.7324992539361119
90,829,413.74,222,58.05252396,184320,0.0035769786,890,0.4708913564682007,0.01396484375,-0.00198506068700226,159.7008819580078,0.0003,0.2,192.04381754696368,-0.7167472830042243
91,831,411.6,224,61.376461680000006,186368,0.0053100744,900,0.46322208642959595,0.0568359375,-0.004397335180692607,107.62944793701172,0.0003,0.2,364.90931779146194,-0.7910946732386946
92,833,406.37,226,63.26703446,188416,0.0053164978,910,0.5721459984779358,0.047998046875,-0.0018023480708507123,262.01678466796875,0.0003,0.2,142.65556687116623,-0.7030908392742277
93,834,403.67,228,58.37944523,190464,0.0029929583,920,0.5768026411533356,0.0166015625,-0.0015113074688997586,108.82035064697266,0.0003,0.2,289.97080432474615,-0.807967965491116
94,835,396.95,230,54.445472280000004,192512,0.0031126495,930,0.6493409276008606,0.039990234375,-0.0038986517989542334,80.71553802490234,0.0003,0.2,318.6545248031616,-0.7843711486086249
95,836,397.58,232,54.87273528000001,194560,0.0026267716,940,0.6053544282913208,0.038720703125,-0.0034901436149084473,34.750816345214844,0.0003,0.2,269.580856128037,-0.7405041199177503
96,837,399.64,234,56.55367417,196608,0.0033822474,950,0.7414185404777527,0.041845703125,-0.0039407477888744324,45.214111328125,0.0003,0.2,191.7742233812809,-0.7501859562471509
97,838,394.59,236,55.78426801999999,198656,0.0029918724,960,0.6247856914997101,0.047705078125,-0.002306146836053813,102.94233703613281,0.0003,0.2,178.46490234732627,-0.6895709037780762
98,839,397.68,239,53.24226829,200704,0.002570339,970,0.7276816666126251,0.026416015625,-0.0018530149907746817,140.99948120117188,0.0003,0.2,194.96181972622873,-0.7127977024763823
99,841,389.58,241,53.733551750000004,202752,0.0030157883,980,0.7750224471092224,0.03740234375,-0.0027311855119478423,40.31679916381836,0.0003,0.2,160.0547237753868,-0.6505299270153045
100,842,388.29,243,56.2929582,204800,0.0031665484,990,0.6368151903152466,0.04580078125,-0.0028212680983415337,37.50732421875,0.0003,0.2,142.97746840119362,-0.7675656786188483
101,843,385.26,245,54.046449589999995,206848,0.008248128,1000,0.6684669852256775,0.06171875,-0.004936527987592853,25.826711654663086,0.0003,0.2,143.07969471812248,-0.6782933687791228
102,844,381.44,247,49.83495411999999,208896,0.004427167,1010,0.7673435211181641,0.061865234375,-0.003704222101077903,20.662109375,0.0003,0.2,189.33828986287116,-0.7448070976883173
103,846,375.53,249,46.132446390000005,210944,0.004002159,1020,0.6701512932777405,0.027490234375,-0.0029478425916749985,10.8812255859375,0.0003,0.2,228.41350230574608,-0.7853061474859715
104,848,370.16,251,39.176464620000004,212992,0.0050772717,1030,0.5726802945137024,0.044189453125,-0.006064330603112467,67.3143081665039,0.0003,0.2,290.21098505854604,-0.7642243327572942
105,849,371.57,253,42.610233310000005,215040,0.0035921675,1040,0.753050222992897,0.045361328125,-0.003271752435830422,51.45488739013672,0.0003,0.2,256.90071820020677,-0.8015403911471367
106,851,372.1,254,42.941868430000014,217088,0.008219979,1050,0.8294338434934616,0.057958984375,-0.0033223237514903303,48.74373245239258,0.0003,0.2,193.4542955160141,-0.6959934266284108
107,852,370.69,257,44.523767020000015,219136,0.003625024,1060,0.8038644343614578,0.04765625,-0.0011884340714459541,114.3619613647461,0.0003,0.2,197.14547595083712,-0.7522096388041973
108,853,370.15,259,46.563785280000005,221184,0.0030075456,1070,0.7064267098903656,0.05107421875,-0.0023707594533334485,32.648162841796875,0.0003,0.2,178.77709613740444,-0.7419470001012087
109,854,368.31,261,42.76571260000001,223232,0.0025234777,1080,0.7085714638233185,0.02314453125,-0.0027147007247549483,23.796567916870117,0.0003,0.2,189.46831739544868,-0.746370499022305
110,854,370.8,263,50.619353950000004,225280,0.0070013455,1090,0.7511164993047714,0.0388671875,-0.0042685106585850004,37.99875259399414,0.0003,0.2,171.1051026672125,-0.7240597939118742
111,855,372.94,265,47.678726350000005,227328,0.008803753,1100,0.755532443523407,0.07607421875,-0.0032911663336562926,8.80487060546875,0.0003,0.2,142.1617095693946,-0.7076418925076723
112,856,377.54,267,50.67783219000001,229376,0.0035553107,1110,0.6761553585529327,0.075390625,-0.002672100551717449,43.159751892089844,0.0003,0.2,194.06809584498404,-0.7701479688286781
113,857,377.52,269,51.79677723000002,231424,0.0061083296,1120,0.8140436410903931,0.06728515625,-0.002337505486502778,36.72755432128906,0.0003,0.2,150.75110290646552,-0.7684999460354447
114,858,376.23,271,50.24023886,233472,0.0058871456,1130,0.6309777498245239,0.0439453125,-0.0014095938087848481,59.50550842285156,0.0003,0.2,208.33185569643973,-0.7682997649535537
115,859,378.56,274,51.85051027,235520,0.0047320374,1140,0.677018016576767,0.037255859375,-0.005508854299841914,100.89328002929688,0.0003,0.2,210.08549489974976,-0.7007989130914212
116,859,377.47,276,54.93801746,237568,0.007108695,1150,0.7770882397890091,0.072705078125,-0.0027910849268664604,10.030652046203613,0.0003,0.2,111.46380005776882,-0.7301087325438858
117,859,379.95,278,55.05220276000001,239616,0.0051231585,1160,0.6719681918621063,0.040673828125,-0.001207236381014809,27.302024841308594,0.0003,0.2,136.98387286365033,-0.6527155622839927
118,860,381.91,280,52.596577390000014,241664,0.0033022943,1170,0.548251211643219,0.043505859375,-0.0018282057630131022,17.515586853027344,0.0003,0.2,191.1338296353817,-0.7859705911949277
119,860,389.86,283,51.3373332,243712,0.0051697176,1180,0.7206811010837555,0.045947265625,-0.0025223853983334264,69.19512939453125,0.0003,0.2,213.37683762907983,-0.8305298065766692
120,860,390.74,285,49.947575960000016,245760,0.004766778,1190,0.6788334846496582,0.066650390625,-0.002318633589311503,10.620635032653809,0.0003,0.2,114.40703165382146,-0.7069439176470041
121,862,394.88,287,50.54251124,247808,0.005785547,1200,0.6182372570037842,0.06796875,-0.005287330346982344,184.57107543945312,0.0003,0.2,207.39009868502617,-0.7199620082974434
122,862,397.51,289,51.55726549,249856,0.0042349715,1210,0.7055059671401978,0.0267578125,-0.0009011649104650133,138.7316436767578,0.0003,0.2,269.1986175596714,-0.795056227594614
123,863,400.39,291,55.38236675999999,251904,0.0046949936,1220,0.7332806587219238,0.06162109375,-0.002138390732216067,205.0509796142578,0.0003,0.2,122.03057337552309,-0.7963164273649455
1,1134,438.75,1,-159.65031175000001,2048,0.0075081806,1230,0.720801591873169,0.089306640625,-0.0024429639051959384,8.238869667053223,0.0003,0.2,88.08021532446146,-0.765074366889894
2,1030,406.9,3,-175.33690040000002,4096,0.011366781,1240,0.7877237349748611,0.133447265625,-0.0050027231729472986,12.656726837158203,0.0003,0.2,100.77661533877253,-0.7807494776323438
3,1021,400.2,6,-210.3286438666667,6144,0.0054303445,1250,0.7514554858207703,0.080078125,-0.005545315954077523,170.2434844970703,0.0003,0.2,182.06897996068,-0.7557704435661435
