time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/policy_gradient_loss,train/loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates
1011,33,360.84,66,-106.35885671,67584,-0.00751386252377415,15.514800071716309,0.5501417517662048,-1.0619685880839824,0.0796875,53.33196586370468,0.2,0.0003,0.0061751446,320
992,34,378.05,70,-103.64677970000002,69632,-0.004503403358830838,10.644370079040527,0.6020196676254272,-1.0188150502741338,0.070361328125,54.741270744800566,0.2,0.0003,0.0077289096,330
974,35,395.35,73,-100.77199707,71680,-0.00782603943189315,8.817353248596191,0.6507972478866577,-1.0040546951815486,0.1060546875,42.31146405041218,0.2,0.0003,0.010079536,340
964,36,413.3,76,-97.5695792,73728,-0.003788117947988212,29.897062301635742,0.30234915018081665,-1.0263839840888977,0.113330078125,43.39782017469406,0.2,0.0003,0.010022002,350
957,37,430.24,79,-95.48607337999998,75776,-0.00890131157648284,5.877976417541504,0.620731920003891,-1.0199433762580157,0.078857421875,22.944883012771605,0.2,0.0003,0.0066349343,360
950,38,446.81,81,-92.34308221999999,77824,-0.00856042813975364,5.168719291687012,0.5877019166946411,-0.9996397029608488,0.1013671875,27.306292013823985,0.2,0.0003,0.007674005,370
931,39,464.23,85,-87.21090344999999,79872,-0.00386603779552388,7.208115100860596,0.6750414669513702,-1.0396756252273918,0.081689453125,34.73764589875937,0.2,0.0003,0.0074096173,380
920,40,479.89,88,-85.02473408,81920,-0.004010430916241603,2.6155307292938232,0.5612572729587555,-0.9945799319073558,0.05888671875,15.237093560397625,0.2,0.0003,0.0061612506,390
900,41,494.88,93,-82.68639939999998,83968,-0.010362484742654488,1.5857802629470825,0.5069882273674011,-1.018126815930009,0.1216796875,14.211877818405629,0.2,0.0003,0.007795343,400
889,42,511.87,96,-79.77644462,86016,-0.003898611495969817,4.682119846343994,0.6892513930797577,-0.9408634895458817,0.070556640625,50.41995499283075,0.2,0.0003,0.00917444,410
875,43,536.65,100,-76.38550086000001,88064,-0.0044351674718200226,2.1207809448242188,0.637803316116333,-0.9484544258564711,0.056201171875,21.327830825001,0.2,0.0003,0.006862033,420
870,44,552.23,103,-72.46587803999999,90112,-0.0070509308206965216,2.1987500190734863,0.47029078006744385,-0.9302268514409662,0.029248046875,77.14903266727924,0.2,0.0003,0.004214824,430
855,45,567.4,107,-67.97147060999998,92160,-0.006356122642318951,14.058345794677734,0.8139383643865585,-0.9763360800221562,0.051513671875,44.552053715288636,0.2,0.0003,0.0050051124,440
843,46,583.51,111,-66.54499653999999,94208,-0.0010818563830980565,195.11334228515625,0.26658743619918823,-0.9121622676029801,0.01923828125,97.80611297488213,0.2,0.0003,0.005186956,450
838,47,599.99,114,-64.41231672999999,96256,-0.003118421675026184,10.503602027893066,0.8034771978855133,-0.937004061229527,0.0462890625,32.80182307623327,0.2,0.0003,0.0053559993,460
822,48,616.92,119,-60.94999392,98304,-0.0026285622239811345,1.145827054977417,0.654255747795105,-0.9489259814843536,0.07373046875,33.91643065288663,0.2,0.0003,0.0078074494,470
810,49,633.56,123,-58.51619077,100352,-0.005492591778602218,1.1699327230453491,0.8045359253883362,-0.9237370921298862,0.081396484375,15.720739172026516,0.2,0.0003,0.008320503,480
803,50,650.04,127,-56.551850819999984,102400,-0.006233026135305408,0.6938045620918274,0.4669155478477478,-0.9340635048225522,0.10390625,27.2859044091776,0.2,0.0003,0.006568128,490
791,51,666.0,131,-54.03934141999999,104448,-0.005448811726819258,1.7365548610687256,0.6411758661270142,-0.874519089050591,0.058203125,36.495163118466735,0.2,0.0003,0.008862012,500
784,52,681.8,135,-51.828812400000004,106496,-0.00395617371541448,1.235023021697998,0.7569778561592102,-0.8739574743434787,0.0744140625,26.15614604577422,0.2,0.0003,0.008153283,510
782,53,697.17,138,-50.328622890000005,108544,-0.004061574257502798,1.5312873125076294,0.6429306864738464,-0.9161180291324854,0.117333984375,20.55132024809718,0.2,0.0003,0.009654393,520
776,54,711.24,142,-46.985690510000005,110592,-0.000632566256535938,1.2590512037277222,0.7805087715387344,-0.931510835699737,0.042236328125,19.23845391906798,0.2,0.0003,0.002697648,530
771,55,725.45,145,-46.17101310000001,112640,-0.005051368930799072,1.475296974182129,0.7749431729316711,-0.9249285923317074,0.07939453125,24.681967197172344,0.2,0.0003,0.007333845,540
765,56,740.43,149,-42.834334309999996,114688,-0.002831161102949409,0.8236954212188721,0.7562516331672668,-0.8617184443399311,0.047607421875,29.6846813775599,0.2,0.0003,0.0059987945,550
758,57,755.31,153,-40.28955289,116736,-0.0032749883393989876,0.9845758676528931,0.7953402251005173,-0.9292180974036455,0.0521484375,27.52781591322273,0.2,0.0003,0.006341524,560
752,58,768.15,157,-36.245256760000004,118784,-0.0026436697553435806,0.6676647067070007,0.7887074053287506,-0.9237408867105842,0.067041015625,30.0747872505337,0.2,0.0003,0.0060235723,570
744,59,779.58,162,-32.94136419,120832,-0.0038504618249135094,0.9065713882446289,0.8087999373674393,-0.8906554199755192,0.065380859375,32.82425609789789,0.2,0.0003,0.008599652,580
739,60,794.17,166,-31.634207019999998,122880,-0.0024808451265926124,23.41164207458496,0.5477758049964905,-0.7552017794921995,0.01728515625,79.56359849609434,0.2,0.0003,0.002689966,590
737,61,804.71,169,-29.039227999999994,124928,-0.0015779672845383174,0.6636225581169128,0.7937926203012466,-0.7788756927475333,0.088427734375,38.28394371885806,0.2,0.0003,0.00956487,600
737,62,809.34,172,-24.60654584,126976,-0.0018196605753473705,38.1922721862793,0.5660310089588165,-0.7691446959972381,0.104638671875,79.58655774593353,0.2,0.0003,0.014847318,610
738,63,818.66,174,-23.780695700000003,129024,-0.0020691181081929242,33.7225456237793,0.29019010066986084,-0.8155001318082213,0.0326171875,100.9030174434185,0.2,0.0003,0.0043532215,620
731,64,826.14,179,-23.090015310000002,131072,-0.004706010492373025,47.20441818237305,0.3577650189399719,-0.8967159818857908,0.085791015625,153.7657597154379,0.2,0.0003,0.010599464,630
728,65,837.91,182,-19.808393780000003,133120,-0.001676888926886022,3.181570291519165,0.7595996856689453,-0.82112190797925,0.13193359375,26.11632412839681,0.2,0.0003,0.0143259,640
729,66,847.17,185,-18.740292219999997,135168,-0.0006235421227756887,15.947155952453613,0.5697307288646698,-0.7711793048307299,0.016943359375,78.28732664436102,0.2,0.0003,0.004400721,650
729,67,861.51,188,-14.430000019999998,137216,-0.0024412306665908545,105.07015991210938,0.4433835744857788,-0.8900270290672779,0.049267578125,176.42754514962434,0.2,0.0003,0.0062371576,660
728,68,867.99,191,-10.950938210000002,139264,-0.0050468336568883386,60.88947296142578,0.43121057748794556,-0.8544990511611104,0.056396484375,168.2199675396085,0.2,0.0003,0.0053124605,670
727,69,870.81,194,-6.979120560000004,141312,-0.0025090193266805727,176.85574340820312,0.3944670557975769,-0.8051611134782434,0.01826171875,211.29519526064396,0.2,0.0003,0.0044644014,680
724,70,885.12,197,-1.2724952100000018,143360,-0.0009947759084752762,18.349655151367188,0.4733933210372925,-0.7932243140414357,0.078466796875,98.37636121213436,0.2,0.0003,0.008249506,690
720,71,884.95,201,-2.9411137700000007,145408,-0.0018080454377923162,42.17510986328125,0.5378654301166534,-0.803920803591609,0.0576171875,92.03551190048456,0.2,0.0003,0.0074155307,700
721,72,891.38,204,-0.8093390200000016,147456,-0.0015969203246640972,48.5362548828125,0.6451750695705414,-0.7431082490831613,0.0427734375,59.09201672784984,0.2,0.0003,0.0042347964,710
719,73,902.83,207,6.507619850000001,149504,-0.004579485330395983,84.49402618408203,0.40345948934555054,-0.8048254387453199,0.061572265625,227.96278141736985,0.2,0.0003,0.008371194,720
717,74,901.79,211,7.299496980000002,151552,-0.008397488439368318,10.086837768554688,0.22475534677505493,-0.7320891179144382,0.09189453125,159.67006421387197,0.2,0.0003,0.030869402,730
716,75,899.88,214,11.29666138,153600,-0.0017637938311963809,15.884026527404785,0.3211912512779236,-0.7405018197372556,0.06669921875,106.70752352923155,0.2,0.0003,0.007520388,740
714,76,894.69,217,13.948408729999997,155648,-0.004998647169850301,8.030805587768555,0.149988055229187,-0.8363988898694515,0.05537109375,131.54685010761023,0.2,0.0003,0.010718066,750
714,77,884.72,220,16.904633419999996,157696,-0.0009713887935504318,164.39979553222656,0.27425825595855713,-0.6816428313031793,0.057373046875,143.31130919605494,0.2,0.0003,0.0069072507,760
714,78,874.03,223,17.94825842,159744,-0.0022989594021055383,26.544265747070312,0.27125173807144165,-0.8762320093810558,0.054150390625,118.77133461385965,0.2,0.0003,0.003895579,770
713,79,870.15,226,18.46703683,161792,-0.004519175135646947,21.75904655456543,0.19755429029464722,-0.8698443809524179,0.084814453125,135.41138135269284,0.2,0.0003,0.021914812,780
713,80,862.82,229,20.72164197,163840,-0.0032662247111147737,8.965195655822754,0.5758360326290131,-0.7709239725023508,0.103662109375,59.097130976617336,0.2,0.0003,0.008666322,790
712,81,855.25,232,20.447975080000003,165888,-0.00035720986779779195,18.5872802734375,0.6177722215652466,-0.8182250952348114,0.021044921875,64.61331063099206,0.2,0.0003,0.0025088608,800
711,82,852.87,236,20.92445897,167936,-0.004002837434381945,77.99614715576172,0.4830872416496277,-0.7725667200982571,0.095751953125,167.87291358858346,0.2,0.0003,0.009322241,810
708,83,849.39,239,22.143849050000004,169984,-0.0032459479240060317,8.488572120666504,0.8497261554002762,-0.6965470308437943,0.115283203125,48.88195223510265,0.2,0.0003,0.009216981,820
709,84,843.48,242,23.157165650000003,172032,-0.0005151540528459009,1.101845383644104,0.6602404415607452,-0.5718794904649258,0.0345703125,46.69205989763141,0.2,0.0003,0.0038812582,830
707,85,837.07,245,25.86601265,174080,-0.0013357318828639108,7.7433180809021,0.43266528844833374,-0.7873963113874197,0.06435546875,73.72410773932934,0.2,0.0003,0.0055764243,840
707,86,822.93,248,26.503228349999993,176128,-0.003045997500157682,75.34739685058594,0.37540364265441895,-0.7038330083712936,0.039501953125,159.84404425621034,0.2,0.0003,0.0037963265,850
708,87,815.4,251,27.49448119,178176,-0.0033947114483453334,98.35155487060547,0.5545285046100616,-0.7780082123354077,0.05048828125,119.2296474635601,0.2,0.0003,0.0040589245,860
709,88,800.82,254,23.655801139999998,180224,-0.00751413498292095,224.474609375,0.6928015947341919,-0.7210352854803205,0.14609375,77.37655954658985,0.2,0.0003,0.018893754,870
709,89,787.51,256,25.163389580000004,182272,-0.0008834581160044764,8.716474533081055,0.6012582778930664,-0.818409102410078,0.039892578125,169.14031674861909,0.2,0.0003,0.0061992398,880
710,90,770.59,259,30.194593559999998,184320,-0.0021017229359131307,57.36258316040039,0.6255598962306976,-0.7801443556323647,0.094140625,152.75128695964813,0.2,0.0003,0.0038611721,890
710,91,756.52,262,30.34805591,186368,-0.0008270584175988915,19.741010665893555,0.5012437999248505,-0.7903941262513399,0.0482421875,129.6144404128194,0.2,0.0003,0.00315283,900
711,92,749.51,264,30.251680279999995,188416,-0.0011391195199394132,68.03944396972656,0.5992459058761597,-0.8280680781230331,0.04072265625,169.348738232255,0.2,0.0003,0.00586985,910
710,93,738.0,267,33.80564221,190464,-0.0027167740499862703,32.53450012207031,0.8272213786840439,-0.7650892842561007,0.1296875,81.54373925700784,0.2,0.0003,0.017279647,920
710,94,732.48,270,35.07035603,192512,-0.0024466334063617977,8.959168434143066,0.7247798442840576,-0.6987694896757602,0.036328125,92.12990795224906,0.2,0.0003,0.005123919,930
709,95,726.72,274,36.22958691,194560,-0.0032987792714266107,50.76632308959961,0.736301064491272,-0.6721880411729216,0.067236328125,71.62314978837966,0.2,0.0003,0.0069999257,940
709,96,717.91,277,38.50207289,196608,-0.0006156877847388387,26.614788055419922,0.7645196169614792,-0.7957825997844339,0.069580078125,72.83019476607441,0.2,0.0003,0.0064266166,950
709,97,720.78,280,36.83130167,198656,-0.0014719021470227744,25.878482818603516,0.705846756696701,-0.8016222875565291,0.102001953125,82.46438386440278,0.2,0.0003,0.008194568,960
709,98,720.6,283,36.99285158,200704,-0.0013873204712581354,4.829660892486572,0.6200073659420013,-0.6939837023615837,0.048583984375,40.874358205497266,0.2,0.0003,0.0042783516,970
709,99,712.49,285,39.20022528,202752,-0.0031179266668914353,37.089927673339844,0.230086088180542,-0.7032907053828239,0.063427734375,139.07058834731578,0.2,0.0003,0.0052529806,980
710,100,701.48,288,42.95813355999999,204800,-0.0011046168569009752,17.280332565307617,0.4701969623565674,-0.7141291473060847,0.0408203125,95.06167269647122,0.2,0.0003,0.003300619,990
712,101,691.61,290,45.608297040000004,206848,-0.0016576750778767746,161.9582977294922,0.41434812545776367,-0.8031921787187457,0.063037109375,202.80922010540962,0.2,0.0003,0.006917783,1000
713,102,683.9,292,46.01717465000001,208896,-0.005906031130689371,7.742184162139893,0.603299081325531,-0.7807548504322768,0.0669921875,166.18007759153843,0.2,0.0003,0.006163398,1010
715,103,669.34,294,43.878170170000004,210944,-0.004350830871044309,183.22708129882812,0.5140864551067352,-0.7685971749946475,0.04755859375,200.48213751912118,0.2,0.0003,0.006054918,1020
715,104,659.55,297,47.39622224000001,212992,-0.002531860971430433,79.5883560180664,0.47915971279144287,-0.7382419699802995,0.042724609375,226.75624091625212,0.2,0.0003,0.0042938003,1030
716,105,649.87,300,47.246483250000004,215040,-0.0025050524633115855,12.55219554901123,0.5494839549064636,-0.7804322853684426,0.042431640625,168.8839284643531,0.2,0.0003,0.005380381,1040
716,106,639.15,302,47.59204051,217088,-0.001459201991383452,5.36420202255249,0.6830729246139526,-0.7800219105556607,0.056640625,79.1920862711966,0.2,0.0003,0.007990381,1050
717,107,628.35,305,50.71931673,219136,-0.0020124378810578492,12.065953254699707,0.5818081200122833,-0.7792233221232892,0.090087890625,106.76223832070828,0.2,0.0003,0.0062686233,1060
718,108,622.01,308,52.33710540000001,221184,-0.0034322569237701826,15.30891227722168,0.6168608069419861,-0.7551164554432035,0.081494140625,105.30672118067741,0.2,0.0003,0.0057893125,1070
718,109,619.73,310,53.17157826999999,223232,-0.002771638800186338,9.247627258300781,0.6021535992622375,-0.7257983233779669,0.046337890625,91.45022184103728,0.2,0.0003,0.0048708743,1080
717,110,611.69,313,53.96980545,225280,-0.012795520538202255,10.29080581665039,0.7288775146007538,-0.7367684617638588,0.188134765625,67.43268376216292,0.2,0.0003,0.016527489,1090
718,111,607.1,316,55.40985685,227328,-0.0010789070482132956,4.668569564819336,0.7564921975135803,-0.7090318497270346,0.048779296875,56.368240520358086,0.2,0.0003,0.0045553437,1100
719,112,589.91,318,58.976366739999996,229376,-0.0015255142949172295,174.93215942382812,0.7045698463916779,-0.676486748829484,0.05185546875,88.03799718171358,0.2,0.0003,0.005889803,1110
721,113,573.16,320,54.68144255,231424,-0.003142901173487189,10.621589660644531,0.6897702515125275,-0.7897485675290227,0.103955078125,89.7556382343173,0.2,0.0003,0.007287538,1120
722,114,566.84,323,58.244607,233472,-0.0011411269413656555,206.41448974609375,0.5020287930965424,-0.7892112968489527,0.020263671875,257.41611321866515,0.2,0.0003,0.005119345,1130
722,115,558.24,325,63.389235119999995,235520,-0.0021667438311851585,8.446063995361328,0.5978974103927612,-0.7334816999733448,0.017529296875,119.9169031560421,0.2,0.0003,0.0030497604,1140
722,116,561.82,328,63.43539709000001,237568,-0.0009900798606395256,14.018122673034668,0.6640887558460236,-0.7449826322495937,0.0439453125,119.52823967188597,0.2,0.0003,0.004689094,1150
722,117,564.34,331,62.86849445999999,239616,-0.003860384951258311,8.663189888000488,0.6915684640407562,-0.7331399442628026,0.068603515625,58.28475612364709,0.2,0.0003,0.005436328,1160
722,118,562.54,334,62.420891899999994,241664,-0.0019503547693602741,2.519712448120117,0.5892845392227173,-0.719468841701746,0.071875,142.93798915296793,0.2,0.0003,0.010684528,1170
723,119,555.0,336,64.86075858999999,243712,-0.00353699921106454,32.7259521484375,0.682746171951294,-0.7304088795557618,0.06279296875,149.71469329297543,0.2,0.0003,0.009906339,1180
723,120,563.85,339,61.12569310000001,245760,-0.0016408023802796379,6.003335952758789,0.6735675930976868,-0.6305962358601391,0.09931640625,140.40770060569048,0.2,0.0003,0.013605218,1190
723,121,563.25,342,60.77462827,247808,0.0016262644181551877,5.999471187591553,0.6746433079242706,-0.7352624153718352,0.0609375,41.3617198459804,0.2,0.0003,0.002507469,1200
724,122,554.55,344,62.68906448,249856,-0.000453003551956499,7.8886919021606445,0.6954797208309174,-0.8050382504239678,0.06787109375,73.13923517242074,0.2,0.0003,0.004091909,1210
725,123,557.07,347,61.21515719,251904,-0.0035727808310184626,5.612001419067383,0.7499991655349731,-0.8071673154830933,0.05888671875,79.23035424798726,0.2,0.0003,0.005245677,1220
1226,1,387.75,1,-338.44329275,2048,-0.0026491552438528744,4.360811710357666,0.6839686930179596,-0.7300842521712184,0.082763671875,71.30058324299753,0.2,0.0003,0.011244876,1230
1044,2,511.875,3,-404.19415275,4096,-0.0014060115041502285,20.11612892150879,0.6880384981632233,-0.762970720231533,0.04755859375,183.77861123234032,0.2,0.0003,0.004917293,1240
1012,3,549.3636363636364,6,-391.96879336363634,6144,-0.0033839702235127335,4.819809436798096,0.368563175201416,-0.7641094574704766,0.054296875,211.83460037261247,0.2,0.0003,0.007955503,1250
964,4,528.6666666666666,8,-374.16941033333325,8192,-0.0026877203323238063,23.567920684814453,0.5722416937351227,-0.7118985107168555,0.04140625,104.65991069376469,0.2,0.0003,0.0066665737,1260
968,5,545.6111111111111,10,-369.56938455555553,10240,-0.0024142406040482457,70.69410705566406,0.37309199571609497,-0.751482703909278,0.029150390625,250.76062690615655,0.2,0.0003,0.0037185093,1270
949,6,525.0869565217391,12,-344.12797147826086,12288,-0.00045778063795296473,63.17207336425781,0.8076608330011368,-0.6616592908278107,0.04931640625,117.91895922124385,0.2,0.0003,0.0053749206,1280
900,7,540.3461538461538,15,-347.70020938461545,14336,-0.0018324250977457268,68.80972290039062,0.6619006097316742,-0.7396559067070484,0.02822265625,187.32409499883653,0.2,0.0003,0.0031144544,1290
863,8,558.7586206896551,18,-353.4312224137932,16384,-0.0018814150556863752,18.152036666870117,0.6696774661540985,-0.6944949358701706,0.045166015625,136.60034302771092,0.2,0.0003,0.003527108,1300
853,9,546.2727272727273,21,-352.21069157575755,18432,-0.0037496935234230476,230.4656219482422,0.8733438700437546,-0.7273001620545984,0.077490234375,77.6687902405858,0.2,0.0003,0.0067267157,1310
846,10,556.1944444444445,24,-350.00142508333334,20480,-0.0009310086741606937,31.755273818969727,0.8345956206321716,-0.7924466989934444,0.028662109375,144.43584280610085,0.2,0.0003,0.003137986,1320
830,11,555.025,27,-351.8550368,22528,-0.0016867682061274536,16.963560104370117,0.941161721944809,-0.7157573664560914,0.058642578125,71.71743702292443,0.2,0.0003,0.004913753,1330
834,12,564.2325581395348,29,-355.5484181627907,24576,-0.0010425826076243538,225.833984375,0.8173133581876755,-0.7770725315436721,0.0318359375,112.33722160160542,0.2,0.0003,0.0038830638,1340
830,13,558.6170212765958,32,-348.4677597446809,26624,-0.002262465604144381,7.193331241607666,0.9128983840346336,-0.7521038897335529,0.08828125,76.5778138153255,0.2,0.0003,0.010457386,1350
810,14,566.6734693877551,35,-350.66027624489794,28672,-0.0017691261738946196,16.790464401245117,0.8722430467605591,-0.7619692200794816,0.048828125,134.09442146867514,0.2,0.0003,0.006106761,1360
815,15,583.6666666666666,37,-353.1126083921568,30720,-0.0002996394658111967,4.691780090332031,0.9617915153503418,-0.664134250395,0.081640625,41.80028934851289,0.2,0.0003,0.008705765,1370
811,16,598.1481481481482,40,-365.0973117962963,32768,-0.00033020051778294147,6.466268062591553,0.9642235226929188,-0.7220577578991652,0.073828125,36.0125254098326,0.2,0.0003,0.0072810575,1380
805,17,603.5964912280701,43,-365.5710185964913,34816,0.0008401094331929926,43.00819396972656,0.9242787659168243,-0.78659946359694,0.069580078125,82.40979597233236,0.2,0.0003,0.010970704,1390
803,18,598.1639344262295,45,-366.0957836557378,36864,-0.0036232845057384113,15.158784866333008,0.9412093833088875,-0.7509814679622651,0.044921875,64.76495044454933,0.2,0.0003,0.004965557,1400
804,19,599.25,48,-367.83825685937495,38912,-0.0018254623006214387,5.899550437927246,0.8687600493431091,-0.7393431339412928,0.03828125,130.60992165058852,0.2,0.0003,0.0037897911,1410
804,20,599.1323529411765,50,-369.66493355882346,40960,-0.00466412653986481,70.66474914550781,0.8828868344426155,-0.7180174522101879,0.08193359375,129.51284082382918,0.2,0.0003,0.009414943,1420
804,21,594.3611111111111,53,-369.1691943194444,43008,-0.001632132333543268,64.60816192626953,0.8849832192063332,-0.7502659926190972,0.024560546875,183.2497339859605,0.2,0.0003,0.0050235246,1430
801,22,597.76,56,-373.1812504933333,45056,-0.0035490013297021505,11.532927513122559,0.8691479712724686,-0.8339519307017327,0.060302734375,139.91446566283702,0.2,0.0003,0.004124026,1440
797,23,594.5569620253165,59,-370.5556610253164,47104,-0.0002488487800292205,32.684776306152344,0.8832197785377502,-0.7479633696377277,0.024365234375,136.35548761785032,0.2,0.0003,0.0021437895,1450
797,24,593.8780487804878,61,-367.22349390243903,49152,-0.003628734833182534,22.996706008911133,0.8909877091646194,-0.7969746824353934,0.090576171875,110.84865043759346,0.2,0.0003,0.007823625,1460
797,25,594.9302325581396,64,-366.85407689534884,51200,-0.002421681598207215,7.4763336181640625,0.9110352471470833,-0.8215034585446119,0.108984375,94.15264700800181,0.2,0.0003,0.010741539,1470
793,26,597.3483146067416,67,-368.3804455168539,53248,-0.0029059583444905,21.03983497619629,0.9179123044013977,-0.7328799799084663,0.052099609375,116.06700986623764,0.2,0.0003,0.013171339,1480
797,27,599.5326086956521,69,-369.1235660543478,55296,-0.001708736403088551,5.106781959533691,0.930082842707634,-0.7077936347573995,0.06259765625,94.86492849588394,0.2,0.0003,0.009634914,1490
