time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/approx_kl,train/learning_rate,train/entropy_loss,train/loss,train/value_loss,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction
49152,24,68,-427.2234202191781,665.0,719,0.007983979,0.0003,-0.7947086604312062,18.287921905517578,102.75480172038078,1460,-0.0035032376043091064,0.8847529590129852,0.2,0.067626953125
51200,25,70,-430.06128390909095,660.8311688311688,721,0.00552579,0.0003,-0.643147100135684,3.5722200870513916,52.16156204119325,1470,-0.0008325075948960147,0.9632303714752197,0.2,0.043505859375
53248,26,73,-425.2959240246914,655.679012345679,724,0.0040255133,0.0003,-0.7565905148163438,6.7484846115112305,123.66290055513382,1480,-0.0028612790236365983,0.8353570103645325,0.2,0.065185546875
55296,27,75,-426.11472509411766,648.8823529411765,729,0.0023126323,0.0003,-0.6728486469015479,11.658758163452148,139.9470042616129,1490,-0.0002966733220091555,0.8642752319574356,0.2,0.01611328125
57344,28,78,-426.2906278295455,645.5,733,0.0038658646,0.0003,-0.7830308778211474,26.92368507385254,142.30959645062686,1500,-0.0018684535767533816,0.774813175201416,0.2,0.076806640625
59392,29,81,-432.10841428571433,650.054945054945,731,0.017485479,0.0003,-0.7644916651770473,3.743079423904419,54.0286130271852,1510,-0.003384691911196569,0.8977522328495979,0.2,0.137060546875
61440,30,84,-431.00566612903225,654.3440860215054,730,0.0073766243,0.0003,-0.7464195691049099,7.632931232452393,73.12886659950018,1520,-0.0015221160610963125,0.8856284841895103,0.2,0.051416015625
63488,31,86,-429.6586881875,660.1979166666666,730,0.004619114,0.0003,-0.7069954190403223,20.302471160888672,63.58962420076132,1530,-0.0006611559594603023,0.9135347157716751,0.2,0.056689453125
65536,32,89,-426.45182844000004,642.63,734,0.013592566,0.0003,-0.6253264112398028,58.32290267944336,121.54151252955198,1540,-0.007857364742449136,0.8265255093574524,0.2,0.047265625
67584,33,91,-424.69902973999996,647.26,737,0.008090712,0.0003,-0.6593098267912865,22.96392822265625,133.95361198186873,1550,-0.0042201268071949015,0.8412759304046631,0.2,0.059912109375
69632,34,94,-426.79211444999993,647.18,735,0.0075413906,0.0003,-0.6833530172705651,64.63025665283203,22.376988765597343,1560,0.0003101300244452432,0.9687291346490383,0.2,0.12734375
71680,35,97,-421.30273784,635.63,736,0.006890519,0.0003,-0.7794099209830165,16.27027702331543,80.20132062882185,1570,-0.0041693813502206465,0.908013753592968,0.2,0.083740234375
73728,36,99,-417.27713128000005,623.24,737,0.0074523846,0.0003,-0.6695652715861797,10.448088645935059,97.85750231593848,1580,-0.0017107043466239702,0.9388859905302525,0.2,0.0689453125
75776,37,102,-416.46282093,619.09,738,0.0058984202,0.0003,-0.6967756003141403,26.137723922729492,96.30805199742318,1590,-0.0019098024466075003,0.9270999953150749,0.2,0.039453125
77824,38,105,-411.34877431,612.35,740,0.006476399,0.0003,-0.5830947562120855,16.670339584350586,66.10656616687774,1600,-0.0032513424252101687,0.9588789902627468,0.2,0.059619140625
79872,39,107,-423.96211583999997,617.58,742,0.0063167214,0.0003,-0.7380630200728774,18.703344345092773,117.25703751146793,1610,-0.005224819627619582,0.9215075746178627,0.2,0.04375
81920,40,109,-417.36300995,608.07,746,0.007997985,0.0003,-0.8171463495120406,3.8263890743255615,24.144089713692665,1620,-0.001445168886857573,0.8691951334476471,0.2,0.09638671875
83968,41,112,-416.3706867399999,602.32,746,0.008902108,0.0003,-0.7237629828974604,30.680849075317383,110.95369943976402,1630,-0.004876324260840193,0.8443593680858612,0.2,0.063916015625
86016,42,114,-412.69301088,594.05,748,0.0047335755,0.0003,-0.6349551185965538,40.81865692138672,139.25440307855607,1640,-0.003917289424134651,0.9042907208204269,0.2,0.046875
88064,43,117,-412.17947845,599.5,748,0.0066038175,0.0003,-0.6435287412256002,19.017187118530273,104.53150955885648,1650,-0.0003338080678076949,0.9359662756323814,0.2,0.04619140625
90112,44,120,-417.0084166800001,599.0,747,0.0033517142,0.0003,-0.756572900339961,13.55913257598877,76.48973305895925,1660,-0.0011216155915462877,0.9516956806182861,0.2,0.037744140625
92160,45,123,-419.0280874700001,600.62,746,0.0030666941,0.0003,-0.7633828958496451,12.368432998657227,133.9374761015177,1670,-0.0021748415747424588,0.8185484111309052,0.2,0.03583984375
94208,46,126,-412.79406575,588.17,747,0.0061406977,0.0003,-0.7165696779266,27.26072120666504,229.17251106500626,1680,-0.0018247288542625028,0.7346773743629456,0.2,0.089990234375
96256,47,129,-411.9897314600001,581.89,744,0.008724852,0.0003,-0.6910338044166565,12.30444049835205,167.76440532803537,1690,-0.0024906918341002894,0.7805006206035614,0.2,0.0798828125
98304,48,131,-407.8230075400001,587.73,744,0.0037187021,0.0003,-0.6644729323685169,13.198837280273438,114.55019664168358,1700,-0.0027605829276581063,0.926046259701252,0.2,0.046240234375
100352,49,135,-409.25798448,589.75,742,0.009738632,0.0003,-0.7227840777486563,17.755781173706055,107.41008425652981,1710,-0.004358975379000185,0.9114052429795265,0.2,0.13359375
