rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/entropy_loss,train/value_loss,train/approx_kl,train/loss,train/policy_gradient_loss
-535.4978032463767,658,49152,24,702.7246376811594,74,0.0003,0.06484375,0.2,1460,0.8331805169582367,-0.7489698767662049,136.0405177295208,0.0069375443,41.11322021484375,-0.0017683053509244928
-538.3506846805556,663,51200,25,709.2361111111111,77,0.0003,0.084423828125,0.2,1470,0.7352951169013977,-0.8076557023450732,95.79184773564339,0.0074493894,24.805213928222656,-0.0021504235337488353
-525.877603118421,668,53248,26,696.4605263157895,79,0.0003,0.118359375,0.2,1480,0.7746118754148483,-0.8870042704045773,56.18440945371985,0.012552297,2.5145068168640137,0.000685393724415917
-525.9163790759493,666,55296,27,695.6962025316456,82,0.0003,0.0779296875,0.2,1490,0.812596321105957,-0.7712883083149791,110.16625560969115,0.014637288,21.538742065429688,-0.0013805339112877846
-519.151359746988,663,57344,28,687.9759036144578,86,0.0003,0.0275390625,0.2,1500,0.7095210552215576,-0.7799681656062603,155.33413409590722,0.0030959975,120.1025161743164,-0.0007480282787582837
-510.3455239545455,669,59392,29,671.6477272727273,88,0.0003,0.145458984375,0.2,1510,0.8959987536072731,-0.8132248559966684,89.66997854113579,0.013819134,4.961785316467285,-0.003440863027208252
-504.49320551086964,667,61440,30,662.3804347826087,92,0.0003,0.0419921875,0.2,1520,0.7555196285247803,-0.7750633580610156,182.76950930804014,0.0053683007,43.13262939453125,-0.003965644013078418
-506.3348840947369,664,63488,31,667.3263157894737,95,0.0003,0.065869140625,0.2,1530,0.9000390693545341,-0.8018292292952538,87.01102292686701,0.005286186,24.770217895507812,-0.001471445219067391
-493.86361837000004,670,65536,32,654.65,97,0.0003,0.099755859375,0.2,1540,0.926889680325985,-0.8543513117358088,63.81417656689882,0.010456576,17.96385955810547,-0.0011173023660376203
-484.1377864500001,671,67584,33,646.55,100,0.0003,0.0416015625,0.2,1550,0.8180088847875595,-0.7389291785657406,188.8642669379711,0.0035346984,64.03931427001953,-0.0016147416583407904
-475.93480275,676,69632,34,641.82,102,0.0003,0.0919921875,0.2,1560,0.9095142260193825,-0.8414924055337906,108.42696272581816,0.0038536864,15.286199569702148,-0.003916912923159543
-476.80492877000006,675,71680,35,647.1,106,0.0003,0.133251953125,0.2,1570,0.9606822989881039,-0.9103900179266929,45.44883357435465,0.013660648,5.4803242683410645,-0.0006549114965309855
-472.93683622000003,669,73728,36,649.9,110,0.0003,0.1154296875,0.2,1580,0.962212797254324,-0.863585728034377,31.64375509545207,0.008562181,9.899827003479004,-0.004495958671031986
-466.4793929100001,673,75776,37,635.41,112,0.0003,0.15361328125,0.2,1590,0.927670381963253,-0.7371654149144888,69.2611538797617,0.019440401,129.08291625976562,-0.004408209331450053
-458.9506604999999,674,77824,38,627.72,115,0.0003,0.04111328125,0.2,1600,0.6929774284362793,-0.8289778009057045,173.70308996140957,0.0038127378,44.8442268371582,0.00012505626800702886
-444.49144791,679,79872,39,613.45,117,0.0003,0.0541015625,0.2,1610,0.8985254913568497,-0.770388869009912,95.10475888699293,0.003914136,8.62076187133789,-0.0015420349373016506
-442.42322767999997,675,81920,40,610.32,121,0.0003,0.10244140625,0.2,1620,0.8343512713909149,-0.826989627070725,102.14612876772881,0.0073289517,27.039644241333008,-0.0028450410271034345
-429.97344529000003,680,83968,41,587.77,123,0.0003,0.12958984375,0.2,1630,0.8718292564153671,-0.7518338438123464,110.13488196730614,0.0055587143,10.928953170776367,-0.00483588872521068
-428.8479988699999,679,86016,42,598.05,126,0.0003,0.042138671875,0.2,1640,0.8548390716314316,-0.8137846635654569,94.85328251123428,0.003703014,31.35822868347168,-0.0019018941551621539
-419.52915869000003,684,88064,43,589.96,128,0.0003,0.0708984375,0.2,1650,0.8183932155370712,-0.6079697262495756,89.84377888143062,0.009344036,45.13109588623047,-0.0023874870399595237
-414.55774093,685,90112,44,594.73,131,0.0003,0.0470703125,0.2,1660,0.8852725550532341,-0.7938004318624735,109.97613533139229,0.004802634,82.39332580566406,-0.0007478575509594521
26.381709,588,2048,1,1000.0,3,0.0003,0.08544921875,0.2,1670,0.9016858413815498,-0.9471950083971024,76.6585186496377,0.0084077865,3.1309902667999268,-0.0011003988322045189
2.3360477500000005,643,4096,2,1000.0,6,0.0003,0.131396484375,0.2,1680,0.7224510908126831,-0.8609378676861524,36.92397929728031,0.012168727,4.162727355957031,0.0013386744962190279
2.3432166666666667,711,6144,3,1000.0,8,0.0003,0.09267578125,0.2,1690,0.861433282494545,-0.8486577792093157,27.99352852627635,0.0075787418,3.290961503982544,0.00202772978664143
1.933602375,713,8192,4,1000.0,11,0.0003,0.098828125,0.2,1700,0.8837782815098763,-0.8874164097011089,25.0038678124547,0.0071621025,3.4952032566070557,-0.0020110804500291122
5.1263594,685,10240,5,1000.0,14,0.0003,0.06005859375,0.2,1710,0.8918849676847458,-0.8287849875167013,25.375439228862525,0.005831985,114.26273345947266,-0.0004153666872298345
4.5862456666666676,648,12288,6,1000.0,18,0.0003,0.075927734375,0.2,1720,0.8061846196651459,-0.8732308389618992,30.135504829883576,0.0072246105,4.263273239135742,-0.0034148954073316418
0.7203306428571433,658,14336,7,1000.0,21,0.0003,0.063623046875,0.2,1730,0.8540993332862854,-0.8706740103662014,33.544445765018466,0.0070238947,2.3688390254974365,-0.005329622812860179
2.0564983125000005,643,16384,8,1000.0,25,0.0003,0.0814453125,0.2,1740,0.897660568356514,-0.8506421813741326,22.958694550395013,0.007747188,1.7048332691192627,-0.0013019350240938365
3.6161956666666675,635,18432,9,1000.0,28,0.0003,0.040966796875,0.2,1750,0.8706728518009186,-0.8243638744577766,24.35270094126463,0.0037758618,191.42214965820312,0.000571619241964072
2.6604971000000006,627,20480,10,1000.0,32,0.0003,0.044873046875,0.2,1760,0.8638260215520859,-0.8685408733785153,23.032831680774688,0.0037395891,1.7795813083648682,-0.0001225595944561064
2.789245227272728,635,22528,11,1000.0,35,0.0003,0.045458984375,0.2,1770,0.8696319013834,-0.8649946544319391,23.16905157864094,0.004748906,1.7081725597381592,-0.0018732201657257973
0.010330500000000834,633,24576,12,1000.0,38,0.0003,0.034521484375,0.2,1780,0.8350563645362854,-0.8426681349053979,27.825504323095082,0.0072898455,2.2395999431610107,-0.0007084117030899506
1.622049615384616,617,26624,13,1000.0,43,0.0003,0.040234375,0.2,1790,0.8727929294109344,-0.8475262690335512,18.23794941753149,0.0042557446,2.94631290435791,-0.0017686902516288682
0.13989467857142937,611,28672,14,1000.0,46,0.0003,0.034814453125,0.2,1800,0.8706712424755096,-0.8243008071556688,26.169883231818677,0.004115657,2.571648120880127,-0.003341414865280967
1.9915026000000007,609,30720,15,1000.0,50,0.0003,0.070654296875,0.2,1810,0.7591528296470642,-0.8535431664437055,24.279062386602163,0.005769562,3.0977602005004883,-0.001200582957244478
1.403020156250001,604,32768,16,1000.0,54,0.0003,0.069970703125,0.2,1820,0.8617597967386246,-0.8298692485317588,21.82101838514209,0.0059596533,2.9659528732299805,-0.004363390301296022
0.952644500000001,593,34816,17,1000.0,58,0.0003,0.0681640625,0.2,1830,0.8884756118059158,-0.8240680210292339,25.410318048298357,0.0056295246,2.144113779067993,-0.0015855409641517327
1.7784134166666676,592,36864,18,1000.0,62,0.0003,0.090869140625,0.2,1840,0.8891047090291977,-0.7770617496222257,22.19638912677765,0.007652615,2.8574295043945312,-0.005421548351296224
1.171244894736843,591,38912,19,1000.0,65,0.0003,0.031591796875,0.2,1850,0.8066007345914841,-0.8022238465026021,35.72338051199913,0.0029485174,2.9951603412628174,1.0517571354284882e-06
1.7820473500000003,593,40960,20,1000.0,68,0.0003,0.071923828125,0.2,1860,0.8498195558786392,-0.8112597214058042,18.645174551010133,0.004975694,2.409771203994751,-0.002376483646366978
1.0318768372093023,589,43008,21,1000.0,72,0.0003,0.035302734375,0.2,1870,0.8057800680398941,-0.7776308493688703,28.077822162956,0.004299951,2.0084388256073,-0.0013841962136211805
0.6809815333333334,590,45056,22,1000.0,76,0.0003,0.03984375,0.2,1880,0.7341786324977875,-0.8243430057540536,36.8159467741847,0.0042579635,3.699960947036743,-0.0027224281991948375
1.2983685531914895,586,47104,23,1000.0,80,0.0003,0.054052734375,0.2,1890,0.875280037522316,-0.7545529076829552,19.89698507040739,0.005336015,2.0532031059265137,-0.0022115903375379276
0.5563085714285716,585,49152,24,1000.0,83,0.0003,0.07080078125,0.2,1900,0.863210454583168,-0.7764882702380419,22.16129560098052,0.007477603,1.8614252805709839,-0.003413902393367607
0.7869160392156865,576,51200,25,1000.0,88,0.0003,0.070654296875,0.2,1910,0.8462406247854233,-0.7937065970152617,22.062541588023304,0.008123485,1.85767662525177,-0.002364846251293784
1.3278939433962267,572,53248,26,1000.0,93,0.0003,0.0615234375,0.2,1920,0.854343980550766,-0.7419865230098367,20.61442569680512,0.0050238497,2.094564914703369,-0.0042125924774154555
0.9680132545454548,570,55296,27,1000.0,96,0.0003,0.0556640625,0.2,1930,0.8305789828300476,-0.7652489904314279,31.196966656297445,0.0051086326,2.1661951541900635,-0.0023698191973380743
-2.18208750877193,571,57344,28,991.7543859649123,100,0.0003,0.0548828125,0.2,1940,0.8563999831676483,-0.785940152592957,17.12281150072813,0.0045353607,1.611119270324707,-1.0988880967488513e-05
-1.1901921186440678,573,59392,29,992.0338983050848,103,0.0003,0.05224609375,0.2,1950,0.6408409774303436,-0.7804422363638878,57.53648148700595,0.0030113603,124.77021789550781,-0.0015824999441974795
-3.6047457096774194,572,61440,30,985.7258064516129,107,0.0003,0.05556640625,0.2,1960,0.8793258592486382,-0.7534260746091604,16.06404041349888,0.0035081082,1.9026228189468384,0.00020217800774844364
-2.953762015625,570,63488,31,986.171875,111,0.0003,0.04970703125,0.2,1970,0.8213556408882141,-0.7636690676212311,45.86268502101302,0.0031872578,12.026869773864746,-0.0017543375237437432
-1.0460336818181821,571,65536,32,984.3484848484849,114,0.0003,0.062353515625,0.2,1980,0.8712461143732071,-0.7790756713598966,19.931256480887534,0.0055218665,1.2522367238998413,0.00011642481113085523
-1.6646466323529414,574,67584,33,984.8088235294117,117,0.0003,0.060498046875,0.2,1990,0.4415516257286072,-0.7450034916400909,71.14119713306427,0.004633463,144.1621856689453,-0.001543099113041535
-3.2498133571428576,575,69632,34,981.6428571428571,120,0.0003,0.05908203125,0.2,2000,0.9066463112831116,-0.7450296822935343,14.35036995112896,0.005398479,1.8555659055709839,-0.00164923352713231
-2.470140944444444,576,71680,35,982.1527777777778,124,0.0003,0.075439453125,0.2,2010,0.6648097932338715,-0.7225439807400107,47.943107669055465,0.006676784,24.057485580444336,-0.003936326252733125
-2.31606148,577,73728,36,982.8666666666667,127,0.0003,0.0548828125,0.2,2020,0.8492279350757599,-0.773969324119389,22.288875519111752,0.006328738,2.190319061279297,-0.00029986144581926053
-0.7415392207792209,578,75776,37,982.6883116883117,130,0.0003,0.053173828125,0.2,2030,0.8195842504501343,-0.7011623300611973,33.62332352399826,0.0050030453,6.560512542724609,-0.0038568418687646043
-2.8266574683544303,581,77824,38,982.9873417721519,133,0.0003,0.02978515625,0.2,2040,0.6085895597934723,-0.69760916326195,79.46408246904612,0.002673691,95.58694458007812,-0.000969339858420426
-3.4966499012345675,580,79872,39,980.2962962962963,137,0.0003,0.061328125,0.2,2050,0.7438452839851379,-0.7548622097820044,69.58293679058552,0.007974047,2.8071601390838623,-0.0004626200927305035
-3.156182879518072,578,81920,40,980.7710843373494,141,0.0003,0.05693359375,0.2,2060,0.8311135768890381,-0.7117441445589066,36.62479575127363,0.0037516505,3.214439868927002,-0.0016940432746196167
-3.0055764823529407,579,83968,41,981.2235294117647,144,0.0003,0.065869140625,0.2,2070,0.8488665968179703,-0.7478481097146868,30.97872842475772,0.006817734,1.721732497215271,0.00014523995341733097
-4.705589620689655,579,86016,42,978.0574712643678,148,0.0003,0.059375,0.2,2080,0.8459880501031876,-0.744218285754323,29.796543410792946,0.004026667,1.0122336149215698,0.0013862329331459477
-3.956394977528089,579,88064,43,978.5505617977528,152,0.0003,0.06337890625,0.2,2090,0.8426443934440613,-0.7556721776723861,31.53189373537898,0.009137045,3.3355064392089844,-0.00033791573368944226
-4.363214858695652,578,90112,44,979.25,155,0.0003,0.048876953125,0.2,2100,0.8784897178411484,-0.7498616402968764,29.657678208500148,0.004454186,1.7682759761810303,-0.000595989404246211
-4.15748729787234,581,92160,45,979.6914893617021,158,0.0003,0.080517578125,0.2,2110,0.879761092364788,-0.6737141834571958,40.1235311627388,0.015798073,2.0067532062530518,-0.0022775952820666134
-4.044726218749999,582,94208,46,980.1145833333334,161,0.0003,0.084521484375,0.2,2120,0.9013229086995125,-0.7231907829642296,18.94242119938135,0.007557323,0.9243193864822388,-0.002830495670787059
-3.778439928571428,582,96256,47,980.5204081632653,165,0.0003,0.0705078125,0.2,2130,0.8752802014350891,-0.7343080796301364,23.472146099433303,0.003078797,152.09193420410156,-8.272415143437684e-05
-3.7311681899999996,583,98304,48,980.91,168,0.0003,0.046923828125,0.2,2140,0.8536658585071564,-0.7446481687948108,22.135606307163833,0.00448648,141.16212463378906,0.0002882349210267421
-4.2930095900000005,585,100352,49,980.91,171,0.0003,0.0873046875,0.2,2150,0.8711784929037094,-0.7271754652261734,18.699076836556195,0.009571654,1.4103939533233643,-0.0029400100254861174
