time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/value_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/loss
23,1125,47104,-143.22899999999998,41,259.03,0.0116071915,-0.004304719423817005,0.2,0.0003,0.10361328125,112.83893520832062,-0.5851888850331306,1450,0.9424412548542023,46.8165283203125
24,1128,49152,-141.02700000000002,43,251.12,0.004062178,-0.002475874888477847,0.2,0.0003,0.04267578125,86.31470508277417,-0.6262842873111367,1460,0.948376577347517,7.1858344078063965
25,1129,51200,-143.4145,45,249.18,0.009098103,-0.002272261459438596,0.2,0.0003,0.096435546875,87.56164476275444,-0.5841609307564795,1470,0.945468258112669,21.896366119384766
26,1133,53248,-146.2465,46,247.93,0.008571422,-0.0030834580080409068,0.2,0.0003,0.09013671875,68.86879466474056,-0.559877201821655,1480,0.9657052755355835,27.53573226928711
27,1133,55296,-150.09400000000002,48,246.33,0.0053574275,-0.0028393789936671963,0.2,0.0003,0.036083984375,167.30953620672227,-0.5396248842589557,1490,0.9260633289813995,97.52521514892578
28,1136,57344,-153.8335,50,242.78,0.004473578,-0.002426186206866987,0.2,0.0003,0.032177734375,130.3167236030102,-0.5189375401474535,1500,0.9363019093871117,21.823795318603516
29,1140,59392,-161.59699999999998,52,236.8,0.0034204451,-0.0020689306780695914,0.2,0.0003,0.03408203125,208.38808698654174,-0.5311135252937674,1510,0.8579549342393875,99.92466735839844
30,1141,61440,-160.2365,53,233.61,0.0042590355,-0.0006648833885265048,0.2,0.0003,0.03857421875,125.7778898715973,-0.626567449234426,1520,0.9052526205778122,84.20504760742188
31,1145,63488,-167.412,55,226.21,0.00349924,-0.001168366767524276,0.2,0.0003,0.0302734375,87.24748410582542,-0.5001214548945427,1530,0.9565634876489639,13.663724899291992
32,1147,65536,-166.42399999999998,57,219.57,0.004381942,-0.0025933800607162993,0.2,0.0003,0.02861328125,156.9612242400646,-0.615017956867814,1540,0.8147163093090057,46.72425079345703
33,1149,67584,-168.23049999999995,58,222.9,0.006129031,-0.003152254941960564,0.2,0.0003,0.04072265625,133.99630600214005,-0.469907658174634,1550,0.9247571006417274,75.31507110595703
34,1152,69632,-162.61200000000002,60,220.49,0.006143362,-0.00264299760965514,0.2,0.0003,0.031494140625,118.29747604131698,-0.5220791172236204,1560,0.9305908307433128,39.7491340637207
35,1152,71680,-161.30849999999998,62,225.74,0.0040115993,-0.0029616691266710405,0.2,0.0003,0.0326171875,133.85204335451127,-0.5326505571603775,1570,0.9274114295840263,49.10774612426758
36,1154,73728,-164.39199999999997,63,221.17,0.0038576247,-0.0034631312169949523,0.2,0.0003,0.04169921875,130.35269864201547,-0.41995564913377165,1580,0.9377015046775341,26.73689842224121
37,1156,75776,-161.31049999999996,65,217.54,0.0050162226,-0.00376013638524455,0.2,0.0003,0.074951171875,122.21323755979537,-0.5676676167175174,1590,0.9301581382751465,26.494033813476562
38,1157,77824,-157.62849999999997,67,222.02,0.007124562,-0.007267018292623106,0.2,0.0003,0.05478515625,71.51304489374161,-0.5132464356720448,1600,0.9615376181900501,20.675870895385742
39,1159,79872,-152.49449999999996,68,220.38,0.0037928303,-0.0015707753445894923,0.2,0.0003,0.028759765625,126.78034699559211,-0.472798949573189,1610,0.9255434349179268,70.63761138916016
40,1160,81920,-149.692,70,219.98,0.0031258767,-0.0012296969172894024,0.2,0.0003,0.029150390625,93.50250041484833,-0.4977240270934999,1620,0.9550962932407856,25.66647720336914
41,1163,83968,-147.77800000000002,72,215.37,0.0066880705,-0.0008825174201774644,0.2,0.0003,0.051171875,111.63102513551712,-0.5001921731047332,1630,0.9326673969626427,24.586599349975586
42,1166,86016,-145.56149999999997,73,218.83,0.005303601,-0.005088944015733432,0.2,0.0003,0.042431640625,166.97732082009315,-0.5485441241413355,1640,0.8649899363517761,54.86088180541992
43,1169,88064,-145.83100000000002,75,206.1,0.0047597648,-0.0012263303266081492,0.2,0.0003,0.068701171875,109.748315179348,-0.5477164971642197,1650,0.9210911616683006,40.643795013427734
44,1172,90112,-158.562,76,198.52,0.0027438793,-0.0004954022238962352,0.2,0.0003,0.0369140625,118.22164385914803,-0.4763846046291292,1660,0.9505992867052555,82.15249633789062
45,1173,92160,-160.67249999999999,78,196.77,0.005324999,-0.0037299005431123077,0.2,0.0003,0.063525390625,110.8953921675682,-0.5588103058747947,1670,0.8943530395627022,42.48764419555664
46,1176,94208,-165.486,80,194.2,0.005216605,-0.002216553774633212,0.2,0.0003,0.0498046875,110.44957585930824,-0.5719213171862065,1680,0.919290080666542,24.75699806213379
47,1178,96256,-170.73350000000002,81,187.82,0.008527542,-0.0030512005687342025,0.2,0.0003,0.1052734375,95.71978378295898,-0.5257319735363126,1690,0.9399420730769634,51.58278274536133
48,1180,98304,-175.252,83,179.12,0.002831848,-0.002497422759915935,0.2,0.0003,0.0375,144.97731533646584,-0.4428784055635333,1700,0.9036386907100677,39.89466094970703
49,1181,100352,-177.47699999999998,84,183.0,0.0054051774,-0.001590939366724342,0.2,0.0003,0.069775390625,131.909674346447,-0.5181177875027061,1710,0.9107278734445572,120.85631561279297
