rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_range,train/value_loss,train/policy_gradient_loss
-0.42567522000000096,147456,188,72,780,769.8,710,1.991582989692688,0.0003,0.08369140625,-0.953485818579793,0.9338884651660919,0.0079459725,0.2,19.009778978675605,-0.004425876700406661
0.8324797499999989,149504,192,73,775,768.17,720,15.799144744873047,0.0003,0.03642578125,-0.9279619077220559,0.7991769164800644,0.003620902,0.2,53.23266367912292,-0.0016599738388322293
0.12731504999999937,151552,196,74,771,767.15,730,31.314838409423828,0.0003,0.01865234375,-0.8618809351697564,0.6977303922176361,0.008096855,0.2,75.88051880598069,-0.0015400304750073702
1.7376051000000001,153600,199,75,769,761.57,740,4.5539350509643555,0.0003,0.086279296875,-0.8402218757197261,0.7159578204154968,0.007131104,0.2,90.9726524233818,-0.005247977691760752
0.5603314000000015,155648,203,76,764,764.04,750,9.631597518920898,0.0003,0.1078125,-0.7695832638069987,0.7681647390127182,0.01851178,0.2,97.53482597917318,-0.005243586542201228
0.4079546100000023,157696,207,77,758,764.04,760,3.652630090713501,0.0003,0.0958984375,-0.8692605424672365,0.9550063945353031,0.00856654,0.2,23.204002334177495,-0.005351312494894955
0.29858595000000043,159744,211,78,756,765.94,770,2.704003095626831,0.0003,0.111279296875,-0.8768528459593654,0.9488530643284321,0.0076671294,0.2,20.951425801962614,-0.005942006623081397
1.0222805500000005,161792,214,79,754,765.94,780,3.3332462310791016,0.0003,0.071142578125,-0.8972630741074681,0.9305618107318878,0.0060846945,0.2,25.847593866288662,-0.0036746717312780676
-2.952537960000001,163840,217,80,753,764.5,790,2.8141703605651855,0.0003,0.047900390625,-0.9065435379743576,0.871546059846878,0.0044282516,0.2,35.46815624386072,-0.0021699775403249077
-4.377652269999998,165888,221,81,750,771.14,800,47.535789489746094,0.0003,0.059814453125,-0.8360308382660151,0.635713666677475,0.0055194236,0.2,97.3253139346838,-0.0030490912209643283
-4.062775539999999,167936,224,82,749,771.88,810,2.664231300354004,0.0003,0.098388671875,-0.8585656944662332,0.91897764056921,0.012068333,0.2,28.296824645251036,-0.003828652719676029
-5.138414550000001,169984,228,83,743,775.59,820,12.214470863342285,0.0003,0.033642578125,-0.8337074913084507,0.8007213473320007,0.0049442775,0.2,71.86826695501804,-0.001792415138334036
-6.011549870000002,172032,233,84,736,781.04,830,1.8958823680877686,0.0003,0.1267578125,-0.9280666654929519,0.8563070148229599,0.011787928,0.2,34.68641791641712,-0.010737302635970992
-7.008169830000001,174080,237,85,733,781.75,840,2.0592546463012695,0.0003,0.024072265625,-0.8751998225226998,0.8531277924776077,0.0037721114,0.2,30.90539456754923,0.00034613757161423565
-6.48304022,176128,240,86,732,776.5,850,6.054728984832764,0.0003,0.05068359375,-0.8477777456864715,0.9075836166739464,0.005754061,0.2,30.157501696795226,-0.005028066477098037
-5.318144480000001,178176,243,87,732,774.2,860,78.0102310180664,0.0003,0.060400390625,-0.8254636224359274,0.7928500771522522,0.00746463,0.2,46.646129830926654,-0.003741657060891157
-4.584279350000004,180224,246,88,731,786.22,870,6.458408832550049,0.0003,0.047021484375,-0.8292996576055884,0.8141557723283768,0.005218866,0.2,53.393592649698256,-0.004726597068656702
-1.8494379500000022,182272,250,89,728,799.94,880,223.5700225830078,0.0003,0.083447265625,-0.8514706393703818,0.857910692691803,0.0076700607,0.2,42.574711507558824,-0.0029091964199324137
-0.36704782000000025,184320,252,90,729,798.91,890,11.357221603393555,0.0003,0.057568359375,-0.8776389257982373,0.643155962228775,0.005513532,0.2,110.41416026428342,-0.000575034786015749
2.2458408400000005,186368,255,91,729,810.63,900,18.742225646972656,0.0003,0.045654296875,-0.8702686801552773,0.7207134664058685,0.0031115483,0.2,97.17624075561761,-0.0008190928718249779
1.1767625800000006,188416,259,92,727,807.74,910,34.412315368652344,0.0003,0.0330078125,-0.6898305520415307,0.7743947207927704,0.0056189112,0.2,86.42608059942722,-0.0021846119743713643
0.3705632099999994,190464,261,93,727,800.66,920,3.946159601211548,0.0003,0.0376953125,-0.8588767286390067,0.7688241004943848,0.0031499004,0.2,68.45711861401796,-0.0011041799196391366
2.7573310600000003,192512,265,94,725,806.88,930,19.83759880065918,0.0003,0.042578125,-0.7466049510985613,0.7702798992395401,0.0043948283,0.2,115.86994738578797,-0.001758498425988364
3.044266490000001,194560,267,95,726,815.98,940,15.420821189880371,0.0003,0.06552734375,-0.885219176672399,0.8254368156194687,0.0064647403,0.2,63.395771357417104,-6.272918762988411e-05
0.7233560699999984,196608,271,96,722,818.95,950,141.3068084716797,0.0003,0.029638671875,-0.8182604666799307,0.8218829035758972,0.0026907288,0.2,112.88898248970509,-0.0005567111507843947
3.239052319999997,198656,275,97,720,817.73,960,10.070198059082031,0.0003,0.055859375,-0.8388598341494798,0.7928103655576706,0.006857774,0.2,104.30745437592267,-0.004119657627961714
-1.47899137,200704,278,98,719,821.15,970,5.828518867492676,0.0003,0.081640625,-0.8711195612326265,0.8468199819326401,0.010216231,0.2,52.205363450944425,-0.002575606333994074
2.7533586099999985,202752,281,99,719,818.3,980,22.356904983520508,0.0003,0.061669921875,-0.8596676751971245,0.8435750603675842,0.005544902,0.2,80.2115867972374,-0.004032923326303717
5.843708179999998,204800,285,100,718,830.36,990,55.211585998535156,0.0003,0.051611328125,-0.7884857214987278,0.5812352299690247,0.007560654,0.2,107.98132234364748,-0.002229531851480715
7.151239769999998,206848,287,101,719,831.16,1000,4.433401584625244,0.0003,0.1185546875,-0.9018737509846687,0.7804027646780014,0.0094525805,0.2,55.77359703779221,-0.00477892922135652
9.186893349999998,208896,291,102,716,829.65,1010,47.46261978149414,0.0003,0.042724609375,-0.7598053930327296,0.6877117455005646,0.0067321886,0.2,165.2908846527338,-0.0011273539344983873
10.04697036,210944,295,103,713,829.2,1020,21.261865615844727,0.0003,0.058837890625,-0.8422658048570156,0.8608072698116302,0.006178934,0.2,55.0824417218566,-0.0018766720699204598
12.224662829999998,212992,298,104,713,825.62,1030,393.4803161621094,0.0003,0.0703125,-0.8274352038279176,0.6805256307125092,0.0047851317,0.2,74.65232871621848,-0.0017836648650700227
10.648501079999999,215040,301,105,712,828.81,1040,5.119570732116699,0.0003,0.05712890625,-0.8067280814051628,0.8362995982170105,0.00667034,0.2,55.61967714354396,-0.0004983055754564702
10.00275998,217088,305,106,710,827.45,1050,24.382980346679688,0.0003,0.070458984375,-0.8405808424577117,0.6613664925098419,0.011861412,0.2,116.00279416888952,-0.0037579973548417913
12.130045430000003,219136,309,107,708,827.62,1060,5.231658935546875,0.0003,0.078662109375,-0.8030316863209009,0.7322239279747009,0.0070370864,0.2,75.08688714951276,-0.0034024086664430795
9.620893610000001,221184,313,108,706,829.84,1070,18.979164123535156,0.0003,0.057763671875,-0.7705422637984156,0.7792334109544754,0.005942796,0.2,77.41799064278602,-0.003925616126798559
11.130376609999995,223232,316,109,706,834.54,1080,3.627887487411499,0.0003,0.1732421875,-0.8464938754215836,0.8728046715259552,0.019864485,0.2,32.954017772525546,-0.01189918644959107
10.377263309999998,225280,319,110,704,837.14,1090,3.067904472351074,0.0003,0.0609375,-0.8024406112730503,0.8128406554460526,0.004365473,0.2,34.36200097054243,-0.002574854299018625
9.494308010000003,227328,323,111,702,831.25,1100,4.262345790863037,0.0003,0.071044921875,-0.8165469713509083,0.8537820279598236,0.0054033482,0.2,31.425550907105208,-0.0025607371266232804
8.73516243,229376,326,112,703,823.05,1110,33.225379943847656,0.0003,0.034765625,-0.6823307666927576,0.46991968154907227,0.01054473,0.2,151.13613797724247,-0.002217880379976123
10.789338149999999,231424,329,113,701,817.09,1120,148.19139099121094,0.0003,0.06015625,-0.7855206763371825,0.7211488783359528,0.0059424695,0.2,127.3587976038456,-0.001751894550397992
10.796631559999998,233472,332,114,702,813.59,1130,9.744267463684082,0.0003,0.033154296875,-0.6816456722095608,0.7207504510879517,0.0048517715,0.2,93.70734083801509,-0.00022930758605070877
9.52274852,235520,335,115,702,804.07,1140,18.722118377685547,0.0003,0.12568359375,-0.7467326700687409,0.6212841868400574,0.010230382,0.2,71.60957597717643,-0.0022153021636768244
9.626812760000002,237568,338,116,700,797.31,1150,14.094447135925293,0.0003,0.0955078125,-0.5653602453880012,0.5968969166278839,0.023901302,0.2,128.9943057641387,-0.01051717799018661
9.234899760000003,239616,341,117,701,792.12,1160,60.02519989013672,0.0003,0.117724609375,-0.8660731535404921,0.6041208803653717,0.010131791,0.2,95.20020573213696,-0.00016744008971727453
9.865298400000002,241664,345,118,699,792.12,1170,16.368635177612305,0.0003,0.086669921875,-0.7410298625007272,0.7431013584136963,0.008803706,0.2,57.86584649980068,-0.004624840623728232
9.018902800000001,243712,348,119,698,792.96,1180,4.907652378082275,0.0003,0.0796875,-0.8052380377426743,0.8568004220724106,0.008973546,0.2,24.604328394681215,-0.0050460456048313064
10.32160609,245760,351,120,698,788.73,1190,17.681753158569336,0.0003,0.059765625,-0.8156773706898093,0.680907279253006,0.007289474,0.2,88.21268175914884,0.0001803447201382369
9.40015902,247808,355,121,696,793.66,1200,39.6535758972168,0.0003,0.070654296875,-0.8113709226250648,0.6131754815578461,0.005261263,0.2,56.48131234198809,-0.003938416537130252
7.696854200000001,249856,358,122,697,788.4,1210,281.811279296875,0.0003,0.18974609375,-0.9004657892510295,0.6817429661750793,0.018520921,0.2,46.42187197208405,-0.006486671161837876
7.372910860000002,251904,361,123,697,766.54,1220,10.543269157409668,0.0003,0.071142578125,-0.8602049205452204,0.6386870443820953,0.0071918285,0.2,84.10476948618889,-0.0007172684625402325
-378.031302,2048,2,1,966,731.0,1230,88.68162536621094,0.0003,0.030224609375,-0.6811031552031637,0.6049050688743591,0.0035796673,0.2,182.9653973042965,-0.0032569545233855023
-412.338576,4096,5,2,762,743.0,1240,26.330820083618164,0.0003,0.11328125,-0.8417406197637319,0.4924337863922119,0.017425677,0.2,101.49597738981247,-0.005062610375171061
-453.65156071428567,6144,8,3,735,816.4285714285714,1250,43.29484939575195,0.0003,0.084326171875,-0.8224473686888814,0.4447464346885681,0.015744297,0.2,128.59927755594254,-0.0035421613098151282
-450.5383582222222,8192,12,4,672,800.3333333333334,1260,4.645100116729736,0.0003,0.10283203125,-0.8085402544587851,0.7278243005275726,0.010880121,0.2,48.546523334831,-0.004958103786339052
-493.41345899999993,10240,15,5,668,850.25,1270,11.869731903076172,0.0003,0.021337890625,-0.7020760871469974,0.7069615423679352,0.0029732687,0.2,107.07948403656482,-0.001027838248410262
-471.70901893333325,12288,17,6,694,784.0,1280,3.9209694862365723,0.0003,0.051806640625,-0.7618750676512718,0.7738529443740845,0.0066038743,0.2,62.87892780303955,-0.0017959579708985984
-453.981709,14336,21,7,666,769.8888888888889,1290,27.181140899658203,0.0003,0.047412109375,-0.7490239778533578,0.7517483979463577,0.0104638515,0.2,114.21510067284107,-0.0036982342237024566
-463.66502604761905,16384,24,8,669,763.7142857142857,1300,13.245762825012207,0.0003,0.084326171875,-0.7350634012371302,0.8480691611766815,0.007463731,0.2,105.80784246921539,-0.0033141934298328126
-477.59413850000004,18432,27,9,668,767.2083333333334,1310,34.97100830078125,0.0003,0.03623046875,-0.7812034044414758,0.8188770264387131,0.004531816,0.2,91.10360057502984,-0.0020257275122276043
-490.59565296153846,20480,30,10,661,785.1153846153846,1320,120.67472076416016,0.0003,0.03857421875,-0.7961269699037075,0.8164379447698593,0.003674578,0.2,117.33602844774722,-0.0010184040940657724
-505.7020823214286,22528,34,11,656,794.5714285714286,1330,3.4633281230926514,0.0003,0.131494140625,-0.7996441911906004,0.9633592776954174,0.014201081,0.2,28.08951076567173,-0.0016296131783747115
-506.44562125806453,24576,37,12,659,780.2903225806451,1340,35.02388381958008,0.0003,0.0341796875,-0.7547657629474998,0.8498477041721344,0.0048748786,0.2,61.978877407312396,-0.00047362374025397005
-522.2327808484849,26624,40,13,657,793.6060606060606,1350,14.907977104187012,0.0003,0.051025390625,-0.7556918568909168,0.814752921462059,0.004322568,0.2,105.46397524476052,-0.002396778100228403
-521.9691781142858,28672,44,14,646,791.3142857142857,1360,10.13126277923584,0.0003,0.0775390625,-0.8501983949914574,0.8945414870977402,0.0049053626,0.2,91.23375644087791,-0.004712301366089378
-524.4394983333334,30720,47,15,652,784.6666666666666,1370,23.15587043762207,0.0003,0.051025390625,-0.7979548355564475,0.9041547179222107,0.007691256,0.2,96.75652956664563,-0.0037093992432346568
-513.2416411428572,32768,49,16,658,771.8333333333334,1380,71.41050720214844,0.0003,0.054541015625,-0.8205729391425848,0.8390716910362244,0.0054300847,0.2,112.56869105994701,-0.002818920375284506
-512.0067750000001,34816,53,17,650,782.2045454545455,1390,76.40196228027344,0.0003,0.063818359375,-0.7055122455582022,0.9121975228190422,0.00692063,0.2,98.04129282534123,-0.0023382391500490485
-522.7176936739131,36864,57,18,644,791.6739130434783,1400,112.88890838623047,0.0003,0.07109375,-0.6638357106596231,0.9539071843028069,0.0058027343,0.2,45.00781913101673,-0.0002817023661918938
-535.458982122449,38912,60,19,645,788.3469387755102,1410,2.643970489501953,0.0003,0.1384765625,-0.8011245312169194,0.9701047483831644,0.01070575,0.2,39.07521229535341,-0.0005753417703090235
-536.9307827307692,40960,63,20,643,777.5769230769231,1420,3.593186616897583,0.0003,0.07578125,-0.8267595684155822,0.7273564040660858,0.008708237,0.2,53.161206202208994,-0.00014560458657797426
-531.4568704074073,43008,66,21,645,779.4814814814815,1430,7.61056661605835,0.0003,0.080029296875,-0.8122130764648319,0.9297222122550011,0.0063310005,0.2,59.004368886351585,-0.0064487389390706085
-545.6861248275862,45056,69,22,649,775.8103448275862,1440,10.759297370910645,0.0003,0.0587890625,-0.8345529535785318,0.9425581805408001,0.009234336,0.2,65.24111671224236,-0.0025980421087297145
-546.997509295082,47104,71,23,658,771.1311475409836,1450,47.868587493896484,0.0003,0.065771484375,-0.8465549243614078,0.7281296849250793,0.008739091,0.2,77.35301870852709,-0.0027924691123189403
-537.698795640625,49152,73,24,664,753.78125,1460,3.836524724960327,0.0003,0.075830078125,-0.751406766101718,0.7692658603191376,0.009159681,0.2,84.1195901721716,-0.002423704698230722
-541.8808297878788,51200,77,25,659,761.2424242424242,1470,9.39434814453125,0.0003,0.156494140625,-0.779688062891364,0.827735647559166,0.008566609,0.2,80.38345710933208,-0.002482334525848273
-548.6033650285715,53248,80,26,663,759.8571428571429,1480,2.696645736694336,0.0003,0.11171875,-0.7787836836650968,0.967595063149929,0.009507734,0.2,25.632878281921148,-0.0010281867445883109
