rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/loss
-87.17843354,37,86,75776,460.36,873,-0.9629546782001853,0.006787256,0.0003,360,68.98696293830872,0.17839229106903076,0.039111328125,0.2,-0.005032557668891968,53.844268798828125
-85.75416627999999,38,91,77824,476.48,850,-0.9486018201336265,0.008482835,0.0003,370,51.093780991435054,0.5533941090106964,0.04755859375,0.2,-0.0035784765379503368,16.307207107543945
-81.38851304,39,95,79872,493.9,834,-0.9686003008857369,0.012173131,0.0003,380,33.67566650509834,0.7249011993408203,0.1076171875,0.2,-0.007317287690239027,11.66217041015625
-79.81237156,40,99,81920,509.91,820,-0.9743535725399852,0.004646729,0.0003,390,21.86709221303463,0.7091157138347626,0.0525390625,0.2,-0.004856907455541659,58.295013427734375
-77.51651409,41,103,83968,525.78,813,-0.9476515464484692,0.004680774,0.0003,400,42.1630413621664,0.002297639846801758,0.060693359375,0.2,-0.0008666646732308436,9.88066291809082
-75.09667929,42,106,86016,540.17,811,-0.903236155025661,0.013837853,0.0003,410,23.237662318348885,0.11329901218414307,0.0927734375,0.2,-0.006091025558998808,6.659696102142334
-72.21811849999999,43,110,88064,557.0,797,-0.9599184377118946,0.009759155,0.0003,420,26.404166293144225,0.16367721557617188,0.078466796875,0.2,-0.0032791803234431425,9.202653884887695
-70.20137961,44,113,90112,573.09,790,-0.9401611562818288,0.009312217,0.0003,430,23.402253097295763,0.20547711849212646,0.09951171875,0.2,-0.003563025090988958,8.108888626098633
-67.79301631,45,117,92160,589.55,783,-0.9451699959114194,0.0037324592,0.0003,440,28.37268008887768,0.10934144258499146,0.0552734375,0.2,-0.002607317333604442,5.2173919677734375
-65.33140333,46,122,94208,605.7,771,-0.910646571405232,0.0033943378,0.0003,450,20.819512370228768,0.2941739559173584,0.044287109375,0.2,-0.0015605672775564016,7.922262191772461
-64.47210423,47,125,96256,613.45,765,-0.9621088268235326,0.003855473,0.0003,460,29.315141129493714,0.38092684745788574,0.098779296875,0.2,-0.007272096061205957,8.20941162109375
-60.271540339999994,48,129,98304,628.74,758,-0.9288518875837326,0.005579684,0.0003,470,28.013404276967048,0.4757039546966553,0.029931640625,0.2,-0.001775424937659409,4.2215681076049805
-60.821495799999994,49,133,100352,635.33,753,-0.9652022562921048,0.00803185,0.0003,480,33.191366744041446,0.379228413105011,0.085693359375,0.2,-0.005577876406459836,8.081761360168457
-55.926223719999996,50,136,102400,648.69,748,-0.9592475775629282,0.005600917,0.0003,490,13.317859080433845,0.43913209438323975,0.070068359375,0.2,-0.0022737540784874,3.1871426105499268
-55.88806479,51,141,104448,664.1,739,-0.9385542344301939,0.006056819,0.0003,500,23.6683829665184,0.3674665093421936,0.078564453125,0.2,-0.00308091718252399,2.698861598968506
-51.77060252999999,52,143,106496,677.82,739,-0.9235649796202778,0.0055309283,0.0003,510,30.10438424795866,0.34711259603500366,0.0466796875,0.2,-4.640892730094493e-05,2.9223241806030273
-49.31421896999999,53,147,108544,693.41,735,-0.9132722513750196,0.0022051309,0.0003,520,24.91633263975382,0.4806147813796997,0.054736328125,0.2,-0.0017000406565784941,4.975839138031006
-51.7468026,54,152,110592,701.32,726,-0.9170465875416994,0.004364921,0.0003,530,28.497217303514482,0.08910852670669556,0.048388671875,0.2,-0.0030642227007774635,4.4172492027282715
-47.39856721,55,155,112640,716.9,723,-0.8546127522364259,0.0063353865,0.0003,540,29.63581160157919,0.4628257155418396,0.071923828125,0.2,-0.005580748541615321,4.440497398376465
-47.167867830000006,56,158,114688,724.19,723,-0.880441470630467,0.006480079,0.0003,550,21.867647492885588,0.4947704076766968,0.066552734375,0.2,-0.0026166547737375367,2.9056899547576904
-43.29072717000001,57,161,116736,738.77,724,-0.8994766946882009,0.0087355,0.0003,560,41.88290933519602,0.5305638015270233,0.088134765625,0.2,-0.004053792553895619,3.742422103881836
-40.82158049,58,165,118784,753.82,718,-0.8182874066755176,0.005843481,0.0003,570,70.90167414993047,0.044560253620147705,0.1021484375,0.2,-0.00409249698932399,10.595239639282227
-40.55398514000001,59,168,120832,761.7,716,-0.8492013549432158,0.007934958,0.0003,580,47.06637608557939,0.44981861114501953,0.08564453125,0.2,-0.005320973291964038,7.285337448120117
-37.00497563000001,60,173,122880,777.06,710,-0.8477646889165044,0.0025520637,0.0003,590,27.965860828757286,0.5553638339042664,0.045068359375,0.2,-0.0014640000626968686,3.417626142501831
-33.50429161,61,177,124928,793.22,705,-0.787160337343812,0.0061348807,0.0003,600,66.7418880417943,0.1949034333229065,0.054833984375,0.2,-0.0023925505054648967,32.88969039916992
-32.14731676,62,180,126976,808.69,703,-0.875235415622592,0.006893178,0.0003,610,35.85932154208422,0.5097461640834808,0.0732421875,0.2,-0.003992238988575991,3.5991833209991455
-28.334333419999997,63,184,129024,824.45,699,-0.8923537032678723,0.008145094,0.0003,620,27.141355756670237,0.4705725908279419,0.09375,0.2,-0.0031326257434557193,4.7896809577941895
-28.181699669999997,64,188,131072,839.2,694,-0.9014959400519729,0.0058260765,0.0003,630,21.077912045270203,0.48210060596466064,0.085302734375,0.2,-0.0037016858244896867,2.8903441429138184
-25.48552319,65,193,133120,852.1,688,-0.9023684514686465,0.014094229,0.0003,640,35.66430981308222,0.4319142699241638,0.078125,0.2,-0.0059512602587346915,3.2311654090881348
-22.96988993,66,196,135168,865.29,686,-0.8231284404173493,0.0052197063,0.0003,650,67.301771235466,0.2581315040588379,0.02890625,0.2,-0.003035859644296579,31.36904525756836
-18.251668640000002,67,201,137216,879.72,681,-0.8435059145092965,0.019769344,0.0003,660,149.20580956935882,0.19793707132339478,0.0546875,0.2,-0.009077508009795565,11.060763359069824
-17.642481880000002,68,204,139264,890.95,682,-0.8250066123902797,0.00805736,0.0003,670,48.687789051234724,0.41010427474975586,0.056396484375,0.2,-0.004057982722588349,4.324429512023926
-16.733661830000003,69,208,141312,893.61,678,-0.8612266954034566,0.010815624,0.0003,680,89.25614604502917,0.33104366064071655,0.084521484375,0.2,-0.0028813170109060595,38.720394134521484
-14.671162000000004,70,212,143360,898.85,676,-0.8282626731321215,0.0066727498,0.0003,690,63.059134064614774,0.36850887537002563,0.066015625,0.2,-0.0023935653814987747,6.651130676269531
-11.51696475,71,215,145408,916.01,675,-0.7840592673048377,0.005383551,0.0003,700,80.19068189114333,0.15634483098983765,0.049755859375,0.2,-0.002078431194968289,12.184562683105469
-12.499924040000002,72,219,147456,916.01,672,-0.8175915230065585,0.0068279244,0.0003,710,121.31601791083813,0.38829392194747925,0.040478515625,0.2,0.0003186529700542451,70.991455078125
-10.639556359999997,73,222,149504,926.99,670,-0.8614774167537689,0.0077814655,0.0003,720,27.57472838945687,0.528761237859726,0.065673828125,0.2,-0.0026656800371711144,2.731180429458618
-9.233721639999997,74,226,151552,933.9,668,-0.8475987130776048,0.0018934023,0.0003,730,31.52186162620783,0.4307849407196045,0.040283203125,0.2,-0.0005975302679871675,3.325796365737915
-8.018703319999998,75,230,153600,939.25,666,-0.8358861099928617,0.0052838353,0.0003,740,54.03497583270073,0.4430426359176636,0.051806640625,0.2,-0.0024193362558435185,4.92056941986084
-6.214143169999999,76,233,155648,944.7,666,-0.8794050075113773,0.005227708,0.0003,750,41.25431735776365,0.2600862383842468,0.052783203125,0.2,-0.004034336720360443,3.2397727966308594
-2.88117484,77,236,157696,956.42,666,-0.8015188775956631,0.0076111103,0.0003,760,27.95737145245075,0.5250538289546967,0.06650390625,0.2,-0.002891941400594078,2.884178400039673
0.8315643599999994,78,240,159744,966.14,663,-0.8209961513057351,0.004774632,0.0003,770,75.18790040686727,0.27061110734939575,0.040283203125,0.2,-0.0015865888250118586,21.32981300354004
3.7865298499999995,79,244,161792,975.09,662,-0.8228935319930315,0.006005857,0.0003,780,57.78985117003322,0.16946256160736084,0.05234375,0.2,-0.00200203608328593,3.006786584854126
4.51625989,80,247,163840,975.09,661,-0.7619203405454755,0.0046146135,0.0003,790,68.31039722859859,0.2102341651916504,0.032958984375,0.2,-0.0016537455994694028,2.7903244495391846
8.34577721,81,250,165888,982.53,660,-0.772582545876503,0.010076242,0.0003,800,41.75886004567146,0.3329036831855774,0.08115234375,0.2,-0.0037200650251179466,4.8649067878723145
5.3758352,82,254,167936,981.83,659,-0.771426473557949,0.005923446,0.0003,810,120.66842234432697,0.3121647238731384,0.037109375,0.2,-0.0007925479021650972,17.819047927856445
4.03955259,83,257,169984,973.41,661,-0.7972891876474023,0.0060372488,0.0003,820,83.69859780371189,0.39062201976776123,0.04970703125,0.2,-0.002787748752598418,90.83999633789062
3.914013239999999,84,260,172032,972.33,661,-0.7926632551476359,0.009346373,0.0003,830,158.98624626994132,0.3965427279472351,0.051025390625,0.2,-0.0028230119598447343,58.978172302246094
3.5169016599999994,85,263,174080,972.33,660,-0.8350693935528397,0.008975841,0.0003,840,66.65221858918667,0.5988567471504211,0.076025390625,0.2,-0.0010597090986266267,10.379024505615234
4.72488322,86,266,176128,970.38,661,-0.8185616664588451,0.008705786,0.0003,850,24.784369534254076,0.7312095165252686,0.095068359375,0.2,-0.003073372700600885,2.317652702331543
5.8844387099999995,87,269,178176,969.18,660,-0.7832502536475658,0.0045545837,0.0003,860,53.28919712901116,0.4200294613838196,0.038671875,0.2,-0.002211465665095602,5.06345796585083
4.561620090000001,88,273,180224,969.13,659,-0.80670494902879,0.0076016784,0.0003,870,53.26942698508501,0.6303710043430328,0.05439453125,0.2,-0.0012925554350658786,13.206087112426758
2.7969242799999994,89,276,182272,964.44,658,-0.8445061577484012,0.005300865,0.0003,880,78.3011270351708,0.529920369386673,0.04560546875,0.2,-0.0022064065597078297,64.5351791381836
4.00077257,90,280,184320,964.43,657,-0.7960445735603571,0.002578773,0.0003,890,194.00664278268815,0.2997421622276306,0.040283203125,0.2,-0.0014283127522503492,151.16583251953125
5.19610282,91,284,186368,964.43,655,-0.7763850005343557,0.0048641665,0.0003,900,54.760617503523825,0.5975727438926697,0.046826171875,0.2,-0.003595252221930423,6.325002193450928
3.135416519999999,92,287,188416,963.1,654,-0.8479263253509999,0.008556806,0.0003,910,37.0983870357275,0.49631863832473755,0.07314453125,0.2,-4.7962821554392576e-05,13.62973403930664
2.5050548699999977,93,291,190464,959.98,654,-0.7779013508930802,0.004459929,0.0003,920,93.98806618377566,0.4258122444152832,0.02578125,0.2,-0.001071557097020559,9.048001289367676
2.6386657699999985,94,294,192512,959.43,654,-0.8215242693200707,0.006088201,0.0003,930,71.40253054723144,0.5881169736385345,0.060498046875,0.2,-0.002789520416990854,26.1429443359375
2.948772799999998,95,296,194560,957.41,655,-0.8317758839577436,0.009757081,0.0003,940,40.122036672383544,0.5162700116634369,0.086669921875,0.2,-0.0007111822593287798,99.06748962402344
3.329441569999998,96,300,196608,957.41,655,-0.7779016971588135,0.0042797867,0.0003,950,100.51876100599766,0.5513584315776825,0.031005859375,0.2,-0.0017504003848443973,42.556854248046875
1.9299768199999985,97,303,198656,956.03,654,-0.801772054284811,0.005805671,0.0003,960,18.738123033195734,0.7973034232854843,0.067236328125,0.2,-0.0013183132774429395,1.20948326587677
0.830266559999999,98,306,200704,953.86,653,-0.8085994871333242,0.0050030993,0.0003,970,91.10994413793087,0.4781659245491028,0.037060546875,0.2,-0.001506083276035497,7.130444049835205
-0.08771504000000079,99,310,202752,950.27,653,-0.8271250523626804,0.006412044,0.0003,980,36.768815549463035,0.7451188564300537,0.077197265625,0.2,-0.0011246679903706535,64.66638946533203
-1.36938326,100,314,204800,950.27,652,-0.7933789569884538,0.008283612,0.0003,990,63.74075359627604,0.5975393652915955,0.07744140625,0.2,-0.002808130576158874,264.72979736328125
-0.34988211999999913,101,318,206848,950.27,650,-0.8040253417566419,0.0071976115,0.0003,1000,22.109781438112257,0.8422752767801285,0.069970703125,0.2,-0.0009794747515115888,3.0713050365448
-1.487021889999999,102,322,208896,949.41,648,-0.8096258712932467,0.004670502,0.0003,1010,14.89431757107377,0.6953559815883636,0.06728515625,0.2,0.00027485843529575507,1.6179418563842773
-5.560185419999997,103,324,210944,939.18,649,-0.8087512716650963,0.006317932,0.0003,1020,43.19492469355464,0.7885012030601501,0.0720703125,0.2,-0.0023629832692677157,3.535689353942871
-4.0811683799999985,104,328,212992,939.18,648,-0.782529866695404,0.001363319,0.0003,1030,92.93243270367384,0.5473823547363281,0.018212890625,0.2,0.0004248323435604107,4.688052177429199
-5.644900739999998,105,332,215040,938.26,647,-0.7853840999305248,0.0055934526,0.0003,1040,19.29530014246702,0.8120418041944504,0.094091796875,0.2,-0.001425861548341345,2.138378858566284
-8.54810001,106,335,217088,933.02,646,-0.7794792735949159,0.004093163,0.0003,1050,38.70918003320694,0.7515514642000198,0.058349609375,0.2,-0.002284416341717588,13.318120956420898
-9.96225068,107,339,219136,931.78,646,-0.7928380858153105,0.0058447183,0.0003,1060,64.92366628050804,0.5774463415145874,0.060595703125,0.2,-0.0038861162582179533,5.686346054077148
-14.58315984,108,342,221184,913.65,646,-0.8131881454959512,0.006524297,0.0003,1070,88.05074000582098,0.5041801929473877,0.045361328125,0.2,0.00016044726726249792,73.42677307128906
-19.442010330000002,109,344,223232,894.85,647,-0.812332745268941,0.0074785734,0.0003,1080,143.51881933808326,0.6756692826747894,0.0345703125,0.2,-0.0006525554803374689,50.510623931884766
-20.035968269999998,110,347,225280,891.45,647,-0.8029453486204148,0.005128783,0.0003,1090,112.09968529641628,0.6310418546199799,0.053662109375,0.2,-0.0013095307069306728,15.52035903930664
-20.18117895,111,350,227328,884.95,648,-0.849912416562438,0.009412324,0.0003,1100,55.732495573163035,0.7751504927873611,0.104345703125,0.2,-0.0005914917215704918,73.33524322509766
-20.091126,112,354,229376,886.64,646,-0.8196675172075629,0.009689238,0.0003,1110,76.42023385614156,0.7368696928024292,0.05283203125,0.2,-0.001542748985957587,86.11497497558594
-21.374306210000004,113,358,231424,884.62,644,-0.8304865337908268,0.006311837,0.0003,1120,66.83458501398563,0.2852526307106018,0.04638671875,0.2,-0.0004977509906893829,2.0300865173339844
-23.792990529999997,114,362,233472,874.07,644,-0.8071698179468513,0.0062615033,0.0003,1130,65.53316606879234,0.6993539333343506,0.069091796875,0.2,-0.0011712353414623066,48.166873931884766
-26.23393663,115,364,235520,858.35,645,-0.8144950350746513,0.009043824,0.0003,1140,73.83997435420751,0.6768290996551514,0.08740234375,0.2,-0.004485766231664456,54.99066162109375
-29.14283683999999,116,367,237568,851.38,646,-0.7536696085706354,0.006707251,0.0003,1150,80.78985147178173,0.8365921080112457,0.05087890625,0.2,0.00013813731202390046,58.92915344238281
-27.70672002,117,371,239616,848.28,645,-0.8407525649294257,0.0062449006,0.0003,1160,70.45844396352769,0.3605652451515198,0.0654296875,0.2,0.0009316043368016835,5.125086784362793
-30.009355030000002,118,374,241664,845.05,644,-0.7878823472186923,0.0068395655,0.0003,1170,51.612574556469916,0.6470437347888947,0.064013671875,0.2,-0.002575011535373051,2.2431421279907227
-31.249017309999996,119,377,243712,845.26,645,-0.804296401143074,0.0051660547,0.0003,1180,39.81940652579069,0.7415606379508972,0.064990234375,0.2,-0.0004648025293136016,21.075389862060547
-35.68284296000001,120,381,245760,836.28,644,-0.8068362617865205,0.0037285837,0.0003,1190,29.673739106208085,0.8599683195352554,0.065478515625,0.2,-0.004070244624745101,3.702636241912842
-32.903081130000004,121,385,247808,829.62,642,-0.7619602520018816,0.006191121,0.0003,1200,94.34736453220248,0.6797104775905609,0.050634765625,0.2,-0.0020844449194555637,44.75590515136719
-34.284795409999994,122,387,249856,825.34,644,-0.7945423241704702,0.005316126,0.0003,1210,89.9455453619361,0.5282784402370453,0.053564453125,0.2,-0.0026411114246002398,1.294136643409729
-34.89659716999999,123,391,251904,822.94,643,-0.8166598323732615,0.00481871,0.0003,1220,54.84183268547058,0.6096954345703125,0.0646484375,0.2,-0.0011786730055973749,194.6656951904297
-800.9264539999999,1,2,2048,1000.0,781,-0.8451426394283772,0.0066852733,0.0003,1230,85.99220796599984,0.49686795473098755,0.07939453125,0.2,-0.004327153974736575,16.489450454711914
-621.6406146666667,2,4,4096,648.8333333333334,880,-0.8229502527043223,0.0095152985,0.0003,1240,56.68980707079172,0.8472471833229065,0.0724609375,0.2,-0.0003444004338234663,2.5694525241851807
-597.423575625,3,8,6144,705.875,756,-0.8019383514299989,0.00555136,0.0003,1250,96.40257519483566,0.8281332552433014,0.062158203125,0.2,-0.00026014999457402155,22.453880310058594
-643.7309334,4,12,8192,757.9,644,-0.8114956079050899,0.008201951,0.0003,1260,92.47413424998521,0.36802637577056885,0.102490234375,0.2,-0.0038599105071625674,53.561824798583984
-615.1607324615385,5,16,10240,723.0769230769231,631,-0.7994233591482043,0.0036460098,0.0003,1270,71.77916191518307,0.6127566695213318,0.04560546875,0.2,-0.0016894886979571312,10.183005332946777
-628.898993625,6,19,12288,760.5625,629,-0.7760407833382488,0.0064236354,0.0003,1280,151.1465038627386,0.48578476905822754,0.044921875,0.2,-0.0033825111771875528,125.91465759277344
-646.8779141666666,7,22,14336,770.7222222222222,634,-0.8450503608211875,0.009181694,0.0003,1290,113.1811229467392,0.682318240404129,0.118701171875,0.2,-0.0005713701655622571,26.829833984375
-663.6355336999999,8,26,16384,793.65,622,-0.858817289210856,0.006234835,0.0003,1300,53.87767060250044,0.6357523500919342,0.098291015625,0.2,-0.0038258836648310535,4.407002925872803
-671.7396395,9,29,18432,808.0909090909091,620,-0.7934629999101162,0.003573521,0.0003,1310,57.18831937462092,0.8364362269639969,0.05166015625,0.2,-0.0013010494731133804,10.86927318572998
-664.67153128,10,32,20480,814.72,625,-0.8139643188565969,0.008652885,0.0003,1320,73.90014710724354,0.7873965054750443,0.09541015625,0.2,-0.002948619233939098,27.241193771362305
-646.2784652068965,11,35,22528,776.6896551724138,637,-0.7717103512957693,0.008205047,0.0003,1330,139.92092360556126,0.7897950708866119,0.09609375,0.2,-0.003994843053806108,5.886178970336914
-651.456479032258,12,38,24576,791.0967741935484,639,-0.7741450434550643,0.009865187,0.0003,1340,148.79639739096166,0.6554634869098663,0.065283203125,0.2,-0.005256745448423317,14.639147758483887
-650.1395660606061,13,41,26624,796.3636363636364,641,-0.6911524096503854,0.0037346426,0.0003,1350,39.60322368144989,0.9231690391898155,0.05,0.2,-0.0023211340914713217,5.0390729904174805
-650.9546066944445,14,45,28672,788.7777777777778,634,-0.7040628522634507,0.0030679435,0.0003,1360,73.34988390952348,0.8118081986904144,0.039501953125,0.2,-0.0007331774821068393,3.967482328414917
-652.9834026842105,15,48,30720,799.8947368421053,633,-0.8041205136105418,0.0057008592,0.0003,1370,107.9674016982317,0.6567835807800293,0.065966796875,0.2,0.000462823434281745,12.993525505065918
-660.82371725,16,52,32768,807.825,621,-0.8955060601234436,0.007695983,0.0003,1380,67.45985688716173,0.8856325522065163,0.094775390625,0.2,-0.004921066778479144,8.957391738891602
-656.4647504186047,17,56,34816,795.1395348837209,617,-0.8312882982194424,0.0065784487,0.0003,1390,51.45964191854,0.825669139623642,0.068310546875,0.2,-0.004154159803147195,4.44912576675415
-648.1363813913044,18,60,36864,789.6739130434783,611,-0.7583715438842773,0.008394757,0.0003,1400,115.10642944276333,0.8180302977561951,0.065576171875,0.2,-0.0010715951852034778,18.583162307739258
-643.6673260612245,19,63,38912,789.1428571428571,617,-0.7734107192605734,0.0037966878,0.0003,1410,117.24042455255986,0.8177619427442551,0.037109375,0.2,-0.002964339033496799,14.086920738220215
-645.0045075384617,20,65,40960,785.9615384615385,622,-0.6378958579152822,0.18935734,0.0003,1420,28.27458323352039,0.9710877165198326,0.1900390625,0.2,-0.0057562112269806676,53.017303466796875
-648.044505425926,21,69,43008,785.0555555555555,621,-0.7449470179155468,0.005854787,0.0003,1430,63.55764679834247,0.8542472869157791,0.087060546875,0.2,-0.0031120863328396807,1.9854686260223389
-652.0928048214284,22,72,45056,791.3035714285714,622,-0.8058799207210541,0.004307503,0.0003,1440,31.569584731012583,0.00038254261016845703,0.085400390625,0.2,-9.451308724237606e-05,8.505379676818848
-648.3136464833332,23,74,47104,778.6,629,-0.754219401627779,0.005716691,0.0003,1450,64.87984351664781,0.8539777994155884,0.038671875,0.2,-0.001586126606343896,24.325822830200195
-647.9568954838708,24,79,49152,785.4354838709677,621,-0.7364877019077539,0.0015592488,0.0003,1460,113.13520769476891,0.7841442674398422,0.02646484375,0.2,-0.00020820815334445796,18.437410354614258
-648.0304636461537,25,83,51200,783.7538461538461,613,-0.7752326687797904,0.008803947,0.0003,1470,71.50861089825631,0.9191122651100159,0.05244140625,0.2,-0.0021436948591144755,12.396251678466797
-648.2423946323529,26,87,53248,782.4411764705883,611,-0.7699458982795477,0.007785565,0.0003,1480,61.32749981507659,0.8832670152187347,0.096484375,0.2,-0.0018695866609050426,2.630404472351074
-650.0669480857142,27,90,55296,783.0714285714286,608,-0.761588885448873,0.00801644,0.0003,1490,50.65960029661655,0.9316831827163696,0.067529296875,0.2,-0.0022457367314927977,16.173738479614258
