rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/loss
-645.2443991891892,28,94,57344,771.9459459459459,604,-0.7715903801843524,0.00804171,0.0003,1500,91.85969393029809,0.8207894563674927,0.05693359375,0.2,-0.005375894405005965,56.72404861450195
-640.2840495454546,29,98,59392,770.5194805194806,604,-0.807859674282372,0.008468525,0.0003,1510,75.2892197817564,0.8955028727650642,0.05048828125,0.2,0.0011196507293789182,29.26712989807129
-640.2898126202532,30,101,61440,773.8860759493671,607,-0.8252827275544405,0.011519201,0.0003,1520,68.05105884224176,0.9413010254502296,0.0689453125,0.2,-0.001756073104479583,7.7658538818359375
-636.1258813658535,31,103,63488,767.5365853658536,610,-0.8007958626374603,0.00825902,0.0003,1530,55.17188609540462,0.9340139105916023,0.06689453125,0.2,-0.0023364366483292543,11.41919231414795
-641.742692595238,32,108,65536,773.0714285714286,604,-0.8014197492972016,0.009725969,0.0003,1540,96.79972677379847,0.8897025510668755,0.11494140625,0.2,-0.0016316987108439206,7.193511962890625
-642.9399401034482,33,111,67584,771.9770114942529,603,-0.812696629576385,0.008348219,0.0003,1550,34.203884456306696,0.9286622107028961,0.07490234375,0.2,-0.0011116640685941092,4.135523319244385
-633.0959612857142,34,114,69632,764.6373626373627,606,-0.7865427903831005,0.00925421,0.0003,1560,48.27711064219475,0.9444298855960369,0.084033203125,0.2,-0.0017486157128587365,4.211904048919678
-635.077414344086,35,117,71680,765.0,611,-0.6363723937422037,0.0048984704,0.0003,1570,196.75877361297609,0.8076211512088776,0.06533203125,0.2,-0.0021694566148653394,95.91663360595703
-633.1862505578947,36,121,73728,766.8105263157895,605,-0.8016356000676751,0.006595351,0.0003,1580,78.91270542219281,0.8294738382101059,0.062646484375,0.2,-0.0016014273183827753,46.44587707519531
-632.7413420408163,37,125,75776,769.7755102040817,603,-0.7071161914616824,0.0049120183,0.0003,1590,91.91735214740038,0.872807964682579,0.048876953125,0.2,-0.0015334787567553576,4.793370723724365
-626.8313931,38,128,77824,766.07,604,-0.7475830333307385,0.0054796934,0.0003,1600,122.16669477522373,0.8583827614784241,0.061962890625,0.2,-0.002298642805908457,34.6503791809082
-626.79900772,39,131,79872,770.89,606,-0.7775845313444734,0.0050300285,0.0003,1610,118.21098461151124,0.8783078119158745,0.073095703125,0.2,-0.002952590012864675,64.2153549194336
-630.3712934499999,40,136,81920,779.76,600,-0.7676355026662349,0.007892398,0.0003,1620,47.04920659437776,0.9164508432149887,0.07646484375,0.2,-0.002649950364502729,16.578155517578125
-628.5754404399999,41,140,83968,772.14,598,-0.7093918420374393,0.0062517365,0.0003,1630,106.02167459726334,0.9122624471783638,0.033251953125,0.2,0.00041761941683944316,48.984840393066406
-626.74417782,42,143,86016,771.35,600,-0.6992938533425331,0.012561562,0.0003,1640,87.09158817380667,0.8881258741021156,0.071728515625,0.2,-0.004012986096495297,3.8153209686279297
-625.5574014800001,43,146,88064,775.87,600,-0.7989286495372653,0.0169046,0.0003,1650,67.16219490021467,0.92864640802145,0.095166015625,0.2,-0.00421625366761873,6.640939235687256
-616.38583159,44,149,90112,766.26,604,-0.8134739607572555,0.0069876495,0.0003,1660,83.94472965747119,0.9328173622488976,0.10341796875,0.2,-0.002500878184218891,2.7129483222961426
-608.3854972099999,45,152,92160,757.75,603,-0.812281951494515,0.0036010016,0.0003,1670,139.54202092364432,0.6264913976192474,0.0357421875,0.2,-0.0003675581916468218,95.39991760253906
-604.1790440600001,46,155,94208,756.09,604,-0.7275250870734453,0.0063805636,0.0003,1680,107.05204338133335,0.8872271925210953,0.04169921875,0.2,0.0003153603203827515,11.21494197845459
-599.5376494900001,47,159,96256,754.74,604,-0.7003247240558267,0.00838599,0.0003,1690,59.86482650563121,0.9516034238040447,0.058154296875,0.2,-0.0012701502049822012,6.29910135269165
-599.50138628,48,162,98304,761.42,604,-0.8308480985462665,0.0070515294,0.0003,1700,100.25568111911416,0.858588770031929,0.084228515625,0.2,-0.0013819700543535873,53.13063049316406
-600.86296999,49,165,100352,764.01,607,-0.7588948898017407,0.0061695306,0.0003,1710,106.22335971668363,0.9023221880197525,0.070361328125,0.2,-0.0014580163204300333,12.639152526855469
-86.757541,1,2,2048,675.0,863,-0.7069439532235264,0.008672338,0.0003,1720,72.27751892060041,0.8914510682225227,0.09814453125,0.2,-0.002383147261934937,22.296159744262695
-41.25500875,2,5,4096,837.5,722,-0.724568885564804,0.0071672807,0.0003,1730,121.26431948840619,0.3252919912338257,0.076171875,0.2,-9.736392676131799e-05,15.166241645812988
-20.659063333333332,3,9,6144,891.6666666666666,681,-0.7092379668727518,0.0075132656,0.0003,1740,29.946371230483056,0.5980451703071594,0.06728515625,0.2,-0.000830019360728329,6.128361701965332
-20.79207275,4,12,8192,918.75,636,-0.7269868858158588,0.019381925,0.0003,1750,27.853414592146873,0.4788448214530945,0.171240234375,0.2,-0.0026089350183610806,3.092406749725342
-27.141322545454546,5,15,10240,876.0909090909091,655,-0.7384318109601736,0.009721026,0.0003,1760,13.540974294394255,0.69675213098526,0.09365234375,0.2,-7.721331385255326e-05,2.4380552768707275
-33.07066392857143,6,18,12288,842.6428571428571,657,-0.739048627577722,0.006724381,0.0003,1770,60.08905150741339,0.3190264105796814,0.048779296875,0.2,-0.0013634173097671009,5.044436454772949
-27.7353238125,7,22,14336,862.3125,642,-0.7393492057919502,0.0048441817,0.0003,1780,89.81084740310908,0.3773311972618103,0.061181640625,0.2,-0.000963702875742456,23.284624099731445
-23.33143152631579,8,25,16384,839.8421052631579,651,-0.7566541131585837,0.010325413,0.0003,1790,20.245982690900565,0.4387856721878052,0.127734375,0.2,-0.005516616592649371,4.161666393280029
-25.160493476190474,9,29,18432,834.952380952381,627,-0.7166956212371588,0.006459215,0.0003,1800,97.9530893355608,0.4488241672515869,0.071533203125,0.2,-0.0036542631503834857,27.405973434448242
-36.782417519999996,10,31,20480,795.92,640,-0.7484411092475056,0.0050309985,0.0003,1810,33.2982769228518,0.7813697308301926,0.0720703125,0.2,-0.006014028313802555,25.69352149963379
-37.36177446428571,11,35,22528,792.7857142857143,640,-0.7460070231929421,0.0045233076,0.0003,1820,83.73265118598938,0.8294427245855331,0.0447265625,0.2,-0.0005634377179376315,34.44509506225586
-44.44133071875,12,37,24576,756.03125,652,-0.7175378393381834,0.0056168893,0.0003,1830,42.986182157695296,0.7464055716991425,0.0458984375,0.2,-0.0012006240081973373,3.9060707092285156
-39.80723642857143,13,41,26624,759.0285714285715,644,-0.8167010094970465,0.0055751447,0.0003,1840,104.82460952103138,0.8028341084718704,0.08955078125,0.2,-0.005094667078446946,25.377138137817383
-38.914207189189185,14,44,28672,772.0540540540541,642,-0.7513815745711326,0.0063392073,0.0003,1850,53.742042037844655,0.8097943961620331,0.051220703125,0.2,-0.0047071996341401245,16.526586532592773
-43.240669275,15,47,30720,760.675,647,-0.6473097022622823,0.005521546,0.0003,1860,34.54297564923763,0.5956397950649261,0.0685546875,0.2,-0.002643658708257135,5.28727388381958
-46.884675604651164,16,51,32768,756.7441860465116,640,-0.7274155434221029,0.0056416867,0.0003,1870,80.89739768803119,0.7341668605804443,0.043701171875,0.2,-0.002038114168681204,9.067233085632324
-46.07070406666667,17,54,34816,752.8666666666667,638,-0.7784672161564231,0.0032103923,0.0003,1880,83.7824026465416,0.8275468349456787,0.06455078125,0.2,-0.0009443414899578783,6.106410503387451
-44.485747510638305,18,57,36864,763.3829787234042,635,-0.7643049011006952,0.004585566,0.0003,1890,25.868004659563304,0.8694581538438797,0.06552734375,0.2,-0.0026535398450505455,2.5313000679016113
-48.1179197254902,19,60,38912,756.1372549019608,638,-0.7520718025043607,0.0055623255,0.0003,1900,20.50393938422203,0.8280261307954788,0.07705078125,0.2,-0.003344364286749624,4.759308338165283
-48.8733697037037,20,63,40960,754.0925925925926,646,-0.7867281487211585,0.0048266593,0.0003,1910,72.2800952643156,0.8497498482465744,0.0515625,0.2,-0.0010544232343818293,16.949953079223633
-44.85818966071429,21,67,43008,762.875,638,-0.7762568397447467,0.0036773812,0.0003,1920,41.23595628589392,0.9154039919376373,0.041259765625,0.2,0.00014883965268381872,10.201029777526855
-45.51533246551724,22,70,45056,761.4137931034483,641,-0.7487071212381124,0.008493999,0.0003,1930,31.926504189521076,0.44943881034851074,0.083837890625,0.2,-0.0035401983288465997,3.233187437057495
-45.8460595409836,23,72,47104,771.0983606557377,645,-0.7363735346123577,0.008365123,0.0003,1940,45.48810212016106,0.5361877679824829,0.07490234375,0.2,-0.0011907684820471331,5.83413553237915
-45.501990730158724,24,75,49152,777.4444444444445,647,-0.7650369411334396,0.003940141,0.0003,1950,53.6395628079772,0.8595517724752426,0.040380859375,0.2,-0.0012142718966060783,10.296723365783691
-44.76820586363637,25,79,51200,775.0454545454545,645,-0.7130287321284413,0.006341186,0.0003,1960,70.92515382021665,0.44222790002822876,0.07900390625,0.2,-0.0023581239678605926,4.629281520843506
-43.644768911764714,26,83,53248,781.6617647058823,638,-0.7562983490526676,0.008524102,0.0003,1970,20.159816071391106,0.820936530828476,0.08681640625,0.2,-0.0007939576753415167,56.79011535644531
-43.33311782857144,27,85,55296,781.4571428571429,643,-0.7526276651769876,0.0063544028,0.0003,1980,22.357902383059262,0.7596503794193268,0.07900390625,0.2,-0.002403158528613858,3.049111843109131
-45.61099320547945,28,88,57344,782.8219178082192,646,-0.7286072947084904,0.00892159,0.0003,1990,39.129711574316026,0.7664725035429001,0.09306640625,0.2,-0.006119791323726531,7.399490833282471
-44.68704168,29,91,59392,784.8266666666667,646,-0.753295025229454,0.0031442621,0.0003,2000,81.87382232099772,0.7982413619756699,0.0576171875,0.2,-0.001915666219429113,317.8055419921875
-46.672329602564105,30,94,61440,783.6153846153846,652,-0.750422410108149,0.0024435343,0.0003,2010,34.73587713614106,0.8745412826538086,0.02099609375,0.2,-0.0017328054644167423,4.837980270385742
-45.31092782716049,31,98,63488,781.7530864197531,647,-0.6767492247745395,0.0046216785,0.0003,2020,56.92412939071655,0.7316632866859436,0.03466796875,0.2,-0.002243989921407774,4.393991947174072
-46.57653284523809,32,101,65536,779.8214285714286,648,-0.7343394437804818,0.0072637256,0.0003,2030,84.07160604149104,0.40680259466171265,0.08212890625,0.2,-9.305002458859235e-05,9.864938735961914
-43.55999424418604,33,105,67584,784.9418604651163,640,-0.666563799418509,0.0036331834,0.0003,2040,74.96262694895267,0.6864742934703827,0.055859375,0.2,-0.0017635220301599475,19.18863868713379
-46.7765865,34,108,69632,769.8444444444444,639,-0.7595184357836843,0.0097490605,0.0003,2050,27.214827374368905,0.5036278069019318,0.087451171875,0.2,-0.003112801358656725,2.4394454956054688
-46.00069352173912,35,112,71680,773.8152173913044,638,-0.6979481680318713,0.0030804118,0.0003,2060,123.23177557885647,0.486846923828125,0.03466796875,0.2,-0.002048416287289001,50.27396011352539
-44.40897067021275,36,116,73728,778.6276595744681,633,-0.7869687942788005,0.007672332,0.0003,2070,31.39792967438698,0.9420374967157841,0.061279296875,0.2,-0.0016940552908636165,10.390024185180664
-45.174905520833335,37,119,75776,779.6666666666666,632,-0.751023986376822,0.007068934,0.0003,2080,21.96226796731353,0.8095221072435379,0.08505859375,0.2,-0.0017515827472379896,1.8899425268173218
-45.72348562626262,38,122,77824,779.8484848484849,634,-0.7548433357849718,0.0065576015,0.0003,2090,42.9647350102663,0.7033675909042358,0.081689453125,0.2,-0.006040295926504768,4.937279224395752
-44.96160141999998,39,126,79872,783.07,630,-0.7774432020261883,0.0031802277,0.0003,2100,36.885297348350285,0.9302464500069618,0.04033203125,0.2,-0.002656230400316417,19.696640014648438
-45.16911870999999,40,130,81920,778.61,625,-0.7336774647235871,0.003742179,0.0003,2110,59.09868943542242,0.6203466355800629,0.067529296875,0.2,0.00026328352687414734,50.961917877197266
-45.28061207999999,41,135,83968,778.61,618,-0.7431252816691994,0.0048877075,0.0003,2120,20.263875538855793,0.9172721952199936,0.036279296875,0.2,0.0007475390477338806,17.334829330444336
-47.31866400999999,42,138,86016,775.22,620,-0.7946904098615051,0.0073639164,0.0003,2130,19.36292061135173,0.8067088574171066,0.11728515625,0.2,-0.003739501208474394,94.42689514160156
-47.387825029999995,43,142,88064,782.35,616,-0.7557764222845436,0.0034699203,0.0003,2140,69.56094265431166,0.8417286723852158,0.025634765625,0.2,-0.0037087319899001157,8.798312187194824
-43.38891531,44,146,90112,790.75,613,-0.7125602202489972,0.00249746,0.0003,2150,20.67129354700446,0.8731357902288437,0.027734375,0.2,0.0007935156776511576,4.517800807952881
-46.47288429,45,150,92160,783.54,613,-0.7731282472610473,0.004725032,0.0003,2160,19.818756487220526,0.9271399900317192,0.063818359375,0.2,-0.00218110192581662,73.92810821533203
-50.179851629999995,46,153,94208,774.94,613,-0.7670658973976969,0.005154207,0.0003,2170,64.73481935188174,0.7394500374794006,0.034521484375,0.2,-0.0013735928157984744,180.92083740234375
-45.26871382999999,47,157,96256,774.43,609,-0.7294332081452012,0.004768917,0.0003,2180,74.87441132366658,0.8606550395488739,0.05068359375,0.2,-0.004601742020167876,31.356576919555664
-44.60991235999999,48,161,98304,781.84,606,-0.6921992981806397,0.0069639413,0.0003,2190,172.53051281273366,0.09865480661392212,0.045751953125,0.2,-0.001751140809210483,14.113332748413086
-46.415899149999994,49,164,100352,775.49,610,-0.7223598036915064,0.005858519,0.0003,2200,71.74548447281123,0.7371532917022705,0.048828125,0.2,-0.0031370082346256823,47.4401741027832
