rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/explained_variance,train/loss,train/clip_range,train/value_loss
-77.80932204,914,96256,507.84,105,47,460,-0.005520923862786731,-0.8280920742079616,0.008203744,0.0003,0.075341796875,0.6175694763660431,76.01221466064453,0.2,227.95386449694632
-75.74186099,903,98304,522.97,108,48,470,-0.004678620914637577,-1.030890910513699,0.011808543,0.0003,0.11884765625,0.7414044439792633,7.086820602416992,0.2,88.88575138449669
-72.69728383,901,100352,540.77,111,49,480,-0.010356730112471268,-0.982629600726068,0.016670588,0.0003,0.2552734375,0.9020097553730011,4.22496223449707,0.2,28.78891282454133
-71.7500212,894,102400,539.41,114,50,490,-0.005802336642591399,-1.0225046083331109,0.007848048,0.0003,0.074560546875,0.8024975210428238,12.836868286132812,0.2,66.95710548013449
-68.00731448999998,881,104448,555.03,118,51,500,-0.0036921948201779744,-0.8835934864357113,0.005733875,0.0003,0.032763671875,0.6494141221046448,62.974239349365234,0.2,168.5167357504368
-61.187016050000004,881,106496,571.24,120,52,510,-0.008571900894821738,-1.013358918763697,0.017738914,0.0003,0.201611328125,0.8518605381250381,2.5592305660247803,0.2,45.75008887425065
-57.801022459999984,876,108544,585.87,123,53,520,-0.0012775324463291326,-0.8579316640272736,0.0037925835,0.0003,0.049755859375,0.4951364994049072,88.22113800048828,0.2,234.3298257946968
-54.3476887,868,110592,602.42,127,54,530,-0.00765160674782237,-0.848336317576468,0.0060130367,0.0003,0.071923828125,0.8260555565357208,1.3809155225753784,0.2,34.772960163094105
-52.50406221,861,112640,617.04,130,55,540,-0.004001627751858905,-0.8732298897579313,0.011795681,0.0003,0.140625,0.8582125306129456,1.6602492332458496,0.2,30.730555645003914
-47.96763032999999,857,114688,628.6,133,56,550,-0.005779244279256091,-1.0032097648829221,0.007952675,0.0003,0.105078125,0.8761892840266228,0.9473071098327637,0.2,30.6272646587342
-42.32613041,854,116736,640.73,136,57,560,-0.0022599325555347606,-0.6747601205483079,0.0024958444,0.0003,0.02001953125,0.6766903400421143,14.657377243041992,0.2,132.12009716928006
-41.28318313999999,848,118784,651.86,140,58,570,-0.004088495175528806,-0.9670533372089267,0.014254333,0.0003,0.194482421875,0.7994508892297745,3.1577444076538086,0.2,72.29051967784763
-37.77631595,845,120832,666.36,142,59,580,-0.004142353648057906,-0.8879460478201509,0.011073004,0.0003,0.083935546875,0.884182371199131,1.1830661296844482,0.2,29.574509639292955
-34.211796109999995,839,122880,681.47,146,60,590,-0.0029811155000061262,-0.83601802457124,0.0088824835,0.0003,0.084521484375,0.7441927790641785,3.140815496444702,0.2,76.52816382162273
-37.55917801,838,124928,676.25,149,61,600,-0.005135038991284091,-0.9485906971618533,0.0078376625,0.0003,0.12294921875,0.8875792697072029,145.25514221191406,0.2,24.362554942816494
-35.55042081999999,834,126976,684.39,152,62,610,-0.0020171231277345213,-0.9429275775328279,0.006061088,0.0003,0.0169921875,0.6030813455581665,29.66476058959961,0.2,97.90454130023718
-33.56334141,833,129024,697.79,154,63,620,-0.003705378787708469,-1.0079858373850583,0.010641487,0.0003,0.149462890625,0.8583123087882996,0.8800203204154968,0.2,41.724329110607506
-29.530758260000002,832,131072,701.02,157,64,630,-0.004259829244983848,-0.925535399466753,0.010914216,0.0003,0.113623046875,0.7833733558654785,292.4049987792969,0.2,110.73921407237648
-29.028299119999996,831,133120,695.22,160,65,640,-0.0028739609198964898,-0.8702616056427359,0.006182139,0.0003,0.021875,0.5766037106513977,135.63128662109375,0.2,179.82163025438786
-23.50603641999999,829,135168,708.67,162,66,650,-0.0032206084433710203,-0.8423187449574471,0.009015127,0.0003,0.07294921875,0.6701543927192688,27.682159423828125,0.2,144.4106581032276
-19.161550359999993,828,137216,716.18,165,67,660,-0.003381464044286986,-0.8801813885569573,0.01342595,0.0003,0.108251953125,0.7649058252573013,2.2553069591522217,0.2,76.88038491718471
-17.949944029999997,827,139264,722.45,168,68,670,-0.0031510090338997543,-0.957393828034401,0.013144025,0.0003,0.14013671875,0.8252226561307907,11.144783973693848,0.2,58.05501021295786
-16.19585206,824,141312,728.66,171,69,680,-0.005114491051062942,-0.8890155293047428,0.009354768,0.0003,0.08837890625,0.8131543099880219,1.3691478967666626,0.2,73.9407133705914
-16.80315588,819,143360,724.43,174,70,690,-0.004510965611552819,-0.9714640695601702,0.013376732,0.0003,0.1767578125,0.881252646446228,0.45265501737594604,0.2,32.9484426246956
-11.35043578,816,145408,733.89,178,71,700,-0.0008071747288340703,-0.8977297149598599,0.011285629,0.0003,0.074365234375,0.7356192469596863,33.234107971191406,0.2,62.54908880908042
-11.75596563,813,147456,734.01,181,72,710,-0.0023446565837730304,-0.9321891222149133,0.0067006527,0.0003,0.0544921875,0.8215924352407455,203.90252685546875,0.2,75.00565973743797
-11.459832639999997,810,149504,743.98,184,73,720,-0.0015819041058421136,-0.8929600974544882,0.0044762837,0.0003,0.022314453125,0.7907448709011078,61.41383743286133,0.2,103.64803948290646
-6.147034319999997,808,151552,747.95,187,74,730,-0.0013629750275867992,-0.9111600676551461,0.0048327367,0.0003,0.059814453125,0.652633011341095,31.511756896972656,0.2,165.00591915771366
-3.8261537199999975,805,153600,760.67,190,75,740,-0.0018186997611337574,-0.747763398103416,0.008401449,0.0003,0.03623046875,0.5970727205276489,15.454446792602539,0.2,215.98150492310523
-3.246738479999997,804,155648,755.18,193,76,750,-0.0032722078351071103,-0.8747930010780692,0.007984807,0.0003,0.122705078125,0.8518545776605606,3.594893455505371,0.2,37.50847464501858
-3.3707024499999987,802,157696,751.94,196,77,760,-0.0014233120826247613,-0.8581003872677684,0.004438843,0.0003,0.028955078125,0.6145365834236145,48.29479217529297,0.2,199.13066691309214
-3.2171195899999985,800,159744,751.94,199,78,770,-0.001604669014341198,-0.8140410656109452,0.006117494,0.0003,0.04130859375,0.7522012442350388,162.6734619140625,0.2,95.71430723071099
-4.415335279999999,797,161792,745.8,202,79,780,-0.003407964106008876,-0.9627402605488896,0.008641545,0.0003,0.09814453125,0.8671403527259827,9.451411247253418,0.2,79.79944909512997
-3.3594022499999983,793,163840,740.64,206,80,790,-0.002598187021430931,-0.9139294892549514,0.0067919632,0.0003,0.062841796875,0.8025859147310257,68.72734832763672,0.2,113.35442889034748
-2.9515205299999985,791,165888,738.21,209,81,800,-0.0009239968378096819,-0.8993891462683677,0.007581156,0.0003,0.06162109375,0.8108535259962082,25.58182716369629,0.2,87.26421488113701
-0.9643533599999989,787,167936,744.93,213,82,810,-0.0025563146409695037,-0.9708832852542401,0.0037150378,0.0003,0.0220703125,0.8444439321756363,10.639368057250977,0.2,77.39669213593007
0.7656690100000002,784,169984,755.55,216,83,820,-0.0012475332565372809,-0.9647164667025209,0.0052485233,0.0003,0.120947265625,0.9004234746098518,1.169304370880127,0.2,35.75782363116741
0.6913081699999997,784,172032,757.54,219,84,830,-0.003170065705489833,-0.914088079892099,0.0168717,0.0003,0.161669921875,0.8387416899204254,40.57530975341797,0.2,77.99456073902547
1.2538142199999998,782,174080,751.84,222,85,840,-0.0026141654008824842,-0.8589017521589994,0.012919698,0.0003,0.082421875,0.799138993024826,7.03263521194458,0.2,75.66245393715799
-0.6860345799999982,781,176128,748.88,225,86,850,-0.0025535388122079894,-0.9404416859149933,0.0090103485,0.0003,0.113818359375,0.8128587454557419,1.0892112255096436,0.2,63.97342841420323
0.27680251000000067,780,178176,754.89,228,87,860,-0.0028957011261809386,-0.9203686185181141,0.0044205133,0.0003,0.01552734375,0.6088233292102814,34.80244445800781,0.2,161.94586295038462
0.2773384200000002,779,180224,754.89,231,88,870,-0.0008095591896562837,-0.7927786046639085,0.00516354,0.0003,0.013671875,0.6361611187458038,6.148590087890625,0.2,111.76113886684179
-0.5571505599999993,778,182272,759.1,234,89,880,-0.0034653944392630366,-0.9004248032346368,0.004837864,0.0003,0.09521484375,0.8646966516971588,0.7585411071777344,0.2,42.31056466344744
-2.8937631499999976,777,184320,756.8,237,90,890,-0.0020257379204849713,-0.8481297139078379,0.008751537,0.0003,0.069091796875,0.6793613433837891,1.1826651096343994,0.2,136.98493883013725
-2.2309113199999975,773,186368,751.85,240,91,900,-0.0028671205975115297,-0.9755795504897833,0.0047241785,0.0003,0.097900390625,0.7279461324214935,7.193201541900635,0.2,86.28454639352859
-1.8386282099999969,773,188416,751.85,243,92,910,-0.0004910530482447939,-0.8449323944747448,0.0030150118,0.0003,0.02802734375,0.6514376103878021,2.689082384109497,0.2,55.811406361684206
-2.95883166,771,190464,762.02,246,93,920,-0.001322198048728751,-1.0142271108925343,0.007804071,0.0003,0.106640625,0.8608188629150391,1.6272963285446167,0.2,39.33499405076727
-4.95446218,769,192512,767.8,250,94,930,-0.005000724268029444,-1.0066276121884585,0.009614439,0.0003,0.0970703125,0.8660667240619659,0.9021973013877869,0.2,48.147849177056926
-4.7735182,770,194560,754.84,252,95,940,-0.0017874616241897456,-0.9419918712228537,0.009178605,0.0003,0.116259765625,0.867468535900116,1.9761252403259277,0.2,73.29730874234811
