rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/explained_variance,train/loss,train/clip_range,train/value_loss
-244.09540181052634,941,43008,448.8315789473684,45,21,1430,0.00026519817038206384,-0.6729435557499528,0.0076979697,0.0003,0.0470703125,0.7608519494533539,23.232955932617188,0.2,137.85836093723773
-243.17505283,942,45056,450.36,47,22,1440,-0.003943355922820047,-0.7093409249559045,0.01388751,0.0003,0.138623046875,0.8775213360786438,14.546878814697266,0.2,66.87645548284054
-239.37100088000003,947,47104,434.01,49,23,1450,-0.0014993354605394415,-0.5923907831311226,0.0028618197,0.0003,0.020751953125,0.8267462402582169,21.32461166381836,0.2,168.59370502382518
-239.01142562999996,951,49152,419.3,51,24,1460,-0.002146307051589247,-0.7181099068373442,0.0058698123,0.0003,0.0724609375,0.8528932631015778,230.62046813964844,0.2,170.63022577166558
-228.92776034000002,953,51200,411.8,53,25,1470,-0.002837746914519812,-0.7172380514442921,0.007961113,0.0003,0.0537109375,0.8207682222127914,10.051003456115723,0.2,222.4091960400343
-224.81697988999997,954,53248,418.14,55,26,1480,-0.006955839997681323,-0.7070700649172068,0.009025232,0.0003,0.076953125,0.8648470342159271,436.4801330566406,0.2,165.30079397559166
-224.28948061,955,55296,417.55,57,27,1490,-0.00192436618017382,-0.6560971600934863,0.0036567044,0.0003,0.036376953125,0.7858491837978363,32.20645523071289,0.2,159.69428698122502
-222.85939575999998,956,57344,417.0,59,28,1500,-0.0018799101533659268,-0.7020425565540791,0.0031122975,0.0003,0.0421875,0.6945599019527435,139.4793243408203,0.2,290.3709933310747
-221.64055515999993,955,59392,410.19,62,29,1510,-0.003721718709857669,-0.6601755438372493,0.008199924,0.0003,0.114599609375,0.7959162145853043,11.662969589233398,0.2,99.36133455634118
-218.61214658999998,960,61440,400.51,63,30,1520,-0.003682147573272232,-0.6750478917732835,0.010024527,0.0003,0.097802734375,0.8775466158986092,163.24786376953125,0.2,119.20851843804121
-217.48423414999996,958,63488,393.65,66,31,1530,-0.0017882216321595478,-0.7315324172377586,0.004926021,0.0003,0.05986328125,0.7900233417749405,54.712528228759766,0.2,217.81136290431022
-216.49953983,953,65536,406.54,68,32,1540,-0.001655031184782274,-0.6200240625068545,0.0077070436,0.0003,0.044189453125,0.8651852160692215,9.817098617553711,0.2,142.29999059289693
-217.77408452,955,67584,408.78,70,33,1550,-0.004346348369290353,-0.6912188829854131,0.01618563,0.0003,0.11591796875,0.7778889089822769,100.4271011352539,0.2,188.68251203149558
-215.11527723,958,69632,408.31,72,34,1560,-0.0030099020470515823,-0.6103568516671658,0.0069113723,0.0003,0.04599609375,0.8558883965015411,32.25471115112305,0.2,148.68843771219252
-213.76574719999994,958,71680,398.3,74,35,1570,-0.0012901086440251675,-0.7769366361200809,0.0062092273,0.0003,0.07900390625,0.7706301063299179,21.929269790649414,0.2,228.97842469513415
-213.94357795,960,73728,402.28,76,36,1580,-0.0029500250184355536,-0.6767256842926145,0.00454198,0.0003,0.0640625,0.8275135904550552,83.00179290771484,0.2,179.87069236338138
-212.06108233999998,956,75776,410.28,79,37,1590,-0.0025463944795774294,-0.7139261960983276,0.0066294386,0.0003,0.071728515625,0.8992201089859009,84.82345581054688,0.2,119.65677508488298
-212.36385555,955,77824,411.02,81,38,1600,-0.000497557275230065,-0.619749391078949,0.0034237662,0.0003,0.064697265625,0.8930664211511612,20.681116104125977,0.2,81.31168159022927
-213.98907831999998,955,79872,418.9,83,39,1610,-0.001204040623269975,-0.6470845086500049,0.003027087,0.0003,0.0267578125,0.8185605555772781,35.28874969482422,0.2,134.34444030225276
-211.96607171000002,957,81920,425.52,85,40,1620,-0.0006296083243796602,-0.6856902567669749,0.013998005,0.0003,0.122021484375,0.7858804762363434,168.445068359375,0.2,143.30903891772033
-208.83364376,959,83968,406.35,87,41,1630,-0.0038550118952116463,-0.727535736002028,0.00912421,0.0003,0.07255859375,0.8811850249767303,23.582134246826172,0.2,118.88920762240886
-204.63210630999998,961,86016,399.02,89,42,1640,-0.0020824228260607923,-0.6999091109260916,0.008211032,0.0003,0.08828125,0.8819398656487465,15.9942045211792,0.2,143.36466301083564
-206.32164916999997,963,88064,396.61,91,43,1650,-0.0010726009193604113,-0.6650057537481189,0.0052257823,0.0003,0.05078125,0.8331385105848312,217.77044677734375,0.2,218.7827320098877
-205.21447028999995,963,90112,409.37,93,44,1660,-0.0023049151663144586,-0.6879567317664623,0.00856997,0.0003,0.1130859375,0.81986303627491,64.84620666503906,0.2,176.80949820429086
-202.42419830000003,964,92160,410.09,95,45,1670,-0.004261887456232216,-0.6766851684078574,0.009716468,0.0003,0.07255859375,0.8743423521518707,5.484805107116699,0.2,118.48227063119411
-206.86869988,963,94208,410.08,97,46,1680,-0.0029155849406379275,-0.6748415572568774,0.005801579,0.0003,0.06904296875,0.8430439084768295,25.045835494995117,0.2,187.47796708345413
-202.50740410999998,964,96256,414.34,99,47,1690,-0.0015980094562110026,-0.5409651285968721,0.0022723803,0.0003,0.022607421875,0.8653426468372345,58.533302307128906,0.2,148.18950583711268
-196.15705217000001,966,98304,400.03,101,48,1700,-0.0011597944441746222,-0.5644624372012913,0.0036402629,0.0003,0.028466796875,0.8075864166021347,37.149906158447266,0.2,148.32940635681152
-196.75196792,968,100352,398.49,103,49,1710,-0.004286913119176461,-0.6793814623728395,0.002558105,0.0003,0.020751953125,0.7634438425302505,38.857906341552734,0.2,268.0178694307804
36.1541215,767,2048,538.0,2,1,1720,-0.0006856482272269204,-0.6761837454512716,0.0036443705,0.0003,0.043310546875,0.8380700051784515,20.921911239624023,0.2,207.49447042942046
-41.32263916666667,734,4096,677.8333333333334,5,2,1730,0.0016713069962861482,-0.9010481994599104,0.008145601,0.0003,0.100244140625,0.504407674074173,54.80024337768555,0.2,123.73148063570261
-56.921113874999996,636,6144,691.25,9,3,1740,-0.0020346738965599798,-0.8162695968523621,0.002337121,0.0003,0.087939453125,0.4664422273635864,202.69009399414062,0.2,238.70876432061195
-59.8568485,597,8192,738.3,13,4,1750,-0.0007914790272479877,-0.8208060190081596,0.0057611857,0.0003,0.0763671875,0.6788684725761414,3.4584734439849854,0.2,139.6718082010746
-59.700489,602,10240,768.6923076923077,16,5,1760,-0.00032522871406399646,-0.7621623644605279,0.0056213415,0.0003,0.106298828125,0.8888374716043472,5.118868350982666,0.2,44.72465077489615
-44.77057666666667,627,12288,799.5333333333333,19,6,1770,-0.004774737058323808,-0.8138299629092216,0.004412174,0.0003,0.069677734375,0.8054405152797699,3.074974536895752,0.2,89.27233330607415
-46.74993770588235,617,14336,823.1176470588235,23,7,1780,0.0020575437316438182,-0.9707343740388751,0.006470726,0.0003,0.12197265625,0.757381334900856,0.779003918170929,0.2,54.883772544190286
-42.34661063157895,633,16384,841.7368421052631,25,8,1790,-0.0022870601969771087,-0.7087964624166488,0.0044220327,0.0003,0.084130859375,0.8668892532587051,1.5148981809616089,0.2,25.702819984033702
-33.30965772727273,641,18432,837.2272727272727,28,9,1800,-0.0007841638296667952,-0.8048487868160009,0.005225892,0.0003,0.097607421875,0.9516832306981087,0.7937455773353577,0.2,7.470666597783565
-36.923403875000005,650,20480,837.4166666666666,31,10,1810,-0.002842138634878211,-0.7872418534010649,0.0036392908,0.0003,0.039306640625,0.5461658835411072,90.21562194824219,0.2,126.88786256313324
-34.051386769230774,649,22528,849.9230769230769,34,11,1820,-0.002917168672865955,-0.7932811871170997,0.0064918455,0.0003,0.094482421875,0.657408595085144,91.46453857421875,0.2,91.18101433888077
-36.782046321428574,658,24576,853.8928571428571,37,12,1830,-0.004113750661781523,-0.8002399852499366,0.0076551656,0.0003,0.087109375,0.9222377762198448,2.23511004447937,0.2,21.119864969700576
-28.318890999999997,654,26624,858.0967741935484,40,13,1840,-0.001089665765175596,-0.8148782633244991,0.0048415624,0.0003,0.05703125,0.8027645945549011,15.031243324279785,0.2,52.72140877842903
-27.39058866666667,649,28672,866.6969696969697,44,14,1850,-0.0030357766587258083,-0.8722185282036662,0.010113353,0.0003,0.10712890625,0.6707104444503784,8.459183692932129,0.2,64.06697232984007
-22.66766185714286,658,30720,861.6571428571428,46,15,1860,-0.0021532300263061186,-0.8622115679085255,0.008296534,0.0003,0.102490234375,0.8943222314119339,0.9560763835906982,0.2,37.12115425243974
-19.263108729729733,645,32768,869.1351351351351,50,16,1870,-0.0009622141133149853,-0.7231472481042147,0.0035334718,0.0003,0.03740234375,0.8796141892671585,5.822071075439453,0.2,43.3930475153029
-19.989582575,649,34816,862.675,53,17,1880,-0.0007387128833215683,-0.8298402773216367,0.007374121,0.0003,0.072705078125,0.8567722886800766,1.2759147882461548,0.2,35.18662047237158
-16.929137166666667,646,36864,869.2142857142857,57,18,1890,-0.00023638191487407312,-0.7731345484033227,0.0033271303,0.0003,0.034375,0.7053607702255249,229.5352783203125,0.2,119.68011240512132
-20.266985931818184,649,38912,871.2954545454545,59,19,1900,-0.0010157292927033268,-0.8359384866431355,0.008122192,0.0003,0.09921875,0.9056731089949608,0.4818844795227051,0.2,25.333452994190157
-20.423891319148936,650,40960,858.8085106382979,62,20,1910,-0.0056691756908549,-0.8449605228379369,0.007942872,0.0003,0.08310546875,0.7198179960250854,127.46842956542969,0.2,80.27643386237324
-18.368392346938773,654,43008,864.5714285714286,65,21,1920,-0.0021459799998410746,-0.7886362098157406,0.007296068,0.0003,0.05126953125,0.6118596792221069,24.730655670166016,0.2,157.65739040896295
-17.456866352941173,656,45056,869.8823529411765,68,22,1930,0.00030187014199327676,-0.7845659298822284,0.0042775823,0.0003,0.073681640625,0.9020546898245811,0.5970243215560913,0.2,35.52899868171662
-17.225378283018866,655,47104,874.7924528301887,71,23,1940,-0.004382153357437346,-0.7428429249674082,0.0055958703,0.0003,0.0763671875,0.9110007584095001,0.768830418586731,0.2,23.91297838781029
-14.691307127272724,654,49152,879.3454545454546,75,24,1950,-0.0008523840762791224,-0.7529579589143396,0.008384515,0.0003,0.10458984375,0.9046785533428192,1.4559754133224487,0.2,24.219995147548616
-13.139062431034482,654,51200,878.7413793103449,78,25,1960,-0.006428911035618512,-0.8368357971310616,0.014004138,0.0003,0.1859375,0.8409332633018494,2.0381391048431396,0.2,44.84601800665259
-12.475399360655738,656,53248,871.2786885245902,81,26,1970,-0.001370500987286505,-0.7074661334976554,0.001545279,0.0003,0.017333984375,0.6305895745754242,215.60118103027344,0.2,103.94600843042136
-13.077006365079365,657,55296,875.3650793650794,84,27,1980,-0.0043783500383142385,-0.7475573839619756,0.00436768,0.0003,0.045654296875,0.6653507649898529,6.958818435668945,0.2,119.56886991262436
-13.760350953846153,654,57344,870.7846153846153,87,28,1990,-0.010289486659894464,-0.7204538196325302,0.01338328,0.0003,0.130615234375,0.8733792454004288,1.3124016523361206,0.2,28.90720590054989
-11.37052334328358,652,59392,873.7313432835821,91,29,2000,-0.0036644401516241487,-0.8155487462878227,0.003415626,0.0003,0.02021484375,0.4625133275985718,30.12563705444336,0.2,99.14562726281584
-9.4593768,650,61440,872.1428571428571,94,30,2010,-0.0037717726969276554,-0.7316400175914168,0.005978697,0.0003,0.0607421875,0.7831654846668243,1.061558723449707,0.2,62.661689785122874
-9.36155111111111,646,63488,875.6944444444445,98,31,2020,-0.000611524210034986,-0.6456090277060866,0.0039485246,0.0003,0.052978515625,0.7056098580360413,1.2782820463180542,0.2,53.816221572458744
-8.721169243243242,643,65536,879.0540540540541,101,32,2030,-0.0037243941333144903,-0.8423332277685404,0.0112723755,0.0003,0.091064453125,0.7667933702468872,3.5533056259155273,0.2,30.376912823319437
-6.618577467532466,645,67584,875.4805194805194,104,33,2040,-0.002773440781311365,-0.8861799351871014,0.0052755936,0.0003,0.117431640625,0.7746951580047607,0.2526419162750244,0.2,35.471167147159576
-8.781522937499998,648,69632,869.7625,107,34,2050,-0.004350475052342517,-0.6912289366126061,0.013394445,0.0003,0.123974609375,0.759687140583992,8.53643798828125,0.2,84.71014482080936
-7.452080963414633,648,71680,866.5731707317074,110,35,2060,-0.0024023889185627923,-0.7761834407225251,0.00536626,0.0003,0.0501953125,0.6048453152179718,51.43572998046875,0.2,149.74090009257196
-8.829703690476189,646,73728,865.9047619047619,114,36,2070,-0.002691290514121647,-0.77421041931957,0.0057866517,0.0003,0.08486328125,0.8394274860620499,1.204552173614502,0.2,35.726101874932645
-6.672791517241377,645,75776,865.528735632184,117,37,2080,-0.0022202577089046826,-0.8452569752931595,0.00741967,0.0003,0.06474609375,0.6169207692146301,62.62578201293945,0.2,101.56779062058777
-6.976926235955054,639,77824,868.5505617977528,121,38,2090,-0.0019289102994662244,-0.7541042299941182,0.004678254,0.0003,0.049462890625,0.7086602747440338,13.511509895324707,0.2,75.97813180983067
-3.464302434782607,635,79872,864.695652173913,125,39,2100,0.0024758953903074145,-0.7502232024446129,0.008612752,0.0003,0.06484375,0.8857727199792862,0.7535613775253296,0.2,36.01997695956379
-0.8875558526315772,631,81920,861.421052631579,129,40,2110,-0.0005120061392517528,-0.7196285758167505,0.0015561125,0.0003,0.022607421875,0.5543432533740997,183.75872802734375,0.2,109.2713073439896
-1.7076821443298968,633,83968,864.2783505154639,132,41,2120,-0.003082925474518561,-0.6852131105959416,0.004006693,0.0003,0.047705078125,0.6941750049591064,5.4936394691467285,0.2,77.9279615368694
-0.41983599999999976,635,86016,865.2828282828283,135,42,2130,-0.001078780787793221,-0.7388503514230251,0.006918977,0.0003,0.106640625,0.9198583588004112,1.0853451490402222,0.2,20.6503557626158
-1.8988930199999985,631,88064,871.68,139,43,2140,-0.002572847197006922,-0.6898572877049446,0.0036471994,0.0003,0.06025390625,0.834606796503067,133.231689453125,0.2,48.816524830833075
-1.3517647499999983,628,90112,875.87,143,44,2150,-0.0012786940947989932,-0.8753568846732378,0.010676492,0.0003,0.091845703125,0.5600528717041016,1.4907740354537964,0.2,44.82432779334486
2.7797111399999994,629,92160,878.2,146,45,2160,-0.000184530921978876,-0.7778494995087385,0.0047532264,0.0003,0.0529296875,0.7672147452831268,4.816574573516846,0.2,34.94527026098221
5.0869494899999985,630,94208,883.58,149,46,2170,-0.0010944407018541823,-0.5591262859292329,0.0061927084,0.0003,0.01904296875,0.749049723148346,6.016268253326416,0.2,48.281636906974015
9.05409036,632,96256,884.47,152,47,2180,-0.0016518809541594237,-0.7580285750329494,0.01199773,0.0003,0.064111328125,0.8417175859212875,4.751524925231934,0.2,27.068979736231267
12.77513894,631,98304,881.64,155,48,2190,-0.001179256434988929,-0.6845401069149375,0.007350259,0.0003,0.04443359375,0.652876228094101,34.36526107788086,0.2,76.53897224590182
11.934582229999998,628,100352,881.64,159,49,2200,-0.0019681326466525206,-0.6428302478045225,0.0027652604,0.0003,0.017041015625,0.6779300272464752,26.8032283782959,0.2,87.15508971065283
14.142544669999998,628,102400,877.35,162,50,2210,-6.929075752850621e-05,-0.7044728349894285,0.004378778,0.0003,0.06494140625,0.7525221109390259,265.2962646484375,0.2,43.48823175970465
14.428229420000001,623,104448,877.35,167,51,2220,-0.0022883807785547107,-0.6787232792004942,0.0064815246,0.0003,0.062939453125,0.6874993145465851,10.511950492858887,0.2,43.920392552018164
15.090899720000003,625,106496,876.8,170,52,2230,-0.0009479366533923894,-0.7234604157507419,0.013574341,0.0003,0.068017578125,0.6754254698753357,0.7192448377609253,0.2,34.25537258964032
15.81903046,622,108544,875.45,174,53,2240,-0.0029423174979456234,-0.7533092278987169,0.007616625,0.0003,0.085107421875,0.7179301381111145,11.629461288452148,0.2,87.04498784542083
20.335941679999998,624,110592,865.06,177,54,2250,-0.0006082891857658978,-0.7202015237882733,0.008659662,0.0003,0.076025390625,0.4167603850364685,8.496735572814941,0.2,120.55852177739143
20.460672690000003,624,112640,860.65,180,55,2260,-0.0004791210601979401,-0.6533203165978193,0.0049580187,0.0003,0.04365234375,0.6492931544780731,22.36979103088379,0.2,91.60100037008525
19.39211836,620,114688,863.73,184,56,2270,-0.0022101267546531743,-0.7242902433499694,0.009845877,0.0003,0.089453125,0.674501359462738,17.93254280090332,0.2,50.31487305276096
19.473343590000002,621,116736,864.53,187,57,2280,-0.001335552455566358,-0.7306170126423239,0.007223665,0.0003,0.0736328125,0.6997470259666443,1.9594608545303345,0.2,33.33869838984683
17.836075870000002,620,118784,859.68,191,58,2290,-0.0004110367030079942,-0.7941326249390841,0.005086026,0.0003,0.07255859375,0.6931419968605042,0.7056296467781067,0.2,54.902879141271114
17.757505950000002,622,120832,863.0,194,59,2300,-0.0038948212139075624,-0.704170786216855,0.009682492,0.0003,0.073193359375,0.49389004707336426,1.7965905666351318,0.2,86.55129627808928
19.233201930000003,621,122880,866.19,197,60,2310,-0.004438592711812817,-0.7574311042204499,0.010234502,0.0003,0.103466796875,0.8189166635274887,1.0650501251220703,0.2,42.18193727582693
18.12203244,623,124928,862.64,200,61,2320,-0.002435904862068128,-0.7280506744980813,0.00893542,0.0003,0.099169921875,0.8555791229009628,1.301274061203003,0.2,26.80660330345854
18.658615120000004,624,126976,862.47,203,62,2330,-0.0014117970851657447,-0.6603375915437937,0.002612822,0.0003,0.055126953125,0.6139649748802185,25.299030303955078,0.2,104.2039682149887
20.814993540000003,623,129024,865.67,206,63,2340,-0.004065909803466638,-0.7420986631885171,0.0077573266,0.0003,0.090185546875,0.650752454996109,8.81226921081543,0.2,69.5370240982622
20.87878913,620,131072,865.67,211,64,2350,-0.0013535678870539413,-0.6993062283843756,0.010062037,0.0003,0.07001953125,0.6249424517154694,54.335304260253906,0.2,77.34838112778962
19.776661800000003,621,133120,856.89,214,65,2360,-0.0004618758699507453,-0.8065139375627041,0.0062301895,0.0003,0.092724609375,0.8381743282079697,0.38135823607444763,0.2,39.50657498314977
22.70850004,621,135168,853.2,217,66,2370,-0.002955024133552797,-0.6087909542955459,0.0063303905,0.0003,0.045068359375,0.6320045590400696,41.55400085449219,0.2,102.92170393802226
20.6619844,620,137216,856.93,221,67,2380,-0.0013395368241617689,-0.7251709887757898,0.0051823854,0.0003,0.041552734375,0.8457543849945068,1.1409622430801392,0.2,31.400870510190725
21.040181090000004,622,139264,854.53,223,68,2390,0.0006157886098662857,-0.7762644568458199,0.004471686,0.0003,0.083837890625,0.84963758289814,0.42196330428123474,0.2,25.620072844903916
21.353364450000004,623,141312,846.65,226,69,2400,-0.0017548819261719473,-0.6211308437399566,0.0046077147,0.0003,0.04453125,0.5289228558540344,33.420997619628906,0.2,173.35113051384687
20.02870162,625,143360,847.26,229,70,2410,-0.00216614883611328,-0.664629140868783,0.0037038838,0.0003,0.0193359375,0.6078632771968842,53.94965362548828,0.2,163.68459407538177
21.32032307,625,145408,847.98,232,71,2420,-0.002380871376954019,-0.6429631806910038,0.007051559,0.0003,0.05400390625,0.8809445798397064,3.2713940143585205,0.2,33.709474509768185
21.24629138,624,147456,847.98,236,72,2430,-0.0028774117257853505,-0.6240050656720996,0.0040008887,0.0003,0.03515625,0.7587230801582336,45.33140182495117,0.2,52.29900421276689
23.29236287,622,149504,842.2,240,73,2440,-0.004048369089287007,-0.6761274991557003,0.008242207,0.0003,0.05703125,0.7328519225120544,3.257030487060547,0.2,48.858804230764505
23.27448072,621,151552,839.53,243,74,2450,-0.0011090071122453083,-0.6286057943478227,0.005807679,0.0003,0.043115234375,0.5616518259048462,37.369232177734375,0.2,94.95267605036497
25.74138307,619,153600,847.84,247,75,2460,-0.0013451594866637606,-0.733457768522203,0.009194843,0.0003,0.054736328125,0.709432989358902,19.531972885131836,0.2,78.24061603993178
26.45850157,620,155648,845.33,250,76,2470,0.0007570380206743721,-0.7895052172243595,0.004860839,0.0003,0.09658203125,0.8111290037631989,1.442493200302124,0.2,37.651215084735306
28.239273079999997,618,157696,848.56,254,77,2480,-0.0027066388487583027,-0.7122003607451916,0.013365331,0.0003,0.08623046875,0.7008806467056274,307.9505920410156,0.2,76.89528738260269
27.023251860000006,620,159744,840.2,257,78,2490,-0.0019551399556803515,-0.7438201969489455,0.0103595,0.0003,0.07880859375,0.8163145184516907,0.198917955160141,0.2,40.90147899016738
28.252021120000006,619,161792,835.54,261,79,2500,-0.0020569264102960005,-0.5968959926627576,0.0043810667,0.0003,0.061279296875,0.735508382320404,150.5253448486328,0.2,103.62094182819128
26.244499540000007,619,163840,839.01,264,80,2510,-0.0029964782181195913,-0.7244206756353379,0.022840159,0.0003,0.140087890625,0.7962993681430817,78.48804473876953,0.2,49.83868759684265
24.51496222000001,618,165888,835.74,268,81,2520,-0.0016080287867225706,-0.719612711109221,0.009339544,0.0003,0.116455078125,0.8030103892087936,3.4564192295074463,0.2,61.83870076797903
24.959310710000004,619,167936,830.48,271,82,2530,-0.002819566171092447,-0.7337934466078877,0.0064320974,0.0003,0.05078125,0.6351296603679657,4.155346870422363,0.2,89.54414394907653
23.755629770000006,620,169984,826.68,273,83,2540,-0.0009979230825138074,-0.7330797934904695,0.016713515,0.0003,0.058447265625,0.6222613751888275,41.11102294921875,0.2,85.618222932145
23.270729760000005,619,172032,822.38,277,84,2550,-0.0019497649795084727,-0.7794905360788107,0.006617505,0.0003,0.0732421875,0.6122101843357086,2.0303947925567627,0.2,86.93252732641994
22.58414498,620,174080,825.07,280,85,2560,-0.0021982103782647753,-0.7530701868236065,0.0071733873,0.0003,0.059228515625,0.6759719252586365,9.42574405670166,0.2,81.49411368891597
22.12214885,618,176128,825.07,284,86,2570,-0.0059212826396105814,-0.5267229838296771,0.0202284,0.0003,0.12880859375,0.8763254880905151,1.8941489458084106,0.2,31.18095201589167
21.144863219999998,618,178176,825.56,288,87,2580,-0.0004885973867203575,-0.7509300760924816,0.007704227,0.0003,0.112353515625,0.7562701404094696,0.9240549206733704,0.2,33.419498863071205
19.179575330000002,618,180224,833.08,291,88,2590,-0.0002860352979041636,-0.652701566182077,0.0056614787,0.0003,0.062890625,0.7750642150640488,0.642902672290802,0.2,27.13199801174924
19.44679963,616,182272,835.28,295,89,2600,-0.001542358957522083,-0.7518463462591172,0.010731975,0.0003,0.122900390625,0.8476212173700333,84.47626495361328,0.2,19.431425460428
19.943388560000002,616,184320,833.66,298,90,2610,-0.0015223220012558158,-0.7423625031486154,0.005521785,0.0003,0.07177734375,0.5987316370010376,36.009437561035156,0.2,58.95053862184286
20.639153460000003,616,186368,829.09,302,91,2620,-0.002033960970584303,-0.6117807992734015,0.006974793,0.0003,0.054736328125,0.6732712686061859,16.645732879638672,0.2,82.62860758528113
19.18604443,616,188416,823.97,305,92,2630,-0.0023970800277311353,-0.674148484878242,0.0069241384,0.0003,0.066162109375,0.726056694984436,3.9306819438934326,0.2,55.747938903421165
20.01879827,616,190464,827.23,309,93,2640,-0.0012139131609728792,-0.698379966057837,0.009218451,0.0003,0.0744140625,0.5760191082954407,6.37168025970459,0.2,106.35961769893765
20.3701835,617,192512,826.98,311,94,2650,-0.0009919457912474171,-0.6983067248016596,0.0050085415,0.0003,0.05166015625,0.7137462198734283,33.19923400878906,0.2,112.66354970559478
20.141723709999997,619,194560,832.57,314,95,2660,-0.0009891127643641084,-0.6845784218981862,0.014664793,0.0003,0.0626953125,0.736341655254364,2.8676016330718994,0.2,66.40916736572981
20.12080493,617,196608,832.57,318,96,2670,-0.0015418468392454088,-0.6009877330623568,0.005577365,0.0003,0.03662109375,0.5950088202953339,22.175840377807617,0.2,94.50426182597876
21.786649660000002,617,198656,825.79,321,97,2680,-0.003933934048109222,-0.70854676309973,0.00796428,0.0003,0.11044921875,0.5909934043884277,0.8130549192428589,0.2,37.64681306798011
21.31956461,617,200704,830.31,324,98,2690,-0.0005417461030447157,-0.6532652221620083,0.004905963,0.0003,0.045703125,0.6013157665729523,93.38848114013672,0.2,77.4282936066389
