time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/value_loss,train/policy_gradient_loss,train/entropy_loss
43008,-537.4669033461539,72,21,591,820.6346153846154,0.09140625,0.0003,0.02392783,0.9335961267352104,1430,0.2,3.253887891769409,50.02287881523371,-0.007968480343697593,-0.7182785701006651
45056,-533.8409563333335,75,22,596,824.0185185185185,0.018212890625,0.0003,0.0032031043,0.8265022784471512,1440,0.2,25.23586654663086,137.9144870251417,-0.0006571132198587293,-0.6754627300426364
47104,-535.2408314210527,79,23,594,824.0350877192982,0.061767578125,0.0003,0.011758318,0.9202715456485748,1450,0.2,3.8461320400238037,47.36242678985,-0.001625141750992043,-0.7139660814777017
49152,-530.9621793898306,82,24,597,817.6610169491526,0.21015625,0.0003,0.013691449,0.8984832689166069,1460,0.2,43.553131103515625,71.69314619749784,-0.004612782473122934,-0.7178340993821621
51200,-530.4360462741936,85,25,598,812.3387096774194,0.029736328125,0.0003,0.0053817388,0.8707780689001083,1470,0.2,22.746055603027344,79.87938374429942,-0.001959046569390921,-0.695534767024219
53248,-532.4998335846154,88,26,603,810.9384615384615,0.132666015625,0.0003,0.012574962,0.9061388522386551,1480,0.2,8.430933952331543,72.22172170504928,-0.0026826157307368705,-0.7355834484100342
55296,-530.6593089253731,92,27,598,811.0149253731344,0.066943359375,0.0003,0.0066162655,0.8109989762306213,1490,0.2,13.03271198272705,102.7679701179266,3.5470027069095525e-05,-0.7610857546329498
57344,-528.5993161714285,95,28,601,807.5571428571428,0.1294921875,0.0003,0.010812437,0.8574145883321762,1500,0.2,14.772916793823242,71.98602915480733,-0.0010317701616259002,-0.8007567213848233
59392,-529.2694415694446,99,29,597,812.9027777777778,0.07646484375,0.0003,0.005916005,0.9269927814602852,1510,0.2,10.82326602935791,78.98973539322614,-0.0017002243897877634,-0.7101745719090105
61440,-530.5858442162163,103,30,596,817.9594594594595,0.126953125,0.0003,0.011529509,0.9458421804010868,1520,0.2,243.29739379882812,39.18543215766549,-0.005533575578010641,-0.820303481630981
63488,-531.468889948052,106,31,598,822.5844155844156,0.177294921875,0.0003,0.014573726,0.9611413292586803,1530,0.2,2.813762664794922,26.602443895302713,-0.002768224472674774,-0.787354501336813
65536,-531.2570855189874,109,32,600,824.2025316455696,0.084814453125,0.0003,0.011417283,0.8999417945742607,1540,0.2,6.645023822784424,66.16111203692853,-0.0024011164918192663,-0.7436494870111346
67584,-531.6854298518518,112,33,600,828.5432098765432,0.098291015625,0.0003,0.011370821,0.917157918214798,1550,0.2,4.244225978851318,72.60728495717049,-0.004401751472687465,-0.7399380156770349
69632,-532.2205294096385,116,34,598,832.6746987951807,0.089111328125,0.0003,0.006014658,0.9426607079803944,1560,0.2,1.0617660284042358,44.13661768492311,-0.0011337781885231379,-0.6796954035758972
71680,-529.2626108023255,119,35,600,827.453488372093,0.080126953125,0.0003,0.010311928,0.9623883254826069,1570,0.2,192.70687866210938,34.17432302441448,0.00046114121796563267,-0.6838351065292955
73728,-526.8844185955056,122,36,603,825.8988764044943,0.029052734375,0.0003,0.0049947565,0.7553855776786804,1580,0.2,62.55808639526367,190.87077870368958,-0.001961988048424246,-0.674466834589839
75776,-523.17141225,124,37,606,819.304347826087,0.063720703125,0.0003,0.011001724,0.9160664454102516,1590,0.2,7.258862018585205,103.20371644198895,-0.0017011582924169489,-0.7275767767801881
77824,-516.8451068020834,127,38,608,809.9895833333334,0.0466796875,0.0003,0.0045299865,0.8586475700139999,1600,0.2,9.415074348449707,115.60281981453299,-0.002216995242997655,-0.7285156859084964
79872,-513.2026235858586,130,39,611,803.6464646464647,0.035595703125,0.0003,0.004602599,0.931413009762764,1610,0.2,17.721141815185547,112.69176898300648,-0.00363922571632429,-0.6996158111840487
81920,-511.92520597000004,133,40,613,802.02,0.04150390625,0.0003,0.0058676465,0.9302852526307106,1620,0.2,10.012803077697754,77.70268033705652,-0.001985105908534024,-0.7642155103385448
83968,-506.95557032000005,136,41,615,793.29,0.062255859375,0.0003,0.0045319768,0.9603042863309383,1630,0.2,254.56973266601562,63.76044408082962,-0.0016941306326771154,-0.7264852216467261
86016,-504.98118216,138,42,620,787.71,0.04482421875,0.0003,0.0046254317,0.9530647955834866,1640,0.2,8.650923728942871,90.29333251193165,-0.0001668531316681765,-0.7227116923779249
88064,-495.8390164099999,141,43,623,782.76,0.017041015625,0.0003,0.003819196,0.8738588690757751,1650,0.2,160.4011993408203,200.3109837949276,-0.0015205483869067393,-0.7514060530811548
90112,-490.9494131799999,143,44,626,776.84,0.06923828125,0.0003,0.0067015253,0.9424476251006126,1660,0.2,1.8893442153930664,91.50998084619641,-0.0031248872539435977,-0.7224542956799269
2048,-97.172444,2,1,977,592.0,0.054833984375,0.0003,0.005113283,0.9553844481706619,1670,0.2,4.643211841583252,71.2484924942255,-0.0031819868119782766,-0.6596169175580144
4096,-68.60553825,6,2,604,785.0,0.1587890625,0.0003,0.011160957,0.505824476480484,1680,0.2,3.09010910987854,68.09154788702726,-0.0004121664824197069,-0.6813940232619643
6144,-69.14625114285714,10,3,581,781.7142857142857,0.099560546875,0.0003,0.009836817,0.9384089112281799,1690,0.2,20.860105514526367,30.220210607349873,-0.00027541618328541517,-0.7914819434285164
8192,-64.73731277777777,14,4,567,806.3333333333334,0.062841796875,0.0003,0.0059859827,0.8941688537597656,1700,0.2,6.63389778137207,39.22095509842038,-0.0013968945539090782,-0.7478005098178983
10240,-45.12751636363636,18,5,556,841.5454545454545,0.1080078125,0.0003,0.008916411,0.9097242280840874,1710,0.2,3.128577709197998,27.58466812595725,-0.0021985462633892896,-0.7501602588221431
12288,-44.03084442857143,22,6,556,854.7857142857143,0.126806640625,0.0003,0.009022397,0.6832556128501892,1720,0.2,2.2836246490478516,24.213872370496393,6.849041674286127e-05,-0.7054547594860197
14336,-54.769071062500004,25,7,557,843.875,0.035595703125,0.0003,0.0051106997,0.9170148000121117,1730,0.2,146.4463348388672,33.16759228259325,0.0002278907188156154,-0.7462334457784892
16384,-45.283086833333336,30,8,539,861.2222222222222,0.0625,0.0003,0.0021569496,0.968494288623333,1740,0.2,11.204236030578613,17.438916824012995,0.0004731872119009495,-0.7544659551233053
18432,-46.442727380952384,34,9,536,868.7619047619048,0.079150390625,0.0003,0.006803622,0.8605134338140488,1750,0.2,0.9238585233688354,15.373913693800569,-0.0025586375297280027,-0.6976407011970878
20480,-46.41296452173914,37,10,548,878.1739130434783,0.1072265625,0.0003,0.0071454397,0.9567920044064522,1760,0.2,3.3668384552001953,17.034511160850524,-0.003317604293988552,-0.7205512640997768
22528,-49.06408934615384,40,11,553,866.2692307692307,0.063037109375,0.0003,0.0068337778,0.505321592092514,1770,0.2,7.548786163330078,62.46874672994018,-0.0016974812519038097,-0.7128600100055337
24576,-43.823774892857145,44,12,558,875.8214285714286,0.0494140625,0.0003,0.0058909906,0.9283153563737869,1780,0.2,9.006671905517578,34.43057946711779,0.0011111480722320265,-0.7446675036102534
26624,-40.825418199999994,47,13,565,884.1,0.08271484375,0.0003,0.007155987,0.8790926486253738,1790,0.2,1.3763989210128784,12.326049880310894,8.99221355211921e-05,-0.7156398169696331
28672,-38.94428653125,50,14,562,891.34375,0.07724609375,0.0003,0.007694217,0.8415427505970001,1800,0.2,0.9720238447189331,14.817935913614928,-0.00013733544474234805,-0.7098460379987955
30720,-34.58851411764706,54,15,563,897.7352941176471,0.084375,0.0003,0.007586912,0.9266020879149437,1810,0.2,1.2069475650787354,12.530621451884508,-0.0007897507348388899,-0.7667109873145819
32768,-33.91266233333333,58,16,563,903.4166666666666,0.081201171875,0.0003,0.011815708,0.9540808275341988,1820,0.2,0.6170759201049805,10.7931839376688,-0.002437566842127126,-0.7238556334748865
34816,-31.343555868421056,62,17,559,908.5,0.078271484375,0.0003,0.0057340832,0.8212839365005493,1830,0.2,0.8262906670570374,14.175009109638632,-0.00302041489048861,-0.7421283084899187
36864,-30.662031775000003,66,18,557,913.075,0.09677734375,0.0003,0.008589469,0.7691725194454193,1840,0.2,0.4615348279476166,15.991861672792584,-0.0016669084783643485,-0.6787654826417565
38912,-30.41156855813954,69,19,559,900.7209302325581,0.11240234375,0.0003,0.008088315,0.8523950725793839,1850,0.2,0.5699715614318848,16.032107463665305,-0.0021989789529470727,-0.7596594292670489
40960,-28.51714302222223,73,20,558,905.1333333333333,0.056787109375,0.0003,0.003570465,0.819171205163002,1860,0.2,81.1436538696289,35.18524932786822,-0.003097665779205272,-0.7290089214220643
43008,-27.688927595744687,77,21,555,909.1702127659574,0.09794921875,0.0003,0.009204827,0.6920047402381897,1870,0.2,0.5363272428512573,13.273485513217747,-0.002785284091078211,-0.7056054869666696
45056,-26.540787530612246,81,22,555,912.8775510204082,0.07353515625,0.0003,0.005258223,0.764395609498024,1880,0.2,0.35638055205345154,10.945148745179177,-0.0013678193819941953,-0.735167626850307
47104,-25.22316752941176,85,23,551,916.2941176470588,0.07578125,0.0003,0.0065227007,0.701726883649826,1890,0.2,0.2647719085216522,15.27142289755866,-0.003413504183117766,-0.7444394377991557
49152,-24.372449999999994,90,24,545,919.4528301886793,0.09365234375,0.0003,0.009785688,0.6818872392177582,1900,0.2,0.2063160091638565,15.372343240398914,-0.002271909215778578,-0.7049538716673851
51200,-23.209815818181816,93,25,547,922.3818181818182,0.085546875,0.0003,0.008002574,0.7526074200868607,1910,0.2,0.2842109203338623,19.394836965855212,0.00039821417230996304,-0.7318095277994872
53248,-22.408989,97,26,546,925.1052631578947,0.056689453125,0.0003,0.0046796883,0.7691222578287125,1920,0.2,0.4449006915092468,16.27559757027775,-0.0004910175528493709,-0.7078942093998194
55296,-21.52430598305085,101,27,544,927.6440677966102,0.07314453125,0.0003,0.006304192,0.7610042840242386,1930,0.2,0.8504695296287537,32.49678328949958,-0.0006737034942489118,-0.7220145907253027
57344,-20.763114803278693,105,28,546,930.016393442623,0.069580078125,0.0003,0.004646325,0.772015318274498,1940,0.2,0.44485634565353394,22.98956804871559,-0.0019740959913178814,-0.7370327612385154
59392,-20.251094793650797,108,29,546,932.2380952380952,0.069384765625,0.0003,0.0050324537,0.7248715162277222,1950,0.2,0.2587897777557373,34.886903691198675,-0.001175692457036348,-0.7136253481730819
61440,-19.78987993846154,113,30,542,934.3230769230769,0.07041015625,0.0003,0.0046593184,0.6779817938804626,1960,0.2,109.53541564941406,18.83187095858157,-0.0038324547349475324,-0.7115956051275134
63488,-19.17506391044776,116,31,543,936.2835820895523,0.085498046875,0.0003,0.005716392,0.6856101155281067,1970,0.2,0.379904180765152,19.956945308018476,-0.004447943656123244,-0.6959056306630373
65536,-18.303620971014492,121,32,541,938.1304347826087,0.1091796875,0.0003,0.009531088,0.7501590251922607,1980,0.2,0.43983206152915955,23.47682129200548,-0.0041523240382957734,-0.6814324300736189
67584,-16.711834309859157,123,33,546,937.9718309859155,0.052197265625,0.0003,0.005632325,0.7522093504667282,1990,0.2,0.8335247039794922,32.08067905958742,-0.0011932494133361615,-0.6841660505160689
69632,-15.803469040540541,126,34,549,940.4864864864865,0.071826171875,0.0003,0.006620852,0.7252367436885834,2000,0.2,1.0786601305007935,49.53111686483025,-0.0015669987238652538,-0.5859990949742496
71680,-15.175299828947368,130,35,549,942.0526315789474,0.058935546875,0.0003,0.0075666783,0.7668786942958832,2010,0.2,1.3555816411972046,46.73518194239587,-0.001358173966218601,-0.7178569743409753
73728,-14.798632628205128,134,36,547,943.5384615384615,0.06240234375,0.0003,0.008347702,0.700309544801712,2020,0.2,0.21958376467227936,25.02048258371651,-0.0012687830239883624,-0.6962489755824208
75776,-14.068883675,139,37,543,944.95,0.05263671875,0.0003,0.0067595737,0.727382630109787,2030,0.2,0.8339706063270569,33.55710315406323,-0.0005530985035875347,-0.6723426615819335
77824,-14.13880318292683,143,38,541,946.2926829268292,0.092626953125,0.0003,0.008735148,0.5553807020187378,2040,0.2,253.7642059326172,43.34789980240166,-0.00601149179492495,-0.665836376324296
79872,-13.903066154761905,148,39,538,947.5714285714286,0.05341796875,0.0003,0.005084737,0.4322875142097473,2050,0.2,0.9896547794342041,35.81491129100323,-0.0021935840988589915,-0.6402930028736591
81920,-13.538820930232559,152,40,537,948.7906976744187,0.04150390625,0.0003,0.004055838,0.5640580654144287,2060,0.2,0.8948295712471008,44.15861081443727,-0.002118964464170858,-0.6564358400180936
83968,-13.2078775,156,41,538,949.9545454545455,0.05341796875,0.0003,0.0048285765,0.6832745671272278,2070,0.2,0.36706387996673584,48.742099120095375,-0.0027224046862102114,-0.681318923458457
86016,-12.57918428888889,160,42,536,951.0666666666667,0.0580078125,0.0003,0.005470364,0.6776294708251953,2080,0.2,0.8965030908584595,30.960375329852106,-0.0016893277082999703,-0.6126196419820189
88064,-12.24371489130435,164,43,534,952.1304347826087,0.089599609375,0.0003,0.008544817,0.6673611998558044,2090,0.2,10.558786392211914,58.77264338806272,-0.0026251310984662267,-0.6556088490411639
90112,-11.269256404255321,168,44,535,953.1063829787234,0.048974609375,0.0003,0.0050649294,0.657121479511261,2100,0.2,1.8371288776397705,50.55699472129345,0.0006805077602621168,-0.6461803536862135
92160,-10.827292854166666,172,45,532,954.0833333333334,0.049609375,0.0003,0.0027386837,0.7463515996932983,2110,0.2,0.8948599100112915,33.79234552793205,-0.0003146362432744354,-0.694317682646215
94208,-10.479744306122448,177,46,531,955.0204081632653,0.0578125,0.0003,0.0057757865,0.596312552690506,2120,0.2,5.899082183837891,29.361743647884577,-0.003051697088085348,-0.6877595676109195
96256,-12.47875227,181,47,530,953.44,0.06328125,0.0003,0.007266369,0.42620426416397095,2130,0.2,0.31853270530700684,34.78525015283376,-0.00288184023447684,-0.6831316875293851
98304,-9.421297799999998,185,48,530,961.6,0.025341796875,0.0003,0.0039007512,0.13960719108581543,2140,0.2,1.7512613534927368,79.67952055819333,-0.0006150839748443104,-0.7131272852420807
100352,-7.263864890000001,188,49,531,962.26,0.088427734375,0.0003,0.0072486294,0.571314126253128,2150,0.2,0.5993750095367432,43.21441136840731,-0.001672723044612212,-0.6509721146896481
