time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,train/value_loss,train/loss,train/explained_variance
763,-284.3019702804878,67,51200,25,616.219512195122,0.03681640625,1470,-0.003276780139276525,0.0003,-0.6641393974423409,0.005683926,0.2,264.51146099567416,56.51161193847656,0.6711247563362122
769,-282.57112646511627,69,53248,26,615.7674418604652,0.131005859375,1480,-0.0025804593969951384,0.0003,-0.647177211008966,0.007617064,0.2,65.606703857705,29.206806182861328,0.8821469023823738
773,-279.5501541666667,71,55296,27,610.9888888888889,0.020556640625,1490,-0.0020319082468631677,0.0003,-0.6456512071192264,0.0034691724,0.2,153.1262286901474,192.1612548828125,0.8266379684209824
772,-279.7174616344086,74,57344,28,609.1397849462365,0.07001953125,1500,-0.0022650635182799306,0.0003,-0.6596823362633586,0.0050501106,0.2,177.56170626729727,117.59722900390625,0.7157369554042816
775,-276.17368158333335,76,59392,29,611.9375,0.02255859375,1510,-0.0022859093791339547,0.0003,-0.6373107118532062,0.0046311785,0.2,120.92381756007671,50.66382598876953,0.8168371021747589
779,-276.04478705,78,61440,30,613.56,0.039794921875,1520,-0.0020646318065701053,0.0003,-0.5950775879435242,0.00531561,0.2,81.28088130652904,97.02174377441406,0.8502677828073502
782,-270.10664528,81,63488,31,602.72,0.0859375,1530,-0.0005636808818962891,0.0003,-0.7326257146894932,0.0063300226,0.2,122.00157557576895,57.24967956542969,0.8500324040651321
779,-263.7515399,84,65536,32,600.79,0.051904296875,1540,-0.000981711803615326,0.0003,-0.76055888235569,0.004797585,0.2,182.32920285463334,75.99645233154297,0.8023692518472672
781,-263.47439964,86,67584,33,596.98,0.152734375,1550,-0.004084178762423107,0.0003,-0.7567523838952184,0.0150215095,0.2,159.2051442310214,27.687021255493164,0.7720744609832764
780,-262.49957135,89,69632,34,598.42,0.058251953125,1560,-0.0035563862020353554,0.0003,-0.7022164620459079,0.0077969274,0.2,186.8587445154786,91.89623260498047,0.7215873599052429
781,-261.59517307000004,91,71680,35,592.14,0.12734375,1570,-0.00197472043291782,0.0003,-0.6883505307137966,0.010160378,0.2,117.06815761700273,4.428140163421631,0.7907349467277527
781,-255.54726423,94,73728,36,573.08,0.099072265625,1580,-0.002563213510075002,0.0003,-0.7370061608031392,0.0060576038,0.2,119.25524274110793,2.2324202060699463,0.8241006135940552
785,-250.15091656000004,96,75776,37,563.94,0.021484375,1590,-0.0008846140457535512,0.0003,-0.7359432408586144,0.004881256,0.2,209.4548304527998,37.08724594116211,0.6484757363796234
789,-247.78642175000002,98,77824,38,556.01,0.026123046875,1600,-0.0011694941618770826,0.0003,-0.7030149005353451,0.00332927,0.2,205.56875376701356,55.8439826965332,0.73307666182518
795,-246.85252279999997,100,79872,39,531.16,0.05751953125,1610,-0.0019533761747879907,0.0003,-0.6460525954142213,0.0041946704,0.2,177.03689229190348,15.641315460205078,0.7597563862800598
800,-245.60725764999998,102,81920,40,495.66,0.093505859375,1620,-0.005396591959652142,0.0003,-0.7778574140742421,0.006993969,0.2,270.90676765441896,57.19599151611328,0.6943660080432892
799,-241.75497869000003,105,83968,41,486.54,0.04638671875,1630,-0.002768179347549449,0.0003,-0.7203348351642489,0.0047347243,0.2,313.79164655804635,13.196276664733887,0.6512760519981384
801,-241.72673579,107,86016,42,485.55,0.075439453125,1640,-0.0021503289310203398,0.0003,-0.6483587883412838,0.007011089,0.2,98.30235326886176,28.78385353088379,0.847766563296318
805,-237.22206131000002,109,88064,43,492.63,0.1208984375,1650,-0.003356085396808339,0.0003,-0.5974865484982729,0.008994281,0.2,79.44872283563018,171.8165740966797,0.844326376914978
810,-233.42175554000002,111,90112,44,446.04,0.06328125,1660,-0.0011210093813133425,0.0003,-0.5970823858864606,0.0051791174,0.2,100.51353223994374,14.677131652832031,0.8690358102321625
815,-226.028081,113,92160,45,444.22,0.0337890625,1670,-0.0017743414697179104,0.0003,-0.6861960543319583,0.0047268434,0.2,312.632152736187,178.50498962402344,0.5466431081295013
819,-225.0145759,114,94208,46,427.82,0.04501953125,1680,-0.001034128944593249,0.0003,-0.681031452678144,0.005432605,0.2,239.86516387462615,132.81382751464844,0.7443148493766785
823,-222.60495634999998,116,96256,47,426.43,0.07900390625,1690,-0.003220003120804904,0.0003,-0.6207461580634117,0.007797858,0.2,233.7402775108814,79.94097137451172,0.7741683125495911
825,-220.37887218,119,98304,48,416.31,0.102880859375,1700,-0.005324572067183908,0.0003,-0.6047489906661212,0.026106212,0.2,112.31018846407532,172.71961975097656,0.8871458470821381
829,-218.02413342,121,100352,49,388.73,0.029736328125,1710,-0.0014070908422581852,0.0003,-0.6043288065120578,0.0041130036,0.2,241.02415779531003,69.46853637695312,0.810969352722168
881,-65.85683300000001,2,2048,1,657.6666666666666,0.046337890625,1720,-0.0014630080950155389,0.0003,-0.6968586277216673,0.0031592236,0.2,241.18319661319256,46.030242919921875,0.7603273391723633
666,-45.5166858,6,4096,2,794.6,0.14072265625,1730,-0.001533260353608057,0.0003,-0.826718695834279,0.010128139,0.2,149.46561357527972,12.925363540649414,0.5241011083126068
613,-28.481927428571428,10,6144,3,853.2857142857143,0.10029296875,1740,0.0005773259905254236,0.0003,-0.7945505447685719,0.0064063026,0.2,23.6559120580554,6.116645336151123,0.8553256988525391
587,-23.531895777777777,13,8192,4,885.8888888888889,0.09208984375,1750,-0.002047849110385869,0.0003,-0.8463511928915978,0.0084391665,0.2,30.807565212994813,2.5739693641662598,0.7952192425727844
583,-17.114552909090907,17,10240,5,906.6363636363636,0.097607421875,1760,-0.0032728592967032457,0.0003,-0.8426891580224037,0.008334969,0.2,25.40035581216216,2.4671027660369873,0.8569282740354538
565,-17.981809384615385,21,12288,6,921.0,0.107666015625,1770,-0.007838905056996737,0.0003,-0.836174295656383,0.010891361,0.2,28.725505197793247,3.457796812057495,0.8625756204128265
595,-18.573179764705884,24,14336,7,842.9411764705883,0.043798828125,1780,-0.0016746323002735154,0.0003,-0.795949399471283,0.004306272,0.2,21.939495940506458,2.5012295246124268,0.900635614991188
615,-16.535151473684213,26,16384,8,859.4736842105264,0.045263671875,1790,-0.0018669564626179636,0.0003,-0.7452963000163436,0.0035914127,0.2,187.79199862480164,72.07612609863281,0.6008325517177582
624,-19.916631190476195,29,18432,9,841.2857142857143,0.054931640625,1800,-0.003467862737306859,0.0003,-0.8359066620469093,0.006301682,0.2,29.37709932103753,3.208980083465576,0.8932728096842766
602,-23.05902954166667,34,20480,10,849.6666666666666,0.053076171875,1810,-0.003005947329074843,0.0003,-0.7921524479985237,0.005326311,0.2,79.11920766085386,34.4814453125,0.7486992180347443
603,-20.079316153846154,37,22528,11,861.2307692307693,0.05419921875,1820,-0.0046657979124574925,0.0003,-0.8267322229221463,0.005957111,0.2,74.05649592131377,5.30643892288208,0.8307499289512634
604,-23.89113817857143,40,24576,12,861.5,0.0740234375,1830,-0.0027819875977002084,0.0003,-0.8131579715758562,0.0072939442,0.2,24.854401636123658,2.7790725231170654,0.8869274705648422
600,-20.643075200000002,44,26624,13,870.7333333333333,0.081396484375,1840,-0.006585459165216889,0.0003,-0.7922810439020396,0.00973217,0.2,54.47255869507789,40.71392059326172,0.8451017290353775
595,-20.419861656250003,48,28672,14,878.8125,0.055224609375,1850,-0.0025169294262013865,0.0003,-0.8253435377031565,0.0054537402,0.2,25.39523080289364,2.0165133476257324,0.8955400660634041
589,-20.12486352941177,52,30720,15,885.9411764705883,0.056201171875,1860,-0.0014292962587205693,0.0003,-0.7833351397886872,0.0044864714,0.2,26.256097845733166,2.2916414737701416,0.8850728198885918
581,-17.314828472222224,56,32768,16,892.2777777777778,0.055712890625,1870,-0.0012779645199771038,0.0003,-0.7734546260908246,0.003295483,0.2,17.378707767277955,2.237124443054199,0.9347921460866928
574,-14.769098230769233,60,34816,17,892.1538461538462,0.05693359375,1880,-0.0019513469007506501,0.0003,-0.7855518247932196,0.006363217,0.2,24.85762983188033,2.1089258193969727,0.8836760818958282
577,-10.215619073170732,63,36864,18,887.5853658536586,0.074609375,1890,-0.0024258988138171843,0.0003,-0.765649171359837,0.008566107,0.2,97.59918515384197,51.939334869384766,0.5645985007286072
578,-17.287076659090914,67,38912,19,881.5,0.028466796875,1900,-0.0007434618066326948,0.0003,-0.7276068862527609,0.0029832325,0.2,83.97855826616288,22.86526870727539,0.6516975164413452
581,-16.613588913043483,70,40960,20,876.1521739130435,0.03310546875,1910,-3.543086859281175e-05,0.0003,-0.8155392825603485,0.0034788875,0.2,89.51828342676163,24.84427261352539,0.8167615234851837
576,-15.202460270833335,74,43008,21,881.3125,0.0505859375,1920,-0.0025515311397612097,0.0003,-0.8310755774378776,0.0063938857,0.2,38.36200467348099,17.830020904541016,0.8585937172174454
575,-16.390553019230772,78,45056,22,865.0576923076923,0.08935546875,1930,-0.003045291431772057,0.0003,-0.760130763053894,0.008583259,0.2,21.5280236877501,3.8540477752685547,0.9064268171787262
578,-18.052355203703705,81,47104,23,859.7962962962963,0.0376953125,1940,-0.0004882885645201895,0.0003,-0.760486781783402,0.0031797283,0.2,163.6678830265999,235.8408203125,0.6202172040939331
584,-25.597473661016952,84,49152,24,826.0338983050848,0.0904296875,1950,-0.004935904509329703,0.0003,-0.7919294945895672,0.007378507,0.2,38.55078728720546,3.9478249549865723,0.8989414051175117
581,-22.0980562295082,88,51200,25,831.7377049180328,0.06025390625,1960,-0.002995678273146041,0.0003,-0.7733488360419869,0.0046498524,0.2,108.62858202159404,21.452409744262695,0.8088565468788147
575,-21.819187015873016,92,53248,26,837.0793650793651,0.057080078125,1970,-0.0009010175461298786,0.0003,-0.7577405054122209,0.004393547,0.2,27.225338647514583,1.4514620304107666,0.9150363951921463
581,-27.695528926470587,95,55296,27,811.6470588235294,0.099365234375,1980,-0.004430002632943797,0.0003,-0.7593561621382833,0.008433415,0.2,19.171372829377653,2.1724913120269775,0.9067847579717636
584,-31.43419056164383,98,57344,28,782.0,0.031591796875,1990,0.0005794619260996115,0.0003,-0.7668843418359756,0.0035525293,0.2,91.91544530689717,16.809904098510742,0.8844453245401382
577,-31.185737826666664,102,59392,29,780.0266666666666,0.0341796875,2000,-0.0009756900479260366,0.0003,-0.7669417703524232,0.0051066196,0.2,125.7682003825903,49.55549240112305,0.7871493101119995
576,-29.28370862337662,106,61440,30,785.7402597402597,0.049072265625,2010,-0.0033011878505931234,0.0003,-0.7325641365721822,0.004684554,0.2,68.93843561559916,14.621703147888184,0.7588884979486465
577,-29.650425312499998,109,63488,31,784.8625,0.071826171875,2020,-0.0016594189961324445,0.0003,-0.7758278219029308,0.005013529,0.2,32.57479584813118,2.982130527496338,0.869214802980423
579,-31.601647722891567,113,65536,32,782.855421686747,0.05390625,2030,-0.0013339438126422464,0.0003,-0.8035554401576519,0.0054762512,0.2,27.325138157606126,2.4289188385009766,0.9011661857366562
583,-32.50859622093023,115,67584,33,781.0348837209302,0.024609375,2040,-0.0010427931978483685,0.0003,-0.7501215228810907,0.0037986662,0.2,66.36981489807367,5.31667947769165,0.820326030254364
577,-33.111181438202244,120,69632,34,781.8089887640449,0.067431640625,2050,-0.003114199874107726,0.0003,-0.8154782043769956,0.0068750354,0.2,40.634189358353616,10.587690353393555,0.8676653355360031
582,-36.56569266666667,123,71680,35,768.010752688172,0.06708984375,2060,-0.00454861235775752,0.0003,-0.7735172545537352,0.007182244,0.2,45.63185252547264,18.394548416137695,0.9352686628699303
585,-35.25850944210527,125,73728,36,772.8947368421053,0.03876953125,2070,-0.001923146667832043,0.0003,-0.7762548370286823,0.0069365497,0.2,111.97968017160892,50.93982696533203,0.8775917366147041
587,-36.78239101020408,128,75776,37,767.265306122449,0.07958984375,2080,-0.0024197800594265573,0.0003,-0.7387514743953943,0.01014687,0.2,29.850204945355653,2.5045363903045654,0.8940127789974213
588,-34.816892159999995,132,77824,38,771.92,0.066357421875,2090,-8.92425792699214e-05,0.0003,-0.7449375486001373,0.0052275946,0.2,58.05961611196399,93.18226623535156,0.8782358393073082
586,-32.91932087,136,79872,39,779.7,0.08505859375,2100,-0.004643298964947462,0.0003,-0.761377809010446,0.0069398647,0.2,26.966844357550144,2.8240692615509033,0.9067388698458672
589,-35.07751413,139,81920,40,779.07,0.041943359375,2110,-0.0011230217649426776,0.0003,-0.798531218804419,0.0052590063,0.2,31.424131762981414,2.9777302742004395,0.9347169771790504
591,-35.26761896,141,83968,41,779.07,0.082275390625,2120,-0.0037788512061524672,0.0003,-0.77898009698838,0.0063298754,0.2,32.159620478749275,3.903594493865967,0.9262949526309967
593,-35.10591203,145,86016,42,779.07,0.051123046875,2130,-0.000663584862195421,0.0003,-0.7403110343962908,0.004756527,0.2,21.53361382931471,2.153681516647339,0.9413416497409344
597,-37.54183272,147,88064,43,754.45,0.064111328125,2140,-0.00142885990353534,0.0003,-0.7109649382531643,0.006619989,0.2,23.637598419934513,3.228665351867676,0.915645606815815
595,-39.92891918,151,90112,44,751.18,0.05673828125,2150,-0.0025900496424583253,0.0003,-0.7645978515967726,0.0061108884,0.2,75.35553299784661,59.463783264160156,0.8370932936668396
596,-43.09407846,154,92160,45,738.4,0.0478515625,2160,-0.0008262891496997327,0.0003,-0.7115507988259197,0.005386265,0.2,61.333166134357455,4.619722366333008,0.8290444165468216
596,-42.042533299999995,157,94208,46,738.13,0.04736328125,2170,-0.0010370472380600404,0.0003,-0.6899201711639762,0.0067167105,0.2,75.28820051252842,5.791401386260986,0.8598592281341553
598,-43.60097661,160,96256,47,727.84,0.051416015625,2180,-0.0005887404924578732,0.0003,-0.7074139792472124,0.0035633577,0.2,68.94474082216621,13.985363006591797,0.8380615562200546
599,-46.68860025,164,98304,48,709.71,0.0505859375,2190,0.0004356610523245763,0.0003,-0.7441416209563613,0.0043868427,0.2,36.405341973900796,14.591299057006836,0.9459268599748611
602,-47.16750891000001,166,100352,49,700.39,0.077294921875,2200,-0.002441708763217321,0.0003,-0.7061307279393076,0.007433705,0.2,80.72348419576883,6.844883918762207,0.8714376240968704
604,-48.46800878999999,169,102400,50,692.51,0.067138671875,2210,-0.0016961601926595905,0.0003,-0.7243628164753317,0.007299591,0.2,47.897598936408755,6.814525604248047,0.897820457816124
607,-54.01246922,171,104448,51,678.89,0.049755859375,2220,-0.007846253736352083,0.0003,-0.7396103199571371,0.0082366485,0.2,159.86456097215415,5.723503589630127,0.6989955604076385
609,-54.42257751,174,106496,52,663.4,0.093115234375,2230,-0.0005535011223400943,0.0003,-0.7133302122354508,0.005611159,0.2,41.54677305296063,4.186519622802734,0.9379493296146393
608,-55.977388649999995,178,108544,53,656.09,0.078173828125,2240,-0.004216871978132986,0.0003,-0.7185304874554277,0.0047332235,0.2,59.67874933630228,15.484712600708008,0.8899312689900398
609,-54.37375107999999,181,110592,54,660.49,0.0873046875,2250,-0.0004823700430279132,0.0003,-0.7677274750545621,0.010446949,0.2,38.11244787499309,7.661680698394775,0.8923274204134941
610,-54.06045493,184,112640,55,660.79,0.069091796875,2260,0.0012487492167565506,0.0003,-0.7371255286037922,0.003808032,0.2,31.352190043777227,6.5456109046936035,0.8970255628228188
614,-53.54390637,186,114688,56,659.4,0.05771484375,2270,-0.0013410258179646917,0.0003,-0.6687247056514025,0.00611741,0.2,158.67874210476876,44.273990631103516,0.5976105034351349
615,-53.92630172,189,116736,57,661.68,0.06171875,2280,-0.0025816288725764025,0.0003,-0.7242801627144217,0.007198884,0.2,55.63545809388161,10.887787818908691,0.9067807793617249
612,-55.772595259999996,194,118784,58,653.54,0.064453125,2290,0.0016346168864401988,0.0003,-0.7539861798286438,0.004697447,0.2,18.77305213958025,2.3192007541656494,0.9570171423256397
615,-54.00747665000001,196,120832,59,654.23,0.055908203125,2300,-0.001532240414962871,0.0003,-0.725847440212965,0.006838016,0.2,61.4204870685935,29.006492614746094,0.8121001273393631
616,-54.7222229,199,122880,60,658.2,0.053564453125,2310,0.0005335998466762248,0.0003,-0.7686730099841952,0.0054114168,0.2,50.9116983756423,3.9922406673431396,0.8587476760149002
615,-49.43260715,202,124928,61,670.23,0.061865234375,2320,0.0005615332447632682,0.0003,-0.6781397113576532,0.0056731906,0.2,53.36401870697737,5.712657928466797,0.8566145449876785
615,-48.43668609,206,126976,62,684.39,0.0564453125,2330,-0.0010921846922428812,0.0003,-0.7002492193132639,0.004783525,0.2,100.97381052449346,28.692548751831055,0.362116277217865
616,-51.187895239999996,209,129024,63,681.48,0.0708984375,2340,0.00033753345342120157,0.0003,-0.7313227279111743,0.0067113754,0.2,38.60712852552533,2.8594419956207275,0.8498108685016632
615,-51.69145032,212,131072,64,682.0,0.05595703125,2350,-0.0021999629250785803,0.0003,-0.6694252908229827,0.006315829,0.2,58.90192093849182,7.374562740325928,0.8087140321731567
618,-51.625578059999995,215,133120,65,673.98,0.051953125,2360,-0.0007716207845078315,0.0003,-0.7321618389338255,0.0042908983,0.2,38.87620121911168,4.405099868774414,0.8707718551158905
619,-50.88941471000001,218,135168,66,673.98,0.03046875,2370,0.0016083569324109703,0.0003,-0.6890645556151866,0.0041714553,0.2,32.05035590007901,11.771797180175781,0.8560937643051147
621,-49.15581061999999,220,137216,67,672.22,0.073974609375,2380,-0.000925752646435285,0.0003,-0.7488279046490789,0.005741744,0.2,26.894165910035372,3.2060611248016357,0.8734988272190094
620,-46.56604741999999,224,139264,68,678.14,0.06455078125,2390,-0.0016666856048686896,0.0003,-0.7378712069243193,0.010754043,0.2,30.3655048802495,41.295658111572266,0.9210008755326271
617,-44.42327252,228,141312,69,693.78,0.071533203125,2400,-0.0028286807573749684,0.0003,-0.7177361648529768,0.008213781,0.2,27.815584243834017,1.879493236541748,0.8672512918710709
614,-42.71455175999999,233,143360,70,693.79,0.074267578125,2410,-0.0017278821171203163,0.0003,-0.7345141563564539,0.005752923,0.2,23.400088280439377,2.0799601078033447,0.8614647686481476
615,-46.00651365999999,236,145408,71,689.85,0.034765625,2420,-0.0010797213559271767,0.0003,-0.7092533588409424,0.0045757457,0.2,106.34837583750486,157.25753784179688,0.48397916555404663
613,-44.75334207,240,147456,72,683.96,0.03310546875,2430,-0.0015699157716881017,0.0003,-0.7104344328865408,0.0028787353,0.2,90.3900786474347,27.80512046813965,0.7840727865695953
613,-44.45919721999999,243,149504,73,682.02,0.087548828125,2440,-0.004806152092351112,0.0003,-0.7094773476943373,0.013714279,0.2,49.253096853196624,10.097358703613281,0.8580210357904434
612,-44.96406494,247,151552,74,682.02,0.050927734375,2450,-0.0009416547756700311,0.0003,-0.6911671036854387,0.004493827,0.2,61.69355007782578,28.45050621032715,0.7137613892555237
610,-45.32450041999999,251,153600,75,673.56,0.056103515625,2460,-0.0016821162527776324,0.0003,-0.7485403599217534,0.0053726514,0.2,22.686010299623014,3.240894317626953,0.9071709141135216
611,-43.774170569999995,254,155648,76,681.81,0.055224609375,2470,-0.0008604190225014463,0.0003,-0.7084559200331568,0.006267622,0.2,37.34692984968424,4.47533655166626,0.8849074691534042
610,-41.94102397,258,157696,77,696.02,0.08115234375,2480,-0.0026566443790216,0.0003,-0.6993787746876479,0.008619188,0.2,29.269485381245612,3.7066569328308105,0.8362079113721848
612,-42.60580752,261,159744,78,697.61,0.054052734375,2490,-0.0011208597410586663,0.0003,-0.7025714162737131,0.0037222384,0.2,33.516401912271974,169.1401824951172,0.8856681287288666
608,-39.71096598,265,161792,79,705.74,0.01259765625,2500,-0.0018421784370730165,0.0003,-0.6748458664864302,0.0018490227,0.2,209.4538372695446,80.5937271118164,0.6960907578468323
608,-39.06793373000001,269,163840,80,715.22,0.073828125,2510,-0.0038960994308581574,0.0003,-0.7310164911672473,0.0043742014,0.2,32.06013888120651,2.9193499088287354,0.883335717022419
608,-39.97802982000001,272,165888,81,706.43,0.073291015625,2520,-0.002470308199553983,0.0003,-0.70046950802207,0.00528524,0.2,62.58891877532005,29.427932739257812,0.7587260603904724
609,-39.03458862,275,167936,82,703.26,0.061279296875,2530,-0.001998435639143281,0.0003,-0.7260019950568676,0.006556712,0.2,125.27290047258138,29.327512741088867,0.6161327958106995
606,-36.43201065000001,280,169984,83,712.13,0.0943359375,2540,-0.003049378836294636,0.0003,-0.7364041063934564,0.0052835285,0.2,95.64865325987338,8.15127182006836,0.8278524279594421
607,-37.59406611,283,172032,84,711.86,0.094677734375,2550,-0.0020678212116763462,0.0003,-0.7188952539116145,0.010493416,0.2,21.86420833170414,2.6640419960021973,0.9130001291632652
608,-38.238783170000005,285,174080,85,713.47,0.049169921875,2560,-0.0005699218178051524,0.0003,-0.7213702658191323,0.0042836023,0.2,38.06177932843566,3.358844757080078,0.8649477511644363
610,-38.20393467,288,176128,86,718.48,0.056591796875,2570,-0.002847662504063919,0.0003,-0.7387414287775755,0.006843805,0.2,58.97901502996683,21.30730628967285,0.8775027766823769
611,-34.40353978,291,178176,87,733.66,0.056689453125,2580,-0.0014665537899418268,0.0003,-0.7208517447113991,0.004204748,0.2,60.11422578543424,13.721993446350098,0.8388186246156693
609,-32.28308904,295,180224,88,748.57,0.03974609375,2590,-0.0021544390103372278,0.0003,-0.7065489238128067,0.003384247,0.2,127.06699685454369,48.061439514160156,0.6376693248748779
608,-32.13508331999999,299,182272,89,754.53,0.061474609375,2600,-0.002841498279303778,0.0003,-0.7224744448438287,0.0057499674,0.2,20.77446207329631,1.9602487087249756,0.9310692474246025
606,-30.51091756,303,184320,90,761.84,0.0791015625,2610,-0.0037287990780896507,0.0003,-0.7201379612088203,0.005052806,0.2,27.56884708106518,1.9479657411575317,0.896014004945755
607,-31.779522079999996,306,186368,91,761.84,0.09794921875,2620,-0.0033755551899957935,0.0003,-0.6681491605937481,0.006752498,0.2,25.643117827177047,5.491145610809326,0.9005565717816353
607,-28.04209791,310,188416,92,763.93,0.09609375,2630,-0.001471392819075845,0.0003,-0.7201441837474704,0.009469485,0.2,28.196510511636735,2.2464864253997803,0.9247007444500923
605,-27.13119189,314,190464,93,771.94,0.035498046875,2640,-0.001191761290829163,0.0003,-0.630281469412148,0.004393886,0.2,122.32232913374901,23.157207489013672,0.5857863426208496
606,-26.17249345,317,192512,94,777.96,0.043115234375,2650,-0.0017448424943722785,0.0003,-0.6882705267518758,0.004120007,0.2,33.45388169363141,3.1911914348602295,0.9173496142029762
607,-25.860771150000005,320,194560,95,787.97,0.0576171875,2660,-0.0007592339548864402,0.0003,-0.6993491791188717,0.0055967253,0.2,28.9764975130558,1.461658239364624,0.863979235291481
608,-26.414811350000004,323,196608,96,779.4,0.037744140625,2670,-0.0018292901491804513,0.0003,-0.7050636017695069,0.0039438037,0.2,60.38188475295901,5.437078952789307,0.8206005841493607
609,-24.437406099999997,325,198656,97,793.72,0.060400390625,2680,-0.000857643227209337,0.0003,-0.6759976057335735,0.0050665215,0.2,110.27238363102079,30.20301055908203,0.7198502123355865
611,-23.66073329,328,200704,98,801.73,0.069140625,2690,-0.0007098349691659678,0.0003,-0.6751178793609143,0.00993971,0.2,88.94331547096371,47.8286247253418,0.8091510385274887
