time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_range,train/policy_gradient_loss
1108,28,51,290.37,-140.77047513999997,57344,1500,0.7493906319141388,138.69879150390625,0.037841796875,-0.6650813248008489,235.38016709685326,0.00481417,0.0003,0.2,-0.002505538567493204
1100,29,53,296.08,-140.56989818,59392,1510,0.7042134404182434,54.177555084228516,0.031640625,-0.560536815226078,168.64286149442196,0.004051217,0.0003,0.2,-0.0008498480056005064
1101,30,55,300.64,-136.24650085999997,61440,1520,0.7590055912733078,45.22712326049805,0.026904296875,-0.5154720064252615,131.95798101425171,0.0033607935,0.0003,0.2,-0.0005653013962728437
1102,31,57,302.26,-132.86583453,63488,1530,0.6915130019187927,53.92950439453125,0.06298828125,-0.6936327915638685,218.39674988389015,0.0059153754,0.0003,0.2,-0.004457705011009239
1101,32,59,304.2,-130.96701120999998,65536,1540,0.5947541296482086,97.79544067382812,0.019189453125,-0.6634650582447648,337.7826207637787,0.0033311164,0.0003,0.2,-0.002419299742905423
1103,33,61,302.17,-132.89423588999998,67584,1550,0.7114149332046509,32.887451171875,0.0306640625,-0.6453224305994809,230.6588753581047,0.003165136,0.0003,0.2,-0.003161822774927714
1103,34,63,303.0,-130.74553053,69632,1560,0.673028439283371,75.83316802978516,0.034912109375,-0.7604772545397281,307.95094031095505,0.0044034724,0.0003,0.2,-0.0019256531577411806
1103,35,64,304.97,-128.76109589,71680,1570,0.66483274102211,38.88764953613281,0.0123046875,-0.6154424535110593,306.90021147727964,0.0021896795,0.0003,0.2,-0.0009747967858857009
1104,36,66,304.37,-127.99742739999998,73728,1580,0.7002833783626556,63.298282623291016,0.034619140625,-0.5840012069791556,218.2568155646324,0.005370619,0.0003,0.2,-0.0027957120903010944
1104,37,68,298.08,-130.30757407000002,75776,1590,0.7761421352624893,504.2131042480469,0.088037109375,-0.7104378581047058,219.17366645932196,0.0048939036,0.0003,0.2,-0.003211003093747422
1105,38,70,293.55,-132.72666468,77824,1600,0.6385392248630524,294.35797119140625,0.0259765625,-0.7179376220330596,343.63285462856294,0.0039005452,0.0003,0.2,-0.00354820044231019
1104,39,72,294.7,-137.80144055,79872,1610,0.7324548363685608,261.88568115234375,0.04794921875,-0.6949966065585613,301.282314991951,0.0045395913,0.0003,0.2,-0.0014007636284077308
1104,40,74,294.46,-139.68499361,81920,1620,0.6665840744972229,123.84691619873047,0.025927734375,-0.63754548933357,277.80627074241636,0.0052111903,0.0003,0.2,-0.005178198142675683
1102,41,76,301.23,-136.38870731999998,83968,1630,0.6805773377418518,73.45445251464844,0.08017578125,-0.6625940956175327,295.97224766016006,0.006756692,0.0003,0.2,-0.005595509520207998
1102,42,77,300.85,-140.11534997999996,86016,1640,0.7521305829286575,43.84935760498047,0.05712890625,-0.6352055227383971,194.45634375214576,0.0070516374,0.0003,0.2,-0.0027272827152046374
1103,43,79,295.7,-142.12378736,88064,1650,0.717421293258667,125.5194320678711,0.025732421875,-0.6360610869713128,327.0595924139023,0.006070014,0.0003,0.2,-0.002016157627440407
1105,44,81,290.31,-140.90908745000002,90112,1660,0.7773904651403427,80.05738067626953,0.05712890625,-0.6901104193180799,200.24804982542992,0.006233612,0.0003,0.2,-0.0049403421748138495
1107,45,83,285.7,-143.7357928,92160,1670,0.7857530862092972,64.83294677734375,0.080126953125,-0.6937267126515507,214.8931598931551,0.011055395,0.0003,0.2,-0.002858058274432551
1107,46,85,282.72,-145.19531650000002,94208,1680,0.6966865956783295,272.247802734375,0.03857421875,-0.6745003527030349,368.453098654747,0.005119673,0.0003,0.2,-0.003029298267210834
1109,47,86,283.82,-140.96797732000002,96256,1690,0.706895262002945,48.06626892089844,0.051904296875,-0.6168212692253292,345.31077686548235,0.004966283,0.0003,0.2,-0.0027908089658012615
1110,48,88,281.75,-140.92862639,98304,1700,0.8203494846820831,80.00149536132812,0.0625,-0.596112394426018,220.54150655269623,0.005732999,0.0003,0.2,-0.003893616121786181
1110,49,90,283.19,-139.34114893,100352,1710,0.7635949999094009,219.62796020507812,0.04814453125,-0.6035808580927551,277.9857155919075,0.0049695917,0.0003,0.2,-0.002695431791653391
