time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_range,train/policy_gradient_loss
1218,25,42,286.87,-114.69023021999999,51200,240,0.5519735515117645,210.5606231689453,0.007861328125,-0.9245733879506588,362.7949928045273,0.0026943376,0.0003,0.2,-0.0036381056324898964
1206,26,44,301.62,-113.88419738999997,53248,250,0.63653165102005,59.03896713256836,0.04658203125,-0.9645852642133832,222.08794577121733,0.008467054,0.0003,0.2,-0.0057381416983844245
1174,27,47,313.88,-111.48565406,55296,260,0.8005131334066391,45.65803909301758,0.057763671875,-0.8893819060176611,134.40401122570037,0.008977864,0.0003,0.2,-0.0073448021415970285
1138,28,50,325.98,-110.36411020000001,57344,270,0.7184108793735504,32.5719108581543,0.06904296875,-0.9307880744338035,135.08934812545778,0.009318579,0.0003,0.2,-0.007481225079391152
1103,29,53,342.31,-107.63050344999999,59392,280,0.7410951256752014,34.22653579711914,0.03505859375,-0.8944801654666662,123.08907986879349,0.008047178,0.0003,0.2,-0.005047579304664396
1084,30,56,348.96,-107.31298581000001,61440,290,0.8221139907836914,13.087389945983887,0.05087890625,-0.844256280362606,62.49882045388222,0.0027323002,0.0003,0.2,-0.004383532801875844
1069,31,59,356.92,-105.37639922000002,63488,300,0.6528075039386749,145.6090087890625,0.070849609375,-0.8871295277029276,184.8866670846939,0.008268729,0.0003,0.2,-0.008617481859982946
1056,32,62,368.46,-102.1767915,65536,310,0.6579562425613403,28.8787784576416,0.040234375,-0.9143611470237374,166.97843925952913,0.008277478,0.0003,0.2,-0.00890350571498857
1042,33,64,377.48,-98.44776989999998,67584,320,0.5376668572425842,95.24137878417969,0.0728515625,-0.8989101035520435,218.1907031059265,0.0059919804,0.0003,0.2,-0.007614357734564692
1035,34,67,382.81,-98.87946181000001,69632,330,0.7301858365535736,15.170589447021484,0.069677734375,-0.8147146750241518,107.59438802599907,0.0063997824,0.0003,0.2,-0.005540800944436342
1026,35,69,399.54,-96.80570362,71680,340,0.7189736664295197,24.731184005737305,0.022900390625,-0.7309962552040815,113.9015067756176,0.0057070446,0.0003,0.2,-0.0038225841235544067
1020,36,72,407.63,-91.15422007000001,73728,350,0.6484866738319397,117.72652435302734,0.044580078125,-0.8875088255852461,155.9746101975441,0.0059758774,0.0003,0.2,-0.004251875965564977
1020,37,74,409.31,-89.95609686,75776,360,0.45341968536376953,42.06056213378906,0.023095703125,-0.8884720975533128,316.9025408744812,0.00410901,0.0003,0.2,-0.0031774064718774753
999,38,77,423.59,-86.37708014,77824,370,0.5250178277492523,124.78131103515625,0.04560546875,-0.880371917784214,297.44019465446473,0.008871188,0.0003,0.2,-0.007078946493129479
989,39,80,434.06,-85.04736532000001,79872,380,0.7678654938936234,250.15365600585938,0.096826171875,-0.7946644866839051,82.23495464920998,0.011226172,0.0003,0.2,-0.005648608376213815
981,40,83,441.24,-85.55440053999999,81920,390,0.6774912476539612,27.590852737426758,0.092724609375,-0.8453842794522644,126.14470876455307,0.011395125,0.0003,0.2,-0.007882044317375403
975,41,86,450.2,-81.0770306,83968,400,0.6068575382232666,103.00216674804688,0.04091796875,-0.8982166845351458,184.53009694814682,0.0098462105,0.0003,0.2,-0.005825555367118795
973,42,88,460.71,-80.74777466,86016,410,0.6556712985038757,105.15382385253906,0.044482421875,-0.9041257223114372,256.38845601081846,0.0045499615,0.0003,0.2,-0.003688750588480616
967,43,91,467.69,-78.34184624,88064,420,0.7408322989940643,23.32737159729004,0.122705078125,-0.8428440334275364,137.29612280130385,0.01611036,0.0003,0.2,-0.009954438289423707
961,44,93,480.87,-74.66816705000001,90112,430,0.7570100873708725,13.742966651916504,0.03642578125,-0.8400821072980762,124.13269010186195,0.006776578,0.0003,0.2,-0.0037753777927719057
959,45,96,487.43,-72.90145768000001,92160,440,0.6837556064128876,29.35209846496582,0.089013671875,-0.8029620474204421,112.18284340500831,0.011913627,0.0003,0.2,-0.003676598676975118
954,46,98,492.58,-71.78133946,94208,450,0.6515124142169952,36.306488037109375,0.033642578125,-0.8394600031897426,151.06775844693183,0.005650447,0.0003,0.2,-0.003295862146478612
947,47,101,509.02,-67.33735813999999,96256,460,0.5145527124404907,197.1420135498047,0.07646484375,-0.8617817593738437,225.81327964067458,0.00817713,0.0003,0.2,-0.005868022022332298
943,48,104,525.58,-66.66373511,98304,470,0.7564469128847122,22.126745223999023,0.028564453125,-0.7098835298791528,48.015656074881555,0.0045046136,0.0003,0.2,-0.00535328400801518
941,49,106,536.82,-62.18327813,100352,480,0.6557366251945496,15.911128997802734,0.050048828125,-0.7635252987965941,111.77589054107666,0.0069802655,0.0003,0.2,-0.005157422115735244
937,50,109,549.11,-58.08547934999999,102400,490,0.6661005020141602,79.42671203613281,0.045068359375,-0.7889951184391976,141.77047002613546,0.00917346,0.0003,0.2,-0.005127411786088487
933,51,111,556.19,-52.99179582000001,104448,500,0.5336408913135529,44.59238815307617,0.116748046875,-0.7716670947149395,156.59247243702413,0.012772201,0.0003,0.2,-0.007230189754045569
929,52,114,556.72,-49.58700132,106496,510,0.5282710492610931,112.13996124267578,0.105126953125,-0.7469342138618231,213.75641263723372,0.021701038,0.0003,0.2,-0.006491708839894273
929,53,116,553.0,-46.6412842,108544,520,0.4352768063545227,59.03517532348633,0.019970703125,-0.7736525785177946,311.38878140449526,0.004315987,0.0003,0.2,-0.00257319126103539
928,54,119,553.84,-39.44433741000001,110592,530,0.5162610113620758,183.5315704345703,0.03525390625,-0.8003179328516126,304.52236181497574,0.0049449387,0.0003,0.2,-0.003946431210351875
923,55,121,540.06,-33.874237390000005,112640,540,0.35389041900634766,13.821996688842773,0.024609375,-0.7890973897650838,220.26978688836098,0.0045410343,0.0003,0.2,-0.002730221054298454
920,56,124,542.93,-33.77960332000001,114688,550,0.4345846176147461,189.59019470214844,0.022900390625,-0.8704275261610747,215.95188325047494,0.0033864824,0.0003,0.2,-0.002495613051360124
917,57,127,537.86,-25.501621199999995,116736,560,0.5117411613464355,23.768051147460938,0.113330078125,-0.8813014367595315,219.2978519678116,0.008437478,0.0003,0.2,-0.003512122658503358
915,58,129,537.25,-23.64169896,118784,570,0.3930310606956482,282.1694030761719,0.012646484375,-0.8553142245858908,270.412724339962,0.0019787222,0.0003,0.2,-0.0020229194982675836
915,59,131,531.3,-21.127343839999995,120832,580,0.35790157318115234,96.83625030517578,0.02080078125,-0.8742146315053105,259.7386630237103,0.0034669873,0.0003,0.2,-0.0046121352032059805
914,60,134,527.46,-17.110572979999997,122880,590,0.564619392156601,23.171262741088867,0.035302734375,-0.8510665524750948,217.0870235979557,0.004436221,0.0003,0.2,-0.002796594452956924
914,61,136,523.64,-10.121423749999998,124928,600,0.5047333538532257,110.1500244140625,0.02900390625,-0.8163318967446684,306.22061014175415,0.0034431147,0.0003,0.2,-0.0039899870440422095
913,62,138,525.61,-5.034959879999995,126976,610,0.5497922003269196,29.923648834228516,0.0537109375,-0.8019505854696035,191.04046677947045,0.005512421,0.0003,0.2,-0.0030444914598774632
913,63,141,534.81,-1.4837549899999982,129024,620,0.4118362069129944,421.8264465332031,0.055029296875,-0.8435139736160636,290.9682882487774,0.007245128,0.0003,0.2,-0.00457599519395444
913,64,143,530.37,-0.7875941600000006,131072,630,0.29841703176498413,51.392974853515625,0.042138671875,-0.7962313629686832,216.7733404994011,0.004165319,0.0003,0.2,-0.003864869018434547
911,65,146,523.38,8.999383700000001,133120,640,0.25847387313842773,17.53644561767578,0.03125,-0.7829460283741355,164.099555850029,0.0046808077,0.0003,0.2,-0.003632374561857432
910,66,148,523.55,14.05759385,135168,650,0.27501076459884644,311.1965026855469,0.022216796875,-0.7735252123326063,196.8250756084919,0.0027480654,0.0003,0.2,-0.0019661715585243657
909,67,150,527.96,18.505756169999998,137216,660,0.43698322772979736,111.13680267333984,0.037158203125,-0.8005087958648801,202.48480258882046,0.005031996,0.0003,0.2,-0.004688699999678647
907,68,153,519.9,22.68805633,139264,670,0.2907412052154541,67.84529113769531,0.075146484375,-0.7876053113490343,292.9356604576111,0.0044380594,0.0003,0.2,-0.004660393685480812
906,69,155,508.18,25.879686999999993,141312,680,0.4952051043510437,131.17420959472656,0.056982421875,-0.9392192432656884,188.99799193739892,0.008509275,0.0003,0.2,-0.005187269214002299
905,70,158,505.23,32.14446679,143360,690,0.42960667610168457,306.5281066894531,0.0783203125,-0.9132885368540883,248.01755512356758,0.005585119,0.0003,0.2,-0.0033494571238406935
905,71,160,488.77,35.94922118,145408,700,0.46675509214401245,72.84904479980469,0.082373046875,-0.9168665716424584,202.87734752297402,0.008195554,0.0003,0.2,-0.0016033065985538997
905,72,162,488.87,41.69702864,147456,710,0.3466036915779114,28.01750946044922,0.062353515625,-0.6901040233671665,275.38169088363645,0.007904857,0.0003,0.2,-0.003939436341170222
905,73,165,483.29,41.44736871999999,149504,720,0.5117739737033844,52.5457649230957,0.07021484375,-0.7824672559276223,124.94213957190513,0.0055193817,0.0003,0.2,-0.004106222503469326
903,74,167,481.47,47.79999785,151552,730,0.4761364459991455,33.39142608642578,0.091552734375,-0.8016065614297986,152.20504583716394,0.0073181083,0.0003,0.2,-0.0037574068788671865
902,75,170,473.93,48.17319927999999,153600,740,0.19629597663879395,41.53013610839844,0.006689453125,-0.6882068254053593,149.347014772892,0.0013514528,0.0003,0.2,-0.0004288774733140599
902,76,172,475.55,52.01597014000001,155648,750,0.13935494422912598,365.1378173828125,0.053857421875,-0.7540134385228157,189.9396102786064,0.0046186303,0.0003,0.2,-0.004298512872264837
902,77,174,471.06,47.20934487999999,157696,760,0.35442978143692017,245.20208740234375,0.05380859375,-0.7715593168511987,215.81549075841903,0.0063320813,0.0003,0.2,-0.0052764546369871825
902,78,177,466.73,50.49622792,159744,770,0.3735320568084717,90.05714416503906,0.015576171875,-0.8423257291316986,365.1300340175629,0.003453343,0.0003,0.2,-0.0019196963898139075
902,79,179,462.91,53.86013165,161792,780,0.4931105375289917,47.23201370239258,0.073681640625,-0.7974083214998245,187.31347686052322,0.006929646,0.0003,0.2,-0.0030993330943601904
903,80,181,458.66,52.80838911000001,163840,790,0.46868711709976196,33.745399475097656,0.0921875,-0.7883183773607015,124.8535081744194,0.0069444766,0.0003,0.2,-0.0042681254693889056
904,81,183,455.2,53.41392821,165888,800,0.40319710969924927,669.8855590820312,0.039306640625,-0.7505726194009185,268.24431564211847,0.005595169,0.0003,0.2,-0.004719741680310108
904,82,185,451.51,58.818204670000014,167936,810,0.7910779118537903,40.53708267211914,0.011962890625,-0.8275327231734991,160.99976203739644,0.0030599167,0.0003,0.2,-0.0004659806429117452
905,83,187,449.91,61.26478622,169984,820,0.38630956411361694,319.7773132324219,0.028662109375,-0.7745894610881805,209.5927027642727,0.004781889,0.0003,0.2,-0.0020979353379516398
905,84,189,445.81,62.85551302999999,172032,830,0.4149577021598816,100.70451354980469,0.01240234375,-0.7223820192739367,270.7910829424858,0.0037940545,0.0003,0.2,-0.0011392886444809847
905,85,192,443.39,63.79773431,174080,840,0.390308678150177,26.65031623840332,0.09921875,-0.8710653342306613,146.23873987793922,0.010654746,0.0003,0.2,-0.004196928725650651
905,86,194,434.04,62.86153770999999,176128,850,0.1896761655807495,49.7487907409668,0.0537109375,-0.8352520482614636,258.7544381976128,0.0064169597,0.0003,0.2,-0.004825855163653614
906,87,196,430.6,64.70533422,178176,860,0.42080068588256836,106.52912902832031,0.051806640625,-0.77155517116189,217.710503667593,0.0058900667,0.0003,0.2,-0.0029616446961881595
907,88,198,425.63,64.20327706,180224,870,0.46710968017578125,267.1239318847656,0.05107421875,-0.6651541361585259,147.8900309741497,0.005915839,0.0003,0.2,-0.004476931639510439
906,89,201,424.86,67.13310774000001,182272,880,0.3316865563392639,42.934165954589844,0.02685546875,-0.761938407830894,297.27512084245683,0.0051099863,0.0003,0.2,-0.0034516480125603268
906,90,203,427.58,67.01704507000001,184320,890,0.2761930227279663,25.452625274658203,0.0369140625,-0.690011459775269,116.47440142631531,0.003908275,0.0003,0.2,-0.0032916528507485054
907,91,205,421.12,68.96330547000001,186368,900,0.3691807985305786,113.5716552734375,0.065673828125,-0.7678578203544021,226.65825113654137,0.0051094834,0.0003,0.2,-0.0031455006297619547
908,92,207,414.82,69.43955873,188416,910,0.4524209499359131,137.3707733154297,0.040087890625,-0.7465446380898356,215.13825766444205,0.004119053,0.0003,0.2,-0.0036638080797274596
910,93,209,415.82,62.56062301,190464,920,0.4286099672317505,29.451173782348633,0.050146484375,-0.6895456859841943,169.92690537571906,0.0042865644,0.0003,0.2,-0.0013541840351535938
910,94,211,408.6,62.101546879999994,192512,930,0.7142327129840851,85.95940399169922,0.0447265625,-0.5919365237466991,289.9077641189098,0.011052417,0.0003,0.2,-0.004883535514818504
912,95,213,404.11,63.970241290000004,194560,940,0.5987589061260223,87.11582946777344,0.03701171875,-0.8677243314683437,187.71496529877186,0.0049428875,0.0003,0.2,-0.0023871134737419196
913,96,215,396.82,63.35898138,196608,950,0.34214717149734497,97.14886474609375,0.048291015625,-0.7893061298877001,250.36870303452014,0.005395365,0.0003,0.2,-0.0020717997729661876
914,97,217,395.12,65.35858037,198656,960,0.60817551612854,32.4535026550293,0.014453125,-0.6840934609994292,311.4169151544571,0.0034677223,0.0003,0.2,-0.0017724819354043575
915,98,219,390.36,57.89715646999999,200704,970,0.4047468304634094,19.733091354370117,0.03720703125,-0.6243509490042924,217.6205325961113,0.010804119,0.0003,0.2,-0.002880387669574702
917,99,220,380.58,54.45288004000001,202752,980,0.3443900942802429,16.117332458496094,0.013623046875,-0.8364793613553048,355.0262162089348,0.0047332896,0.0003,0.2,-0.0015185308300715405
918,100,222,375.09,52.92642563999999,204800,990,0.7259619534015656,293.2444152832031,0.021875,-0.7916405618190765,316.572951734066,0.003555092,0.0003,0.2,-0.0025776679198315834
920,101,224,367.17,48.77482678000001,206848,1000,0.6655466258525848,40.33163070678711,0.067626953125,-0.7911553401499987,197.93901013731957,0.005790715,0.0003,0.2,-0.002233917444027611
921,102,226,359.26,42.18983666,208896,1010,0.5504817068576813,67.03545379638672,0.0279296875,-0.8287254782393575,357.2509632706642,0.0040870225,0.0003,0.2,-0.0025908880048518767
921,103,228,358.04,41.41247091,210944,1020,0.8159408867359161,30.42023277282715,0.041455078125,-0.8242423972114921,271.4276368021965,0.003430547,0.0003,0.2,-0.002591721082717413
922,104,230,356.18,45.01609861000001,212992,1030,0.6018852889537811,34.97447967529297,0.084814453125,-0.6470512550324201,218.20799868106843,0.007496676,0.0003,0.2,-0.002623143728123978
923,105,232,351.4,42.31158759,215040,1040,0.5439338386058807,20.668441772460938,0.061474609375,-0.6747770458459854,169.06882750988007,0.006666872,0.0003,0.2,-0.003220889270596672
925,106,234,341.62,40.21022439,217088,1050,0.5108008086681366,130.15371704101562,0.049853515625,-0.7629032503813505,247.2193784058094,0.005020325,0.0003,0.2,-0.00128489241033094
926,107,236,338.81,40.52453882,219136,1060,0.555497795343399,46.7094841003418,0.045947265625,-0.6974225156009197,295.7082508802414,0.0046912218,0.0003,0.2,-0.0028374228466418574
927,108,238,338.88,38.16460884,221184,1070,0.8996285870671272,54.237770080566406,0.0607421875,-0.6297625754028559,218.26098238229753,0.010207653,0.0003,0.2,-0.004206557202269323
928,109,240,328.89,42.26657934,223232,1080,0.5309484601020813,120.65606689453125,0.037890625,-0.6262804567813873,443.81853942871095,0.009491903,0.0003,0.2,-0.00461246980848955
930,110,242,323.3,38.670097580000004,225280,1090,0.754138857126236,112.08556365966797,0.077490234375,-0.6729656420648098,242.44929732084273,0.0050539966,0.0003,0.2,-0.0023203118369565347
931,111,244,321.02,41.37240281,227328,1100,0.6099694073200226,85.23442840576172,0.02890625,-0.722954361140728,260.03431592583655,0.0033698725,0.0003,0.2,-0.0009517956539639271
932,112,246,321.28,41.57403026,229376,1110,0.5036897957324982,247.1206512451172,0.016064453125,-0.637031511310488,198.504263484478,0.0016778187,0.0003,0.2,-0.001838596830930328
932,113,248,319.53,45.970038970000004,231424,1120,0.459220826625824,28.725032806396484,0.03095703125,-0.6765939122065902,190.07719168663024,0.0032524038,0.0003,0.2,-0.0014080209752137308
933,114,250,320.95,50.61527616999999,233472,1130,0.5987985730171204,40.55825424194336,0.05380859375,-0.6582000574097038,219.04888995587825,0.009145243,0.0003,0.2,-0.0019504939697071676
935,115,251,319.32,49.130364799999995,235520,1140,0.8110121637582779,25.480939865112305,0.07265625,-0.7068645859137177,194.8024644076824,0.005251553,0.0003,0.2,-0.003914937456647749
936,116,253,317.49,49.411736309999995,237568,1150,0.2784264087677002,72.91979217529297,0.019921875,-0.7214695546776057,419.95348905324937,0.003946581,0.0003,0.2,-0.0014273390512244077
937,117,255,320.7,58.17464287,239616,1160,0.5613396763801575,89.01323699951172,0.055712890625,-0.7709102004766464,275.88517554998396,0.0035668518,0.0003,0.2,-0.0032507724230526947
937,118,257,326.84,55.001867319999995,241664,1170,0.6459553837776184,52.50540542602539,0.047265625,-0.6134439735673368,202.566896545887,0.0034552533,0.0003,0.2,-0.002428993652574718
938,119,259,322.33,52.99682665,243712,1180,0.55524080991745,21.838926315307617,0.131640625,-0.7059877781197429,183.66123545467855,0.0049750656,0.0003,0.2,-0.0037085263305925765
939,120,261,319.69,53.80021858999999,245760,1190,0.6189424991607666,139.56141662597656,0.035107421875,-0.7401216499507427,238.06307031512262,0.0034063486,0.0003,0.2,-0.0020382044873258564
940,121,263,318.47,50.51516528,247808,1200,0.46198803186416626,134.5126190185547,0.070703125,-0.6759859660640359,267.3781722486019,0.0062639276,0.0003,0.2,-0.008329001754464115
940,122,265,318.84,53.22091519999999,249856,1210,0.7043099999427795,170.24546813964844,0.033740234375,-0.6841941887512804,294.0811981678009,0.0045368746,0.0003,0.2,-0.004277603957416431
942,123,267,311.63,49.07795098999999,251904,1220,0.5187655687332153,66.99491882324219,0.03095703125,-0.6466575248166919,226.76448793411254,0.0029053264,0.0003,0.2,-0.0032216227395110764
1510,1,1,369.4,-125.63977059999998,2048,1230,0.641046553850174,143.74266052246094,0.03046875,-0.717222292535007,323.3738919496536,0.0055999747,0.0003,0.2,-0.0032492486738192384
1248,2,3,349.0,-139.23471309090908,4096,1240,0.6117233633995056,23.27724838256836,0.133154296875,-0.7132854988798499,232.06495197415353,0.014626565,0.0003,0.2,-0.007200850940716918
1169,3,5,331.8888888888889,-131.92952805555558,6144,1250,0.6176479458808899,82.78997039794922,0.052685546875,-0.6948646841570735,249.13647963404657,0.0032028866,0.0003,0.2,-0.0037225380059680902
1105,4,7,332.5416666666667,-124.597888625,8192,1260,0.5726428329944611,32.029296875,0.03798828125,-0.6584674139507115,227.10834689736367,0.0057024155,0.0003,0.2,-0.002086258680355968
1107,5,9,321.35483870967744,-140.43311077419355,10240,1270,0.5996700525283813,144.55909729003906,0.028076171875,-0.5983027628622949,272.0960195660591,0.0036114147,0.0003,0.2,-0.0019613515287346672
1113,6,11,324.2432432432432,-139.1223847297297,12288,1280,0.5837776362895966,216.29527282714844,0.049462890625,-0.7322006583213806,332.61383827924726,0.0033414834,0.0003,0.2,-0.002320849672832992
1117,7,12,316.73333333333335,-146.31072,14336,1290,0.7543909102678299,33.45718765258789,0.029638671875,-0.6457097299396992,182.8402717113495,0.0037465906,0.0003,0.2,-0.0016709335548512172
1111,8,14,315.0769230769231,-154.75750713461537,16384,1300,0.7056417465209961,82.75192260742188,0.035888671875,-0.7670380115509033,271.89305968284606,0.0060445396,0.0003,0.2,-0.0005996788975608069
1107,9,16,316.36206896551727,-150.20817284482763,18432,1310,0.8117949962615967,82.60396575927734,0.0625,-0.6767131209373474,223.73305015563966,0.0050041014,0.0003,0.2,-0.004329899162257789
1102,10,18,315.859375,-147.100437921875,20480,1320,0.7527362704277039,111.37649536132812,0.079296875,-0.7075735485181213,299.5576896071434,0.0070463903,0.0003,0.2,-0.0035203238621761557
1105,11,20,310.77777777777777,-159.34367545833334,22528,1330,0.8508633673191071,31.95669937133789,0.064794921875,-0.6627418421208858,164.64081918597222,0.0053510657,0.0003,0.2,-0.001543223972475971
1100,12,22,320.63157894736844,-158.4873547631579,24576,1340,0.6030265092849731,14.52711296081543,0.041455078125,-0.7988170048221945,313.94999634623525,0.0036700782,0.0003,0.2,-0.004298334167106077
1099,13,24,318.51807228915663,-156.84134848192772,26624,1350,0.7589027136564255,59.61151123046875,0.0830078125,-0.6258497099392116,280.9509633898735,0.004173592,0.0003,0.2,-0.002278908203152241
1088,14,26,321.13483146067415,-154.68756028089888,28672,1360,0.7153054475784302,370.3070373535156,0.07783203125,-0.7438333880156278,256.91237502098085,0.007411979,0.0003,0.2,-0.0011695337430865037
1094,15,28,315.03092783505156,-156.63741479381443,30720,1370,0.7199496626853943,99.67002868652344,0.066162109375,-0.6330695208162069,277.1681381940842,0.008486932,0.0003,0.2,-0.002544217461399967
1098,16,29,308.31,-156.26866232999998,32768,1380,0.6998804807662964,440.2945861816406,0.037841796875,-0.6755853909999132,349.1957327604294,0.0064117475,0.0003,0.2,-0.0038760020295740107
1101,17,31,303.82,-160.80088972,34816,1390,0.7541617602109909,37.664764404296875,0.03427734375,-0.7075158437713981,260.93913805782796,0.0067639584,0.0003,0.2,-0.005499356918880949
1102,18,33,301.47,-163.81663991,36864,1400,0.7879577428102493,40.014705657958984,0.03798828125,-0.7018909439444542,246.5724546790123,0.005954542,0.0003,0.2,-0.004995019055786543
1104,19,35,299.61,-162.17169929999997,38912,1410,0.7122317552566528,30.290693283081055,0.0375,-0.6738821914419532,350.0882481575012,0.0030625577,0.0003,0.2,-0.002737966156564653
1108,20,36,298.05,-163.02297915,40960,1420,0.8082675933837891,48.17952346801758,0.060107421875,-0.692256635427475,275.1924191653728,0.0073481826,0.0003,0.2,-0.005090734407713171
1112,21,38,295.29,-157.23841846999997,43008,1430,0.7728357464075089,363.2946472167969,0.070654296875,-0.6668670115992427,345.87404549121857,0.010540778,0.0003,0.2,-0.006318839194136672
1113,22,40,295.07,-156.21029478999998,45056,1440,0.8601968139410019,15.81226634979248,0.085302734375,-0.7312644407153129,163.83263543844222,0.0053066853,0.0003,0.2,-0.002837388288207876
1112,23,42,298.37,-153.25274571000003,47104,1450,0.7988015413284302,46.849849700927734,0.046728515625,-0.6306659268215299,253.43769141435624,0.0054233964,0.0003,0.2,-0.0034935041672724764
1109,24,44,299.47,-152.65847817000002,49152,1460,0.7978609204292297,244.25051879882812,0.046630859375,-0.6238204119727015,225.7005394756794,0.003192987,0.0003,0.2,-0.002677235037845094
1108,25,46,300.08,-148.53233488,51200,1470,0.8579815179109573,357.13232421875,0.063623046875,-0.6054777010343969,158.37573365867138,0.009167434,0.0003,0.2,-0.001732665131567046
1109,26,47,293.41,-144.64721622,53248,1480,0.8812445104122162,11.775818824768066,0.06484375,-0.5955574000254273,149.42808852791785,0.004385829,0.0003,0.2,-0.002214364741666941
1111,27,49,289.02,-141.93169746,55296,1490,0.47679781913757324,37.86734390258789,0.0234375,-0.6501651381142437,452.6962619304657,0.0035174238,0.0003,0.2,-0.001345269173179986
