rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/entropy_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/value_loss,train/n_updates
744.3666666666667,644,69,22,-621.6266666666668,45056,0.0703125,0.0003,0.0102294,0.921043686568737,-0.8061892533674836,21.0790958404541,-0.0021089785332151223,0.2,44.07291396148503,1440
745.1935483870968,641,73,23,-616.8120967741936,47104,0.086279296875,0.0003,0.010519106,0.9604284130036831,-0.7260676100850105,32.68750762939453,-0.0019211993167118635,0.2,27.77465013284236,1450
738.9242424242424,646,76,24,-605.2416666666666,49152,0.079736328125,0.0003,0.008215682,0.9230686873197556,-0.7233844809234142,42.07835388183594,-0.0023986633503227496,0.2,48.895842612534764,1460
736.7536231884058,646,79,25,-600.0702898550722,51200,0.048095703125,0.0003,0.0062454846,0.892452135682106,-0.7720940640196204,1.9887964725494385,-0.0009003087048768066,0.2,84.91953852213919,1470
736.7777777777778,642,82,26,-593.4666666666667,53248,0.066748046875,0.0003,0.0060680266,0.8830001726746559,-0.774679446220398,18.583637237548828,-0.0039476072717661735,0.2,73.2987713932991,1480
736.2533333333333,643,85,27,-585.7553333333334,55296,0.0529296875,0.0003,0.005064332,0.9294071048498154,-0.7091272715479136,63.95135498046875,-0.0016829030486405828,0.2,84.72131176888942,1490
732.8333333333334,646,88,28,-586.1179487179488,57344,0.046826171875,0.0003,0.006046429,0.9459794387221336,-0.7199268901720643,19.59183120727539,-0.0011605905427131801,0.2,81.32029707729816,1500
733.975,649,91,29,-584.5925,59392,0.090673828125,0.0003,0.009551046,0.8742911219596863,-0.8319720339030028,21.85868263244629,0.0010468926517205545,0.2,57.34910179786384,1510
732.2530120481928,655,93,30,-579.7855421686746,61440,0.10126953125,0.0003,0.01061599,0.9718317836523056,-0.749628029204905,30.32267189025879,-0.002938023723254446,0.2,34.76395150497556,1520
731.0930232558139,657,96,31,-575.1325581395348,63488,0.06279296875,0.0003,0.008337613,0.9529346935451031,-0.7498857265338301,4.233185768127441,-0.00039412802925653523,0.2,49.989348924160005,1530
735.438202247191,657,99,32,-571.579775280899,65536,0.05146484375,0.0003,0.0134910215,0.9393278509378433,-0.7544087573885918,68.2599868774414,-0.007557463189004921,0.2,79.49107147976756,1540
735.5714285714286,661,102,33,-568.518131868132,67584,0.033203125,0.0003,0.006058963,0.9640613459050655,-0.648216469027102,6.298971652984619,-0.0026625536833307707,0.2,62.26404363811016,1550
731.436170212766,661,105,34,-562.4489361702128,69632,0.16201171875,0.0003,0.016657913,0.971360370516777,-0.7570193700492382,16.969120025634766,0.0008942497152020223,0.2,31.380200213938952,1560
729.8247422680413,664,107,35,-557.2340206185567,71680,0.033544921875,0.0003,0.0042364364,0.9407749213278294,-0.6865187557414174,103.30039978027344,-0.002132184947549831,0.2,90.92381242662668,1570
733.8,668,110,36,-555.423,73728,0.051904296875,0.0003,0.006138324,0.9614124074578285,-0.7504710987210274,13.594810485839844,-0.003347432782175019,0.2,52.63182867318392,1580
726.93,672,112,37,-542.4435,75776,0.108154296875,0.0003,0.00693194,0.9675897136330605,-0.760622551292181,34.4359016418457,0.0004607851064065471,0.2,39.31463072225451,1590
733.97,674,115,38,-537.8855,77824,0.076025390625,0.0003,0.009754605,0.9622035324573517,-0.7297842737287283,50.528316497802734,-0.00021715572875109502,0.2,43.01287761554122,1600
717.0,676,118,39,-519.3064999999999,79872,0.08056640625,0.0003,0.008178505,0.9917262643575668,-0.6103474784642458,0.781459391117096,-5.7931835181079804e-05,0.2,6.086598835512996,1610
721.83,679,120,40,-517.8625,81920,0.020654296875,0.0003,0.0015311198,0.9497397020459175,-0.617720895819366,81.23748016357422,-0.0008938741695601494,0.2,92.45882368683814,1620
716.14,681,123,41,-506.9354999999999,83968,0.038623046875,0.0003,0.0044968314,0.9396962001919746,-0.7254888866096735,28.256351470947266,-0.002524078904389171,0.2,74.90418241173029,1630
721.86,681,126,42,-504.3184999999999,86016,0.048046875,0.0003,0.003946005,0.956703495234251,-0.6937311301007867,7.246066570281982,-0.0026051121778436935,0.2,60.46570525914431,1640
709.34,678,129,43,-492.015,88064,0.037890625,0.0003,0.006874714,0.9556199908256531,-0.7001287860795855,79.09895324707031,-0.0034713391280092763,0.2,69.24443032443523,1650
706.44,683,131,44,-487.14450000000005,90112,0.067578125,0.0003,0.0072395704,0.9568758122622967,-0.762698738463223,1.1636061668395996,-0.0013525963855499866,0.2,57.68468481507152,1660
710.18,682,135,45,-482.5450000000001,92160,0.099365234375,0.0003,0.008075471,0.901320569217205,-0.7297917583957314,41.698814392089844,-0.0013651137538545298,0.2,90.40645758956671,1670
703.98,683,137,46,-478.96299999999997,94208,0.140576171875,0.0003,0.011138911,0.9959255820140243,-0.6855081660673022,0.20201663672924042,-0.002413599110150244,0.2,2.2664748104289174,1680
705.89,684,140,47,-474.277,96256,0.05556640625,0.0003,0.0070488984,0.7940189987421036,-0.7209439300000667,2.4541921615600586,-0.00018675092942430638,0.2,91.98483636938036,1690
697.44,687,142,48,-469.49700000000007,98304,0.0234375,0.0003,0.0053809723,0.8583420515060425,-0.6982311457395554,79.12577056884766,-0.0019633286527096063,0.2,109.46798135042191,1700
673.39,689,145,49,-458.3884999999999,100352,0.028271484375,0.0003,0.002746749,0.811901405453682,-0.7281817618757487,23.489744186401367,-0.0016033088890253567,0.2,103.85293451920151,1710
