rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/entropy_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/value_loss,train/n_updates
731.4666666666667,625,36,11,-661.4283333333334,22528,0.090380859375,0.0003,0.0122515615,0.8812230229377747,-0.8310503717511892,14.44655704498291,-0.0014495294835796813,0.2,23.711490181460977,1330
717.9117647058823,627,39,12,-655.0088235294119,24576,0.065478515625,0.0003,0.00603748,0.8406865298748016,-0.772149569913745,4.341128349304199,-0.002406393326964462,0.2,26.520071198046207,1340
718.1891891891892,630,42,13,-643.0743243243244,26624,0.103271484375,0.0003,0.006660711,0.8385427594184875,-0.784525222145021,28.01368522644043,-0.0037722952667536445,0.2,23.284010370075702,1350
711.475,636,45,14,-632.48,28672,0.022802734375,0.0003,0.003857215,0.7608421891927719,-0.6881773063912988,93.26371002197266,-0.0011319432895106729,0.2,144.3733191177249,1360
725.2142857142857,635,48,15,-635.3619047619047,30720,0.11376953125,0.0003,0.0070622005,0.7911232113838196,-0.8026929786428809,29.45119857788086,-0.0021286479124682954,0.2,93.12866912707686,1370
735.1818181818181,636,51,16,-637.9250000000001,32768,0.07119140625,0.0003,0.007480249,0.9870621534064412,-0.7999882988631726,4.329104423522949,-0.0017396912560798227,0.2,9.683664237335325,1380
725.8297872340426,642,54,17,-631.0351063829787,34816,0.079638671875,0.0003,0.006714768,0.9360664039850235,-0.8074484571814537,36.46492385864258,-0.001201438592397608,0.2,48.70889703780413,1390
735.22,643,57,18,-628.326,36864,0.122900390625,0.0003,0.01099265,0.7784256041049957,-0.8359577594324946,20.090627670288086,-0.002473565041509573,0.2,100.22043918296694,1400
742.4615384615385,638,60,19,-627.5836538461539,38912,0.07119140625,0.0003,0.0045577125,0.9216312542557716,-0.7791118646040559,21.374858856201172,-0.0011572501956834459,0.2,92.40465033650398,1410
740.6181818181818,636,64,20,-624.9590909090911,40960,0.085302734375,0.0003,0.013088364,0.9698628783226013,-0.7745516154915094,6.654504776000977,-0.0026253226496919524,0.2,40.283345175161955,1420
741.4137931034483,639,67,21,-622.6344827586207,43008,0.067236328125,0.0003,0.0077770962,0.9314455315470695,-0.8083208227530122,7.7272796630859375,-0.0014803968959313351,0.2,52.75004195384681,1430
