rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,train/std,train/n_updates,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss
727.21,520,479,9.702713969999998,249856,122,0.02236328125,0.0003,21.674137115478516,-0.0008209079969674349,0.0026868936,0.5406906604766846,1210,0.2,0.7506862878799438,-1.610575406998396,124.90281716287136
721.01,520,483,10.152752350000002,251904,123,0.074755859375,0.0003,174.12306213378906,-0.0014413522905670107,0.008988427,0.5390951633453369,1220,0.2,0.7526231110095978,-1.6033519323915244,62.70368020534515
611.3333333333334,778,2,-107.212116,2048,1,0.04443359375,0.0003,1.2750507593154907,0.0005616124311927706,0.0034577441,0.5328361988067627,1230,0.2,0.636200338602066,-1.5898556530475616,71.1659798488021
660.6666666666666,659,6,-106.58249033333334,4096,2,0.090673828125,0.0003,13.79604434967041,-0.002104314595635515,0.0143360775,0.5340585708618164,1240,0.2,0.8033167719841003,-1.5774946197867394,102.68521375283599
745.5,582,10,-90.4351145,6144,3,0.061474609375,0.0003,26.324121475219727,-0.002331625157239614,0.0053396313,0.5321183204650879,1250,0.2,0.7350139021873474,-1.5793716456741094,114.62834730744362
713.4545454545455,603,13,-100.23450472727272,8192,4,0.131005859375,0.0003,3.2845654487609863,-0.0037475466771866193,0.010384231,0.5171138048171997,1260,0.2,0.731345146894455,-1.5475275252014398,49.09987358087674
662.3571428571429,594,17,-111.71922621428573,10240,5,0.11396484375,0.0003,19.780982971191406,-0.0012954288766195532,0.0088449605,0.5205701589584351,1270,0.2,0.8057546317577362,-1.5216872494667768,84.34870140850543
667.8888888888889,596,20,-114.34315405555554,12288,6,0.0791015625,0.0003,40.64624786376953,-0.0069752251321915535,0.008740721,0.5192261338233948,1280,0.2,0.8590709567070007,-1.5288865115493535,81.19276693165303
623.6363636363636,585,24,-87.74820281818181,14336,7,0.07724609375,0.0003,4.366365909576416,-0.004995919431530637,0.0068553155,0.5212222337722778,1290,0.2,0.8145376592874527,-1.526480459421873,107.78302160054446
648.8,550,29,-89.88815728,16384,8,0.073876953125,0.0003,31.51780891418457,-0.003188748819229659,0.008608948,0.5145588517189026,1300,0.2,0.5210720002651215,-1.5217906441539526,118.05170368254184
659.3333333333334,556,33,-100.01704129629628,18432,9,0.0734375,0.0003,22.622512817382812,-0.0034140780175221153,0.005990658,0.5129534006118774,1310,0.2,0.6695601344108582,-1.5058097749948502,95.7973924562335
656.2,570,35,-104.35420736666667,20480,10,0.07001953125,0.0003,16.0516414642334,-0.0028318907308857886,0.0050019557,0.520081639289856,1320,0.2,0.8726088106632233,-1.51370928324759,50.14082160592079
662.7878787878788,549,41,-99.55854606060605,22528,11,0.063134765625,0.0003,19.09369468688965,-0.0034059423735016024,0.0064119655,0.5178292989730835,1330,0.2,0.85850490629673,-1.5238246753811837,76.19683139249682
