time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range
896,395.1,30,68,61440,-94.86224812,0.12158203125,26.010086306929587,11.818015098571777,0.08073598146438599,0.010582736,-0.007087238841631915,0.0003,-1.037779238075018,290,0.2
869,412.38,31,72,63488,-92.61209502000001,0.14306640625,16.765840351581573,6.545162677764893,0.07153761386871338,0.009886864,-0.01084608046367066,0.0003,-1.0461625689640641,300,0.2
848,430.32,32,77,65536,-89.28571375000001,0.1109375,17.00664317905903,6.484875202178955,0.12779396772384644,0.009049962,-0.006412952444225084,0.0003,-1.0483978152275086,310,0.2
827,447.56,33,81,67584,-88.89800894000001,0.042431640625,24.86003131866455,12.559502601623535,0.2172701358795166,0.0050176037,-0.003942098360857927,0.0003,-0.9654513679444789,320,0.2
820,464.62,34,84,69632,-85.12591161000002,0.0517578125,46.51609348356724,60.8206787109375,0.5215247571468353,0.0059176395,-0.003908002396929078,0.0003,-0.9906628994271159,330,0.2
801,482.31,35,89,71680,-82.24206577000002,0.120556640625,26.09627061188221,5.05031156539917,0.49663591384887695,0.00796622,-0.008349533255386631,0.0003,-1.017740486189723,340,0.2
795,499.62,36,92,73728,-78.32830258000001,0.079931640625,10.837225792557001,2.847245931625366,0.8193383365869522,0.007528017,-0.005211872648214921,0.0003,-0.9946866506710649,350,0.2
787,517.54,37,96,75776,-76.80565144,0.048876953125,32.72942516505718,6.904201984405518,0.46662187576293945,0.00706028,-0.003764141251303954,0.0003,-1.006663554906845,360,0.2
778,535.26,38,99,77824,-73.94428638,0.0609375,19.501753298938276,6.134171485900879,0.6418584883213043,0.004232455,-0.0030146164419420527,0.0003,-1.002136023156345,370,0.2
773,552.55,39,103,79872,-70.52891514000001,0.067236328125,28.90218335390091,5.7570343017578125,0.7704968005418777,0.0061892504,-0.003821087643154897,0.0003,-0.954275805875659,380,0.2
771,565.68,40,106,81920,-71.22745463,0.04404296875,26.189226734638215,5.277069568634033,0.7128586769104004,0.008115449,-0.003195106927159941,0.0003,-0.9250871105119586,390,0.2
768,587.64,41,109,83968,-66.00834695,0.027099609375,93.75129232555628,54.197357177734375,0.4196324944496155,0.0016243581,-0.001311941322637722,0.0003,-0.9191606113687157,400,0.2
760,604.87,42,113,86016,-63.20692922999999,0.05107421875,68.79621125459671,39.581417083740234,0.6787580847740173,0.0073971604,-0.002350481574467267,0.0003,-0.9683482272550463,410,0.2
755,622.26,43,116,88064,-61.01561938,0.160546875,14.790897005796433,3.764700174331665,0.7758068591356277,0.010108434,-0.009861038607778028,0.0003,-0.9877328539267183,420,0.2
753,639.76,44,119,90112,-59.37011813,0.077001953125,17.790027540922164,5.487447738647461,0.7327331602573395,0.0041763843,-0.0033804077553213573,0.0003,-0.9727407177910209,430,0.2
745,656.76,45,123,92160,-54.45246067000001,0.115478515625,18.453393687307834,4.559040546417236,0.8442250043153763,0.01242586,-0.005489093119103927,0.0003,-0.912950300425291,440,0.2
740,665.72,46,127,94208,-55.045713490000004,0.07099609375,17.277209790796043,2.934337615966797,0.7419989109039307,0.0085123675,-0.0024934721863246524,0.0003,-0.9342861579731107,450,0.2
733,682.45,47,131,96256,-52.35952856000001,0.049267578125,20.645304799079895,3.58843994140625,0.7488206028938293,0.006840633,-0.00454730855562957,0.0003,-0.8571030734106898,460,0.2
733,699.28,48,134,98304,-49.44063188000001,0.06318359375,24.951884269714355,2.7640249729156494,0.7068556547164917,0.0069818343,-0.0016681810418958775,0.0003,-0.9318651240319014,470,0.2
734,716.08,49,136,100352,-48.39681023,0.051513671875,27.205770501494406,5.703864097595215,0.4092363715171814,0.00685684,-0.0017926603817613796,0.0003,-0.8785196077078581,480,0.2
732,724.81,50,139,102400,-46.63049838999999,0.065625,32.66698941737413,4.6934123039245605,0.7201986908912659,0.0059131337,-0.005116262036608532,0.0003,-0.8280121076852083,490,0.2
723,741.29,51,144,104448,-41.17268927,0.0845703125,23.645478399097918,7.414827346801758,0.761332780122757,0.0066716243,-0.005605201170692453,0.0003,-0.8909758405759931,500,0.2
720,757.2,52,147,106496,-41.73312899999999,0.065380859375,26.86554185003042,4.850555419921875,0.7251945734024048,0.009344335,-0.0015491810045205057,0.0003,-0.8865844083949923,510,0.2
714,772.51,53,151,108544,-40.275952520000004,0.041455078125,18.55741841867566,3.9852325916290283,0.8666924089193344,0.00435844,-0.002847199203824857,0.0003,-0.891801156848669,520,0.2
715,788.66,54,154,110592,-37.94265215,0.0384765625,21.32181872725487,3.8788933753967285,0.8156833052635193,0.0042083235,-0.0022547992681211325,0.0003,-0.862776011414826,530,0.2
711,803.86,55,158,112640,-35.87750913,0.070068359375,30.04139057174325,2.6466739177703857,0.6966707706451416,0.0053695203,-0.0022745448877685703,0.0003,-0.8488681204617023,540,0.2
703,819.47,56,163,114688,-33.085925710000005,0.051513671875,16.167122340202333,2.874516248703003,0.7508149445056915,0.0036005676,-0.0017491825259639882,0.0003,-0.862740895152092,550,0.2
699,835.92,57,166,116736,-30.51264361,0.074853515625,21.026924781501293,2.2562496662139893,0.8071939796209335,0.005486618,-0.002390694495261414,0.0003,-0.8520336598157883,560,0.2
694,850.2,58,171,118784,-28.152069270000002,0.057568359375,19.102341460436584,3.888108968734741,0.5772063434123993,0.005424899,-0.0022239133206312543,0.0003,-0.8551049003377557,570,0.2
690,865.24,59,175,120832,-24.88207279,0.057373046875,15.498226838558912,1.508721113204956,0.6775774955749512,0.006417004,-0.0023241037619300188,0.0003,-0.8258153622969985,580,0.2
685,876.48,60,179,122880,-26.259270199999996,0.060009765625,26.701139488071203,2.437264919281006,0.5087142884731293,0.004485648,-0.002682842715876177,0.0003,-0.8403790315613151,590,0.2
680,891.52,61,183,124928,-21.29752981,0.0412109375,48.84292980358005,11.675464630126953,0.5811022818088531,0.0043168543,-0.0016859034709341358,0.0003,-0.8127774717286229,600,0.2
676,905.64,62,187,126976,-21.105440780000002,0.059765625,24.282520503550767,2.4205899238586426,0.650938481092453,0.005347421,-0.003138939730706625,0.0003,-0.8302216108888387,610,0.2
674,912.21,63,191,129024,-19.937962069999998,0.04697265625,15.044227655231953,1.809081792831421,0.8468549996614456,0.006746133,-0.0015058967888762708,0.0003,-0.8605240780860186,620,0.2
673,919.1,64,194,131072,-18.40784747,0.051513671875,22.41102928444743,4.259539604187012,0.6688441336154938,0.004293094,-0.001381820810638601,0.0003,-0.8301095716655255,630,0.2
670,935.48,65,198,133120,-15.57555676,0.04306640625,73.89952169060707,146.19403076171875,0.2719687819480896,0.0038631482,-0.0018681779720282066,0.0003,-0.7443060463294386,640,0.2
668,935.48,66,202,135168,-16.157331560000003,0.0666015625,26.21711369305849,2.891542434692383,0.5745560526847839,0.005052546,-0.0035706457565538585,0.0003,-0.7794192133471369,650,0.2
665,948.29,67,206,137216,-12.557399890000001,0.08505859375,15.702268441021442,2.2462093830108643,0.5510412752628326,0.00833483,-0.002320939928176813,0.0003,-0.7766389889642596,660,0.2
664,952.1,68,209,139264,-10.81724069,0.045361328125,18.198889773339033,2.4441473484039307,0.545676052570343,0.0035775949,-0.0006451193112297915,0.0003,-0.7727771874517202,670,0.2
663,963.25,69,213,141312,-8.781645930000002,0.044287109375,22.176479996740817,3.623018741607666,0.4829908013343811,0.004458503,-0.0008581915659306105,0.0003,-0.7787936799228191,680,0.2
663,974.83,70,215,143360,-6.697641980000002,0.080029296875,10.019299207255244,1.5171767473220825,0.7949364334344864,0.007023884,-0.006061269946803805,0.0003,-0.7888124320656061,690,0.2
663,978.76,71,219,145408,-7.1949489400000015,0.05751953125,16.369350089877845,1.9538110494613647,0.5945724248886108,0.0037867324,-0.0010348158233682626,0.0003,-0.806243783980608,700,0.2
663,973.78,72,222,147456,-9.262099830000002,0.057470703125,18.96110217347741,1.3302441835403442,0.6762378215789795,0.0063404576,-0.0019177566959115212,0.0003,-0.7524136649444699,710,0.2
664,971.14,73,224,149504,-8.348934400000001,0.043896484375,58.93967225253582,5.300171852111816,0.4955613613128662,0.0060411235,-0.0008937478844018188,0.0003,-0.7403288077563047,720,0.2
663,975.97,74,228,151552,-6.641925549999999,0.033251953125,58.55920069366694,21.766841888427734,0.609396755695343,0.0026064012,-0.00197063603263814,0.0003,-0.7429345907643438,730,0.2
662,975.97,75,231,153600,-6.644428799999999,0.0669921875,18.948337763920428,1.1710925102233887,0.7361167967319489,0.0036464785,0.00012961661705048754,0.0003,-0.7487559853121638,740,0.2
663,977.76,76,234,155648,-6.330345799999998,0.060302734375,12.842434559389948,97.42693328857422,0.8310825675725937,0.0028481053,-0.0007120772082998883,0.0003,-0.7856512708589435,750,0.2
663,975.35,77,237,157696,-8.32102784,0.049853515625,44.84651777818799,26.725234985351562,0.641478419303894,0.004124367,-0.001461478613782674,0.0003,-0.7712133625522256,760,0.2
661,973.3,78,241,159744,-8.60915455,0.072998046875,55.138984742760655,53.1288948059082,0.6383465230464935,0.005736651,-0.00128132891804853,0.0003,-0.7687196874991059,770,0.2
661,973.3,79,244,161792,-8.72145226,0.053857421875,62.837957641482355,4.586114883422852,0.6848149001598358,0.0039072684,-0.0024061780710326274,0.0003,-0.745540901646018,780,0.2
658,973.3,80,248,163840,-8.758378019999999,0.048193359375,11.766383158043027,1.2017942667007446,0.8824680969119072,0.006913784,-0.0010202304049016675,0.0003,-0.7687855318188668,790,0.2
659,963.28,81,251,165888,-10.16711044,0.0625,30.80189933665097,2.8506598472595215,0.6770856976509094,0.005284536,-0.0005525273190869484,0.0003,-0.7295414071530104,800,0.2
658,958.51,82,254,167936,-10.86059479,0.062841796875,88.52926221340894,114.02853393554688,0.4389079213142395,0.0031915503,-0.0032726561817980836,0.0003,-0.7711660530418157,810,0.2
656,957.63,83,258,169984,-12.089758910000002,0.08349609375,46.675858329236505,5.821077346801758,0.739694744348526,0.006808223,-0.005108438336901599,0.0003,-0.7763648452237248,820,0.2
655,951.63,84,262,172032,-12.72087403,0.046923828125,24.583407954499126,5.919973373413086,0.8332733362913132,0.0049353973,-0.0014664815105788875,0.0003,-0.7626143885776401,830,0.2
655,951.63,85,265,174080,-12.436155599999998,0.043310546875,60.41638980507851,6.063723564147949,0.5537276566028595,0.0027425908,-0.0020870138105237857,0.0003,-0.7427086459472776,840,0.2
654,954.45,86,268,176128,-11.389457169999998,0.066650390625,14.60164749454707,0.5950124859809875,0.7500121295452118,0.0038064846,-0.0002806604534271173,0.0003,-0.7841802777722477,850,0.2
656,950.14,87,271,178176,-11.781820139999997,0.044189453125,15.548895063251257,1.0504454374313354,0.8943781182169914,0.0064025093,-0.0015739001508336514,0.0003,-0.7952596619725227,860,0.2
654,950.14,88,275,180224,-11.89131709,0.073095703125,55.87630667462945,4.599971294403076,0.8009498864412308,0.007806303,-0.004723636736162007,0.0003,-0.7922824122011661,870,0.2
653,950.14,89,278,182272,-11.943713540000001,0.101806640625,21.39184243530035,1.211074709892273,0.7427181899547577,0.008552836,-0.005849289686739212,0.0003,-0.7576172798871994,880,0.2
653,949.56,90,281,184320,-12.482185109999998,0.078466796875,21.309007755666972,1.6880111694335938,0.7906071692705154,0.0047232555,-0.0018962127847771625,0.0003,-0.7552616538479924,890,0.2
653,945.45,91,285,186368,-14.73010904,0.092626953125,29.93479964733124,6.957991600036621,0.9048963710665703,0.013194917,-0.005692158316378482,0.0003,-0.7886953745037317,900,0.2
653,945.45,92,288,188416,-13.979260739999999,0.06298828125,55.50624710842967,7.636880874633789,0.8119558990001678,0.0035639212,-0.0011086826940299942,0.0003,-0.7575154062360525,910,0.2
652,942.12,93,291,190464,-15.740902700000001,0.0591796875,19.86474892310798,0.9797084331512451,0.8776054754853249,0.002857835,-0.0009653594985138625,0.0003,-0.7691065577790142,920,0.2
649,942.02,94,296,192512,-15.598190599999999,0.06728515625,50.15152624621987,113.29095458984375,0.8208305388689041,0.0060360776,-0.0034222154172312003,0.0003,-0.7597712032496929,930,0.2
646,942.02,95,300,194560,-16.22723642,0.0525390625,50.87067525796592,31.889114379882812,0.7608122229576111,0.006092253,-0.0010015201558417175,0.0003,-0.7830114137381315,940,0.2
645,942.02,96,304,196608,-16.56095861,0.03330078125,19.00804411545396,6.78219747543335,0.9140364453196526,0.0035583116,-0.002833447670855094,0.0003,-0.7494358319789172,950,0.2
642,942.02,97,309,198656,-16.14629045,0.10380859375,21.49223050996661,1.5527353286743164,0.9284506887197495,0.0073827924,-0.003742952921311371,0.0003,-0.8226052111014723,960,0.2
641,935.23,98,312,200704,-18.096662269999996,0.083154296875,10.457438750192523,0.8104468584060669,0.938026662915945,0.0071114786,-0.0024289227905683218,0.0003,-0.8254663901403546,970,0.2
640,935.23,99,316,202752,-17.085438159999995,0.027978515625,69.5936427231878,27.703472137451172,0.6920186877250671,0.004270482,0.0001805020343454089,0.0003,-0.7943261953070759,980,0.2
637,935.23,100,321,204800,-16.56489053,0.060302734375,27.069286585599183,0.8904232978820801,0.9060528501868248,0.008781311,-0.0027698468169546687,0.0003,-0.8359293581917882,990,0.2
637,928.99,101,324,206848,-17.86637659,0.09609375,18.956315707787873,0.6870341897010803,0.9069410935044289,0.007073545,-0.005457440299505833,0.0003,-0.784270871989429,1000,0.2
638,928.99,102,327,208896,-18.283200839999996,0.049755859375,57.875971445441245,15.165151596069336,0.8151223808526993,0.006698007,-0.0017932284048583825,0.0003,-0.8056873045861721,1010,0.2
637,925.78,103,331,210944,-17.66308753,0.083447265625,15.479909228719771,83.89012145996094,0.9286715388298035,0.0048341453,-0.003946110553806647,0.0003,-0.801371475495398,1020,0.2
638,919.18,104,333,212992,-19.91743628,0.02724609375,70.90213874280452,2.680802583694458,0.5643986463546753,0.014701028,-0.005797813727258472,0.0003,-0.7593923188745976,1030,0.2
637,913.59,105,337,215040,-21.036811229999998,0.023779296875,63.352454733848575,56.2060661315918,0.8300460875034332,0.0028112058,-0.0018432933444273657,0.0003,-0.7646335011348129,1040,0.2
634,913.59,106,342,217088,-19.838553679999997,0.041845703125,65.28949983641505,120.71868133544922,0.820307120680809,0.006893827,-0.0030756409410969353,0.0003,-0.7831468470394611,1050,0.2
635,900.47,107,344,219136,-21.588730329999994,0.04052734375,25.184768577292562,1.6493964195251465,0.9014470279216766,0.0073205326,-0.0018253353868203704,0.0003,-0.7842083605006337,1060,0.2
635,891.81,108,347,221184,-23.983766989999996,0.079345703125,63.571771989017726,48.84910583496094,0.8341206759214401,0.0062068924,-0.0019244200935645494,0.0003,-0.7726379537954926,1070,0.2
636,877.82,109,350,223232,-26.910187899999997,0.015576171875,136.13508543372154,134.2242889404297,0.506683349609375,0.003917454,-0.0012536204447314958,0.0003,-0.6513806330040097,1080,0.2
635,877.15,110,354,225280,-26.85259228,0.04609375,79.1521753847599,6.974188327789307,0.8139069825410843,0.0032805984,-0.0005612125598418061,0.0003,-0.7857413036748767,1090,0.2
635,877.15,111,357,227328,-26.91340408,0.040966796875,52.8848627820611,13.650732040405273,0.7213430404663086,0.0014895571,-0.0007177328694524477,0.0003,-0.7612080357968807,1100,0.2
636,867.28,112,360,229376,-30.483132660000003,0.10107421875,22.809689132869245,3.272706985473633,0.9250786900520325,0.008948965,-0.006188274135638494,0.0003,-0.795528755709529,1110,0.2
637,856.63,113,362,231424,-32.786438520000004,0.04580078125,78.33107441067696,25.93160629272461,0.8468990176916122,0.0045020143,-0.002215172312571667,0.0003,-0.7876150168478488,1120,0.2
635,854.73,114,367,233472,-31.618212259999996,0.083837890625,82.93945000767708,89.33487701416016,0.828673779964447,0.007234392,-0.003206887961277971,0.0003,-0.7366384198889137,1130,0.2
636,860.91,115,370,235520,-31.61202979,0.059375,88.98596310168504,100.81356048583984,0.7123095095157623,0.0052578757,-0.0008759094864217332,0.0003,-0.7543713768944145,1140,0.2
636,843.3,116,372,237568,-36.09418187,0.09296875,31.26128388941288,1.8047118186950684,0.8932709395885468,0.010416479,-0.0032021951486967738,0.0003,-0.7578861095011235,1150,0.2
635,839.04,117,377,239616,-35.11685595,0.069677734375,106.32489394545556,122.8246841430664,0.825912743806839,0.0050007054,-0.003189506860508118,0.0003,-0.7526907335966826,1160,0.2
635,829.56,118,380,241664,-36.69810244,0.08046875,22.18271958194673,11.765728950500488,0.9132226034998894,0.0072645266,-0.003445240446308162,0.0003,-0.7799321299418807,1170,0.2
634,824.43,119,384,243712,-35.72302758,0.04296875,54.45382271334529,14.087024688720703,0.8918780609965324,0.0051808935,0.00012890341677120886,0.0003,-0.7584890052676201,1180,0.2
635,811.36,120,386,245760,-38.385851769999995,0.073779296875,43.28347618356347,3.6000101566314697,0.8122389614582062,0.01032802,-0.0011496054365125019,0.0003,-0.7516462836414576,1190,0.2
634,812.36,121,390,247808,-38.0346638,0.0708984375,69.13721259832383,43.12588119506836,0.8930820748209953,0.0063142027,-0.0019677168980706482,0.0003,-0.7405300227925181,1200,0.2
635,813.88,122,393,249856,-36.820102999999996,0.040771484375,24.31630651652813,2.7501285076141357,0.9244958087801933,0.0045760516,-0.001650397187040653,0.0003,-0.7682485451921821,1210,0.2
635,811.95,123,396,251904,-36.03914691,0.070458984375,24.593642744794487,41.88161849975586,0.9324484840035439,0.0047805468,-5.1203394832555205e-05,0.0003,-0.7704334300011396,1220,0.2
537,1000.0,1,3,2048,-850.096401,0.067138671875,41.0716146081686,10.648009300231934,0.8690327107906342,0.006639298,-0.0008565767755499109,0.0003,-0.7986607035622001,1230,0.2
618,786.8,2,6,4096,-740.8955212,0.10068359375,54.64462216496467,1.762845754623413,0.7719799280166626,0.017214287,-0.003389973509183619,0.0003,-0.8248764405027031,1240,0.2
606,847.7142857142857,3,10,6144,-767.0404828571428,0.073974609375,63.226637156307696,7.090285301208496,0.9417032860219479,0.0068095587,-0.00162692370795412,0.0003,-0.795041561499238,1250,0.2
620,881.5555555555555,4,13,8192,-800.0019268888888,0.044970703125,43.59086552262306,4.6621317863464355,0.8462866246700287,0.007923017,-0.0010236907335638534,0.0003,-0.7787771396338939,1260,0.2
589,903.0909090909091,5,17,10240,-822.7602311818181,0.078857421875,24.132426633685828,2.367574453353882,0.9206481724977493,0.010472251,-0.0004201845935313031,0.0003,-0.7957405949011445,1270,0.2
569,874.7142857142857,6,21,12288,-816.2204389999999,0.052685546875,34.24046728685498,3.1185343265533447,0.8483601212501526,0.004766739,-0.00037134518497623504,0.0003,-0.7657832108438015,1280,0.2
562,890.375,7,25,14336,-822.8231591875,0.040576171875,31.62079861462116,5.429360389709473,0.8901123702526093,0.0048796106,-0.0012722136765660253,0.0003,-0.8110852090641856,1290,0.2
578,856.2105263157895,8,28,16384,-804.0647841578948,0.08896484375,30.444691382348537,2.569051504135132,0.8741373866796494,0.009476643,-0.0047631065928726455,0.0003,-0.8061850149184465,1300,0.2
583,839.5238095238095,9,31,18432,-771.340363,0.034423828125,44.84140038415789,4.708547592163086,0.8506456762552261,0.0041127116,-0.0004128034437599126,0.0003,-0.7522975577041506,1310,0.2
565,853.4782608695652,10,36,20480,-779.4967874347826,0.132861328125,19.776825980842112,22.804759979248047,0.663159966468811,0.03711448,-0.009198584053956438,0.0003,-0.7303127784281969,1320,0.2
557,865.2,11,40,22528,-792.00802964,0.0353515625,22.728000345081092,2.2600553035736084,0.7442633211612701,0.0070964703,0.00024501118023181336,0.0003,-0.8249875282868743,1330,0.2
565,830.3448275862069,12,43,24576,-763.2000841034483,0.044580078125,16.014105520397425,2.300459861755371,0.8583904355764389,0.0034555532,-0.0009867829678114504,0.0003,-0.8592278456315399,1340,0.2
563,837.9354838709677,13,47,26624,-757.8443588064516,0.07265625,50.09997351691127,24.77032470703125,0.6146869957447052,0.009188554,-0.0017982890320126898,0.0003,-0.7724468268454074,1350,0.2
566,847.7575757575758,14,50,28672,-767.6259778484848,0.012744140625,110.29187273010612,18.403844833374023,0.3007507920265198,0.0020102775,-0.00031160319085756785,0.0003,-0.7390104070305824,1360,0.2
579,825.2432432432432,15,52,30720,-741.8893529729729,0.09599609375,32.39045596271753,2.4230053424835205,0.8698407113552094,0.008349923,-0.006415844025468687,0.0003,-0.8346534095704555,1370,0.2
581,816.6923076923077,16,56,32768,-736.9176323589743,0.01171875,180.0108029603958,82.0560073852539,0.6132401525974274,0.00099911,-0.0003724101688931114,0.0003,-0.6765655837953091,1380,0.2
587,825.6341463414634,17,59,34816,-746.0178544390244,0.08798828125,13.245025277882814,1.4616827964782715,0.8495138883590698,0.0074328743,-0.002513756521511823,0.0003,-0.8510393928736448,1390,0.2
584,833.8636363636364,18,63,36864,-746.5953366818183,0.086376953125,20.90087106153369,1.8366093635559082,0.8195334076881409,0.008152474,-0.00245962682456593,0.0003,-0.8618036584928632,1400,0.2
587,841.0869565217391,19,66,38912,-752.1743544999999,0.02431640625,125.7565396413207,90.07182312011719,0.5363054871559143,0.0058347704,-0.007354400179610821,0.0003,-0.7821277283132076,1410,0.2
593,840.4583333333334,20,69,40960,-753.6038790416666,0.045263671875,41.069618322700265,4.727973461151123,0.8493632525205612,0.0116681345,-0.0047338431868411135,0.0003,-0.820551746711135,1420,0.2
602,821.7307692307693,21,71,43008,-740.4633485961538,0.030908203125,47.59281425103545,6.089715957641602,0.8634446412324905,0.0035728493,-0.0012275942877749912,0.0003,-0.7705635704100132,1430,0.2
606,818.1090909090909,22,74,45056,-736.7548390000001,0.0646484375,64.55676356256008,16.869388580322266,0.6813019216060638,0.0069770617,-0.0005900112613744568,0.0003,-0.760940870270133,1440,0.2
605,824.4912280701755,23,77,47104,-740.6501967543859,0.03515625,121.49004395827652,24.944250106811523,0.7281452417373657,0.004060741,-0.0034589338985824723,0.0003,-0.8097940491512418,1450,0.2
605,818.4666666666667,24,81,49152,-736.6043101333332,0.083837890625,21.525148121640086,1.0572270154953003,0.8269452303647995,0.007661186,-0.002268060075584799,0.0003,-0.8309104897081852,1460,0.2
608,794.703125,25,84,51200,-720.471959953125,0.119921875,94.80666565746068,3.2729458808898926,0.7763005495071411,0.009697053,-0.006173637435131241,0.0003,-0.8310304950922728,1470,0.2
604,793.3939393939394,26,88,53248,-712.5721023333334,0.076123046875,28.9772114649415,3.0986387729644775,0.8872784748673439,0.006978316,-0.0021990513516357167,0.0003,-0.8078200293704867,1480,0.2
