rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/loss
434.75,-245.78389499000002,891,49152,24,55,-0.0027707134308002424,0.0055066645,0.05283203125,0.0003,0.2,-0.6373684640973807,182.15421784818173,1460,0.7636220455169678,106.33039093017578
433.22,-248.34853725999994,894,51200,25,57,-0.002751782508858014,0.01487647,0.190576171875,0.0003,0.2,-0.6749306481331587,157.36042374521494,1470,0.6636258065700531,12.32590389251709
421.02,-246.74623507000004,898,53248,26,59,-0.002234619643422775,0.004271447,0.047314453125,0.0003,0.2,-0.6887606427073478,106.0260021418333,1480,0.6638748645782471,273.25555419921875
430.95,-250.14547155000002,895,55296,27,61,-0.002596116864151554,0.0043698144,0.036669921875,0.0003,0.2,-0.6917384205386042,188.29238012731076,1490,0.8346634209156036,25.124893188476562
439.33,-247.66488045000003,894,57344,28,64,0.0006163004058180377,0.0065917075,0.06328125,0.0003,0.2,-0.6948201354593039,92.36962332502007,1500,0.8943746015429497,8.037046432495117
444.59,-248.38177086000005,886,59392,29,67,0.0002085585190798156,0.003293838,0.07841796875,0.0003,0.2,-0.6838103521615266,79.3102288812399,1510,0.8952394872903824,29.60253143310547
445.38,-247.34749863000005,881,61440,30,69,-0.002464313875680091,0.0028511626,0.033935546875,0.0003,0.2,-0.6679420216009021,174.2473208129406,1520,0.7125735580921173,6.078121185302734
452.83,-248.44334399,883,63488,31,71,-0.004372490390960593,0.0058575696,0.063330078125,0.0003,0.2,-0.5761159648187458,123.2400299668312,1530,0.8040250986814499,24.987308502197266
461.53,-247.35887693999996,880,65536,32,74,-0.006386540990206413,0.005692059,0.056298828125,0.0003,0.2,-0.6520092751830816,97.00416453778743,1540,0.8923176229000092,7.441046237945557
459.84,-246.44429215,883,67584,33,76,-0.005968931350798812,0.010503152,0.1822265625,0.0003,0.2,-0.6864124972373247,112.95063539892435,1550,0.8413852900266647,152.56251525878906
444.86,-243.09729267,886,69632,34,78,-0.0021092915590998017,0.004497854,0.033447265625,0.0003,0.2,-0.6986487483605742,188.0380030632019,1560,0.8521227538585663,53.81669235229492
455.01,-245.17547671999998,882,71680,35,81,-0.0016638476387015543,0.002904457,0.0337890625,0.0003,0.2,-0.660074894875288,221.58080407381058,1570,0.834918737411499,200.082275390625
452.94,-240.64324779999995,884,73728,36,83,-0.0032470689628098627,0.007585884,0.06318359375,0.0003,0.2,-0.6706734897568822,87.46516880393028,1580,0.9081338047981262,33.72162628173828
442.63,-239.78583647,887,75776,37,85,-0.002496485413212213,0.0075535327,0.07958984375,0.0003,0.2,-0.6132992621511221,190.07930691242217,1590,0.8100932687520981,92.65409088134766
440.52,-235.13161645999992,888,77824,38,87,-0.0005820798105560243,0.0030883388,0.0388671875,0.0003,0.2,-0.7591230437159538,226.8497463464737,1600,0.7834122478961945,270.3377685546875
440.98,-233.16161238,890,79872,39,89,-0.0030793951264058705,0.00512931,0.057861328125,0.0003,0.2,-0.6831896234303713,181.8479405105114,1610,0.8740511238574982,225.1978759765625
446.39,-234.34449282000003,891,81920,40,91,-0.002164654382795561,0.006060453,0.050927734375,0.0003,0.2,-0.636262372881174,127.45008547604084,1620,0.7704292088747025,39.139854431152344
435.87,-232.13867810999997,894,83968,41,93,-0.003139186804764904,0.015756011,0.086279296875,0.0003,0.2,-0.5950030226260423,194.8177880167961,1630,0.7722382098436356,119.52458953857422
440.44,-238.26761321,896,86016,42,95,-0.004389561953576049,0.0057537076,0.05234375,0.0003,0.2,-0.7180885808542371,229.00217853188514,1640,0.7303420007228851,119.2608642578125
445.75,-236.28951846999996,892,88064,43,98,-0.001194066779135028,0.0052258335,0.10625,0.0003,0.2,-0.6384059292264282,102.08639301806689,1650,0.9172806218266487,13.551679611206055
443.16,-236.50065622999998,896,90112,44,100,-0.0022900064403074795,0.006436024,0.052685546875,0.0003,0.2,-0.6793588792905212,184.88651946783065,1660,0.7916073203086853,45.77850341796875
821.0,50.54657,617,2048,1,3,-0.006047146957280347,0.020098565,0.204541015625,0.0003,0.2,-0.7153854427859188,124.42775976061822,1670,0.8671677261590958,6.329583644866943
632.6,29.7260176,629,4096,2,6,0.0007584310573292896,0.00812651,0.1021484375,0.0003,0.2,-0.6217458793893457,77.98861940205097,1680,0.7628994882106781,21.259090423583984
642.4444444444445,12.527245333333333,670,6144,3,9,-0.0005777501144621055,0.0046974057,0.06142578125,0.0003,0.2,-0.6344359871000051,110.62690215408801,1690,0.7274045050144196,20.1961669921875
617.5384615384615,-21.753308615384615,697,8192,4,11,0.000283021559152985,0.0052237175,0.037841796875,0.0003,0.2,-0.6975034978240728,187.77647311687468,1700,0.6992466747760773,93.27129364013672
636.9375,-11.555059437500002,668,10240,5,15,-0.0022126075258711354,0.00485778,0.06279296875,0.0003,0.2,-0.7327724326401949,194.32494035661222,1710,0.8016344010829926,46.67296600341797
