rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/loss,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range
-108.37377940999998,27,54,1021,317.63,55296,0.0003,21.297834396362305,145.89840993881225,-1.070312667824328,-0.007955941243562848,0.042138671875,0.007352474,0.4005688428878784,290,0.2
-107.43852884999998,28,56,1007,337.82,57344,0.0003,149.10585021972656,128.27725479006767,-1.0983522098511458,-0.004757924296609417,0.04638671875,0.006057131,0.4246441721916199,300,0.2
-106.55056898999999,29,60,989,353.13,59392,0.0003,32.03916931152344,133.19754667282103,-1.0186580179259181,-0.004781174958770862,0.0603515625,0.007375,0.13800233602523804,310,0.2
-105.86235490999998,30,63,971,366.43,61440,0.0003,353.580322265625,197.62375473976135,-1.087886180728674,-0.008408306187629933,0.14951171875,0.012272883,-0.05515849590301514,320,0.2
-103.10248556,31,66,959,387.84,63488,0.0003,124.3037338256836,104.1651119530201,-1.0284236807376146,-0.002440880004724022,0.060107421875,0.013230303,0.3858821988105774,330,0.2
-99.08451856999996,32,69,948,404.91,65536,0.0003,36.85707092285156,142.2341409742832,-1.005417614802718,-0.007545903139543952,0.07216796875,0.006378591,0.40355992317199707,340,0.2
-95.41425880999999,33,72,927,421.25,67584,0.0003,20.774105072021484,83.78940989375114,-1.031618744507432,-0.004943011292198207,0.07705078125,0.008431321,0.13558268547058105,350,0.2
-93.78155453000001,34,75,917,437.54,69632,0.0003,21.218673706054688,89.6731378942728,-1.014865188486874,-0.004202676595014054,0.055517578125,0.0077291345,0.13119173049926758,360,0.2
-89.59991288999998,35,78,908,453.83,71680,0.0003,18.177173614501953,66.85112222135066,-1.010085566714406,-0.006831016685464419,0.07158203125,0.008321133,0.40680956840515137,370,0.2
-89.59430660999999,36,81,903,465.99,73728,0.0003,11.56241512298584,57.21732364892959,-0.9735685423016548,-0.002435137811335153,0.023681640625,0.004245932,0.533877968788147,380,0.2
-87.75410254,37,85,890,482.24,75776,0.0003,10.777899742126465,103.79073927402496,-0.966826893761754,-0.004214068298460915,0.056591796875,0.006020187,0.3335646986961365,390,0.2
-84.84500819000003,38,87,885,498.82,77824,0.0003,6.726898193359375,28.134122771024703,-1.0561358662322164,-0.008346924236684572,0.124609375,0.012417192,0.2765060067176819,400,0.2
-81.2690203,39,91,870,515.61,79872,0.0003,6.743308067321777,38.52602818310261,-0.9457673396915197,-0.004870195365219843,0.054345703125,0.005888126,0.23710918426513672,410,0.2
-79.67925993,40,95,855,531.07,81920,0.0003,4.335984230041504,20.535014665126802,-1.0342871550470591,-0.0021049668779596687,0.07373046875,0.0069078887,0.4904167056083679,420,0.2
-72.83033289000002,41,98,850,542.97,83968,0.0003,3.3933067321777344,30.490757727622984,-0.9853758219629526,-0.005692821365664713,0.09619140625,0.008284592,0.6778095364570618,430,0.2
-73.40016447,42,102,839,560.03,86016,0.0003,6.470001697540283,90.22351119220257,-0.9286729700863361,-0.0017162816489872056,0.024072265625,0.004184422,0.30162155628204346,440,0.2
-70.70921287000002,43,105,831,576.1,88064,0.0003,6.462983131408691,45.32764325588941,-0.9828580332919955,-0.0041762206077692095,0.055517578125,0.005036084,0.49471330642700195,450,0.2
-66.73993154,44,109,823,586.42,90112,0.0003,4.550440788269043,26.39972627609968,-0.991387996263802,-0.006240821437677369,0.106396484375,0.013531827,0.6809424161911011,460,0.2
-64.33567107,45,112,816,600.28,92160,0.0003,41.987030029296875,139.54185499846935,-0.9214310854673385,-0.00026500132335058877,0.01162109375,0.0020192135,0.25897300243377686,470,0.2
-58.55407429000001,46,116,809,619.4,94208,0.0003,22.753337860107422,68.45619131028653,-0.8354048935696483,-0.007341327247559093,0.087890625,0.027727306,0.314410924911499,480,0.2
-55.697936950000006,47,120,800,632.64,96256,0.0003,62.856422424316406,122.55904784798622,-0.861247006058693,-0.003928259484382579,0.041650390625,0.0044807205,0.2131059765815735,490,0.2
-51.36032063,48,123,794,649.59,98304,0.0003,40.41450119018555,83.83040108084678,-0.953047669865191,-0.0036456764828471933,0.063134765625,0.0059029246,0.2458512783050537,500,0.2
-46.23480746,49,127,786,665.76,100352,0.0003,52.43893051147461,80.10961799025536,-0.9429073445498943,-0.005051833913603332,0.10908203125,0.008166277,0.24061250686645508,510,0.2
