time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/approx_kl,train/std,train/explained_variance,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss
22528,-56.33138210344828,11,530,751.551724137931,42,90.66779452338815,0.0003,0.2,-1.4048760779201985,0.005295011,0.4873197674751282,0.5641525387763977,0.103662109375,1330,0.0005178381201403681,80.03851318359375
24576,-55.289330187500006,12,528,755.09375,46,167.26891089081764,0.0003,0.2,-1.3916101515293122,0.00461396,0.48504406213760376,0.5475444793701172,0.0193359375,1340,-0.002302486784901703,16.299861907958984
26624,-56.56476248571429,13,530,737.3142857142857,50,64.03991517573596,0.0003,0.2,-1.3834518428891898,0.010155437,0.48358219861984253,0.7746514081954956,0.067236328125,1350,-0.004643933447368909,8.722362518310547
28672,-54.12340141025641,14,533,722.8717948717949,53,120.45421927124262,0.0003,0.2,-1.379203824698925,0.004837013,0.4821445941925049,0.6340322494506836,0.03759765625,1360,-0.0026410961792862507,11.659322738647461
30720,-53.865539634146344,15,532,736.390243902439,57,131.345833478868,0.0003,0.2,-1.3750250544399023,0.005556482,0.4815685749053955,0.675797700881958,0.0380859375,1370,-0.0032798087751871206,84.43675994873047
32768,-55.96570304545455,16,527,738.3636363636364,62,33.71580878123641,0.0003,0.2,-1.3581916093826294,0.007843635,0.47458088397979736,0.7214337885379791,0.096044921875,1380,0.0010734400329965865,0.364277184009552
34816,-55.77931144680852,17,533,739.8936170212766,65,74.35939754396676,0.0003,0.2,-1.3530283227562905,0.00822765,0.47715842723846436,0.6763319969177246,0.10224609375,1390,-0.0005019721793360077,1.03667414188385
36864,-54.41910769387756,18,519,750.5102040816327,70,67.86352782212198,0.0003,0.2,-1.3523961808532476,0.006644687,0.4752129018306732,0.5806603133678436,0.06572265625,1400,2.5511121202725916e-05,2.8040146827697754
38912,-53.04292252941177,19,525,759.6470588235294,74,34.16627850097139,0.0003,0.2,-1.3451064456254245,0.0126977805,0.47255074977874756,0.8396071791648865,0.15810546875,1410,0.0003790468515944667,287.1094055175781
40960,-55.15900418518518,20,524,756.5370370370371,78,66.93061654921621,0.0003,0.2,-1.332285277172923,0.0071529113,0.46940094232559204,0.6625944077968597,0.073681640625,1420,0.001965680786088342,9.1641206741333
43008,-54.815281535714284,21,526,751.4642857142857,81,115.86836599633098,0.0003,0.2,-1.3267043352127075,0.009223199,0.47049155831336975,0.6534765064716339,0.1041015625,1430,-0.002744147846533451,1.662156105041504
45056,-54.782156155172416,22,526,760.0344827586207,85,66.63107580128126,0.0003,0.2,-1.3296295884996652,0.0049311346,0.47027260065078735,0.7291659414768219,0.07236328125,1440,-0.0006322093875496648,0.6516183018684387
47104,-54.178956163934416,23,526,760.3770491803278,89,29.901517863664775,0.0003,0.2,-1.325349882617593,0.011517158,0.46957314014434814,0.8602625131607056,0.1146484375,1450,-0.004457554173131939,0.17235669493675232
49152,-52.71964538461538,24,524,755.3692307692307,93,56.768590027745816,0.0003,0.2,-1.3177577812224626,0.0074398657,0.4656091630458832,0.7964048981666565,0.075390625,1460,-0.0018721281885518692,1.7861225605010986
51200,-50.3900158028169,25,532,720.4084507042254,96,144.40375156849623,0.0003,0.2,-1.306930034607649,0.00796689,0.46464842557907104,0.7443463504314423,0.063330078125,1470,-0.004593698627286358,93.93529510498047
