rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/clip_range,train/explained_variance,train/n_updates
130.08,12,1342,24576,18,-145.79289267,0.0003,-1.2682952228933573,0.006774916,-0.006763576188677689,0.028515625,294.44596884250643,44.51892852783203,0.2,0.03173708915710449,110
138.03,13,1338,26624,19,-145.40391149000004,0.0003,-1.2157363593578339,0.0068809474,-0.004335304109554272,0.0041015625,493.05508999824525,131.4213104248047,0.2,0.12195783853530884,120
146.14,14,1334,28672,21,-141.40252101000002,0.0003,-1.1851836442947388,0.0075092297,-0.005627013835328399,0.0240234375,452.89873111248016,121.93217468261719,0.2,-0.09080636501312256,130
159.08,15,1315,30720,23,-139.3772308,0.0003,-1.1165758263319732,0.008078113,-0.006264030908641871,0.023974609375,226.07944638729094,46.785552978515625,0.2,0.2589324116706848,140
172.08,16,1306,32768,25,-136.72345972000002,0.0003,-1.1541260834783316,0.0074200784,-0.0054882636082766115,0.041796875,484.1367134809494,169.4813995361328,0.2,0.3503943085670471,150
182.42,17,1302,34816,26,-127.24329759,0.0003,-1.1218332797288895,0.0033876137,-0.0034142432603402996,0.02138671875,389.71060209274293,149.40090942382812,0.2,0.37108659744262695,160
194.31,18,1241,36864,29,-126.27566217000003,0.0003,-1.1262040223926306,0.0035898,-0.005099668851471506,0.00751953125,418.0333170413971,155.64495849609375,0.2,0.39410269260406494,170
213.45,19,1190,38912,32,-123.45698854,0.0003,-1.2341983046382665,0.007976083,-0.005185643877484836,0.028515625,174.94462465047837,34.39313888549805,0.2,0.6373048424720764,180
228.69,20,1163,40960,35,-119.80316337000001,0.0003,-1.2417972225695848,0.009785515,-0.009502608723414597,0.0896484375,127.89457222223282,31.161029815673828,0.2,0.5781777203083038,190
243.07,21,1143,43008,37,-119.26944628,0.0003,-1.1661147065460682,0.008582179,-0.006112237325578462,0.05166015625,210.94597101211548,96.10636901855469,0.2,0.39275801181793213,200
257.01,22,1121,45056,40,-111.7039581,0.0003,-1.1893396783620118,0.006812773,-0.006104705594771076,0.033740234375,288.5504259586334,112.15514373779297,0.2,0.41419172286987305,210
273.85,23,1096,47104,42,-109.09306015,0.0003,-1.1280814170837403,0.008754822,-0.0064902558457106355,0.079052734375,198.51507406234742,43.806358337402344,0.2,0.5363947153091431,220
282.69,24,1098,49152,44,-108.74567092000001,0.0003,-1.2142267994582654,0.0075573726,-0.005296970401832368,0.0509765625,99.57267680168152,21.45356559753418,0.2,0.6083466112613678,230
290.15,25,1081,51200,47,-107.13998776999999,0.0003,-1.0223382545635105,0.009172076,-0.005352069110813318,0.049658203125,277.39631073474885,119.59329986572266,0.2,0.3417220115661621,240
301.73,26,1062,53248,50,-103.76317166999999,0.0003,-1.0232834311202168,0.0074173766,-0.008548697689548135,0.0630859375,142.06951110363008,85.81201934814453,0.2,0.7257384359836578,250
317.22,27,1047,55296,52,-101.05235990999999,0.0003,-1.0647171905264259,0.009477761,-0.008920060063246638,0.0548828125,97.64535946249961,38.8459358215332,0.2,0.7860776484012604,260
333.86,28,1020,57344,56,-100.62636153999998,0.0003,-1.1110278725624085,0.009828731,-0.013548217815696262,0.15126953125,134.2961170077324,91.16082000732422,0.2,0.5095496475696564,270
344.6,29,990,59392,59,-99.95582875999999,0.0003,-1.1682413663715123,0.012367192,-0.007613242127990816,0.147900390625,82.08182962536812,12.668678283691406,0.2,0.8271641135215759,280
367.72,30,982,61440,62,-95.27518835999999,0.0003,-1.1304541394114493,0.011106896,-0.010153895338589791,0.09892578125,56.54728557765484,10.773723602294922,0.2,0.8688851743936539,290
384.0,31,959,63488,66,-90.60649468,0.0003,-0.8484723828732967,0.017414656,-0.00963538181676995,0.14189453125,131.46846202909947,27.895566940307617,0.2,0.6868683993816376,300
400.71,32,931,65536,70,-87.61489900999997,0.0003,-1.1077476255595684,0.007939534,-0.007382537085504737,0.077880859375,58.66401534974575,5.202451705932617,0.2,0.8398137539625168,310
415.84,33,914,67584,73,-86.43988879999998,0.0003,-1.047666067071259,0.014173202,-0.010592352856474464,0.13505859375,42.7677064165473,3.653789520263672,0.2,0.788801521062851,320
432.55,34,907,69632,76,-86.84363246999999,0.0003,-1.0567941104993224,0.007902475,-0.003183190892377752,0.076416015625,95.78871606439353,59.354705810546875,0.2,0.6015319228172302,330
449.7,35,899,71680,79,-82.31669273000001,0.0003,-0.8692527782171965,0.004240921,-0.0035340998500032585,0.032421875,62.32927870303392,8.945611000061035,0.2,0.8024349212646484,340
466.3,36,890,73728,82,-81.04079686999998,0.0003,-1.0193501150235533,0.007977021,-0.007075819282181328,0.112109375,31.04668061286211,3.8874294757843018,0.2,0.8712667524814606,350
482.1,37,871,75776,86,-78.87116336,0.0003,-0.9450110625475645,0.005044192,-0.00308582693542121,0.055810546875,107.054529479146,32.6093864440918,0.2,0.6446951329708099,360
498.89,38,858,77824,90,-75.99528235000001,0.0003,-1.0479525538161396,0.006971441,-0.0019387972039112355,0.024169921875,48.29072580486536,9.66431999206543,0.2,0.7587270736694336,370
511.76,39,841,79872,94,-73.4362316,0.0003,-0.9774836204946041,0.010655163,-0.006590149251860566,0.137353515625,41.83907439783216,7.595971584320068,0.2,0.8133047372102737,380
528.15,40,834,81920,98,-72.76509203999998,0.0003,-0.9642117287963629,0.008802945,-0.004760753778100479,0.07431640625,77.9526712872088,4.422331809997559,0.2,0.6697564721107483,390
539.07,41,833,83968,100,-71.94234133,0.0003,-0.9685685390606522,0.009455626,-0.006802536002942361,0.126904296875,30.796483284235002,2.3056395053863525,0.2,0.8420756608247757,400
562.07,42,821,86016,104,-66.33365049,0.0003,-0.8560179466381669,0.0042978497,-0.0023361702547845197,0.03154296875,171.56010504812002,22.45684242248535,0.2,0.508336216211319,410
575.57,43,810,88064,108,-64.09142937999998,0.0003,-0.8312376827001572,0.011813909,-0.00716765956603922,0.15380859375,54.81174143999815,3.078773260116577,0.2,0.8456994444131851,420
585.74,44,808,90112,111,-63.73515998,0.0003,-0.9841015351936221,0.008543048,-0.0025473835150478406,0.083837890625,49.32147394046187,2.591114044189453,0.2,0.793586790561676,430
595.14,45,802,92160,114,-63.384613660000014,0.0003,-0.9293015889823437,0.0044126883,-0.000357416424958501,0.03828125,152.21199823915958,21.433670043945312,0.2,0.5722423791885376,440
614.2,46,800,94208,117,-59.53661489,0.0003,-0.9723632171750068,0.0053102854,-0.0025063987632165663,0.0328125,85.93288398683072,46.09443664550781,0.2,0.6823967099189758,450
631.0,47,793,96256,121,-58.03708936000001,0.0003,-0.9694220149889589,0.008777585,-0.0033625937830947805,0.06591796875,98.54240759462118,2.0161542892456055,0.2,0.7390169203281403,460
642.37,48,788,98304,124,-59.924239379999996,0.0003,-0.9509518228471279,0.0069800066,-0.002309180185693549,0.058251953125,44.593414190411565,1.7643331289291382,0.2,0.8236677944660187,470
657.0,49,782,100352,128,-55.95064761999999,0.0003,-0.9754586968570947,0.005489053,-0.0023772550226567545,0.03076171875,80.54365074858069,89.04878997802734,0.2,0.7489902973175049,480
675.5,50,780,102400,131,-50.165398829999994,0.0003,-0.8197734288871288,0.011583645,-0.004974112856871216,0.0994140625,76.81108913719655,37.73247528076172,0.2,0.8660656809806824,490
684.38,51,778,104448,134,-45.72930202,0.0003,-0.9379453163594007,0.011615031,-0.0018763938591291663,0.06484375,92.69767455011606,2.657097816467285,0.2,0.7498407065868378,500
687.23,52,776,106496,137,-45.30939412000001,0.0003,-0.8563881643116474,0.0041692103,-0.0017917620949447154,0.011669921875,185.64224585592746,215.6716766357422,0.2,0.5464639365673065,510
689.39,53,770,108544,140,-45.83564092,0.0003,-0.8948966829106212,0.002460007,-0.0009031665795191657,0.031982421875,88.15619435980916,47.459476470947266,0.2,0.7035762667655945,520
696.65,54,768,110592,143,-44.28677259999999,0.0003,-0.9999279879033566,0.009092672,-0.0030981116444309008,0.088818359375,79.6095989972353,15.10220718383789,0.2,0.627852588891983,530
709.35,55,763,112640,147,-38.447856040000005,0.0003,-0.8827987121418118,0.0036205472,-0.0019244336523115634,0.0318359375,128.25469303131104,12.377951622009277,0.2,0.6057514548301697,540
725.55,56,761,114688,150,-38.398771350000004,0.0003,-0.9178137006238103,0.0046435986,-0.0019148912415403174,0.070849609375,111.05019804760813,17.640939712524414,0.2,0.6104869842529297,550
734.21,57,758,116736,153,-38.05484422000001,0.0003,-0.9235133050009608,0.0077235047,-0.0034665531406062656,0.086328125,65.22824815176428,4.322932720184326,0.2,0.8731150031089783,560
741.8,58,752,118784,157,-35.69016608,0.0003,-0.9081374077126384,0.0064061577,-0.004406689719689894,0.083349609375,75.84778563454748,4.126969337463379,0.2,0.7523403018712997,570
755.19,59,753,120832,160,-32.53677193,0.0003,-1.0028985407203437,0.005617938,-0.002374845118902158,0.092724609375,36.03067393302918,1.1042741537094116,0.2,0.8387896716594696,580
769.62,60,746,122880,164,-30.262937830000002,0.0003,-0.9319474270567298,0.0013100224,-0.0006189289368194295,0.02275390625,134.71340128928423,17.263717651367188,0.2,0.7146154940128326,590
777.14,61,742,124928,168,-28.728105819999996,0.0003,-1.0260725636035204,0.009670755,-0.002222898848413024,0.076953125,41.459310651943085,0.6154001355171204,0.2,0.8304524421691895,600
792.23,62,736,126976,172,-26.522824679999996,0.0003,-0.9033083688467741,0.020539682,-0.0030415762201300824,0.141064453125,54.14279758539051,1.1276053190231323,0.2,0.8145049959421158,610
807.31,63,734,129024,175,-23.69594616,0.0003,-0.9917990937829018,0.004230311,9.045587066793814e-05,0.079833984375,43.913611649442466,0.822811484336853,0.2,0.886816069483757,620
821.61,64,729,131072,179,-21.740840500000004,0.0003,-0.924745662510395,0.009624634,-0.0029083244182402266,0.065869140625,41.5086253490299,0.4320659935474396,0.2,0.8624146580696106,630
836.11,65,726,133120,183,-18.47328848,0.0003,-0.9484624538570643,0.0066500395,-0.00589298112099641,0.08154296875,32.50783395115286,0.41553205251693726,0.2,0.8975919336080551,640
843.56,66,724,135168,186,-15.423058000000003,0.0003,-0.9689846128225327,0.006964586,-0.0035147655406035485,0.09677734375,34.42194264791906,0.6187320351600647,0.2,0.8752320632338524,650
851.8,67,723,137216,189,-11.75052274,0.0003,-0.9529050391167402,0.0072072046,-0.0029417991798254663,0.056640625,56.876848328858614,2.7025680541992188,0.2,0.7527867257595062,660
853.08,68,723,139264,192,-9.236664289999998,0.0003,-0.9288560077548027,0.0022378499,-0.0011840418810606934,0.01591796875,88.58775644265116,9.922295570373535,0.2,0.7528622597455978,670
857.21,69,723,141312,195,-8.292072819999998,0.0003,-0.7855569252744317,0.005136195,-0.0012249627732671797,0.04052734375,90.86373666524887,10.625506401062012,0.2,0.6528582870960236,680
852.88,70,721,143360,198,-8.62576544,0.0003,-0.9700676398351789,0.0057013854,-0.0026551384347840213,0.051416015625,45.01097944499925,0.5107243061065674,0.2,0.839320719242096,690
848.58,71,719,145408,202,-8.256970899999999,0.0003,-0.9627732306718826,0.0038625512,-0.0019482438587147045,0.0578125,106.00533214472235,3.585355281829834,0.2,0.6103602051734924,700
845.1,72,717,147456,205,-10.55233771,0.0003,-0.923352493159473,0.0064779827,-0.0017305002649663948,0.02685546875,126.06727033630014,58.15774917602539,0.2,0.6567233204841614,710
839.44,73,715,149504,208,-11.722630979999996,0.0003,-0.971381575986743,0.0044846097,-0.000643184832733823,0.02783203125,86.22282259836793,2.4923412799835205,0.2,0.7343631088733673,720
830.06,74,716,151552,211,-8.182088290000001,0.0003,-0.8449673039838672,0.0036669676,-0.003645934961969033,0.055517578125,78.59623748734593,5.042740821838379,0.2,0.8247112482786179,730
830.06,75,714,153600,214,-8.762833490000002,0.0003,-0.8979711377993226,0.009145431,-0.0032072391884867104,0.05,102.12883088290691,5.09356164932251,0.2,0.7193523049354553,740
830.06,76,714,155648,217,-10.023333420000002,0.0003,-0.9588826270774007,0.0077493093,-0.0021033862547483297,0.089990234375,43.056487291958184,0.7019275426864624,0.2,0.8671233654022217,750
830.13,77,715,157696,220,-11.21677718,0.0003,-0.9076465252786875,0.0057702437,-0.0034320948827371465,0.07392578125,33.14892540164292,0.6072925925254822,0.2,0.8961299136281013,760
824.6,78,714,159744,223,-9.29083044,0.0003,-0.9229187110438943,0.009389952,-0.0012285441622225334,0.038427734375,74.00731170270592,4.653731346130371,0.2,0.8254528194665909,770
822.05,79,715,161792,226,-8.65270824,0.0003,-0.8953411979600787,0.005889971,-0.0039041247888235374,0.07109375,66.05560694430024,1.7497129440307617,0.2,0.8147774785757065,780
814.13,80,716,163840,228,-9.182579220000001,0.0003,-0.9394805351272225,0.0055318004,-0.0023612769386090805,0.077978515625,94.4450997006148,1.929492473602295,0.2,0.8213881403207779,790
811.57,81,714,165888,232,-9.80712205,0.0003,-0.8787591349333524,0.0050220024,-0.0020203001295158174,0.03359375,148.31098584979773,5.113750457763672,0.2,0.7878978848457336,800
811.57,82,714,167936,235,-9.152036359999999,0.0003,-0.7583934392780065,0.0030207033,-0.0006410277561371913,0.0171875,55.67602058965713,168.8489532470703,0.2,0.8623538613319397,810
814.67,83,713,169984,238,-6.534688599999999,0.0003,-0.9015108000487089,0.008392675,-0.0014801372635702137,0.11748046875,43.1746720969677,1.223557710647583,0.2,0.9219795539975166,820
812.14,84,714,172032,240,-4.9902619800000005,0.0003,-0.8243407754227519,0.007547803,-0.0023440687065885866,0.12587890625,97.2303806118667,2.398686408996582,0.2,0.7783534377813339,830
798.15,85,715,174080,243,-8.067000560000002,0.0003,-0.8520102061331272,0.010941355,-0.002679399852786446,0.079931640625,111.85356915295124,50.30796813964844,0.2,0.8486739695072174,840
795.68,86,716,176128,245,-5.6959573,0.0003,-0.8588759884238243,0.004700429,-0.002809857620013645,0.036767578125,102.093580506742,216.45669555664062,0.2,0.7442613244056702,850
800.75,87,715,178176,249,-3.7622160100000004,0.0003,-0.8377604333683848,0.0034965482,-0.000653381715528667,0.008642578125,99.74537384063005,8.141886711120605,0.2,0.8870193734765053,860
795.94,88,714,180224,252,-6.815290679999999,0.0003,-0.8907568803057074,0.00520942,-0.0017010395997203887,0.063720703125,37.73934622779488,0.8473188281059265,0.2,0.9525404907763004,870
791.67,89,714,182272,255,-8.949613450000001,0.0003,-0.9054818158969283,0.013203875,-0.0013520096199499676,0.072412109375,83.52279276773334,14.050209999084473,0.2,0.8518327325582504,880
787.03,90,714,184320,257,-10.42152916,0.0003,-0.7657776229083538,0.008877054,-0.004099680681247264,0.056787109375,127.82913386374712,40.81704330444336,0.2,0.8516178876161575,890
784.77,91,716,186368,260,-7.90448809,0.0003,-0.7810370076447726,0.00910282,-0.0019147338985931127,0.122705078125,150.48543084040284,5.691829681396484,0.2,0.8644702732563019,900
786.8,92,716,188416,262,-8.95393386,0.0003,-0.8230923607945442,0.007660047,-0.002091002968154498,0.075,114.9454753227532,3.7258079051971436,0.2,0.8308622092008591,910
786.01,93,716,190464,265,-8.95684596,0.0003,-0.8159625751897692,0.0064699464,-0.001987948012538254,0.046142578125,79.21671994626521,5.55426549911499,0.2,0.8770582377910614,920
776.36,94,716,192512,268,-13.331704700000003,0.0003,-0.7866121299564839,0.002927484,-0.0015882272971794009,0.0302734375,55.88761040791869,4.059383392333984,0.2,0.931917168200016,930
775.1,95,716,194560,271,-13.219252340000004,0.0003,-0.80263347402215,0.0049842037,-0.001992071008135099,0.04296875,126.01482708752155,26.418094635009766,0.2,0.7943896353244781,940
775.1,96,716,196608,274,-13.042404900000003,0.0003,-0.7015758644789457,0.005825438,-0.003550212079062476,0.058251953125,71.81208635233342,9.085199356079102,0.2,0.8030947148799896,950
786.11,97,715,198656,277,-12.238841130000004,0.0003,-0.7873024405911565,0.018732056,-0.005744345015409635,0.21533203125,32.220615858770906,1.0123258829116821,0.2,0.9213641807436943,960
775.29,98,716,200704,280,-9.18854035,0.0003,-0.6844893204048276,0.006946706,-0.0011861454899189995,0.04755859375,72.1605402071029,3.8386149406433105,0.2,0.8431876748800278,970
762.85,99,716,202752,283,-7.31904392,0.0003,-0.6227649024687707,0.036768585,-0.009243779929056473,0.15146484375,171.25380911827088,47.50132369995117,0.2,0.680132269859314,980
736.42,100,718,204800,284,-4.06013725,0.0003,-0.6570516478270292,0.004085473,-0.0007788619688653853,0.024462890625,116.23761470168829,65.92921447753906,0.2,0.7387360036373138,990
713.3,101,720,206848,287,-5.201694080000001,0.0003,-0.6206907860934734,0.008776728,-0.004094780295417877,0.039404296875,240.61762923002243,30.967540740966797,0.2,0.6409143805503845,1000
705.84,102,721,208896,289,-3.7679494000000004,0.0003,-0.7532426506280899,0.006025155,-0.002144986671191873,0.032421875,178.45890050530434,162.6211700439453,0.2,0.6974723637104034,1010
685.66,103,722,210944,291,-1.1655898700000018,0.0003,-0.7454474158585072,0.008116784,-0.003510428783920361,0.109228515625,107.69911279603839,5.837910175323486,0.2,0.7451852262020111,1020
660.67,104,724,212992,293,-0.7812065900000025,0.0003,-0.729539405182004,0.005098534,-0.001971554032934364,0.039599609375,212.10364757478237,441.54901123046875,0.2,0.6907548904418945,1030
652.43,105,725,215040,296,2.755959099999998,0.0003,-0.651490842178464,0.0055030314,-0.002249886288700509,0.042822265625,297.0602687060833,59.47172164916992,0.2,0.6882769763469696,1040
626.36,106,727,217088,298,2.1658981299999995,0.0003,-0.6900768483057618,0.00742766,-0.0018293652261490933,0.052001953125,145.96432250738144,35.973873138427734,0.2,0.7449492514133453,1050
600.38,107,729,219136,300,6.515588549999999,0.0003,-0.7204572126269341,0.0032498385,-0.0010768109445052688,0.02041015625,211.29975615739824,119.34532165527344,0.2,0.7138514220714569,1060
607.23,108,730,221184,302,7.224787299999999,0.0003,-0.7335466338321567,0.0052525424,-0.0029628317010065076,0.028125,206.76874827742577,92.4407730102539,0.2,0.6275779902935028,1070
602.81,109,730,223232,305,8.181556899999999,0.0003,-0.6724504750221968,0.013498297,-0.0012549690527521307,0.132861328125,63.8387609899044,6.165875434875488,0.2,0.8974793031811714,1080
591.25,110,731,225280,308,10.99512538,0.0003,-0.7271825339645147,0.016583871,-0.0024320197502675,0.122314453125,198.970672082901,182.66082763671875,0.2,0.5566783845424652,1090
573.06,111,732,227328,310,8.178834280000004,0.0003,-0.7398396920412779,0.0044499906,-0.0023221992121762016,0.049951171875,141.82573532983662,3.681466817855835,0.2,0.8112784922122955,1100
567.97,112,732,229376,313,9.373003650000001,0.0003,-0.7322753163054585,0.013723188,-0.005013671769847861,0.113330078125,160.6988919496536,14.929306983947754,0.2,0.7622763514518738,1110
566.65,113,733,231424,315,15.29755869,0.0003,-0.754277003183961,0.006448431,-0.0018826631552656182,0.022314453125,120.44887079596519,325.40106201171875,0.2,0.7109600901603699,1120
544.4,114,733,233472,318,14.55542643,0.0003,-0.7159191936254501,0.01008821,-0.007886923915430088,0.090283203125,156.82282542586327,30.18373680114746,0.2,0.7076147198677063,1130
538.08,115,734,235520,320,18.4691346,0.0003,-0.8189491264522075,0.0065386035,-0.0027146438471390864,0.063623046875,185.00643877238036,29.887920379638672,0.2,0.6722738146781921,1140
530.13,116,735,237568,322,21.717059360000004,0.0003,-0.7116557665169239,0.0031676693,-0.0006366599176544696,0.051123046875,146.76632660776377,275.56219482421875,0.2,0.5697687268257141,1150
519.76,117,736,239616,325,28.577695109999993,0.0003,-0.7387279795482755,0.0019799625,-0.00179350424605218,0.02392578125,225.71150814294816,58.85426330566406,0.2,0.6944441795349121,1160
515.38,118,736,241664,328,31.146272889999995,0.0003,-0.717935461178422,0.0049811155,-0.001001783227911801,0.052685546875,151.53069957792758,22.478626251220703,0.2,0.6298823654651642,1170
511.53,119,736,243712,330,34.02923490999999,0.0003,-0.6829775147140026,0.0062896465,-0.00400635318364948,0.10859375,87.94350470155477,6.773373603820801,0.2,0.7676968723535538,1180
488.23,120,738,245760,332,37.84865737,0.0003,-0.6478245368227362,0.004595222,-0.0015762627132062334,0.0439453125,169.54562625065446,9.298785209655762,0.2,0.6728931069374084,1190
478.39,121,737,247808,335,35.76199314,0.0003,-0.7392080642282963,0.0051646545,-0.0021462132175656735,0.03916015625,160.41185276508332,17.87411117553711,0.2,0.6279802918434143,1200
483.52,122,737,249856,338,35.74196618,0.0003,-0.5942491516470909,0.0035986463,-0.0017449300110456533,0.03798828125,129.7490085273981,44.473812103271484,0.2,0.530563622713089,1210
474.46,123,738,251904,340,36.1603991,0.0003,-0.7640957113355398,0.010421962,-0.006910845132370014,0.1638671875,97.83536291569472,12.072595596313477,0.2,0.7995135933160782,1220
566.6666666666666,1,956,2048,2,-246.08333333333334,0.0003,-0.7311112962663173,0.008657796,-0.004882815287055564,0.07783203125,154.7252323359251,7.892895221710205,0.2,0.8041601330041885,1230
441.55555555555554,2,921,4096,4,-243.91666666666666,0.0003,-0.7362978203222156,0.0070850714,-6.456689006881789e-05,0.05361328125,67.5268468171358,5.137416839599609,0.2,0.2656111717224121,1240
413.07142857142856,3,941,6144,6,-222.30714285714285,0.0003,-0.721118513867259,0.0024851286,0.0001989543547097128,0.017041015625,140.8695110321045,75.09255981445312,0.2,0.6779163181781769,1250
402.95,4,937,8192,8,-227.33250000000004,0.0003,-0.7553997974842787,0.0022864924,-0.0017080584802897647,0.010400390625,106.005511200428,44.02842330932617,0.2,0.6959081292152405,1260
392.8076923076923,5,943,10240,10,-234.75961538461536,0.0003,-0.7648134341463446,0.008933522,-0.0017048519795935136,0.05107421875,86.06378609836102,22.681241989135742,0.2,0.8768361955881119,1270
384.741935483871,6,943,12288,13,-223.04677419354837,0.0003,-0.7514196341857314,0.0071476884,-0.0016021734951209509,0.03564453125,123.97003424763679,15.98151683807373,0.2,0.8737186044454575,1280
379.35135135135135,7,927,14336,15,-214.29864864864865,0.0003,-0.7307279951870441,0.009740085,-0.0037530538233113476,0.0939453125,48.73538464009762,20.723966598510742,0.2,0.9423594735562801,1290
389.9512195121951,8,916,16384,17,-209.4268292682927,0.0003,-0.6532986123114825,0.0060145073,-0.00422237130915164,0.047265625,57.21072082519531,15.228338241577148,0.2,0.9471851885318756,1300
390.7111111111111,9,913,18432,20,-207.1555555555556,0.0003,-0.7351025376468897,0.0153763,-0.0027154193536262027,0.106884765625,28.791952788084746,16.238130569458008,0.2,0.9748768471181393,1310
399.2857142857143,10,908,20480,22,-210.94285714285712,0.0003,-0.6419100125320256,0.0039903494,-0.0026814295109943488,0.05498046875,31.63793353885412,4.07418966293335,0.2,0.9762169886380434,1320
399.6607142857143,11,914,22528,24,-201.25446428571428,0.0003,-0.5250846674665809,0.0024617207,-0.0010175425850320607,0.01220703125,56.73127104192972,9.896134376525879,0.2,0.9705260135233402,1330
394.5,12,919,24576,26,-196.70322580645163,0.0003,-0.6889810547232628,0.006135841,-0.004551953039481305,0.090087890625,41.05651143193245,6.1501288414001465,0.2,0.9775844234973192,1340
386.9117647058824,13,922,26624,28,-195.72058823529412,0.0003,-0.6978717494755984,0.010284374,-0.004909822206536773,0.097216796875,52.97873135060072,19.225399017333984,0.2,0.9712236151099205,1350
378.7866666666667,14,921,28672,31,-188.936,0.0003,-0.694509026966989,0.0024105697,-0.0014955351580283605,0.021875,101.10338495522737,57.289100646972656,0.2,0.9532321766018867,1360
371.5853658536585,15,921,30720,33,-187.70487804878047,0.0003,-0.654669101908803,0.005126183,-0.003385197009629337,0.059619140625,44.56516391932964,26.27233123779297,0.2,0.9781374391168356,1370
363.0,16,928,32768,35,-184.09055555555557,0.0003,-0.7257215881720185,0.007364137,-0.004696113209502073,0.07265625,104.28907497525215,24.47317123413086,0.2,0.9348510876297951,1380
356.29896907216494,17,933,34816,37,-181.76958762886596,0.0003,-0.6068329633213579,0.009042691,-0.004959138692356646,0.089697265625,92.1373332798481,43.64881896972656,0.2,0.9601893424987793,1390
342.7,18,935,36864,39,-178.44400000000002,0.0003,-0.7176989618688822,0.009301123,-0.002566302391642239,0.088232421875,147.73973087072372,13.985820770263672,0.2,0.9222433418035507,1400
333.55,19,944,38912,41,-173.26700000000005,0.0003,-0.6895330909639596,0.0026472448,-0.0010479624666913877,0.032421875,158.14006394147873,129.6342315673828,0.2,0.9133401066064835,1410
326.16,20,946,40960,43,-174.18050000000002,0.0003,-0.6625375460833312,0.0067449925,-0.002365783217101125,0.0806640625,79.0343976676464,8.467476844787598,0.2,0.9516304135322571,1420
320.15,21,955,43008,45,-165.57949999999997,0.0003,-0.6930033352226019,0.009533632,-0.0008768871965003199,0.116259765625,42.376379172503945,30.267175674438477,0.2,0.9466472864151001,1430
317.25,22,953,45056,47,-166.46099999999998,0.0003,-0.6592278188094497,0.008245569,-0.004363948287209496,0.050048828125,259.3394359111786,62.8720817565918,0.2,0.862895131111145,1440
301.68,23,958,47104,49,-164.20399999999998,0.0003,-0.6919819839298725,0.00580638,-0.002105276915244758,0.06044921875,217.78284913897514,114.24401092529297,0.2,0.86263108253479,1450
280.0,24,964,49152,50,-157.59849999999997,0.0003,-0.6676074877381325,0.0069498643,-0.002781726312969113,0.058203125,160.16435705423356,71.27301788330078,0.2,0.9257271513342857,1460
271.57,25,968,51200,52,-161.6915,0.0003,-0.5907434502616524,0.0035715352,-0.0016601566203462426,0.012890625,151.92475392818451,64.94703674316406,0.2,0.9191452115774155,1470
276.51,26,967,53248,55,-163.4845,0.0003,-0.6896010218188167,0.0048228055,-0.0008815102555672638,0.028173828125,254.89371432065963,46.47303009033203,0.2,0.8078235387802124,1480
263.29,27,974,55296,56,-165.31,0.0003,-0.5692317907698452,0.006955607,-0.0009311354668170679,0.068310546875,89.25356991738082,3.3934922218322754,0.2,0.9529095366597176,1490
