rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/clip_range,train/explained_variance,train/n_updates
258.66,28,977,57344,58,-160.672,0.0003,-0.5757887873798608,0.0058181947,-0.0031692568212747575,0.061767578125,202.33803936243058,57.488441467285156,0.2,0.8533496558666229,1500
250.72,29,983,59392,60,-163.9815,0.0003,-0.6541533194482326,0.0067432234,-0.0020804624058655464,0.04326171875,162.05614572167397,76.22106170654297,0.2,0.890163317322731,1510
253.97,30,980,61440,62,-161.626,0.0003,-0.5739635130390525,0.0047830623,-0.003444781690632226,0.03505859375,160.95227001905442,109.52540588378906,0.2,0.9216386377811432,1520
256.14,31,980,63488,64,-158.561,0.0003,-0.4998349760659039,0.0049417033,-0.00235285951566766,0.05146484375,122.63868997395039,52.1181755065918,0.2,0.9215681478381157,1530
252.63,32,983,65536,66,-154.97450000000003,0.0003,-0.6075840795412659,0.004871507,-0.0012174854509794386,0.066796875,78.45627722144127,10.680215835571289,0.2,0.9644492119550705,1540
258.42,33,975,67584,69,-150.90099999999998,0.0003,-0.5956939144060016,0.0068304474,-0.0020647617588110735,0.10517578125,128.05493111908436,53.0406379699707,0.2,0.9317379519343376,1550
261.07,34,973,69632,71,-153.4125,0.0003,-0.5150754198431968,0.004093197,-0.0007566698099253699,0.0935546875,51.7441247291863,7.961400032043457,0.2,0.964563250541687,1560
253.31,35,970,71680,73,-152.68899999999996,0.0003,-0.5555571569129825,0.0038823213,-0.0011829079739982262,0.0275390625,111.913488727808,30.782512664794922,0.2,0.9444223940372467,1570
256.01,36,976,73728,75,-152.43099999999995,0.0003,-0.6195711897686124,0.008400418,-0.002373073515627766,0.0724609375,88.17317069023848,34.52775192260742,0.2,0.9470148719847202,1580
252.49,37,978,75776,77,-153.884,0.0003,-0.556466338224709,0.0030142514,-0.0022526882145029957,0.03984375,155.3445499420166,48.47309112548828,0.2,0.9234519228339195,1590
257.51,38,979,77824,79,-146.548,0.0003,-0.6134043604135513,0.005813152,-0.0026941679243464023,0.0712890625,102.6992110311985,32.30313491821289,0.2,0.9231668189167976,1600
255.54,39,979,79872,81,-140.733,0.0003,-0.49332901630550624,0.0028608954,-0.0008434886243776418,0.023876953125,182.37383093237878,13.138408660888672,0.2,0.85185606777668,1610
256.08,40,984,81920,83,-141.273,0.0003,-0.6082677893340588,0.018271707,-0.0016989262556307949,0.092578125,134.65665649175645,65.02558135986328,0.2,0.9355172514915466,1620
261.6,41,988,83968,84,-139.97050000000002,0.0003,-0.5849472901783883,0.0029062533,-0.0028601476558833385,0.04228515625,244.58349044322966,74.64019012451172,0.2,0.831085205078125,1630
253.59,42,990,86016,86,-138.87650000000002,0.0003,-0.6051540261134505,0.005665035,-0.0019237041487940587,0.069970703125,167.48136323094369,28.53387451171875,0.2,0.8907738775014877,1640
255.53,43,994,88064,88,-143.35000000000002,0.0003,-0.6154305372387171,0.005846585,-0.0010902013549639379,0.07880859375,189.4888485610485,16.43350601196289,0.2,0.8865791633725166,1650
251.54,44,997,90112,90,-140.125,0.0003,-0.60928815882653,0.008152658,-0.0028249608461919707,0.067138671875,90.74632186889649,25.196287155151367,0.2,0.9288446828722954,1660
250.91,45,995,92160,92,-142.38899999999998,0.0003,-0.5289090533740819,0.004166861,-0.0018794999181409367,0.0669921875,92.99072726368904,36.16844940185547,0.2,0.9538159258663654,1670
244.19,46,997,94208,94,-140.6525,0.0003,-0.5825146201066673,0.009095163,-0.0007624170350027271,0.119970703125,80.78512090146542,15.044005393981934,0.2,0.9356805980205536,1680
244.48,47,999,96256,96,-141.08450000000002,0.0003,-0.5776381998322904,0.0041395165,-0.0022751364507712425,0.03330078125,94.73383947014808,37.298892974853516,0.2,0.9534627683460712,1690
244.29,48,1002,98304,98,-140.86700000000002,0.0003,-0.6283735783770681,0.0116674695,-0.003193480579648167,0.107958984375,35.20893823131919,7.394394397735596,0.2,0.968334473669529,1700
250.64,49,1005,100352,99,-139.24599999999998,0.0003,-0.4969831766560674,0.0050967876,-0.0006795025976316538,0.048974609375,119.69453412890434,43.256622314453125,0.2,0.933117464184761,1710
