time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/clip_range,train/loss,train/n_updates,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/learning_rate,train/entropy_loss,train/std
42,13,-19.19254135897436,628,663.3846153846154,26624,0.2,71.91641998291016,1350,0.009177433,0.08935546875,-0.009924358172429492,0.563264399766922,197.8627342045307,0.0003,-1.2368302807211875,0.4523658752441406
44,14,-17.515947022727275,640,642.5227272727273,28672,0.2,2.252958059310913,1360,0.006971933,0.08701171875,-0.002190933701058384,0.7229828238487244,71.50704997070133,0.0003,-1.2352457225322724,0.4517914354801178
47,15,-14.662912319148939,642,645.4468085106383,30720,0.2,87.4420166015625,1370,0.006174024,0.085009765625,-0.0070753933388914446,0.5664136707782745,208.90901844501496,0.0003,-1.2293812856078148,0.45099538564682007
51,16,-11.593874705882357,638,638.9803921568628,32768,0.2,29.97228240966797,1380,0.0042335475,0.073974609375,-0.0013517800420231652,0.5807326436042786,106.06944365426898,0.0003,-1.2266811210662127,0.45021185278892517
53,17,-5.558312263157896,645,609.280701754386,34816,0.2,122.28095245361328,1390,0.00605501,0.042626953125,-0.001345448265419691,0.5744780004024506,137.82950934767723,0.0003,-1.218721917644143,0.4464952349662781
57,18,-6.566286250000002,641,611.55,36864,0.2,37.095699310302734,1400,0.008953795,0.080908203125,-0.00331495508653461,0.6457709670066833,174.3266113102436,0.0003,-1.2059772465378047,0.44487833976745605
60,19,-6.496170096774194,642,612.7096774193549,38912,0.2,70.17496490478516,1410,0.0071271313,0.07607421875,-0.003910485099913786,0.5799855589866638,123.29803905934095,0.0003,-1.201819157600403,0.44559964537620544
63,20,-7.4291007575757595,648,615.9848484848485,40960,0.2,3.000939130783081,1420,0.009468533,0.13857421875,0.001793378117145039,0.6394339799880981,60.069377506151795,0.0003,-1.194178481772542,0.4397006332874298
67,21,-12.164208521739132,638,621.1159420289855,43008,0.2,52.134281158447266,1430,0.0075465133,0.084814453125,-0.004485688959539403,0.5572693645954132,170.59120481014253,0.0003,-1.1748591862618922,0.43838655948638916
70,22,-12.444858175675677,641,608.1891891891892,45056,0.2,4.8965678215026855,1440,0.008240376,0.0884765625,-0.0026017984258942307,0.7918415069580078,64.98307356834411,0.0003,-1.1734118096530437,0.43933355808258057
73,23,-10.997323653846156,639,601.525641025641,47104,0.2,52.25556945800781,1450,0.004843697,0.0537109375,-0.003225719960391871,0.6301591992378235,226.5818162024021,0.0003,-1.17576167806983,0.4397677779197693
77,24,-10.48793748192771,637,590.722891566265,49152,0.2,14.790229797363281,1460,0.005875306,0.050390625,-0.001587512477999553,0.6098843812942505,113.40495189577341,0.0003,-1.1749144852161408,0.43966662883758545
79,25,-13.071244781609195,640,582.9885057471264,51200,0.2,45.39888000488281,1470,0.0075941086,0.071142578125,-0.005968348709575366,0.5321555137634277,172.23078458607196,0.0003,-1.168783985450864,0.4385330080986023
