time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/entropy_loss,train/value_loss,train/loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates
27,18,36864,-128.34514938,1329,169.82,-1.1372581280767917,455.1147237300873,526.9064331054688,0.00048828125,0.07375514507293701,-0.00266086731935502,0.0020212105,0.2,0.0003,170
29,19,38912,-127.02391059000001,1327,173.81,-1.1323350809514523,596.7910536289215,627.6541137695312,0.0009765625,0.2537761926651001,-0.0029340100263652857,0.0032695984,0.2,0.0003,180
30,20,40960,-125.34726226000001,1324,174.82,-1.1379636697471143,416.07622399330137,260.7001953125,0.012548828125,0.3868677616119385,-0.0042500535841099914,0.006209403,0.2,0.0003,190
32,21,43008,-125.56258042000002,1316,175.67,-1.0924326673150062,348.1082644701004,103.803955078125,0.15908203125,0.3862643837928772,-0.011496543609246146,0.015486985,0.2,0.0003,200
34,22,45056,-126.84801824,1289,187.57,-1.0675848886370658,297.4511378288269,163.66925048828125,0.0505859375,0.5455563068389893,-0.006906168638670352,0.008734878,0.2,0.0003,210
38,23,47104,-123.94801493000001,1235,199.78,-1.1456411186605693,328.1079231739044,76.25691986083984,0.03037109375,0.5400453507900238,-0.005227541892963927,0.006500546,0.2,0.0003,220
41,24,49152,-120.90225463000003,1192,211.51,-1.1658817559480668,298.4510640621185,160.5554656982422,0.044091796875,0.27195870876312256,-0.0043392049374233466,0.008984119,0.2,0.0003,230
43,25,51200,-119.46120207,1180,223.73,-1.1276110239326953,244.9671783924103,75.10813903808594,0.0693359375,0.5523344874382019,-0.007802838717179838,0.011133015,0.2,0.0003,240
45,26,53248,-117.57773562999999,1169,229.41,-1.1292817909270525,446.18332998752595,140.31982421875,0.081640625,0.24198955297470093,-0.006462093225127319,0.009935307,0.2,0.0003,250
48,27,55296,-115.96199695,1149,245.17,-1.0929236140102148,350.29900925159455,223.8707275390625,0.018310546875,0.3505887985229492,-0.004628189322829712,0.0052451086,0.2,0.0003,260
50,28,57344,-115.7854251,1145,253.64,-1.1107889611274004,181.24091086387634,303.1246032714844,0.038818359375,0.6185836493968964,-0.006682219446520321,0.004767133,0.2,0.0003,270
