time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/entropy_loss,train/value_loss,train/loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates
52,29,59392,-115.51316523000001,1128,268.98,-1.0648212376981974,256.80293531417846,62.437076568603516,0.03037109375,0.4479573369026184,-0.004957600267516682,0.0072856196,0.2,0.0003,280
54,30,61440,-110.45261949999998,1131,274.63,-1.169186157733202,166.26254359483718,48.04154968261719,0.05927734375,0.6165891289710999,-0.007351741453021532,0.009115333,0.2,0.0003,290
56,31,63488,-108.22000355,1121,283.69,-1.0067587582394482,245.92917454242706,64.08644104003906,0.037744140625,0.5185612440109253,-0.00833405235898681,0.0051083444,0.2,0.0003,300
58,32,65536,-110.62942972,1120,290.19,-1.0775354608893395,279.32788813114166,106.61063385009766,0.011962890625,0.5917552411556244,-0.004190702905907529,0.004185804,0.2,0.0003,310
62,33,67584,-107.23650622000001,1086,306.84,-0.9823535554111004,231.24619975090027,94.97493743896484,0.044189453125,0.7039065957069397,-0.004886723202798748,0.0063735275,0.2,0.0003,320
64,34,69632,-104.17544335000002,1073,321.38,-0.8837809514254331,81.48460529446602,30.802404403686523,0.053173828125,0.8856716305017471,-0.004118514998117462,0.008971342,0.2,0.0003,330
67,35,71680,-106.55930597000001,1058,335.91,-0.9494023252278566,90.43684257268906,53.1248664855957,0.041357421875,0.8753034323453903,-0.0044684949054499155,0.005554483,0.2,0.0003,340
70,36,73728,-103.48040085000001,1044,346.03,-1.0967130076140166,158.7725291132927,32.148399353027344,0.1029296875,0.7221431732177734,-0.008228836764465087,0.0091324765,0.2,0.0003,350
73,37,75776,-101.34876782,1033,364.15,-1.023646056652069,114.21708093285561,35.79240417480469,0.068408203125,0.7329972684383392,-0.006443598624173319,0.009463155,0.2,0.0003,360
76,38,77824,-96.61330186,1018,381.02,-0.8617211569100618,159.50065068006515,72.5546646118164,0.084765625,0.768810972571373,-0.005419489865016658,0.011372257,0.2,0.0003,370
78,39,79872,-93.50381332,1011,396.64,-0.9314749520272017,185.5606106519699,40.84376525878906,0.0529296875,0.73952516913414,-0.005232920129128615,0.0061930288,0.2,0.0003,380
82,40,81920,-92.09576352000002,995,406.35,-0.888034631870687,184.36914964318277,204.26483154296875,0.02294921875,0.7159474492073059,-0.0029393232660368087,0.0036725835,0.2,0.0003,390
84,41,83968,-86.56935994,988,422.68,-1.0065411748364568,114.08795622587203,20.11275291442871,0.108642578125,0.6844093203544617,-0.006140735308872536,0.011519084,0.2,0.0003,400
87,42,86016,-84.95945562999998,985,429.82,-0.9066238367930055,127.54704675078392,39.717838287353516,0.08349609375,0.7231575548648834,-0.006321300045237876,0.014201229,0.2,0.0003,410
89,43,88064,-79.87403598,979,442.15,-0.9532126249745488,189.3346496999264,24.067066192626953,0.08046875,0.6676520705223083,-0.006193983728007879,0.0054730317,0.2,0.0003,420
92,44,90112,-72.57109003000001,974,446.18,-0.8947521021589637,244.8581711769104,175.91575622558594,0.059375,0.6032233536243439,-0.005046524609497283,0.008209858,0.2,0.0003,430
95,45,92160,-68.57353431000001,966,451.08,-0.8886286415159702,223.06385769844056,41.225040435791016,0.08466796875,0.6784734427928925,-0.005346733312035212,0.008467123,0.2,0.0003,440
97,46,94208,-69.59857461,964,462.81,-0.8370802227407694,240.17972747087478,223.802734375,0.026025390625,0.6300481557846069,-0.0027972960262559353,0.0036520744,0.2,0.0003,450
100,47,96256,-66.06661287,953,478.49,-0.8250707296654582,123.64160934090614,23.215438842773438,0.106982421875,0.760804757475853,-0.007636808548704721,0.010655357,0.2,0.0003,460
103,48,98304,-57.793542660000014,948,477.19,-0.7833726927638054,35.91476490944624,6.785015106201172,0.10859375,0.8944059610366821,-0.0060652278240013405,0.008277534,0.2,0.0003,470
106,49,100352,-52.21482202,942,488.17,-0.7366673722863197,187.31716132164001,21.354808807373047,0.04345703125,0.5833079218864441,-0.0011594615101785167,0.003658927,0.2,0.0003,480
109,50,102400,-52.94138535,933,494.25,-0.8492485729977488,179.64175060391426,100.70260620117188,0.040234375,0.6139139235019684,-0.002962909173947992,0.0035160054,0.2,0.0003,490
113,51,104448,-53.03371456,920,502.51,-0.7908257100731134,103.75741026997567,13.106267929077148,0.05068359375,0.7750278115272522,-0.004080123454332352,0.0031273842,0.2,0.0003,500
116,52,106496,-48.296792839999995,910,513.79,-0.8209715927019715,78.97093684077262,22.04652976989746,0.065185546875,0.8028386682271957,-0.0045162595706642605,0.010699604,0.2,0.0003,510
120,53,108544,-47.900023180000005,900,529.67,-0.6855524253100157,82.6804939031601,8.926909446716309,0.126953125,0.888421855866909,-0.005110058167701936,0.011226753,0.2,0.0003,520
125,54,110592,-43.91610116000001,883,541.68,-0.7224424347281456,46.47758067548275,4.227651596069336,0.1119140625,0.892826072871685,-0.005649508788337698,0.016655128,0.2,0.0003,530
128,55,112640,-40.34694862999999,877,551.46,-0.9265576066449285,71.36840372532606,24.613582611083984,0.068408203125,0.870009571313858,-0.0030913797418179456,0.008610409,0.2,0.0003,540
