rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/clip_range,train/learning_rate,train/n_updates,train/loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/value_loss
906.4827586206897,-145.9206896551724,42,631,13,26624,0.2,0.0003,1350,0.12017513066530228,0.9741509053856134,0.10966796875,0.009829575,-0.8753330819308758,-0.0036844872694928197,0.7965443593682722
912.516129032258,-148.28870967741935,46,620,14,28672,0.2,0.0003,1360,4.283607482910156,-0.22077560424804688,0.046923828125,0.0053415727,-0.7656254986301064,-0.0008452503207081463,39.40175140118227
917.8181818181819,-150.2651515151515,50,612,15,30720,0.2,0.0003,1370,0.1455850452184677,0.8992225453257561,0.044384765625,0.0035671615,-0.8291585296392441,0.000635532096202951,0.32741963043808936
910.6285714285714,-146.34885714285716,53,613,16,32768,0.2,0.0003,1380,0.1280750185251236,0.8115068227052689,0.070361328125,0.0048765102,-0.8765240045264363,-0.0024376208268222397,0.24997139228507875
913.2894736842105,-150.76236842105263,56,611,17,34816,0.2,0.0003,1390,0.7629036903381348,0.1819738745689392,0.009716796875,0.0024002197,-0.7492651941254735,-0.0007314267168112565,40.469109520455824
917.625,-152.11624999999998,60,606,18,36864,0.2,0.0003,1400,33.56288528442383,0.04489976167678833,0.038525390625,0.00450363,-0.8504040881991386,-0.0024528758905944413,28.066016309987752
921.547619047619,-153.32261904761904,64,607,19,38912,0.2,0.0003,1410,0.030162617564201355,0.8833810985088348,0.1068359375,0.0076599177,-0.8914789689704776,-0.005527080179308541,0.18445891548180954
925.1136363636364,-154.50522727272727,67,608,20,40960,0.2,0.0003,1420,0.008390050381422043,0.9428609274327755,0.105322265625,0.009606453,-0.9340074403211475,-0.007658863709366415,0.0474325041170232
902.531914893617,-157.71297872340426,70,613,21,43008,0.2,0.0003,1430,0.024791274219751358,0.9541957080364227,0.1033203125,0.007012239,-0.864516519755125,-0.006340921318042092,0.17150558590656145
900.3469387755102,-155.2838775510204,73,614,22,45056,0.2,0.0003,1440,3.6703057289123535,0.3662371039390564,0.005078125,0.0020855542,-0.7670110270380974,-0.0011591134600166697,44.0415077842772
