rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl
-20.9057106,708,231,163840,850.64,80,-0.8820886500179768,0.8291838318109512,790,18.69610595703125,34.77798290625215,0.08046875,0.2,0.0003,-0.002480492967151804,0.0055555925
-19.686702529999994,703,235,165888,858.11,81,-0.8153693987056613,0.7992376685142517,800,54.977813720703125,49.045126263052225,0.050244140625,0.2,0.0003,-0.00022843292717880103,0.004855157
-21.030394069999996,703,238,167936,857.99,82,-0.8863263176754117,0.7337459623813629,810,11.508203506469727,42.667072946578266,0.07509765625,0.2,0.0003,-0.009781340593326604,0.011047003
-15.228178799999997,698,243,169984,866.41,83,-0.7725667057558894,0.5600290894508362,820,44.25154495239258,105.62144448012114,0.031103515625,0.2,0.0003,-0.0013569643735536375,0.0038944548
-16.46522906,698,246,172032,872.12,84,-0.7172264605760574,0.5644631385803223,830,116.65033721923828,147.9513579785824,0.035888671875,0.2,0.0003,-0.003906518969051831,0.00410896
-14.41123191,697,249,174080,876.23,85,-0.8652365418151021,0.7517698258161545,840,16.18807029724121,41.00024064704776,0.1052734375,0.2,0.0003,-0.003918163259368157,0.011697323
-15.680569669999997,696,252,176128,880.73,86,-0.823385882936418,0.6294923424720764,850,18.747648239135742,108.48663367927074,0.0990234375,0.2,0.0003,-0.0007691991893807426,0.011005957
-13.222419209999998,697,255,178176,878.4,87,-0.8040063213557005,0.6586935818195343,860,148.89537048339844,54.87197223156691,0.081103515625,0.2,0.0003,-0.006000700852018781,0.00722718
-12.910723400000002,695,259,180224,885.66,88,-0.8084332471713424,0.806997537612915,870,51.396236419677734,52.441444507986304,0.124951171875,0.2,0.0003,-0.004829285085361334,0.011326838
-13.478891079999999,693,262,182272,885.66,89,-0.8400030191987753,0.7807203233242035,880,339.1802978515625,33.45093405768275,0.11455078125,0.2,0.0003,-0.0036766198158147746,0.0087118875
-12.24906533,688,267,184320,885.23,90,-0.8641281249001622,0.7917146384716034,890,1.8341100215911865,33.502033529430626,0.089453125,0.2,0.0003,-0.0038377782300813125,0.00797428
-12.56937222,688,270,186368,879.01,91,-0.7548457255586982,0.5775289833545685,900,7.239276885986328,95.58077230006457,0.039013671875,0.2,0.0003,-0.00044951055424462537,0.0025503668
-10.849629109999999,686,274,188416,882.02,92,-0.7891310622915626,0.6265927255153656,910,16.497995376586914,78.43856852017343,0.03203125,0.2,0.0003,-0.0008720006728253793,0.0053594913
-12.380283109999999,685,277,190464,881.35,93,-0.7012803396210074,0.639922708272934,920,20.64327621459961,69.824710701406,0.062548828125,0.2,0.0003,-0.0011783240384829695,0.0041654636
-7.75329365,684,281,192512,881.38,94,-0.8286633677780628,0.7687873095273972,930,5.7559614181518555,54.9229817867279,0.0447265625,0.2,0.0003,-0.002749542234960245,0.0038836421
