rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/clip_fraction,train/learning_rate,train/n_updates
440.04,30,851,72,-89.27125663000001,61440,0.2,0.5300754904747009,6.703903675079346,0.007595081,-0.007371346955915214,-1.0495332023128867,39.79778211712837,0.076904296875,0.0003,290
459.89,31,844,75,-87.08260474000001,63488,0.2,0.5764775276184082,6.660294532775879,0.007924434,-0.008650440360361245,-1.0355435637757182,23.77916801124811,0.12421875,0.0003,300
477.82,32,820,79,-83.54260494,65536,0.2,0.5693103969097137,22.60533332824707,0.004158348,-0.003936915093800053,-1.0517800018191337,119.7904943048954,0.039990234375,0.0003,310
488.31,33,814,82,-82.48957236,67584,0.2,0.6798421740531921,5.384756088256836,0.008419387,-0.004184761856595287,-0.9796659972518682,36.810152345895766,0.114990234375,0.0003,320
512.04,34,801,86,-76.93984719000001,69632,0.2,0.3638176918029785,56.809120178222656,0.0071147643,-0.0007347511469561141,-0.9746352797374129,100.38123178184033,0.052294921875,0.0003,330
528.27,35,798,89,-75.64629088000001,71680,0.2,0.8300235271453857,7.223386764526367,0.010459259,-0.006269203127158107,-0.9781076801940799,59.5004440382123,0.091650390625,0.0003,340
544.6,36,798,92,-73.0767249,73728,0.2,0.2667696475982666,10.094141006469727,0.014528373,-0.004703807029000018,-1.0141761245205998,85.55202625393868,0.105078125,0.0003,350
557.28,37,794,95,-69.97564437000001,75776,0.2,0.6347830295562744,7.426858901977539,0.0069332127,-0.002717899824347114,-0.9999968832358718,115.94479318857194,0.055615234375,0.0003,360
571.34,38,791,98,-68.67634502000001,77824,0.2,0.44414985179901123,20.68996238708496,0.0064371806,-0.0035732197327888572,-0.824211104772985,78.93467067480087,0.05126953125,0.0003,370
578.87,39,777,102,-66.64788434,79872,0.2,0.8939009681344032,16.97447967529297,0.008429358,-0.0068016750505194064,-0.9486439470201731,44.551632611453535,0.06123046875,0.0003,380
593.25,40,775,105,-66.20423101,81920,0.2,0.9185686483979225,5.0991106033325195,0.004489644,-0.005384606019651983,-1.0173626458272338,27.924082717299463,0.09931640625,0.0003,390
609.72,41,775,108,-63.15701716,83968,0.2,0.6924664378166199,3.229541540145874,0.0057613766,-0.004816651197324972,-0.9659466708078981,72.49900723844766,0.053271484375,0.0003,400
626.43,42,772,111,-61.18322929000001,86016,0.2,0.7543456107378006,56.24702453613281,0.0053104553,-0.0020162863314908464,-0.9810634929686785,93.27851024717093,0.038232421875,0.0003,410
640.8,43,769,114,-59.669514510000006,88064,0.2,0.950453694909811,4.593870162963867,0.0064857667,-0.005396894126897677,-0.9057599442079663,22.723177863657476,0.070751953125,0.0003,420
656.85,44,767,117,-56.51065965000001,90112,0.2,0.721858948469162,13.644803047180176,0.0070125544,-0.004193931851295929,-0.9443165035918355,77.627799500525,0.051171875,0.0003,430
672.98,45,761,120,-55.054950820000016,92160,0.2,0.8729055374860764,3.253821849822998,0.009764451,-0.0038615513680269943,-0.9661594005301595,32.57471504509449,0.076171875,0.0003,440
689.44,46,757,124,-52.19253284000001,94208,0.2,0.9277342781424522,2.221468448638916,0.0078719985,-0.004448728404531721,-0.9767814358696342,18.66747315376997,0.067529296875,0.0003,450
706.31,47,756,127,-48.68621212,96256,0.2,0.8046479672193527,1.5338375568389893,0.006138485,-0.005241233816195745,-0.9867822714149952,42.41537764891982,0.037646484375,0.0003,460
712.73,48,752,130,-48.07974167999999,98304,0.2,0.8502407670021057,247.4323272705078,0.00869091,-0.004247355701954803,-1.0201260486617685,32.00492537841201,0.073486328125,0.0003,470
733.4,49,749,133,-44.70733622999999,100352,0.2,0.8509292751550674,3.181318759918213,0.006740204,-0.0068319020923809145,-1.0348449820652603,32.39073430523276,0.10166015625,0.0003,480
748.8,50,737,138,-40.73173576,102400,0.2,0.6131924092769623,97.2723159790039,0.0044048624,-0.0010386818343249616,-0.9238736229017377,76.38047621399164,0.01943359375,0.0003,490
757.3,51,737,141,-40.37003156,104448,0.2,0.8384144157171249,1.7689934968948364,0.008956966,-0.006149035030102823,-0.935807366296649,33.124332600459454,0.10927734375,0.0003,500
768.2,52,729,145,-38.014566609999996,106496,0.2,0.862295925617218,1.868584394454956,0.005074621,-0.0030876221746439112,-0.9468225324526429,30.070633732527494,0.06328125,0.0003,510
782.89,53,724,149,-37.75676873,108544,0.2,0.8566182553768158,1.8830167055130005,0.013970645,-0.006680735219561029,-0.8560437235981226,25.40939938016236,0.1234375,0.0003,520
796.31,54,720,153,-34.25067399,110592,0.2,0.6969095468521118,3.8016932010650635,0.004871982,-0.0038021630971343257,-0.8674888065084815,57.29585556462407,0.043505859375,0.0003,530
810.96,55,714,157,-33.671451420000004,112640,0.2,0.8040791451931,2.871246814727783,0.004972223,-0.003348423143324908,-0.9211835520341992,44.521434941887854,0.034619140625,0.0003,540
825.42,56,707,162,-29.1519562,114688,0.2,0.7468208968639374,48.09512710571289,0.0032802396,-0.003915597575542051,-0.8979940533638,63.38468007445336,0.032763671875,0.0003,550
837.22,57,704,165,-30.08301844,116736,0.2,0.8813429102301598,1.7669260501861572,0.006573493,-0.0029035525520157536,-0.8836375333368778,23.445356560498475,0.057861328125,0.0003,560
847.29,58,695,170,-27.170140979999996,118784,0.2,0.8357564061880112,138.9178924560547,0.0030356934,-0.0014606756194552872,-0.8921420849859715,62.162572696805,0.01689453125,0.0003,570
869.06,59,692,174,-23.351812439999993,120832,0.2,0.9203183874487877,5.021909236907959,0.007333223,-0.0023309354182856623,-0.9586942682042718,14.487255066633224,0.058056640625,0.0003,580
874.18,60,692,177,-21.75704405,122880,0.2,0.7007584273815155,2.510289192199707,0.0046676747,-0.0024104102049022913,-0.9741649946197868,45.13253958374262,0.05625,0.0003,590
886.84,61,691,180,-19.124825629999997,124928,0.2,0.7059369087219238,14.422672271728516,0.005559227,-0.0021268903132295237,-0.9093707431107759,40.2690330080688,0.072607421875,0.0003,600
902.61,62,689,184,-15.900887729999999,126976,0.2,0.7923742085695267,8.644587516784668,0.0065693744,-0.004171794728608802,-0.9060201488435269,27.30650154799223,0.073046875,0.0003,610
917.75,63,688,187,-13.62029465,129024,0.2,0.8596139997243881,2.0805516242980957,0.005401923,-0.0029325480543775486,-0.9170199017971754,24.24732732735574,0.05654296875,0.0003,620
932.33,64,686,191,-11.721219910000002,131072,0.2,0.8646768629550934,102.99554443359375,0.004837614,-0.0060107214201707395,-0.949402641505003,19.60098782591522,0.077392578125,0.0003,630
932.33,65,682,194,-12.002365090000003,133120,0.2,0.8822705447673798,81.30919647216797,0.0077585382,-0.0089791517923004,-0.9816746354103089,18.016944154724477,0.105615234375,0.0003,640
939.49,66,681,198,-10.57007282,135168,0.2,0.7795600146055222,1.1341345310211182,0.0060651856,-0.0027141719256178476,-0.9172243606299162,38.27546927779913,0.058837890625,0.0003,650
943.53,67,677,202,-8.90381929,137216,0.2,0.8984632566571236,3.746356248855591,0.00484882,-0.0017974575057451148,-0.8947911929339171,23.39628555625677,0.051806640625,0.0003,660
937.82,68,676,205,-8.12696113,139264,0.2,0.7107049226760864,5.492461681365967,0.004050372,-0.0033291703490249346,-0.9413276873528957,48.954584126546976,0.052294921875,0.0003,670
937.82,69,675,209,-7.76075689,141312,0.2,0.7075381577014923,4.298572540283203,0.0032802203,-0.002063904066744726,-0.8068005982786417,63.78141368851065,0.049951171875,0.0003,680
937.82,70,673,212,-7.007914979999999,143360,0.2,0.6299837529659271,9.294327735900879,0.0036852583,-0.0017067225671780761,-0.8655991585925221,52.438221003487705,0.02978515625,0.0003,690
937.82,71,671,216,-7.393055029999998,145408,0.2,0.7557885348796844,1.4273207187652588,0.008188368,-0.003325848365057027,-0.9297071933746338,30.859661780670287,0.08837890625,0.0003,700
937.82,72,668,220,-7.393557249999999,147456,0.2,0.7250559031963348,1.0532386302947998,0.0074406345,-0.002624830446438864,-0.8929726170375943,32.942120608687404,0.08837890625,0.0003,710
939.91,73,666,224,-7.275174379999999,149504,0.2,0.8323535472154617,5.79617166519165,0.0066071292,-0.0008880868568667211,-0.8275567961856722,24.452005687728523,0.046484375,0.0003,720
939.91,74,663,228,-7.402948159999999,151552,0.2,0.7700964659452438,1.533677339553833,0.012774476,-0.004298356712388341,-0.9023342611268163,24.89402943998575,0.096923828125,0.0003,730
939.91,75,663,231,-8.001146050000001,153600,0.2,0.7289947271347046,127.60363006591797,0.005395277,-0.0039322563854511825,-0.9276723954826593,25.535863176733255,0.07978515625,0.0003,740
939.91,76,661,235,-7.10908096,155648,0.2,0.8072043657302856,1.1735178232192993,0.0054372037,-0.005861440526496153,-0.8513885006308556,22.266388764232396,0.054296875,0.0003,750
943.12,77,658,239,-5.4080218,157696,0.2,0.618199348449707,2.247063398361206,0.005467438,-0.0031058862805366516,-0.8320263607427478,49.03611421212554,0.069140625,0.0003,760
946.07,78,653,244,-5.84569712,159744,0.2,0.7979640960693359,0.9606993794441223,0.007280083,-0.003955459994904232,-0.8549959475174547,19.853787037730218,0.084375,0.0003,770
949.17,79,653,247,-6.540268809999999,161792,0.2,0.6907646656036377,0.9032909274101257,0.0069211805,-0.005115270939859329,-0.8521333755925298,26.34240643568337,0.087890625,0.0003,780
951.55,80,652,251,-5.2827859099999985,163840,0.2,0.6017743945121765,3.0751004219055176,0.011217022,-0.0020892592969175895,-0.8581113044172526,80.48008777536452,0.08134765625,0.0003,790
952.74,81,646,256,-6.152555509999998,165888,0.2,0.7517404407262802,1.760603904724121,0.0040900637,-0.0010569908277830108,-0.8730778088793159,28.81006902307272,0.043310546875,0.0003,800
954.8,82,644,260,-6.2806713,167936,0.2,0.7817782014608383,0.8251866102218628,0.0063743973,-0.00022939195769140498,-0.8574900738894939,36.65669344477355,0.06943359375,0.0003,810
958.44,83,646,263,-5.70019477,169984,0.2,0.62112957239151,51.206329345703125,0.006657697,-0.0019727513354155235,-0.8359318615868687,68.40428436324001,0.0529296875,0.0003,820
956.55,84,647,265,-7.242016280000001,172032,0.2,0.8523409068584442,1.6654831171035767,0.010412114,-0.006160584469762398,-0.8175384312868118,33.48969836011529,0.093408203125,0.0003,830
959.52,85,646,269,-5.755315390000001,174080,0.2,0.33551615476608276,89.25871276855469,0.0027100174,-0.0004974192612280604,-0.8095533208921551,135.94592548906803,0.010888671875,0.0003,840
959.52,86,648,271,-6.08728025,176128,0.2,0.8635611534118652,1.3826779127120972,0.0052418634,-0.00023161815042840316,-0.823520071990788,29.13978784121573,0.045947265625,0.0003,850
962.01,87,646,275,-3.7171807000000014,178176,0.2,0.9114958122372627,2.2197186946868896,0.0063509177,-0.0013845181558281184,-0.8594755088910461,19.839311964809895,0.0767578125,0.0003,860
966.26,88,648,278,-3.15809666,180224,0.2,0.8196199834346771,257.0047607421875,0.007210195,-0.002392578219587449,-0.8201528243720532,28.800374772399664,0.0869140625,0.0003,870
968.47,89,646,282,0.01094129999999936,182272,0.2,0.8977595344185829,1.4822884798049927,0.008494201,-0.0033717856713337824,-0.8669762868434191,18.09214867129922,0.10908203125,0.0003,880
968.47,90,644,285,-1.8211837100000003,184320,0.2,0.48925381898880005,3.3975653648376465,0.0067149326,-0.002122486601001583,-0.8277372183278203,71.76173457093537,0.064208984375,0.0003,890
966.19,91,642,290,-1.0626844200000007,186368,0.2,0.7573632448911667,0.5978390574455261,0.004340523,-0.003052729304181412,-0.7879522582516074,26.367578725889324,0.073779296875,0.0003,900
964.42,92,642,293,-0.8590897800000001,188416,0.2,0.6091173589229584,1.7486333847045898,0.005224348,-0.0019820984423859047,-0.7953010726720094,96.87326998859643,0.0732421875,0.0003,910
964.42,93,639,297,-0.029772389999999725,190464,0.2,0.5204941630363464,98.90219116210938,0.0048958156,-0.0017794375016819686,-0.7758929619565607,45.611627883464095,0.047265625,0.0003,920
961.79,94,638,301,0.31886035000000035,192512,0.2,0.7273636758327484,3.3210203647613525,0.007353695,-0.0038933532472583466,-0.8507842181250453,37.36956127546728,0.082177734375,0.0003,930
955.04,95,639,304,-1.85866767,194560,0.2,0.5897187888622284,7.42691707611084,0.0043530953,1.8180911501985976e-05,-0.7236897988244891,59.48409109488129,0.049267578125,0.0003,940
955.21,96,640,307,-3.9757951700000005,196608,0.2,0.4697949290275574,4.674084186553955,0.004121403,-0.0015991777705494314,-0.8392333442345261,106.65517492592335,0.033203125,0.0003,950
950.97,97,641,309,-4.31102708,198656,0.2,0.8109111040830612,30.49383544921875,0.00285542,-0.0010308548662578687,-0.7687265710905195,83.18347200676799,0.015185546875,0.0003,960
945.79,98,638,314,-4.5667288,200704,0.2,0.5665644407272339,145.24002075195312,0.0056839297,-0.0016780119331087917,-0.8017284616827964,121.01601556167006,0.0390625,0.0003,970
944.6,99,636,318,-4.7749847800000005,202752,0.2,0.48664289712905884,12.231888771057129,0.0058131902,-0.002007694193162024,-0.8050868017598987,72.21681340783834,0.063037109375,0.0003,980
941.75,100,637,321,-6.379697580000001,204800,0.2,0.8352356553077698,2.6639020442962646,0.0069419714,-0.00024293794158438686,-0.7900652701035142,85.94099411256612,0.056982421875,0.0003,990
940.63,101,634,325,-4.179639070000002,206848,0.2,0.8984925523400307,26.825166702270508,0.0051429924,-0.0009478334737650585,-0.7361228764057159,53.307699067890645,0.050146484375,0.0003,1000
937.99,102,635,328,-1.8427823200000006,208896,0.2,0.6567334234714508,2.1700501441955566,0.0028733318,-0.0012561215855384944,-0.7840944733470678,86.17015176676213,0.03984375,0.0003,1010
933.98,103,636,331,-1.5902507000000008,210944,0.2,0.5448190867900848,50.90162658691406,0.005864461,-0.0011074783753429074,-0.7444232001900672,159.3586081877351,0.074267578125,0.0003,1020
928.94,104,636,334,-4.337994419999999,212992,0.2,0.7839198708534241,101.064453125,0.01047717,0.0007054357061861083,-0.8354590304195881,50.97543458864093,0.0943359375,0.0003,1030
923.33,105,636,337,-1.7443589599999996,215040,0.2,0.678012490272522,8.180586814880371,0.006543508,-0.0023836541680793744,-0.7995031310245395,95.67777769863605,0.048193359375,0.0003,1040
923.33,106,636,340,-2.02040304,217088,0.2,0.49884116649627686,162.34922790527344,0.0051688775,-0.004274666603305377,-0.7207542082294822,193.83848116099836,0.043896484375,0.0003,1050
923.33,107,635,344,-1.7672869900000012,219136,0.2,0.8552597165107727,1.1544591188430786,0.007719618,0.00016170078451978044,-0.8318617103621364,21.354141135513782,0.123779296875,0.0003,1060
920.64,108,636,347,-0.5083597600000013,221184,0.2,0.8599930107593536,0.571183443069458,0.008920883,-0.0026948581158649175,-0.8125119712203741,27.076980860158802,0.093310546875,0.0003,1070
920.64,109,635,351,-1.0996542900000004,223232,0.2,0.7527588307857513,19.172412872314453,0.005754079,-0.0010634598264005035,-0.7594231648370624,68.32172573599965,0.05712890625,0.0003,1080
920.64,110,634,354,-1.100665,225280,0.2,0.8755603209137917,0.99165940284729,0.006675239,-0.0035110126817016864,-0.7783787991851568,25.76408088989556,0.054736328125,0.0003,1090
920.64,111,636,357,-1.4985582899999996,227328,0.2,0.8021412342786789,2.4029958248138428,0.012104951,-0.003665333442040719,-0.7958116637542844,38.65375354420394,0.099560546875,0.0003,1100
919.29,112,635,361,-0.1495332099999993,229376,0.2,0.8417530506849289,0.6572306156158447,0.01045527,-0.0032092986191855745,-0.8206092685461044,32.312767524830996,0.100732421875,0.0003,1110
921.79,113,635,363,-3.6342751699999996,231424,0.2,0.5404635667800903,1.5174363851547241,0.0065917084,-0.0010477304553205614,-0.7925649857148528,63.601378040015696,0.092333984375,0.0003,1120
921.79,114,634,367,-2.9998038699999996,233472,0.2,0.7211739420890808,12.647275924682617,0.003306655,-0.0003333391374326311,-0.8007197404280305,83.5418782081455,0.022412109375,0.0003,1130
918.3,115,633,371,-2.3798923000000003,235520,0.2,0.7713127583265305,241.61026000976562,0.011398524,-0.0023000461100309622,-0.7986277410760522,26.29228379596025,0.073974609375,0.0003,1140
918.3,116,630,376,-3.145851920000001,237568,0.2,0.5643065869808197,1.2003053426742554,0.007027692,-0.00039482117572333666,-0.7945063795894385,50.01097681596875,0.054931640625,0.0003,1150
912.97,117,631,379,-3.418370710000001,239616,0.2,0.7428411841392517,3.469379425048828,0.0037260985,-0.0018129620133549907,-0.8174311781302095,34.58566020168364,0.0962890625,0.0003,1160
904.88,118,632,381,-3.309007630000001,241664,0.2,0.5147422552108765,38.31891632080078,0.005436382,-0.003341072156035807,-0.6844444599002599,163.2997184768319,0.04375,0.0003,1170
902.22,119,630,386,-1.1334961700000008,243712,0.2,0.5269243121147156,56.677799224853516,0.005791378,-0.0007880341761847375,-0.6951964166015386,158.33226471170784,0.024560546875,0.0003,1180
902.22,120,630,389,-1.8592470400000007,245760,0.2,0.4748176336288452,50.397300720214844,0.009754973,-0.0015651191746655969,-0.6808180259540677,63.496398858353494,0.05029296875,0.0003,1190
902.22,121,629,393,-1.4426689900000014,247808,0.2,0.7875183522701263,4.4493865966796875,0.008796369,-0.0015964546677423642,-0.7877400228753686,45.644791268929836,0.0923828125,0.0003,1200
902.22,122,629,396,-1.5600862100000004,249856,0.2,0.7858592718839645,0.3922261595726013,0.00581138,-0.0010579306850559077,-0.751179837808013,28.13340081125498,0.076904296875,0.0003,1210
906.28,123,628,400,-0.8357207500000001,251904,0.2,0.7652797549962997,2.064356565475464,0.004704454,-0.0013123060285579412,-0.7446932997554541,24.592820259928704,0.05556640625,0.0003,1220
970.0,1,640,3,-791.8,2048,0.2,0.7958706468343735,1.359339714050293,0.0057469197,-0.0008419231555308216,-0.7298867184668779,40.978637577220795,0.0865234375,0.0003,1230
940.5,2,699,5,-752.95,4096,0.2,0.15906715393066406,24.389949798583984,0.003662113,-0.001248326857603388,-0.7659431912004948,100.74416751638054,0.0546875,0.0003,1240
910.8333333333334,3,656,9,-704.3833333333333,6144,0.2,0.6291099786758423,34.57829666137695,0.0049015707,-0.000538680333920638,-0.7509249513968825,69.55922742187977,0.0328125,0.0003,1250
886.5555555555555,4,649,12,-731.2333333333333,8192,0.2,0.5788062214851379,11.102580070495605,0.011564754,-0.004524998807028169,-0.7587521873414517,81.59707366526126,0.0431640625,0.0003,1260
846.8333333333334,5,665,15,-707.3625000000001,10240,0.2,-0.7957037687301636,1.3557994365692139,0.012709748,-0.00027947127600782553,-0.7993299435824156,66.6434026081115,0.084765625,0.0003,1270
852.5714285714286,6,655,18,-724.5821428571429,12288,0.2,0.6654155254364014,20.839754104614258,0.007119216,-2.8498975734692066e-05,-0.7614004202187061,80.88931993991136,0.077490234375,0.0003,1280
863.125,7,633,22,-744.7249999999999,14336,0.2,-0.08324563503265381,0.9856427907943726,0.011646953,-0.0020652459737902974,-0.8114285673946142,20.898833038285375,0.127490234375,0.0003,1290
867.5,8,626,26,-738.4972222222221,16384,0.2,0.43041789531707764,3.041933298110962,0.009591611,-0.0006369744194671511,-0.8190408989787101,11.174381418898701,0.08515625,0.0003,1300
876.0,9,615,29,-738.9952380952379,18432,0.2,0.6556709408760071,23.805070877075195,0.0063882694,-0.0012573329055157955,-0.7481474129483103,71.48372843787074,0.043603515625,0.0003,1310
880.0,10,618,33,-740.8673913043477,20480,0.2,0.7357941567897797,56.93504333496094,0.0050976854,-0.0014826033133431339,-0.7885360514745117,80.52511143758893,0.04326171875,0.0003,1320
882.6,11,628,35,-740.4900000000001,22528,0.2,0.7980272024869919,47.11738967895508,0.005389393,-0.0024321792090631787,-0.7919249638915062,55.9868351187557,0.078564453125,0.0003,1330
891.2962962962963,12,625,39,-741.4777777777779,24576,0.2,0.8460790663957596,8.968565940856934,0.0052531473,-0.002614297461695969,-0.7836384722962976,46.25914749763906,0.066064453125,0.0003,1340
889.7586206896551,13,616,43,-739.1293103448276,26624,0.2,0.9823219887912273,1.3205642700195312,0.007997318,-0.005487623103545047,-0.7690038150176406,20.99873695932329,0.10546875,0.0003,1350
