time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
15,303.87,27,30720,1126,-1.2543999999999988,0.2,-0.004065292476661852,1370,0.0003,0.035791015625,109.67705096304417,31.742399215698242,0.8148932456970215,-0.7156172698363662,0.0042998213
16,300.76,29,32768,1126,-2.7114,0.2,-0.0017900503258715616,1380,0.0003,0.03154296875,102.291491740942,33.806922912597656,0.8499337881803513,-0.71903429441154,0.0037968678
17,291.64,30,34816,1126,-1.1567,0.2,-0.0020482831321714913,1390,0.0003,0.036376953125,78.60900257229805,46.72574996948242,0.8712795227766037,-0.6897172387689352,0.0039260783
18,288.63,32,36864,1125,1.2605999999999988,0.2,-0.005564450827114343,1400,0.0003,0.059521484375,125.25558601021767,31.6890869140625,0.8275295197963715,-0.6717944735661149,0.006555035
19,287.71,34,38912,1125,5.526700000000001,0.2,-0.002651583015540382,1410,0.0003,0.07880859375,106.53155852556229,52.26450729370117,0.7966344207525253,-0.7036620073020459,0.0056914873
20,293.19,36,40960,1112,0.6175999999999999,0.2,-0.0037199408034211956,1420,0.0003,0.0796875,62.1363130569458,17.048763275146484,0.9106464758515358,-0.6661832556128502,0.0082691815
21,286.08,38,43008,1114,2.9922999999999997,0.2,-0.0018055004904454109,1430,0.0003,0.059619140625,65.66025978326797,21.314062118530273,0.777568057179451,-0.6472460327669978,0.008240296
22,286.35,40,45056,1115,3.023199999999999,0.2,-0.0007970091013703495,1440,0.0003,0.0181640625,97.75902871191502,61.760887145996094,0.8469036966562271,-0.6645966246724129,0.0015008778
23,283.8,42,47104,1117,1.163,0.2,-0.000980007610633038,1450,0.0003,0.059765625,41.93876405060291,8.237593650817871,0.9430441334843636,-0.6222981804050505,0.0054938514
24,280.07,43,49152,1118,-0.7458000000000006,0.2,-7.37865520932246e-05,1460,0.0003,0.015087890625,158.95889847427605,83.32672882080078,0.8104544281959534,-0.7091798601672054,0.0025869403
25,279.23,45,51200,1122,3.4311999999999983,0.2,-0.003268202410254162,1470,0.0003,0.036767578125,108.38218690156937,88.9234390258789,0.8460049033164978,-0.6474533405154943,0.0056815427
26,277.11,47,53248,1125,-0.20010000000000147,0.2,-0.0018403790998490876,1480,0.0003,0.030712890625,96.60900832116604,35.27304458618164,0.8720246702432632,-0.6961348136886955,0.0053046383
27,279.8,49,55296,1123,-0.18780000000000002,0.2,-0.0012618889806617517,1490,0.0003,0.027197265625,82.08471848368644,50.62174606323242,0.8970959559082985,-0.6633716406300664,0.0042556245
28,283.3,50,57344,1125,3.773200000000001,0.2,-0.0014526344188197982,1500,0.0003,0.03251953125,120.45256159007549,47.34330368041992,0.8168493658304214,-0.6586702656000852,0.0041558756
29,284.79,52,59392,1126,9.814599999999999,0.2,-0.00197826542716939,1510,0.0003,0.047509765625,44.1557393014431,40.59431838989258,0.9560846872627735,-0.6365860596299171,0.0036124778
30,283.07,54,61440,1127,12.017100000000001,0.2,-0.0024873390568245666,1520,0.0003,0.031298828125,94.07085413336753,44.47637939453125,0.8660239428281784,-0.6599997414276004,0.0042167706
31,285.0,56,63488,1127,16.111,0.2,-0.001596375998997246,1530,0.0003,0.041455078125,64.74250374734402,16.00033950805664,0.9265116825699806,-0.6860461134463549,0.005098437
32,284.63,58,65536,1127,16.3429,0.2,-0.002332173716786201,1540,0.0003,0.033642578125,70.79122671037912,10.574583053588867,0.9110778793692589,-0.6397660231217742,0.0045765536
33,285.05,59,67584,1128,14.204000000000002,0.2,-0.001337347884691553,1550,0.0003,0.04169921875,81.66350870728493,22.615440368652344,0.8869824782013893,-0.5948844850063324,0.0048781093
34,278.39,61,69632,1128,19.4632,0.2,-0.0014023379542777547,1560,0.0003,0.064990234375,128.69678622782232,29.446199417114258,0.8100049495697021,-0.6905897805467248,0.005336282
35,275.9,63,71680,1130,19.6378,0.2,-0.0019445096528215799,1570,0.0003,0.03212890625,78.6777132064104,27.675586700439453,0.8989598602056503,-0.601806656178087,0.0049455427
36,282.42,65,73728,1121,18.789900000000003,0.2,-0.0022151009558001532,1580,0.0003,0.050927734375,54.10478772670031,9.906449317932129,0.9361434951424599,-0.6539349392056465,0.004938803
37,286.66,67,75776,1121,27.157099999999993,0.2,-0.001669257217872655,1590,0.0003,0.059912109375,17.316406958177687,2.705918550491333,0.9299721047282219,-0.6038874699734151,0.008525297
38,279.03,69,77824,1125,25.882799999999996,0.2,-0.007647638396883849,1600,0.0003,0.116015625,86.28919929265976,68.41270446777344,0.8843443691730499,-0.642987410351634,0.0152060725
39,280.07,70,79872,1125,24.224799999999995,0.2,-0.004181490008340916,1610,0.0003,0.045947265625,207.43975823521615,60.817970275878906,0.7484383285045624,-0.6417424048297107,0.005900527
40,284.24,73,81920,1121,26.424300000000002,0.2,-0.0027342579800460954,1620,0.0003,0.089990234375,98.35369501709938,33.496707916259766,0.8626410216093063,-0.6321469275280833,0.007308199
41,276.41,74,83968,1124,21.168599999999998,0.2,-0.003338399611675413,1630,0.0003,0.068603515625,158.85153554677964,44.15544128417969,0.710710197687149,-0.6141578932292759,0.007118676
42,272.0,76,86016,1126,23.8802,0.2,-0.0017387947027600603,1640,0.0003,0.0337890625,212.35300616025924,35.09947204589844,0.676260232925415,-0.6023657605983317,0.0032062614
43,269.38,77,88064,1129,18.378800000000002,0.2,-0.0027960857099969872,1650,0.0003,0.052587890625,112.31315490603447,67.77212524414062,0.8738836646080017,-0.5986699607223273,0.00409112
44,267.52,79,90112,1131,19.0007,0.2,-0.003201352108590072,1660,0.0003,0.04736328125,247.46547436118126,105.62440490722656,0.7540520876646042,-0.5917988209985197,0.0046158377
45,269.55,81,92160,1128,17.6079,0.2,-0.003621237078186823,1670,0.0003,0.03466796875,98.17310566306114,30.758197784423828,0.8897587358951569,-0.5713979677297175,0.0045913416
46,272.34,83,94208,1125,11.1686,0.2,-0.0024653268003021365,1680,0.0003,0.04658203125,80.19927438944578,25.731470108032227,0.8213242292404175,-0.49539695167914033,0.0032297168
47,264.15,85,96256,1128,6.180200000000001,0.2,-0.0028130361795774663,1690,0.0003,0.034033203125,124.57470535039901,86.17765808105469,0.5386289358139038,-0.6557534001767635,0.0043979743
48,265.39,87,98304,1129,6.3767000000000005,0.2,-0.005795435862819431,1700,0.0003,0.05009765625,247.64219732284545,50.097503662109375,0.7159134745597839,-0.6669788639992476,0.0046392744
49,253.79,88,100352,1130,1.5954000000000017,0.2,-0.0003902652963006403,1710,0.0003,0.022119140625,117.63726382851601,40.176578521728516,0.8138882964849472,-0.5816835633479058,0.002992644
