time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss
235520,328,803.92,4.0953308900000005,717,115,0.8849789872765541,0.5975728631019592,0.0070890747,0.0003,1140,0.08193359375,-0.0025111316856055053,0.2,-0.7094292676076293,42.59095098413527
237568,331,803.92,4.730406320000001,717,116,0.8563832491636276,1.402246117591858,0.006001523,0.0003,1150,0.07685546875,-0.004430925733686308,0.2,-0.954332523047924,50.512747794389725
239616,334,810.18,2.533695,715,117,0.8863799870014191,6.007946491241455,0.010496851,0.0003,1160,0.146728515625,-0.0014834180576144718,0.2,-0.8124837374314666,42.40842252681032
241664,337,803.34,3.947554530000001,715,118,0.7517642080783844,158.1602325439453,0.0055283178,0.0003,1170,0.039794921875,-0.0018121381996024865,0.2,-0.8383018389344216,134.1968932837248
243712,340,794.19,1.9381533100000008,716,119,0.8870271071791649,1.3183791637420654,0.0066783866,0.0003,1180,0.081787109375,-0.002682871568322298,0.2,-0.7732578542083501,52.974585353583095
245760,343,787.32,0.45275160000000114,714,120,0.7776745110750198,276.12591552734375,0.0039861496,0.0003,1190,0.015673828125,-0.0007332822620810475,0.2,-0.79554183781147,114.77025559693575
247808,347,793.46,-0.015306809999999019,713,121,0.9103123769164085,15.085540771484375,0.0059794057,0.0003,1200,0.049658203125,-0.00168377886802773,0.2,-0.7565900765359401,46.17404216304421
249856,349,782.87,2.4635644400000007,713,122,0.9276159778237343,2.6040236949920654,0.010179571,0.0003,1210,0.124169921875,-0.0055196155306475704,0.2,-0.797633684054017,25.45351709872484
251904,352,777.97,0.31278004000000054,714,123,0.7382928431034088,4.8441972732543945,0.0032343925,0.0003,1220,0.053759765625,-0.0028681013303867076,0.2,-0.7967197703197598,132.7718712642789
2048,2,621.3333333333334,-33.803333333333335,946,1,0.7583607137203217,52.548583984375,0.005712887,0.0003,1230,0.05048828125,-0.0028441084097721612,0.2,-0.8124171698465943,128.59750993326307
4096,4,648.8333333333334,-36.46333333333333,857,2,0.6224338710308075,39.95026779174805,0.00730752,0.0003,1240,0.048828125,-0.0025886158662615346,0.2,-0.7977782608941197,68.97690707072616
6144,7,625.0,-34.596666666666664,820,3,0.571223258972168,8.43252182006836,0.009121109,0.0003,1250,0.06650390625,-0.003626957893720828,0.2,-0.8409188035875559,57.727958232909444
8192,10,693.1818181818181,-61.67181818181818,793,4,0.6576418280601501,13.92746639251709,0.0078042494,0.0003,1260,0.076416015625,-0.0031190731759124903,0.2,-0.8429349711164832,50.02048091776669
10240,13,686.8571428571429,-73.635,759,5,0.7991356551647186,2.1678690910339355,0.013302142,0.0003,1270,0.093115234375,-0.0018120988534064963,0.2,-0.8931673975661397,2.285449603246525
12288,16,702.2352941176471,-84.34588235294117,736,6,0.37309086322784424,26.981292724609375,0.006591359,0.0003,1280,0.07666015625,-0.001196276595328527,0.2,-0.8289395039901137,77.90047899829224
14336,20,733.578947368421,-88.65315789473685,702,7,-0.04721999168395996,62.01776885986328,0.0067687426,0.0003,1290,0.0580078125,-0.0021056723620858976,0.2,-0.8602457657456398,86.69115124307572
16384,22,676.5416666666666,-89.87416666666667,715,8,0.9663423486053944,0.5587198138237,0.0064593614,0.0003,1300,0.119287109375,-0.0025635368889197706,0.2,-0.7826431533321738,1.8142145075602456
18432,26,701.4230769230769,-88.02153846153846,687,9,0.26175564527511597,21.494810104370117,0.008708027,0.0003,1310,0.134521484375,-0.0023527816560090288,0.2,-0.8173984350636602,175.1515706412494
20480,30,722.75,-94.89035714285714,682,10,0.9513172693550587,1.9068169593811035,0.0044842744,0.0003,1320,0.03193359375,-0.003107487757370109,0.2,-0.6394938571378589,4.94811901403591
22528,33,678.03125,-77.3746875,675,11,0.7031201720237732,0.05051156505942345,0.01208063,0.0003,1330,0.118994140625,-0.00818461036978988,0.2,-0.9732670580968261,0.2326506766024977
24576,36,676.3611111111111,-81.88,670,12,0.6071581542491913,22.213302612304688,0.0009470935,0.0003,1340,0.002294921875,-0.0011297715391265228,0.2,-0.8023573214188218,98.78232482373714
26624,39,679.9230769230769,-85.41692307692307,670,13,0.6287637054920197,13.758417129516602,0.010819004,0.0003,1350,0.114599609375,-0.002335652801411925,0.2,-0.9001113492995501,38.5373156029731
28672,42,666.4418604651163,-81.4986046511628,676,14,0.3961719274520874,12.042409896850586,0.0049603847,0.0003,1360,0.0419921875,-0.0009631607117626118,0.2,-0.8763853726908565,74.91280092410743
30720,44,635.2291666666666,-72.25666666666666,686,15,0.7225298583507538,61.33021545410156,0.003968143,0.0003,1370,0.059716796875,-0.0010270309423503932,0.2,-0.7769997512921691,102.30400184690953
32768,47,603.1851851851852,-73.5662962962963,695,16,0.5920838117599487,16.08136558532715,0.005597811,0.0003,1380,0.02666015625,-0.0037363563824328594,0.2,-0.7574971390888094,158.50322218090295
34816,50,605.7142857142857,-73.37732142857143,687,17,0.43667566776275635,227.98471069335938,0.001521183,0.0003,1390,0.00478515625,-0.002188434120762395,0.2,-0.737082009203732,219.32332699000835
36864,53,612.7833333333333,-74.952,690,18,0.7652203589677811,1.104910969734192,0.0050659063,0.0003,1400,0.056884765625,0.0007606349769048393,0.2,-0.823461795412004,30.64308367567137
38912,55,608.8412698412699,-70.79777777777777,696,19,0.5295482873916626,9.47140884399414,0.0064406944,0.0003,1410,0.084716796875,-0.002240282721686526,0.2,-0.8429352955892682,58.7645753595978
40960,58,601.6764705882352,-74.95941176470588,699,20,0.7839230298995972,16.00184440612793,0.0034531755,0.0003,1420,0.01953125,-0.0011547973932465538,0.2,-0.7358548831194639,43.524400058016184
43008,60,587.068493150685,-72.16383561643836,710,21,0.43789756298065186,7.870869159698486,0.0041185194,0.0003,1430,0.030224609375,-0.0019838502530546975,0.2,-0.8819080907851458,113.05097546130419
45056,62,573.7692307692307,-64.38076923076923,718,22,0.6208152770996094,28.820425033569336,0.002391751,0.0003,1440,0.0046875,-0.0007667887849493127,0.2,-0.6927763750776649,145.9279975309968
