rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction
-27.023238180000003,532,60,821.0,230,122880,0.010026867,0.2,44.010861741751434,0.8495884388685226,0.7000137567520142,-0.00672594338102499,0.0003,-2.1320341542363166,2.3653805255889893,590,0.0794921875
-22.30125968,532,61,836.08,234,124928,0.006132337,0.2,38.964586679637435,0.8927271962165833,0.6874017715454102,-0.003872106468770653,0.0003,-2.1042615808546543,2.0373969078063965,600,0.062255859375
-22.906740130000003,531,62,844.06,238,126976,0.0068538412,0.2,113.94560934156179,0.6210514903068542,0.6818969249725342,-0.0021207643272646236,0.0003,-2.0784482292830946,13.807645797729492,610,0.0626953125
-21.28799485,528,63,851.76,244,129024,0.004320398,0.2,44.02834501601755,0.7916069030761719,0.6789003610610962,-0.003666685364441946,0.0003,-2.066830991953611,266.26580810546875,620,0.0490234375
-17.23949456,524,64,867.32,250,131072,0.006373911,0.2,31.360678645782173,0.910910539329052,0.6790775060653687,-0.002858220880443696,0.0003,-2.0628096356987955,1.2861689329147339,630,0.058935546875
-16.205070720000002,522,65,870.51,254,133120,0.0068267016,0.2,39.31420533657074,0.8952819034457207,0.6770644187927246,-0.0023259062712895685,0.0003,-2.0587377816438677,0.7814115881919861,640,0.078515625
-12.15497812,522,66,886.16,258,135168,0.0035028867,0.2,68.03867790028453,0.7343372404575348,0.671265721321106,-0.003049462165290606,0.0003,-2.0492040693759916,49.48714828491211,650,0.0392578125
-9.52456707,523,67,901.54,262,137216,0.0065157157,0.2,31.8740266636014,0.8347398936748505,0.6710813045501709,-0.001316923095146194,0.0003,-2.0411967523396015,1.6589871644973755,660,0.093310546875
-8.77977499,520,68,915.64,267,139264,0.003863007,0.2,233.7673885151744,0.5274242460727692,0.6692922115325928,-0.0006738219486578601,0.0003,-2.036455050110817,64.75804901123047,670,0.022607421875
-7.87989263,520,69,926.12,271,141312,0.008486971,0.2,36.77109332680702,0.878083236515522,0.6648228168487549,-0.0045898361619038045,0.0003,-2.029789339751005,3.0862603187561035,680,0.073388671875
-3.233194309999998,519,70,940.37,275,143360,0.007340354,0.2,84.87659279257059,0.7325754761695862,0.6652511358261108,-0.00284132858432713,0.0003,-2.0212603069841864,6.669812202453613,690,0.05498046875
-2.5640846699999984,518,71,942.96,280,145408,0.006095077,0.2,40.41870764195919,0.8400501906871796,0.6617497801780701,-0.0015103882222319953,0.0003,-2.0167432971298695,7.280083656311035,700,0.050439453125
-1.0148106099999992,518,72,936.54,284,147456,0.011029255,0.2,89.45971444398165,0.7074799537658691,0.6565781831741333,-0.003049752720835386,0.0003,-2.003391780331731,2.338520050048828,710,0.0666015625
-2.80546239,513,73,936.54,290,149504,0.002302044,0.2,131.1096792191267,0.5966839492321014,0.654944658279419,-0.0006117356748291059,0.0003,-1.9932507354766131,7.830874919891357,720,0.037890625
-0.782677229999999,512,74,938.72,295,151552,0.009225367,0.2,31.28979762326926,0.8831359446048737,0.6583664417266846,-0.0003073840416618623,0.0003,-2.00304165892303,0.37123799324035645,730,0.104931640625
-1.8308702799999974,509,75,938.72,301,153600,0.007281189,0.2,35.79522947128862,0.8480596542358398,0.6578365564346313,-0.0026237657497404144,0.0003,-2.0016221586614846,303.36114501953125,740,0.05400390625
-2.8181197299999985,507,76,930.55,306,155648,0.0028775719,0.2,30.688596272841096,0.8659230619668961,0.6490230560302734,-0.00270888236555038,0.0003,-1.9868207108229399,1.0810389518737793,750,0.0580078125
-0.4116240999999982,506,77,925.16,311,157696,0.0052344888,0.2,114.77340216338635,0.6597987413406372,0.6463096737861633,-0.0041510027454933155,0.0003,-1.968670516461134,77.87049102783203,760,0.044580078125
1.3371652800000036,505,78,913.98,315,159744,0.00716669,0.2,116.71345593184233,0.6051651835441589,0.6412525177001953,0.00047308985303970983,0.0003,-1.9558048579841851,67.46419525146484,770,0.068798828125
2.1536229700000042,507,79,900.91,318,161792,0.0030349568,0.2,106.9189910724759,0.6759293079376221,0.6354057788848877,-0.001475738336739596,0.0003,-1.9394063424319028,47.53608322143555,780,0.02412109375
6.088263160000001,507,80,895.81,322,163840,0.0040459544,0.2,156.5842366963625,0.6147134900093079,0.6326672434806824,-0.003943400271964492,0.0003,-1.926765325665474,37.21335983276367,790,0.033740234375
8.21737364,504,81,897.15,328,165888,0.00899535,0.2,109.0307361587882,0.6620911359786987,0.6300703287124634,-0.003101926078670658,0.0003,-1.9184519842267036,227.10279846191406,800,0.061669921875
7.970654519999999,505,82,891.3,332,167936,0.0051791715,0.2,30.030488504469396,0.8508144021034241,0.6302012801170349,0.00030111847445368767,0.0003,-1.913049840927124,4.221737861633301,810,0.086279296875
10.922067900000002,504,83,885.46,336,169984,0.009246435,0.2,76.5935113042593,0.6808135807514191,0.6307202577590942,-0.0029854456093744374,0.0003,-1.9146673209965228,8.427702903747559,820,0.062255859375
9.131044509999999,503,84,884.27,341,172032,0.005910945,0.2,117.03957547992468,0.5862740278244019,0.6254683136940002,0.00010703757725423202,0.0003,-1.9098891530185937,3.7999563217163086,830,0.052978515625
9.093851720000002,505,85,884.27,344,174080,0.008399757,0.2,61.36344991475344,0.7572365701198578,0.6259963512420654,0.001752585350186564,0.0003,-1.8982531350106,54.08839416503906,840,0.055517578125
10.229666260000002,501,86,878.05,351,176128,0.004101903,0.2,33.80644108355045,0.8135315328836441,0.6217917203903198,-0.002721703472343506,0.0003,-1.8929390870034695,3.121699571609497,850,0.063427734375
13.609537150000003,503,87,864.09,354,178176,0.008825926,0.2,67.72846578359604,0.7726961076259613,0.6172723770141602,-0.005298649921314791,0.0003,-1.8790113013237715,19.416770935058594,860,0.111328125
14.03257867,503,88,858.46,357,180224,0.0071383337,0.2,124.53957937061787,0.568943440914154,0.6144753694534302,-0.005702029516396578,0.0003,-1.868441005796194,52.729339599609375,870,0.050146484375
11.452619279999999,504,89,852.68,361,182272,0.005836925,0.2,81.02462283149362,0.6602315306663513,0.6080601811408997,-0.003916560998914065,0.0003,-1.85616663582623,31.541181564331055,880,0.07060546875
13.802202180000002,502,90,850.22,366,184320,0.0062211463,0.2,95.9140095770359,0.631007969379425,0.6101544499397278,-0.0008326888957526535,0.0003,-1.8474297527223826,384.552490234375,890,0.076416015625
15.1465265,502,91,844.2,370,186368,0.008662239,0.2,64.02864748910069,0.6908531785011292,0.6075083017349243,-0.005250647838693112,0.0003,-1.8494970750063657,22.93042755126953,900,0.102001953125
16.872972790000002,503,92,839.69,374,188416,0.0075450223,0.2,56.376528738439085,0.7650838792324066,0.6041155457496643,-0.006209981167194201,0.0003,-1.8366947710514068,3.377307891845703,910,0.093115234375
17.96885831,503,93,831.0,378,190464,0.012701927,0.2,84.28559203445911,0.6722695231437683,0.5954586267471313,-0.005783377310581273,0.0003,-1.816086919233203,4.920760154724121,920,0.120068359375
16.97828536,502,94,822.93,382,192512,0.008562471,0.2,101.59263547956944,0.6427379250526428,0.587800920009613,0.0009809816765482537,0.0003,-1.7881094694137574,39.13508605957031,930,0.07119140625
21.60588489,504,95,810.47,386,194560,0.0076605044,0.2,113.9433641627431,0.6206531524658203,0.5809413194656372,-0.00270244313578587,0.0003,-1.7658122640103102,45.21372985839844,940,0.0650390625
23.276905329999998,505,96,811.91,388,196608,0.003913177,0.2,141.9509031459689,0.5872299373149872,0.572708010673523,-0.0022182935252203608,0.0003,-1.7360420040786266,105.31682586669922,950,0.02783203125
24.049742229999996,506,97,796.96,392,198656,0.010766996,0.2,70.84774080067874,0.6243831515312195,0.5751355290412903,-0.006039883344783448,0.0003,-1.7284528415650129,18.180320739746094,960,0.13095703125
25.589474449999994,507,98,787.23,395,200704,0.005949786,0.2,130.8456097587943,0.623139888048172,0.5685149431228638,-0.002436109585687518,0.0003,-1.723078800737858,88.07672882080078,970,0.04794921875
22.026215349999998,507,99,778.57,399,202752,0.0051755165,0.2,86.06047823578119,0.7288018763065338,0.5688309669494629,-0.0021127429732587188,0.0003,-1.710149284824729,57.93843078613281,980,0.0712890625
23.564363929999995,507,100,773.63,403,204800,0.0067598885,0.2,144.93686850368977,0.5824216306209564,0.5688871145248413,-0.0012365267808490898,0.0003,-1.708990141004324,29.768213272094727,990,0.077001953125
25.601398900000003,507,101,766.31,407,206848,0.0025950456,0.2,54.76900827214122,0.7690254300832748,0.5697082281112671,0.00040011594464886004,0.0003,-1.7089282482862473,12.84969711303711,1000,0.052685546875
23.780098069999998,506,102,752.54,412,208896,0.0077879443,0.2,111.78530160337687,0.5774210691452026,0.5659148693084717,-0.00446204084873898,0.0003,-1.7044581852853298,29.964881896972656,1010,0.06796875
30.607897099999995,508,103,741.69,415,210944,0.0074610775,0.2,171.87170069366692,0.6226769685745239,0.573394775390625,-0.003482121917477343,0.0003,-1.710390143468976,20.910415649414062,1020,0.096630859375
29.58101598999999,508,104,732.12,418,212992,0.0076370803,0.2,138.7173574641347,0.6028695106506348,0.5671920776367188,-0.00668719032764784,0.0003,-1.7120388854295014,30.71468162536621,1030,0.080078125
27.222221069999993,508,105,716.3,422,215040,0.006482386,0.2,162.98945499658583,0.6318202316761017,0.5713821053504944,-0.0076322306085785385,0.0003,-1.7108187884092332,25.108598709106445,1040,0.06806640625
25.18430065,508,106,718.48,427,217088,0.0048617125,0.2,162.89461672753094,0.6090092360973358,0.576396107673645,-0.0027275111046037638,0.0003,-1.7303024135529994,29.862293243408203,1050,0.061865234375
28.80974196,509,107,720.83,430,219136,0.007760279,0.2,73.01290707886218,0.8017657697200775,0.5757757425308228,-0.0014965970913181081,0.0003,-1.7374747034162283,3.3664205074310303,1060,0.103955078125
26.448070420000004,508,108,727.16,434,221184,0.008486742,0.2,42.376989991217854,0.8084169924259186,0.5773341655731201,-0.0007260508966282942,0.0003,-1.7345583774149418,29.882129669189453,1070,0.078515625
26.09978593,508,109,718.17,439,223232,0.008477061,0.2,21.24950726442039,0.8870629668235779,0.5638125538825989,-0.001101646407187218,0.0003,-1.714648063853383,2.0871591567993164,1080,0.113037109375
26.21611715,509,110,711.45,442,225280,0.007209385,0.2,103.71015866398811,0.6332655847072601,0.5547965168952942,-0.008835799308872083,0.0003,-1.674841484799981,46.02992248535156,1090,0.08017578125
26.828352560000006,508,111,719.62,446,227328,0.0059133684,0.2,84.4146829072386,0.6928492486476898,0.5547052025794983,-0.0016994459307170472,0.0003,-1.6589962143450976,69.79537200927734,1100,0.08544921875
25.813622900000006,506,112,722.36,452,229376,0.008487793,0.2,27.22531634904444,0.8809010684490204,0.5402408838272095,-0.001434508962847758,0.0003,-1.6288569062948226,2.030877113342285,1110,0.09921875
24.96325136,506,113,719.83,457,231424,0.006889596,0.2,23.741657936573027,0.8741635680198669,0.5383603572845459,-0.0010102753425599077,0.0003,-1.6015276566147805,3.17669415473938,1120,0.107763671875
23.227903510000004,507,114,714.01,460,233472,0.008093844,0.2,131.21990752518178,0.623832643032074,0.5383208394050598,0.00010136967939615716,0.0003,-1.5992876891046763,34.697383880615234,1130,0.05302734375
23.626178460000002,506,115,711.41,464,235520,0.006418718,0.2,132.9052179440856,0.6814319789409637,0.5415763258934021,-0.004601264085795265,0.0003,-1.6042291812598706,89.48194122314453,1140,0.09716796875
22.763776690000004,507,116,696.75,467,237568,0.008519246,0.2,99.02248960062862,0.705022394657135,0.5420405864715576,-0.0021544114271819124,0.0003,-1.6118648439645766,10.709068298339844,1150,0.0818359375
20.95502199,508,117,696.64,470,239616,0.0059274263,0.2,240.05838698148727,0.5113941431045532,0.5401976704597473,-0.004715187805413734,0.0003,-1.6100468695163728,75.47354888916016,1160,0.03583984375
22.966627489999997,509,118,697.83,474,241664,0.0073331133,0.2,56.74071471579373,0.6914122104644775,0.5349339842796326,-0.00044358909071888774,0.0003,-1.5993919961154461,1.6794655323028564,1170,0.087646484375
22.750267389999998,507,119,688.48,479,243712,0.01063604,0.2,38.1429185975343,0.8067821711301804,0.526528000831604,-0.0025386414403328673,0.0003,-1.5699633173644543,0.6905926465988159,1180,0.121826171875
21.053260420000004,507,120,694.7,484,245760,0.011689894,0.2,122.22543519735336,0.7228678464889526,0.5219359397888184,-0.0062866634609235915,0.0003,-1.5454877328127623,15.309144973754883,1190,0.126708984375
20.301282439999998,508,121,705.76,487,247808,0.0063624084,0.2,28.692635583505034,0.900601789355278,0.5207985043525696,0.001688001278671436,0.0003,-1.5377664137631655,1.87485933303833,1200,0.084716796875
16.319299259999998,508,122,702.29,491,249856,0.0059559504,0.2,41.331271819211544,0.8034643977880478,0.5161318778991699,-0.0008376855155802331,0.0003,-1.523252956941724,0.8005213141441345,1210,0.07783203125
19.600949649999997,509,123,684.07,494,251904,0.0037731305,0.2,141.87098995745183,0.6973138153553009,0.5151703357696533,-0.002424309817433823,0.0003,-1.512751217186451,21.073650360107422,1220,0.03623046875
-89.67709400000001,745,1,598.0,2,2048,0.0049273586,0.2,152.46931869089605,0.5979938507080078,0.5147755146026611,-0.001231223285140004,0.0003,-1.5101111106574536,68.7594223022461,1230,0.02216796875
-66.7844442,706,2,699.2,5,4096,0.009581161,0.2,80.56109065562487,0.7333050072193146,0.5128612518310547,-0.003377168913721107,0.0003,-1.5081635031849145,45.99848937988281,1240,0.068603515625
-80.51195,675,3,603.8,9,6144,0.009271342,0.2,100.0969385124743,0.7294562458992004,0.5122194290161133,-0.0014931605408492032,0.0003,-1.5019553169608115,16.239797592163086,1250,0.06982421875
-97.22303558333334,614,4,654.5833333333334,13,8192,0.005936023,0.2,184.95784351229668,0.7326555252075195,0.5089195966720581,-0.00503188244838384,0.0003,-1.4942588329315185,80.21927642822266,1260,0.07353515625
-92.51853793333335,595,5,658.1333333333333,17,10240,0.0040540183,0.2,62.24591800123453,0.8602420836687088,0.5111760497093201,-0.0008647967377328313,0.0003,-1.4899975225329398,10.732332229614258,1270,0.07880859375
