time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss
35,10,20480,577,-54.287840357142855,730.5714285714286,0.00010594675404718146,0.5326581597328186,0.2,0.5526744723320007,0.009964808,1320,0.9010958522558212,-1.605071048811078,0.10927734375,0.0003,27.544970244029535
38,11,22528,589,-46.0133936969697,672.1818181818181,-0.008550812795147068,0.5362566709518433,0.2,0.7277095317840576,0.0084296,1330,0.7097874581813812,-1.5821013990789652,0.10869140625,0.0003,75.9375592181459
42,12,24576,574,-45.193256257142856,690.9142857142857,-0.002058054150256794,0.5367820262908936,0.2,22.145156860351562,0.002746865,1340,0.5557933747768402,-1.5920613471418619,0.010107421875,0.0003,208.65537431240082
46,13,26624,572,-43.75802718918919,695.7027027027027,-0.0017353309653117322,0.5296493768692017,0.2,0.5692669749259949,0.006184696,1350,0.8397587388753891,-1.5788188721984624,0.08662109375,0.0003,36.793060284433885
50,14,28672,572,-41.843827857142855,681.9761904761905,0.00125562138564419,0.5264177918434143,0.2,5.1634392738342285,0.0072691725,1360,0.7102901041507721,-1.5617886546999216,0.0765625,0.0003,61.7909777732566
53,15,30720,575,-42.26354531818181,681.1590909090909,-0.005423778844851767,0.5235224366188049,0.2,116.84039306640625,0.0057377266,1370,0.6607744097709656,-1.5483267784118653,0.101171875,0.0003,165.64185668081046
56,16,32768,575,-40.073640404255315,685.2340425531914,-0.000919526942561788,0.5214331746101379,0.2,0.6512157917022705,0.0069344603,1380,0.834994450211525,-1.5379632636904716,0.085888671875,0.0003,41.388175004255025
60,17,34816,574,-39.22033944897959,698.0816326530612,-0.0012869078112998978,0.5176311731338501,0.2,3.662199020385742,0.011287672,1390,0.7537251263856888,-1.5260766860097648,0.108984375,0.0003,65.16792701203376
63,18,36864,578,-40.1409902745098,709.9215686274509,-0.0004143968384596519,0.5155283808708191,0.2,206.78343200683594,0.008724826,1400,0.8736182749271393,-1.5153823800384998,0.126416015625,0.0003,30.547632485767828
67,19,38912,579,-40.14375735849056,720.8679245283018,2.322602340427693e-05,0.5197219848632812,0.2,0.4536778926849365,0.012021536,1410,0.8478126525878906,-1.522417327016592,0.11845703125,0.0003,34.205026229657236
69,20,40960,588,-39.77807610714286,723.5357142857143,-0.0012190883979201316,0.5087809562683105,0.2,262.3327941894531,0.0095937895,1420,0.877653032541275,-1.5061324398964644,0.09736328125,0.0003,31.55596604757011
73,21,43008,588,-38.909756271186446,728.0508474576271,-0.0021149311542103533,0.5091498494148254,0.2,0.6276012659072876,0.009201252,1430,0.8994856104254723,-1.4872804712504148,0.088427734375,0.0003,47.66964354421943
76,22,45056,589,-37.2955995737705,726.5901639344262,-0.002499188349611359,0.5057820081710815,0.2,9.338846206665039,0.007093043,1440,0.8215329200029373,-1.477695069462061,0.0646484375,0.0003,62.12052240315825
79,23,47104,588,-34.709872061538455,723.7076923076924,-0.0015547932940535246,0.5017236471176147,0.2,3.7120749950408936,0.0046062926,1450,0.7873700857162476,-1.4659295950084925,0.054443359375,0.0003,62.30015300251544
83,24,49152,590,-31.961058594202893,711.9565217391304,-0.003774293374590343,0.4984021782875061,0.2,54.098690032958984,0.007869466,1460,0.7053048312664032,-1.4507405862212182,0.11240234375,0.0003,120.35491671003402
86,25,51200,591,-31.579077527777777,698.5277777777778,-0.00242819748018519,0.49891456961631775,0.2,23.725215911865234,0.0048249196,1470,0.8711881190538406,-1.4451583120971918,0.072802734375,0.0003,75.32522684261203
