time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl,train/clip_fraction
49,-277.42223583720926,43008,862,496.8139534883721,21,-0.6899413401260972,0.0003,54.520566092431544,-0.0018629047233844176,4.05660343170166,1430,0.2,0.9218520969152451,0.009332325,0.076025390625
52,-276.6255272197802,45056,865,493.010989010989,22,-0.7199133943766356,0.0003,113.39854850023985,-0.002876844750790042,5.237252235412598,1440,0.2,0.9200647324323654,0.0061683566,0.06767578125
54,-273.6531343157895,47104,866,491.13684210526316,23,-0.7218046324327588,0.0003,173.562177541852,-0.001836802290927153,60.677791595458984,1450,0.2,0.8754763454198837,0.0032987643,0.022607421875
56,-276.2740583232323,49152,871,493.2323232323232,24,-0.6602679902687669,0.0003,111.49079378396273,-0.0027812494379759302,11.445598602294922,1460,0.2,0.921603724360466,0.0058518066,0.064501953125
58,-273.49261491,51200,874,485.08,25,-0.7288479525595903,0.0003,192.36320130974053,-0.0016508960812643635,66.62727355957031,1470,0.2,0.7616702169179916,0.004876111,0.02470703125
60,-270.68796748,53248,877,485.24,26,-0.715031617693603,0.0003,141.64737140983343,-0.0022857778683828657,353.99371337890625,1480,0.2,0.8885534927248955,0.0038478156,0.074560546875
62,-267.92011435999996,55296,879,479.55,27,-0.671555639617145,0.0003,152.04022342264653,-0.0025036184892087477,9.926572799682617,1490,0.2,0.8120782375335693,0.0048609474,0.04423828125
65,-261.64462115,57344,881,474.1,28,-0.7783280847594142,0.0003,185.71697183251382,-0.00116789576386509,33.45128631591797,1500,0.2,0.8314999938011169,0.006674937,0.036279296875
67,-257.46244200999996,59392,884,465.72,29,-0.6948777878656983,0.0003,132.8789105772972,-0.0013906393120123538,282.26666259765625,1510,0.2,0.9006368741393089,0.0063383323,0.050390625
69,-253.51858148000002,61440,884,456.94,30,-0.6398983949795365,0.0003,240.29859870374202,-0.0015068670192704304,304.1806335449219,1520,0.2,0.8003238886594772,0.003652345,0.017529296875
71,-250.57745341,63488,885,461.59,31,-0.7082716945558787,0.0003,78.14518980681896,-0.0018459487342624924,35.22587966918945,1530,0.2,0.8986576348543167,0.008673325,0.08349609375
73,-246.17153209,65536,888,458.41,32,-0.6551276357844472,0.0003,132.41963090002537,-0.002028816787787946,320.9305725097656,1540,0.2,0.8992780521512032,0.004608999,0.037890625
75,-240.83298444000005,67584,891,448.21,33,-0.6107080080546439,0.0003,221.5618321955204,-0.001017755256179953,35.95561218261719,1550,0.2,0.8333415240049362,0.003812391,0.026025390625
77,-236.22158917999997,69632,895,440.75,34,-0.6741679184138775,0.0003,204.5009651184082,-0.0015990931504347827,139.7227020263672,1560,0.2,0.8167203217744827,0.0049958196,0.0556640625
79,-234.43965227,71680,897,439.82,35,-0.6516899117268622,0.0003,139.32856155633925,-0.0006338277238683076,263.8070373535156,1570,0.2,0.8890934139490128,0.0065514836,0.066650390625
81,-231.45897283,73728,901,435.65,36,-0.676944082044065,0.0003,168.6156833767891,-0.0003965635663917055,36.78084945678711,1580,0.2,0.8914357349276543,0.0045410357,0.06591796875
83,-232.98242745000005,75776,905,446.06,37,-0.6200424237176776,0.0003,164.4041686862707,-0.0028536627105495427,18.54892921447754,1590,0.2,0.8847356662154198,0.004900612,0.03203125
85,-228.91936098000002,77824,906,445.24,38,-0.44046351229771974,0.0003,95.22202072441578,-0.00577077947127691,21.368730545043945,1600,0.2,0.8582846373319626,0.005106937,0.06376953125
87,-228.95290346,79872,909,446.52,39,-0.6104930225759745,0.0003,129.65446515381336,-0.0016378667154640426,31.655017852783203,1610,0.2,0.8991093784570694,0.0076789926,0.0482421875
89,-224.86163037999998,81920,911,436.41,40,-0.6290923187509179,0.0003,125.64988647997379,-0.0049880600898177365,25.026147842407227,1620,0.2,0.9052540436387062,0.004736946,0.059375
91,-220.29880843999996,83968,914,421.8,41,-0.6288841750472784,0.0003,165.36445810496807,-0.0035479450885759433,122.07288360595703,1630,0.2,0.8133513033390045,0.0059543513,0.069970703125
93,-216.3030513,86016,917,428.72,42,-0.6285983305424452,0.0003,226.8729661375284,-0.001930435908434447,33.75025177001953,1640,0.2,0.8538871705532074,0.0030620173,0.0455078125
95,-214.45711992,88064,920,424.32,43,-0.6491792203858495,0.0003,99.29046253263951,-0.004910592859232565,6.264200687408447,1650,0.2,0.896265521645546,0.010085277,0.079296875
98,-213.65002395,90112,918,419.67,44,-0.6416480909101665,0.0003,220.90901252925397,-0.0016752809729950967,67.27596282958984,1660,0.2,0.8470591157674789,0.0028745835,0.041357421875
3,-27.7618795,2048,581,1000.0,1,-0.6853036159649492,0.0003,172.72310212254524,-0.003677191986935213,83.985107421875,1670,0.2,0.7525711208581924,0.008098417,0.076904296875
7,-8.35455825,4096,518,1000.0,2,-0.9084052389487625,0.0003,45.54539227634668,-0.009449860173481284,210.03213500976562,1680,0.2,0.8419857919216156,0.011631271,0.170947265625
12,-2.019356333333333,6144,499,1000.0,3,-0.8570029458031059,0.0003,44.12188340872526,-0.0008532875923265238,4.955893039703369,1690,0.2,0.8492243736982346,0.0054708235,0.05947265625
15,-5.073332125,8192,522,1000.0,4,-0.933357666991651,0.0003,25.882859639823437,-0.004910161501902622,2.1647751331329346,1700,0.2,0.872554749250412,0.0062476993,0.088134765625
19,-1.5703559000000005,10240,513,1000.0,5,-0.7696283053606748,0.0003,43.981085716187955,-0.005775323670241051,11.486830711364746,1710,0.2,0.823766365647316,0.0067066373,0.057666015625
