rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/n_updates,train/approx_kl
32.478055350000005,259,111,227328,874,323.0,0.2,0.6422470510005951,-0.0026597069489071147,30.744340896606445,241.85008643865586,0.0003,-0.6495657831430435,0.050830078125,1100,0.004351137
26.10886902,261,112,229376,876,314.19,0.2,0.6127017140388489,-0.002994697095709853,338.6184387207031,378.3651567697525,0.0003,-0.6337398523464799,0.034130859375,1110,0.0037538542
27.906514270000002,263,113,231424,877,303.53,0.2,0.5504627227783203,-0.004717209905356868,46.44758987426758,378.5554256618023,0.0003,-0.7260322218760848,0.029638671875,1120,0.004210138
27.168195209999993,265,114,233472,879,298.77,0.2,0.4747713804244995,-0.0030203119669749865,51.342674255371094,241.17557542324067,0.0003,-0.7156480267643929,0.038330078125,1130,0.0047027576
25.192047789999997,267,115,235520,880,295.65,0.2,0.550704687833786,-0.002302263048113673,422.3381652832031,244.4501545190811,0.0003,-0.6468919724225998,0.03798828125,1140,0.0038107669
34.85203614,269,116,237568,882,297.7,0.2,0.6882340610027313,-0.0023798063695721792,58.299407958984375,220.05846326351167,0.0003,-0.5392049918882549,0.02626953125,1150,0.0038250703
34.965983810000004,271,117,239616,882,295.96,0.2,0.6035568416118622,-0.0027709736466931647,34.28813552856445,205.80824161767958,0.0003,-0.7050819816067815,0.041357421875,1160,0.002695983
33.083696360000005,273,118,241664,882,304.97,0.2,0.7766856402158737,-0.002351841139170574,17.817035675048828,108.83287189304829,0.0003,-0.5428682319819927,0.064306640625,1170,0.0075779837
33.34264867,275,119,243712,884,302.88,0.2,0.6666605472564697,-0.002633408294786932,14.014616966247559,201.66718183755876,0.0003,-0.6061191771179437,0.04169921875,1180,0.003261066
42.08833837,277,120,245760,885,306.88,0.2,0.6048126518726349,-0.003991159409815736,172.44622802734375,295.74484302997587,0.0003,-0.7017741853371262,0.05224609375,1190,0.0066437027
48.5896351,279,121,247808,886,312.32,0.2,0.5994550585746765,-0.0022200483406777495,339.5205383300781,131.99600390791892,0.0003,-0.6715456623584032,0.082568359375,1200,0.009105788
51.03620886999999,281,122,249856,887,313.17,0.2,0.5938304364681244,-0.0030872173883835785,6.455605506896973,145.17923004627227,0.0003,-0.6452624306082726,0.049365234375,1210,0.0053193513
58.50392777000001,283,123,251904,888,317.6,0.2,0.5705641508102417,-0.0014067548865568825,15.749549865722656,201.00398892462255,0.0003,-0.7000193104147912,0.044091796875,1220,0.007940453
-165.85714285714286,1,1,2048,1581,289.57142857142856,0.2,0.639624834060669,-0.002170381758332951,13.146273612976074,152.96903729736806,0.0003,-0.6237792676314712,0.04228515625,1230,0.0036321124
-133.4653846153846,3,2,4096,1216,303.15384615384613,0.2,0.5276000499725342,-0.005702108750119806,17.759628295898438,180.54874516129493,0.0003,-0.7039087671786547,0.108349609375,1240,0.01162512
-137.53809523809525,5,3,6144,1146,291.1904761904762,0.2,0.7095727920532227,-0.0013087156534311362,8.094100952148438,71.65750813484192,0.0003,-0.6050126179121434,0.049072265625,1250,0.00591336
-129.33571428571426,7,4,8192,1106,289.92857142857144,0.2,0.8110654056072235,-0.0036419435284187783,52.451087951660156,141.354110622406,0.0003,-0.6494371925480664,0.052099609375,1260,0.0040439395
-124.10588235294117,9,5,10240,1072,292.4117647058824,0.2,0.9113399684429169,-0.001970970130059868,10.249948501586914,39.60335564017296,0.0003,-0.7487763792276383,0.06962890625,1270,0.0047855694
-122.05238095238094,11,6,12288,1071,288.5,0.2,0.9084478169679642,-0.0032546814109082334,8.176737785339355,62.43569532930851,0.0003,-0.6540609764866531,0.048876953125,1280,0.0064723636
-123.95400000000001,13,7,14336,1070,283.76,0.2,0.9089764803647995,-0.006422720956470585,10.177258491516113,123.14027623832226,0.0003,-0.7081326877698302,0.090283203125,1290,0.0078119994
-130.36909090909094,15,8,16384,1060,293.07272727272726,0.2,0.8985209614038467,-0.0020040710980538277,187.44097900390625,140.11801879703998,0.0003,-0.6558843065053225,0.029638671875,1300,0.0054185707
-131.28515625,17,9,18432,1075,285.0625,0.2,0.8359280526638031,-0.0020699975175375585,57.81135177612305,149.5446639418602,0.0003,-0.6856711927801371,0.022607421875,1310,0.003487271
-130.60205479452057,18,10,20480,1083,280.26027397260276,0.2,0.8916627168655396,-0.0008676164645294194,76.09071350097656,171.4731396138668,0.0003,-0.6569280324503779,0.0095703125,1320,0.0038740067
-131.519375,20,11,22528,1090,278.15,0.2,0.9362189397215843,-0.0032440986607980447,51.97838592529297,130.97286305725575,0.0003,-0.667063101939857,0.04130859375,1330,0.004763742
-127.98539325842695,22,12,24576,1098,276.0561797752809,0.2,0.9379435516893864,-0.0030098273848125244,30.009971618652344,108.44620533585548,0.0003,-0.7195628169924021,0.067529296875,1340,0.008316195
-125.29736842105264,24,13,26624,1095,278.0315789473684,0.2,0.9469495862722397,-0.002185036196897272,129.11976623535156,131.50073004066945,0.0003,-0.5973268539644778,0.04326171875,1350,0.004998156
