rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_range,train/std,train/n_updates
757.16,499,209,51,104448,-34.625621349999996,0.0003,2.3895273208618164,0.067041015625,0.740433394908905,-2.3923655681312086,0.0049864375,36.843588969483974,-0.0033080242574214935,0.2,0.8027338981628418,500
773.82,497,214,52,106496,-29.971304429999996,0.0003,239.73092651367188,0.071728515625,0.6545181274414062,-2.3868081107735635,0.007101183,49.020155138894914,-0.002975266374414787,0.2,0.7925020456314087,510
789.28,495,219,53,108544,-29.696612889999997,0.0003,1.6900633573532104,0.084814453125,0.689072996377945,-2.360759501904249,0.008498076,35.279291610047224,-0.0020663835282903166,0.2,0.783372163772583,520
804.22,493,223,54,110592,-24.976087830000004,0.0003,1.817209005355835,0.0396484375,0.7138493657112122,-2.3399995885789395,0.004057131,39.926170602440834,-0.0004837564978515729,0.2,0.7764974236488342,530
817.28,495,227,55,112640,-20.807131469999995,0.0003,245.69752502441406,0.05126953125,0.31316494941711426,-2.3271188996732235,0.00442132,126.79424717277288,-0.006290507876838092,0.2,0.7739198803901672,540
831.61,493,232,56,114688,-18.923970529999995,0.0003,5.477434158325195,0.085009765625,0.501980185508728,-2.3220255337655544,0.00811895,64.36819414198399,-0.0040152430290618215,0.2,0.7722522020339966,550
843.75,490,237,57,116736,-13.421264479999998,0.0003,1.7183971405029297,0.080419921875,0.665621429681778,-2.3134915329515935,0.0060805585,43.85746294297278,-0.004690921241126489,0.2,0.7655642032623291,560
859.27,485,244,58,118784,-12.516422249999996,0.0003,45.4917106628418,0.052978515625,0.5487739741802216,-2.2989724561572076,0.009374268,54.34543087184429,0.0012126822781283408,0.2,0.7622957825660706,570
880.89,483,249,59,120832,-9.125440650000002,0.0003,45.75806427001953,0.03994140625,0.516135960817337,-2.283795091509819,0.0058952533,68.25942459776998,-0.001224413374438882,0.2,0.754607617855072,580
896.31,481,255,60,122880,-6.27591884,0.0003,5.492465019226074,0.066064453125,0.4897955060005188,-2.2628419421613217,0.008081449,97.76799667701125,-0.0021332530275685714,0.2,0.744971752166748,590
905.03,480,259,61,124928,-4.972268670000002,0.0003,3.7527389526367188,0.10380859375,0.775395855307579,-2.2396545089781283,0.011552406,36.754516867548226,0.0006170542976178695,0.2,0.738193929195404,600
916.56,479,264,62,126976,-0.9374768500000034,0.0003,2.43346905708313,0.082373046875,0.8050759732723236,-2.216904754936695,0.0063224356,33.53436861038208,-0.0030558547761756925,0.2,0.7287349700927734,610
920.93,479,269,63,129024,0.08773398999999855,0.0003,4.938591003417969,0.059814453125,0.5681124031543732,-2.1863546699285505,0.0069867084,54.33542589172721,-0.0026660288975108417,0.2,0.7149060964584351,620
944.25,477,274,64,131072,4.91513344,0.0003,3.3117189407348633,0.056201171875,0.6764925122261047,-2.1575492046773435,0.0052833147,51.76306531205773,-0.0008863484472385608,0.2,0.7082988023757935,630
956.01,478,278,65,133120,6.813111779999999,0.0003,1.3709076642990112,0.115673828125,0.6749097406864166,-2.1366437926888464,0.0051318076,57.57093581557274,-0.003976104693720117,0.2,0.701088547706604,640
951.3,478,282,66,135168,7.2659667500000005,0.0003,1.7522003650665283,0.086376953125,0.7091952264308929,-2.126300410181284,0.006556098,42.81083583422005,-0.0014946728108043317,0.2,0.7018134593963623,650
956.75,476,287,67,137216,9.82318187,0.0003,41.46417999267578,0.0525390625,0.6351719498634338,-2.1241526417434216,0.0054980395,46.23474083170295,-0.0013377712697547396,0.2,0.6983639597892761,660
964.5,477,291,68,139264,11.30416702,0.0003,10.019590377807617,0.071044921875,0.45406728982925415,-2.1165008366107942,0.0061735734,93.2679523870349,-0.004749471559625818,0.2,0.6961140632629395,670
959.22,477,295,69,141312,11.070389940000002,0.0003,1.7186461687088013,0.136279296875,0.7305032014846802,-2.1103604726493357,0.012640571,57.43782964348793,-0.008431133795238566,0.2,0.6928451061248779,680
955.09,477,299,70,143360,10.697571130000002,0.0003,2.749737501144409,0.072509765625,0.6328883171081543,-2.1097096182405948,0.008161233,67.96565070226788,-0.0013887156448618044,0.2,0.6981619000434875,690
955.09,477,304,71,145408,11.062628790000002,0.0003,1.7536978721618652,0.060205078125,0.5438906848430634,-2.1130459912121298,0.007880561,149.7246777765453,-0.0012750524889270308,0.2,0.692444920539856,700
949.87,478,307,72,147456,9.837431590000001,0.0003,2.3999183177948,0.075244140625,0.7885185331106186,-2.115795882791281,0.006624081,38.27410670891404,-9.766455405042506e-05,0.2,0.7008916735649109,710
945.69,478,312,73,149504,10.5034447,0.0003,1.7483288049697876,0.087744140625,0.7801197171211243,-2.1015813924372195,0.009249653,48.77861325778067,-0.004990511105279438,0.2,0.6838264465332031,720
944.25,478,316,74,151552,11.021934429999998,0.0003,4.019105911254883,0.067333984375,0.679767370223999,-2.0715219512581826,0.006347485,66.2094701230526,-0.0015366997817181983,0.2,0.6788657903671265,730
944.25,478,321,75,153600,11.71911995,0.0003,18.99063491821289,0.0642578125,0.7732478082180023,-2.055077839642763,0.009125493,47.554352483153345,0.00017598743943381123,0.2,0.6732189655303955,740
937.51,478,325,76,155648,10.625185970000002,0.0003,5.312475204467773,0.075244140625,0.8066116869449615,-2.026645913720131,0.011407673,44.3451208949089,0.00032626562424411534,0.2,0.6601070761680603,750
933.47,479,328,77,157696,12.78324189,0.0003,334.06109619140625,0.0603515625,0.5630935430526733,-2.00736900344491,0.0071109724,126.40747845321894,-2.9020363581366836e-05,0.2,0.6614953875541687,760
923.69,480,332,78,159744,11.976828340000003,0.0003,11.79610824584961,0.095654296875,0.7894603461027145,-2.013779599964619,0.006083516,42.15244370456785,0.0002665996638825163,0.2,0.6633965373039246,770
923.69,477,338,79,161792,13.309606370000001,0.0003,8.04332160949707,0.08056640625,0.7179988622665405,-2.0106560051441194,0.009559212,82.97220382280648,-0.0010229542458546348,0.2,0.6601749658584595,780
923.69,476,343,80,163840,13.2535674,0.0003,0.6905061602592468,0.101513671875,0.6680175364017487,-1.9965491227805614,0.009112837,44.325751659087835,-0.0034384125654469246,0.2,0.6533713936805725,790
920.0,477,347,81,165888,13.846255220000003,0.0003,2.7723793983459473,0.12109375,0.8205571323633194,-1.9889539320021867,0.007726006,31.180529672466218,-0.0041698484943481166,0.2,0.6543194651603699,800
920.0,477,352,82,167936,13.555177730000002,0.0003,11.290959358215332,0.076171875,0.746649295091629,-1.988421967998147,0.00930574,65.05464535094798,-0.005612875987571897,0.2,0.6528069972991943,810
921.34,476,356,83,169984,13.169195400000001,0.0003,1.390200138092041,0.099951171875,0.7887998968362808,-1.972570825368166,0.006785702,32.68268750812858,-0.003437606766965473,0.2,0.6450095176696777,820
910.42,477,360,84,172032,12.175911639999999,0.0003,1.0652744770050049,0.095458984375,0.7499206364154816,-1.9393393248319626,0.0068628383,37.04509217394516,-0.0007353146203968209,0.2,0.632038950920105,830
905.16,478,363,85,174080,12.541429110000001,0.0003,47.64116668701172,0.03896484375,0.49948549270629883,-1.9180966507643462,0.005359627,119.3619055390358,-0.002474581355636474,0.2,0.6306793093681335,840
899.96,476,369,86,176128,13.38398097,0.0003,28.600976943969727,0.102294921875,0.6376515626907349,-1.9144273750483989,0.0133196935,65.19588372781872,-0.0018352638289798051,0.2,0.6306347846984863,850
899.96,475,374,87,178176,13.6510366,0.0003,9.935847282409668,0.10693359375,0.8044649660587311,-1.918979361653328,0.0077427574,39.24676985703409,-0.003227601609250996,0.2,0.6335722804069519,860
888.66,476,378,88,180224,15.00121024,0.0003,1.2914760112762451,0.108154296875,0.7330423295497894,-1.9376649610698222,0.009403881,39.46721750665456,-0.002015302103245631,0.2,0.6403777599334717,870
882.49,476,382,89,182272,16.634639550000003,0.0003,20.615205764770508,0.07451171875,0.47748738527297974,-1.9452992290258408,0.0072479676,132.24683860242368,-0.0029748850458418017,0.2,0.6403465867042542,880
882.49,477,386,90,184320,16.077625960000002,0.0003,4.799259662628174,0.0951171875,0.7076892256736755,-1.9392642959952355,0.008558195,54.35720465518534,-0.0036083695355046074,0.2,0.6360461711883545,890
875.85,478,389,91,186368,14.774182920000001,0.0003,0.6883578896522522,0.130224609375,0.7516916245222092,-1.9252558398991824,0.010739597,28.7224979666993,-0.0031019728186947758,0.2,0.6310728192329407,900
870.94,479,393,92,188416,16.56901293,0.0003,4.991983890533447,0.111474609375,0.7162350714206696,-1.9127908915281295,0.012334603,80.94292831271886,-0.004525461354933214,0.2,0.6291241645812988,910
860.07,479,396,93,190464,13.531422230000002,0.0003,1.12356698513031,0.06435546875,0.7957265377044678,-1.9164608918130397,0.004994924,47.67733911722898,-0.0021211877508903855,0.2,0.6346620321273804,920
841.19,480,400,94,192512,14.64897423,0.0003,124.7588119506836,0.06806640625,0.38053369522094727,-1.9327272426337003,0.007094725,152.4152492366731,-0.00565774866117863,0.2,0.6386198997497559,930
838.37,481,403,95,194560,12.688286909999999,0.0003,117.39974975585938,0.062744140625,0.5917666554450989,-1.941238846629858,0.0054687075,180.11283274441956,-0.002393381804358796,0.2,0.6387647390365601,940
831.82,483,406,96,196608,9.038665779999999,0.0003,10.091522216796875,0.097412109375,0.789097011089325,-1.9485306542366743,0.010074386,62.74321100451052,-0.0020295941263611893,0.2,0.6446242928504944,950
828.63,483,410,97,198656,11.335850959999998,0.0003,9.63385009765625,0.04541015625,0.6286962628364563,-1.958072916045785,0.00428339,124.76932389810682,-0.0006864738701551687,0.2,0.644424319267273,960
816.6,484,414,98,200704,9.331982390000002,0.0003,1.3342185020446777,0.092041015625,0.7259017527103424,-1.9490990191698074,0.008299392,61.08243674039841,-0.0019416416704189031,0.2,0.6385985016822815,970
798.29,484,418,99,202752,6.93955685,0.0003,18.54311180114746,0.10546875,0.6100205779075623,-1.9431425884366036,0.007922905,124.42434721142054,-0.002022667304117931,0.2,0.6362923383712769,980
785.24,485,422,100,204800,7.444532219999998,0.0003,111.04856872558594,0.058642578125,0.644352912902832,-1.927617657929659,0.006082733,163.8243735730648,-0.007463510548404884,0.2,0.6325417757034302,990
783.4,485,426,101,206848,7.606569270000001,0.0003,76.27030181884766,0.0455078125,0.5029131472110748,-1.9068256381899118,0.0094939135,155.20234439522028,-0.0023019310596282595,0.2,0.6237450838088989,1000
766.51,486,429,102,208896,4.2316933599999995,0.0003,2.3517024517059326,0.104052734375,0.6602701544761658,-1.8927626393735408,0.011645857,96.77227232605219,0.0016301369745633566,0.2,0.625175416469574,1010
759.75,487,433,103,210944,4.875305159999999,0.0003,8.67943000793457,0.075830078125,0.4994313716888428,-1.9027192007750273,0.004743155,171.26200570613145,-0.005206149240257219,0.2,0.6280916929244995,1020
754.72,487,436,104,212992,5.721046819999999,0.0003,25.21668243408203,0.0736328125,0.6048946678638458,-1.911566274613142,0.011779004,118.65918239206076,-0.0021410960520370282,0.2,0.6307557821273804,1030
754.45,487,441,105,215040,6.55289057,0.0003,26.121065139770508,0.134228515625,0.6604155898094177,-1.9178636133670808,0.00863595,66.5278543137014,0.0031416353092936335,0.2,0.632155179977417,1040
755.19,488,444,106,217088,5.738129239999998,0.0003,9.094022750854492,0.074267578125,0.7110099196434021,-1.9124747298657894,0.010589887,72.57015493363141,-0.003110846906201914,0.2,0.6264959573745728,1050
748.12,489,447,107,219136,6.8561293999999995,0.0003,53.553138732910156,0.140576171875,0.6789934039115906,-1.9107095181941987,0.008202516,63.430619492474946,1.4212311361916363e-05,0.2,0.6299254894256592,1060
753.34,489,451,108,221184,9.04242064,0.0003,128.26406860351562,0.039794921875,0.5388608276844025,-1.9103188261389732,0.0050617666,104.79614994674921,-0.0006955187549465336,0.2,0.6291786432266235,1070
753.34,489,456,109,223232,8.665839010000001,0.0003,0.5588729381561279,0.129833984375,0.867957592010498,-1.887652823701501,0.011577744,33.29797762613744,0.0010585369949694724,0.2,0.617550790309906,1080
754.12,489,460,110,225280,8.81516839,0.0003,0.5245214700698853,0.144287109375,0.8856314793229103,-1.8633123964071274,0.012986839,29.519336681626736,-0.004743228715960867,0.2,0.6136640310287476,1090
734.37,490,463,111,227328,1.2845966899999977,0.0003,44.33725357055664,0.07587890625,0.7049865424633026,-1.8611921053379774,0.0033316943,62.28877401892096,-0.003298162327700993,0.2,0.6137292385101318,1100
729.58,491,467,112,229376,2.0962674499999974,0.0003,28.897245407104492,0.044921875,0.47275835275650024,-1.862734042480588,0.0058454936,231.0100339204073,-0.005632951100415085,0.2,0.614486575126648,1110
724.47,491,470,113,231424,-1.86660267,0.0003,39.49563980102539,0.054833984375,0.7150380909442902,-1.8631199594587087,0.0077318354,88.9204405002296,-0.002276897679985268,0.2,0.6126945614814758,1120
714.89,492,474,114,233472,2.0739487100000003,0.0003,107.69184875488281,0.045654296875,0.5157507061958313,-1.8543816410005092,0.0052859606,134.49729287922383,-0.0024745256090682234,0.2,0.6104742884635925,1130
707.99,492,477,115,235520,0.9787403399999997,0.0003,71.4718017578125,0.0576171875,0.5695436894893646,-1.84979268014431,0.00751331,149.22690863013267,-0.003796067957955529,0.2,0.6100841760635376,1140
711.68,492,482,116,237568,0.08295089999999906,0.0003,5.079717636108398,0.055859375,0.6912148296833038,-1.8528596609830856,0.005497006,47.493388125672936,6.393249350367114e-05,0.2,0.6116975545883179,1150
706.63,493,485,117,239616,0.5932543899999995,0.0003,0.7629637122154236,0.14873046875,0.815760999917984,-1.8202269177883863,0.017644636,25.585893619805574,-0.0025242143077775837,0.2,0.5933632254600525,1160
703.14,493,489,118,241664,-0.05996049000000156,0.0003,1.2466933727264404,0.117529296875,0.6514167785644531,-1.785754818469286,0.010804359,57.3653666537255,-0.003396234765386907,0.2,0.5889507532119751,1170
697.72,493,493,119,243712,-0.6952176600000012,0.0003,227.28233337402344,0.075732421875,0.6543231904506683,-1.7789104122668504,0.007293064,159.2216907568276,-0.004307660127233248,0.2,0.5885642766952515,1180
690.75,494,496,120,245760,-5.30937336,0.0003,1.3842158317565918,0.07509765625,0.6175791025161743,-1.770822285860777,0.008309228,79.65297992378473,-0.002985371405520709,0.2,0.5845726728439331,1190
689.61,495,499,121,247808,-6.894925680000001,0.0003,43.11354064941406,0.1068359375,0.7075657248497009,-1.765048135444522,0.008455939,100.27297086790205,-0.0030682847602292894,0.2,0.5853615403175354,1200
690.97,496,503,122,249856,-8.820425210000002,0.0003,6.012296199798584,0.131298828125,0.8387163430452347,-1.7647838421165942,0.012760211,52.87436442878097,-0.0028013192481012084,0.2,0.5852543115615845,1210
697.14,495,508,123,251904,-9.9032412,0.0003,2.432644844055176,0.13955078125,0.7666182667016983,-1.768249411135912,0.011192632,76.66117511242628,-0.007658999017439783,0.2,0.586854100227356,1220
596.6666666666666,608,3,1,2048,-3.246590666666672,0.0003,1.4022102355957031,0.130517578125,0.8298838585615158,-1.7857729107141496,0.011692227,40.57134380675852,-0.0010235786052362529,0.2,0.5947761535644531,1230
758.0,526,7,2,4096,-51.9177432,0.0003,49.80091094970703,0.09697265625,0.7145334780216217,-1.8000696048140525,0.0075111203,72.06146453246474,-0.002787042635100079,0.2,0.5954256057739258,1240
757.625,519,11,3,6144,-75.990636,0.0003,1.7887855768203735,0.121435546875,0.8109626621007919,-1.7904458831995727,0.012702925,35.8133391007781,-0.0016239645279711112,0.2,0.5896199345588684,1250
743.3,539,15,4,8192,-76.2593204,0.0003,1.8428058624267578,0.07880859375,0.7485019862651825,-1.7825974378734828,0.0059710094,92.00098103657365,-0.0024488256829499734,0.2,0.5910403728485107,1260
681.5333333333333,555,18,5,10240,-101.68471706666666,0.0003,16.137781143188477,0.073095703125,0.7648609429597855,-1.7788959991186857,0.007213465,53.52621652185917,-0.0013863016210962087,0.2,0.5859215259552002,1270
680.3529411764706,539,22,6,12288,-104.41431888235294,0.0003,27.500497817993164,0.06318359375,0.709015965461731,-1.7666761282831431,0.006955232,110.52258244603873,-0.001995408668881282,0.2,0.5845182538032532,1280
698.2,546,26,7,14336,-104.86509995000002,0.0003,34.42393493652344,0.106640625,0.7899894714355469,-1.7764998737722635,0.008697852,52.93051299639046,-0.0009079575836949516,0.2,0.5928133130073547,1290
627.5384615384615,567,28,8,16384,-113.47952138461538,0.0003,2.818356513977051,0.106640625,0.7967715412378311,-1.793904208764434,0.007981538,45.00111792348325,-0.0032388092986366246,0.2,0.5959826111793518,1300
654.1428571428571,556,33,9,18432,-109.40604685714287,0.0003,81.31681060791016,0.085986328125,0.626772403717041,-1.8037908516824246,0.008605113,223.042681068182,-0.008529956206621137,0.2,0.5970749855041504,1310
658.4516129032259,564,36,10,20480,-100.71917758064517,0.0003,3.779066801071167,0.098828125,0.7616279274225235,-1.8014128867536783,0.008420978,25.819637497141958,-0.0016156052690348588,0.2,0.5957091450691223,1320
625.0555555555555,581,38,11,22528,-100.51607744444443,0.0003,70.28234100341797,0.076416015625,0.45783406496047974,-1.7977042369544507,0.010178895,127.4242304507643,-0.003520252098678611,0.2,0.5918126106262207,1330
599.275,589,41,12,24576,-109.00823145,0.0003,24.040367126464844,0.074755859375,0.5205229222774506,-1.7894347541034221,0.009428223,188.96295914649963,-0.005298866310113226,0.2,0.5925736427307129,1340
601.3409090909091,587,45,13,26624,-102.40433293181815,0.0003,31.040136337280273,0.073046875,0.6786279678344727,-1.7905809052288533,0.007330411,130.82021044492723,-0.007335664035053924,0.2,0.5924816131591797,1350
598.4893617021277,588,48,14,28672,-94.52444399999999,0.0003,347.8099670410156,0.123583984375,0.446962833404541,-1.7865292448550463,0.00910105,154.07446578443052,-0.0033350439862260828,0.2,0.5909345149993896,1360
