time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/approx_kl,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/clip_range
555,658.07,52,-48.51418658000001,106496,191,0.0474609375,-2.422417736053467,0.004980307,0.8906890526413918,35.414423464238645,510,0.0003,0.990985631942749,-0.0035827930201776325,0.8066579103469849,0.2
554,673.35,53,-45.21393412,108544,195,0.033349609375,-2.404894086718559,0.004563759,0.7710079550743103,97.86216148883105,520,0.0003,269.96453857421875,-0.003075668890232919,0.8055435419082642,0.2
553,682.39,54,-46.90932466,110592,199,0.0626953125,-2.384059073776007,0.00789161,0.8889975622296333,32.92056855093688,530,0.0003,1.005277395248413,-0.00459583033589297,0.7905279397964478,0.2
553,690.02,55,-45.133869389999994,112640,203,0.0359375,-2.369241430610418,0.0049028853,0.6639885604381561,97.73673779070377,540,0.0003,1.6366100311279297,-0.003008897529070964,0.793495774269104,0.2
553,700.83,56,-39.621932109999996,114688,207,0.0423828125,-2.3729303807020186,0.0052331146,0.8276892155408859,79.65431766659022,550,0.0003,6.664344787597656,-0.0027950680880167054,0.7935085892677307,0.2
553,708.3,57,-37.507213019999995,116736,210,0.06298828125,-2.359135036170483,0.00814507,0.9080957844853401,37.348015116155146,560,0.0003,1.6353802680969238,-0.003122499817982316,0.7828238010406494,0.2
553,718.28,58,-38.646632079999996,118784,214,0.03955078125,-2.3466992750763893,0.007454044,0.788697749376297,58.17979843094945,570,0.0003,4.809685230255127,-0.0009682333358796314,0.783803403377533,0.2
552,726.22,59,-37.18997701,120832,218,0.088525390625,-2.354229401797056,0.0068873176,0.8087475299835205,73.4328357666731,580,0.0003,175.96914672851562,-0.004849634962010896,0.7879964113235474,0.2
549,726.22,60,-37.499790090000005,122880,223,0.08701171875,-2.376394375413656,0.007233713,0.8797678798437119,40.13467116542161,590,0.0003,3.049654006958008,-0.004459457499615382,0.8019744157791138,0.2
549,733.53,61,-33.14958037,124928,227,0.0890625,-2.381357754766941,0.008439171,0.7787836939096451,50.2544335141778,600,0.0003,3.3249473571777344,-0.0033846156176878138,0.7926364541053772,0.2
549,745.78,62,-31.265826200000003,126976,231,0.022216796875,-2.359805406630039,0.0041526686,0.71003457903862,85.3636585086584,610,0.0003,39.224449157714844,-0.0022999141623586184,0.7883782386779785,0.2
545,754.23,63,-27.122177259999997,129024,236,0.064111328125,-2.341193314641714,0.00685886,0.7789079397916794,81.734866669029,620,0.0003,267.8015441894531,-0.002318343562728842,0.7774447798728943,0.2
542,760.62,64,-26.34812555,131072,241,0.069873046875,-2.3219851784408094,0.007155071,0.7790758162736893,148.93592542260885,630,0.0003,86.38018798828125,-0.0035628988247481176,0.7728420495986938,0.2
539,767.95,65,-24.73142139,133120,246,0.04697265625,-2.305471608787775,0.01014339,0.8507773578166962,55.273984083533286,640,0.0003,6.033262252807617,-0.0003883324196067406,0.762958288192749,0.2
538,785.93,66,-20.224817319999996,135168,251,0.06787109375,-2.2769371293485166,0.0075756996,0.858771875500679,45.196649722009894,650,0.0003,4.138377666473389,-0.0016851045129442355,0.7543050050735474,0.2
538,802.29,67,-19.09129823,137216,254,0.047412109375,-2.2663778856396677,0.0043538166,0.8119954019784927,121.27725210934878,660,0.0003,376.1366882324219,-0.0027921548869926484,0.7523617744445801,0.2
538,817.27,68,-15.53590195,139264,258,0.027197265625,-2.2614232316613196,0.0045951935,0.8542504608631134,85.41682450510561,670,0.0003,3.902647018432617,-0.00045612666654051284,0.7505446076393127,0.2
539,815.52,69,-15.47966338,141312,262,0.08447265625,-2.2622976779937742,0.00741992,0.9105115532875061,32.90448584854603,680,0.0003,151.27313232421875,-0.0036027639172971247,0.7508728504180908,0.2
537,810.15,70,-15.1235684,143360,266,0.042626953125,-2.2588158026337624,0.005612326,0.7573082447052002,99.66704860329628,690,0.0003,17.733850479125977,-0.003885466315841768,0.750813901424408,0.2
534,810.15,71,-14.516866989999999,145408,272,0.057568359375,-2.2618081249296664,0.0053061126,0.8724695891141891,69.31064078211784,700,0.0003,7.124809741973877,-0.0019714595455297967,0.7511427998542786,0.2
532,823.57,72,-12.335023030000002,147456,276,0.09130859375,-2.2330041892826555,0.007895578,0.9307564571499825,29.811801311094314,710,0.0003,0.21915681660175323,-0.0014297595684183762,0.7314376831054688,0.2
530,839.81,73,-9.572353390000004,149504,281,0.065234375,-2.1980476595461367,0.007185001,0.8971254229545593,44.95099688693881,720,0.0003,1.4235605001449585,-0.003758782401564531,0.7237725257873535,0.2
530,852.27,74,-4.328476820000002,151552,285,0.06708984375,-2.18916244879365,0.0067840354,0.78523088991642,78.60070296823979,730,0.0003,21.806272506713867,-0.004832002771581756,0.7239819765090942,0.2
529,858.71,75,-4.16164684,153600,289,0.025537109375,-2.18666862025857,0.004456688,0.7085389792919159,147.66953300237657,740,0.0003,62.368621826171875,-0.0022045875924959547,0.7217727303504944,0.2
528,856.56,76,-1.3782576200000007,155648,294,0.07294921875,-2.157011990994215,0.01043112,0.9198659136891365,35.09447954501957,750,0.0003,3.947418451309204,-0.002503233092284063,0.7005877494812012,0.2
527,872.09,77,1.2185432799999985,157696,298,0.112548828125,-2.125430005788803,0.01199984,0.8050796836614609,67.42951225675642,760,0.0003,1.5693031549453735,-0.003767239658191102,0.7023006677627563,0.2
524,879.41,78,2.0411917399999977,159744,304,0.0994140625,-2.112326185405254,0.009306809,0.8803627043962479,37.99636352350935,770,0.0003,1.1300822496414185,-0.0007408838471747003,0.6939387321472168,0.2
524,880.14,79,2.5805729299999984,161792,308,0.0841796875,-2.091083600372076,0.007055686,0.9039448276162148,37.08809353224933,780,0.0003,242.53321838378906,-0.0015626544482074678,0.6849249601364136,0.2
525,872.77,80,0.8428002899999987,163840,311,0.030419921875,-2.0815418288111687,0.0059328713,0.7010426223278046,99.00052682980895,790,0.0003,108.11100006103516,-0.001517107723702793,0.6878647804260254,0.2
524,873.77,81,0.9298310900000007,165888,316,0.013427734375,-2.089704544842243,0.0023938066,0.74192014336586,134.28618715703487,800,0.0003,32.19584274291992,-0.001957942579610972,0.6895227432250977,0.2
523,866.2,82,-0.03332090999999934,167936,320,0.068994140625,-2.097509405761957,0.008644359,0.8356620520353317,46.23111401237547,810,0.0003,12.217090606689453,-0.006511413987027481,0.6942898035049438,0.2
524,864.17,83,0.8973958300000003,169984,324,0.0583984375,-2.109260527789593,0.0061912565,0.7306391000747681,171.16391296833754,820,0.0003,41.852210998535156,-0.0029729916181167938,0.6958371996879578,0.2
524,864.17,84,1.3833264999999997,172032,327,0.0591796875,-2.102624513208866,0.009425346,0.8038474321365356,69.86573942750692,830,0.0003,1.0912246704101562,-0.0023063091248332057,0.6887574791908264,0.2
523,864.17,85,1.20732524,174080,332,0.07841796875,-2.091603708267212,0.0077387867,0.8685086965560913,44.10278335809708,840,0.0003,0.5981537699699402,-0.0012810947577236221,0.6883608102798462,0.2
521,860.85,86,1.9111152099999997,176128,337,0.06142578125,-2.094452369213104,0.007180223,0.8452266454696655,43.505142571404576,850,0.0003,5.332033634185791,-0.0008847917481034529,0.6885539293289185,0.2
521,854.76,87,0.5487015100000004,178176,341,0.074267578125,-2.089089076220989,0.004149394,0.8191646039485931,53.445488433912395,860,0.0003,25.57575798034668,0.0003502229730656836,0.68574458360672,0.2
520,854.76,88,0.908928440000001,180224,346,0.05703125,-2.079535824805498,0.0052372366,0.742090106010437,117.4065915428102,870,0.0003,30.36373519897461,-0.003119088133826153,0.6831046342849731,0.2
519,858.46,89,0.5371994400000023,182272,350,0.083447265625,-2.0606090895831586,0.008925172,0.9052893295884132,39.77794610466808,880,0.0003,1.0719622373580933,-0.0032903525505389554,0.6713799238204956,0.2
517,858.46,90,0.6275735700000031,184320,355,0.068310546875,-2.035561662912369,0.0063264705,0.8878820240497589,33.2867031775415,890,0.0003,5.452829837799072,-0.00450842938007554,0.6682459115982056,0.2
517,854.97,91,-1.6978260399999983,186368,360,0.07666015625,-2.0392946250736714,0.0065478915,0.9099733382463455,35.27818663781509,900,0.0003,0.9034688472747803,-0.003389448334928602,0.671029269695282,0.2
517,850.64,92,0.04502914000000089,188416,364,0.05302734375,-2.039931286126375,0.0064320597,0.821680560708046,86.78592885322868,910,0.0003,1.5311871767044067,-0.0027047828705690337,0.6704952716827393,0.2
516,850.64,93,-0.21112234999999938,190464,368,0.0783203125,-2.0337226152420045,0.00883467,0.8612524121999741,56.22426891997456,920,0.0003,2.616032123565674,-0.0016577600399614312,0.6688950061798096,0.2
517,853.8,94,1.9173780400000016,192512,371,0.094873046875,-2.0291545554995536,0.005135686,0.9206612035632133,32.047101960564035,930,0.0003,0.4847760498523712,-0.0009341781304101459,0.6663042306900024,0.2
518,846.86,95,0.8557212100000012,194560,375,0.093603515625,-2.0202315755188467,0.007338404,0.8389134854078293,72.09792891163379,940,0.0003,4.653554439544678,-0.0034131291940866504,0.6630760431289673,0.2
518,854.23,96,2.3929491400000016,196608,379,0.050537109375,-2.01027804762125,0.004201987,0.8173185437917709,75.81983445957303,950,0.0003,2.499082088470459,-0.0009010969384689816,0.6592116355895996,0.2
516,854.23,97,2.0851520200000015,198656,384,0.11494140625,-2.010240617394447,0.01124088,0.9210647940635681,29.2515771439299,960,0.0003,0.5062985420227051,-0.0024174665239115713,0.662493884563446,0.2
516,854.89,98,2.22959304,200704,388,0.034912109375,-2.005249551683664,0.0068936744,0.8637947887182236,40.5285879869014,970,0.0003,1.8520790338516235,-0.0019826614487101326,0.6558427810668945,0.2
517,856.19,99,1.0411208700000005,202752,392,0.0671875,-1.991401380300522,0.0049437666,0.8407251685857773,86.16737581901252,980,0.0003,20.882102966308594,-0.005727927727639326,0.6538209915161133,0.2
516,860.73,100,2.515144090000001,204800,396,0.071484375,-1.985071139037609,0.0068330066,0.902991995215416,35.32392565496266,990,0.0003,1.5786889791488647,-0.0029951935593999224,0.6504195928573608,0.2
517,848.74,101,0.18606132000000244,206848,399,0.043017578125,-1.976413994282484,0.0026316068,0.8270205110311508,75.42310321331024,1000,0.0003,2.981919765472412,-0.0003788745743804611,0.6496374607086182,0.2
515,855.27,102,2.8969934300000015,208896,405,0.045458984375,-1.973018016666174,0.005319114,0.8414723128080368,82.62582975290715,1010,0.0003,83.50302124023438,-0.003053289750096155,0.6490549445152283,0.2
514,855.14,103,0.34496808000000045,210944,409,0.101025390625,-1.9720773246139287,0.009468524,0.9065928235650063,44.43996238997206,1020,0.0003,0.707455575466156,-0.0011177192332979756,0.650327205657959,0.2
515,858.81,104,-0.5683481599999993,212992,412,0.067333984375,-1.9729950241744518,0.009467434,0.856858491897583,67.38556522727012,1030,0.0003,40.35847091674805,-0.0020224918465828524,0.6486890316009521,0.2
516,857.59,105,-1.877655279999999,215040,416,0.094384765625,-1.9491392888128758,0.0134013025,0.9544398002326488,23.294433610141276,1040,0.0003,1.199957251548767,-0.005410667003889103,0.6352696418762207,0.2
515,861.96,106,-2.043256959999999,217088,421,0.11640625,-1.9231477972120046,0.004891324,0.8709612190723419,72.16183767840266,1050,0.0003,3.477391481399536,-0.0027464855986181645,0.6308599710464478,0.2
516,861.23,107,-1.1791582,219136,424,0.095947265625,-1.9063626490533352,0.009221036,0.9128384217619896,29.026400540629403,1060,0.0003,0.3772185146808624,-0.0020181639862130395,0.6269450187683105,0.2
516,867.42,108,-1.0273310700000002,221184,428,0.04248046875,-1.8981115873903036,0.006108745,0.7756361365318298,126.1025970466435,1070,0.0003,56.69240188598633,-0.003071144962814287,0.6243836879730225,0.2
515,861.44,109,-0.5503199600000012,223232,433,0.076416015625,-1.8817445252090692,0.008688914,0.902557872235775,48.875823848694566,1080,0.0003,2.4868273735046387,-0.003250446887977887,0.6167497038841248,0.2
515,866.34,110,-0.18392014000000187,225280,436,0.042529296875,-1.8650910973548889,0.0054201405,0.8034079670906067,86.15215769335627,1090,0.0003,16.797361373901367,-0.002347823108721059,0.6158656477928162,0.2
515,869.68,111,3.8433686499999995,227328,441,0.068896484375,-1.8676747415214776,0.004453108,0.8889390975236893,43.203600833565,1100,0.0003,2.010298728942871,-0.0024831007307511755,0.6157607436180115,0.2
515,864.42,112,-1.7823820100000018,229376,445,0.066650390625,-1.8584777038544416,0.0063396273,0.8510582000017166,64.794462893717,1110,0.0003,1.975030541419983,-0.0010492910114408005,0.611484169960022,0.2
515,864.42,113,-1.8397395300000017,231424,448,0.04326171875,-1.8484825786203145,0.0065402444,0.7723204344511032,95.181222397089,1120,0.0003,7.142291069030762,-0.0024096007422485855,0.6125537157058716,0.2
515,864.42,114,-1.4294662700000018,233472,453,0.0662109375,-1.8603972773998976,0.007200676,0.8903221935033798,37.3816316424869,1130,0.0003,0.9126154184341431,-0.0040687158314540285,0.6182929277420044,0.2
514,864.42,115,-1.4317762800000013,235520,457,0.1013671875,-1.8716388307511806,0.008733612,0.9191011339426041,41.08615303952247,1140,0.0003,0.48251163959503174,-0.0010034917984739877,0.6156145334243774,0.2
515,865.12,116,-0.1828980399999994,237568,460,0.094384765625,-1.8712213043123485,0.007545118,0.9084777534008026,41.25578553956002,1150,0.0003,0.33233335614204407,-0.0022455292230006306,0.616632342338562,0.2
514,870.68,117,-1.5182208199999991,239616,465,0.0701171875,-1.8699074700474738,0.00665598,0.81666000187397,76.00968486946076,1160,0.0003,3.134545087814331,0.0014650696106400574,0.6174415349960327,0.2
514,876.35,118,-2.323946399999999,241664,470,0.131103515625,-1.8806837048381566,0.01157077,0.9102701172232628,39.03763971012086,1170,0.0003,356.0075378417969,-0.005493942470639013,0.6220897436141968,0.2
514,869.79,119,-3.7733776299999993,243712,473,0.068603515625,-1.8884611815214156,0.0054294756,0.934017114341259,28.68197031598538,1180,0.0003,253.55531311035156,-0.004614155983290402,0.6208128929138184,0.2
515,864.85,120,-2.825029759999997,245760,476,0.06640625,-1.8723739486187696,0.0057878685,0.8987124264240265,58.96539996801876,1190,0.0003,0.30676034092903137,-0.002015025659056846,0.613181471824646,0.2
516,864.04,121,-0.7865463299999995,247808,479,0.075244140625,-1.853566626086831,0.004033259,0.8745007067918777,65.09977348335087,1200,0.0003,7.628096103668213,-0.0005122348200529813,0.6112072467803955,0.2
515,865.15,122,0.02860717999999949,249856,484,0.038525390625,-1.8403249520808458,0.004177626,0.8450738340616226,83.45398935563863,1210,0.0003,66.36544799804688,-0.004322905302979052,0.6040461659431458,0.2
515,857.85,123,-0.22300910000000157,251904,488,0.059619140625,-1.8299550291150808,0.008084793,0.7553038746118546,96.2326965590939,1220,0.0003,4.520542144775391,-0.001507860493438784,0.6072542071342468,0.2
583,1000.0,1,-28.3041235,2048,3,0.088623046875,-1.8338717136532068,0.008062119,0.8591549545526505,110.9842320136726,1230,0.0003,49.01689910888672,-0.005757201076630736,0.6044405698776245,0.2
547,1000.0,2,-39.2378795,4096,7,0.109765625,-1.8367600798606873,0.009176269,0.9288572892546654,42.41526422942989,1240,0.0003,0.7020386457443237,-0.0024403512914432214,0.6103571653366089,0.2
578,758.0,3,-59.20544325,6144,10,0.10048828125,-1.8290141027420759,0.011914871,0.9364498257637024,38.942271936452016,1250,0.0003,0.25722917914390564,-0.0012726562144962372,0.6053332686424255,0.2
579,806.4,4,-54.5426505,8192,14,0.05771484375,-1.8245752017945052,0.002566092,0.8104994595050812,150.9517702639103,1260,0.0003,19.379987716674805,-0.0028402385614754166,0.6030819416046143,0.2
580,771.9166666666666,5,-65.65866775,10240,17,0.0626953125,-1.800348811224103,0.005848681,0.9355908930301666,42.35915959067643,1270,0.0003,0.48224830627441406,-0.0030500246488372796,0.592117428779602,0.2
575,775.0,6,-50.55319660000001,12288,21,0.04208984375,-1.776069351658225,0.0038611307,0.8786917999386787,70.69694677796215,1280,0.0003,5.186988830566406,-0.0013797403771604877,0.5886773467063904,0.2
582,768.8888888888889,7,-58.63069894444445,14336,24,0.017626953125,-1.7658861935138703,0.003542536,0.7920017242431641,135.46951877251269,1290,0.0003,404.42474365234375,0.0004378077792352997,0.5862724781036377,0.2
597,765.952380952381,8,-59.82951847619048,16384,27,0.083251953125,-1.7592612355947495,0.008299036,0.8900803923606873,76.09068342670798,1300,0.0003,14.009977340698242,-0.00519372558046598,0.5844705700874329,0.2
600,786.304347826087,9,-58.360709173913044,18432,30,0.04287109375,-1.752710484340787,0.007017079,0.9212221056222916,53.27628221521154,1310,0.0003,0.8190233707427979,-0.003320337021432351,0.5823277235031128,0.2
599,803.4,10,-57.774554560000006,20480,34,0.085302734375,-1.7167813446372748,0.010699592,0.940069243311882,39.444829830620435,1320,0.0003,0.3356250524520874,-0.0012545209290692582,0.5667086839675903,0.2
