time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance,train/approx_kl,train/loss,train/n_updates,train/entropy_loss,train/value_loss
823,35,-75.49236334,486.24,87,71680,-0.0037744471919722855,0.0003,0.06728515625,0.2,0.5876270532608032,0.0047780005,6.06349515914917,340,-1.0298451969400049,54.84930936098099
817,36,-75.6545359,503.63,90,73728,-0.009267026680754497,0.0003,0.12255859375,0.2,0.545791745185852,0.0098753115,6.7362589836120605,350,-1.0452150655910373,35.21531999558211
812,37,-74.64106184,517.85,93,75776,-0.007105117557148333,0.0003,0.1021484375,0.2,0.5291121006011963,0.01071558,3.227722644805908,360,-1.0707839898765088,47.73202431350946
797,38,-74.29227959999999,530.11,97,77824,-0.00405841472929751,0.0003,0.073828125,0.2,0.5757372677326202,0.0075251097,7.262124538421631,370,-0.9115804674103856,61.64265634268522
792,39,-67.32839179999999,551.92,100,79872,-0.004567740159109235,0.0003,0.05732421875,0.2,0.6584104895591736,0.008614333,4.904266357421875,380,-1.0063685791566968,59.955089843273164
789,40,-66.65109702,567.98,103,81920,-0.0020596045596903423,0.0003,0.038037109375,0.2,0.6750885546207428,0.006569679,4.662806034088135,390,-0.8412838833406567,99.56116586476564
781,41,-64.21394926,584.98,107,83968,-0.004704416686581681,0.0003,0.095849609375,0.2,0.7922400683164597,0.009734826,3.3714475631713867,400,-0.9243091646581888,26.22235295549035
777,42,-63.13883402,597.42,110,86016,-0.002509362468845211,0.0003,0.125537109375,0.2,0.7671223878860474,0.0089821955,1.9108922481536865,410,-0.9036298887804151,37.42092787064612
771,43,-58.302922849999995,617.78,114,88064,-0.0059072240495879665,0.0003,0.077783203125,0.2,0.5926619470119476,0.0064227814,26.04147720336914,420,-0.9432487953454256,72.82677861452103
767,44,-59.403145769999995,624.99,117,90112,-0.001703402563725831,0.0003,0.030224609375,0.2,0.6111604571342468,0.004943618,16.946060180664062,430,-0.8611634839326143,86.75616712123156
765,45,-59.997927499999996,624.99,120,92160,-0.0006465711023338372,0.0003,0.03193359375,0.2,0.5894236266613007,0.0038351654,7.764824390411377,440,-0.8629254249855876,90.22710260152817
764,46,-53.39618963000001,641.86,123,94208,-0.001638064988219412,0.0003,0.039111328125,0.2,0.8886920809745789,0.004052518,2.1844918727874756,450,-0.8562449112534523,26.137439465150237
758,47,-51.24701300000001,658.1,126,96256,-0.006613721963003627,0.0003,0.05693359375,0.2,0.5433142483234406,0.009459369,98.04292297363281,460,-0.8029530351981521,125.68892118781805
757,48,-49.57894458999999,669.34,129,98304,-0.0054894513996259775,0.0003,0.128564453125,0.2,0.5934384763240814,0.010129016,5.168144226074219,470,-0.7689001262187958,33.89643227383495
752,49,-48.626323389999996,686.1,133,100352,-0.0036415201269846876,0.0003,0.066796875,0.2,0.5889805555343628,0.006935454,12.650745391845703,480,-0.8711400400847197,69.03420076817274
750,50,-44.23750653,691.8,136,102400,-0.004816801147535443,0.0003,0.0900390625,0.2,0.9040264338254929,0.010602774,2.2197062969207764,490,-0.8209158288314938,20.076798567175864
744,51,-42.611017489999995,697.61,140,104448,-0.0033432980439101812,0.0003,0.021875,0.2,0.4026941657066345,0.0035516433,18.909685134887695,500,-0.8188990689814091,205.03389763832092
742,52,-40.48716865,706.46,143,106496,-0.004557784169082879,0.0003,0.05390625,0.2,0.5985314548015594,0.008607117,37.981101989746094,510,-0.7625369882211089,75.54089682400226
739,53,-37.47009206999999,708.91,146,108544,-0.002632478740270017,0.0003,0.0439453125,0.2,0.5446562170982361,0.004361004,42.794525146484375,520,-0.8126428496092558,172.6970024242997
741,54,-39.216653289999996,703.73,149,110592,-0.00163187553298485,0.0003,0.012841796875,0.2,0.3248262405395508,0.0024715003,35.87570571899414,530,-0.8833882212638855,164.6241570457816
742,55,-33.828100000000006,711.3,151,112640,-0.0027288126482744703,0.0003,0.04716796875,0.2,0.6458701491355896,0.004508505,119.02136993408203,540,-0.9099158953875304,204.55711671113968
741,56,-32.351265000000005,721.08,154,114688,-0.0022385115298675373,0.0003,0.044140625,0.2,0.6233868896961212,0.006050863,107.56295776367188,550,-0.7732600459828973,178.27344683408737
738,57,-33.218936570000004,726.5,158,116736,-0.0016360194960725494,0.0003,0.020654296875,0.2,0.47605258226394653,0.00466023,137.26356506347656,560,-0.8996606634929776,155.57481349110603
739,58,-32.52150761,734.76,160,118784,-0.0017439216724596917,0.0003,0.086376953125,0.2,0.7485182583332062,0.0038250042,19.676191329956055,570,-0.8817572060972452,81.6407504722476
740,59,-27.589614590000007,745.91,163,120832,-0.005544671233656118,0.0003,0.099365234375,0.2,0.6730692386627197,0.019675333,18.426929473876953,580,-0.8003313701599837,126.47066246569156
739,60,-26.55790126000001,752.32,166,122880,-0.0028312393369560596,0.0003,0.051220703125,0.2,0.7037411630153656,0.0036995676,56.95634460449219,590,-0.8436725169420243,121.18732314705849
738,61,-18.849637330000004,762.98,169,124928,-0.004954961228213506,0.0003,0.074755859375,0.2,0.7219366431236267,0.0071386984,3.8849172592163086,600,-0.8588326631113887,57.180057409405705
738,62,-18.921913580000002,767.71,172,126976,-0.001563302396243671,0.0003,0.010400390625,0.2,0.6267191171646118,0.004058728,7.642869472503662,610,-0.8507149560377002,126.18324983417988
738,63,-20.64421146,759.76,174,129024,-0.0029885544663557084,0.0003,0.056005859375,0.2,0.7677463293075562,0.007817516,82.4124984741211,620,-0.8861650567501783,93.3506770581007
735,64,-16.13778927,761.0,178,131072,-0.006910326589422766,0.0003,0.06953125,0.2,0.6583706140518188,0.008439247,15.102352142333984,630,-0.9354399126023054,115.19172128885984
734,65,-14.66052848,759.18,181,133120,-0.0028820060659199955,0.0003,0.047412109375,0.2,0.7119430899620056,0.0057813395,13.159828186035156,640,-0.878144551627338,119.97998401224613
732,66,-10.472401530000003,761.62,184,135168,-0.003599287843098864,0.0003,0.102294921875,0.2,0.7211334705352783,0.009185705,26.39618492126465,650,-0.8905619945377111,93.29068704545497
728,67,-13.86947136,760.21,188,137216,-0.0001743284039548598,0.0003,0.041259765625,0.2,0.6480758786201477,0.005764896,18.82613754272461,660,-0.7784055918455124,67.64797226563095
726,68,-13.64593718,763.45,191,139264,-0.0035595049637777267,0.0003,0.069140625,0.2,0.1329137682914734,0.005581285,47.72029495239258,670,-0.9190967999398708,127.69791629165411
726,69,-14.701382770000002,758.05,194,141312,-0.0008866525844496209,0.0003,0.105419921875,0.2,0.6198610365390778,0.0050860713,17.953798294067383,680,-0.9156113378703594,56.19076923429966
724,70,-13.815595090000002,755.7,197,143360,-0.006695612591283861,0.0003,0.086962890625,0.2,0.8793933540582657,0.009058048,15.466830253601074,690,-0.9249762989580631,54.11806972399354
720,71,-12.920289700000005,747.12,201,145408,-0.0021104797160660382,0.0003,0.0861328125,0.2,0.42040324211120605,0.0066158213,20.922504425048828,700,-0.9221321728080512,70.78233445063233
720,72,-14.188403340000004,736.67,204,147456,-0.003360795582193532,0.0003,0.056298828125,0.2,0.7359451949596405,0.005817184,23.254051208496094,710,-0.9266247570514679,87.68346253037453
719,73,-14.225496460000002,730.66,207,149504,-0.004330570908859954,0.0003,0.06884765625,0.2,0.2567843794822693,0.005085213,116.1973876953125,720,-0.9063325900584459,174.84483784735204
719,74,-15.12670875,731.86,210,151552,-0.0015870170733251142,0.0003,0.044580078125,0.2,0.6054462790489197,0.0047566732,88.63028717041016,730,-0.9436974255368114,112.76910455971957
720,75,-19.26983428,721.86,213,153600,-0.0030869812937453387,0.0003,0.1115234375,0.2,0.5455126166343689,0.0133245215,104.46038055419922,740,-0.9520250679925084,115.43884564936161
719,76,-22.386328090000003,712.18,216,155648,-0.003699267768388381,0.0003,0.066943359375,0.2,0.7677127718925476,0.0075854356,83.60923767089844,750,-0.9273399783298373,95.28527225255966
716,77,-21.542674539999997,713.97,220,157696,-0.001331263747852063,0.0003,0.08603515625,0.2,0.737924188375473,0.014777345,28.8367862701416,760,-0.8690839067101479,56.60407648384571
716,78,-19.45599509,715.17,222,159744,-0.0044842958392109725,0.0003,0.0701171875,0.2,0.6306292712688446,0.005207409,21.05992317199707,770,-0.8867822190746665,115.787801399827
711,79,-19.77466322,715.77,227,161792,-0.0031762129954586273,0.0003,0.1072265625,0.2,0.6240443885326385,0.010069999,38.692623138427734,780,-0.9864112319424748,75.5621829174459
709,80,-17.67650589,714.66,231,163840,-0.0014565544297511224,0.0003,0.05419921875,0.2,0.702645868062973,0.008654252,15.919628143310547,790,-0.9517811488360166,45.38900749012828
708,81,-15.793995870000002,717.88,234,165888,-0.0021627488102240024,0.0003,0.058544921875,0.2,0.5649095177650452,0.005713401,17.738439559936523,800,-0.9116170326247811,62.47191704437137
706,82,-15.431373850000002,719.92,237,167936,-0.0031748616565892007,0.0003,0.035498046875,0.2,0.6208920776844025,0.0039874893,22.309377670288086,810,-0.9603592425584793,72.79024928957224
706,83,-12.213292150000003,712.41,240,169984,-0.0016336356191459344,0.0003,0.038623046875,0.2,0.6998660564422607,0.0050245402,13.351880073547363,820,-0.8514978092163801,68.47453889399767
707,84,-12.451794170000001,711.97,243,172032,-0.0031375145103083924,0.0003,0.057080078125,0.2,0.6965540945529938,0.005751594,18.265541076660156,830,-0.8110661171376705,136.52822996526956
707,85,-10.585743840000003,719.46,246,174080,-0.0016665641538565978,0.0003,0.07431640625,0.2,0.688774824142456,0.0069476985,3.52402925491333,840,-0.8023405145853758,63.98151088654995
707,86,-9.003532760000006,721.47,248,176128,-0.0005911399457545485,0.0003,0.049951171875,0.2,0.7430285513401031,0.0046638413,13.377488136291504,850,-0.8778532162308693,41.3489142253995
708,87,-7.378638950000002,726.91,251,178176,-0.003952816261153203,0.0003,0.09873046875,0.2,0.6607842147350311,0.007227607,16.044017791748047,860,-0.7538969600573182,68.61877834498883
707,88,-7.397034650000002,730.09,254,180224,-0.0023500531729951034,0.0003,0.0671875,0.2,0.4677271842956543,0.006053688,3.4983956813812256,870,-0.7862531604245305,49.151303205639124
708,89,-7.294609109999999,736.67,257,182272,-0.00615343194513116,0.0003,0.101953125,0.2,0.7758429497480392,0.007308609,5.426224231719971,880,-0.8357309257611633,40.25009227469563
707,90,-2.6883770799999973,746.65,260,184320,-0.004428374396593426,0.0003,0.10498046875,0.2,0.4872470498085022,0.009197767,59.48521041870117,890,-0.7760190213099122,115.55082496106624
709,91,-1.6282953399999969,750.69,262,186368,-0.0014846450423647184,0.0003,0.03603515625,0.2,0.4210355281829834,0.0048666224,63.07162094116211,900,-0.8128172190859914,45.61647364795208
708,92,1.1656095100000048,751.55,265,188416,-0.002434934840130154,0.0003,0.10849609375,0.2,0.5777932405471802,0.0051429207,3.899667978286743,910,-0.9261952355504036,123.56791403368115
709,93,4.292160200000003,760.38,268,190464,-0.0014435249759117141,0.0003,0.0671875,0.2,0.5635170042514801,0.0077411565,20.42551040649414,920,-0.8768861353397369,114.16336783617734
708,94,7.9164722900000015,766.03,271,192512,-0.0006663269545242656,0.0003,0.057861328125,0.2,0.7356457114219666,0.0019854205,5.275539875030518,930,-0.7668204452842474,52.22123676761985
709,95,9.47539991,766.37,274,194560,-0.002606522000496625,0.0003,0.03564453125,0.2,0.7357052862644196,0.0039498247,29.95571517944336,940,-0.8423681514337659,45.70274510458112
709,96,13.757383970000001,770.46,277,196608,-0.0003140823289868422,0.0003,0.069921875,0.2,0.5747773945331573,0.009709948,11.664462089538574,950,-0.8297079477459193,93.17087160125375
709,97,19.78553553,765.77,280,198656,-0.0036685731916804797,0.0003,0.082275390625,0.2,0.6621828675270081,0.005222329,28.720508575439453,960,-0.8257026482373476,100.70216755717993
709,98,19.831307340000002,761.73,282,200704,-0.0022811928582086695,0.0003,0.044873046875,0.2,0.5619500279426575,0.004006978,11.786486625671387,970,-0.8876684630289674,80.57818837910891
709,99,19.974501900000003,762.86,285,202752,-0.002067100269778166,0.0003,0.027001953125,0.2,0.6314254105091095,0.004797276,32.782466888427734,980,-0.790769943036139,88.28185311108828
709,100,25.15984882,767.18,288,204800,-0.00045746505966235416,0.0003,0.02529296875,0.2,0.2672227621078491,0.00410182,98.05980682373047,990,-0.8472430499270558,155.09568356126547
710,101,25.756031120000006,762.31,291,206848,-0.003691682258431683,0.0003,0.043798828125,0.2,0.5340594053268433,0.008390639,54.369808197021484,1000,-0.8893686674535275,136.21655530929564
710,102,28.419405869999995,767.57,294,208896,-0.0014564212007826427,0.0003,0.080810546875,0.2,0.6935994327068329,0.008267886,13.760231971740723,1010,-0.8810498071834445,75.99078230187297
710,103,29.07189051,758.84,296,210944,-0.0019813893202808687,0.0003,0.034130859375,0.2,0.6636317074298859,0.002662124,9.929802894592285,1020,-0.6821595344692468,66.54531460776926
710,104,33.76246299,747.37,299,212992,-0.002279252570042445,0.0003,0.060107421875,0.2,0.7017455697059631,0.0057660807,4.002378940582275,1030,-0.8476247062906623,90.82417585998773
710,105,38.83482833,743.03,302,215040,-0.005541814419848379,0.0003,0.05947265625,0.2,0.6001026332378387,0.0057581407,143.8057861328125,1040,-0.856203867867589,139.30691837742924
711,106,40.11209204,734.96,305,217088,-0.0024686192395165563,0.0003,0.107666015625,0.2,0.7585230618715286,0.00661467,5.481494903564453,1050,-0.8825490858405829,61.73785715699196
710,107,40.180742210000005,735.0,308,219136,-0.0015931981317407918,0.0003,0.044140625,0.2,0.732317328453064,0.007405271,364.0727844238281,1060,-0.7902972355484963,76.68734190911054
712,108,37.5029325,727.43,310,221184,-0.0025262432696763425,0.0003,0.091650390625,0.2,0.5814002156257629,0.0039816406,38.42209243774414,1070,-0.8257567165419459,101.85594581067562
712,109,42.49793097,717.53,313,223232,-0.00317450317525072,0.0003,0.034228515625,0.2,0.5508153736591339,0.0031674146,23.012210845947266,1080,-0.8298863302916288,151.6781709343195
713,110,49.877928569999995,714.49,315,225280,-0.0072017802151094655,0.0003,0.0521484375,0.2,0.5143007040023804,0.005089042,142.77442932128906,1090,-0.8393120160326362,201.787803799659
714,111,52.15596561000001,705.68,318,227328,-0.0014678129780804738,0.0003,0.035498046875,0.2,0.585796982049942,0.004163892,56.640716552734375,1100,-0.7104250401258468,145.21608343422412
715,112,55.20687398999999,690.02,320,229376,-0.0036973156202293467,0.0003,0.065869140625,0.2,0.7356709539890289,0.007260684,17.841035842895508,1110,-0.8572331031784415,138.6537082850933
716,113,54.6829356,682.36,323,231424,-0.0029267175363202115,0.0003,0.038037109375,0.2,0.709665060043335,0.0045845504,34.70962142944336,1120,-0.8326855698600412,129.6251846462488
716,114,50.48331615,671.95,325,233472,-0.0013416612928267568,0.0003,0.048291015625,0.2,0.4506382942199707,0.016715456,11.14474105834961,1130,-0.7220024229958654,61.52390341609716
717,115,51.79666471,665.53,328,235520,-0.002514700336905662,0.0003,0.04267578125,0.2,0.5656879544258118,0.004215735,71.76606750488281,1140,-0.8525275338441134,178.2434124022722
718,116,54.05484019000001,656.11,330,237568,-0.0006546171913214494,0.0003,0.04931640625,0.2,0.8343353420495987,0.0061494075,16.0124454498291,1150,-0.7488019168376923,129.97807864546775
719,117,53.51377961,641.54,333,239616,-0.0020262947204173543,0.0003,0.049951171875,0.2,0.4483247399330139,0.0058005676,17.804241180419922,1160,-0.7809541566297412,113.26968728601932
719,118,51.223561010000005,619.57,335,241664,-0.0026617521842126736,0.0003,0.04482421875,0.2,0.6921069622039795,0.0059205154,54.26754379272461,1170,-0.7674797125160694,176.35432019978762
721,119,54.83190486,603.49,337,243712,-0.004125060186197516,0.0003,0.059423828125,0.2,0.6368859708309174,0.0057781897,29.23483657836914,1180,-0.7773542514070868,219.88050079345703
722,120,57.13969783,592.66,340,245760,-0.002125014952616766,0.0003,0.056103515625,0.2,0.7394631206989288,0.0048648133,19.496543884277344,1190,-0.7411825660616159,139.03422862887382
723,121,54.69986102000001,582.57,342,247808,-0.0017230389137694146,0.0003,0.040478515625,0.2,0.6120930016040802,0.0040031113,16.537372589111328,1200,-0.8238207172602415,156.35815421640874
724,122,57.946190910000006,563.98,344,249856,-0.0020379679062898504,0.0003,0.0265625,0.2,0.6945717036724091,0.0041759405,13.61410140991211,1210,-0.8098361304029822,148.9650553613901
725,123,53.88667415999999,559.63,347,251904,-0.0011018683489965042,0.0003,0.0736328125,0.2,0.8236624896526337,0.0064100646,7.584877014160156,1220,-0.7413842735812068,98.89187362343073
898,1,-387.38254366666666,658.0,2,2048,-0.0031461397138627945,0.0003,0.069970703125,0.2,0.809539869427681,0.005745667,20.36273956298828,1230,-0.7708322510123253,112.70118096917868
848,2,-298.7263182857143,541.2857142857143,4,4096,-0.004310871543930261,0.0003,0.163623046875,0.2,0.5871070623397827,0.020716384,84.11170959472656,1240,-0.8282978434115649,135.74727667719125
842,3,-289.5653952727273,528.0909090909091,7,6144,-0.0017571997290360742,0.0003,0.069287109375,0.2,0.7961471825838089,0.01693397,5.281979560852051,1250,-0.810214763507247,98.79199515730143
