rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/entropy_loss,train/loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_range,train/explained_variance,train/approx_kl,train/learning_rate
43.58422364000001,455.66,225280,283,110,795,-0.7163727384060621,65.81806945800781,0.038232421875,-0.001580745869432576,1090,211.47725661098957,0.2,0.7313845157623291,0.0037126434,0.0003
41.16422124,458.6,227328,285,111,796,-0.7142014846205711,58.77531051635742,0.058935546875,-0.0026349851017585025,1100,157.78206974565984,0.2,0.7988864779472351,0.0062552737,0.0003
39.034375069999996,458.47,229376,287,112,796,-0.778963521681726,29.23177719116211,0.042138671875,-0.002893432958808262,1110,156.07729414999486,0.2,0.8091311603784561,0.0026408993,0.0003
39.55415761,463.3,231424,290,113,795,-0.7855926230549812,76.89818572998047,0.063134765625,-0.003202453397534555,1120,154.98544067144394,0.2,0.779854878783226,0.005370953,0.0003
38.41075036,465.94,233472,293,114,796,-0.8313978476449847,7.142121315002441,0.03603515625,-0.0016269777301204159,1130,153.48564353883268,0.2,0.7388280034065247,0.0033693658,0.0003
41.807754089999996,466.33,235520,295,115,797,-0.8132037855684757,78.35266876220703,0.065234375,-0.007084480127377901,1140,172.88881375789643,0.2,0.7544044405221939,0.0059291557,0.0003
45.16103391000001,464.73,237568,297,116,797,-0.7173640767112375,29.668724060058594,0.074365234375,-0.005974865581083577,1150,148.07882872223854,0.2,0.6677620112895966,0.007842823,0.0003
44.21930458,465.34,239616,300,117,797,-0.747886692918837,49.435585021972656,0.035986328125,-0.0013585883236373775,1160,156.46941717267038,0.2,0.7087265849113464,0.0042864676,0.0003
44.424573880000004,464.4,241664,302,118,798,-0.7694709688425064,39.74515914916992,0.067041015625,-0.002246086504601408,1170,107.95608775019646,0.2,0.7256796360015869,0.003938734,0.0003
38.862664710000004,458.09,243712,304,119,800,-0.7369132550433278,24.775497436523438,0.034619140625,-0.0007520114071667194,1180,161.67145974338055,0.2,0.752899706363678,0.0026072448,0.0003
39.17714316,455.29,245760,307,120,799,-0.7514525175094604,101.67475128173828,0.0294921875,-0.002514998792685219,1190,228.21338500976563,0.2,0.6288767755031586,0.0030888603,0.0003
42.005430690000004,447.26,247808,309,121,800,-0.7166819566860795,12.80186653137207,0.054052734375,-0.002744470325706061,1200,133.08445889353752,0.2,0.7897015064954758,0.007562535,0.0003
41.821377000000005,444.85,249856,311,122,801,-0.7522343153133988,26.746084213256836,0.083251953125,-0.004880752943790867,1210,110.00474490821361,0.2,0.7452698349952698,0.014412766,0.0003
40.56570221,442.14,251904,313,123,803,-0.7518665561452508,122.20059204101562,0.031396484375,-0.003906411855132319,1220,258.60112085342405,0.2,0.6290601491928101,0.003684263,0.0003
-166.291386,413.75,2048,1,1,1253,-0.7666982233524322,40.327816009521484,0.070703125,-0.0033801134179157087,1230,158.29823560863733,0.2,0.7929052710533142,0.014184809,0.0003
-187.91684425,475.625,4096,4,2,1013,-0.7094800852239131,21.525096893310547,0.10029296875,-0.0027380568026273977,1240,111.70165433585643,0.2,0.7460116446018219,0.010524396,0.0003
-222.74848678571428,410.7857142857143,6144,6,3,1021,-0.6281139598228037,60.84617614746094,0.09404296875,-0.0046922410387196575,1250,196.21714885234832,0.2,0.5008117854595184,0.012881812,0.0003
