time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_range
742,23,63,47104,-259.0102351527778,651.8888888888889,0.037451171875,32.07823944091797,0.0069427593,0.8481498956680298,0.0003,151.0196045562625,1450,-0.658661506511271,-0.0018083624141581821,0.2
749,24,65,49152,-251.3877264805195,634.7272727272727,0.0681640625,26.786935806274414,0.005853034,0.8809697553515434,0.0003,158.70321687459946,1460,-0.7153383485972882,-0.002926412911619991,0.2
752,25,68,51200,-249.89516465432098,626.8888888888889,0.069580078125,46.98885726928711,0.0054882104,0.9108901992440224,0.0003,127.11060437858104,1470,-0.7082654608413577,-0.005036500263668131,0.2
758,26,70,53248,-244.59216798837213,617.9418604651163,0.015576171875,56.330772399902344,0.004581292,0.8393500447273254,0.0003,128.98432614654303,1480,-0.6896923698484898,-0.0012554292683489622,0.2
765,27,72,55296,-241.09483836263738,607.4945054945055,0.042041015625,242.91940307617188,0.0075823497,0.8369648307561874,0.0003,123.42362702190876,1490,-0.602112277597189,-0.004041563044302166,0.2
770,28,74,57344,-235.66986610526314,594.3052631578947,0.02529296875,349.63018798828125,0.0031972232,0.6823061108589172,0.0003,192.53504941016436,1500,-0.6126114654354751,-0.0019725223079149145,0.2
772,29,76,59392,-233.79937864646465,598.1111111111111,0.066259765625,16.817554473876953,0.003096581,0.8433609157800674,0.0003,116.2050777643919,1510,-0.712499225884676,-5.160479740879964e-05,0.2
779,30,78,61440,-217.22200323999996,554.19,0.053125,9.77415943145752,0.0056669833,0.832438662648201,0.0003,81.70708432979882,1520,-0.705533722601831,-0.0015971634587913287,0.2
787,31,80,63488,-197.80642267,515.9,0.0734375,15.12813949584961,0.005147998,0.8688297867774963,0.0003,176.76098359525204,1530,-0.6573869784362614,-0.006131745591119397,0.2
792,32,82,65536,-191.41395860999998,499.48,0.053857421875,26.34695053100586,0.0030008326,0.828622356057167,0.0003,190.71985132098197,1540,-0.6331917764618993,-0.0024077455105725675,0.2
798,33,84,67584,-178.98445418000003,468.68,0.0421875,5.19658899307251,0.0043650214,0.6559610366821289,0.0003,191.8278643205762,1550,-0.6297105642035603,-0.00211526635903283,0.2
803,34,86,69632,-172.39260015000002,431.66,0.0361328125,155.41375732421875,0.0091084335,0.6158663034439087,0.0003,259.5267488002777,1560,-0.5737615599296987,-0.0026604222992318684,0.2
806,35,88,71680,-168.73722288000002,436.8,0.0205078125,98.22217559814453,0.003190707,0.6877408027648926,0.0003,305.5957418620586,1570,-0.594754365645349,-0.0020577576928189957,0.2
812,36,90,73728,-161.68103688000002,418.97,0.03466796875,10.166211128234863,0.006300318,0.7992915511131287,0.0003,85.16516856998206,1580,-0.45016970951110125,-0.001689677881222451,0.2
817,37,92,75776,-154.41139384,404.82,0.05302734375,214.09339904785156,0.0055410396,0.5730675160884857,0.0003,181.37421250343323,1590,-0.6163395646959543,-0.004324791965336772,0.2
822,38,94,77824,-154.41148409,397.3,0.030419921875,34.996620178222656,0.0036626894,0.6543407440185547,0.0003,190.0048543870449,1600,-0.6003231631591917,-0.003321460777806351,0.2
828,39,96,79872,-152.46445316,385.61,0.071533203125,22.043149948120117,0.0027967198,0.5371788144111633,0.0003,189.51045857071875,1610,-0.662937742844224,-0.001611175077414373,0.2
833,40,98,81920,-152.21146994,380.25,0.0548828125,301.3233947753906,0.0046580695,0.6714358925819397,0.0003,250.85396031737326,1620,-0.7204963067546487,-0.0028719216508761745,0.2
840,41,99,83968,-155.06137049999998,371.91,0.012158203125,55.54850387573242,0.0023525094,0.7422968149185181,0.0003,248.81362635493278,1630,-0.6306294611655175,-0.0013991679243190447,0.2
846,42,101,86016,-149.94574723,357.53,0.021337890625,16.693256378173828,0.0026200418,0.5119337439537048,0.0003,434.49937678575515,1640,-0.622856467589736,-0.002289607976854313,0.2
849,43,103,88064,-153.61929457,352.46,0.059716796875,78.57786560058594,0.0063423286,0.6841448545455933,0.0003,294.2814335942268,1650,-0.6554653571918607,-0.003317510440683691,0.2
853,44,105,90112,-151.92854321999997,343.59,0.058203125,66.00951385498047,0.00423896,0.6418253481388092,0.0003,255.19099794030188,1660,-0.6235890480689704,-0.0037691730740334606,0.2
853,45,107,92160,-152.09449088,335.68,0.026708984375,18.047840118408203,0.0025860874,0.7128723859786987,0.0003,248.69599133729935,1670,-0.6431602133437991,-0.0020781595791049766,0.2
854,46,110,94208,-151.41767790999998,335.97,0.136083984375,10.551477432250977,0.008413626,0.7277875542640686,0.0003,201.38701123595237,1680,-0.6440048305317759,-0.004667830558901187,0.2
856,47,112,96256,-152.36484477,340.85,0.03232421875,24.179826736450195,0.0029531098,0.7889306247234344,0.0003,139.95208799242974,1690,-0.5383978652767837,-0.0018855298265407327,0.2
860,48,114,98304,-152.80197317,339.8,0.059375,103.77742767333984,0.00511035,0.7403402924537659,0.0003,202.75448313355446,1700,-0.5916277289390564,-0.0023038107101456262,0.2
864,49,116,100352,-152.97444511,331.88,0.034912109375,165.45486450195312,0.004241987,0.5612112283706665,0.0003,288.98362454175947,1710,-0.6283526241779327,-0.0036766468299902046,0.2
