time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/loss,train/entropy_loss,train/clip_range,train/approx_kl
18,36864,378.340206185567,955,-203.55934024742268,38,0.790649488568306,1400,200.47030674219133,-0.00422181457397528,0.043896484375,0.0003,121.3310317993164,-0.6020318360999226,0.2,0.0065480475
19,38912,382.26,952,-207.06021843,40,0.8131624460220337,1410,261.5188563346863,-0.0031390462369017768,0.0115234375,0.0003,72.15572357177734,-0.6875306133180856,0.2,0.0022121973
20,40960,374.24,944,-207.83655879999998,43,0.7295049726963043,1420,200.54391162395478,-0.0045856974364141935,0.0689453125,0.0003,473.58441162109375,-0.6562002710998058,0.2,0.0065903813
21,43008,371.0,946,-203.50242491,45,0.8211431503295898,1430,180.86962894201278,-0.0013722494877583813,0.06083984375,0.0003,30.763978958129883,-0.7572257114574313,0.2,0.009800858
22,45056,365.69,947,-200.93726241999997,47,0.8064250946044922,1440,176.18725602924823,-0.0026152430385991466,0.08212890625,0.0003,9.970258712768555,-0.5350757021456957,0.2,0.005379529
23,47104,372.14,946,-201.18256156000004,49,0.8297460824251175,1450,184.40714328289033,-0.0018577683316834737,0.044775390625,0.0003,325.2570495605469,-0.5989868538454175,0.2,0.004483026
24,49152,369.74,952,-198.18105081000002,51,0.778502032160759,1460,181.93666978776454,-0.004732887071440928,0.09921875,0.0003,34.49534606933594,-0.5723089904524385,0.2,0.007855993
25,51200,373.9,952,-208.54869871000005,53,0.754642054438591,1470,283.6266229867935,-0.002914186964335386,0.02255859375,0.0003,23.899625778198242,-0.625283807888627,0.2,0.0039278697
26,53248,372.57,957,-203.62766569000004,55,0.5946067273616791,1480,220.65969407260417,-0.0021691764282877556,0.06953125,0.0003,69.8673324584961,-0.7598326602950692,0.2,0.007069858
27,55296,368.9,962,-204.27619515000004,57,0.7939647287130356,1490,197.45769090652465,-0.003132190906035248,0.075146484375,0.0003,181.53565979003906,-0.6325442552566528,0.2,0.008374347
28,57344,366.48,963,-200.56443083000005,59,0.6956881582736969,1500,383.9363699436188,-0.0034391639313980705,0.0333984375,0.0003,146.63433837890625,-0.6040971275418997,0.2,0.0044528497
29,59392,363.63,969,-196.41680645,61,0.8068320006132126,1510,189.84720158576965,-0.0014307802885014098,0.041796875,0.0003,8.431504249572754,-0.5587009102106094,0.2,0.0030960576
30,61440,359.25,974,-190.42959287000002,63,0.7821394801139832,1520,259.95958145856855,-0.005317286797071575,0.106982421875,0.0003,194.4324493408203,-0.6089577344246209,0.2,0.009177256
31,63488,361.0,978,-189.58185657,64,0.8001712709665298,1530,278.8212729692459,-0.0026609221145918126,0.043212890625,0.0003,100.9312973022461,-0.583998575527221,0.2,0.005462193
32,65536,353.16,980,-186.93919752999997,66,0.8468324244022369,1540,146.14769473820925,-0.00538154617534019,0.07333984375,0.0003,11.0678129196167,-0.5849361840635539,0.2,0.006184956
33,67584,351.63,978,-182.68648349,69,0.7549691647291183,1550,236.07786291241646,-0.005255453526842757,0.0716796875,0.0003,31.22248077392578,-0.5744776360690593,0.2,0.0048671765
34,69632,334.69,983,-175.25007537999997,70,0.7240970730781555,1560,270.59252550601957,-0.00649725122966629,0.08564453125,0.0003,69.68717193603516,-0.521149986796081,0.2,0.011181195
35,71680,325.17,988,-170.75279276999999,72,0.7023511528968811,1570,443.26225711107253,-0.005391796297772089,0.04248046875,0.0003,144.2109375,-0.5929042961448431,0.2,0.005220586
36,73728,318.91,992,-170.00236117000003,74,0.7732279598712921,1580,297.34462509155276,-0.004129721699791844,0.0318359375,0.0003,59.50475311279297,-0.6070580625906586,0.2,0.004302762
37,75776,305.29,995,-170.70634562000004,76,0.743515282869339,1590,293.02598707675935,-0.0020109774435695727,0.049609375,0.0003,25.224061965942383,-0.6396377749741078,0.2,0.0042273584
38,77824,290.64,999,-167.23838527,77,0.7765412479639053,1600,251.8904166698456,-0.0025438717209908647,0.071337890625,0.0003,68.16688537597656,-0.6089030688628554,0.2,0.006258343
39,79872,299.82,997,-164.99128261,80,0.8425021171569824,1610,263.81674044132234,-0.0027463855971291196,0.034033203125,0.0003,203.82321166992188,-0.5971751567907632,0.2,0.0035428423
40,81920,293.76,999,-156.41612451999998,81,0.7958026826381683,1620,146.98215681314468,-0.0077101962349843236,0.10078125,0.0003,25.782062530517578,-0.5621412329375743,0.2,0.0078662755
41,83968,299.99,1001,-155.34596458,83,0.7832096219062805,1630,234.6180400133133,-0.003127361639053561,0.050634765625,0.0003,91.68512725830078,-0.6074160416610539,0.2,0.0048891725
42,86016,294.59,1004,-153.40319645000002,85,0.8074029237031937,1640,192.95631774663926,-0.0032318775283783907,0.083837890625,0.0003,85.14985656738281,-0.6639126420021058,0.2,0.014999332
43,88064,296.25,1006,-152.2625257,87,0.7772962898015976,1650,257.86497926712036,-0.004343905449059093,0.04287109375,0.0003,63.9389762878418,-0.5436542939394713,0.2,0.004719187
44,90112,300.27,1005,-152.76633089,89,0.8744848817586899,1660,175.62100071310996,-0.0010707771813031285,0.05654296875,0.0003,119.11481475830078,-0.5872322597540915,0.2,0.008317603
45,92160,289.78,1009,-155.0222616,91,0.7728285938501358,1670,176.81507847905158,-0.0007640060321136843,0.050048828125,0.0003,400.72821044921875,-0.5292690081521869,0.2,0.0064719478
46,94208,289.82,1010,-153.79088876,93,0.8858935013413429,1680,225.95059403181077,-0.0020482111554883885,0.047802734375,0.0003,43.05009078979492,-0.6178654855117202,0.2,0.0039986027
47,96256,290.67,1011,-151.49614573,95,0.5807929337024689,1690,344.27152609825134,-0.003222064400324598,0.048046875,0.0003,111.82807922363281,-0.5776330012828111,0.2,0.005029386
48,98304,291.86,1014,-148.06615197,96,0.7692955136299133,1700,205.65439256429673,-0.002589420309232082,0.020556640625,0.0003,223.9776153564453,-0.4864838677458465,0.2,0.0032979217
49,100352,294.13,1016,-145.92559358999998,98,0.8572055548429489,1710,217.76492547988892,-0.0016866368270711974,0.024609375,0.0003,252.05259704589844,-0.5678344407118857,0.2,0.0034324117
1,2048,529.0,1203,107.59117233333335,1,0.7664668560028076,1720,285.615461730957,-0.0011897213516931515,0.0369140625,0.0003,201.684326171875,-0.586357026733458,0.2,0.005324955
2,4096,535.4285714285714,1000,103.71835042857143,4,0.5308616459369659,1730,149.9461014211178,-0.005604401390155544,0.11611328125,0.0003,25.148212432861328,-0.8058138359338045,0.2,0.010131488
3,6144,510.0,882,80.889998,6,0.568004846572876,1740,115.80909088850021,-0.0024983304472698366,0.060546875,0.0003,9.507561683654785,-0.769349224679172,0.2,0.006806072
4,8192,499.375,865,75.7624905625,9,0.33038270473480225,1750,213.2170819491148,-0.0013945216158390394,0.056884765625,0.0003,9.18052864074707,-0.7491196418181062,0.2,0.004498029
5,10240,518.578947368421,848,73.03373336842105,12,0.40290868282318115,1760,181.0693046912551,-0.0008098262369458098,0.062060546875,0.0003,15.689142227172852,-0.802064536511898,0.2,0.010036895
6,12288,515.0434782608696,825,67.57680882608696,14,0.3939511775970459,1770,69.25748184174299,-0.0020131350735027808,0.0953125,0.0003,8.386146545410156,-0.701936224475503,0.2,0.008287741
7,14336,530.8148148148148,815,68.53181740740742,17,0.29574334621429443,1780,191.61436294913292,-0.00220954816613812,0.04951171875,0.0003,162.77024841308594,-0.7780890632420778,0.2,0.006263289
8,16384,524.1,820,64.92922263333334,19,0.5966463685035706,1790,103.21894994974136,-0.0021252788923447953,0.04765625,0.0003,6.9818315505981445,-0.7705366279929876,0.2,0.0067384
9,18432,546.3636363636364,832,54.851804242424244,22,0.4838733673095703,1800,168.2063921302557,-0.0011035024406737648,0.068994140625,0.0003,4.820123672485352,-0.7489673860371113,0.2,0.013455976
10,20480,556.5833333333334,828,56.65323441666668,24,0.483643114566803,1810,156.2805367216468,-0.0037178691178269218,0.08935546875,0.0003,486.342041015625,-0.6296515552327037,0.2,0.015206385
11,22528,560.525,804,60.67929389999999,28,0.6627006828784943,1820,74.06993356347084,-0.003214668086002348,0.043798828125,0.0003,6.007284164428711,-0.7514340782538056,0.2,0.00467626
12,24576,581.452380952381,799,58.02983204761905,30,0.7469199895858765,1830,132.9918368756771,-0.0035066590855421962,0.107177734375,0.0003,15.224692344665527,-0.775607568025589,0.2,0.008456247
13,26624,591.0,793,55.411030000000004,33,0.7272223830223083,1840,35.812596298754215,-0.0017587762427865527,0.089697265625,0.0003,1.9357041120529175,-0.7880527528002859,0.2,0.008471173
14,28672,605.0212765957447,797,54.27173308510638,35,0.5289723873138428,1850,121.19891842603684,-0.004503928640770027,0.0900390625,0.0003,47.9280891418457,-0.7620504960417748,0.2,0.011324691
15,30720,609.86,795,57.3248489,38,0.7306516170501709,1860,68.50066119879484,-0.0031413044336659366,0.076806640625,0.0003,2.936873197555542,-0.6554531557485461,0.2,0.010308623
16,32768,614.7547169811321,779,59.59032979245282,42,0.6945780217647552,1870,75.93936941623687,-0.0018991408331203274,0.036669921875,0.0003,14.577089309692383,-0.8307076552882791,0.2,0.0040459884
17,34816,605.0,781,48.76790471428571,44,0.610303521156311,1880,87.6374464854598,-0.0017200692731421442,0.0427734375,0.0003,20.36087417602539,-0.7606930922716856,0.2,0.00463752
18,36864,610.75,785,48.718815116666676,46,0.3021968603134155,1890,285.56864354908464,-0.0011602155020227656,0.009423828125,0.0003,72.67803955078125,-0.7384911239147186,0.2,0.0045217928
19,38912,605.328125,790,48.316744671875,49,0.672656387090683,1900,166.13480940014125,-0.0015983406163286417,0.058251953125,0.0003,12.827811241149902,-0.7938425406813622,0.2,0.0059179584
20,40960,600.5294117647059,795,44.602561455882345,51,0.6351354122161865,1910,174.73049751073123,-0.0013782292822725139,0.039013671875,0.0003,30.057754516601562,-0.811443685181439,0.2,0.0068656527
21,43008,604.4714285714285,791,45.01903808571428,54,0.7412325739860535,1920,159.96829161942006,-0.00305178807102493,0.083154296875,0.0003,54.358245849609375,-0.7687081266194582,0.2,0.004612378
22,45056,604.6216216216217,793,40.333900189189194,56,0.8436472564935684,1930,44.51388110741973,-0.006290487421210855,0.156494140625,0.0003,233.00064086914062,-0.7518220756202936,0.2,0.009700019
23,47104,603.6493506493506,786,42.65391054545455,59,0.5834767818450928,1940,182.43454200327398,-0.0014684178171592067,0.042041015625,0.0003,48.6131591796875,-0.8079210301861167,0.2,0.003633001
24,49152,609.9875,779,40.1132768125,63,0.7033490538597107,1950,101.12987161576748,-0.003583021018130239,0.0541015625,0.0003,24.070363998413086,-0.7992735501378775,0.2,0.0070876563
25,51200,613.5301204819277,775,41.90389251807229,66,0.6422592103481293,1960,122.68692227452993,-0.0018038567830444662,0.079443359375,0.0003,5.819192886352539,-0.8215372629463673,0.2,0.0070208404
26,53248,610.264367816092,776,39.32965620689656,68,0.8170194774866104,1970,78.73432562202215,-0.0019882350505213255,0.05517578125,0.0003,6.220335960388184,-0.7864498959854245,0.2,0.006056996
27,55296,612.8089887640449,773,39.83397512359551,71,0.669367790222168,1980,190.1150036841631,-0.0031761653193825624,0.036669921875,0.0003,112.36924743652344,-0.79629996586591,0.2,0.0050635682
28,57344,614.8064516129032,770,41.22707203225807,74,0.82231405377388,1990,50.25896584242582,-0.0058519467027508655,0.11982421875,0.0003,11.347752571105957,-0.6812280774116516,0.2,0.0066336226
29,59392,612.3229166666666,768,40.977356750000006,77,0.6805409491062164,2000,89.59930032044649,-0.0018622083229274723,0.0251953125,0.0003,11.947303771972656,-0.6634285951033234,0.2,0.004049466
30,61440,613.66,767,38.63249951,80,0.5786309242248535,2010,172.85696750879288,-0.0024253238836536182,0.062255859375,0.0003,17.0551700592041,-0.735362789593637,0.2,0.007171887
31,63488,616.87,766,36.109137020000006,82,0.6912076473236084,2020,148.8370803922415,-0.003951068970491178,0.062060546875,0.0003,17.83899688720703,-0.7071085328236222,0.2,0.0044877334
32,65536,619.65,758,34.09593297000001,86,0.321643590927124,2030,113.89523317217827,-0.005275384446213139,0.137451171875,0.0003,9.358119010925293,-0.7565142586827278,0.2,0.010283811
33,67584,626.94,756,29.654732290000005,89,0.8614872246980667,2040,50.00262276157737,-7.997409447852988e-05,0.100048828125,0.0003,10.474949836730957,-0.7161313975229859,0.2,0.008703833
34,69632,636.7,753,28.718580980000002,92,0.6639901995658875,2050,191.54632679224014,-0.004604649791872362,0.051611328125,0.0003,15.877924919128418,-0.7381228104233741,0.2,0.0069087762
35,71680,647.95,755,28.37215642,94,0.854659378528595,2060,36.84095258302987,0.0021265620875055903,0.068359375,0.0003,158.89492797851562,-0.8041923092678189,0.2,0.0050256415
36,73728,656.39,755,29.29987667,97,0.8326453268527985,2070,32.963243037462234,-0.0006819760907092132,0.075537109375,0.0003,5.019166469573975,-0.657906730286777,0.2,0.0125152245
37,75776,659.14,757,29.35258319,100,0.8228626251220703,2080,72.49277945309878,-0.005383607161638793,0.065380859375,0.0003,16.94270133972168,-0.7342636799439788,0.2,0.00665042
38,77824,661.89,755,27.539827499999998,102,0.5949602127075195,2090,132.4552084699273,-0.0012102719749236713,0.02509765625,0.0003,7.492115497589111,-0.804955487884581,0.2,0.0035476857
39,79872,667.22,756,21.97435934,105,0.8419369459152222,2100,47.03012263923883,-0.006967656689812429,0.185791015625,0.0003,5.579057216644287,-0.7765744663774967,0.2,0.014507236
40,81920,665.2,757,18.624859949999998,108,0.5734432935714722,2110,201.72384040355684,-0.0035998597799334676,0.060986328125,0.0003,54.8215446472168,-0.8139504039660096,0.2,0.006528589
41,83968,668.37,752,17.56684693,111,0.579880565404892,2120,170.48618374168873,-0.0027264110452961178,0.040380859375,0.0003,58.580257415771484,-0.661947713047266,0.2,0.0055563804
42,86016,666.62,750,19.540914980000004,114,0.8311561346054077,2130,65.74657160267233,-0.0012481221041525715,0.072607421875,0.0003,50.311676025390625,-0.7420966845005751,0.2,0.008352003
43,88064,662.78,751,17.268668350000006,117,0.6624293327331543,2140,121.33167470991611,-0.0010663805245712866,0.037158203125,0.0003,48.29441833496094,-0.7329133521765471,0.2,0.0022818507
44,90112,667.5,752,14.865166430000002,119,0.6917997896671295,2150,153.00406325757504,-0.002738343873716076,0.05986328125,0.0003,33.36727523803711,-0.7108470315113664,0.2,0.004760288
45,92160,667.5,751,14.473134380000001,122,0.854884997010231,2160,56.73201917856932,-0.0032648347594658846,0.086279296875,0.0003,154.3886260986328,-0.8316837122663856,0.2,0.005012018
46,94208,666.96,748,17.45431601,125,0.91166552901268,2170,27.360538398474453,0.0006811389059294016,0.096875,0.0003,6.664255619049072,-0.7697455368936061,0.2,0.0069787474
47,96256,670.07,740,15.626407379999996,129,0.6329860389232635,2180,104.90122973173857,-0.008288389853260015,0.097021484375,0.0003,282.1123352050781,-0.7363043917343021,0.2,0.020322368
48,98304,672.3,740,9.6893687,132,0.8685017079114914,2190,47.30636233687401,-0.0046393519070988985,0.074853515625,0.0003,2.032738447189331,-0.8144135948270559,0.2,0.0059793955
49,100352,676.48,739,8.67983798,135,0.761667475104332,2200,130.37884282618762,-0.0018839942589693238,0.040283203125,0.0003,48.40468215942383,-0.6730541322380305,0.2,0.0049836664
50,102400,683.82,737,16.21150899,138,0.8743932694196701,2210,38.57672662809491,-0.004846848803572357,0.122705078125,0.0003,5.830528736114502,-0.6687624542042613,0.2,0.016687028
51,104448,685.35,737,15.92619739,141,0.5671933591365814,2220,90.30520409494639,-0.004061769413965521,0.048828125,0.0003,34.210426330566406,-0.7747661309316755,0.2,0.0063826987
52,106496,689.69,737,12.459484519999998,144,0.8087878376245499,2230,70.8165436130017,-0.002515622493592673,0.090087890625,0.0003,34.670475006103516,-0.8322501964867115,0.2,0.010301128
53,108544,697.06,739,8.89339651,146,0.888577051460743,2240,39.35897761136293,0.00018284971447428687,0.07001953125,0.0003,5.252417087554932,-0.7979073060676456,0.2,0.0062644426
54,110592,703.03,738,13.1953282,149,0.8216697871685028,2250,84.918023712188,-3.398162771190982e-05,0.081201171875,0.0003,1.8779854774475098,-0.7948549095541239,0.2,0.006199875
55,112640,713.47,734,12.684801030000001,153,0.7719370424747467,2260,78.72296574562787,-0.001848962931399001,0.059619140625,0.0003,4.502983570098877,-0.7744915693998337,0.2,0.007674792
56,114688,718.57,733,12.194714800000002,156,0.8870066478848457,2270,27.838524616509677,-0.001442635613057064,0.081884765625,0.0003,197.66607666015625,-0.8054164426401258,0.2,0.0085990755
57,116736,724.85,731,14.290940810000002,159,0.8386029601097107,2280,52.69007505066693,-0.00012919571745442226,0.067822265625,0.0003,3.304825782775879,-0.7542517140507699,0.2,0.005861147
58,118784,729.94,729,10.933085259999999,162,0.8469791114330292,2290,36.17646097876131,-0.0025285067971708487,0.07197265625,0.0003,1.1788581609725952,-0.7339035883545876,0.2,0.009635878
59,120832,738.67,729,8.84735153,165,0.6864145696163177,2300,112.85577711090446,-0.001649267293396406,0.042431640625,0.0003,32.76077651977539,-0.8032192116603255,0.2,0.008834828
60,122880,736.46,724,10.291402690000002,169,0.8314410448074341,2310,33.821362434327604,-0.002608375322597567,0.056884765625,0.0003,2.8525586128234863,-0.7567485684528947,0.2,0.0049232827
61,124928,741.09,718,8.735671790000003,173,0.6584806144237518,2320,122.53222168684006,-0.0022487796697532756,0.033837890625,0.0003,4.684439659118652,-0.752328759804368,0.2,0.005353522
62,126976,751.06,717,10.480439970000003,176,0.8568164110183716,2330,37.30977339632809,0.0018095077241014224,0.04619140625,0.0003,1.2872675657272339,-0.7464780274778604,0.2,0.0066523673
63,129024,753.87,717,11.45960366,179,0.6984760165214539,2340,89.22564664185047,-0.002358107895270223,0.0228515625,0.0003,9.679643630981445,-0.7028148030862212,0.2,0.0023931987
64,131072,751.36,717,14.15143449,182,0.7736548781394958,2350,44.523411681503056,-0.0025253283925849245,0.046533203125,0.0003,5.02977180480957,-0.6957783257588744,0.2,0.005548045
65,133120,756.06,718,7.871899710000001,185,0.7105122208595276,2360,96.15651636719704,-0.0026864880506764165,0.03798828125,0.0003,370.3787841796875,-0.7523626258596778,0.2,0.0032781772
66,135168,759.39,719,5.125268010000003,187,0.6557968854904175,2370,106.35620131790638,-0.0012065611765137874,0.0970703125,0.0003,2.4344894886016846,-0.7810886695981025,0.2,0.015774284
67,137216,761.62,716,6.750490100000002,191,0.5151228904724121,2380,133.9584721930325,-0.0032281592164508767,0.082373046875,0.0003,2.7796640396118164,-0.7559528909623623,0.2,0.008753323
68,139264,772.15,714,7.283346470000003,194,0.7633922100067139,2390,48.113625787943604,-0.00025286513737228234,0.06279296875,0.0003,31.5642147064209,-0.7089712807908655,0.2,0.0142632425
69,141312,779.9,715,4.709786470000003,197,0.7452812492847443,2400,90.61702298671007,-0.0015735318724182435,0.059765625,0.0003,23.095741271972656,-0.7226727820932866,0.2,0.0058459407
70,143360,785.09,712,5.285549180000001,201,0.7856044620275497,2410,70.97993058115244,-0.0018138932911824668,0.1294921875,0.0003,141.08656311035156,-0.751632034033537,0.2,0.007862143
71,145408,786.54,714,4.654379160000002,203,0.8480435609817505,2420,33.490859060361984,-0.007110330463910941,0.136962890625,0.0003,0.6549443602561951,-0.755152995325625,0.2,0.017860644
72,147456,789.69,713,6.80335215,206,0.6188149154186249,2430,77.59741995856166,-0.00031184849794954064,0.03447265625,0.0003,34.576393127441406,-0.6811044221743942,0.2,0.0037601767
73,149504,785.61,712,9.269645090000001,209,0.6057184040546417,2440,108.71362513899803,-0.00033119332292699257,0.044384765625,0.0003,3.062432050704956,-0.7522381544113159,0.2,0.0033383383
74,151552,785.23,711,6.942354810000001,212,0.7227828502655029,2450,71.72991813495756,-0.0009010475183458766,0.0484375,0.0003,19.130809783935547,-0.7344771087169647,0.2,0.003197271
75,153600,783.62,709,7.923915480000002,216,0.5358371734619141,2460,139.09389309585094,-0.0004007081424788339,0.020654296875,0.0003,19.816547393798828,-0.7036156976595521,0.2,0.004313031
76,155648,794.33,709,4.793557659999999,219,0.8566959202289581,2470,41.11535643190145,-0.0025200183234119324,0.096142578125,0.0003,31.06832504272461,-0.7593349780887365,0.2,0.0061187753
77,157696,793.91,704,7.28298076,223,0.7596123218536377,2480,78.66143432110547,-0.0009442465678148437,0.10400390625,0.0003,1.7140274047851562,-0.7234487168490886,0.2,0.009602286
78,159744,796.5,702,10.445189619999999,227,0.8649797737598419,2490,40.85462078936398,-0.0014628162083681674,0.0935546875,0.0003,3.3906726837158203,-0.7538756219670176,0.2,0.00786131
79,161792,806.73,698,12.1923337,231,0.7084586918354034,2500,60.67736037224531,-0.0007955415676406119,0.038671875,0.0003,3.1724436283111572,-0.6998043751344085,0.2,0.0049451278
80,163840,816.03,697,12.255920139999999,234,0.7524455785751343,2510,50.53736659958959,-0.0028276795797864906,0.05126953125,0.0003,34.348106384277344,-0.7514773651957511,0.2,0.0049659433
81,165888,817.36,697,15.716349169999999,237,0.5769892930984497,2520,144.58660396188498,-0.002726677900500363,0.038232421875,0.0003,10.596627235412598,-0.7528482923284173,0.2,0.005051189
82,167936,826.29,694,16.78895131,241,0.7196565568447113,2530,98.72106201946735,-0.002537907762598479,0.028369140625,0.0003,23.8890323638916,-0.6801141899079084,0.2,0.0038102996
83,169984,828.92,694,15.860654140000003,244,0.869430661201477,2540,39.76265562772751,-0.0010919237713096664,0.08984375,0.0003,139.24588012695312,-0.746096458286047,0.2,0.0055984817
84,172032,836.66,693,14.72761893,247,0.738569587469101,2550,66.19086076542735,-0.005698965363626485,0.06728515625,0.0003,16.334453582763672,-0.7800594992935658,0.2,0.0064042117
85,174080,837.11,694,15.800630960000001,250,0.6000841557979584,2560,64.98333024755121,-0.0005479145125718788,0.062548828125,0.0003,1.131029486656189,-0.7682171028107405,0.2,0.0040806727
86,176128,835.23,694,16.812124269999998,253,0.6984654664993286,2570,95.41455190815032,-0.0011613761678745504,0.051123046875,0.0003,37.38764190673828,-0.747078775241971,0.2,0.0057295095
87,178176,837.7,696,15.027189039999998,255,0.7365935146808624,2580,43.454498163610694,-0.0010755514180345927,0.07080078125,0.0003,5.4493913650512695,-0.7366529237478971,0.2,0.0070351716
88,180224,841.91,695,15.924434479999997,259,0.8258916586637497,2590,54.029368840530516,-0.0033388898373232223,0.1021484375,0.0003,8.426851272583008,-0.7741581508889794,0.2,0.009336064
89,182272,845.71,693,17.532958349999998,262,0.8048178553581238,2600,53.31335685029626,-0.0030819325605989435,0.076025390625,0.0003,12.734670639038086,-0.7442589620128274,0.2,0.0062149717
90,184320,850.13,694,18.11377419,265,0.8151332288980484,2610,42.84703279864043,0.0023004207032499835,0.097705078125,0.0003,1.3521429300308228,-0.7378373488783836,0.2,0.012007542
91,186368,849.13,695,18.817967239999998,267,0.8829129412770271,2620,32.12938152179122,-0.0027246079698670655,0.069482421875,0.0003,192.92929077148438,-0.7549398170784116,0.2,0.0050574485
92,188416,855.23,695,16.8861318,270,0.6668172776699066,2630,63.12644310072064,-0.0012661235574341844,0.04794921875,0.0003,52.98770523071289,-0.6875175951048732,0.2,0.0037241888
93,190464,859.47,696,18.538764460000003,273,0.873378112912178,2640,32.17134407348931,-0.0025961883897252847,0.08349609375,0.0003,1.0458261966705322,-0.7356669021770358,0.2,0.007906827
94,192512,858.01,695,22.056302850000005,276,0.8563122898340225,2650,38.562565977871415,-0.005112447069768678,0.06611328125,0.0003,3.3719863891601562,-0.7079831920564175,0.2,0.006505275
95,194560,860.21,696,20.067204770000004,279,0.8019257187843323,2660,60.341939301788805,-0.003715538579126587,0.07265625,0.0003,166.71458435058594,-0.731710316427052,0.2,0.0056426423
96,196608,860.58,694,21.49077399,283,0.6968002617359161,2670,91.7045967310667,-0.0010258183167024982,0.039990234375,0.0003,34.82849884033203,-0.7287828095257283,0.2,0.0035410444
97,198656,865.04,691,21.04972613,287,0.8614128828048706,2680,65.96194413676858,-0.003183063968026545,0.04921875,0.0003,2.6874284744262695,-0.699175319261849,0.2,0.0043112366
98,200704,862.33,692,20.98309674,289,0.9247580096125603,2690,23.25907310154289,0.0014324732590466737,0.085888671875,0.0003,0.8658506870269775,-0.7336891608312726,0.2,0.0067232763
