rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/n_updates,train/std,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/loss
628.2619047619048,26624,13,-31.81363490476191,657,40,0.1609375,-1.8698128134012222,1350,0.6070706844329834,0.0003,0.016570088,0.8885195702314377,0.0010641889384714887,36.00565828622784,0.2,1.9305033683776855
615.4130434782609,28672,14,-26.092797673913047,666,43,0.085302734375,-1.8272743366658688,1360,0.6031064987182617,0.0003,0.005012531,0.6720835268497467,-0.004470784004661254,147.4668019875884,0.2,3.6537327766418457
601.24,30720,15,-29.09412967999999,667,46,0.041943359375,-1.8188587915152312,1370,0.6024333834648132,0.0003,0.0057931663,0.8124280720949173,-0.00456884044688195,96.23005248904228,0.2,116.79772186279297
599.9811320754717,32768,16,-27.038764584905657,660,49,0.0345703125,-1.8175122074782848,1380,0.6014997959136963,0.0003,0.0026360583,0.7300187349319458,-0.0021366771587054247,145.35498042181135,0.2,9.029435157775879
583.6724137931035,34816,17,-25.11519722413793,664,52,0.055712890625,-1.8106475733220577,1390,0.5986886024475098,0.0003,0.006277554,0.7173877358436584,-0.003809956800978398,111.22392089813948,0.2,19.172916412353516
583.5714285714286,36864,18,-25.076333333333334,665,55,0.064697265625,-1.800567240640521,1400,0.5957280993461609,0.0003,0.0064340294,0.7654584348201752,-0.003870709410512063,133.79758245944976,0.2,69.97216033935547
568.1617647058823,38912,19,-28.035059867647057,670,58,0.073291015625,-1.795999815315008,1410,0.5960856080055237,0.0003,0.014114726,0.7597183734178543,-0.0020378379551402757,154.26493488550187,0.2,133.6903839111328
558.9861111111111,40960,20,-34.55495416666666,671,60,0.0447265625,-1.7987027529627084,1420,0.5980815887451172,0.0003,0.007041703,0.7540063560009003,-0.0037214200041489677,164.6446054160595,0.2,86.5523681640625
567.48,43008,21,-32.222001893333335,669,64,0.05322265625,-1.8056550189852714,1430,0.6006790399551392,0.0003,0.0068583554,0.8168309181928635,-0.0033296683730441147,108.94396518319846,0.2,15.794942855834961
559.8481012658228,45056,22,-32.17637175949367,672,67,0.12587890625,-1.7949495878070594,1440,0.5912197232246399,0.0003,0.01212857,0.7863985449075699,-0.0006367869311361574,63.79643841311336,0.2,12.418645858764648
560.5,47104,23,-29.497353309523813,678,69,0.039306640625,-1.7717595804482698,1450,0.5883411765098572,0.0003,0.0059683262,0.7472795844078064,-0.0034274054451088887,254.23880901634692,0.2,375.1383972167969
570.7209302325581,49152,24,-28.54735020930233,677,72,0.070947265625,-1.75293283239007,1460,0.5804026126861572,0.0003,0.0122315865,0.837876632809639,-0.0028393166980094976,114.43272990435362,0.2,23.77863311767578
564.7333333333333,51200,25,-28.771451088888888,680,75,0.176708984375,-1.7150580797344446,1470,0.5691462159156799,0.0003,0.017529812,0.9115645214915276,-0.0008211020365706645,37.420405618054794,0.2,236.3519744873047
