time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/loss,train/approx_kl,train/value_loss,train/explained_variance,train/learning_rate
49152,593,939.4038461538462,24,82,-800.4073458653845,0.000556230878282804,0.2,1460,-0.729255767352879,0.07421875,1.6350740194320679,0.0065879514,22.82240633368492,0.747025191783905,0.0003
51200,594,941.6481481481482,25,86,-805.1978359629628,-0.002744034820352681,0.2,1470,-0.7017087848857045,0.057275390625,2.909911870956421,0.0060166935,26.734004854410887,0.5973475873470306,0.0003
53248,595,943.6964285714286,26,89,-810.3791480178571,0.00012338477245066315,0.2,1480,-0.7188140572980046,0.031640625,90.32926177978516,0.0044666743,26.154313646256924,0.7853699177503586,0.0003
55296,597,945.6379310344828,27,92,-815.023024862069,-0.0022104634415882176,0.2,1490,-0.7138321235775947,0.04501953125,5.542322635650635,0.0058663543,30.14349327236414,0.7100309133529663,0.0003
57344,598,947.45,28,95,-817.9996383499999,-0.0017712639513774776,0.2,1500,-0.7130845500156283,0.05888671875,2.927464008331299,0.0046607265,27.390258407592775,0.7727160751819611,0.0003
59392,602,949.1451612903226,29,98,-821.3064803387097,0.001210476992855547,0.2,1510,-0.7240212250500917,0.037353515625,2.8288328647613525,0.0023333654,25.534454558044672,0.7438000440597534,0.0003
61440,598,950.734375,30,102,-823.9763540624999,-2.7381467953091486e-05,0.2,1520,-0.7327709056437015,0.06025390625,2.884556770324707,0.006402484,31.60043626204133,0.7206437885761261,0.0003
63488,593,952.2272727272727,31,106,-826.9728989545455,-0.0008753629343118518,0.2,1530,-0.7212457491084934,0.042626953125,1.552176594734192,0.004345402,23.88822847530246,0.7831620275974274,0.0003
65536,596,949.6911764705883,32,109,-824.2000877941176,-0.0023549701203592122,0.2,1540,-0.690604287199676,0.0443359375,1.5451204776763916,0.00882771,28.06680927798152,0.7056692540645599,0.0003
67584,593,951.8169014084507,33,113,-827.3467181830986,-0.0013560860825236887,0.2,1550,-0.6908748397603631,0.0623046875,20.476003646850586,0.0053574215,60.170365169644356,0.6240008175373077,0.0003
69632,596,948.3698630136986,34,116,-825.311154369863,-0.005189004415296949,0.2,1560,-0.6982280286028981,0.061279296875,2.177480459213257,0.0031881726,32.83321171328426,0.6176434457302094,0.0003
71680,598,945.4266666666666,35,119,-825.4568113199999,-0.0019750941810343647,0.2,1570,-0.6680550318211317,0.034033203125,4.289555549621582,0.005990465,56.902646547555925,0.862494483590126,0.0003
73728,595,944.974358974359,36,123,-823.5585030128206,-0.0018152367956645321,0.2,1580,-0.6929281752556562,0.05029296875,3.3063995838165283,0.009121859,40.47593312487006,0.8006139546632767,0.0003
75776,593,944.3875,37,127,-821.79721515,-0.00328361280990066,0.2,1590,-0.7039142468944192,0.055810546875,21.880125045776367,0.009818323,62.62076683193445,0.8885413482785225,0.0003
77824,588,945.7439024390244,38,132,-821.7669291829269,-0.0011535949081007857,0.2,1600,-0.6587126381695271,0.023583984375,7.223545551300049,0.0035347794,41.404847433418034,0.9289888069033623,0.0003
79872,588,944.8809523809524,39,135,-822.7258119761906,-0.007401754052261822,0.2,1610,-0.6878446843475103,0.102978515625,2.4377996921539307,0.010389994,26.34470844566822,0.9566047042608261,0.0003
81920,591,946.1627906976744,40,138,-822.550595895349,-0.001935762279026676,0.2,1620,-0.724428904056549,0.0416015625,3.8524837493896484,0.0039864685,71.78441430702806,0.7143696248531342,0.0003
83968,593,940.4157303370787,41,141,-815.8888226853932,-0.0038610730400250757,0.2,1630,-0.6910916179418564,0.081640625,2.0960288047790527,0.0116988355,24.595062470436098,0.8361956179141998,0.0003
86016,594,939.9120879120879,42,144,-810.3620497032966,-0.0011016832424502355,0.2,1640,-0.6573438666760921,0.02119140625,5.596960067749023,0.0015278544,90.85790983736516,0.8926763162016869,0.0003
88064,594,937.4301075268817,43,148,-808.5455100645161,-0.0004870977398240939,0.2,1650,-0.6532243983820081,0.044189453125,6.408031940460205,0.00288876,38.558648623526096,0.9450713098049164,0.0003
90112,592,938.4479166666666,44,152,-807.8521149062499,-0.002957887663069414,0.2,1660,-0.6984009576961399,0.078662109375,28.429227828979492,0.0051326025,36.305924992263314,0.9396873526275158,0.0003
2048,486,1000.0,1,4,25.825841500000003,-0.0029901233385317026,0.2,1670,-0.7305729715153575,0.09248046875,1.878779411315918,0.005038021,65.82069150805474,0.8487443774938583,0.0003
4096,538,802.0,2,7,42.939709400000005,-0.006789808664325392,0.2,1680,-0.9156536791473627,0.165478515625,3.3071961402893066,0.0129758,49.88748286962509,0.9172750785946846,0.0003
6144,532,858.5714285714286,3,11,36.135226,-0.003205572604565532,0.2,1690,-0.7921280590817332,0.100048828125,41.8986701965332,0.010340765,109.33131058812141,0.7825304865837097,0.0003
8192,576,831.6666666666666,4,14,37.793930666666675,-0.006094001311430475,0.2,1700,-0.9318837841972709,0.1568359375,2.5244810581207275,0.011471398,50.24673048555851,0.8852224498987198,0.0003
10240,551,822.75,5,18,35.72624175000001,-0.0017406944622052833,0.2,1710,-0.8549664240330458,0.0763671875,79.17748260498047,0.01004404,76.98540471941233,0.7544897496700287,0.0003
12288,549,814.9285714285714,6,22,37.69113992857143,-0.003198216865712311,0.2,1720,-0.8786387687548995,0.067919921875,20.77786636352539,0.0076122414,90.69152217209339,0.772720217704773,0.0003
14336,561,821.7058823529412,7,25,36.82858617647059,-0.004938790465530474,0.2,1730,-0.7962954182177782,0.099951171875,4.086325645446777,0.007943134,79.4391755886376,0.7232139110565186,0.0003
16384,552,810.7894736842105,8,29,24.777740368421053,-0.0014914286493876716,0.2,1740,-0.895434045419097,0.077685546875,26.105592727661133,0.0069530252,80.54700947403907,0.7525322884321213,0.0003
18432,556,836.5909090909091,9,33,24.186328272727277,-0.001871616826247191,0.2,1750,-0.861641152203083,0.1380859375,12.613154411315918,0.006915482,98.88299519196153,0.7050870656967163,0.0003
20480,564,822.125,10,36,18.697028500000002,-0.0017539627719088458,0.2,1760,-0.9017079968005419,0.0970703125,1.7090651988983154,0.008545728,72.86125038564205,0.7856543660163879,0.0003
22528,572,791.8571428571429,11,39,15.918466785714287,-0.0010083822919114028,0.2,1770,-0.8926296563819051,0.060791015625,270.18682861328125,0.0035200985,76.6631671089679,0.8054734617471695,0.0003
24576,584,758.84375,12,42,27.29491165625,-0.0008029421176615869,0.2,1780,-0.742185921035707,0.048291015625,44.924530029296875,0.00714079,190.1286728858948,0.5497765243053436,0.0003
26624,590,755.6764705882352,13,45,27.906168705882354,-0.0017447130325308536,0.2,1790,-0.633800715021789,0.016943359375,31.732341766357422,0.002624141,194.9664101421833,0.32007163763046265,0.0003
28672,596,753.9473684210526,14,48,25.45768515789474,-0.005373544041503919,0.2,1800,-0.8935093957930803,0.135107421875,4.845615863800049,0.018419094,79.75882190316915,0.6386508047580719,0.0003
30720,593,766.25,15,51,25.668994825,-0.0020598135612090117,0.2,1810,-0.8153350049629807,0.06904296875,130.61386108398438,0.006386422,165.24434848427774,0.5653805136680603,0.0003
32768,599,763.4047619047619,16,54,21.684620261904758,-0.0017085909130400978,0.2,1820,-0.9012052126228809,0.168310546875,2.4020376205444336,0.006108107,47.1194972127676,0.7920241504907608,0.0003
34816,592,768.8666666666667,17,58,15.547824777777775,-0.003323928541794885,0.2,1830,-0.7566334772855043,0.09052734375,6.7241082191467285,0.0071077384,77.61250808686017,0.6996116936206818,0.0003
36864,593,778.1914893617021,18,62,16.168244148936168,-0.002046014057850698,0.2,1840,-0.785576811619103,0.033984375,107.6445541381836,0.0040806294,138.161529687047,0.6091497838497162,0.0003
38912,598,787.2448979591836,19,65,16.77811363265306,-0.0017213807459484087,0.2,1850,-0.8218349443748594,0.108544921875,3.9444918632507324,0.004459521,75.5372710749507,0.6985354423522949,0.0003
40960,606,765.7547169811321,20,67,18.14781154716981,0.0013923261962190737,0.2,1860,-0.8670189125463367,0.116748046875,1.7873398065567017,0.009537407,45.11373464278877,0.8064738065004349,0.0003
43008,610,761.3214285714286,21,70,20.802651178571427,-0.0005048612081736791,0.2,1870,-0.6632896130904555,0.040087890625,7.736677169799805,0.004233919,187.04452448785304,0.439739465713501,0.0003
45056,610,753.1694915254237,22,73,18.813878966101694,-0.002706077077891678,0.2,1880,-0.6689775936305523,0.07578125,68.99581909179688,0.009965499,102.10316227078438,0.5466702282428741,0.0003
47104,610,757.8387096774194,23,77,20.829963580645163,-0.002336967672454193,0.2,1890,-0.7308855254203082,0.046435546875,19.772581100463867,0.0067471275,137.2910417959094,0.48048168420791626,0.0003
49152,606,765.40625,24,81,20.292149125,-0.004707054980099201,0.2,1900,-0.780517403781414,0.182080078125,6.818514347076416,0.011066649,78.56308331489564,0.49632173776626587,0.0003
51200,604,765.0,25,84,20.53745892424243,-0.003602531020442257,0.2,1910,-0.8880390236154199,0.1658203125,4.62674617767334,0.014763063,43.08839341588318,0.5671780705451965,0.0003
53248,603,771.1029411764706,26,88,21.486562323529416,-0.0008141660982801113,0.2,1920,-0.7709729360416532,0.0568359375,4.519444942474365,0.007856533,61.34713122025132,0.47993624210357666,0.0003
55296,601,777.6428571428571,27,91,21.44830931428572,-0.0023085840832209213,0.2,1930,-0.804257127456367,0.11884765625,3.2765703201293945,0.014100777,65.99078387469054,0.45660990476608276,0.0003
57344,594,782.9583333333334,28,96,22.20818719444444,-0.001408590585924685,0.2,1940,-0.7651393469423056,0.075732421875,352.3343811035156,0.0063704685,40.28569309487939,0.6132084727287292,0.0003
59392,598,786.08,29,99,21.25850284,-0.0026670042039768304,0.2,1950,-0.7317288637161254,0.093505859375,2.363966703414917,0.0070549017,57.13550519049168,0.4944334030151367,0.0003
61440,598,787.4545454545455,30,102,22.66901014285714,-0.0008771152628469281,0.2,1960,-0.6544408466666937,0.065283203125,5.055134296417236,0.0046122675,74.21554946154356,0.5978386104106903,0.0003
63488,600,789.175,31,105,20.932262437499997,-0.00047386897931573914,0.2,1970,-0.6655864182859659,0.0505859375,58.63335418701172,0.008713011,61.335777098685504,0.6721645891666412,0.0003
65536,600,785.9277108433735,32,109,16.18530414457831,-0.001511370693333447,0.2,1980,-0.7138858823105693,0.07373046875,4.4978766441345215,0.004572244,111.59838566631079,0.5252308249473572,0.0003
67584,601,785.2325581395348,33,112,13.070482488372088,-0.00017145470992545596,0.2,1990,-0.6339221455156803,0.038427734375,7.976813793182373,0.004927005,141.71432486996054,0.5534168779850006,0.0003
69632,599,780.685393258427,34,116,12.75285896629213,-0.0022214509110199286,0.2,2000,-0.7359952248632908,0.084033203125,12.23727798461914,0.004397177,110.24311072528363,0.5318515300750732,0.0003
71680,602,779.6923076923077,35,118,14.11558025274725,-0.0021152999142941553,0.2,2010,-0.6721571616828441,0.045263671875,9.603510856628418,0.0052411687,123.97997167408467,0.5812635123729706,0.0003
73728,607,774.5263157894736,36,121,14.619374684210523,-0.001379568999982439,0.2,2020,-0.7132508914917708,0.07412109375,4.954941749572754,0.0052037453,56.99365136027336,0.6780925095081329,0.0003
75776,609,776.340206185567,37,124,12.487181608247424,-0.0005875933089555474,0.2,2030,-0.6719474999234081,0.047607421875,13.241679191589355,0.0056475364,171.04510340690612,0.5565169155597687,0.0003
77824,610,768.0,38,127,14.507841199999998,-0.0016153401258634404,0.2,2040,-0.702192347869277,0.0822265625,22.991464614868164,0.007832801,96.72172265797853,0.6661473214626312,0.0003
79872,612,766.89,39,130,11.483709719999997,-0.001870471824440756,0.2,2050,-0.6263617404736579,0.064306640625,20.242733001708984,0.00530381,193.0038581162691,0.44728583097457886,0.0003
81920,613,760.42,40,133,11.40239464,-0.006530859274062095,0.2,2060,-0.6930190119892359,0.07763671875,1.6544004678726196,0.005773769,65.60132431387902,0.7813606560230255,0.0003
83968,615,761.87,41,136,11.526700689999998,-0.002057329668969032,0.2,2070,-0.7285221442580223,0.105224609375,5.823949813842773,0.01083456,111.94495138674975,0.6080412566661835,0.0003
86016,616,750.68,42,139,10.976039770000005,-0.0007216928717753035,0.2,2080,-0.7358809303492307,0.061328125,4.846639156341553,0.0060624196,89.85143080055714,0.5563503503799438,0.0003
88064,617,745.31,43,142,13.96452339,-0.00460783097150852,0.2,2090,-0.683092070557177,0.121826171875,120.76445007324219,0.0093194395,173.98651832342148,0.5603117346763611,0.0003
90112,621,733.42,44,145,13.295436500000001,-0.0019324877877807012,0.2,2100,-0.6027931954711676,0.030029296875,86.73542022705078,0.0043509454,154.57092607021332,0.39690762758255005,0.0003
92160,621,733.67,45,148,15.3774459,-0.0007728033262537793,0.2,2110,-0.6145055275410414,0.0525390625,51.897621154785156,0.0025048307,177.34899693727493,0.5747248232364655,0.0003
94208,622,728.66,46,151,15.788987719999996,0.0008522866075509228,0.2,2120,-0.665990337729454,0.08115234375,121.58289337158203,0.0049248757,88.49004919677972,0.7349395453929901,0.0003
96256,620,737.84,47,155,17.06895069,-0.006600611273461255,0.2,2130,-0.6772253882139921,0.122705078125,8.982112884521484,0.0077305976,63.731432712078096,0.6640037000179291,0.0003
98304,623,744.36,48,157,8.85601895,0.0024893994283047504,0.2,2140,-0.6671702222898602,0.11904296875,0.99668288230896,0.013716947,21.614608554542066,0.831109881401062,0.0003
100352,626,731.85,49,160,7.3215774,-0.0024001186378882267,0.2,2150,-0.7086003348231316,0.044775390625,48.46818542480469,0.0049367417,155.10542416274546,0.632656991481781,0.0003
