rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,train/entropy_loss,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss
588.4444444444445,21,744,8,-391.8592592592592,16384,0.006412967,-0.676364141702652,0.9684707373380661,30.777837056666613,1300,0.0003,16.796127319335938,0.2,0.043603515625,-0.0021683158178348095
582.4516129032259,24,752,9,-382.016129032258,18432,0.0075152935,-0.7151435131207109,0.950517188757658,38.70423256084323,1310,0.0003,13.506752014160156,0.2,0.066259765625,-0.0012716660367004806
584.3428571428572,27,751,10,-376.9728571428571,20480,0.01032963,-0.6107856483198703,0.9751139357686043,32.13166501969099,1320,0.0003,5.384524345397949,0.2,0.05712890625,-0.0050218049582326785
579.8947368421053,30,749,11,-381.0105263157895,22528,0.005395703,-0.6126459827646613,0.9536367617547512,53.35137620009482,1330,0.0003,10.593358993530273,0.2,0.051904296875,-0.0037175122801272665
587.9512195121952,32,744,12,-381.5914634146341,24576,0.0015918277,-0.7116870520636439,0.9101391136646271,77.10002904832363,1340,0.0003,5.2319135665893555,0.2,0.036572265625,3.4777482869685625e-05
586.4,35,743,13,-379.9733333333334,26624,0.0044094916,-0.6840409182012082,0.9796308036893606,35.385227400064466,1350,0.0003,15.361740112304688,0.2,0.048974609375,-0.0029417894285870714
584.7142857142857,38,738,14,-378.28571428571433,28672,0.0046634153,-0.6688763732090592,0.9610226787626743,49.33349455669522,1360,0.0003,34.818199157714844,0.2,0.081396484375,-0.0028013668132189197
590.1923076923077,41,737,15,-383.41634615384623,30720,0.0051802956,-0.7286553571000696,0.9865551684051752,22.10866875126958,1370,0.0003,6.627939224243164,0.2,0.0947265625,-0.005040887818540796
591.4727272727273,44,739,16,-382.28363636363645,32768,0.0042730826,-0.640075171366334,0.9497237354516983,61.67976983040571,1380,0.0003,7.764342308044434,0.2,0.035009765625,-0.0010278363908582833
589.7966101694915,47,739,17,-379.01949152542375,34816,0.005363295,-0.6587475964799523,0.9896205430850387,19.825619316101076,1390,0.0003,8.921639442443848,0.2,0.071435546875,-0.0027042997506214307
586.3709677419355,49,738,18,-378.9346774193549,36864,0.002644663,-0.6509723593480885,0.9898236952722073,27.246956383436917,1400,0.0003,7.374178409576416,0.2,0.0177734375,-0.0026389079030195717
587.4,53,733,19,-378.5015384615384,38912,0.0067887986,-0.6985240872949362,0.9553325064480305,66.63528541475534,1410,0.0003,15.732964515686035,0.2,0.057177734375,-0.004357633080144296
598.4705882352941,56,720,20,-381.6610294117647,40960,0.0054793647,-0.6520431332290173,0.9896193668246269,18.08826567158103,1420,0.0003,2.2069923877716064,0.2,0.054833984375,-0.0013099523224809674
596.4366197183099,59,722,21,-383.81197183098584,43008,0.0035401736,-0.7301402434706687,0.9911266593262553,9.302649418637156,1430,0.0003,0.43406224250793457,0.2,0.062451171875,-0.0018635930224263574
