time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/explained_variance,train/loss,train/learning_rate,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates
86,-183.308,24,568,49152,974.86,-0.7431166818365454,0.7132117748260498,-0.020783640444278717,0.0003,0.080517578125,0.035005985002499074,0.2,-0.0060966222357819785,0.006507218,1460
90,-183.11038461538462,25,566,51200,975.8269230769231,-0.7405406478792429,0.6732268333435059,0.012808739207684994,0.0003,0.080615234375,0.03156659706728533,0.2,-0.006704485714726616,0.006756588,1470
93,-182.91462962962962,26,569,53248,976.7222222222222,-0.7411884155124426,0.7375608086585999,-0.013408070430159569,0.0003,0.07158203125,0.03160510694142431,0.2,-0.009679969518037979,0.006622138,1480
98,-182.67178571428573,27,563,55296,977.5535714285714,-0.7249250259250403,0.656175971031189,0.016212953254580498,0.0003,0.06181640625,0.041972518438706176,0.2,-0.004781905843265122,0.005958854,1490
101,-182.5460344827586,28,563,57344,978.3275862068965,-0.7565556960180402,0.6114072203636169,0.021086547523736954,0.0003,0.04638671875,0.03410798804252409,0.2,-0.0024401933478657156,0.005334145,1500
104,-182.26266666666666,29,567,59392,979.05,-0.7527285195887089,0.6748427152633667,0.020816143602132797,0.0003,0.05234375,0.039005500980420035,0.2,-0.004026068540406413,0.0059789503,1510
108,-182.02806451612906,30,566,61440,979.7258064516129,-0.7487038696184755,0.7736474126577377,0.003200959414243698,0.0003,0.093408203125,0.037292883009649815,0.2,-0.00807576790684834,0.008796762,1520
112,-181.83109374999998,31,565,63488,980.359375,-0.7048600574955344,0.6918336451053619,0.016950350254774094,0.0003,0.053955078125,0.03707615139428526,0.2,-0.0018842365767341106,0.007251924,1530
116,-181.69060606060606,32,562,65536,980.9545454545455,-0.6923733467236162,0.83760105073452,0.021901793777942657,0.0003,0.0541015625,0.03135478175827302,0.2,-0.004031265883531887,0.0033018622,1540
119,-181.49617647058824,33,566,67584,981.5147058823529,-0.6810200152918696,0.755587562918663,-0.0087894843891263,0.0003,0.035498046875,0.03422371502383612,0.2,-0.002221148522221483,0.0031810012,1550
123,-181.27428571428572,34,565,69632,982.0428571428571,-0.693672762811184,0.8287200927734375,0.01923190802335739,0.0003,0.050341796875,0.03376472511445172,0.2,-0.003891972641577013,0.0038746076,1560
126,-181.15763888888887,35,566,71680,982.5416666666666,-0.6818301182240247,0.8648645132780075,0.04748959466814995,0.0003,0.06884765625,0.032615452766185625,0.2,-0.002653072233806597,0.006982649,1570
130,-180.99783783783784,36,566,73728,983.0135135135135,-0.6506659917533397,0.8391933143138885,0.03419733792543411,0.0003,0.031787109375,0.028900269739096984,0.2,0.0001308500301092863,0.0038509918,1580
134,-180.86272727272728,37,562,75776,983.6753246753246,-0.6591123605147005,0.8228964656591415,-0.00164695642888546,0.0003,0.0349609375,0.03925461566541344,0.2,-0.0006863842296297662,0.0051866528,1590
138,-180.68481012658228,38,563,77824,984.0886075949367,-0.6228059008717537,0.8547893613576889,0.035789839923381805,0.0003,0.0654296875,0.035055041476152835,0.2,-0.004578978640347486,0.0045431177,1600
141,-180.49604938271605,39,562,79872,984.4814814814815,-0.644864940457046,0.9024281874299049,0.027735978364944458,0.0003,0.0431640625,0.03110206066630781,0.2,-0.0021480699302628635,0.0040517095,1610
146,-180.29180722891567,40,560,81920,984.855421686747,-0.6512129081413149,0.8395703732967377,0.001359214074909687,0.0003,0.056640625,0.028753692208556458,0.2,-0.002612730112741701,0.005707917,1620
150,-180.11588235294118,41,556,83968,985.2117647058824,-0.6364000514149666,0.8371566087007523,0.032764967530965805,0.0003,0.076123046875,0.028333366074366494,0.2,-0.005700978763343301,0.008525398,1630
153,-178.40241379310345,42,560,86016,983.2298850574713,-0.6414049157872797,0.6641956865787506,0.010089916177093983,0.0003,0.052001953125,0.03793839345453307,0.2,-0.0009082691074581816,0.00541497,1640
157,-178.3324719101124,43,559,88064,983.6067415730337,-0.6315019922330976,-2.2586841583251953,19.837434768676758,0.0003,0.035302734375,49.28127993484959,0.2,-0.000978486613894347,0.002826713,1650
161,-178.3124175824176,44,556,90112,983.967032967033,-0.6453817810863256,0.8232872039079666,0.0032962746918201447,0.0003,0.05234375,0.033389871614053844,0.2,-0.0029380798303463964,0.0024682228,1660
165,-176.55989247311828,45,557,92160,981.9569892473119,-0.6153097547590732,0.9121227711439133,0.006278317421674728,0.0003,0.046533203125,0.031355099054053426,0.2,-0.0022576560739253184,0.0052653076,1670
168,-176.4696842105263,46,557,94208,982.3368421052631,-0.6315145075321198,-0.008664846420288086,16.926794052124023,0.0003,0.050634765625,38.07755075222813,0.2,-0.0008154466951964423,0.006907773,1680
172,-176.45494845360827,47,557,96256,982.7010309278351,-0.6304101778194309,0.563873827457428,0.050539180636405945,0.0003,0.040234375,0.19262833351967856,0.2,-0.002017325910856016,0.0037579313,1690
175,-176.38686868686867,48,558,98304,983.0505050505051,-0.6523941915482283,0.6484427452087402,0.020483259111642838,0.0003,0.092138671875,0.06778357640723698,0.2,-0.00440931234479649,0.006463611,1700
179,-176.2559,49,560,100352,983.22,-0.6579872895032167,0.8496939986944199,0.021492168307304382,0.0003,0.06044921875,0.042036388581618664,0.2,-0.003210246577509679,0.005502768,1710
