time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/explained_variance,train/loss,train/learning_rate,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates
384,-1.5661298199999998,116,617,237568,985.75,-0.7962331686168909,0.8424097746610641,0.27860063314437866,0.0003,0.0716796875,26.61843040920794,0.2,-0.0024498528153344525,0.008060278,1150
388,-1.6971512500000001,117,617,239616,985.75,-0.6795628735795617,0.3481178283691406,4.224442481994629,0.0003,0.01708984375,108.18309110850096,0.2,-0.0018275561609698344,0.0032447032,1160
391,-1.9932569599999992,118,617,241664,985.75,-0.801392718590796,0.8766065463423729,0.4993205666542053,0.0003,0.077880859375,28.706467653438448,0.2,-0.0024484228684741537,0.008991474,1170
395,-2.325795549999999,119,616,243712,985.9,-0.795004322566092,0.91630569845438,0.8206790685653687,0.0003,0.08994140625,21.962629183754323,0.2,-0.003293451343779452,0.0073422454,1180
398,-2.257314039999999,120,616,245760,985.9,-0.768097154609859,0.8406468629837036,0.3805413544178009,0.0003,0.040673828125,34.56169358454645,0.2,-2.6646413607522847e-05,0.004736966,1190
402,-2.8067085499999997,121,615,247808,985.74,-0.7664397105574607,0.913514219224453,0.38771337270736694,0.0003,0.07236328125,16.1919924961403,0.2,-0.0037528667191509156,0.004495168,1200
406,-2.2468658799999996,122,615,249856,985.74,-0.7699383933097124,0.8028428852558136,3.448528528213501,0.0003,0.03642578125,42.94951466023922,0.2,-0.0032546532867854692,0.007100944,1210
409,-1.3970419499999998,123,615,251904,987.76,-0.7659730330109596,0.8737032115459442,0.7539187669754028,0.0003,0.07607421875,29.351968928426505,0.2,-0.0047527655959129335,0.007433908,1220
2,-180.9,1,921,2048,1000.0,-0.7725380452349782,0.882790744304657,235.05368041992188,0.0003,0.039013671875,35.00354887731373,0.2,0.000359787508205045,0.0041589653,1230
5,-180.5325,2,699,4096,1000.0,-0.760007394850254,0.8902868553996086,1.3889036178588867,0.0003,0.026806640625,10.448649261891841,0.2,-0.0005724019589251839,0.003712432,1240
9,-190.17166666666665,3,649,6144,960.8333333333334,-0.7686627870425582,0.8845318853855133,0.4364413022994995,0.0003,0.07158203125,4.768977434188128,0.2,-0.0029180436991737223,0.00718267,1250
12,-186.93875000000003,4,631,8192,970.625,-0.7410773381590843,0.82438625395298,0.9212024211883545,0.0003,0.068603515625,14.98049480561167,0.2,-0.002506586523668375,0.005962079,1260
16,-187.84700000000004,5,609,10240,934.3,-0.7378965202718973,0.8583495765924454,5.443614959716797,0.0003,0.065087890625,8.185870390571655,0.2,-0.00329262703526183,0.005762457,1270
20,-186.8541666666667,6,606,12288,945.25,-0.7485287079587579,0.758071556687355,0.7095409035682678,0.0003,0.033837890625,10.739083571918309,0.2,-0.0012843998410971835,0.004803853,1280
23,-191.96200000000002,7,622,14336,950.9333333333333,-0.7557622831314802,0.8954382166266441,0.1873551607131958,0.0003,0.10703125,0.6549139735754579,0.2,-0.0012460381447453983,0.010687655,1290
25,-190.47352941176473,8,635,16384,956.7058823529412,-0.742465827986598,0.8763385340571404,0.5582602024078369,0.0003,0.082470703125,8.373674650955945,0.2,-0.005267517027823488,0.017716058,1300
29,-189.2178947368421,9,618,18432,961.2631578947369,-0.7537951312959195,0.920248880982399,0.06156416982412338,0.0003,0.112451171875,0.37862023708876225,0.2,-0.001282911362068262,0.008871857,1310
33,-188.61142857142855,10,613,20480,964.952380952381,-0.7785654505714774,0.9286391362547874,0.02411675825715065,0.0003,0.071044921875,0.10636524482397362,0.2,-0.002364496361406054,0.007015272,1320
37,-187.75304347826085,11,605,22528,968.0,-0.7628152806311845,0.8643792271614075,0.035401616245508194,0.0003,0.106640625,0.2081249836483039,0.2,-0.002653167664539069,0.01015673,1330
40,-187.43280000000001,12,605,24576,970.56,-0.7943780897185206,0.8724559545516968,0.04960335046052933,0.0003,0.058984375,0.14594162221765145,0.2,-0.0015147532743867488,0.0065346044,1340
44,-186.8925925925926,13,601,26624,953.4444444444445,-0.754990809597075,0.7628409266471863,0.05842375382781029,0.0003,0.0486328125,0.32442490725079554,0.2,-0.0005328677805664483,0.003584598,1350
47,-186.50206896551725,14,598,28672,956.6551724137931,-0.7651847478002309,0.7612459808588028,26.346338272094727,0.0003,0.0953125,11.311732084257528,0.2,-0.005250698500094586,0.0069536455,1360
52,-186.0225806451613,15,586,30720,959.4516129032259,-0.7863228579983115,0.8721267580986023,0.016625262796878815,0.0003,0.0568359375,0.1450074578053318,0.2,-0.0005563320577493869,0.0062398007,1370
56,-185.4329411764706,16,584,32768,963.0294117647059,-0.7768709152936936,0.7938581258058548,0.019132539629936218,0.0003,0.0892578125,0.12512003696756438,0.2,-0.0009311581707152072,0.009150349,1380
60,-185.2402777777778,17,573,34816,965.0833333333334,-0.774156603217125,0.7247338891029358,0.02088913321495056,0.0003,0.12763671875,0.044783737877150995,0.2,-0.005755822452192661,0.009712086,1390
63,-184.85789473684213,18,582,36864,966.921052631579,-0.8149051072075963,0.4344865679740906,0.008227096870541573,0.0003,0.05185546875,0.04515549565549008,0.2,-0.0008061737462412566,0.0047616526,1400
67,-184.654,19,579,38912,968.575,-0.7886332349851728,0.7229449450969696,0.04289587587118149,0.0003,0.093212890625,0.08630043276934884,0.2,-0.0016294081149681005,0.008863505,1410
70,-184.2145238095238,20,583,40960,970.0714285714286,-0.7815316949039698,0.6099313795566559,-0.0061994995921850204,0.0003,0.1107421875,0.038221992063336076,0.2,-0.007036460313247517,0.010006422,1420
74,-183.8947727272727,21,575,43008,971.4318181818181,-0.7710245061665774,0.8331049233675003,0.005947010591626167,0.0003,0.0833984375,0.04393468371708877,0.2,-0.005597722850507125,0.007589745,1430
77,-183.69413043478258,22,579,45056,972.6739130434783,-0.7592661848291755,0.8704386651515961,0.00799674354493618,0.0003,0.085498046875,0.03294330743374303,0.2,-0.005436725105391815,0.00867293,1440
82,-183.55645833333332,23,572,47104,973.8125,-0.7320032032206655,0.7889296114444733,0.0010535567998886108,0.0003,0.06904296875,0.03681241543381475,0.2,-0.0030007366687641477,0.006306395,1450
