time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/n_updates,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_fraction,train/loss,train/clip_range
943,-94.97947502000001,35,75,403.49,71680,-0.011029599438916193,69.96211343109607,0.0003,340,0.009626461,-1.0562874702736735,0.7100217640399933,0.10703125,37.00277328491211,0.2
931,-89.92900030999999,36,79,416.44,73728,-0.0035420846259512475,74.51114987432956,0.0003,350,0.010527071,-0.952504756487906,0.7341319024562836,0.04716796875,10.442488670349121,0.2
905,-89.64481226,37,83,432.5,75776,-0.0049248607785557395,43.228052684664725,0.0003,360,0.0070162565,-1.0695330938324332,0.6985189616680145,0.041259765625,12.490108489990234,0.2
887,-88.59879661999999,38,87,449.66,77824,-0.00842619837858365,43.69812540113926,0.0003,370,0.010805374,-1.011015304364264,0.6018466353416443,0.122314453125,7.5159993171691895,0.2
877,-85.05655282,39,91,465.99,79872,-0.008576063068176154,19.165518769621848,0.0003,380,0.013165682,-1.027640407718718,0.9211879447102547,0.150244140625,2.5241963863372803,0.2
859,-82.84256547,40,95,482.9,81920,-0.004004976860596798,31.574451506137848,0.0003,390,0.007018105,-0.9022956179454923,0.917589358985424,0.0568359375,3.4937758445739746,0.2
836,-82.9770951,41,100,491.0,83968,-0.00238877472729655,25.411188477277754,0.0003,400,0.0080254115,-0.9202314984053374,0.867446556687355,0.064501953125,3.209473133087158,0.2
827,-78.99308601,42,103,512.89,86016,-0.0056638572285010015,35.6973735190928,0.0003,410,0.010883713,-1.0420906396582723,0.8473095893859863,0.103857421875,6.075133323669434,0.2
813,-73.68070955,43,108,527.04,88064,-0.005999829369829968,134.2334650427103,0.0003,420,0.008451212,-0.8463766511529685,0.5147299766540527,0.04453125,25.46506690979004,0.2
802,-71.81731190999999,44,112,541.92,90112,-0.007658120350970421,53.19815252572298,0.0003,430,0.011610705,-0.9671503569930792,0.7543173283338547,0.134619140625,275.66644287109375,0.2
792,-68.59062204,45,116,556.44,92160,-0.007821706242248183,31.062475010752678,0.0003,440,0.007518777,-0.9196337629109621,0.7299931347370148,0.127490234375,3.3550915718078613,0.2
789,-64.89490619,46,119,564.76,94208,-0.01003880574426148,59.721664138883355,0.0003,450,0.0073000314,-1.026468019001186,0.3103095293045044,0.0876953125,156.0555419921875,0.2
787,-64.80406571000002,47,122,575.65,96256,-0.002644074158160947,178.24102442860604,0.0003,460,0.0031056784,-0.937530672736466,0.34523695707321167,0.014013671875,64.42334747314453,0.2
779,-57.994094589999996,48,126,598.94,98304,-0.002755175554921152,128.49738417863847,0.0003,470,0.010462145,-0.8929534396156669,0.47361016273498535,0.0642578125,21.445972442626953,0.2
773,-60.932671649999996,49,129,598.94,100352,-0.004736612081433123,81.36217973530293,0.0003,480,0.0065689646,-0.8699433093890547,0.5958971083164215,0.03564453125,221.30738830566406,0.2
768,-55.448283249999996,50,133,614.85,102400,-0.0059291407320415605,24.94311721250415,0.0003,490,0.012142379,-1.0056710744276642,0.6264957189559937,0.122705078125,123.84194946289062,0.2
768,-52.879681659999996,51,135,627.71,104448,-0.0029701325387577527,64.57039501592517,0.0003,500,0.0074484306,-0.9914510395377875,0.5002421140670776,0.11123046875,50.41487121582031,0.2
767,-52.23319837,52,138,640.59,106496,-0.0017552916833665222,153.75574440062047,0.0003,510,0.005233879,-0.9093342801555991,0.40562766790390015,0.026611328125,135.1679229736328,0.2
761,-45.98871244,53,142,652.42,108544,-0.0010307293632649817,57.66691287010908,0.0003,520,0.003942799,-0.9705936461687088,0.5514889359474182,0.04423828125,71.72372436523438,0.2
756,-39.35183429999999,54,146,671.0,110592,-0.002346127136843279,57.29462830722332,0.0003,530,0.008255002,-0.9278191255405546,0.5412204563617706,0.037890625,8.378910064697266,0.2
752,-35.31415035999999,55,149,688.49,112640,-0.003221535873308312,122.63012306839228,0.0003,540,0.0031871772,-0.9053580902516842,0.37478411197662354,0.023828125,18.777551651000977,0.2
742,-32.18398765999999,56,154,701.92,114688,-0.0026006487278209534,109.79554848074913,0.0003,550,0.0072971294,-0.8921772422268986,0.4691905975341797,0.04990234375,35.093467712402344,0.2
741,-27.831343609999994,57,157,718.32,116736,-0.003217649280122714,44.81365385055542,0.0003,560,0.0097523555,-0.8507497515529394,0.5946308374404907,0.11455078125,4.024880409240723,0.2
739,-26.374917139999997,58,160,732.19,118784,-0.003012548157857964,195.0349598944187,0.0003,570,0.0047278493,-0.8982651835307479,0.29174381494522095,0.019677734375,23.76014518737793,0.2
739,-19.032466859999996,59,163,736.16,120832,-0.0028383764467434956,198.65761889815332,0.0003,580,0.00382862,-0.9262493560090661,0.4519042372703552,0.037890625,171.1431884765625,0.2
741,-19.00348932,60,165,747.84,122880,-0.0029356849863688694,105.46404902637005,0.0003,590,0.0072006844,-0.9043864930048585,0.3782161474227905,0.068505859375,7.501994609832764,0.2
741,-11.43624259,61,168,759.82,124928,-0.0018007845777901822,188.06616357564926,0.0003,600,0.0044480213,-0.884690510481596,0.12531447410583496,0.049365234375,18.289203643798828,0.2
742,-5.374628760000002,62,171,769.64,126976,-0.003935276729316683,105.06441335082054,0.0003,610,0.011334771,-0.8584214819595217,0.5097112357616425,0.115380859375,33.801658630371094,0.2
743,-1.5060599300000024,63,173,771.91,129024,-0.0023932022675580812,167.04756148457528,0.0003,620,0.0029057686,-0.7579543691128492,0.35058456659317017,0.023291015625,468.42620849609375,0.2
746,-3.6264377200000006,64,175,769.07,131072,-0.0034841947111999617,119.72222204506397,0.0003,630,0.014037933,-0.8061718132346869,0.5111836791038513,0.04990234375,19.709091186523438,0.2
747,-0.11669535000000167,65,178,764.89,133120,-0.002569249137013685,223.623879802227,0.0003,640,0.00814609,-0.8441156432032585,0.5567875802516937,0.033984375,53.15027618408203,0.2
749,-0.09204716000000132,66,180,759.01,135168,-0.0031285173587093595,144.7277805507183,0.0003,650,0.008359307,-0.8226163068786263,0.6889795362949371,0.048193359375,50.96636962890625,0.2
747,-0.7694142300000013,67,183,753.4,137216,-0.003069103942834772,143.0882516682148,0.0003,660,0.008199203,-0.8840909324586391,0.8270708918571472,0.055859375,13.599625587463379,0.2
744,-1.8858734300000015,68,186,745.01,139264,-0.0017972408568311948,119.84501682817935,0.0003,670,0.006341835,-0.8551478914916515,0.6135513782501221,0.081201171875,6.764868259429932,0.2
742,1.8498248399999968,69,190,751.84,141312,-0.005097210693202214,123.45112168937922,0.0003,680,0.021708827,-0.9011103676632046,0.47454625368118286,0.14248046875,6.145510673522949,0.2
740,3.7329356199999983,70,193,746.07,143360,-0.015505593569832854,33.89616200998425,0.0003,690,0.037484363,-0.9442123593762517,0.5768115520477295,0.13408203125,3.546665906906128,0.2
738,5.862408220000001,71,196,745.5,145408,-0.004598048725893022,81.42376380711794,0.0003,700,0.009343788,-0.8840304346755147,0.4450492858886719,0.08759765625,8.03582763671875,0.2
737,4.725735270000003,72,199,746.54,147456,-0.0038023446686565876,71.24893332123756,0.0003,710,0.0048984834,-0.8957234181463718,0.8184291571378708,0.0544921875,17.60529899597168,0.2
737,5.784435870000002,73,202,729.4,149504,-0.0010322545353119495,83.57387704327702,0.0003,720,0.0036125402,-0.8968490106984973,0.8107250183820724,0.0404296875,18.986425399780273,0.2
735,6.60688577,74,205,728.32,151552,-0.0030660580458061306,109.20150959938765,0.0003,730,0.005064451,-0.8469634858891368,0.8000653833150864,0.035107421875,39.21514129638672,0.2
734,10.318677850000002,75,209,723.14,153600,-0.004879027781862532,51.80003947988153,0.0003,740,0.007292141,-0.891884789057076,0.4239848256111145,0.098486328125,18.175439834594727,0.2
732,11.482166910000004,76,212,718.49,155648,-0.0038952164351940153,92.48490592241288,0.0003,750,0.012979267,-0.917401477880776,0.5327728688716888,0.122607421875,22.563892364501953,0.2
731,12.79296968,77,215,709.82,157696,-0.0035254659691418056,62.90771943330765,0.0003,760,0.005073159,-0.8113763926550746,0.6981047987937927,0.06748046875,18.253665924072266,0.2
731,14.377218360000002,78,218,703.22,159744,-0.0025979619567806367,102.85510034263135,0.0003,770,0.0053689796,-0.8362966483458877,0.7890190035104752,0.045947265625,12.329809188842773,0.2
730,9.96062171,79,221,686.96,161792,-0.0048692155669414205,164.87970226109027,0.0003,780,0.002760246,-0.8706923142075539,0.7256907820701599,0.029541015625,58.517024993896484,0.2
726,15.11356395,80,225,687.75,163840,-0.0020019893629068973,125.34127380549907,0.0003,790,0.0050165737,-0.8785533657297492,0.7874212265014648,0.049560546875,20.946327209472656,0.2
727,15.64915522,81,227,690.31,165888,-0.0020095679465157446,65.59978672266007,0.0003,800,0.008286929,-0.7805004641413689,0.6861401200294495,0.078271484375,10.548297882080078,0.2
728,12.259124359999998,82,230,665.98,167936,-0.0026236226458422607,84.21869840919972,0.0003,810,0.0029685642,-0.7986623477190733,0.5728029012680054,0.026513671875,16.002906799316406,0.2
728,13.571563769999997,83,233,659.76,169984,-0.006330441016325494,258.1688160955906,0.0003,820,0.0120115755,-0.8354894381016493,0.4326856732368469,0.063037109375,42.72685623168945,0.2
728,10.395790519999998,84,236,650.39,172032,-0.00269195959699573,134.8903961658478,0.0003,830,0.0072109466,-0.8460747886449098,0.5507821142673492,0.04482421875,33.903472900390625,0.2
728,9.342712869999996,85,239,649.11,174080,-0.0019528357443050481,150.56033205986023,0.0003,840,0.006901053,-0.8796906558796763,0.6396671533584595,0.056298828125,27.9190731048584,0.2
728,9.20676079,86,241,647.4,176128,-0.0012351118359219982,95.98616396039725,0.0003,850,0.0070907334,-0.8867347059771419,0.08762568235397339,0.0873046875,9.927446365356445,0.2
727,9.452245519999998,87,244,638.75,178176,-0.0035804231687507127,138.54886283874512,0.0003,860,0.006711889,-0.8148461954668165,0.5471814274787903,0.098583984375,12.47940444946289,0.2
727,6.0673914999999985,88,247,638.37,180224,-0.0028007828215777407,135.73259969651698,0.0003,870,0.003581135,-0.8270142050459981,0.4727684259414673,0.029052734375,5.8443827629089355,0.2
729,10.058124,89,250,640.22,182272,-0.0008403359090152663,175.63510066866874,0.0003,880,0.002843433,-0.7651167942211032,0.4325498342514038,0.027880859375,198.9267578125,0.2
729,10.41713222,90,252,642.48,184320,-0.0026210971016553232,215.5059125393629,0.0003,890,0.009988786,-0.7336371123790741,0.6031971573829651,0.05625,81.64244842529297,0.2
728,12.943355100000002,91,255,644.49,186368,-0.0026292297479812987,61.76608855426311,0.0003,900,0.0076826243,-0.7941418593749404,0.7422137558460236,0.075927734375,24.440223693847656,0.2
727,12.179446899999999,92,259,648.76,188416,-0.002498488385026576,96.05218592584133,0.0003,910,0.0047543165,-0.8130086433142424,0.6360925436019897,0.074072265625,15.91068172454834,0.2
726,12.74923629,93,262,647.4,190464,-0.004454166247160174,113.91221105754376,0.0003,920,0.0047358396,-0.7653234208002686,0.7088011205196381,0.054150390625,13.581363677978516,0.2
727,10.865312229999999,94,264,652.96,192512,-0.003733670189103577,123.2977267742157,0.0003,930,0.0061115315,-0.8512109832838177,0.5788938701152802,0.060302734375,8.354897499084473,0.2
726,6.92425243,95,267,653.13,194560,-0.0013846425565134269,133.2240368515253,0.0003,940,0.005620256,-0.7790502458810806,0.6508700549602509,0.050244140625,25.857192993164062,0.2
726,12.339601689999997,96,270,666.09,196608,-0.004745185696083354,183.3780461728573,0.0003,950,0.007694285,-0.7599872425198555,0.4551290273666382,0.08037109375,116.01898193359375,0.2
726,12.401809349999999,97,273,668.67,198656,-0.00019664918145281262,111.98121893256902,0.0003,960,0.0034397119,-0.8512674467638135,0.7401669025421143,0.0330078125,60.61817932128906,0.2
726,10.97264685,98,276,681.06,200704,-0.0034729696009890175,169.24464400410653,0.0003,970,0.005079737,-0.8864759352058172,0.591113954782486,0.076708984375,128.2236328125,0.2
726,12.796110939999998,99,278,683.04,202752,-0.0043041368386184334,101.71932632327079,0.0003,980,0.010732979,-0.7219527879729867,0.7126508355140686,0.070947265625,23.44611930847168,0.2
727,19.091906019999996,100,281,695.16,204800,-0.004486340833682334,111.25401310026646,0.0003,990,0.0062257713,-0.8455701135098934,0.6950930058956146,0.08193359375,12.986040115356445,0.2
727,20.919570819999993,101,284,700.58,206848,-0.0006035815091308905,101.98600024133921,0.0003,1000,0.0042403443,-0.80938089042902,0.6537942588329315,0.052294921875,8.421796798706055,0.2
725,24.183286990000003,102,287,700.84,208896,-0.003227062065707287,90.23433273136615,0.0003,1010,0.006383963,-0.8877796636894345,0.8377598822116852,0.082373046875,187.31788635253906,0.2
726,21.28703306000001,103,290,690.71,210944,-0.003571749427646864,78.95247824192047,0.0003,1020,0.0037637625,-0.7994069121778011,0.7857439368963242,0.04501953125,10.201339721679688,0.2
725,20.820111569999998,104,293,687.87,212992,-0.0017861193795397413,162.54608890712262,0.0003,1030,0.005299635,-0.8659715794026852,0.5416013300418854,0.079052734375,159.52169799804688,0.2
724,19.614001800000004,105,296,686.83,215040,-0.003642775858315872,125.7854462891817,0.0003,1040,0.0056632617,-0.8294811116531491,0.4211861491203308,0.054248046875,261.46466064453125,0.2
725,16.887309230000003,106,299,686.64,217088,-0.004303424000681844,138.179060266912,0.0003,1050,0.0069689695,-0.8795676041394472,0.46892422437667847,0.07529296875,8.388848304748535,0.2
724,18.833612320000004,107,302,690.17,219136,-0.003033109661191702,129.11335758566855,0.0003,1060,0.005944128,-0.8492479490116238,0.6178597509860992,0.06748046875,41.15284729003906,0.2
723,19.933186150000004,108,305,687.89,221184,-0.0008537411787983729,128.14056487232446,0.0003,1070,0.0033018508,-0.8673169773072005,0.2506099343299866,0.05830078125,6.350345134735107,0.2
723,16.85194783,109,308,686.53,223232,-0.0015942694175464568,63.362460653483865,0.0003,1080,0.006588257,-0.8726751804351807,0.6890032887458801,0.053125,3.8010575771331787,0.2
724,16.851423089999997,110,311,686.88,225280,-2.2399636873160488e-05,92.47630933895707,0.0003,1090,0.0040063234,-0.8793469127267599,0.6367254257202148,0.087548828125,2.114531993865967,0.2
723,14.713013080000001,111,314,685.99,227328,-0.0006071701707696775,147.90987027883529,0.0003,1100,0.0022546053,-0.8283747946843505,0.5411980152130127,0.030224609375,75.8337631225586,0.2
722,15.862755550000001,112,317,686.68,229376,-0.0025454394868575036,116.74735822379589,0.0003,1110,0.0061359066,-0.8896919833496213,0.7014638781547546,0.05693359375,72.5510482788086,0.2
721,12.5444239,113,320,693.57,231424,-0.00011560294151422568,111.32768892049789,0.0003,1120,0.002754506,-0.8938220925629139,0.7462368905544281,0.041748046875,6.5130438804626465,0.2
719,11.06421909,114,324,697.14,233472,-0.0022905187419382856,92.13297182172536,0.0003,1130,0.0055571683,-0.9011972384527326,0.732846587896347,0.055712890625,18.119298934936523,0.2
718,11.970213160000004,115,327,698.59,235520,-0.0023143153601267842,173.40241659283637,0.0003,1140,0.0064261192,-0.7397463483735919,0.4219716191291809,0.077099609375,254.49317932128906,0.2
719,13.07703792,116,330,705.8,237568,-0.0017808369528211187,72.94294060766697,0.0003,1150,0.010433182,-0.8625602630898357,0.6158071160316467,0.091845703125,37.782806396484375,0.2
719,13.950107899999995,117,332,712.34,239616,-0.0030060988457989877,47.10019751340151,0.0003,1160,0.009734195,-0.8825646633282304,0.8427276909351349,0.090869140625,10.735152244567871,0.2
719,18.163761289999997,118,335,715.54,241664,-6.281444912019652e-05,112.86116706132889,0.0003,1170,0.0032454762,-0.878300748579204,0.7252120077610016,0.015380859375,41.12397003173828,0.2
719,19.590476770000006,119,338,717.77,243712,-0.002649554900563089,85.84964381307364,0.0003,1180,0.006415369,-0.8261813510209322,0.718109518289566,0.074951171875,206.1560516357422,0.2
718,21.05710595,120,341,714.08,245760,-0.0012609387362317649,143.33489056676626,0.0003,1190,0.00520348,-0.8616947462782264,0.6658938825130463,0.039013671875,3.23517107963562,0.2
718,19.344610699999997,121,344,712.02,247808,-0.003409785080293659,118.01250479519368,0.0003,1200,0.00574294,-0.6962325880303979,0.6230477690696716,0.082958984375,10.689313888549805,0.2
720,17.955819630000004,122,346,706.94,249856,-0.005025873273916659,102.29219886660576,0.0003,1210,0.0062122503,-0.7958204939961433,0.7960635125637054,0.097412109375,31.944345474243164,0.2
719,21.99040601,123,350,704.7,251904,-0.004403410635859473,163.8118925899267,0.0003,1220,0.010389732,-0.7543722867965699,0.6840372383594513,0.052099609375,10.43260669708252,0.2
1009,-437.15341750000005,1,2,746.5,2048,-0.0032413691697001923,143.45281838178636,0.0003,1230,0.0050293817,-0.7353644261136651,0.7288236021995544,0.0640625,43.51832962036133,0.2
744,-440.80412000000007,2,5,666.2,4096,-0.00433140603818174,95.93825573027134,0.0003,1240,0.011183128,-0.8166776048019528,0.7354673743247986,0.055517578125,8.893369674682617,0.2
733,-397.9362493333333,3,8,668.1111111111111,6144,-0.002832019007837516,123.50304999276996,0.0003,1250,0.007530028,-0.7760808106511832,0.7829574942588806,0.0751953125,120.15660858154297,0.2
736,-385.50555325,4,11,660.8333333333334,8192,-0.001034721626274404,116.45234956443309,0.0003,1260,0.0064802025,-0.684161532856524,0.8175941407680511,0.040283203125,15.658252716064453,0.2
768,-417.93715162499996,5,13,622.5,10240,-0.002613115396525245,102.4450207710266,0.0003,1270,0.004765055,-0.6581747891381383,0.9001300632953644,0.085400390625,13.633688926696777,0.2
761,-395.2644854210526,6,16,610.6842105263158,12288,-0.0024267328863061266,171.72202060222625,0.0003,1280,0.0044963146,-0.8412948144599796,0.682451605796814,0.05380859375,28.037109375,0.2
752,-405.0126114090909,7,19,644.9090909090909,14336,-0.002973228417977225,109.94704256653786,0.0003,1290,0.0061114775,-0.742717957869172,0.9104409366846085,0.04619140625,6.438427925109863,0.2
739,-405.36719596,8,22,644.44,16384,-0.003568403395911446,72.88524950444699,0.0003,1300,0.007989424,-0.6964806582778692,0.9466577768325806,0.113818359375,12.818244934082031,0.2
732,-412.6230865862069,9,25,633.6551724137931,18432,-0.005021342454710975,99.49199221283197,0.0003,1310,0.012449406,-0.7830408439040184,0.9190550521016121,0.06083984375,9.607340812683105,0.2
745,-413.3916391212121,10,27,615.4545454545455,20480,-0.0008623194122264977,191.66996285319328,0.0003,1320,0.003360333,-0.7881132628768682,0.830331027507782,0.03720703125,66.65306854248047,0.2
745,-422.9305011944444,11,30,608.4166666666666,22528,-0.0033424694065615768,135.79299526512622,0.0003,1330,0.008910252,-0.8079001326113939,0.8257176876068115,0.098583984375,4.985897064208984,0.2
726,-428.9313074871794,12,33,624.4871794871794,24576,-0.0010689785096474225,112.97004632949829,0.0003,1340,0.004657879,-0.8688330175355077,0.8221306204795837,0.050390625,6.143264293670654,0.2
721,-437.9128598095237,13,36,623.0952380952381,26624,-0.0007585026294691488,111.85902381539344,0.0003,1350,0.0066377893,-0.7662823855876922,0.8431562334299088,0.049365234375,21.267961502075195,0.2
723,-436.6318841555554,14,39,628.9111111111112,28672,-0.0015699452502303756,94.6209534034133,0.0003,1360,0.008365221,-0.837089304625988,0.8808029145002365,0.067822265625,17.29837417602539,0.2
723,-434.0841879183673,15,42,622.8163265306123,30720,-0.0035878627102647444,69.70424032062292,0.0003,1370,0.00963569,-0.7177741900086403,0.8382059335708618,0.077001953125,35.593692779541016,0.2
722,-433.94240344230764,16,45,618.4615384615385,32768,-0.0030864742693665903,146.58780345618726,0.0003,1380,0.0075851227,-0.8305349020287395,0.8677036613225937,0.08251953125,16.53800392150879,0.2
723,-429.4837752857142,17,48,616.7321428571429,34816,-0.0013800600510876393,114.91111731231213,0.0003,1390,0.0033104261,-0.8286172017455101,0.8619636297225952,0.02890625,14.03740406036377,0.2
727,-430.12220168852457,18,50,603.9344262295082,36864,-0.0010666650385246612,120.52673491686582,0.0003,1400,0.006740856,-0.8106716819107532,0.9221797958016396,0.075830078125,25.566436767578125,0.2
733,-431.852632234375,19,53,603.140625,38912,4.714324895758182e-05,156.0047213718295,0.0003,1410,0.0065681944,-0.858207929879427,0.8867383971810341,0.052001953125,17.347490310668945,0.2
732,-435.5645726567164,20,55,605.820895522388,40960,-0.0010647139817592688,105.4624394632876,0.0003,1420,0.0040867645,-0.7888351138681173,0.9231698364019394,0.05,293.3116455078125,0.2
735,-427.87296743661966,21,58,600.4366197183099,43008,-0.002985943558451254,69.56030534505844,0.0003,1430,0.008940548,-0.8612264353781939,0.91773272305727,0.081298828125,14.547691345214844,0.2
734,-431.3740565135135,22,61,601.6216216216217,45056,-0.002380021379212849,94.00879106968641,0.0003,1440,0.0049463906,-0.8389997102320195,0.9172487929463387,0.04462890625,11.424986839294434,0.2
737,-425.11641720253164,23,63,595.9113924050633,47104,-0.0009788220624614042,185.22227146476507,0.0003,1450,0.004805475,-0.7595901230350137,0.7821216285228729,0.019775390625,7.119366645812988,0.2
740,-423.50870183132537,24,66,589.9518072289156,49152,-0.0027648328636132647,107.307941532135,0.0003,1460,0.005686705,-0.8299904817715287,0.9382999651134014,0.068896484375,14.19577693939209,0.2
741,-421.55078977906993,25,69,588.1627906976744,51200,-0.004378845407336485,149.84080058634282,0.0003,1470,0.0038238778,-0.8256477907299995,0.8885891288518906,0.074267578125,6.1239213943481445,0.2
