rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate
440.42,50,45056,-201.12800803000005,22,885,-0.6729394210502505,0.006891821,13.640105247497559,0.2,216.7470678985119,0.043310546875,-0.002822059760364937,1440,0.8066961765289307,0.0003
422.09,52,47104,-193.19513946000004,23,889,-0.6850865295156836,0.004393044,8.854376792907715,0.2,142.67993785589934,0.089306640625,-0.0022146634270029607,1450,0.8223199248313904,0.0003
421.94,55,49152,-189.046969,24,891,-0.6385694815777242,0.0058581983,259.302490234375,0.2,139.57578707933425,0.068359375,-0.002903249824157683,1460,0.8623473942279816,0.0003
414.52,57,51200,-190.88773902,25,895,-0.6483480229973793,0.0060809758,6.191725254058838,0.2,127.74753208830953,0.053125,-0.0017335131225991063,1470,0.8515489995479584,0.0003
419.29,59,53248,-190.15951372,26,899,-0.6066314885392785,0.020510824,22.73311996459961,0.2,252.9398983567953,0.05615234375,-0.005767936289339559,1480,0.7752291411161423,0.0003
414.47,61,55296,-186.69852054000003,27,905,-0.6158003184944392,0.0038554373,24.224594116210938,0.2,148.9419110417366,0.07978515625,-0.0038067679524829146,1490,0.7563729137182236,0.0003
424.84,64,57344,-190.17133618999998,28,895,-0.6317323802970349,0.0068607256,13.729535102844238,0.2,218.2047105371952,0.040673828125,-0.001376131683718995,1500,0.8079701811075211,0.0003
408.66,66,59392,-187.03485943000004,29,899,-0.6811875455081463,0.010479664,0.6499427556991577,0.2,58.125584927015005,0.129638671875,-0.0015833761455724016,1510,0.8686231672763824,0.0003
409.53,68,61440,-187.42396420999998,30,902,-0.6224660247564315,0.0050414973,23.031421661376953,0.2,183.21297527253628,0.035302734375,-0.0010470923170942115,1520,0.811042919754982,0.0003
401.58,70,63488,-185.67786776999998,31,905,-0.6067420976236463,0.0046124146,2.0637259483337402,0.2,95.24811510667205,0.043603515625,-0.0006492166772659403,1530,0.8671977072954178,0.0003
392.25,72,65536,-182.38859886999998,32,909,-0.6073015821166337,0.005618975,62.083099365234375,0.2,263.9046607375145,0.045751953125,-0.003638456796761602,1540,0.807797446846962,0.0003
385.17,74,67584,-181.51375263999998,33,912,-0.6342949148267507,0.00405591,57.91428756713867,0.2,225.9213793992996,0.02421875,-0.001842443260466098,1550,0.7161780297756195,0.0003
393.14,76,69632,-183.1537763,34,914,-0.5923405274748802,0.006947691,11.535770416259766,0.2,99.06333016306162,0.048779296875,-0.0005726197341573425,1560,0.8705389350652695,0.0003
390.25,78,71680,-181.39087663,35,913,-0.5656922112219036,0.004548655,372.6079406738281,0.2,115.15830675810575,0.027294921875,-0.0004274732957128435,1570,0.8615021109580994,0.0003
390.95,80,73728,-178.40821417999996,36,916,-0.6534165788441897,0.0054429737,8.91547966003418,0.2,86.23650306016206,0.056884765625,-0.00034378089985693806,1580,0.8805074691772461,0.0003
397.06,82,75776,-177.698576,37,918,-0.6228219674900174,0.009664444,7.409830093383789,0.2,113.26764381676912,0.105810546875,-0.004060748956544557,1590,0.8025493770837784,0.0003
403.53,84,77824,-183.03902857000006,38,918,-0.5248865031637251,0.0052680243,12.81230640411377,0.2,159.00999708175658,0.049755859375,-0.003208054339484079,1600,0.8723208159208298,0.0003
392.08,86,79872,-180.59309302000003,39,918,-0.5773692301474511,0.0028745336,159.8232879638672,0.2,121.33232730329037,0.02724609375,-0.0006775272839149693,1610,0.8920771181583405,0.0003
396.75,89,81920,-176.22718717,40,919,-0.6188330706208944,0.0038724695,17.615703582763672,0.2,201.82890697717667,0.051171875,-0.0028007906141283455,1620,0.8210174590349197,0.0003
389.89,91,83968,-176.63459247000003,41,922,-0.5913480318151414,0.004883263,28.7296199798584,0.2,156.04056857824327,0.043701171875,-0.003157845712121343,1630,0.8756726384162903,0.0003
378.59,92,86016,-177.61113764,42,925,-0.6834806729108095,0.004952153,12.53011703491211,0.2,266.876535949111,0.07568359375,-0.0024462953548209042,1640,0.7412291467189789,0.0003
382.39,95,88064,-176.52420128999998,43,922,-0.5624311950989067,0.005755144,29.226715087890625,0.2,188.68341345489026,0.06767578125,-0.0029180503217503427,1650,0.8207225352525711,0.0003
391.87,97,90112,-172.93095015,44,922,-0.6026894986629486,0.012178546,4.690433025360107,0.2,102.91816141866147,0.153173828125,-0.0013363956197281369,1660,0.9096658900380135,0.0003
451.75,1,2048,89.13861975,1,1075,-0.6384961696341633,0.011056451,3.073059320449829,0.2,76.02670872174204,0.13291015625,-0.003115892344794702,1670,0.9183019995689392,0.0003
450.3333333333333,4,4096,13.11567177777777,2,991,-0.7952602453529835,0.00769489,334.1351013183594,0.2,197.79198941588402,0.06884765625,-0.0033807134335802403,1680,0.2257949709892273,0.0003
479.8333333333333,6,6144,25.439909916666664,3,909,-0.7327541958540678,0.0121577345,44.632362365722656,0.2,355.3385548889637,0.088525390625,-0.0043246972672932316,1690,0.33393555879592896,0.0003
484.625,9,8192,31.882491124999998,4,887,-0.7974571578204632,0.007452468,8.028935432434082,0.2,117.70667202919722,0.053076171875,-0.0017299739040026907,1700,0.6189602017402649,0.0003
528.0526315789474,12,10240,34.436848684210524,5,839,-0.7766016136854887,0.0058852704,20.262903213500977,0.2,166.08099735379218,0.05791015625,-0.0048808775034558495,1710,0.45243561267852783,0.0003
